,民國101年06月,,,,,,,Jun-12,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
048857寶來31,122320,1144000,23,0.11,0.12,0.02,0.24,6月1日,0.02,6月28日
048858寶來32,4800,80000,1,0.06,0.06,0.06,0.06,6月18日,0.06,6月18日
048859寶來33,411520,637000,17,0.65,0.64,0.57,0.88,6月18日,0.53,6月12日
048860寶來34,622520,1168000,32,0.53,0.48,0.45,0.68,6月18日,0.4,6月5日
048861寶來35,39420,28000,4,1.41,1.42,1.54,1.54,6月29日,1.3,6月5日
048862寶來36,82410,1396000,27,0.06,0.06,0.02,0.11,6月1日,0.02,6月27日
048863第一LY,44400,114000,8,0.39,0.41,0.38,0.47,6月7日,0.36,6月4日
048865第一MA,15700,10000,1,1.57,1.57,1.57,1.57,6月4日,1.57,6月4日
048866第一MB,1408530,2601000,54,0.54,0.52,0.49,0.66,6月18日,0.38,6月4日
048867第一MC,5460,364000,7,0.02,0.01,0.02,0.02,6月18日,0.01,6月7日
0488701N富邦,11680,139000,7,0.08,0.08,0.06,0.1,6月20日,0.06,6月21日
0488711P富邦,3067880,6965000,145,0.44,0.37,0.32,0.56,6月18日,0.26,6月28日
0488721Q富邦,4109530,10844000,481,0.38,0.44,0.45,0.64,6月18日,0.25,6月8日
0488731R富邦,1390,12000,3,0.12,0.12,0.11,0.15,6月4日,0.11,6月29日
0488741S富邦,778100,5968000,148,0.13,0.15,0.07,0.25,6月1日,0.07,6月28日
0488751T富邦,233680,711000,27,0.33,0.33,0.34,0.38,6月5日,0.25,6月4日
0488761U富邦,844890,4875000,220,0.17,0.16,0.09,0.49,6月11日,0.09,6月28日
0488771V富邦,550,46000,2,0.01,0.1,0.1,0.1,6月20日,0.01,6月20日
0488781W富邦,1807140,1656000,25,1.09,1.2,1,1.74,6月18日,0.7,6月4日
0488791X富邦,142400,170000,6,0.84,0.83,0.84,0.94,6月11日,0.73,6月8日
0488801Y富邦,270200,360000,6,0.75,0.73,0.76,0.76,6月21日,0.71,6月19日
0488811Z富邦,4860,129000,3,0.04,0.03,0.03,0.04,6月7日,0.03,6月20日
0488822A富邦,1246090,4016000,53,0.31,0.27,0.28,0.4,6月18日,0.16,6月4日
048883兆豐HD,13280,228000,5,0.06,0.06,0.05,0.1,6月4日,0.02,6月13日
048884兆豐HE,55800,345000,13,0.16,0.17,0.19,0.23,6月1日,0.14,6月12日
048885兆豐HF,136070,563000,40,0.24,0.24,0.2,0.32,6月18日,0.17,6月27日
048886兆豐HG,16700,65000,4,0.26,0.26,0.3,0.3,6月20日,0.18,6月4日
048888兆豐HJ,21690,329000,33,0.07,0.08,0.1,0.1,6月28日,0.04,6月28日
048889兆豐HK,195670,139000,14,1.41,1.42,1.47,1.57,6月20日,1.26,6月22日
048890兆豐HL,2976680,3092000,73,0.96,0.95,0.51,1.37,6月6日,0.42,6月29日
048891兆豐HM,56460,611000,22,0.09,0.07,0.03,0.13,6月1日,0.03,6月29日
048892兆豐HN,34530,254000,19,0.14,0.12,0.08,0.19,6月21日,0.08,6月25日
048893永豐LQ,171790,526000,9,0.33,0.34,0.28,0.39,6月7日,0.28,6月22日
048894永豐LR,90040,304000,19,0.3,0.26,0.15,0.48,6月18日,0.15,6月28日
048895永豐LS,8100,233000,16,0.03,0.03,0.03,0.04,6月21日,0.03,6月21日
048896永豐LT,151970,734000,19,0.21,0.2,0.2,0.29,6月1日,0.1,6月4日
048897永豐LU,1400,140000,8,0.01,0.01,0.01,0.01,6月21日,0.01,6月21日
048898永豐LV,699250,7130000,139,0.1,0.09,0.08,0.18,6月1日,0.05,6月26日
048899永豐LW,8780,82000,5,0.11,0.11,0.09,0.13,6月14日,0.09,6月19日
048900永豐LX,8000,3000,2,2.67,2.7,2.7,2.7,6月29日,2.65,6月29日
048901永豐LY,110370,753000,28,0.15,0.16,0.15,0.29,6月18日,0.11,6月11日
048902永豐LZ,366910,1192000,37,0.31,0.29,0.25,0.38,6月1日,0.21,6月26日
048903統一65,1962860,8157000,360,0.24,0.22,0.28,0.49,6月21日,0.1,6月4日
048904統一66,1550,5000,1,0.31,0.31,0.31,0.31,6月1日,0.31,6月1日
048905統一67,19200,110000,4,0.17,0.18,0.21,0.21,6月15日,0.16,6月5日
048906統一68,97580,278000,5,0.35,0.3,0.22,0.41,6月18日,0.22,6月22日
048907統一69,35700,96000,10,0.37,0.39,0.35,0.65,6月1日,0.2,6月4日
048908統一70,6777190,3076000,129,2.2,2.42,2.71,3.95,6月25日,1.22,6月4日
048909統一71,388610,1437000,40,0.27,0.25,0.17,0.4,6月1日,0.17,6月28日
048910日盛GN,49370,900000,24,0.05,0.05,0.07,0.07,6月29日,0.03,6月19日
048911日盛GP,2800,20000,1,0.14,0.14,0.14,0.14,6月7日,0.14,6月7日
0489126U元大,2400,60000,1,0.04,0.04,0.04,0.04,6月21日,0.04,6月21日
0489136V元大,43170,384000,9,0.11,0.13,0.14,0.2,6月1日,0.09,6月4日
0489146W元大,5940,297000,3,0.02,0.02,0.02,0.02,6月4日,0.02,6月4日
0489156X元大,123760,7810000,120,0.02,0.02,0.02,0.04,6月6日,0.01,6月29日
0489166Y元大,15750,540000,6,0.03,0.02,0.02,0.03,6月7日,0.02,6月7日
0489176Z元大,1100,15000,2,0.07,0.06,0.09,0.09,6月22日,0.04,6月11日
0489187A元大,83710,1263000,22,0.07,0.05,0.02,0.09,6月1日,0.02,6月28日
0489197B元大,2883560,4869000,91,0.59,0.55,0.58,0.82,6月18日,0.3,6月4日
0489207C元大,127860,69000,8,1.85,1.78,1.83,1.99,6月18日,1.74,6月6日
048921日盛GR,89060,517000,24,0.17,0.17,0.19,0.23,6月18日,0.1,6月5日
048922凱基22,5827560,5932000,159,0.98,0.96,1.06,1.33,6月18日,0.58,6月4日
048923凱基23,6659240,10990000,226,0.61,0.65,0.71,0.91,6月14日,0.33,6月4日
048924凱基24,146280,818000,12,0.18,0.16,0.18,0.2,6月21日,0.12,6月15日
048926凱基26,3800,30000,3,0.13,0.13,0.11,0.16,6月7日,0.11,6月22日
048927凱基27,1769990,2414000,89,0.73,0.71,0.72,0.86,6月20日,0.59,6月12日
048928凱基29,80110,913000,21,0.09,0.1,0.09,0.15,6月1日,0.08,6月14日
048929凱基30,570,17000,3,0.03,0.04,0.03,0.06,6月1日,0.03,6月21日
048931凱基32,2180,57000,2,0.04,0.04,0.04,0.04,6月18日,0.03,6月13日
0489322B富邦,224760,3452000,60,0.07,0.08,0.02,0.13,6月1日,0.02,6月26日
0489332D富邦,100,10000,1,0.01,0.01,0.01,0.01,6月6日,0.01,6月6日
0489342F富邦,54620,657000,18,0.08,0.08,0.07,0.12,6月20日,0.05,6月13日
0489352H富邦,970280,3916000,91,0.25,0.24,0.27,0.4,6月1日,0.17,6月27日
0489362J富邦,11824190,39939000,941,0.3,0.28,0.21,0.48,6月18日,0.15,6月29日
0489372K富邦,29310,439000,5,0.07,0.07,0.06,0.09,6月1日,0.06,6月21日
0489392M富邦,300630,824000,52,0.36,0.34,0.26,0.45,6月21日,0.26,6月29日
0489402N富邦,11800,120000,5,0.1,0.11,0.09,0.13,6月18日,0.08,6月26日
0489412P富邦,1180,8000,2,0.15,0.14,0.15,0.15,6月28日,0.13,6月25日
0489422Q富邦,63360,396000,52,0.16,0.16,0.16,0.16,6月6日,0.16,6月6日
0489432R富邦,5061640,19728000,376,0.26,0.23,0.13,0.46,6月1日,0.12,6月28日
048944寶來42,685880,3372000,102,0.2,0.2,0.18,0.3,6月25日,0.13,6月12日
048945寶來43,25085270,44674000,1001,0.56,0.56,0.53,0.87,6月25日,0.35,6月4日
048946寶來44,68700,739000,10,0.09,0.09,0.08,0.12,6月18日,0.06,6月4日
048948寶來46,972920,1060000,57,0.92,0.91,1.1,1.18,6月13日,0.51,6月4日
048949寶來47,22120,854000,21,0.03,0.03,0.05,0.05,6月21日,0.02,6月21日
048950群益04,947130,2154000,82,0.44,0.42,0.35,0.73,6月25日,0.24,6月4日
048951群益08,171490,164000,13,1.05,1.2,1.43,1.5,6月15日,0.71,6月5日
048953大華H8,6080,359000,8,0.02,0.02,0.01,0.02,6月21日,0.01,6月27日
048954大華H9,783890,6792000,343,0.12,0.1,0.07,0.17,6月18日,0.06,6月28日
048955大華J1,20300,320000,7,0.06,0.08,0.02,0.11,6月13日,0.02,6月28日
048956大華J2,49960,187000,18,0.27,0.27,0.24,0.63,6月25日,0.1,6月14日
048957大華J3,15480,294000,13,0.05,0.06,0.05,0.09,6月20日,0.04,6月13日
048958大華J4,599580,908000,20,0.66,0.78,0.46,1.19,6月18日,0.46,6月29日
048959大華J5,139510,417000,10,0.33,0.34,0.42,0.42,6月18日,0.2,6月4日
048960大華J6,5700,80000,4,0.07,0.09,0.04,0.14,6月18日,0.04,6月26日
0489617F元大,45110,91000,8,0.5,0.51,0.37,0.72,6月18日,0.37,6月27日
0489637H元大,851720,4415000,103,0.19,0.2,0.14,0.32,6月18日,0.07,6月4日
0489647I元大,455580,4756000,107,0.1,0.1,0.13,0.16,6月18日,0.05,6月4日
0489657J元大,828390,5102000,325,0.16,0.17,0.14,0.25,6月18日,0.13,6月29日
0489667K元大,363390,2750000,43,0.13,0.13,0.1,0.23,6月15日,0.07,6月26日
0489677L元大,189540,576000,35,0.33,0.3,0.35,0.8,6月25日,0.14,6月12日
0489687M元大,12665220,43051000,1199,0.29,0.31,0.36,0.45,6月20日,0.17,6月4日
0489697N元大,145980,285000,18,0.51,0.59,0.5,0.69,6月1日,0.45,6月4日
048970元富13,13870,174000,17,0.08,0.06,0.06,0.1,6月1日,0.04,6月15日
048971元富14,6100,112000,5,0.05,0.05,0.05,0.09,6月1日,0.02,6月4日
048972元富15,31300,175000,9,0.18,0.21,0.19,0.32,6月25日,0.13,6月4日
048973元富16,193490,948000,27,0.2,0.19,0.22,0.36,6月1日,0.13,6月12日
048974元富17,676010,2307000,100,0.29,0.29,0.29,0.4,6月20日,0.19,6月4日
048975元富18,8200,20000,1,0.41,0.41,0.41,0.41,6月29日,0.41,6月29日
048976元富19,7930,743000,8,0.01,0.01,0.01,0.02,6月1日,0.01,6月21日
048977元富20,6230,26000,8,0.24,0.23,0.26,0.26,6月20日,0.22,6月13日
0489782S富邦,53480,227000,9,0.24,0.23,0.18,0.26,6月1日,0.18,6月29日
0489792T富邦,146300,1045000,9,0.14,0.14,0.14,0.14,6月21日,0.14,6月21日
0489822X富邦,1138570,6678000,111,0.17,0.18,0.17,0.32,6月18日,0.1,6月7日
0489832Y富邦,11490,168000,4,0.07,0.08,0.1,0.1,6月27日,0.05,6月14日
0489842Z富邦,1053960,2740000,40,0.38,0.43,0.36,0.53,6月1日,0.3,6月4日
0489853A富邦,758220,16299000,294,0.05,0.04,0.02,0.12,6月1日,0.02,6月29日
0489863B富邦,5390,179000,3,0.03,0.01,0.01,0.1,6月21日,0.01,6月21日
0489873C富邦,908050,1023000,37,0.89,0.93,0.85,1.29,6月1日,0.62,6月4日
0489883D富邦,6400,120000,6,0.05,0.05,0.04,0.06,6月13日,0.04,6月18日
048992大展H5,114280,268000,14,0.43,0.55,0.19,0.74,6月7日,0.19,6月29日
048995大展H8,386130,1418000,183,0.27,0.2,0.25,1,6月18日,0.06,6月4日
048996大展H9,6490,35000,5,0.19,0.21,0.2,0.26,6月25日,0.15,6月6日
0489997Q元大,267460,8849000,205,0.03,0.02,0.01,0.06,6月1日,0.01,6月27日
049001第一MG,26350,1035000,23,0.03,0.03,0.03,0.06,6月7日,0.01,6月14日
049002第一MH,5280,22000,1,0.24,0.24,0.24,0.24,6月25日,0.24,6月25日
049004日盛GT,37080,698000,12,0.05,0.04,0.02,0.08,6月4日,0.02,6月29日
049005日盛GU,31060,623000,60,0.05,0.02,0.01,0.09,6月1日,0.01,6月29日
049006日盛GX,1251200,1508000,143,0.83,0.84,0.9,1.09,6月1日,0.6,6月27日
049007日盛GY,3128360,2275000,104,1.38,1.46,1.39,2.07,6月18日,1.1,6月4日
049008日盛GZ,16650,244000,6,0.07,0.07,0.04,0.1,6月15日,0.04,6月29日
049009日盛HA,7450,45000,3,0.17,0.17,0.15,0.19,6月11日,0.15,6月18日
049010日盛HB,46530,594000,6,0.08,0.08,0.04,0.1,6月7日,0.04,6月20日
049011日盛HC,11250,570000,25,0.02,0.02,0.01,0.04,6月1日,0.01,6月29日
049012日盛HD,636380,3749000,80,0.17,0.16,0.11,0.25,6月19日,0.1,6月29日
049013日盛HE,3510,54000,3,0.06,0.06,0.07,0.07,6月6日,0.04,6月4日
049014大眾6J,110850,2095000,53,0.05,0.05,0.05,0.1,6月18日,0.01,6月4日
049015大眾7J,90590,1053000,33,0.09,0.08,0.05,0.56,6月13日,0.04,6月4日
049016永昌J8,1000,10000,1,0.1,0.1,0.1,0.1,6月19日,0.1,6月19日
049018永昌K1,100,10000,1,0.01,0.01,0.01,0.01,6月4日,0.01,6月4日
049019永昌K2,16100,100000,3,0.16,0.16,0.15,0.18,6月7日,0.15,6月11日
049020永昌K3,19210,616000,8,0.03,0.04,0.04,0.04,6月29日,0.01,6月28日
049022永昌K5,2710,271000,9,0.01,0.01,0.01,0.01,6月28日,0.01,6月28日
049023永昌K6,10100,90000,7,0.11,0.11,0.11,0.15,6月1日,0.1,6月8日
049024永昌K7,202550,905000,41,0.22,0.21,0.19,0.32,6月25日,0.14,6月4日
049025永昌K8,339960,2457000,35,0.14,0.13,0.12,0.2,6月25日,0.1,6月13日
049026永昌K9,38110,306000,27,0.12,0.12,0.1,0.17,6月18日,0.09,6月12日
049027永昌L1,749150,2437000,50,0.31,0.31,0.28,0.39,6月20日,0.21,6月4日
049028永昌L2,5170,22000,6,0.24,0.23,0.27,0.27,6月20日,0.2,6月13日
049035國票DT,56870,276000,24,0.21,0.21,0.2,0.61,6月25日,0.1,6月12日
049036國票DU,636580,3850000,110,0.17,0.16,0.12,0.25,6月1日,0.11,6月4日
049037國票DV,17510,210000,4,0.08,0.08,0.07,0.09,6月19日,0.07,6月21日
049039元富21,353350,3441000,83,0.1,0.1,0.08,0.16,6月19日,0.07,6月13日
049040元富22,500,10000,1,0.05,0.05,0.05,0.05,6月15日,0.05,6月15日
049041亞東LB,266910,726000,39,0.37,0.4,0.45,0.57,6月19日,0.3,6月8日
049042亞東LC,15970,767000,28,0.02,0.02,0.01,0.05,6月7日,0.01,6月29日
049043亞東LD,114370,581000,30,0.2,0.2,0.17,0.28,6月1日,0.12,6月27日
049044亞東LE,490,49000,1,0.01,0.01,0.01,0.01,6月19日,0.01,6月19日
049045亞東LF,300,30000,3,0.01,0.01,0.01,0.01,6月29日,0.01,6月29日
049046亞東LG,4590,309000,8,0.01,0.01,0.01,0.02,6月5日,0.01,6月29日
049047亞東LH,3200,70000,2,0.05,0.04,0.05,0.05,6月18日,0.02,6月6日
049048亞東LJ,4610,116000,5,0.04,0.04,0.04,0.04,6月18日,0.03,6月12日
049049亞東LK,150,15000,2,0.01,0.01,0.01,0.01,6月26日,0.01,6月26日
0490503F富邦,4000,40000,1,0.1,0.1,0.1,0.1,6月13日,0.1,6月13日
0490513H富邦,1000,10000,1,0.1,0.1,0.1,0.1,6月12日,0.1,6月12日
0490523J富邦,1813520,1565000,125,1.16,1.11,1.15,1.31,6月25日,0.89,6月4日
0490533K富邦,267120,1488000,54,0.18,0.19,0.19,0.26,6月20日,0.14,6月27日
0490543N富邦,590,6000,2,0.1,0.1,0.1,0.1,6月11日,0.09,6月1日
0490553P富邦,28300,304000,3,0.09,0.1,0.12,0.12,6月21日,0.07,6月8日
049056統一72,20790,232000,8,0.09,0.09,0.11,0.11,6月21日,0.02,6月11日
049058統一74,71800,305000,6,0.24,0.23,0.27,0.27,6月29日,0.2,6月11日
049059統一75,7461630,5444000,194,1.37,1.45,1.63,2.09,6月20日,0.59,6月4日
049060統一77,229340,4003000,134,0.06,0.06,0.05,0.13,6月1日,0.03,6月27日
049061統一78,400,20000,1,0.02,0.02,0.02,0.02,6月6日,0.02,6月6日
049062統一79,3900,350000,7,0.01,0.01,0.01,0.02,6月14日,0.01,6月29日
049063統一80,103950,594000,102,0.18,0.18,0.18,0.18,6月6日,0.17,6月5日
049065統一82,56650,462000,36,0.12,0.12,0.09,0.16,6月18日,0.08,6月27日
049066統一83,2000,10000,1,0.2,0.2,0.2,0.2,6月15日,0.2,6月15日
049067寶來49,12500,50000,1,0.25,0.25,0.25,0.25,6月13日,0.25,6月13日
049068寶來50,7800,120000,3,0.06,0.07,0.08,0.08,6月28日,0.06,6月4日
049069寶來52,949700,2084000,73,0.46,0.43,0.38,0.56,6月20日,0.32,6月26日
049070寶來53,370100,4666000,98,0.08,0.13,0.03,1.07,6月5日,0.03,6月26日
049071寶來54,111830,1390000,47,0.08,0.12,0.09,0.33,6月22日,0.05,6月22日
049072寶來55,1006860,5601000,170,0.18,0.18,0.17,0.27,6月18日,0.13,6月29日
049073寶來56,3100,50000,5,0.06,0.04,0.03,0.16,6月14日,0.03,6月28日
049075寶來58,63810,854000,12,0.07,0.07,0.02,0.12,6月6日,0.02,6月27日
049076寶來59,125680,1219000,22,0.1,0.11,0.06,0.15,6月18日,0.06,6月28日
049077寶來60,3534780,11121000,331,0.32,0.3,0.29,0.4,6月20日,0.2,6月4日
049078寶來61,11970,321000,7,0.04,0.05,0.04,0.08,6月1日,0.03,6月14日
049079寶來62,4400,147000,4,0.03,0.03,0.03,0.03,6月19日,0.02,6月6日
049080寶來63,44550,276000,13,0.16,0.18,0.18,0.31,6月18日,0.12,6月7日
049081寶來64,68750,1950000,45,0.04,0.05,0.03,0.09,6月15日,0.02,6月27日
049082寶來65,2220,219000,10,0.01,0.01,0.01,0.02,6月14日,0.01,6月28日
049084寶來67,110770,371000,7,0.3,0.29,0.33,0.33,6月19日,0.24,6月8日
049086寶來69,184630,2697000,40,0.07,0.06,0.03,0.12,6月1日,0.03,6月28日
049087寶來70,6981960,4291000,334,1.63,1.52,1.8,2.46,6月25日,0.79,6月4日
049088寶來71,567340,1548000,37,0.37,0.37,0.36,0.43,6月25日,0.23,6月15日
049089寶來72,4090,106000,3,0.04,0.04,0.03,0.05,6月7日,0.03,6月19日
049090寶來73,77390,338000,13,0.23,0.22,0.23,0.28,6月18日,0.15,6月15日
049091寶來74,930,3000,1,0.31,0.31,0.31,0.31,6月25日,0.31,6月25日
049092寶來75,13020,181000,8,0.07,0.05,0.02,0.11,6月4日,0.02,6月26日
049093寶來76,740330,4569000,146,0.16,0.16,0.17,0.25,6月19日,0.08,6月4日
049094凱基58,1698130,1438000,47,1.18,1.24,1.5,1.5,6月29日,0.96,6月4日
049095凱基60,13710,1043000,21,0.01,0.01,0.01,0.02,6月11日,0.01,6月21日
049096凱基61,52020,86000,4,0.6,0.63,0.53,0.8,6月25日,0.53,6月28日
049097凱基62,2240530,6812000,278,0.33,0.3,0.25,0.55,6月25日,0.17,6月4日
049098凱基66,19100,1910000,139,0.01,0.01,0.01,0.01,6月29日,0.01,6月29日
049099凱基67,167520,343000,32,0.49,0.47,0.49,0.64,6月20日,0.34,6月6日
049100凱基68,6982220,25557000,557,0.27,0.25,0.18,0.47,6月18日,0.12,6月4日
049101凱基69,32500220,45230000,787,0.72,0.74,0.77,1.1,6月20日,0.42,6月4日
0491027V元大,116330,1733000,54,0.07,0.07,0.06,0.11,6月20日,0.04,6月26日
0491037W元大,9730630,55641000,1206,0.17,0.16,0.13,0.25,6月1日,0.11,6月29日
0491047X元大,5602700,9901000,343,0.57,0.56,0.5,0.84,6月19日,0.31,6月4日
0491057Y元大,24750,690000,27,0.04,0.04,0.03,0.07,6月1日,0.01,6月29日
0491078A元大,192040,1463000,25,0.13,0.14,0.11,0.19,6月18日,0.09,6月26日
0491083Q富邦,1851030,2816000,69,0.66,0.64,0.57,0.74,6月6日,0.57,6月29日
0491093R富邦,134180,759000,16,0.18,0.18,0.2,0.25,6月18日,0.12,6月6日
0491113U富邦,14390,235000,15,0.06,0.06,0.04,0.08,6月18日,0.04,6月29日
0491123V富邦,153660,1055000,87,0.15,0.15,0.11,0.18,6月4日,0.11,6月13日
049113永豐MA,391510,3530000,64,0.11,0.11,0.07,0.2,6月1日,0.07,6月29日
049114永豐MB,286020,4126000,88,0.07,0.06,0.04,0.09,6月19日,0.03,6月4日
049115永豐MC,73200,1230000,39,0.06,0.06,0.02,0.09,6月1日,0.02,6月28日
049116永豐MD,20770,2077000,26,0.01,0.01,0.01,0.01,6月14日,0.01,6月14日
049117永豐ME,82660,698000,20,0.12,0.11,0.11,0.13,6月20日,0.06,6月8日
049118永豐MF,870,61000,3,0.01,0.02,0.01,0.03,6月18日,0.01,6月27日
049120永豐MH,2380,205000,7,0.01,0.01,0.01,0.02,6月7日,0.01,6月25日
049121永豐MI,18110,444000,10,0.04,0.04,0.02,0.05,6月1日,0.02,6月29日
049122永豐MJ,144380,361000,16,0.4,0.39,0.32,0.47,6月22日,0.32,6月27日
049123永豐MK,38630,2703000,154,0.01,0.01,0.01,0.04,6月1日,0.01,6月20日
049124永豐ML,7660,504000,24,0.02,0.01,0.02,0.02,6月26日,0.01,6月13日
049125永豐MM,118860,2155000,32,0.06,0.06,0.04,0.09,6月1日,0.04,6月28日
049126永豐MN,2890,289000,10,0.01,0.01,0.01,0.01,6月14日,0.01,6月14日
049127永豐MP,300,30000,2,0.01,0.01,0.01,0.01,6月14日,0.01,6月14日
049128永豐MQ,24250,505000,16,0.05,0.04,0.05,0.06,6月13日,0.02,6月7日
049129永豐MR,34070,2614000,73,0.01,0.01,0.01,0.03,6月1日,0.01,6月29日
049130日盛HF,1970,5000,5,0.39,0.37,0.22,0.6,6月7日,0.15,6月5日
049131日盛HG,19200,160000,3,0.12,0.12,0.12,0.12,6月8日,0.12,6月8日
049132日盛HH,567550,7048000,267,0.08,0.07,0.02,0.23,6月1日,0.02,6月28日
049133日盛HJ,3177280,5186000,123,0.61,0.64,0.61,0.8,6月20日,0.43,6月4日
049134凱基35,184510,2067000,63,0.09,0.09,0.04,0.14,6月1日,0.01,6月29日
049136凱基37,5169950,2960000,254,1.75,1.76,1.04,2.52,6月7日,1.04,6月29日
049137凱基39,12600,208000,5,0.06,0.07,0.05,0.1,6月13日,0.05,6月20日
049138凱基42,4192010,3487000,244,1.2,1.24,1.12,1.72,6月18日,0.86,6月8日
049139凱基43,162080,603000,41,0.27,0.23,0.17,0.46,6月1日,0.15,6月29日
049140凱基44,364660,3167000,65,0.12,0.09,0.08,0.16,6月1日,0.05,6月13日
049141凱基45,3691990,2358000,134,1.57,1.52,1.47,1.82,6月22日,1.11,6月4日
049142凱基46,2578690,8684000,152,0.3,0.3,0.25,0.45,6月18日,0.21,6月29日
049143凱基48,137770,949000,22,0.15,0.15,0.13,0.23,6月15日,0.12,6月8日
049144凱基49,3520,262000,8,0.01,0.02,0.01,0.03,6月20日,0.01,6月29日
049145凱基50,17160,66000,2,0.26,0.26,0.28,0.28,6月29日,0.24,6月25日
049146凱基51,19640,134000,6,0.15,0.16,0.18,0.19,6月18日,0.11,6月1日
049147凱基52,11255130,38754000,969,0.29,0.28,0.24,0.47,6月18日,0.13,6月4日
049148凱基53,222060,1079000,25,0.21,0.2,0.09,0.32,6月19日,0.09,6月27日
049149凱基54,109000,420000,10,0.26,0.26,0.33,0.33,6月21日,0.17,6月15日
049150凱基55,55420,414000,8,0.13,0.13,0.16,0.16,6月15日,0.07,6月5日
049151第一MK,400,20000,2,0.02,0.02,0.03,0.03,6月5日,0.01,6月4日
049153兆豐HR,24890,292000,12,0.09,0.09,0.1,0.1,6月29日,0.06,6月22日
049154兆豐HS,363110,1796000,49,0.2,0.18,0.21,0.26,6月1日,0.13,6月13日
049155兆豐HT,80530,557000,28,0.14,0.17,0.1,0.28,6月13日,0.05,6月26日
049156寶來78,13430,819000,14,0.02,0.03,0.01,0.07,6月1日,0.01,6月28日
049157第一MM,79580,713000,13,0.11,0.15,0.17,0.17,6月19日,0.11,6月15日
0491588C元大,2311500,1914000,34,1.21,1.24,1.42,1.42,6月21日,0.98,6月5日
0491598D元大,2705350,17662000,360,0.15,0.16,0.13,0.5,6月21日,0.09,6月4日
0491608E元大,17242650,11972000,504,1.44,1.44,1.5,1.87,6月20日,0.94,6月4日
0491618F元大,365720,1609000,30,0.23,0.19,0.24,0.27,6月25日,0.1,6月4日
0491638H元大,12762240,12521000,314,1.02,0.96,0.96,1.49,6月20日,0.55,6月4日
0491648I元大,740,4000,3,0.18,0.17,0.13,0.22,6月1日,0.13,6月18日
049165大華J9,6960,100000,2,0.07,0.05,0.03,0.07,6月1日,0.03,6月25日
049166大華K1,76640,703000,9,0.11,0.1,0.13,0.14,6月18日,0.06,6月11日
049167大華K2,94560,370000,6,0.26,0.25,0.26,0.28,6月1日,0.21,6月13日
049168大華K3,1020,17000,1,0.06,0.06,0.06,0.06,6月7日,0.06,6月7日
049169大華K4,31950,1065000,14,0.03,0.03,0.03,0.03,6月7日,0.03,6月7日
049170大華K5,2980,149000,2,0.02,0.02,0.02,0.02,6月21日,0.02,6月21日
049172凱基72,61370,157000,19,0.39,0.4,0.3,0.79,6月25日,0.17,6月21日
049173凱基73,72640,699000,15,0.1,0.1,0.09,0.13,6月25日,0.08,6月15日
049174凱基74,182880,1498000,32,0.12,0.14,0.12,0.2,6月1日,0.1,6月27日
049175凱基75,2416590,2863000,124,0.84,0.84,1.02,1.18,6月18日,0.44,6月4日
049176凱基76,990,99000,10,0.01,0.01,0.01,0.01,6月21日,0.01,6月21日
049177凱基77,292930,1800000,26,0.16,0.14,0.12,0.17,6月1日,0.12,6月4日
049179永豐MS,206620,4018000,110,0.05,0.05,0.05,0.09,6月18日,0.02,6月4日
049181永豐MU,151690,2168000,61,0.07,0.08,0.07,0.16,6月28日,0.04,6月4日
049182永豐MV,39230,1448000,29,0.03,0.02,0.01,0.05,6月1日,0.01,6月28日
049183永豐MW,900,20000,2,0.04,0.04,0.03,0.06,6月1日,0.03,6月12日
049185永豐MY,740,73000,9,0.01,0.01,0.01,0.02,6月21日,0.01,6月25日
049186永豐MZ,385300,5250000,104,0.07,0.07,0.06,0.11,6月18日,0.04,6月4日
049187永豐NA,750,30000,5,0.02,0.03,0.01,0.04,6月6日,0.01,6月27日
049188永豐NB,11650,204000,14,0.06,0.07,0.06,0.1,6月14日,0.04,6月26日
049191永豐NE,10110,390000,16,0.03,0.02,0.02,0.04,6月20日,0.01,6月15日
049192永豐NF,885110,4863000,103,0.18,0.17,0.14,0.22,6月20日,0.13,6月4日
049193寶來79,235010,179000,26,1.31,1.26,1.39,1.73,6月19日,0.59,6月4日
049194日盛HL,133800,6237000,167,0.02,0.02,0.01,0.05,6月1日,0.01,6月28日
049195日盛HM,900,20000,2,0.04,0.04,0.04,0.05,6月18日,0.04,6月29日
049197第一MN,2100,14000,5,0.15,0.15,0.1,0.17,6月11日,0.1,6月27日
049198兆豐HU,1135740,1330000,43,0.85,0.84,0.64,1.2,6月19日,0.57,6月29日
049199兆豐HV,192850,1503000,33,0.13,0.1,0.04,0.25,6月1日,0.04,6月28日
049200兆豐HW,111480,412000,25,0.27,0.37,0.35,0.55,6月25日,0.23,6月4日
049201兆豐HX,233680,459000,38,0.51,0.51,0.53,0.59,6月18日,0.34,6月4日
049202兆豐HY,3650,50000,4,0.07,0.08,0.06,0.09,6月18日,0.06,6月25日
