,40756 ,,,,,,,August 2011,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
1101  台泥,23212527331 ,561188143 ,164602 ,41.36,42.12,38.75,47.30,08/02,34.10,08/26,15.20
1102  亞泥,12445655974 ,315287589 ,94715 ,39.47,40.17,38.25,45.50,08/01,34.40,08/26,10.05
1103  嘉泥,661245591 ,38477960 ,11618 ,17.19,17.12,17.90,19.05,08/01,15.05,08/09,5.10
1104  環泥,212951605 ,13251403 ,5282 ,16.07,16.05,15.25,18.10,08/02,14.65,08/09,2.19
1108  幸福,91792037 ,13593369 ,5073 ,6.75,6.88,6.73,7.28,08/01,5.85,08/09,3.36
1109  信大,51493010 ,4793051 ,1147 ,10.74,10.67,10.45,11.80,08/02,10.15,08/22,1.14
1110  東泥,63786785 ,5566635 ,2106 ,11.46,11.49,11.15,12.80,08/01,10.50,08/22,0.97
02 食品工業類,,,,,,,,,,,
Foods,,,,,,,,,,,
1201  味全,6914451525 ,185982154 ,65678 ,37.18,36.56,35.10,40.90,08/02,31.20,08/09,36.75
1203  味王,707032250 ,28106843 ,11720 ,25.16,23.86,22.70,27.35,08/03,22.00,08/19,11.71
1210  大成,4248927181 ,122584824 ,40705 ,34.66,34.50,31.60,39.60,08/02,28.75,08/26,23.36
1213  大飲,233999220 ,8819158 ,5088 ,26.53,25.91,23.35,31.10,08/01,22.50,08/26,17.13
1215  卜蜂,302648140 ,18765951 ,7603 ,16.13,16.27,16.00,18.20,08/01,14.20,08/09,8.09
1216  統一,15990362163 ,370750178 ,120810 ,43.13,43.25,42.75,48.60,08/01,37.20,08/09,8.16
1217  愛之味,1566071333 ,124433575 ,34897 ,12.59,12.13,11.45,14.40,08/01,10.85,08/09,25.00
1218  泰山,2451327248 ,123474117 ,41306 ,19.85,19.24,18.15,23.35,08/02,16.55,08/26,35.99
1219  福壽,336552949 ,20526797 ,4787 ,16.40,15.97,16.70,17.55,08/02,14.55,08/09,7.02
1220  台榮,123914567 ,9963888 ,3458 ,12.44,12.21,11.70,14.15,08/02,10.90,08/09,5.63
1225  福懋油,339458291 ,23519898 ,6120 ,14.43,14.25,13.35,15.75,08/02,12.75,08/09,12.93
1227  佳格,14372075537 ,135486254 ,69559 ,106.08,105.31,103.50,141.50,08/01,86.50,08/09,29.22
1229  聯華,2357223547 ,113260197 ,37600 ,20.81,19.77,19.85,24.50,08/01,17.35,08/09,13.37
1231  聯華食,2315938062 ,53129636 ,25044 ,43.59,43.63,45.75,49.95,08/02,35.95,08/09,44.69
1232  大統益,202890416 ,3973709 ,2687 ,51.06,51.27,50.40,54.00,08/04,48.00,08/09,2.48
1233  天仁,133120485 ,2550669 ,1508 ,52.19,53.04,52.20,57.90,08/01,48.50,08/09,2.82
1234  黑松,2022400858 ,58328193 ,21667 ,34.67,34.45,33.60,38.85,08/03,29.00,08/09,10.89
1235  興泰,36993403 ,1488598 ,838 ,24.85,25.52,25.00,28.75,08/01,22.45,08/09,2.73
1236  宏亞,816020564 ,28556657 ,14511 ,28.58,27.67,24.85,31.90,08/12,23.55,08/26,28.99
1702  南僑,1402002963 ,44831491 ,20332 ,31.27,31.02,30.00,36.80,08/02,27.15,08/09,15.24
