,民國101年05月,,,,,,,May-12,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
050073群益2G,2077380,784000,67,2.65,2.46,2.1,3.43,5月3日,1.62,5月14日
050074群益2H,338790,684000,10,0.5,0.54,0.47,0.59,5月17日,0.47,5月24日
050075群益2I,12634820,16205000,556,0.78,0.96,0.64,1.72,5月4日,0.45,5月28日
050076大華AX,519550,727000,48,0.71,0.74,0.76,0.88,5月4日,0.54,5月28日
050077大華AY,223240,860000,65,0.26,0.23,0.23,0.43,5月30日,0.2,5月29日
050078大華AZ,96340,424000,21,0.23,0.18,0.08,0.26,5月2日,0.08,5月24日
050079大華BA,4850260,6185000,335,0.78,0.78,0.75,1.08,5月11日,0.55,5月28日
05007PMS凱基,117580,369000,15,0.32,0.46,0.29,0.6,5月16日,0.25,5月29日
050080大華BB,15700,115000,8,0.14,0.16,0.07,0.22,5月3日,0.07,5月23日
050081大華BC,1881610,2679000,369,0.7,0.66,0.54,1.05,5月15日,0.41,5月25日
050082日盛MV,3956020,18744000,348,0.21,0.18,0.15,0.33,5月4日,0.09,5月31日
050083日盛MW,1633660,5203000,75,0.31,0.34,0.45,0.47,5月31日,0.2,5月15日
050085國泰MB,24730,208000,12,0.12,0.15,0.06,0.24,5月4日,0.06,5月24日
050086凱基G9,205760,522000,26,0.39,0.4,0.26,0.57,5月4日,0.26,5月28日
050087凱基H1,1500,15000,2,0.1,0.1,0.1,0.1,5月29日,0.1,5月29日
050088第一NC,1189260,1378000,37,0.86,0.77,0.64,1.03,5月8日,0.5,5月24日
050090兆豐LR,901810,1916000,92,0.47,0.46,0.35,0.69,5月4日,0.29,5月25日
050091兆豐LS,136470,446000,21,0.31,0.34,0.33,0.46,5月9日,0.24,5月25日
050092兆豐LT,272490,1806000,29,0.15,0.16,0.16,0.18,5月3日,0.13,5月4日
050093兆豐LU,799710,970000,33,0.82,0.81,0.93,0.95,5月4日,0.66,5月16日
050094兆豐LV,9970,14000,7,0.71,0.71,0.7,0.74,5月16日,0.7,5月18日
050095兆豐LW,3459500,2591000,52,1.34,1.84,1.5,2.43,5月8日,1.07,5月23日
050096兆豐LX,575180,2580000,60,0.22,0.22,0.11,0.39,5月4日,0.11,5月31日
050097兆豐LY,35900,92000,15,0.39,0.38,0.39,0.49,5月11日,0.3,5月18日
050098兆豐LZ,97930,176000,7,0.56,0.59,0.5,0.7,5月10日,0.43,5月24日
050099兆豐MA,2182730,1827000,99,1.19,1.17,1.06,1.37,5月3日,0.91,5月25日
050100兆豐MB,5540,36000,4,0.15,0.14,0.08,0.24,5月2日,0.08,5月30日
050101兆豐MC,3229460,3313000,124,0.97,0.89,0.59,1.23,5月4日,0.51,5月22日
050102兆豐MD,578440,772000,308,0.75,0.79,0.76,1,5月4日,0.67,5月29日
050103兆豐ME,644330,529000,113,1.22,1.37,1.08,2.09,5月8日,0.83,5月28日
050104統一C3,1571440,1792000,83,0.88,1.04,0.85,1.56,5月8日,0.63,5月24日
050105統一C4,121580,360000,6,0.34,0.29,0.23,0.35,5月4日,0.23,5月29日
050106統一C7,404530,1264000,15,0.32,0.32,0.24,0.43,5月9日,0.23,5月30日
050107永豐94,296930,2702000,57,0.11,0.14,0.08,0.26,5月4日,0.07,5月31日
050108永豐96,1491840,18146000,222,0.08,0.09,0.07,0.17,5月4日,0.05,5月28日
050109永豐99,483010,1593000,59,0.3,0.32,0.24,0.48,5月3日,0.16,5月21日
050110大展J2,16530,54000,6,0.31,0.29,0.22,0.38,5月2日,0.22,5月14日
050114大展J6,13020,102000,27,0.13,0.15,0.17,0.23,5月4日,0.05,5月29日
050116康和DQ,512720,1100000,13,0.47,0.43,0.34,0.49,5月4日,0.34,5月16日
050117康和DR,109650,302000,18,0.36,0.37,0.36,0.6,5月10日,0.25,5月24日
050118康和DS,641340,931000,26,0.69,0.66,0.65,0.78,5月24日,0.53,5月21日
050119康和DT,23250,55000,8,0.42,0.43,0.4,0.52,5月3日,0.39,5月9日
050120康和DU,336640,1468000,38,0.23,0.23,0.23,0.44,5月4日,0.14,5月18日
050121康和DV,14000,55000,6,0.25,0.26,0.22,0.38,5月8日,0.18,5月29日
050122大華BD,374660,2389000,86,0.16,0.18,0.15,0.24,5月7日,0.1,5月28日
050123大華BE,1440,12000,2,0.12,0.12,0.12,0.12,5月23日,0.12,5月23日
050124大華BF,423210,992000,17,0.43,0.41,0.48,0.48,5月31日,0.35,5月18日
050125大華BG,3320,8000,5,0.42,0.4,0.33,0.55,5月2日,0.33,5月25日
050127大華BI,285900,2094000,38,0.14,0.2,0.31,0.38,5月30日,0.09,5月14日
050128大華BJ,5400,10000,2,0.54,0.54,0.49,0.59,5月4日,0.49,5月7日
050129大華BK,830540,2009000,57,0.41,0.41,0.27,0.6,5月2日,0.21,5月24日
050130大華BL,42450,345000,12,0.12,0.15,0.2,0.2,5月30日,0.07,5月24日
0501317C富邦,156260,270000,18,0.58,0.54,0.44,0.68,5月8日,0.44,5月30日
0501327D富邦,2585670,2381000,119,1.09,1.21,1.08,1.56,5月17日,0.97,5月31日
0501337E富邦,285730,948000,19,0.3,0.31,0.27,0.43,5月3日,0.26,5月24日
0501347F富邦,765350,668000,46,1.15,1.23,1.02,1.69,5月2日,0.74,5月28日
050135國泰MD,477700,1620000,35,0.29,0.28,0.2,0.45,5月2日,0.18,5月23日
050136國泰ME,3847270,5352000,407,0.72,0.73,0.75,0.87,5月30日,0.49,5月2日
050137國泰MF,5237530,8920000,237,0.59,0.54,0.51,0.72,5月3日,0.39,5月23日
050138工銀07,30100,170000,4,0.18,0.12,0.07,0.27,5月3日,0.07,5月29日
050139工銀08,4900,20000,2,0.24,0.24,0.26,0.26,5月3日,0.23,5月2日
050140工銀09,69890,359000,11,0.19,0.23,0.22,0.33,5月8日,0.16,5月16日
050141工銀10,2217300,7870000,155,0.28,0.27,0.22,0.41,5月3日,0.13,5月25日
050142工銀11,21500,20000,4,1.08,1.1,1.14,1.14,5月16日,1,5月15日
050144永昌AQ,14500,100000,6,0.14,0.15,0.15,0.15,5月22日,0.14,5月21日
050145永昌AR,9650,25000,4,0.39,0.38,0.38,0.39,5月9日,0.38,5月10日
050146永昌AS,11400,38000,1,0.3,0.3,0.3,0.3,5月4日,0.3,5月4日
050147永昌AT,407210,1528000,41,0.27,0.25,0.2,0.4,5月7日,0.16,5月25日
050148永昌AU,46750,495000,9,0.09,0.08,0.04,0.15,5月2日,0.04,5月21日
050149永昌AV,1700,10000,1,0.17,0.17,0.17,0.17,5月11日,0.17,5月11日
050150永昌AW,6800,20000,1,0.34,0.34,0.34,0.34,5月4日,0.34,5月4日
050151永昌AX,5850,16000,10,0.37,0.36,0.35,0.4,5月30日,0.31,5月18日
050152永昌AY,281740,655000,11,0.43,0.42,0.29,0.47,5月11日,0.29,5月23日
050153統一C8,141900,280000,10,0.51,0.5,0.25,0.63,5月4日,0.25,5月21日
050154統一D1,71280,396000,4,0.18,0.17,0.15,0.2,5月24日,0.15,5月25日
050156凱基H2,174530,433000,206,0.4,0.29,0.33,0.42,5月11日,0.19,5月25日
050157凱基H3,431550,600000,27,0.72,0.77,0.76,0.96,5月9日,0.53,5月2日
050158凱基H4,56370,97000,9,0.58,0.57,0.49,0.64,5月11日,0.49,5月24日
050159凱基H5,6606960,3759000,178,1.76,1.72,1.65,2.45,5月3日,1.11,5月14日
050160凱基H6,9747110,5102000,122,1.91,1.84,1.79,2.2,5月4日,1.45,5月21日
050161凱基H7,471750,1050000,255,0.45,0.42,0.33,0.59,5月4日,0.33,5月15日
050162凱基H9,1251890,7475000,141,0.17,0.14,0.1,0.25,5月4日,0.07,5月21日
050163凱基J1,1100,10000,1,0.11,0.11,0.11,0.11,5月30日,0.11,5月30日
050164凱基J2,525090,2136000,42,0.25,0.25,0.23,0.4,5月4日,0.18,5月28日
050165凱基J3,2252100,2283000,42,0.99,0.82,0.64,1.13,5月4日,0.56,5月21日
050166I4元大,285310,1239000,29,0.23,0.26,0.18,0.4,5月4日,0.13,5月25日
050167I5元大,4777980,2931000,169,1.63,1.73,1.74,2.48,5月2日,1.05,5月24日
050168I6元大,226500,500000,14,0.45,0.42,0.32,0.56,5月7日,0.32,5月23日
050169I7元大,1044420,2105000,73,0.5,0.53,0.45,0.75,5月4日,0.39,5月25日
050170國票EX,158660,702000,25,0.23,0.21,0.14,0.39,5月4日,0.13,5月23日
050171國票EY,113240,499000,16,0.23,0.23,0.16,0.36,5月4日,0.14,5月17日
050172國票EZ,177080,474000,27,0.37,0.36,0.44,0.44,5月30日,0.26,5月17日
050173國票FA,12420,28000,10,0.44,0.37,0.16,0.61,5月4日,0.16,5月28日
050174國票FB,20250,60000,5,0.34,0.32,0.36,0.37,5月15日,0.28,5月23日
050175國票FC,272870,260000,35,1.05,1,1.07,1.2,5月10日,0.8,5月7日
050178國票FF,380460,1734000,24,0.22,0.18,0.09,0.29,5月3日,0.09,5月29日
050179國票FG,251900,639000,24,0.39,0.31,0.27,0.46,5月4日,0.25,5月31日
050180日盛MZ,1314640,2990000,95,0.44,0.37,0.21,0.74,5月4日,0.2,5月25日
050181日盛NA,87900,120000,8,0.73,0.78,0.63,0.92,5月3日,0.63,5月30日
050182日盛NB,31000,90000,23,0.34,0.36,0.38,0.38,5月4日,0.32,5月2日
050183日盛NC,17500,50000,1,0.35,0.35,0.35,0.35,5月11日,0.35,5月11日
050184日盛ND,251080,356000,13,0.71,0.75,0.75,1,5月3日,0.62,5月23日
050185日盛NE,1848450,1286000,88,1.44,1.52,1.13,1.9,5月17日,1.13,5月30日
050186日盛NF,440990,2606000,240,0.17,0.2,0.12,0.39,5月4日,0.09,5月31日
050187群益2K,40200,60000,2,0.67,0.67,0.59,0.75,5月8日,0.59,5月18日
050188群益2L,186790,285000,23,0.66,0.6,0.37,0.88,5月2日,0.37,5月31日
050189群益2M,650410,3832000,85,0.17,0.17,0.14,0.31,5月4日,0.09,5月24日
050190群益2N,6850,15000,2,0.46,0.45,0.45,0.47,5月31日,0.45,5月31日
050191群益2P,1577250,1943000,62,0.81,1.02,0.67,1.62,5月4日,0.46,5月28日
050192群益2Q,93060,198000,2,0.47,0.47,0.47,0.47,5月2日,0.47,5月2日
050193群益2R,706500,826000,32,0.86,0.81,0.67,0.98,5月7日,0.67,5月17日
050194群益2S,10746410,7535000,419,1.43,1.39,0.94,2.28,5月4日,0.69,5月28日
050195群益2T,3995650,3287000,127,1.22,1.19,1.22,1.35,5月22日,0.89,5月28日
050196群益2U,338070,461000,47,0.73,0.6,0.36,1,5月4日,0.32,5月25日
050197群益2V,130690,611000,13,0.21,0.27,0.26,0.59,5月3日,0.17,5月18日
050198群益2W,2224490,2960000,32,0.75,0.75,0.58,0.86,5月4日,0.53,5月31日
050199群益2Y,1811640,4940000,67,0.37,0.37,0.31,0.56,5月7日,0.28,5月18日
050200群益2Z,56310,143000,5,0.39,0.33,0.22,0.5,5月3日,0.22,5月21日
050202群益3B,137690,406000,36,0.34,0.31,0.32,0.43,5月4日,0.17,5月23日
050203群益3C,4200,20000,1,0.21,0.21,0.21,0.21,5月31日,0.21,5月31日
050204群益3D,75630,313000,10,0.24,0.25,0.2,0.32,5月8日,0.2,5月31日
0502051A永豐,556310,2871000,65,0.19,0.2,0.18,0.25,5月4日,0.13,5月28日
0502061B永豐,1495060,3615000,100,0.41,0.45,0.43,0.69,5月7日,0.34,5月28日
0502071C永豐,878760,2169000,75,0.41,0.42,0.42,0.49,5月9日,0.29,5月2日
0502081D永豐,1387260,4750000,118,0.29,0.25,0.12,0.46,5月2日,0.08,5月28日
050210大眾6K,49740,319000,11,0.16,0.12,0.08,0.23,5月3日,0.06,5月25日
050212大眾8K,109450,555000,38,0.2,0.19,0.19,0.3,5月2日,0.12,5月28日
050213亞東MW,106240,1327000,33,0.08,0.1,0.04,0.27,5月2日,0.04,5月31日
050214亞東MX,21870,142000,11,0.15,0.19,0.13,0.3,5月2日,0.11,5月18日
050215亞東MY,167900,1531000,96,0.11,0.16,0.05,0.24,5月3日,0.05,5月23日
050217亞東NA,2333280,1449000,66,1.61,1.56,1.12,2.16,5月8日,0.94,5月25日
050218亞東NB,98690,1114000,25,0.09,0.08,0.08,0.15,5月4日,0.03,5月21日
050219亞東NC,97200,200000,10,0.49,0.43,0.33,0.6,5月4日,0.33,5月14日
050220國泰MH,1638500,2682000,95,0.61,0.63,0.51,0.78,5月2日,0.49,5月31日
050221I8元大,4199740,4231000,318,0.99,0.93,0.56,1.3,5月4日,0.5,5月28日
050222I9元大,2709530,5766000,90,0.47,0.44,0.28,0.76,5月2日,0.2,5月25日
050223J1元大,7662390,9841000,439,0.78,0.78,0.55,1.37,5月8日,0.37,5月28日
0502241E永豐,520,2000,1,0.26,0.26,0.26,0.26,5月17日,0.26,5月17日
0502251H永豐,119670,682000,19,0.18,0.21,0.13,0.32,5月3日,0.12,5月25日
0502261I永豐,69070,264000,11,0.26,0.29,0.27,0.36,5月4日,0.23,5月21日
0502271P永豐,78030,1144000,25,0.07,0.08,0.06,0.15,5月4日,0.04,5月28日
0502281Q永豐,460,2000,1,0.23,0.23,0.23,0.23,5月8日,0.23,5月8日
0502297G富邦,250010,761000,14,0.33,0.38,0.31,0.43,5月9日,0.27,5月31日
0502307J富邦,34200,148000,4,0.23,0.26,0.2,0.33,5月2日,0.19,5月30日
0502317K富邦,4620,21000,1,0.22,0.22,0.22,0.22,5月15日,0.22,5月15日
0502327L富邦,5097460,12487000,363,0.41,0.39,0.32,0.66,5月4日,0.2,5月21日
0502337N富邦,200120,628000,20,0.32,0.33,0.27,0.53,5月7日,0.23,5月28日
0502347P富邦,13750,50000,2,0.28,0.28,0.23,0.32,5月23日,0.23,5月25日
0502357Q富邦,667070,1432000,46,0.47,0.41,0.4,0.59,5月8日,0.24,5月21日
050236中信11,1142790,1399000,74,0.82,0.83,0.91,1.08,5月2日,0.63,5月16日
050237中信12,21000,35000,1,0.6,0.6,0.6,0.6,5月7日,0.6,5月7日
050238中信13,4178420,3607000,63,1.16,1.19,1.01,1.49,5月8日,0.88,5月24日
050239大華BN,5830,26000,4,0.22,0.24,0.22,0.26,5月21日,0.21,5月23日
050240大華BP,237960,463000,7,0.51,0.55,0.4,0.89,5月2日,0.34,5月18日
050241大華BQ,263900,2393000,50,0.11,0.12,0.07,0.21,5月4日,0.07,5月30日
050242大華BR,16416590,15595000,457,1.05,1.17,0.93,1.81,5月8日,0.67,5月23日
050243大華BS,1058000,1450000,40,0.73,0.84,0.45,1.18,5月3日,0.45,5月31日
050244凱基J4,26000,40000,2,0.65,0.65,0.66,0.66,5月3日,0.64,5月2日
050247凱基J7,1439000,1417000,56,1.02,1.02,0.9,1.45,5月7日,0.75,5月28日
0502487R富邦,1800,4000,1,0.45,0.45,0.45,0.45,5月31日,0.45,5月31日
0502497T富邦,94630,450000,40,0.21,0.27,0.21,0.46,5月4日,0.12,5月25日
050251日盛NJ,4274120,4815000,185,0.89,0.78,0.43,1.14,5月4日,0.4,5月28日
050253日盛NL,43500,69000,18,0.63,0.61,0.45,1.14,5月8日,0.38,5月25日
050254日盛NN,218210,376000,26,0.58,0.72,0.48,1.34,5月2日,0.26,5月25日
050255日盛NP,39000,325000,1,0.12,0.12,0.12,0.12,5月17日,0.12,5月17日
050256日盛NQ,116700,335000,14,0.35,0.33,0.47,0.47,5月30日,0.13,5月29日
050257日盛NR,3076130,2485000,120,1.24,1.2,1.2,1.36,5月15日,0.89,5月28日
050258日盛NS,62370,396000,29,0.16,0.17,0.11,0.24,5月9日,0.11,5月18日
050260國票FI,21650,105000,9,0.21,0.25,0.27,0.36,5月4日,0.16,5月15日
050261國票FJ,145590,337000,299,0.43,0.29,0.22,0.47,5月3日,0.19,5月28日
050262國票FK,28700,80000,5,0.36,0.36,0.35,0.39,5月21日,0.33,5月28日
050264國票FM,3800,15000,2,0.25,0.24,0.18,0.29,5月7日,0.18,5月30日
050265國票FN,520690,1245000,20,0.42,0.44,0.3,0.54,5月2日,0.3,5月31日
050266國票FP,47570,155000,13,0.31,0.26,0.18,0.33,5月8日,0.13,5月28日
050268國泰ML,2992500,6335000,125,0.47,0.44,0.55,0.58,5月31日,0.34,5月21日
0502691R永豐,947390,2840000,65,0.33,0.37,0.24,0.66,5月8日,0.17,5月28日
050270中信14,522850,582000,27,0.9,0.86,0.54,1.47,5月2日,0.48,5月24日
050271中信15,3447640,19305000,485,0.18,0.17,0.14,0.33,5月4日,0.1,5月22日
050272凱基J9,181830,906000,15,0.2,0.19,0.14,0.29,5月4日,0.12,5月24日
050273兆豐MF,8130,31000,2,0.26,0.3,0.26,0.33,5月2日,0.26,5月15日
050274兆豐MG,418130,667000,34,0.63,0.61,0.5,0.9,5月4日,0.4,5月24日
050275兆豐MH,41050,571000,35,0.07,0.07,0.03,0.14,5月2日,0.03,5月31日
050276兆豐MJ,1535250,3785000,104,0.41,0.41,0.38,0.5,5月2日,0.33,5月23日
050278兆豐ML,199990,199000,21,1,0.99,0.92,1.18,5月11日,0.76,5月28日
050279兆豐MM,6450,15000,1,0.43,0.43,0.43,0.43,5月3日,0.43,5月3日
050280K1元大,220350,500000,115,0.44,0.45,0.5,0.51,5月29日,0.36,5月21日
050281K2元大,27000,100000,10,0.27,0.27,0.21,0.36,5月7日,0.21,5月25日
050282K3元大,474020,1232000,27,0.38,0.4,0.36,0.55,5月3日,0.31,5月28日
050283K4元大,95130,218000,4,0.44,0.45,0.44,0.46,5月9日,0.42,5月9日
050285K6元大,862080,2664000,54,0.32,0.36,0.31,0.55,5月3日,0.23,5月21日
050286K7元大,2031880,4977000,170,0.41,0.37,0.29,0.54,5月8日,0.23,5月28日
050287K8元大,598370,721000,30,0.83,0.77,0.64,1.13,5月7日,0.58,5月24日
050288K9元大,10363070,14654000,269,0.71,0.71,0.58,1.01,5月4日,0.51,5月24日
050289L1元大,132460,637000,11,0.21,0.23,0.11,0.33,5月8日,0.11,5月21日
050290L2元大,31730020,29670000,830,1.07,0.99,0.84,1.36,5月8日,0.6,5月28日
050291L3元大,1058960,1348000,44,0.79,0.69,0.61,1,5月7日,0.38,5月28日
050292L4元大,47790,198000,16,0.24,0.23,0.18,0.35,5月4日,0.16,5月28日
050293L5元大,6547990,11945000,286,0.55,0.58,0.54,0.83,5月11日,0.38,5月25日
050296凱基K3,235040,482000,22,0.49,0.46,0.22,0.73,5月3日,0.22,5月31日
050297凱基K4,2084090,1457000,168,1.43,1.77,1.37,2.47,5月8日,1.1,5月28日
050298凱基K7,387830,504000,12,0.77,0.77,0.39,1.2,5月3日,0.39,5月25日
050300大眾1L,15500,20000,2,0.78,0.77,0.7,0.85,5月7日,0.7,5月11日
050302大眾3L,18650,50000,4,0.37,0.32,0.25,0.39,5月8日,0.25,5月29日
050303大眾4L,70000,200000,4,0.35,0.35,0.36,0.36,5月3日,0.34,5月2日
050306第一ND,10200,50000,4,0.2,0.16,0.09,0.24,5月10日,0.09,5月25日
050308大華BU,479220,429000,36,1.12,1.01,0.67,1.67,5月2日,0.64,5月31日
050309群益3F,48800,340000,16,0.14,0.21,0.06,0.46,5月4日,0.06,5月31日
050311群益3H,54880,135000,7,0.41,0.41,0.3,0.56,5月2日,0.3,5月29日
050312群益3J,1065460,2782000,35,0.38,0.34,0.22,0.42,5月4日,0.22,5月22日
050313群益3K,24400,70000,5,0.35,0.32,0.24,0.41,5月4日,0.2,5月18日
050314群益3L,2389300,2876000,71,0.83,0.86,0.53,1.43,5月8日,0.45,5月24日
050315群益3N,698780,620000,94,1.13,1.15,1.14,1.43,5月17日,0.78,5月28日
050316中信16,340010,112000,30,3.04,3.04,2.11,3.96,5月8日,1.98,5月24日
050317中信17,2479860,3177000,92,0.78,0.65,0.47,0.91,5月4日,0.46,5月21日
050318工銀13,136190,625000,8,0.22,0.26,0.2,0.37,5月4日,0.2,5月14日
050319工銀14,191880,404000,13,0.47,0.48,0.47,0.59,5月7日,0.41,5月2日
050320工銀15,316800,1782000,18,0.18,0.19,0.14,0.28,5月2日,0.1,5月22日
050322工銀17,487470,1172000,30,0.42,0.43,0.35,0.5,5月16日,0.32,5月31日
0503257Y富邦,171230,379000,14,0.45,0.44,0.52,0.52,5月31日,0.37,5月17日
050326統一D3,150800,250000,9,0.6,0.6,0.38,0.76,5月4日,0.38,5月15日
050327統一D4,7799930,5728000,188,1.36,1.3,0.75,2.16,5月3日,0.61,5月31日
050328統一D6,19980,84000,7,0.24,0.23,0.25,0.26,5月15日,0.2,5月18日
050329康和DW,671120,926000,293,0.72,0.67,0.38,0.82,5月9日,0.38,5月17日
050331康和DY,264240,427000,7,0.62,0.55,0.36,0.7,5月4日,0.36,5月17日
050332康和DZ,4300,20000,2,0.22,0.22,0.23,0.23,5月17日,0.2,5月16日
050334康和EB,15764970,12099000,411,1.3,1.32,1.36,1.59,5月7日,0.92,5月2日
050335中信18,55272030,66252000,2138,0.83,0.77,0.71,1.21,5月2日,0.52,5月21日
050336中信19,1281730,1948000,51,0.66,0.64,0.51,0.95,5月4日,0.37,5月25日
050337日盛NT,1160210,5702000,108,0.2,0.16,0.08,0.34,5月2日,0.06,5月25日
050338日盛NU,1612350,15014000,359,0.11,0.09,0.07,0.19,5月2日,0.05,5月31日
050339日盛NY,282880,4232000,58,0.07,0.08,0.07,0.12,5月29日,0.06,5月28日
050340日盛NZ,40850,103000,21,0.4,0.36,0.52,0.52,5月31日,0.27,5月28日
050341日盛XA,458860,595000,114,0.77,0.75,0.95,0.97,5月16日,0.59,5月7日
050342日盛XB,554110,539000,17,1.03,0.86,0.73,1.15,5月9日,0.71,5月18日
050343日盛XC,261600,292000,9,0.9,0.98,0.86,1.09,5月2日,0.85,5月17日
050344日盛XD,160150,500000,3,0.32,0.28,0.2,0.35,5月17日,0.2,5月28日
050345凱基K8,584510,1418000,31,0.41,0.43,0.3,0.63,5月2日,0.3,5月31日
050346凱基K9,2341390,16914000,298,0.14,0.12,0.1,0.2,5月2日,0.08,5月23日
050347國泰MM,1022540,3132000,70,0.33,0.26,0.12,0.38,5月8日,0.12,5月28日
050348國泰MQ,1850310,3775000,96,0.49,0.47,0.3,0.79,5月4日,0.23,5月22日
050349國泰MR,1917300,3166000,103,0.61,0.53,0.71,0.73,5月31日,0.27,5月17日
050350寶來G7,1672570,1828000,89,0.91,0.89,0.83,1.08,5月7日,0.67,5月28日
050351寶來G8,2914820,5212000,173,0.56,0.56,0.56,0.68,5月7日,0.4,5月28日
050352寶來H2,483390,1600000,65,0.3,0.36,0.22,0.55,5月4日,0.17,5月25日
050353寶來H3,142980,788000,30,0.18,0.21,0.18,0.43,5月2日,0.14,5月25日
050354寶來H5,5797800,9764000,451,0.59,0.66,0.8,1.32,5月30日,0.4,5月4日
050355寶來H6,1578790,1424000,36,1.11,0.93,1.02,1.2,5月29日,0.57,5月2日
050356寶來H7,2729390,5590000,237,0.49,0.54,0.69,0.82,5月25日,0.31,5月14日
050357寶來H9,9358670,26553000,602,0.35,0.34,0.33,0.52,5月4日,0.24,5月21日
050358寶來J1,2297500,8346000,200,0.28,0.27,0.26,0.4,5月3日,0.19,5月21日
050359寶來J2,5372480,20539000,933,0.26,0.25,0.24,0.5,5月2日,0.14,5月21日
050360寶來J4,1271020,5836000,143,0.22,0.23,0.19,0.35,5月2日,0.16,5月22日
050361寶來J5,526610,1978000,85,0.27,0.26,0.2,0.42,5月2日,0.17,5月22日
050362寶來J6,98260,312000,18,0.31,0.3,0.24,0.4,5月4日,0.2,5月22日
050363寶來J7,1128840,8081000,147,0.14,0.14,0.11,0.25,5月2日,0.09,5月28日
050364寶來J8,38540,212000,7,0.18,0.27,0.18,0.41,5月4日,0.16,5月22日
050365寶來J9,1418990,6679000,169,0.21,0.21,0.16,0.34,5月4日,0.13,5月18日
050366寶來K1,59200,535000,29,0.11,0.13,0.08,0.23,5月3日,0.07,5月22日
050367寶來K4,1388780,3357000,59,0.41,0.41,0.51,0.54,5月30日,0.35,5月28日
050368寶來K5,5055010,8648000,255,0.58,0.7,0.56,0.99,5月8日,0.45,5月28日
050369寶來K6,4582150,2900000,214,1.58,1.6,1.59,1.97,5月2日,1.25,5月28日
050370寶來K7,2230520,1445000,98,1.54,1.55,1.64,1.79,5月30日,1.28,5月16日
050371寶來K8,9459320,6649000,228,1.42,1.38,1.08,1.94,5月2日,0.93,5月24日
0503727Z富邦,126070,196000,11,0.64,0.91,0.57,1.38,5月2日,0.57,5月29日
0503738A富邦,90990,114000,11,0.8,0.74,0.5,0.93,5月3日,0.49,5月23日
0503748B富邦,276000,798000,28,0.35,0.27,0.23,0.52,5月2日,0.16,5月18日
0503758C富邦,78700,220000,10,0.36,0.36,0.34,0.4,5月4日,0.32,5月9日
0503761S永豐,1479450,4037000,54,0.37,0.26,0.17,0.48,5月4日,0.12,5月25日
0503771U永豐,3909350,6643000,323,0.59,0.54,0.29,0.79,5月4日,0.27,5月31日
0503781V永豐,7352360,16789000,474,0.44,0.46,0.28,0.81,5月3日,0.21,5月24日
0503791X永豐,2752480,7740000,207,0.36,0.36,0.33,0.54,5月11日,0.23,5月28日
0503801Y永豐,5641780,5879000,256,0.96,0.94,0.86,1.45,5月3日,0.59,5月14日
0503818D富邦,407120,723000,55,0.56,0.55,0.5,0.73,5月11日,0.39,5月23日
0503828E富邦,669700,961000,35,0.7,0.69,0.34,0.91,5月4日,0.34,5月23日
050383亞東ND,12050,30000,8,0.4,0.4,0.23,0.51,5月9日,0.23,5月30日
050384亞東NE,485940,672000,19,0.72,0.76,0.47,1.04,5月2日,0.47,5月21日
050385亞東NF,487480,1852000,40,0.26,0.23,0.08,0.41,5月4日,0.04,5月25日
050386亞東NG,267560,1214000,18,0.22,0.24,0.19,0.33,5月2日,0.17,5月23日
050387亞東NH,2300,20000,2,0.12,0.12,0.1,0.13,5月14日,0.1,5月22日
050388亞東NJ,135600,339000,335,0.4,0.4,0.4,0.4,5月2日,0.4,5月2日
050389亞東NK,256680,2948000,72,0.09,0.11,0.04,0.44,5月3日,0.03,5月31日
050390大華BW,1073360,3144000,66,0.34,0.29,0.27,0.46,5月4日,0.18,5月18日
050392大華BY,15250,100000,12,0.15,0.17,0.13,0.23,5月7日,0.1,5月28日
0503931Z永豐,209830,1075000,17,0.2,0.18,0.1,0.32,5月2日,0.07,5月28日
0503942A永豐,171860,432000,29,0.4,0.35,0.48,0.48,5月31日,0.19,5月15日
0503952B永豐,454790,2323000,43,0.2,0.2,0.12,0.37,5月2日,0.1,5月24日
0503962D永豐,17620,111000,5,0.16,0.23,0.15,0.34,5月2日,0.14,5月23日
0503972E永豐,52400,545000,10,0.1,0.1,0.06,0.19,5月3日,0.06,5月25日
050398群益3S,1012190,2103000,30,0.48,0.42,0.32,0.58,5月2日,0.28,5月16日
050401L6元大,1442050,2278000,60,0.63,0.62,0.69,0.75,5月30日,0.47,5月16日
050402L7元大,211020,405000,18,0.52,0.5,0.31,0.58,5月3日,0.31,5月24日
050403L8元大,807420,1524000,30,0.53,0.42,0.3,0.6,5月4日,0.3,5月31日
050404寶來K9,670630,1181000,30,0.57,0.51,0.53,0.63,5月17日,0.41,5月25日
050405寶來L2,553110,578000,50,0.96,0.97,0.78,1.23,5月8日,0.78,5月28日
050406寶來L3,225050,231000,43,0.97,1.08,0.92,1.39,5月8日,0.83,5月31日
