,41306,,,,,,,41306,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
056140工銀AN,1406000,1451000,49,0.97,0.85,0.76,1.14,41311,0.66,41324,
056141工銀AP,228250,398000,8,0.57,0.56,0.5,0.59,41330,0.5,41332,
056143國票MM,19620,61000,3,0.32,0.33,0.33,0.33,41311,0.32,41311,
056144國票MN,225810,383000,10,0.59,0.6,0.51,0.79,41325,0.51,41332,
056145國票MP,1328900,1216000,52,1.09,1.16,1.29,1.52,41326,0.8,41306,
056146統一HL,53440,226000,10,0.24,0.24,0.17,0.3,41311,0.17,41332,
056147統一HM,97050,285000,7,0.34,0.4,0.28,0.52,41310,0.28,41331,
056148統一HN,226370,296000,12,0.76,0.66,0.74,0.89,41325,0.49,41324,
056149國泰3E,62520,819000,24,0.08,0.08,0.06,0.11,41306,0.04,41332,
056150NI元大,266800,765000,26,0.35,0.34,0.37,0.43,41332,0.28,41306,
056151NJ元大,623720,298000,17,2.09,2.36,2.46,3.04,41324,1.91,41309,
056152NK元大,1068100,413000,39,2.59,2.62,2.46,2.84,41325,2.25,41306,
056153NL元大,2342160,6643000,198,0.35,0.33,0.3,0.43,41330,0.27,41324,
05615425元富,5480160,11445000,197,0.48,0.47,0.43,0.61,41309,0.34,41327,
05615527元富,957350,1986000,69,0.48,0.47,0.46,0.54,41332,0.42,41324,
056158K8凱基,1993470,3606000,59,0.55,0.55,0.55,0.67,41330,0.42,41306,
056159永豐88,278740,971000,32,0.29,0.29,0.24,0.36,41309,0.23,41328,
056160永豐89,3990,85000,13,0.05,0.05,0.03,0.07,41310,0.03,41328,
056161永豐90,460900,3979000,70,0.12,0.11,0.08,0.17,41306,0.07,41332,
056162永豐91,145670,51000,7,2.86,2.87,2.79,2.95,41309,2.78,41310,
056163永豐92,73340,57000,4,1.29,1.3,1.44,1.44,41311,1.2,41309,
056164永豐93,400,10000,1,0.04,0.04,0.04,0.04,41310,0.04,41310,
056165永豐94,586180,3241000,69,0.18,0.14,0.12,0.28,41309,0.1,41325,
056166永豐95,8050,155000,3,0.05,0.06,0.05,0.07,41306,0.05,41327,
056167永豐96,615110,1822000,43,0.34,0.28,0.23,0.37,41306,0.2,41311,
056168永豐97,820,61000,5,0.01,0.02,0.02,0.02,41327,0.01,41323,
056169大華6T,4000,400000,5,0.01,0.01,0.01,0.01,41331,0.01,41331,
056170大華6U,23760,297000,3,0.08,0.08,0.08,0.08,41306,0.08,41306,
056171大華6V,1707760,1320000,29,1.29,1.21,1.22,1.44,41330,0.96,41309,
056172大華6W,2034950,2416000,100,0.84,0.75,0.68,1.19,41306,0.6,41330,
056174日盛F6,1854700,1225000,98,1.51,1.53,1.24,1.91,41309,1.24,41332,
056175日盛F7,1245640,1184000,109,1.05,0.94,0.81,1.34,41309,0.77,41326,
056176日盛F8,33580,208000,4,0.16,0.18,0.16,0.19,41326,0.16,41330,
056177日盛F9,991270,1934000,43,0.51,0.52,0.52,0.65,41328,0.43,41323,
056178日盛G1,290530,352000,22,0.83,0.73,0.53,1.91,41323,0.53,41331,
056180亞東B9,9460740,8795000,168,1.08,1.04,1.03,1.3,41328,0.56,41306,
056181亞東C1,131160,215000,10,0.61,0.58,0.6,0.72,41325,0.43,41309,
056182亞東C2,152980,152000,15,1.01,1.13,1.39,1.73,41330,0.44,41306,
056183亞東C4,62250,1528000,51,0.04,0.04,0.03,0.06,41310,0.02,41332,
056184中信N7,2920330,1921000,24,1.52,1.45,1.42,1.74,41330,1.26,41325,
056185中信N9,447970,561000,42,0.8,0.79,0.88,0.98,41328,0.65,41306,
056187國票MQ,67370,200000,3,0.34,0.4,0.34,0.52,41309,0.33,41325,
056188國票MR,96660,806000,24,0.12,0.15,0.1,0.23,41306,0.1,41332,
056190NU元大,1238330,3008000,73,0.41,0.22,0.03,0.51,41306,0.03,41332,
056191NV元大,970560,594000,48,1.63,1.63,1.37,1.88,41306,1.35,41332,
056192NW元大,8440890,3727000,280,2.26,2,1.25,2.87,41306,1.25,41332,
056193NX元大,7667900,1175000,88,6.53,6.31,7.3,7.8,41311,5.2,41309,
056194NY元大,15610790,3288000,217,4.75,4.72,5.05,5.8,41330,4.16,41324,
056195NZ元大,3024300,106000,5,28.53,29.05,28.5,31.6,41328,26.5,41332,
056196XA元大,6220190,7301000,205,0.85,0.81,0.66,1.2,41328,0.55,41310,
056197群益K1,4562380,2830000,69,1.61,1.6,1.67,1.83,41325,1.28,41311,
056198群益K2,1176400,1054000,24,1.12,1.3,1.15,1.76,41324,0.9,41330,
056199群益K3,1782160,2023000,87,0.88,0.79,0.53,1.19,41311,0.48,41332,
056201群益K5,8530,129000,3,0.07,0.06,0.04,0.08,41311,0.04,41323,
056202永豐98,51250,739000,13,0.07,0.07,0.05,0.1,41310,0.03,41327,
056203國泰3F,865500,2197000,93,0.39,0.38,0.39,0.51,41328,0.33,41323,
05620429元富,450870,1243000,24,0.36,0.4,0.25,0.63,41306,0.25,41331,
05620531元富,646130,1364000,39,0.47,0.44,0.35,0.68,41306,0.26,41330,
05620632元富,26380,650000,11,0.04,0.04,0.04,0.05,41328,0.03,41331,
056208大華6Y,500990,551000,25,0.91,0.92,0.87,1.22,41309,0.69,41327,
056209大華6Z,105000,140000,2,0.75,0.75,0.8,0.8,41311,0.7,41310,
056210日盛G4,243730,1825000,42,0.13,0.13,0.11,0.16,41330,0.11,41332,
056211日盛G5,1356460,958000,64,1.42,1.55,1.77,1.84,41326,1.28,41311,
056212日盛G6,3783050,4454000,183,0.85,0.83,0.94,1.13,41325,0.61,41306,
056213日盛G7,4310740,3860000,136,1.12,1.01,0.91,1.28,41330,0.83,41324,
056215L1凱基,5207500,3934000,303,1.32,1.26,1.13,2.36,41328,0.75,41310,
056216L3凱基,480870,1106000,31,0.43,0.43,0.47,0.49,41332,0.4,41328,
056217大眾2U,851340,1754000,74,0.49,0.45,0.43,0.69,41325,0.28,41309,
056220大眾5U,89100,297000,4,0.3,0.3,0.3,0.3,41330,0.3,41330,
056221中信AB,1485490,4156000,100,0.36,0.35,0.19,0.53,41306,0.19,41332,
056222中信AC,48700,345000,13,0.14,0.13,0.07,0.18,41309,0.07,41327,
056223工銀AR,60,1000,1,0.06,0.06,0.06,0.06,41306,0.06,41306,
056224A4富邦,654420,1625000,31,0.4,0.42,0.32,0.68,41309,0.3,41330,
056226A7富邦,4530,68000,3,0.07,0.09,0.06,0.15,41306,0.06,41330,
056227A8富邦,100,10000,1,0.01,0.01,0.01,0.01,41330,0.01,41330,
056228B1富邦,76240,325000,5,0.23,0.23,0.23,0.24,41309,0.23,41310,
056229第一5P,50150,123000,9,0.41,0.41,0.34,0.46,41325,0.34,41330,
056230第一5Q,753370,2002000,32,0.38,0.38,0.29,0.48,41311,0.29,41331,
056231第一5R,20580,176000,3,0.12,0.11,0.1,0.12,41328,0.1,41331,
056232第一5S,351160,115000,6,3.05,3.03,2.95,3.42,41311,2.95,41323,
056233第一5T,400090,2492000,42,0.16,0.15,0.11,0.2,41328,0.11,41332,
056234第一5U,9400,20000,1,0.47,0.47,0.47,0.47,41306,0.47,41306,
056235第一5V,27850,25000,2,1.11,1.12,1.11,1.13,41306,1.11,41309,
056237第一5X,257280,818000,12,0.31,0.33,0.31,0.38,41311,0.28,41324,
056239第一5Z,300,15000,1,0.02,0.02,0.02,0.02,41327,0.02,41327,
056240第一6A,490960,1443000,53,0.34,0.34,0.35,0.41,41306,0.26,41324,
056241第一6B,29900,80000,3,0.37,0.4,0.36,0.42,41327,0.36,41331,
056242統一HP,117160,332000,24,0.35,0.33,0.33,0.42,41328,0.3,41323,
056244統一HR,7060,12000,2,0.59,0.6,0.63,0.63,41327,0.58,41309,
056246統一HT,226350,1394000,32,0.16,0.14,0.1,0.23,41309,0.1,41332,
056247統一HU,87000,50000,1,1.74,1.74,1.74,1.74,41311,1.74,41311,
056250統一HY,306430,920000,19,0.33,0.31,0.26,0.38,41311,0.26,41326,
056251統一HZ,488860,526000,15,0.93,0.94,0.94,1.44,41306,0.77,41331,
056252統一JA,19400,40000,2,0.48,0.48,0.37,0.6,41325,0.37,41328,
056253統一JB,23100,160000,3,0.14,0.15,0.15,0.15,41323,0.14,41311,
056254統一JC,97510,168000,13,0.58,0.57,0.52,0.77,41311,0.42,41331,
056256統一JE,70200,39000,6,1.8,1.87,1.8,1.96,41326,1.47,41326,
056257XB元大,48290,155000,6,0.31,0.31,0.3,0.33,41309,0.29,41323,
056258XC元大,95610,784000,12,0.12,0.13,0.11,0.14,41309,0.11,41324,
056259XD元大,53300,360000,6,0.15,0.15,0.13,0.16,41310,0.13,41331,
056260XE元大,151890,988000,15,0.15,0.15,0.12,0.2,41323,0.12,41332,
056261XF元大,1554950,5347000,107,0.29,0.29,0.35,0.37,41332,0.25,41331,
056262XG元大,206920,159000,15,1.3,1.33,1.28,1.6,41306,1.1,41330,
056263XH元大,3192340,3067000,88,1.04,1.11,1.08,1.6,41306,0.85,41331,
056264XI元大,211230,1074000,26,0.2,0.2,0.17,0.25,41324,0.16,41311,
056265XJ元大,489110,1122000,29,0.44,0.43,0.43,0.51,41306,0.36,41327,
056266XK元大,213040,570000,16,0.37,0.42,0.36,0.49,41309,0.34,41327,
056267XL元大,520840,1246000,45,0.42,0.42,0.39,0.49,41311,0.36,41330,
056269XN元大,798720,1573000,32,0.51,0.5,0.51,0.66,41325,0.37,41306,
056270XP元大,2894060,3910000,78,0.74,0.74,0.73,0.82,41309,0.69,41331,
056271XQ元大,197890,963000,27,0.21,0.22,0.24,0.24,41332,0.18,41325,
056272XR元大,768950,1620000,49,0.47,0.45,0.39,0.54,41325,0.39,41332,
056273XS元大,1423290,3993000,59,0.36,0.28,0.12,0.74,41306,0.12,41331,
056274XT元大,5712430,1048000,93,5.45,5.38,5.45,6.05,41327,4.97,41323,
056275XU元大,2074070,1868000,86,1.11,1.25,0.98,1.63,41323,0.88,41332,
056276XV元大,10006610,4166000,227,2.4,2.39,2.57,3.01,41311,1.42,41326,
056277XW元大,184480,82000,8,2.25,2.28,2.45,2.45,41330,2.02,41326,
056278XX元大,129160,822000,14,0.16,0.19,0.15,0.22,41323,0.15,41328,
056279XY元大,31170,166000,5,0.19,0.2,0.15,0.25,41306,0.15,41331,
056280XZ元大,2408280,2427000,85,0.99,0.94,0.99,1.41,41328,0.74,41323,
056281YA元大,971260,2749000,64,0.35,0.33,0.31,0.42,41325,0.29,41327,
056282YB元大,81700,135000,6,0.61,0.59,0.48,0.68,41325,0.48,41332,
056283YC元大,169100,250000,17,0.68,0.64,0.45,0.87,41324,0.45,41327,
056284YD元大,70020,70000,9,1,1,0.9,1.11,41306,0.9,41325,
056285YE元大,2762950,4215000,136,0.66,0.65,0.63,0.76,41310,0.58,41331,
056286YF元大,49500,50000,1,0.99,0.99,0.99,0.99,41309,0.99,41309,
056287YG元大,154100,605000,10,0.25,0.24,0.23,0.27,41309,0.23,41325,
056288YH元大,219600,930000,13,0.24,0.24,0.19,0.29,41306,0.19,41325,
056289YI元大,3798000,475000,29,8,7.62,7.7,8.5,41327,6.9,41324,
056290YJ元大,42500,250000,4,0.17,0.17,0.17,0.17,41330,0.17,41330,
056291YK元大,148520,665000,29,0.22,0.21,0.17,0.44,41309,0.14,41327,
056292YQ元大,7920,396000,4,0.02,0.02,0.02,0.02,41325,0.02,41325,
056293國泰3G,61000,10000,1,6.1,6.1,6.1,6.1,41328,6.1,41328,
056294國泰3H,450,5000,1,0.09,0.09,0.09,0.09,41306,0.09,41306,
056295國泰3J,392950,317000,18,1.24,1.35,1.38,1.72,41328,1.16,41306,
056296國泰3K,650190,1433000,40,0.45,0.44,0.36,0.54,41306,0.35,41332,
056297國泰3L,767810,2835000,81,0.27,0.27,0.22,0.35,41306,0.21,41331,
056298國泰3M,5723800,6934000,115,0.83,0.9,0.84,1.1,41311,0.69,41331,
056299國泰3N,2021570,3616000,112,0.56,0.53,0.47,0.65,41311,0.43,41332,
056300國泰3P,947420,1298000,39,0.73,0.77,0.59,1.03,41306,0.56,41331,
056301國泰3Q,710610,1575000,44,0.45,0.43,0.38,0.54,41311,0.38,41331,
056303國泰3S,379220,178000,10,2.13,2.16,2.05,2.53,41311,1.81,41306,
056304國泰3T,44170,91000,12,0.49,0.48,0.5,0.58,41325,0.41,41324,
05630736元富,2980110,1654000,60,1.8,1.81,2.01,2.18,41330,1.59,41324,
05630838元富,12030,88000,10,0.14,0.15,0.1,0.21,41306,0.1,41331,
05630939元富,6418880,9749000,156,0.66,0.64,0.54,0.84,41311,0.51,41327,
05631040元富,3938840,12729000,250,0.31,0.31,0.35,0.4,41332,0.25,41331,
05631141元富,49700,140000,6,0.36,0.36,0.34,0.37,41306,0.34,41309,
05631242元富,1433240,599000,51,2.39,2.32,2.2,2.71,41311,2,41306,
05631343元富,24220,214000,5,0.11,0.13,0.08,0.23,41310,0.08,41332,
05631444元富,2400,20000,1,0.12,0.12,0.12,0.12,41310,0.12,41310,
05631747元富,483610,812000,12,0.6,0.58,0.55,0.61,41325,0.55,41328,
05631848元富,124060,94000,6,1.32,1.28,1.14,1.44,41324,1.14,41326,
05631949元富,173980,108000,7,1.61,1.65,1.87,2,41311,1.33,41306,
05632050元富,1202460,2611000,51,0.46,0.44,0.37,0.51,41311,0.37,41328,
05632252元富,11440,16000,2,0.72,0.72,0.61,0.82,41324,0.61,41325,
05632353元富,523020,1096000,24,0.48,0.47,0.41,0.55,41311,0.41,41332,
05632454元富,564790,302000,21,1.87,1.74,2.33,2.33,41328,1.36,41324,
05632555元富,22000,80000,2,0.28,0.28,0.25,0.3,41328,0.25,41330,
05632656元富,3960150,6254000,128,0.63,0.61,0.81,1.19,41328,0.36,41324,
05632757元富,4549240,3544000,113,1.28,1.3,1.43,1.66,41327,0.57,41306,
05632858元富,10550,27000,3,0.39,0.37,0.29,0.45,41311,0.29,41326,
056329中信AF,857800,402000,69,2.13,2.11,2.12,3.02,41328,1.6,41323,
056330中信AG,368780,652000,17,0.57,0.58,0.53,0.67,41306,0.51,41327,
056332中信AJ,1189630,2113000,65,0.56,0.52,0.41,0.66,41325,0.41,41332,
056333中信AK,1099940,2025000,33,0.54,0.49,0.36,0.63,41306,0.36,41330,
056334中信AL,53850,165000,5,0.33,0.35,0.27,0.41,41309,0.27,41331,
056335中信AM,1221140,2122000,68,0.58,0.54,0.48,0.7,41324,0.46,41332,
056337工銀AU,2960320,2184000,55,1.36,1.36,1.88,1.88,41328,1.05,41323,
056338工銀AV,41050,139000,6,0.3,0.31,0.3,0.34,41311,0.28,41306,
056339工銀AW,8120200,4628000,100,1.75,1.59,2.01,2.21,41327,0.97,41309,
056341工銀AY,3711550,5031000,108,0.74,0.58,0.65,1.03,41328,0.31,41327,
056343工銀BA,6650,180000,6,0.04,0.06,0.06,0.13,41310,0.02,41331,
056344工銀BB,325500,1371000,19,0.24,0.26,0.22,0.3,41306,0.22,41330,
056345工銀BC,840330,6961000,146,0.12,0.11,0.05,0.23,41309,0.05,41332,
056346工銀BD,2020850,2534000,49,0.8,0.82,0.79,1,41325,0.6,41309,
056347兆豐GD,17790,1487000,35,0.01,0.02,0.01,0.03,41309,0.01,41332,
056348兆豐GE,112590,686000,13,0.16,0.15,0.09,0.22,41309,0.08,41325,
056349兆豐GF,164290,3259000,98,0.05,0.04,0.02,0.1,41311,0.01,41331,
056350兆豐GG,886040,3876000,132,0.23,0.21,0.19,0.3,41328,0.11,41324,
056351兆豐GH,904160,7964000,227,0.11,0.11,0.1,0.18,41330,0.04,41310,
056352兆豐GJ,127750,2643000,122,0.05,0.05,0.02,0.11,41309,0.02,41328,
056353兆豐GK,6780,678000,11,0.01,0.01,0.01,0.01,41332,0.01,41332,
056354兆豐GN,12040,447000,15,0.03,0.03,0.03,0.03,41328,0.02,41323,
056355兆豐GP,81630,485000,19,0.17,0.16,0.12,0.35,41310,0.12,41332,
056356兆豐GQ,1749560,2582000,95,0.68,0.69,0.52,0.93,41306,0.51,41324,
056357兆豐GR,2650,55000,3,0.05,0.04,0.05,0.05,41331,0.04,41324,
056358兆豐GS,494330,4756000,125,0.1,0.08,0.04,0.23,41309,0.04,41331,
056359永豐99,160,1000,1,0.16,0.16,0.16,0.16,41332,0.16,41332,
056360永豐1A,90880,76000,8,1.2,1.22,1.25,1.31,41309,1.1,41326,
056361永豐1B,150,1000,1,0.15,0.15,0.15,0.15,41323,0.15,41323,
056362永豐1C,1500,50000,1,0.03,0.03,0.03,0.03,41309,0.03,41309,
056364永豐1E,100,2000,1,0.05,0.05,0.05,0.05,41326,0.05,41326,
056366永豐1G,112350,685000,9,0.16,0.17,0.13,0.23,41309,0.13,41327,
056367永豐1H,130,1000,1,0.13,0.13,0.13,0.13,41311,0.13,41311,
056368永豐1I,1509470,1618000,77,0.93,0.93,0.93,1.27,41328,0.71,41324,
056369永豐1J,293030,891000,27,0.33,0.32,0.39,0.39,41332,0.27,41331,
056370永豐1K,2173130,1987000,37,1.09,1.04,1.32,1.37,41328,0.77,41306,
056371永豐1L,10920,91000,3,0.12,0.12,0.12,0.12,41332,0.12,41332,
056372永豐1M,212490,913000,18,0.23,0.24,0.17,0.31,41309,0.17,41332,
056373永豐1N,75000,100000,2,0.75,0.75,0.75,0.75,41327,0.75,41327,
056374永豐1P,16856100,3277000,143,5.14,5.22,5.25,5.6,41328,4.99,41306,
056375永豐1Q,382110,343000,9,1.11,1.06,1.13,1.13,41332,1,41324,
056376永豐1R,77040,156000,4,0.49,0.43,0.31,0.55,41311,0.31,41332,
056377永豐1S,63220,179000,3,0.35,0.35,0.38,0.38,41311,0.32,41310,
056378永豐1T,237670,717000,11,0.33,0.32,0.29,0.37,41311,0.29,41323,
056379永豐1U,1184440,851000,40,1.39,1.52,1.3,1.79,41311,1.22,41306,
056380永豐1V,626670,2105000,40,0.3,0.27,0.2,0.4,41311,0.2,41330,
056381永豐1W,161420,162000,11,1,0.98,0.99,1.21,41325,0.8,41309,
056382永豐1X,2960,40000,5,0.07,0.09,0.04,0.16,41306,0.04,41332,
056383永豐1Y,277680,1470000,23,0.19,0.19,0.14,0.25,41309,0.14,41332,
056387永豐2C,9110,208000,3,0.04,0.04,0.02,0.06,41311,0.02,41326,
056388永豐2D,131690,646000,18,0.2,0.21,0.17,0.27,41311,0.15,41327,
056389永豐2E,323860,814000,18,0.4,0.4,0.4,0.46,41306,0.34,41309,
056390永豐2F,142900,786000,15,0.18,0.19,0.14,0.26,41311,0.14,41332,
056391永豐2G,207910,819000,27,0.25,0.23,0.17,0.32,41309,0.15,41331,
056392永豐2H,132400,200000,5,0.66,0.68,0.61,0.81,41326,0.61,41330,
056394永豐2J,2126160,5234000,126,0.41,0.29,0.4,0.65,41328,0.14,41327,
056395永豐2K,1324530,1200000,14,1.1,1.05,1.1,1.36,41311,0.71,41309,
056396永豐2L,44250,433000,8,0.1,0.1,0.07,0.15,41309,0.07,41327,
056397群益K9,4886080,3606000,91,1.35,1.3,1.25,1.6,41328,1.1,41311,
056398群益L1,316630,814000,18,0.39,0.34,0.25,0.46,41309,0.25,41331,
056399群益L2,749070,3860000,57,0.19,0.22,0.1,0.3,41306,0.1,41328,
056401群益L4,89800,671000,16,0.13,0.13,0.05,0.41,41309,0.05,41332,
056402群益L5,780,2000,1,0.39,0.39,0.39,0.39,41323,0.39,41323,
056403群益L6,260480,1798000,24,0.14,0.16,0.1,0.27,41306,0.1,41332,
056404群益L7,924120,1938000,65,0.48,0.49,0.4,0.59,41306,0.4,41332,
056405群益L8,213000,20000,2,10.65,10.4,10.9,10.9,41328,9.9,41309,
056406群益L9,1816300,261000,10,6.96,6.83,6.75,7.3,41327,5.95,41309,
056408大華7B,2606210,1889000,75,1.38,1.31,1.28,1.8,41311,1.07,41326,
056410大華7D,1270730,2917000,100,0.44,0.37,0.29,0.54,41311,0.28,41332,
056411大華7E,285830,1099000,16,0.26,0.27,0.27,0.34,41306,0.22,41327,
056412大華7F,205380,221000,7,0.93,0.9,0.73,1.02,41306,0.73,41325,
056413大華7G,60,1000,1,0.06,0.06,0.06,0.06,41332,0.06,41332,
056414大華7H,931590,1147000,34,0.81,0.83,0.76,1.15,41306,0.56,41331,
056415大華7I,10920,363000,5,0.03,0.04,0.04,0.04,41328,0.03,41326,
056416大華7J,4948170,8663000,125,0.57,0.55,0.47,0.71,41325,0.45,41310,
056417大華7K,6500,100000,2,0.06,0.06,0.06,0.07,41324,0.06,41324,
056418大華7L,74920,90000,9,0.83,0.8,1.03,1.03,41328,0.57,41309,
056420日盛G8,1600,60000,3,0.03,0.02,0.01,0.03,41326,0.01,41332,
056421日盛G9,728240,937000,42,0.78,0.61,0.71,0.98,41328,0.29,41323,
056422日盛H1,5500280,3578000,155,1.54,1.74,1.94,2.14,41326,0.92,41309,
056424日盛H3,8983600,1970000,173,4.56,4.5,4.38,5.05,41328,4.37,41332,
056425日盛H4,29600,40000,5,0.74,0.74,0.54,0.92,41311,0.54,41331,
056426日盛H5,20780,86000,7,0.24,0.24,0.24,0.29,41306,0.22,41326,
056427日盛H6,3800,40000,2,0.1,0.1,0.08,0.11,41325,0.08,41327,
056428日盛H7,12800,100000,4,0.13,0.12,0.08,0.15,41306,0.08,41324,
056429日盛H8,150,5000,1,0.03,0.03,0.03,0.03,41332,0.03,41332,
056430日盛H9,389500,660000,14,0.59,0.57,0.41,0.74,41309,0.41,41332,
056432日盛J2,2847140,1213000,30,2.35,2.27,2.2,2.58,41323,1.94,41306,
056433日盛J3,103540,159000,5,0.65,0.6,0.51,0.71,41309,0.51,41328,
056434日盛J4,1051750,2195000,53,0.48,0.47,0.38,0.56,41311,0.38,41330,
056435日盛J5,2848310,2156000,72,1.32,1.23,1.23,1.78,41328,0.94,41324,
056436日盛J6,283310,625000,23,0.45,0.47,0.33,0.72,41324,0.31,41328,
056438日盛J8,14880,248000,3,0.06,0.06,0.06,0.06,41332,0.06,41332,
056439日盛J9,662320,862000,20,0.77,0.83,0.85,0.85,41328,0.66,41326,
056440日盛K1,131000,65000,4,2.02,1.8,2.04,2.08,41311,1.67,41306,
056442日盛K3,51120,93000,3,0.55,0.51,0.4,0.56,41311,0.4,41325,
056443B3富邦,7100,20000,2,0.36,0.36,0.35,0.36,41323,0.35,41325,
056444B4富邦,2761220,1892000,71,1.46,1.47,1.66,1.89,41328,1.03,41306,
056445B5富邦,8612220,5790000,125,1.49,1.74,1.93,2.21,41323,0.84,41306,
056446B6富邦,67700,95000,6,0.71,0.74,0.64,0.94,41309,0.62,41330,
056447B7富邦,500540,288000,22,1.74,1.88,1.97,2.25,41325,1.46,41309,
056448B8富邦,1154600,1622000,38,0.71,0.72,0.68,0.84,41326,0.6,41323,
056450C1富邦,1116540,1363000,53,0.82,0.89,0.98,1.23,41328,0.68,41324,
056451C2富邦,579660,587000,38,0.99,0.98,1.07,1.24,41328,0.8,41324,
056452C3富邦,631400,890000,22,0.71,0.66,0.92,1.28,41328,0.42,41324,
056453C4富邦,171710,445000,27,0.39,0.38,0.27,0.44,41311,0.27,41332,
056454C5富邦,238940,444000,13,0.54,0.55,0.47,0.69,41309,0.47,41332,
056455C6富邦,258650,240000,15,1.08,0.96,1.1,1.11,41311,0.8,41306,
056456C7富邦,4200,200000,3,0.02,0.02,0.03,0.03,41327,0.02,41324,
056457C8富邦,57470,644000,8,0.09,0.08,0.06,0.11,41306,0.06,41310,
056458C9富邦,340480,234000,7,1.46,1.4,1.48,1.48,41332,1.33,41306,
056459D1富邦,316970,350000,12,0.91,0.9,1.01,1.01,41311,0.8,41306,
056460D2富邦,5268570,2891000,82,1.82,2,2.1,2.5,41311,1.54,41306,
056462D4富邦,679690,1273000,29,0.53,0.53,0.45,0.58,41309,0.45,41326,
056463D5富邦,143820,548000,23,0.26,0.29,0.24,0.33,41328,0.23,41332,
056465D7富邦,493820,1016000,24,0.49,0.54,0.46,0.62,41311,0.46,41332,
056466D8富邦,663540,282000,4,2.35,2.35,2.36,2.57,41311,2.13,41324,
056467D9富邦,673410,436000,9,1.54,1.75,1.54,2.16,41306,1.45,41326,
056468E1富邦,9250,100000,3,0.09,0.09,0.09,0.1,41328,0.08,41330,
056469E2富邦,4602200,7839000,143,0.59,0.57,0.51,0.67,41310,0.48,41327,
056470E3富邦,450460,836000,39,0.54,0.56,0.5,0.63,41311,0.49,41327,
056473L6凱基,715050,1128000,47,0.63,0.68,0.9,1.19,41328,0.36,41324,
056474L7凱基,1484420,1092000,24,1.36,1.33,1.28,1.66,41326,1.15,41306,
056475L8凱基,4686070,3829000,106,1.22,1.13,1.14,1.53,41326,0.98,41306,
056476L9凱基,53900,188000,6,0.29,0.24,0.19,0.3,41309,0.19,41327,
056478M2凱基,50460,50000,12,1.01,1.03,1.05,1.15,41323,0.89,41330,
056479M4凱基,455840,696000,19,0.65,0.65,0.56,0.82,41306,0.55,41332,
056480M5凱基,489330,886000,24,0.55,0.52,0.4,0.57,41311,0.4,41330,
056481M6凱基,301060,631000,11,0.48,0.46,0.43,0.52,41327,0.42,41324,
056483M9凱基,494200,838000,12,0.59,0.59,0.55,0.61,41325,0.53,41306,
056484N1凱基,4840,3000,2,1.61,1.65,1.76,1.76,41325,1.54,41324,
056485N2凱基,48150,35000,3,1.38,1.44,1.15,1.73,41306,1.15,41323,
056486N3凱基,426860,1224000,42,0.35,0.36,0.34,0.42,41311,0.32,41328,
056488N5凱基,243390,776000,152,0.31,0.34,0.37,0.52,41309,0.01,41310,
056489N6凱基,86130,198000,2,0.44,0.44,0.44,0.44,41310,0.43,41309,
056490N8凱基,66330,297000,3,0.22,0.24,0.2,0.27,41306,0.2,41311,
056491N9凱基,319230,685000,28,0.47,0.45,0.32,0.55,41310,0.32,41332,
056493YR元大,49290,2070000,44,0.02,0.02,0.01,0.04,41310,0.01,41332,
056494YS元大,105490,966000,21,0.11,0.13,0.06,0.19,41306,0.06,41332,
056495YT元大,213890,1217000,50,0.18,0.22,0.14,0.3,41306,0.14,41332,
056496YU元大,504690,199000,15,2.54,2.46,2.45,2.61,41325,2.3,41310,
056497YV元大,3202340,3259000,105,0.98,0.91,1.08,1.28,41328,0.66,41306,
056498YW元大,7846290,5464000,208,1.44,1.43,1.5,1.89,41326,1.22,41306,
056499YX元大,2611090,3764000,164,0.69,0.7,0.75,1.14,41325,0.49,41306,
056500YY元大,3611840,4581000,115,0.79,0.75,0.74,0.92,41326,0.6,41310,
056501YZ元大,5532430,4977000,85,1.11,1.11,1.12,1.27,41326,0.96,41309,
0565031C凱基,3800,95000,1,0.04,0.04,0.04,0.04,41327,0.04,41327,
0565041D凱基,7500,50000,1,0.15,0.15,0.15,0.15,41324,0.15,41324,
0565061F凱基,61620,161000,4,0.38,0.37,0.32,0.42,41306,0.32,41327,
0565071G凱基,14100,45000,6,0.31,0.31,0.28,0.34,41306,0.28,41311,
0565081H凱基,2547720,2048000,55,1.24,1.44,1.56,1.7,41326,0.86,41310,
0565091J凱基,866300,2051000,33,0.42,0.42,0.34,0.52,41306,0.34,41331,
0565101K凱基,2229190,1358000,34,1.64,1.67,1.75,1.99,41328,1.33,41325,
0565111L凱基,27860,14000,1,1.99,1.99,1.99,1.99,41328,1.99,41328,
056512永豐2M,13292550,40952000,1188,0.32,0.31,0.26,0.56,41306,0.18,41310,
056513群益M1,465790,240000,9,1.94,2.03,2.29,2.51,41311,1.69,41306,
