103年度股票交易量值統計表,,,,,
TRADING STATISTICS OF STOCKS FOR 2014,,,,,
證     券     名     稱,,成   交   值,成   交   量,收盤平均價,"成交量
週轉率"
Name   of    Company,,"Trading Amount
(NT$)","Trading Volume
(Shares)","Average
Closing Price","Volume
Turnover
Rate (%)"
5533,皇鼎建設,"1,768,445,195 ","91,198,690 ",19.50 ,36.38 
,FOUNDING,,,,
5534,長虹,"19,186,588,846 ","237,308,255 ",78.37 ,93.69 
,CHONG HONG,,,,
6177,達麗,"2,406,095,742 ","66,609,827 ",35.62 ,40.02 
,"DA-LI CO., LTD.",,,,
9946,三發,"2,935,994,728 ","122,479,361 ",23.68 ,59.91 
,SanFar,,,,
15,航運業類,,,,
,Shipping and Transportation,,,,
2208,台船公司,"2,724,164,572 ","152,059,431 ",17.76 ,20.45 
,CSBC,,,,
2603,長榮,"32,398,644,204 ","1,732,371,568 ",17.82 ,49.83 
,EMC,,,,
2605,新興,"4,136,773,378 ","153,854,584 ",26.76 ,27.09 
,SNC,,,,
2606,裕民,"9,722,314,952 ","196,662,471 ",49.24 ,22.92 
,U-Ming,,,,
2607,榮運,"8,657,404,994 ","437,611,005 ",19.09 ,41.01 
,EITC,,,,
2608,嘉里大榮,"4,597,427,945 ","112,848,181 ",39.77 ,23.34 
,Kerry TJ,,,,
2609,陽明,"28,238,316,890 ","2,017,699,152 ",13.12 ,71.59 
,YMTC,,,,
2610,華航,"33,779,171,742 ","2,832,663,105 ",10.82 ,54.47 
,CAL,,,,
2611,志信,"763,260,013 ","72,256,754 ",10.33 ,41.02 
,TSI,,,,
2612,中航,"1,872,690,953 ","51,784,471 ",35.66 ,20.18 
,CMT,,,,
2613,中櫃,"1,986,712,165 ","97,029,580 ",19.57 ,107.46 
,CCTC,,,,
2615,萬海,"23,408,911,532 ","1,140,884,944 ",18.23 ,51.44 
,WANHAI,,,,
2617,台航,"2,494,139,248 ","108,273,314 ",22.57 ,25.95 
,TAIWANLINE,,,,
2618,長榮航,"47,431,939,362 ","2,580,082,994 ",16.35 ,75.39 
,EVAAIR,,,,
2634,漢翔,"33,215,948,805 ","952,262,769 ",35.45 ,104.85 
,AIDC,,,,
2637,F-慧洋,"6,595,196,697 ","184,302,081 ",35.63 ,40.24 
,WISDOM,,,,
2642,宅配通,"8,857,358,205 ","167,478,096 ",52.11 ,175.44 
,Pelican,,,,
5607,遠雄港,"4,770,669,578 ","192,069,730 ",23.10 ,112.98 
,Farglory FTZ,,,,
5608,四維航,"1,731,914,099 ","86,900,591 ",20.02 ,21.54 
,S. W.,,,,
6702,復興航空,"4,760,815,216 ","392,100,450 ",11.83 ,77.98 
,TNA,,,,
16,觀光事業類,,,,
,Tourism,,,,
2701,萬企,"293,340,005 ","19,329,539 ",15.08 ,5.22 
,WANHWA,,,,
2702,華園,"250,003,619 ","13,778,131 ",17.65 ,15.65 
,HG,,,,
2704,國賓,"1,799,079,970 ","63,937,724 ",28.12 ,17.42 
,AMBH,,,,
2705,六福,"2,712,954,745 ","222,955,462 ",11.74 ,67.51 
,LEOFOO,,,,
2706,第一店,"1,172,757,425 ","58,280,767 ",19.75 ,15.48 
,First Hotel,,,,
2707,晶華酒店,"11,196,157,318 ","32,878,842 ",340.61 ,29.71 
,GFRT,,,,
2712,遠雄來,"572,068,489 ","25,762,980 ",21.99 ,24.54 
,FGH,,,,
2722,夏都,"310,639,190 ","7,212,423 ",41.71 ,8.14 
,Chateau,,,,
2723,F-美食,"15,598,068,029 ","70,789,537 ",219.19 ,50.16 
,Gourmet,,,,
2727,王品,"19,875,357,660 ","50,991,996 ",396.37 ,66.88 
,WOWPRIME,,,,
2731,雄獅旅遊,"4,273,923,287 ","37,963,127 ",106.07 ,54.24 
,Liontravel,,,,
5706,鳳凰旅遊,"2,042,335,314 ","40,334,963 ",49.10 ,66.07 
,PHX TOUR,,,,
8940,新天地,"510,494,570 ","22,240,233 ",21.52 ,32.96 
,New Palace,,,,
9943,好樂迪,"2,292,826,891 ","57,876,128 ",38.26 ,39.29 
,Holiday,,,,
17,金融保險類,,,,
,Finance and Insurance,,,,
2801,彰銀,"36,523,424,961 ","1,987,490,413 ",18.27 ,25.36 
,C.H.B,,,,
2809,京城銀,"25,802,190,515 ","856,559,557 ",30.50 ,71.30 
,KTB,,,,
2812,台中商銀,"11,265,704,803 ","1,070,929,206 ",10.48 ,39.60 
,TCCB,,,,
2816,旺旺保險,"4,335,043,782 ","169,476,634 ",23.91 ,83.73 
,UNION INS.,,,,
2820,華票,"4,641,244,806 ","404,443,557 ",11.43 ,30.10 
,CBF,,,,
2823,中國人壽,"68,779,072,001 ","2,470,765,193 ",27.57 ,86.94 
,CHINA LIFE,,,,
2832,台灣產物,"868,421,208 ","37,363,362 ",23.17 ,10.26 
,TFMI,,,,
2833,台灣人壽,"10,018,525,477 ","452,765,474 ",22.12 ,46.93 
,Taiwan Life,,,,
2833A,台壽甲,"19,421,744 ","525,803 ",36.96 ,0.90 
,TLI-PSA,,,,
2834,台灣企銀,"15,302,676,853 ","1,668,803,240 ",9.12 ,32.24 
,TBB,,,,
2836,高雄銀行,"1,172,314,030 ","124,752,436 ",9.39 ,17.10 
,B.O.K,,,,
2837,萬泰銀行,"1,691,576,132 ","111,834,092 ",15.08 ,7.33 
,CSMB,,,,
2838,聯邦銀行,"2,424,656,680 ","225,267,238 ",10.68 ,9.61 
,UBOT,,,,
2845,遠東商銀,"10,790,502,337 ","981,571,510 ",10.81 ,35.86 
,FEIB,,,,
2847,大眾商銀,"9,583,021,307 ","943,977,653 ",10.14 ,37.52 
,TC Bank,,,,
2849,安泰商銀,"2,326,036,502 ","165,360,712 ",13.97 ,11.00 
,ETB,,,,
2850,新光產險,"2,064,185,078 ","85,121,211 ",24.22 ,26.94 
,SK Insurance,,,,
2851,中再保,"880,717,052 ","55,052,479 ",15.85 ,9.78 
,C.R.C.,,,,
2852,第一保,"1,153,253,254 ","64,243,080 ",17.64 ,21.34 
,First Ins.,,,,
2855,統一證券,"2,992,962,564 ","177,521,882 ",16.74 ,13.43 
,PSC,,,,
2856,元富證券,"4,061,894,541 ","392,936,993 ",10.12 ,25.12 
,ML,,,,
2867,三商壽,"5,383,440,474 ","297,967,622 ",17.93 ,23.03 
,Mercuries Life,,,,
2880,華南金,"25,321,531,342 ","1,413,948,033 ",17.80 ,15.39 
,HNFHC,,,,
2881,富邦金,"185,254,769,911 ","4,085,939,252 ",45.35 ,39.92 
,Fubon Financial,,,,
2882,國泰金,"214,108,033,223 ","4,516,690,693 ",47.25 ,36.75 
,Cathay Holdings,,,,
2883,開發金,"77,081,563,314 ","8,155,552,846 ",9.39 ,53.91 
,CDIBH,,,,
2884,玉山金,"70,246,260,501 ","3,682,883,359 ",19.14 ,57.70 
,E.SUN FHC,,,,
2885,元大金,"79,496,443,654 ","5,026,960,159 ",15.75 ,50.41 
,Yuanta Group,,,,
2886,兆豐金,"120,931,057,426 ","4,912,511,975 ",24.60 ,39.46 
,MEGA FHC,,,,
2887,台新金,"76,171,891,790 ","5,225,077,197 ",14.52 ,62.11 
,TSFHC,,,,
2888,新光金,"50,485,073,961 ","5,257,538,297 ",9.51 ,55.83 
,SKFHC,,,,
2889,國票金,"4,838,284,272 ","530,401,644 ",9.21 ,19.92 
,Waterland Holdings,,,,
2890,永豐金控,"59,419,789,422 ","4,340,599,067 ",13.69 ,50.17 
,SINOPACHOLDINGS,,,,
2891,中信金,"146,929,237,962 ","7,258,996,565 ",20.14 ,48.89 
,Chinatrust Group,,,,
2892,第一金,"57,037,149,290 ","3,057,170,621 ",18.48 ,34.17 
,FFHC,,,,
5880,合庫金控,"28,441,424,435 ","1,712,746,361 ",16.50 ,19.44 
,TCFHC,,,,
6005,群益證,"10,091,099,263 ","915,005,741 ",10.77 ,38.64 
,CSC,,,,
18,貿易百貨類,,,,
,Trading and Consumers' Goods,,,,
2601,益航,"11,758,287,111 ","585,388,874 ",19.42 ,155.02 
,FSC,,,,
2614,東森,"23,184,699,688 ","1,679,717,993 ",12.42 ,241.34 
,EMIC,,,,
2901,欣欣大眾,"549,888,271 ","15,121,823 ",35.11 ,20.70 
,Shin Shin,,,,
2903,遠東百貨,"21,685,313,468 ","766,784,705 ",28.03 ,53.87 
,FEDS,,,,
2905,三 商 行,"3,411,010,457 ","173,723,653 ",19.55 ,25.50 
,Mercuries,,,,
2906,高林實業,"1,524,891,312 ","125,470,122 ",12.13 ,58.47 
,Collins,,,,
2908,特力,"6,228,116,428 ","299,294,220 ",21.19 ,57.66 
,Test Rite,,,,
2910,統領百貨,"202,488,489 ","5,480,265 ",35.65 ,2.62 
,TONLIN,,,,
2911,麗嬰房,"3,149,875,347 ","156,124,881 ",19.17 ,73.89 
,LES,,,,
2912,統一超商,"72,979,768,911 ","337,979,307 ",222.25 ,32.51 
,PCSC,,,,
2913,臺灣農林,"23,890,134,376 ","1,080,446,741 ",20.56 ,163.33 
,TTC,,,,
2915,潤泰全球,"46,334,199,182 ","649,344,619 ",70.75 ,68.98 
,RUENTEX IND. LTD,,,,
2929,F-淘帝,"20,017,523,954 ","126,181,773 ",158.84 ,225.35 
,TOPBI,,,,
5906,F-台南,"560,547,552 ","57,346,523 ",8.66 ,59.54 
,TAINAN CAYMAN,,,,
5907,F-大洋,"13,621,368,522 ","212,451,440 ",62.37 ,105.20 
,GORG,,,,
8429,F-金麗,"26,461,771,938 ","290,691,112 ",82.50 ,240.31 
,Jinli,,,,
8443,阿瘦,"1,254,330,809 ","27,658,670 ",38.16 ,41.41 
,ASO,,,,
8454,富邦媒,"8,438,401,230 ","27,151,587 ",323.95 ,19.11 
,momo,,,,
21,化學工業類,,,,
,Chemical,,,,
1316,上曜,"911,372,665 ","72,665,643 ",12.27 ,107.46 
,SUN YAD,,,,
1704,榮化,"18,403,650,615 ","878,315,532 ",24.72 ,102.96 
,LCYCIC,,,,
1708,東?,"13,770,661,560 ","361,782,537 ",35.99 ,211.47 
,Sesoda,,,,
1709,和益化工,"698,591,561 ","49,699,152 ",14.05 ,11.56 
,FUCC,,,,
1710,東聯化學,"10,245,075,620 ","374,831,495 ",28.19 ,42.31 
,OUCC,,,,
1711,永光化學,"38,306,370,834 ","1,270,991,864 ",28.73 ,264.90 
,EVERLIGHT,,,,
1712,興農,"8,797,492,395 ","501,239,179 ",17.17 ,149.91 
,Sinon,,,,
1713,國泰化工,"512,094,660 ","29,492,732 ",16.79 ,19.54 
,Cathay Chemical,,,,
1714,和桐化學,"7,913,100,594 ","605,988,151 ",12.54 ,65.54 
,HO TUNG,,,,
1717,長興,"10,277,996,278 ","322,811,619 ",31.15 ,32.25 
,ETERNAL,,,,
1718,中國人纖,"13,579,001,308 ","1,287,236,646 ",10.47 ,92.23 
,CMFC,,,,
1721,三晃,"1,181,266,778 ","103,443,514 ",10.64 ,140.40 
,Sunko Ink,,,,
1722,台灣肥料,"33,830,572,955 ","577,506,026 ",58.25 ,58.93 
,Taiwan Fertilizer,,,,
1723,中鋼碳素,"25,659,905,210 ","146,935,463 ",174.45 ,62.03 
,CSCC,,,,
1724,台硝,"1,070,821,015 ","62,125,454 ",16.41 ,48.61 
,T.N.C.,,,,
1725,元禎,"87,801,675 ","5,827,936 ",14.91 ,3.19 
,YJE,,,,
1726,永記造漆,"1,960,520,861 ","24,204,244 ",80.87 ,14.95 
,YCP,,,,
1727,中華化,"2,197,251,498 ","115,535,045 ",18.20 ,113.45 
,CHCIW,,,,
1730,花仙子,"2,120,272,582 ","75,160,153 ",27.62 ,140.55 
,FARCENT,,,,
1732,毛寶,"1,844,066,531 ","123,426,715 ",12.77 ,290.78 
,Mao Bao,,,,
1735,日勝化工,"173,569,732 ","13,965,434 ",12.06 ,13.63 
,EMC,,,,
1773,勝一化工,"1,587,637,304 ","31,064,193 ",49.86 ,22.16 
,SHINY,,,,
4722,國精化學,"2,119,101,898 ","82,971,632 ",24.30 ,94.01 
,QPC,,,,
4725,信昌化工,"6,517,038,497 ","237,045,044 ",26.87 ,81.18 
,TPCC,,,,
4733,上緯,"53,565,098,794 ","493,254,615 ",108.97 ,633.04 
,SWANCOR,,,,
4755,三福化,"905,215,157 ","29,265,962 ",28.65 ,33.23 
,SAN FU,,,,
22,生技醫療類,,,,
,Biotechnology & Medical Care,,,,
1701,中國化學,"4,996,456,575 ","220,973,583 ",22.08 ,74.14 
,CCPC,,,,
1707,葡萄王,"23,492,100,443 ","173,123,380 ",132.68 ,132.93 
,Grape King,,,,
1720,生達化學,"8,477,778,001 ","197,435,951 ",41.01 ,110.49 
,S.C.P.C,,,,
1729,必翔,"15,587,571,248 ","324,261,876 ",42.66 ,174.83 
,Pihsiang,,,,
1731,美吾華,"1,831,398,369 ","118,884,799 ",14.90 ,89.44 
,Maywufa,,,,
1733,五鼎,"3,674,975,422 ","60,998,961 ",59.85 ,61.92 
,ApexBio,,,,
1734,杏輝藥品,"25,529,971,244 ","501,231,597 ",48.06 ,330.16 
,SINPHAR,,,,
1736,喬山,"19,146,561,129 ","238,193,365 ",77.68 ,89.83 
,JHT,,,,
1762,中化合成,"2,531,794,692 ","57,380,088 ",42.03 ,73.98 
,CCSB,,,,
1783,和康生,"11,311,846,943 ","206,137,410 ",50.33 ,294.09 
,MBI,,,,
1786,科妍,"18,664,791,920 ","192,640,126 ",85.75 ,374.92 
,SVBI,,,,
1789,台灣神隆,"24,771,064,576 ","343,241,816 ",71.17 ,49.95 
,SPT,,,,
3164,景岳生技,"4,399,208,971 ","94,078,967 ",43.42 ,148.87 
,GenMont,,,,
3705,永信,"12,439,868,407 ","201,507,222 ",58.03 ,79.42 
,Y.S.H.,,,,
4104,佳醫,"7,922,828,318 ","132,621,108 ",56.64 ,117.14 
,EXCELSIOR,,,,
4106,雃博,"25,990,601,650 ","495,809,836 ",45.26 ,594.59 
,APEX,,,,
4108,懷特,"8,848,637,406 ","229,139,530 ",37.59 ,140.03 
,PhytoHealth,,,,
4119,旭富,"9,026,025,429 ","132,598,478 ",65.50 ,198.43 
,SCI,,,,
4133,亞諾法,"1,412,949,769 ","34,180,030 ",39.53 ,57.39 
,Abnova,,,,
4137,F-麗豐,"21,909,391,966 ","95,075,213 ",224.48 ,122.87 
,CHLITINA,,,,
4141,F-龍燈,"9,704,361,303 ","153,649,161 ",59.78 ,114.51 
,Rotam,,,,
4142,國光生技,"12,101,764,942 ","335,500,427 ",37.03 ,157.52 
,ADIM,,,,
4144,F-康聯,"9,224,036,511 ","115,600,043 ",75.73 ,148.49 
,Coland,,,,
4164,承業生醫,"15,921,724,051 ","208,805,703 ",72.86 ,160.58 
,CHC,,,,
4737,華廣,"3,017,151,163 ","41,392,753 ",62.04 ,92.48 
,BIONIME,,,,
4746,台耀化學,"15,081,569,958 ","206,331,730 ",68.96 ,244.89 
,FRMSL,,,,
23,油電燃氣類,,,,
,"Oil, Gas and Electricity",,,,
2616,山隆,"543,539,917 ","21,538,551 ",25.09 ,19.06 
,SLC,,,,
6505,台塑化,"50,989,118,307 ","682,386,051 ",73.99 ,7.16 
,FPCC,,,,
8926,台汽電,"5,821,297,087 ","265,693,127 ",21.30 ,45.09 
,TCC,,,,
9908,大台北瓦斯,"1,326,003,395 ","56,324,761 ",23.60 ,10.90 
,GTG,,,,
9918,欣天然,"166,287,985 ","4,896,852 ",33.67 ,2.74 
,S.S.N.G.,,,,
9926,新海瓦斯,"169,289,261 ","3,976,512 ",42.82 ,2.45 
,S.H.,,,,
9931,欣高,"154,222,016 ","3,811,188 ",40.38 ,3.88 
,Hsin Kao,,,,
9937,全國加油站,"4,302,726,635 ","129,440,227 ",31.60 ,41.89 
,NPC,,,,
24,半導體業類,,,,
,Semiconductor,,,,
1437,勤益,"4,213,668,485 ","196,596,085 ",21.00 ,96.49 
,GTM,,,,
2302,麗正,"1,979,727,000 ","272,357,532 ",6.78 ,169.78 
,Rectron,,,,
2303,聯電,"187,107,179,967 ","13,644,303,853 ",13.44 ,107.40 
,UMC,,,,
2311,日月光,"222,648,451,115 ","6,351,070,392 ",35.22 ,81.20 
,A. S. E.,,,,
2325,矽品,"162,665,867,621 ","3,691,009,428 ",43.33 ,118.43 
,Siliconware,,,,
2329,華泰,"24,205,363,507 ","2,217,654,457 ",10.36 ,275.12 
,OSE,,,,
2330,台積電,"1,102,966,313,562 ","9,054,507,965 ",122.53 ,34.91 
,TSMC,,,,
2337,旺宏,"30,141,020,606 ","4,105,923,454 ",7.01 ,116.60 
,MXIC,,,,
2338,光罩,"1,878,211,239 ","179,150,591 ",10.11 ,68.19 
,TMC,,,,
2342,茂矽,"5,805,968,858 ","713,253,460 ",7.20 ,191.60 
,MVI,,,,
2344,華邦電,"67,898,945,460 ","6,832,055,888 ",9.47 ,184.92 
,WEC,,,,
2351,順德,"7,474,925,903 ","172,688,314 ",41.85 ,95.82 
,SDI Corporation,,,,
2363,矽統,"6,840,081,353 ","700,416,882 ",9.22 ,114.17 
,SiS,,,,
2369,菱生,"19,667,185,787 ","1,081,113,322 ",17.29 ,284.43 
,LPI,,,,
2379,瑞昱,"110,192,488,396 ","1,140,159,188 ",96.90 ,225.80 
,RT,,,,
2401,凌陽,"16,179,984,982 ","1,273,169,187 ",12.29 ,214.49 
,Sunplus,,,,
2408,南亞科,"26,318,305,462 ","2,040,191,995 ",26.70 ,53.92 
,NTC,,,,
2434,統懋,"1,326,702,457 ","137,005,969 ",8.30 ,165.93 
,Mospec,,,,
2436,偉詮電,"48,185,460,576 ","1,498,923,146 ",31.54 ,677.00 
,Weltrend,,,,
2441,超豐,"17,459,242,170 ","468,506,993 ",36.72 ,82.37 
,GTK,,,,
2449,京元電,"47,193,909,453 ","1,884,834,505 ",25.01 ,158.07 
,KYEC,,,,
2451,創見,"15,684,943,316 ","155,635,921 ",99.71 ,36.13 
,Transcend,,,,
2454,聯發科,"756,013,726,318 ","1,618,162,320 ",467.41 ,104.43 
,MediaTek,,,,
2458,義隆,"92,393,261,243 ","1,716,057,961 ",52.01 ,393.74 
,Elan,,,,
2481,強茂,"9,892,422,430 ","649,972,892 ",14.52 ,171.86 
,Pan Jit,,,,
3006,晶豪科,"104,123,881,828 ","2,059,181,743 ",49.03 ,770.64 
,ESMT,,,,
3014,聯陽,"23,825,206,909 ","674,967,040 ",34.43 ,436.33 
,ITE,,,,
3016,嘉晶,"7,588,897,789 ","382,769,581 ",18.64 ,407.66 
,PRECISION,,,,
3034,聯詠,"146,075,483,732 ","996,007,623 ",149.02 ,163.69 
,NOVATEK,,,,
3035,智原,"53,599,698,783 ","1,352,382,580 ",38.27 ,329.95 
,Faraday,,,,
3041,揚智,"21,125,538,539 ","666,859,046 ",29.71 ,216.17 
,Ali,,,,
3054,萬國,"8,361,013,098 ","409,076,478 ",18.46 ,383.61 
,CARRY,,,,
3094,聯傑國際,"26,994,691,439 ","749,391,625 ",33.97 ,880.20 
,DAVICOM,,,,
3189,景碩,"91,606,577,566 ","784,210,743 ",115.54 ,175.84 
,KINSUS,,,,
3257,虹冠電,"28,665,434,374 ","308,380,958 ",89.90 ,577.75 
,CMC,,,,
3443,創意,"21,848,589,355 ","243,596,593 ",87.33 ,181.76 
,GUC,,,,
3474,華亞科,"704,286,357,021 ","16,234,045,056 ",40.34 ,323.14 
,Inotera,,,,
3519,綠能,"32,611,350,793 ","1,176,346,823 ",25.02 ,365.48 
,GET,,,,
3532,台勝科,"3,433,342,127 ","88,494,381 ",34.41 ,11.41 
,FST,,,,
3545,旭曜,"38,410,526,638 ","826,403,294 ",45.44 ,589.63 
,Orisetech,,,,
3559,全智科技,"5,411,598,981 ","284,601,911 ",18.46 ,240.83 
,GS,,,,
3579,尚志,"4,148,749,874 ","151,700,878 ",24.21 ,131.22 
,SCSC,,,,
3583,辛耘,"12,222,958,389 ","201,144,311 ",59.52 ,247.92 
,Scientech,,,,
3588,通嘉,"8,512,569,199 ","159,665,986 ",47.75 ,348.99 
,LD,,,,
3598,奕力科技,"30,699,968,381 ","446,686,574 ",66.15 ,620.95 
,ILITEK,,,,
3638,F-IML,"5,993,303,949 ","76,849,960 ",80.36 ,102.50 
,IML,,,,
3661,F-世芯,"8,948,446,248 ","84,019,180 ",106.66 ,134.50 
,Alchip,,,,
3686,達能科技,"23,681,988,364 ","1,543,714,924 ",13.70 ,441.29 
,Danen,,,,
3697,F-晨星,"7,440,567,102 ","22,511,976 ",332.95 ,4.23 
,MStar,,,,
4919,新唐科技,"11,304,111,786 ","358,787,576 ",30.14 ,172.86 
,NTC,,,,
4952,凌通科技,"18,545,872,972 ","468,135,584 ",37.43 ,430.22 
,Generalplus,,,,
5269,祥碩科技,"31,518,905,432 ","240,898,377 ",124.29 ,427.22 
,Asmedia,,,,
5280,F-敦泰,"52,261,851,887 ","222,645,721 ",224.76 ,398.52 
,FocalTech,,,,
5285,界霖,"2,161,371,061 ","50,220,471 ",44.86 ,73.84 
,Jih Lin,,,,
5305,敦南,"15,344,888,389 ","694,687,005 ",21.45 ,160.10 
,LSC,,,,
5471,松翰,"12,643,713,007 ","235,759,240 ",51.37 ,140.43 
,SONIX,,,,
6202,盛群,"36,312,307,160 ","613,299,991 ",57.15 ,271.42 
,HOLTEK,,,,
6239,力成,"73,629,943,643 ","1,465,983,290 ",50.40 ,188.15 
,PTI,,,,
6243,迅杰,"14,919,910,601 ","592,038,652 ",22.32 ,786.26 
,ENE,,,,
6257,矽格,"27,426,225,041 ","865,357,565 ",31.15 ,237.22 
,SIGURD,,,,
6271,同欣電子,"52,256,390,215 ","362,223,491 ",144.37 ,222.35 
,THEIL,,,,
6286,立錡科技,"49,728,695,794 ","295,070,856 ",166.09 ,198.49 
,Richtek,,,,
6415,矽力杰,"17,846,130,474 ","69,877,191 ",253.83 ,100.58 
,Silergy,,,,
8016,矽創,"30,430,819,024 ","487,122,888 ",63.13 ,408.87 
,Sitronix,,,,
8081,致新,"11,577,949,218 ","122,478,064 ",91.99 ,142.13 
,GMT,,,,
8110,華東科技,"10,451,830,506 ","786,204,118 ",13.15 ,157.03 
,WALTON,,,,
8131,福懋科技,"4,492,972,308 ","200,106,344 ",21.75 ,45.24 
,FATC,,,,
8150,南茂,"14,987,540,776 ","371,685,241 ",40.08 ,43.00 
,ChipMOS,,,,
8261,富鼎先進,"6,752,624,595 ","243,055,792 ",25.85 ,174.90 
,APEC,,,,
8271,宇瞻,"16,905,824,058 ","521,484,648 ",31.70 ,385.40 
,Apacer,,,,
25,電腦及週邊設備業類,,,,
,Computer and Peripheral Equipment,,,,
2301,光寶科,"61,170,443,880 ","1,380,276,467 ",45.23 ,59.14 
,LTC,,,,
2305,全友,"2,758,290,552 ","415,731,658 ",5.76 ,202.14 
,MII,,,,
2324,仁寶,"106,499,311,552 ","4,629,602,834 ",23.03 ,104.85 
,Compal,,,,
2331,精英,"26,287,347,835 ","1,203,271,162 ",22.38 ,170.94 
,Elitegroup,,,,
2352,佳世達,"75,161,545,806 ","5,736,474,393 ",12.15 ,291.69 
,Qisda,,,,
2353,宏碁,"95,805,242,927 ","4,461,241,884 ",20.65 ,159.04 
,ACER,,,,
2356,英業達,"85,946,522,017 ","3,404,484,359 ",25.49 ,94.90 
,Inventec,,,,
2357,華碩,"225,849,318,088 ","730,621,465 ",310.36 ,98.37 
,Asustek,,,,
2358,廷鑫,"6,479,239,688 ","370,677,817 ",15.01 ,570.27 
,TS,,,,
2362,藍天,"22,839,329,063 ","403,289,200 ",55.54 ,58.78 
,CLEVO,,,,
2365,昆盈,"6,369,135,455 ","455,056,529 ",12.82 ,155.52 
,KYE,,,,
2376,技嘉,"29,318,492,744 ","710,130,981 ",41.19 ,113.30 
,GIGABYTE,,,,
2377,微星,"59,693,879,325 ","1,598,959,604 ",36.66 ,189.27 
,MSI,,,,
2380,虹光,"3,742,556,804 ","347,573,454 ",9.97 ,157.83 
,Avision,,,,
2382,廣達,"150,449,225,683 ","1,906,750,629 ",79.31 ,49.39 
,QCI,,,,
2385,群光,"39,769,175,177 ","474,602,122 ",83.36 ,68.72 
,Chicony,,,,
2387,精元,"11,205,622,728 ","692,181,937 ",14.90 ,190.26 
,Sunrex,,,,
2395,研華,"63,410,320,391 ","293,656,993 ",215.06 ,49.08 
,Advantech,,,,
2397,友通,"4,221,652,971 ","109,354,875 ",36.92 ,95.21 
,DFI,,,,
2399,映泰,"3,494,799,078 ","263,063,469 ",12.52 ,147.70 
,Biostar,,,,
2405,浩鑫,"14,014,260,321 ","1,128,720,158 ",10.72 ,322.04 
,Shuttle,,,,
2417,圓剛,"1,372,276,251 ","106,044,989 ",12.39 ,52.51 
,AVerMedia,,,,
2424,隴華,"230,057,014 ","5,647,106 ",40.42 ,18.83 
,Lung Hwa,,,,
2425,承啟,"9,373,493,921 ","206,929,232 ",38.03 ,214.51 
,CHAINTECH,,,,
2442,新美齊,"953,574,240 ","102,878,034 ",9.08 ,58.67 
,Jean,,,,
2465,麗臺,"2,912,773,758 ","235,522,230 ",11.98 ,219.75 
,Leadtek,,,,
3002,歐格,"3,006,027,445 ","175,232,980 ",15.26 ,171.80 
,Ahoku,,,,
3005,神基,"15,749,133,910 ","949,755,474 ",16.26 ,163.18 
,MTC,,,,
3013,晟銘電,"22,570,061,435 ","646,750,287 ",32.77 ,355.53 
,UNEEC,,,,
3017,奇鋐,"25,652,721,025 ","1,126,476,716 ",22.15 ,318.83 
,AVC,,,,
3022,威強電,"64,100,931,360 ","1,182,541,736 ",52.90 ,379.26 
,IEI,,,,
3046,建碁,"565,516,932 ","77,541,093 ",6.62 ,50.42 
,AOpen,,,,
3057,喬鼎,"37,643,079,996 ","867,700,787 ",41.83 ,555.79 
,Promise.,,,,
3060,銘異,"76,017,300,258 ","467,925,230 ",166.41 ,268.60 
,MIN AIK,,,,
3231,緯創,"117,727,758,819 ","4,087,761,215 ",28.07 ,168.57 
,Wistron,,,,
3494,誠研,"12,374,412,927 ","521,122,534 ",20.84 ,297.45 
,HiTi,,,,
3515,華擎,"3,591,566,833 ","34,278,699 ",103.82 ,29.78 
,ASROCK,,,,
3706,神達,"30,078,529,657 ","1,107,458,279 ",25.64 ,145.60 
,MHC,,,,
4915,致伸,"112,488,029,344 ","2,904,841,828 ",37.03 ,669.35 
,Primax,,,,
4916,事欣科,"9,583,871,074 ","176,943,421 ",46.49 ,260.61 
,PEC,,,,
4938,和碩,"174,121,137,972 ","3,108,746,215 ",54.43 ,133.54 
,Pegatron,,,,
5215,F-科嘉,"6,785,061,496 ","154,433,369 ",34.84 ,284.21 
,KO JA,,,,
5264,F-鎧勝,"129,980,162,468 ","741,097,478 ",175.11 ,218.17 
,Casetek,,,,
6117,迎廣,"2,110,799,223 ","97,451,354 ",18.51 ,109.92 
,IN WIN,,,,
6128,上福,"1,126,393,396 ","32,153,322 ",34.68 ,35.28 
,GPI,,,,
6166,凌華,"26,744,501,809 ","372,303,325 ",66.72 ,215.26 
,ADLINK,,,,
6206,飛捷,"33,810,588,621 ","281,104,537 ",118.83 ,228.47 
,FLYTECH,,,,
6230,超眾,"42,387,971,225 ","434,407,463 ",93.16 ,503.11 
,CCI,,,,
6235,華孚科技,"333,857,021 ","45,666,983 ",7.06 ,32.27 
,Waffer,,,,
6277,宏正,"8,009,773,878 ","87,982,785 ",87.19 ,73.66 
,ATEN,,,,
6414,樺漢,"20,835,633,600 ","102,843,604 ",200.64 ,153.88 
,ENNOCONN,,,,
8114,振樺電子,"18,812,026,571 ","115,534,556 ",160.96 ,177.35 
,POSIFLEX,,,,
8163,達方電子,"11,414,424,176 ","526,658,147 ",20.16 ,165.15 
,DARFON,,,,
8210,勤誠興業,"21,772,141,367 ","403,945,145 ",49.56 ,336.25 
,CHENBRO,,,,
9912,偉聯科技,"634,725,489 ","38,462,479 ",15.75 ,75.56 
,AIC,,,,
26,光電業類,,,,
,Optoelectronic,,,,
