,40391 ,,,,,,,August 2010,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
1101  台泥,11776007241 ,395535820 ,104085 ,29.77,29.66,29.45,31.10,08/10,28.50,08/20,12.01
1102  亞泥,5165857883 ,162222468 ,47977 ,31.84,31.79,28.80,33.90,08/10,28.70,08/26,5.27
1103  嘉泥,968146589 ,59951759 ,14700 ,16.15,15.45,15.10,17.55,08/24,14.60,08/12,8.19
1104  環泥,523979184 ,32372052 ,9652 ,16.19,15.76,16.00,17.75,08/23,14.70,08/12,5.36
1108  幸福,91997678 ,11659628 ,3508 ,7.89,7.86,7.57,8.15,08/10,7.52,08/31,2.88
1109  信大,54822773 ,5492040 ,1485 ,9.98,9.94,9.61,10.40,08/24,9.61,08/31,1.30
1110  東泥,313841922 ,25324630 ,4921 ,12.39,12.30,11.85,13.00,08/23,11.75,08/26,4.43
02 食品工業類,,,,,,,,,,,
Foods,,,,,,,,,,,
1201  味全,7197549798 ,190983439 ,66998 ,37.69,37.20,32.70,40.25,08/09,32.10,08/31,37.74
1203  味王,504366130 ,18675007 ,7822 ,27.01,26.54,25.20,28.45,08/18,25.00,08/31,8.50
1210  大成,3869270274 ,119810350 ,39231 ,32.29,31.49,28.95,35.20,08/09,28.70,08/27,24.22
1213  大飲,1503887452 ,49590426 ,22702 ,30.33,28.98,23.20,34.35,08/05,23.20,08/31,96.34
1215  卜蜂,2673677385 ,134503305 ,39784 ,19.88,19.33,17.20,21.30,08/09,17.05,08/31,57.97
1216  統一,9780333920 ,261490245 ,79896 ,37.40,37.47,37.05,39.75,08/10,34.50,08/12,6.10
1217  愛之味,5564890269 ,395543417 ,91254 ,14.07,13.65,12.20,15.00,08/23,12.15,08/31,88.35
1218  泰山,4685866648 ,246826477 ,66146 ,18.98,18.56,15.75,20.50,08/19,15.75,08/31,74.11
1219  福壽,927496500 ,63619030 ,18832 ,14.58,14.16,12.30,15.45,08/06,12.25,08/31,22.41
1220  台榮,1127283603 ,77925062 ,24479 ,14.47,14.10,12.35,16.00,08/04,12.35,08/31,44.01
1225  福懋油,1538402414 ,93252913 ,26335 ,16.50,15.91,13.85,17.95,08/09,13.75,08/31,55.11
1227  佳格,3836541783 ,46442828 ,25552 ,82.61,82.35,75.80,89.20,08/09,74.50,08/31,12.52
1229  聯華,5622673286 ,267111860 ,63157 ,21.05,20.78,19.25,22.60,08/06,18.40,08/26,32.79
1231  聯華食,2558030956 ,89628748 ,32749 ,28.54,27.75,23.80,31.25,08/09,22.90,08/31,77.66
1232  大統益,289192734 ,7192377 ,3712 ,40.21,40.07,39.55,41.85,08/05,38.90,08/02,4.50
1233  天仁,647122293 ,11867227 ,5109 ,54.53,54.08,52.00,57.30,08/16,50.50,08/26,13.10
1234  黑松,2159216592 ,85308476 ,26176 ,25.31,24.80,22.70,26.35,08/19,22.60,08/31,15.92
1235  興泰,938031816 ,13578142 ,6874 ,69.08,65.90,67.80,91.10,08/25,42.85,08/02,25.65
1236  宏亞,524953280 ,18115776 ,8559 ,28.98,28.13,22.60,33.95,08/10,22.45,08/31,19.68
1702  南僑,3906646298 ,101140776 ,46239 ,38.63,37.93,33.35,41.30,08/10,33.25,08/31,34.39
03 塑膠工業類,,,,,,,,,,,
Plastics,,,,,,,,,,,
1301  台塑,12618810103 ,182814157 ,51187 ,69.03,69.74,71.00,71.20,08/24,66.50,08/02,2.99
1303  南亞,14823462649 ,249420008 ,50338 ,59.43,60.04,61.80,62.00,08/31,56.10,08/02,3.18
1304  台聚,3075580059 ,143367936 ,37890 ,21.45,21.11,19.95,23.75,08/10,19.20,08/12,16.59
1305  華夏,1093367130 ,92681667 ,21361 ,11.80,11.54,10.90,12.60,08/10,10.75,08/31,21.82
1307  三芳,919715089 ,25065092 ,7223 ,36.69,36.21,35.90,40.40,08/26,33.30,08/02,8.03
1308  亞聚,2285492379 ,81098633 ,24606 ,28.18,27.63,27.35,31.30,08/10,24.30,08/12,25.90
1309  台達化,954452627 ,73675271 ,16760 ,12.95,12.65,11.15,13.80,08/09,11.15,08/31,26.44
1310  台苯,1309222430 ,91580956 ,22858 ,14.30,14.03,13.20,15.05,08/10,13.10,08/31,15.78
1312  國喬,4371758427 ,291664707 ,53032 ,14.99,14.67,14.25,16.00,08/13,13.60,08/26,32.17
1312A 國喬特,28246650 ,1549000 ,649 ,18.24,18.21,17.70,19.20,08/10,17.55,08/31,7.74
1313  聯成,4093641719 ,208292020 ,36952 ,19.65,19.65,18.85,20.65,08/24,18.50,08/05,20.23
1314  中石化,8640254550 ,446671153 ,78583 ,19.34,19.17,18.90,21.25,08/24,17.30,08/02,24.88
1315  達新,72691868 ,3149631 ,1530 ,23.08,22.87,22.15,24.00,08/24,21.90,08/02,1.43
1316  上曜,66412677 ,5504178 ,2071 ,12.07,11.39,10.80,13.70,08/03,10.35,08/31,8.45
1319  東陽,3710341710 ,70066464 ,28263 ,52.95,52.64,50.50,56.50,08/24,49.70,08/31,15.07
1321  大洋,197290888 ,8615138 ,3561 ,22.90,22.49,22.40,24.10,08/23,21.50,08/12,3.79
1323  永裕,767404360 ,32510183 ,12121 ,23.61,23.23,20.90,25.30,08/05,20.30,08/31,39.27
1324  地球,1717980676 ,67865822 ,26360 ,25.31,24.39,23.55,28.40,08/27,22.60,08/11,90.34
1325  恆大,313062185 ,12669584 ,5463 ,24.71,24.47,25.25,26.30,08/23,22.40,08/03,13.40
1326  台化,8392189927 ,120844248 ,34510 ,69.45,71.14,71.20,72.90,08/09,69.50,08/02,2.12
1715  亞化,1759453393 ,90891036 ,21298 ,19.36,19.01,20.70,21.35,08/31,17.45,08/26,36.49
4306  炎洲,2386019137 ,85233024 ,24295 ,27.99,27.80,27.20,30.25,08/03,26.55,08/12,36.86
04 紡織纖維類,,,,,,,,,,,
Textiles,,,,,,,,,,,
1402  遠東新,10326664506 ,269006255 ,63107 ,38.39,38.28,37.40,40.50,08/17,35.30,08/26,5.66
1409  新纖,10059435604 ,800810159 ,104589 ,12.56,12.42,12.30,13.80,08/23,11.40,08/02,52.12
1410  南染,145323161 ,8558255 ,2573 ,16.98,16.75,15.35,17.75,08/18,15.30,08/31,9.51
1413  宏洲,292191237 ,37753498 ,7216 ,7.74,7.67,7.50,8.65,08/17,6.09,08/02,22.18
1414  東和,495812949 ,78400173 ,14739 ,6.32,6.08,5.92,7.15,08/18,5.38,08/02,35.64
1416  廣豐,715356250 ,82091915 ,17407 ,8.71,8.54,8.33,9.20,08/18,8.21,08/02,14.93
1417  嘉裕,4920729596 ,434381673 ,73305 ,11.33,10.97,10.15,12.80,08/17,9.46,08/02,114.35
1418  東華,548822391 ,47176374 ,11308 ,11.63,11.24,9.85,12.95,08/19,9.85,08/31,35.76
1419  新紡,3543878629 ,89912311 ,31587 ,39.41,38.95,35.60,42.10,08/24,35.10,08/31,29.97
1423  利華,282483609 ,33178485 ,5938 ,8.51,8.43,7.99,9.03,08/17,7.95,08/31,18.96
1434  福懋,686745321 ,27822596 ,11459 ,24.68,24.65,23.95,25.70,08/10,23.60,08/31,1.65
1439  中和,3736228774 ,72861003 ,28626 ,51.28,49.48,41.90,64.60,08/24,41.90,08/31,79.20
1440  南紡,4908827190 ,320454910 ,55082 ,15.32,15.10,14.60,16.85,08/23,14.10,08/12,21.04
1441  大東,133294711 ,16583846 ,4682 ,8.04,7.78,7.30,8.90,08/17,7.21,08/06,24.42
1443  立益,311309112 ,76007581 ,11903 ,4.10,3.87,3.64,4.55,08/23,3.32,08/03,25.87
1444  力麗,6765013779 ,471405090 ,76037 ,14.35,14.42,14.00,15.50,08/17,12.85,08/02,60.18
1445  大宇,262515279 ,27566841 ,6114 ,9.52,9.18,8.31,10.45,08/18,8.14,08/31,19.88
1446  宏和,227809238 ,12589485 ,3673 ,18.10,17.43,16.80,19.50,08/18,16.60,08/12,9.08
1447  力鵬,2126846046 ,141547224 ,31082 ,15.03,14.75,14.00,15.90,08/05,13.95,08/31,21.68
1449  佳和,434731194 ,101292898 ,15991 ,4.29,4.10,4.46,5.56,08/19,2.73,08/02,54.11
1451  年興,1834444331 ,89836493 ,21509 ,20.42,19.81,20.75,22.35,08/18,18.80,08/03,15.21
1452  宏益,848250428 ,61816546 ,14793 ,13.72,13.31,12.35,15.00,08/10,12.25,08/02,48.47
1453  大將,207457872 ,14320871 ,5576 ,14.49,13.69,11.10,17.25,08/06,11.10,08/31,35.01
1454  台富,138887241 ,15891650 ,3915 ,8.74,8.56,7.68,9.30,08/18,7.45,08/31,11.89
1455  集盛,4007441294 ,264600467 ,53273 ,15.15,14.95,14.80,15.85,08/09,14.10,08/02,54.88
1457  宜進,1068711016 ,114565969 ,20594 ,9.33,9.19,8.62,9.72,08/18,8.60,08/31,50.88
1459  聯發,837189238 ,69390807 ,12692 ,12.06,11.92,11.15,13.00,08/18,10.20,08/03,20.35
1460  宏遠,259532672 ,35404879 ,6546 ,7.33,7.22,6.55,7.92,08/17,6.50,08/31,7.51
1463  強盛,306593087 ,31619833 ,6280 ,9.70,9.59,9.08,10.20,08/18,9.02,08/02,16.78
1464  得力,1682055716 ,102776223 ,23838 ,16.37,15.80,14.10,17.80,08/17,14.10,08/31,65.53
1465  偉全,920905790 ,56713523 ,12623 ,16.24,16.19,14.90,17.75,08/10,14.50,08/03,65.69
