,民國99年05月,,,,,,,May-10,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
03377P亞東GX,3232200 ,4972000 ,196 ,0.65,0.65,0.67,1.22,5月25日,0.31,5月3日
03378 亞東GY,57480 ,83000 ,11 ,0.69,0.74,0.54,1.38,5月3日,0.45,5月21日
03379 亞東GZ,38490 ,168000 ,16 ,0.23,0.21,0.11,0.48,5月3日,0.05,5月21日
03380 亞東HA,3248090 ,2942000 ,106 ,1.1,1.97,0.86,3.72,5月4日,0.64,5月26日
03381 大華HD,5636830 ,11946000 ,468 ,0.47,0.48,0.38,0.99,5月3日,0.18,5月21日
03382P大華HE,2591040 ,4478000 ,150 ,0.58,0.58,0.5,0.89,5月21日,0.39,5月4日
03383 大華HF,2504590 ,2862000 ,54 ,0.88,0.76,0.5,1.37,5月3日,0.37,5月25日
03384 大華HG,11817300 ,12084000 ,533 ,0.98,0.96,0.61,2,5月18日,0.47,5月26日
03385 大華HH,103130 ,816000 ,41 ,0.13,0.13,0.04,0.29,5月4日,0.03,5月27日
03386 大華HI,8661600 ,8788000 ,318 ,0.99,1.04,0.75,1.7,5月4日,0.51,5月26日
03387 大華HJ,3617320 ,4214000 ,133 ,0.86,0.95,0.63,1.85,5月3日,0.4,5月25日
03388 大華HK,880940 ,2816000 ,78 ,0.31,0.28,0.16,0.72,5月3日,0.1,5月26日
03389 大華HL,4899350 ,2120000 ,103 ,2.31,2.42,1.98,3.1,5月18日,1.28,5月26日
03390 大華HM,4138620 ,3085000 ,82 ,1.34,1.24,1.16,1.52,5月3日,0.94,5月27日
03391 大華HN,1542010 ,1042000 ,39 ,1.48,1.67,1.39,2.11,5月5日,1.22,5月25日
03392 大華HP,8447430 ,6920000 ,397 ,1.22,1.45,1.04,2.55,5月4日,0.61,5月25日
03393 永豐2B,2881560 ,2821000 ,134 ,1.02,0.97,1.02,1.43,5月3日,0.47,5月25日
03394 永豐2C,1495120 ,3926000 ,137 ,0.38,0.42,0.31,0.8,5月3日,0.18,5月25日
03395 永豐2D,333330 ,1589000 ,38 ,0.21,0.2,0.15,0.41,5月3日,0.06,5月25日
03396 永豐2E,406540 ,386000 ,21 ,1.05,1.05,1.04,1.3,5月18日,0.85,5月21日
03397 永豐2F,485140 ,255000 ,34 ,1.9,1.95,1.72,2.63,5月4日,1.42,5月24日
03398 永豐2G,4046290 ,4187000 ,256 ,0.97,0.96,1.15,1.23,5月20日,0.7,5月7日
03399 群益NZ,9687280 ,8998000 ,188 ,1.08,1.01,0.72,1.48,5月13日,0.57,5月26日
03400 群益01,259530 ,1698000 ,45 ,0.15,0.22,0.13,0.54,5月3日,0.06,5月26日
03401 群益02,5654800 ,5931000 ,353 ,0.95,0.93,0.68,1.65,5月3日,0.27,5月25日
03402 群益03,19595860 ,23096000 ,990 ,0.85,0.84,0.61,1.58,5月3日,0.41,5月25日
03403 群益04,11308050 ,8447000 ,652 ,1.34,1.31,1.36,1.55,5月31日,1.16,5月12日
03404P群益05,852200 ,18453000 ,960 ,0.05,0.05,0.04,0.06,5月13日,0.03,5月31日
03405 元大26,5933560 ,8844000 ,135 ,0.67,0.59,0.58,1.25,5月4日,0.18,5月27日
03406 元大27,346240 ,2925000 ,73 ,0.12,0.12,0.11,0.23,5月4日,0.05,5月21日
03407 元大28,11801040 ,9580000 ,473 ,1.23,1.49,1.77,2.32,5月10日,0.42,5月21日
03408 元大29,69157600 ,23180000 ,1817 ,2.98,3.07,2.88,4.09,5月3日,1.98,5月25日
03409P元大30,7706360 ,3242000 ,280 ,2.38,2.4,2.18,3.08,5月25日,2.05,5月11日
03410 元大31,15081410 ,32215000 ,834 ,0.47,0.43,0.28,0.68,5月11日,0.15,5月27日
03411 國泰FF,2130470 ,2079000 ,89 ,1.02,0.89,0.45,1.36,5月3日,0.32,5月27日
03412 國泰FG,1434740 ,6223000 ,101 ,0.23,0.26,0.13,0.56,5月4日,0.08,5月21日
03413 國泰FH,101400 ,18000 ,3 ,5.63,5.63,5.7,5.7,5月24日,5.5,5月4日
03414 國泰FJ,449200 ,189000 ,20 ,2.38,2.46,2.42,2.65,5月4日,2.18,5月12日
03415 富邦AJ,687520 ,1157000 ,55 ,0.59,0.63,0.5,0.86,5月4日,0.39,5月25日
03416 富邦AK,21246650 ,2284000 ,319 ,9.3,9.2,9.45,11.4,5月20日,7.8,5月7日
03417 富邦AL,10864180 ,11981000 ,276 ,0.91,0.79,0.23,1.42,5月4日,0.21,5月31日
03418P富邦AM,4420370 ,8955000 ,162 ,0.49,0.58,1,1,5月31日,0.36,5月4日
03419 凱基1K,2294750 ,249000 ,58 ,9.22,9.33,9.8,11.1,5月20日,8.1,5月12日
03420P凱基1L,2088700 ,10862000 ,309 ,0.19,0.19,0.13,0.31,5月6日,0.11,5月31日
03421 第一38,5030 ,64000 ,3 ,0.08,0.11,0.07,0.19,5月17日,0.07,5月21日
03422 第一39,289920 ,3182000 ,69 ,0.09,0.1,0.05,0.25,5月4日,0.02,5月27日
03423 第一40,164140 ,624000 ,41 ,0.26,0.22,0.11,0.46,5月3日,0.06,5月26日
03424 第一41,63960 ,289000 ,15 ,0.22,0.21,0.1,0.35,5月4日,0.07,5月6日
03425 第一42,2266630 ,2392000 ,140 ,0.95,0.92,0.63,1.91,5月4日,0.59,5月26日
03426 永豐2H,125620 ,590000 ,15 ,0.21,0.24,0.13,0.37,5月3日,0.13,5月24日
03427 永豐2J,369500 ,1271000 ,23 ,0.29,0.32,0.24,0.44,5月11日,0.18,5月26日
03428 永豐2K,1535820 ,4816000 ,164 ,0.32,0.31,0.27,0.46,5月3日,0.2,5月27日
03429 永豐2L,183690 ,2575000 ,36 ,0.07,0.07,0.06,0.13,5月6日,0.03,5月25日
03430 永豐2M,370230 ,1396000 ,56 ,0.27,0.29,0.32,0.51,5月10日,0.08,5月25日
03431 永豐2N,2382750 ,4413000 ,124 ,0.54,0.59,0.32,0.85,5月14日,0.23,5月26日
03432 永豐2P,1451890 ,10266000 ,189 ,0.14,0.13,0.08,0.31,5月3日,0.06,5月26日
03433 永豐2Q,1848830 ,12926000 ,263 ,0.14,0.14,0.09,0.25,5月4日,0.05,5月27日
03434 永豐2R,222240 ,848000 ,16 ,0.26,0.23,0.08,0.53,5月3日,0.06,5月26日
03435 永豐2S,241420 ,1890000 ,40 ,0.13,0.11,0.03,0.21,5月3日,0.03,5月28日
03436 第一43,87840 ,306000 ,12 ,0.29,0.15,0.05,0.39,5月3日,0.05,5月17日
03437 第一44,68190 ,96000 ,7 ,0.71,0.75,0.42,1.17,5月3日,0.42,5月24日
03438 第一45,805650 ,4772000 ,99 ,0.17,0.16,0.11,0.4,5月3日,0.03,5月25日
03440 第一47,372620 ,876000 ,37 ,0.43,0.42,0.24,0.56,5月4日,0.2,5月25日
03441 群益06,3664270 ,2457000 ,246 ,1.49,1.44,1.53,2.64,5月3日,0.88,5月21日
03442 群益07,5312980 ,1974000 ,252 ,2.69,3.29,1.59,5.65,5月4日,1.1,5月25日
03443 群益08,17259920 ,15292000 ,972 ,1.13,1.34,0.31,2.75,5月4日,0.21,5月25日
03444 永昌KU,1738960 ,866000 ,52 ,2.01,2.24,1.72,2.8,5月4日,1.59,5月20日
03445 永昌KV,23300 ,80000 ,4 ,0.29,0.34,0.21,0.45,5月21日,0.21,5月26日
03447 永昌KX,605280 ,202000 ,44 ,3,3.11,3.23,3.94,5月3日,2.1,5月21日
03448 永昌KY,12550 ,110000 ,12 ,0.11,0.11,0.07,0.14,5月14日,0.06,5月18日
03449 凱基1M,7618250 ,8708000 ,312 ,0.87,0.83,0.53,1.3,5月11日,0.21,5月25日
03450 凱基1N,1900980 ,9771000 ,229 ,0.19,0.17,0.11,0.35,5月4日,0.06,5月25日
03451 凱基1P,2990850 ,5735000 ,130 ,0.52,0.54,0.52,1.08,5月3日,0.21,5月27日
03452 凱基1Q,960980 ,2799000 ,53 ,0.34,0.32,0.32,0.43,5月4日,0.25,5月21日
03453 凱基1R,5592860 ,6503000 ,237 ,0.86,0.89,0.65,1.37,5月13日,0.5,5月26日
03454 凱基1S,3011730 ,4840000 ,167 ,0.62,0.6,0.54,1,5月10日,0.23,5月26日
03455P凱基1T,2828070 ,3913000 ,75 ,0.72,0.57,0.9,0.91,5月31日,0.3,5月4日
03456 兆豐A3,1035640 ,6301000 ,153 ,0.16,0.21,0.09,0.46,5月3日,0.07,5月26日
03457 兆豐A4,930330 ,1273000 ,39 ,0.73,0.74,0.61,0.98,5月3日,0.53,5月25日
03458 兆豐A5,245100 ,465000 ,15 ,0.53,0.59,0.48,0.93,5月3日,0.39,5月25日
03459 兆豐A6,1076560 ,6292000 ,349 ,0.17,0.43,0.16,1.61,5月4日,0.09,5月19日
03460 兆豐A7,775920 ,1044000 ,74 ,0.74,0.77,0.17,1.4,5月4日,0.13,5月25日
03461 康和BT,608450 ,422000 ,14 ,1.44,1.29,1.03,1.75,5月4日,0.93,5月27日
03462 大華HQ,150740 ,2090000 ,41 ,0.07,0.08,0.06,0.2,5月3日,0.03,5月25日
03463 大華HR,145720 ,382000 ,18 ,0.38,0.38,0.36,0.48,5月19日,0.27,5月21日
03464 大華HS,670870 ,767000 ,41 ,0.87,0.91,0.78,1.37,5月3日,0.41,5月25日
03465 大華HT,497930 ,1210000 ,61 ,0.41,0.36,0.26,1,5月3日,0.2,5月27日
03466 大華HU,7072780 ,6541000 ,270 ,1.08,1.34,0.92,2.2,5月13日,0.7,5月26日
03467 大華HV,1380900 ,2431000 ,78 ,0.57,0.52,0.34,0.77,5月11日,0.26,5月26日
03468P大華HW,33400 ,110000 ,4 ,0.3,0.3,0.27,0.33,5月7日,0.27,5月10日
03469P大華HX,1726150 ,5234000 ,127 ,0.33,0.31,0.33,0.4,5月27日,0.2,5月3日
03470P大華HY,1360150 ,2782000 ,65 ,0.49,0.4,0.69,0.73,5月31日,0.21,5月4日
03471P大華HZ,755710 ,901000 ,146 ,0.84,0.91,0.96,1.27,5月27日,0.46,5月5日
03472 元大32,636180 ,786000 ,49 ,0.81,0.62,0.51,1.02,5月3日,0.36,5月25日
03473P元大33,1069580 ,1187000 ,36 ,0.9,0.96,0.92,1.27,5月21日,0.69,5月3日
03474P元大34,1291550 ,2022000 ,63 ,0.64,0.62,0.55,0.72,5月21日,0.51,5月13日
03475 工銀JF,107970 ,227000 ,23 ,0.48,0.41,0.31,0.76,5月4日,0.2,5月27日
03476 工銀JG,492930 ,2015000 ,81 ,0.24,0.24,0.17,0.58,5月3日,0.08,5月26日
03477 工銀JH,95500 ,195000 ,17 ,0.49,0.52,0.43,0.72,5月3日,0.31,5月26日
03478P工銀JJ,545060 ,1313000 ,52 ,0.42,0.37,0.31,0.5,5月25日,0.3,5月3日
03479 工銀JK,3305390 ,4146000 ,102 ,0.8,0.92,0.44,2,5月11日,0.25,5月25日
03480 工銀JL,26660 ,23000 ,6 ,1.16,1.2,0.94,1.43,5月14日,0.91,5月7日
03481 工銀JM,713930 ,957000 ,54 ,0.75,0.71,0.36,0.94,5月14日,0.36,5月25日
03482 工銀JN,853950 ,4356000 ,66 ,0.2,0.19,0.11,0.29,5月5日,0.08,5月27日
03483 工銀JP,486450 ,1518000 ,42 ,0.32,0.3,0.24,0.49,5月6日,0.13,5月21日
03484 工銀JQ,5239280 ,8365000 ,269 ,0.63,0.78,0.13,1.75,5月4日,0.09,5月31日
03485 元大35,2628750 ,2046000 ,97 ,1.28,1.29,1.06,1.65,5月19日,0.77,5月26日
03486 元大36,3725840 ,4264000 ,216 ,0.87,0.87,0.65,1.23,5月13日,0.53,5月26日
03487 元大37,6629480 ,9907000 ,240 ,0.67,0.7,0.43,1.22,5月13日,0.3,5月26日
03488 元大38,2761270 ,2946000 ,203 ,0.94,0.9,0.7,1.43,5月3日,0.53,5月25日
03489P元大39,9037760 ,10504000 ,348 ,0.86,0.83,0.84,1.37,5月25日,0.45,5月3日
03490 元大40,587800 ,1107000 ,78 ,0.53,0.78,0.42,1.48,5月3日,0.28,5月25日
03491 元大41,1967980 ,2600000 ,59 ,0.76,0.72,0.58,1.05,5月3日,0.46,5月25日
03492 元大42,2370320 ,1977000 ,171 ,1.2,1.24,0.91,2.23,5月3日,0.63,5月25日
03493 元大43,5166730 ,3433000 ,231 ,1.51,1.48,1.07,2.22,5月4日,0.68,5月25日
03494P凱基1U,263020 ,649000 ,51 ,0.41,0.37,0.33,0.52,5月21日,0.28,5月3日
03495 凱基1V,11491780 ,22555000 ,844 ,0.51,0.45,0.23,1.64,5月4日,0.09,5月21日
03496 凱基1W,3428000 ,6280000 ,208 ,0.55,0.55,0.38,0.85,5月13日,0.28,5月26日
03497 凱基1X,6022790 ,15881000 ,708 ,0.38,0.37,0.2,0.72,5月11日,0.13,5月27日
03498 凱基1Y,3118670 ,2052000 ,231 ,1.52,1.62,1.73,2.38,5月14日,0.87,5月25日
03499P元大44,5651160 ,6705000 ,369 ,0.84,0.85,0.9,1.7,5月27日,0.6,5月4日
03500 元大45,10771600 ,1570000 ,150 ,6.86,6.68,6.9,7.75,5月20日,6,5月12日
03501 元大46,2449090 ,2855000 ,125 ,0.86,0.84,0.71,1.58,5月3日,0.38,5月25日
03502 元大47,2794680 ,3550000 ,138 ,0.79,0.86,0.7,1.25,5月3日,0.6,5月27日
03503 元大48,1507380 ,355000 ,99 ,4.25,4.75,3.9,6.75,5月5日,3.02,5月24日
03504 元大49,5136840 ,7925000 ,324 ,0.65,0.6,0.44,1.04,5月3日,0.3,5月26日
03505 元大50,7678230 ,18153000 ,759 ,0.42,0.4,0.2,1.12,5月4日,0.12,5月25日
03506 富邦AP,6496180 ,5786000 ,203 ,1.12,1.17,0.78,1.85,5月4日,0.62,5月26日
03507 富邦AQ,559360 ,1694000 ,57 ,0.33,0.29,0.17,0.66,5月3日,0.1,5月26日
03508 富邦AR,9168110 ,37230000 ,869 ,0.25,0.3,0.16,0.75,5月3日,0.1,5月26日
03509P富邦AS,1001420 ,1530000 ,106 ,0.65,0.65,0.73,0.93,5月21日,0.34,5月4日
03510 富邦AT,758390 ,2018000 ,46 ,0.38,0.38,0.26,0.75,5月4日,0.17,5月25日
03511 富邦AU,9246420 ,21552000 ,425 ,0.43,0.5,0.57,0.95,5月3日,0.26,5月26日
03512 富邦AV,162420 ,548000 ,16 ,0.3,0.32,0.3,0.42,5月18日,0.24,5月25日
03513 富邦AW,316280 ,706000 ,22 ,0.45,0.56,0.37,0.89,5月3日,0.32,5月26日
03514 群益09,672880 ,1604000 ,71 ,0.42,0.42,0.31,0.61,5月4日,0.22,5月27日
03515 群益10,1499130 ,1800000 ,38 ,0.83,0.68,0.28,1.05,5月3日,0.28,5月25日
03516 群益11,662610 ,2056000 ,62 ,0.32,0.35,0.22,0.7,5月4日,0.13,5月27日
03517 群益12,1238430 ,1420000 ,32 ,0.87,0.82,0.84,1.1,5月10日,0.42,5月25日
03518 群益13,1200050 ,1529000 ,97 ,0.78,0.8,0.45,1.35,5月4日,0.34,5月26日
03519 永豐2T,142850 ,865000 ,34 ,0.17,0.18,0.11,0.35,5月3日,0.07,5月25日
03520 永豐2U,37250 ,120000 ,9 ,0.31,0.29,0.17,0.43,5月3日,0.17,5月26日
03521 永豐2V,477190 ,1047000 ,32 ,0.46,0.47,0.35,0.83,5月3日,0.27,5月21日
03522 永豐2W,110610 ,1074000 ,33 ,0.1,0.1,0.03,0.22,5月5日,0.02,5月27日
03523 永豐2X,1559850 ,5858000 ,126 ,0.27,0.25,0.17,0.46,5月4日,0.1,5月26日
03524 永豐2Y,255330 ,981000 ,34 ,0.26,0.24,0.14,0.4,5月5日,0.1,5月27日
03525 永豐2Z,1524830 ,2775000 ,67 ,0.55,0.63,0.41,0.92,5月4日,0.38,5月25日
03526 永豐3A,901380 ,2942000 ,48 ,0.31,0.33,0.19,0.56,5月3日,0.19,5月25日
03527 永豐3B,592710 ,1097000 ,73 ,0.54,0.54,0.37,0.75,5月4日,0.36,5月26日
03528P永豐3C,316910 ,2222000 ,67 ,0.14,0.15,0.15,0.19,5月10日,0.11,5月13日
03529 永豐3D,317600 ,1458000 ,65 ,0.22,0.18,0.08,0.33,5月4日,0.05,5月26日
03530P永豐3E,767040 ,1143000 ,53 ,0.67,0.6,0.64,0.87,5月26日,0.46,5月13日
03531 永豐3F,343320 ,2428000 ,50 ,0.14,0.14,0.02,0.31,5月3日,0.02,5月31日
03532 永豐3G,81950 ,935000 ,18 ,0.09,0.15,0.03,0.41,5月3日,0.03,5月27日
03533 永豐3H,438560 ,415000 ,48 ,1.06,1.19,1.4,1.59,5月26日,0.63,5月7日
03534 大華JA,277590 ,523000 ,120 ,0.53,0.59,0.49,0.72,5月4日,0.41,5月25日
03535 大華JB,132870 ,895000 ,31 ,0.15,0.18,0.09,0.31,5月3日,0.06,5月31日
03536 大華JC,399010 ,3036000 ,47 ,0.13,0.14,0.12,0.36,5月4日,0.04,5月25日
03537 大華JD,2235630 ,2536000 ,73 ,0.88,0.83,0.45,1.37,5月3日,0.38,5月26日
03538 富邦AX,1165760 ,1806000 ,88 ,0.65,0.74,0.45,1.24,5月4日,0.3,5月26日
03539 富邦AY,6004510 ,10566000 ,187 ,0.57,0.53,0.41,1.07,5月3日,0.23,5月21日
03540P富邦AZ,23453140 ,15250000 ,370 ,1.54,1.62,1.4,2.2,5月21日,1.19,5月4日
03541P富邦BA,230030 ,1102000 ,21 ,0.21,0.21,0.19,0.25,5月3日,0.19,5月18日
03542 富邦BB,11024350 ,15032000 ,342 ,0.73,0.99,0.7,1.56,5月4日,0.41,5月25日
03543 富邦BC,8697700 ,13271000 ,213 ,0.66,0.91,0.68,1.54,5月4日,0.47,5月21日
03544 日盛MZ,2386200 ,8702000 ,184 ,0.27,0.3,0.24,0.58,5月3日,0.17,5月27日
03545P日盛NA,206650 ,4984000 ,231 ,0.04,0.04,0.04,0.07,5月12日,0.01,5月20日
03546 日盛NB,1301560 ,2468000 ,88 ,0.53,0.69,0.38,0.98,5月13日,0.25,5月25日
03547 日盛NC,787350 ,1023000 ,17 ,0.77,0.67,0.82,1.07,5月6日,0.47,5月26日
03548 日盛ND,381680 ,1072000 ,62 ,0.36,0.34,0.29,0.44,5月3日,0.22,5月25日
03549 日盛NE,57690 ,253000 ,12 ,0.23,0.25,0.14,0.35,5月3日,0.14,5月18日
03550 日盛NF,2360 ,19000 ,5 ,0.12,0.14,0.12,0.16,5月11日,0.11,5月19日
03551 日盛NG,359670 ,2867000 ,61 ,0.13,0.17,0.15,0.28,5月4日,0.05,5月26日
03552 日盛NH,267340 ,1309000 ,55 ,0.2,0.18,0.1,0.4,5月3日,0.01,5月21日
03553 日盛NI,1472880 ,656000 ,86 ,2.25,2.3,2.31,2.83,5月4日,1.75,5月25日
03554 日盛NJ,829310 ,1438000 ,67 ,0.58,0.55,0.55,0.77,5月3日,0.42,5月21日
03555 日盛NK,27770 ,221000 ,12 ,0.13,0.18,0.14,0.32,5月4日,0.08,5月25日
03556 日盛NL,193840 ,1682000 ,41 ,0.12,0.13,0.06,0.4,5月21日,0.04,5月21日
03557 日盛NM,298930 ,1633000 ,77 ,0.18,0.11,0.04,0.5,5月3日,0.02,5月26日
03558 日盛NN,1838720 ,6585000 ,158 ,0.28,0.29,0.17,0.64,5月13日,0.1,5月27日
03559 大華JE,417580 ,713000 ,27 ,0.59,0.89,0.44,1.61,5月3日,0.3,5月26日
03560 大華JF,152490 ,307000 ,13 ,0.5,0.56,0.47,0.77,5月3日,0.33,5月26日
03561 大華JG,977130 ,2540000 ,67 ,0.38,0.4,0.23,0.61,5月3日,0.16,5月26日
03562 大華JH,170670 ,146000 ,16 ,1.17,1.09,0.78,1.42,5月5日,0.78,5月25日
03563 大華JI,20540 ,54000 ,11 ,0.38,0.54,0.32,0.87,5月4日,0.25,5月24日
03564 統一BX,308000 ,44000 ,13 ,7,7.09,7.25,8.6,5月20日,6.2,5月12日
03565 永豐3J,181600 ,1927000 ,45 ,0.09,0.09,0.09,0.17,5月4日,0.06,5月25日
03566 永豐3K,511040 ,984000 ,27 ,0.52,0.54,0.34,0.88,5月3日,0.26,5月25日
03567 永豐3L,257690 ,1285000 ,22 ,0.2,0.19,0.11,0.3,5月3日,0.07,5月26日
03568 永豐3M,6750 ,20000 ,3 ,0.34,0.34,0.34,0.34,5月14日,0.33,5月11日
03569 永豐3N,1306430 ,3106000 ,153 ,0.42,0.43,0.1,0.9,5月4日,0.08,5月31日
03570P永豐3P,1350860 ,4709000 ,151 ,0.29,0.28,0.48,0.51,5月31日,0.16,5月4日
03571 永豐3Q,757180 ,8572000 ,215 ,0.09,0.08,0.05,0.2,5月4日,0.03,5月27日
03572P永豐3R,5592060 ,8577000 ,344 ,0.65,0.67,0.57,1.03,5月25日,0.42,5月3日
03573 永豐3S,71740 ,488000 ,37 ,0.15,0.12,0.05,0.27,5月3日,0.05,5月28日
03574 永豐3T,283540 ,1999000 ,44 ,0.14,0.16,0.03,0.42,5月4日,0.03,5月31日
03575 永豐3U,367660 ,1080000 ,38 ,0.34,0.35,0.15,0.72,5月4日,0.07,5月25日
03576 永豐3V,546730 ,1312000 ,42 ,0.42,0.6,0.36,1.1,5月4日,0.25,5月25日
03577 永豐3W,170010 ,1776000 ,48 ,0.1,0.17,0.04,0.33,5月3日,0.03,5月26日
03578 永豐3X,236080 ,1122000 ,34 ,0.21,0.17,0.04,0.38,5月3日,0.02,5月28日
03579 永豐3Y,8289790 ,17579000 ,464 ,0.47,0.46,0.32,0.81,5月3日,0.23,5月27日
03580 群益14,952530 ,792000 ,66 ,1.2,1.29,1.04,1.85,5月4日,0.79,5月21日
03581 群益15,1249400 ,1616000 ,32 ,0.77,0.79,0.67,1.23,5月3日,0.53,5月25日
03582 群益16,2242920 ,5492000 ,98 ,0.41,0.39,0.3,0.57,5月13日,0.24,5月26日
03583 群益17,4938490 ,3457000 ,192 ,1.43,1.44,1.11,1.87,5月4日,0.97,5月21日
03584 群益18,10020750 ,4441000 ,288 ,2.26,2.18,1.71,3.09,5月3日,0.81,5月25日
03585 群益19,1440280 ,4764000 ,166 ,0.3,0.34,0.15,0.78,5月3日,0.08,5月27日
03586 群益20,5513050 ,6333000 ,152 ,0.87,1.09,0.69,1.65,5月11日,0.35,5月26日
03587P群益21,8644080 ,14208000 ,517 ,0.61,0.57,0.61,1.1,5月27日,0.38,5月11日
03588P群益22,4749310 ,3580000 ,100 ,1.33,1.31,1.07,1.93,5月21日,1.02,5月14日
03589 凱基1Z,1848100 ,1217000 ,93 ,1.52,1.66,1.23,2.28,5月4日,1.12,5月21日
03590 凱基2A,21185080 ,5892000 ,334 ,3.6,4.01,3.51,5.35,5月19日,2.61,5月7日
03591 凱基2B,18753040 ,31227000 ,971 ,0.6,0.62,0.32,1.2,5月3日,0.17,5月27日
03592 凱基2C,5596750 ,11648000 ,240 ,0.48,0.49,0.27,0.9,5月3日,0.2,5月26日
03593 凱基2D,3325430 ,5404000 ,226 ,0.62,0.61,0.37,1.23,5月13日,0.23,5月25日
03594 凱基2E,1099970 ,2110000 ,52 ,0.52,0.48,0.38,0.85,5月3日,0.27,5月26日
03595 凱基2F,2633450 ,3212000 ,91 ,0.82,0.89,0.91,1.11,5月14日,0.63,5月25日
03596P凱基2G,433860 ,1592000 ,72 ,0.27,0.28,0.21,0.4,5月6日,0.19,5月31日
03597 亞東HB,7003900 ,9183000 ,305 ,0.76,0.68,0.56,1.71,5月3日,0.26,5月26日
03598P亞東HC,534960 ,944000 ,66 ,0.57,0.6,0.65,0.85,5月27日,0.35,5月3日
03599 亞東HD,566380 ,1407000 ,46 ,0.4,0.48,0.59,0.99,5月4日,0.15,5月25日
03600P亞東HE,286460 ,379000 ,40 ,0.76,0.79,1.14,1.18,5月25日,0.47,5月3日
03601 亞東HF,3163120 ,3278000 ,100 ,0.96,0.91,0.69,1.4,5月3日,0.48,5月26日
03602P亞東HG,278240 ,667000 ,39 ,0.42,0.4,0.32,0.51,5月25日,0.32,5月31日
03603 亞東HH,27460 ,125000 ,13 ,0.22,0.27,0.16,0.47,5月4日,0.13,5月26日
03604P亞東HJ,405920 ,1393000 ,42 ,0.29,0.32,0.39,0.39,5月25日,0.26,5月14日
03605 群益23,10293220 ,10638000 ,450 ,0.97,1,0.88,1.39,5月3日,0.69,5月27日
03606 群益24,733220 ,4531000 ,114 ,0.16,0.16,0.11,0.38,5月3日,0.03,5月27日
03607 群益25,2791210 ,17004000 ,367 ,0.16,0.14,0.07,0.35,5月4日,0.03,5月26日
03608 群益26,2327910 ,2163000 ,78 ,1.08,0.87,0.76,1.62,5月3日,0.33,5月24日
03609 群益27,6445790 ,6097000 ,264 ,1.06,1.09,0.73,1.62,5月13日,0.53,5月26日
03610 群益28,8676800 ,14085000 ,473 ,0.62,0.64,0.4,1.02,5月13日,0.27,5月25日
03611 群益29,3159610 ,5440000 ,109 ,0.58,0.55,0.43,0.91,5月3日,0.29,5月25日
03612 群益30,2964520 ,2187000 ,93 ,1.36,1.23,1.15,2.36,5月3日,0.5,5月25日
03613 群益31,963880 ,1520000 ,63 ,0.63,0.5,0.12,1.12,5月3日,0.12,5月28日
03614 群益32,3464380 ,3922000 ,90 ,0.88,0.81,0.79,1.5,5月3日,0.39,5月25日
03615 群益33,9402120 ,9468000 ,302 ,0.99,1.14,1.18,1.63,5月3日,0.57,5月25日
03616 群益34,2079360 ,8800000 ,176 ,0.24,0.24,0.16,0.42,5月3日,0.12,5月25日
03617 群益35,1754460 ,496000 ,92 ,3.54,3.43,3.49,4.06,5月14日,2.79,5月21日
03618 國泰FM,174580 ,330000 ,34 ,0.53,0.36,0.23,0.85,5月3日,0.09,5月25日
03619 國泰FN,7070420 ,6027000 ,186 ,1.17,1.11,1.15,1.99,5月10日,0.34,5月26日
03620P國泰FP,4628440 ,5763000 ,269 ,0.8,0.82,0.65,1.47,5月26日,0.5,5月10日
03621 永豐3Z,645720 ,1234000 ,53 ,0.52,0.49,0.35,0.94,5月3日,0.21,5月25日
03622 永豐4A,1219750 ,5442000 ,107 ,0.22,0.2,0.1,0.75,5月12日,0.05,5月27日
03623 永豐4B,182170 ,1199000 ,28 ,0.15,0.14,0.08,0.23,5月5日,0.08,5月25日
03624 國票BK,100240 ,276000 ,13 ,0.36,0.42,0.12,0.76,5月11日,0.12,5月27日
03625 國票BL,95050 ,263000 ,12 ,0.36,0.25,0.05,0.49,5月4日,0.05,5月27日
03626 國票BM,924640 ,769000 ,24 ,1.2,1.54,1.09,2.36,5月4日,0.82,5月21日
03627 國票BN,824230 ,339000 ,24 ,2.43,3.1,2.55,4.05,5月5日,2.04,5月26日
03628 群益36,448730 ,85000 ,12 ,5.28,5.29,5.65,5.7,5月6日,4.87,5月27日
03629 群益37,3845450 ,2186000 ,186 ,1.76,1.85,2.18,2.28,5月3日,1.31,5月21日
03630 群益38,607900 ,1706000 ,56 ,0.36,0.32,0.22,0.52,5月4日,0.19,5月25日
03631 群益39,13699250 ,3592000 ,374 ,3.81,3.87,4.5,5.1,5月20日,2.8,5月25日
03632 群益40,7091660 ,5798000 ,146 ,1.22,1.16,0.89,1.73,5月4日,0.71,5月25日
03633 群益41,1582770 ,3372000 ,163 ,0.47,0.46,0.32,0.65,5月11日,0.25,5月27日
