,民國99年06月,,,,,,,Jun-10,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
03058 凱基77,179660 ,439000 ,7 ,0.41,0.35,0.22,0.45,6月22日,0.22,6月28日
030580寶來N3,3177370 ,1819000 ,62 ,1.75,1.8,1.18,2.07,6月23日,1.18,6月30日
030581國泰JS,5475840 ,2801000 ,150 ,1.95,1.81,1.82,2.29,6月22日,1.22,6月10日
030582元大KK,1505070 ,907000 ,69 ,1.66,1.47,1.44,1.95,6月24日,1.08,6月10日
030583元大KL,1269460 ,805000 ,55 ,1.58,1.49,1.35,1.88,6月24日,1.14,6月9日
030584元大KM,798440 ,503000 ,38 ,1.59,1.53,1.36,1.76,6月23日,1.3,6月30日
030585元大KN,1274510 ,1868000 ,56 ,0.68,0.7,0.6,0.89,6月21日,0.5,6月9日
030586元大KP,829570 ,1490000 ,39 ,0.56,0.53,0.36,0.64,6月17日,0.35,6月30日
030587元大KQ,2964110 ,1767000 ,65 ,1.68,1.6,1.53,1.94,6月24日,1.36,6月10日
030588統一JC,4109610 ,3229000 ,72 ,1.27,1.2,1.03,1.53,6月17日,0.94,6月10日
030589統一JD,473950 ,650000 ,28 ,0.73,0.73,0.65,0.87,6月24日,0.55,6月9日
03058P國泰JG,3190210 ,2934000 ,96 ,1.09,1.25,0.91,1.61,6月2日,0.86,6月24日
03059 凱基78,182600 ,374000 ,12 ,0.49,0.54,0.3,0.76,6月23日,0.3,6月30日
030590富邦GZ,5787290 ,4408000 ,114 ,1.31,1.26,0.79,1.53,6月18日,0.79,6月30日
030591富邦HA,2534580 ,2566000 ,50 ,0.99,0.93,0.74,1.16,6月22日,0.73,6月30日
030592富邦HB,2384290 ,2272000 ,103 ,1.05,1.13,0.84,1.33,6月22日,0.82,6月30日
030593富邦HC,2114060 ,2766000 ,98 ,0.76,0.81,0.62,1.03,6月24日,0.56,6月30日
030594富邦HD,54122400 ,33369000 ,560 ,1.62,1.55,1.33,1.94,6月17日,1.19,6月30日
030595富邦HE,923840 ,652000 ,42 ,1.42,1.47,1.27,1.7,6月21日,1.27,6月28日
030596富邦HF,1130960 ,640000 ,71 ,1.77,1.7,1.36,1.94,6月18日,1.36,6月30日
030597元富46,9747280 ,4521000 ,338 ,2.16,2.17,2.32,2.37,6月22日,1.92,6月10日
030599元富48,62700 ,60000 ,6 ,1.04,1.07,0.83,1.21,6月24日,0.83,6月30日
03059P工銀ME,2817550 ,2716000 ,97 ,1.04,1.09,1.2,1.47,6月9日,0.88,6月22日
03060 大華GH,203450 ,1518000 ,48 ,0.13,0.12,0.01,0.29,6月4日,0.01,6月29日
030600元富49,154850 ,100000 ,9 ,1.55,1.69,1.35,1.92,6月21日,1.34,6月30日
030601元富50,339450 ,319000 ,22 ,1.06,1.08,1.01,1.15,6月17日,1,6月24日
030602元富52,5428970 ,3960000 ,124 ,1.37,1.26,0.93,1.76,6月21日,0.89,6月30日
030603元富54,107610 ,60000 ,8 ,1.79,1.85,2.18,2.21,6月22日,1.3,6月10日
030604元富56,429610 ,342000 ,33 ,1.26,1.37,1.01,1.5,6月24日,0.99,6月30日
030605元富57,319220 ,364000 ,31 ,0.88,0.87,0.6,1.05,6月24日,0.6,6月30日
030606日盛C7,323690 ,220000 ,16 ,1.47,1.39,1.12,1.66,6月22日,1.12,6月30日
030607日盛C8,2760 ,3000 ,1 ,0.92,0.92,0.92,0.92,6月28日,0.92,6月28日
030608日盛C9,2370740 ,1846000 ,50 ,1.28,1.29,1.18,1.41,6月29日,1.09,6月30日
030609日盛D1,3157740 ,2478000 ,137 ,1.27,1.36,1.09,1.64,6月21日,0.97,6月10日
03060P元大HT,104080 ,146000 ,18 ,0.71,0.75,0.68,1,6月2日,0.53,6月29日
03061 大華GI,24970 ,946000 ,256 ,0.03,0.02,0.01,0.09,6月2日,0.01,6月30日
030610大華3D,120720 ,70000 ,7 ,1.72,1.63,1.57,1.83,6月23日,1.37,6月10日
030611大華3E,450680 ,257000 ,19 ,1.75,1.76,1.69,1.98,6月11日,1.46,6月30日
030612大華3F,1049050 ,818000 ,47 ,1.28,1.55,0.72,2.44,6月11日,0.72,6月30日
030613大華3G,877900 ,510000 ,11 ,1.72,1.73,1.38,2.07,6月24日,1.38,6月30日
030614大華3H,965720 ,488000 ,34 ,1.98,2.09,1.5,2.47,6月18日,1.5,6月30日
030615大華3I,2233210 ,654000 ,57 ,3.41,3.07,3.13,3.98,6月29日,2.74,6月25日
030616康和EY,2960 ,2000 ,2 ,1.48,1.48,1.42,1.54,6月11日,1.42,6月18日
030617永豐L3,206160 ,327000 ,11 ,0.63,0.57,0.56,0.68,6月23日,0.53,6月17日
030618永豐L4,146040 ,378000 ,8 ,0.39,0.42,0.34,0.52,6月24日,0.31,6月30日
030619永豐L5,359030 ,434000 ,20 ,0.83,0.8,0.65,0.91,6月11日,0.65,6月30日
03061P元大HV,90650 ,100000 ,8 ,0.91,0.91,0.91,1,6月7日,0.83,6月15日
03062 大華GJ,35540 ,1135000 ,28 ,0.03,0.03,0.01,0.04,6月21日,0.01,6月29日
030620寶來N6,1685510 ,1715000 ,107 ,0.98,0.98,0.92,1.09,6月17日,0.8,6月30日
030621寶來N7,24722870 ,25233000 ,417 ,0.98,1.04,0.68,1.32,6月21日,0.68,6月30日
030622寶來N8,12850 ,22000 ,4 ,0.58,0.58,0.6,0.6,6月15日,0.57,6月14日
030623寶來N9,7369420 ,8965000 ,211 ,0.82,0.87,1.01,1.32,6月29日,0.6,6月10日
030624寶來AA,677300 ,772000 ,40 ,0.88,0.83,0.77,1.06,6月21日,0.67,6月11日
030625永昌16,10900 ,8000 ,3 ,1.36,1.36,1.31,1.42,6月17日,1.31,6月18日
030626永昌17,2976440 ,2156000 ,33 ,1.38,1.32,1.23,1.62,6月24日,1.08,6月18日
030627永昌18,881920 ,899000 ,30 ,0.98,1.03,0.83,1.28,6月24日,0.81,6月14日
030628永昌19,38870 ,92000 ,8 ,0.42,0.66,0.5,0.84,6月17日,0.38,6月30日
030629永昌20,230920 ,331000 ,12 ,0.7,0.62,0.35,0.76,6月15日,0.35,6月30日
03062P元大HZ,618660 ,506000 ,16 ,1.22,1.14,1.15,1.25,6月1日,0.87,6月24日
03063 大華GK,4460 ,179000 ,2 ,0.02,0.02,0.01,0.04,6月15日,0.01,6月30日
030630永昌21,154430 ,194000 ,13 ,0.8,1,0.84,1.07,6月21日,0.62,6月30日
030631永昌22,8750 ,10000 ,2 ,0.88,0.88,0.88,0.88,6月21日,0.87,6月14日
030632永昌23,1539350 ,944000 ,69 ,1.63,1.75,1.87,2.22,6月28日,1.29,6月14日
030633永昌24,1967230 ,1369000 ,57 ,1.44,1.41,1.26,1.71,6月23日,1.13,6月30日
030635凱基C4,552170 ,317000 ,28 ,1.74,1.65,1.36,1.89,6月24日,1.36,6月30日
030636凱基C5,3390620 ,1233000 ,65 ,2.75,2.63,2.59,3.04,6月29日,2.25,6月17日
030637凱基C6,2072810 ,1715000 ,54 ,1.21,1.11,0.99,1.34,6月28日,0.8,6月28日
030638凱基C7,188680 ,178000 ,1 ,1.06,1.06,1.06,1.06,6月29日,1.06,6月29日
030639凱基C8,1955050 ,1809000 ,89 ,1.08,0.98,0.74,1.24,6月24日,0.67,6月30日
03063P凱基A8,60400 ,42000 ,3 ,1.44,1.46,1.5,1.5,6月30日,1.41,6月14日
03064 大華GL,6040 ,561000 ,27 ,0.01,0.01,0.01,0.03,6月8日,0.01,6月30日
030640凱基C9,485280 ,488000 ,20 ,0.99,1.03,0.95,1.12,6月17日,0.95,6月30日
030641凱基D1,3560940 ,3864000 ,100 ,0.92,0.91,0.55,1.16,6月21日,0.55,6月30日
030642凱基D3,5503200 ,3464000 ,118 ,1.59,1.71,1.1,2.22,6月21日,1.06,6月30日
030643凱基D4,15500 ,10000 ,2 ,1.55,1.55,1.58,1.58,6月29日,1.52,6月28日
030645凱基D6,1587330 ,1037000 ,39 ,1.53,1.35,0.84,1.65,6月17日,0.84,6月30日
030646富邦HG,1437810 ,1032000 ,36 ,1.39,1.39,1.27,1.56,6月23日,1.27,6月28日
030647富邦HH,871680 ,709000 ,42 ,1.23,1.21,1.08,1.33,6月28日,1.04,6月30日
030648富邦HJ,243990 ,319000 ,17 ,0.76,0.81,0.7,0.92,6月23日,0.67,6月30日
030649富邦HK,5436660 ,2131000 ,47 ,2.55,2.7,2.21,3,6月18日,2.14,6月30日
03064P元大JD,23981300 ,7132000 ,186 ,3.36,3.56,5.15,5.15,6月30日,2.78,6月4日
03065 大華GM,432980 ,416000 ,6 ,1.04,0.91,0.75,1.14,6月4日,0.75,6月10日
030650富邦HL,1216620 ,1343000 ,80 ,0.91,0.91,0.72,1.02,6月15日,0.72,6月30日
030651富邦HM,5108420 ,2465000 ,89 ,2.07,2,1.56,2.32,6月21日,1.51,6月30日
030652永豐L6,164940 ,224000 ,14 ,0.74,0.88,0.59,1.13,6月21日,0.59,6月30日
030653永豐L7,56240 ,66000 ,5 ,0.85,0.71,0.6,0.88,6月21日,0.6,6月30日
030654永豐L8,1967830 ,2211000 ,54 ,0.89,1.04,0.93,1.15,6月22日,0.8,6月30日
030656工銀MK,1177170 ,1191000 ,15 ,0.99,0.97,0.95,1.05,6月23日,0.95,6月24日
030657工銀ML,81180 ,82000 ,4 ,0.99,0.99,0.96,1.02,6月17日,0.96,6月18日
030658工銀MM,162080 ,93000 ,16 ,1.74,1.82,1.56,1.97,6月29日,1.5,6月30日
030659工銀MN,180590 ,200000 ,25 ,0.9,0.9,0.8,0.98,6月15日,0.8,6月30日
03065P永豐K1,3040880 ,3132000 ,104 ,0.97,0.9,0.89,1.13,6月9日,0.72,6月24日
03066 統一AI,123900 ,800000 ,23 ,0.15,0.16,0.13,0.25,6月8日,0.1,6月7日
030660工銀MP,1870 ,2000 ,2 ,0.94,0.94,0.97,0.97,6月28日,0.9,6月25日
030661工銀MQ,6840 ,6000 ,2 ,1.14,1.14,1.18,1.18,6月21日,1.1,6月18日
030662工銀MS,81650 ,76000 ,9 ,1.07,1.06,0.9,1.18,6月22日,0.9,6月30日
030663亞東LC,247330 ,326000 ,28 ,0.76,0.75,0.51,0.91,6月23日,0.51,6月30日
030664亞東LD,585350 ,515000 ,26 ,1.14,1.24,0.98,1.58,6月22日,0.8,6月15日
030665亞東LE,411200 ,310000 ,9 ,1.33,1.34,1.22,1.39,6月24日,1.22,6月25日
030666亞東LF,157290 ,162000 ,17 ,0.97,0.93,0.74,1.04,6月22日,0.74,6月29日
030667亞東LG,635190 ,756000 ,30 ,0.84,0.88,0.79,1.06,6月24日,0.68,6月14日
030668亞東LH,113240 ,165000 ,19 ,0.69,0.67,0.54,0.82,6月22日,0.54,6月30日
030669兆豐CT,1334820 ,1210000 ,64 ,1.1,1.12,0.97,1.35,6月25日,0.85,6月30日
03066P富邦GQ,2108050 ,2057000 ,91 ,1.02,0.98,1.03,1.38,6月9日,0.75,6月21日
030670兆豐CU,5680 ,6000 ,5 ,0.95,0.94,0.97,0.99,6月17日,0.91,6月18日
030671兆豐CV,3078360 ,1945000 ,141 ,1.58,1.59,1.61,1.78,6月17日,1.39,6月30日
030672兆豐CW,1587950 ,1105000 ,51 ,1.44,1.46,1.15,1.63,6月23日,1.11,6月30日
030673兆豐CX,254420 ,189000 ,23 ,1.35,1.39,1.1,1.61,6月21日,1.1,6月30日
030674兆豐CY,290570 ,109000 ,14 ,2.67,2.59,2.45,2.99,6月28日,2.19,6月25日
030675兆豐CZ,4898280 ,4485000 ,111 ,1.09,1.14,0.86,1.35,6月14日,0.86,6月30日
030676兆豐DA,259580 ,248000 ,19 ,1.05,1.07,1.04,1.13,6月24日,1,6月15日
030677兆豐DB,475580 ,386000 ,22 ,1.23,1.29,1.34,1.4,6月22日,1.16,6月11日
030678兆豐DC,1411160 ,1032000 ,45 ,1.37,1.34,1.08,1.53,6月22日,1.08,6月30日
030679兆豐DD,4929940 ,1729000 ,81 ,2.85,2.72,2.1,3.13,6月21日,2.1,6月30日
03067P日盛A9,3071980 ,5308000 ,249 ,0.58,0.64,0.65,0.95,6月9日,0.46,6月21日
03068 統一AK,18340 ,488000 ,17 ,0.04,0.04,0.02,0.1,6月17日,0.02,6月30日
030680兆豐DE,330690 ,209000 ,4 ,1.58,1.64,1.54,1.75,6月23日,1.54,6月29日
030681統一JE,2907250 ,2938000 ,93 ,0.99,1.09,0.79,1.29,6月22日,0.76,6月30日
030682統一JG,2319570 ,1896000 ,120 ,1.22,1.23,0.94,1.48,6月21日,0.88,6月30日
030683統一JH,5571240 ,5523000 ,109 ,1.01,1.09,0.78,1.39,6月22日,0.74,6月30日
030684國泰JU,530340 ,544000 ,27 ,0.97,0.98,0.92,1.05,6月17日,0.83,6月30日
030686大華3L,3013830 ,2049000 ,87 ,1.47,1.46,1.27,1.73,6月24日,1.23,6月30日
030687大華3M,402420 ,108000 ,5 ,3.73,3.81,2.8,4.48,6月17日,2.77,6月30日
030688日盛D4,7142710 ,4416000 ,79 ,1.62,1.59,1.32,1.8,6月21日,1.27,6月30日
030689日盛D5,488470 ,330000 ,10 ,1.48,1.56,1.4,1.71,6月15日,1.4,6月28日
03068P日盛B1,3876950 ,4915000 ,153 ,0.79,0.81,0.87,1.09,6月9日,0.64,6月21日
03069 統一AL,38330 ,122000 ,8 ,0.31,0.19,0.01,1.15,6月23日,0.01,6月23日
030690日盛D6,4713300 ,3163000 ,86 ,1.49,1.63,1.37,2.23,6月24日,1.31,6月30日
030691凱基D8,182990 ,107000 ,9 ,1.71,1.7,1.48,1.99,6月23日,1.48,6月30日
030692凱基D9,352410 ,315000 ,26 ,1.12,1.07,0.75,1.32,6月24日,0.75,6月30日
030693凱基E1,1434550 ,795000 ,42 ,1.8,1.66,1.5,2.05,6月28日,1.5,6月30日
030694凱基E2,265060 ,155000 ,26 ,1.71,1.65,1.51,1.95,6月23日,1.4,6月30日
030695凱基E3,914740 ,626000 ,8 ,1.46,1.46,1.27,1.57,6月22日,1.27,6月30日
030696凱基E4,1560970 ,1085000 ,67 ,1.44,1.39,1.27,1.58,6月23日,1.09,6月14日
030697凱基E5,6983680 ,5988000 ,166 ,1.17,1.23,0.77,1.53,6月17日,0.47,6月28日
030698凱基E6,7703500 ,4414000 ,77 ,1.75,1.65,1.06,1.93,6月18日,1.05,6月30日
030699凱基E7,2424910 ,2312000 ,81 ,1.05,1.03,1.09,1.25,6月28日,0.85,6月18日
03069P日盛B4,17399310 ,16370000 ,376 ,1.06,1.13,1.37,1.78,6月8日,0.83,6月21日
03070 統一AM,816970 ,6615000 ,415 ,0.12,0.09,0.01,0.35,6月1日,0.01,6月30日
030700凱基E8,155160 ,202000 ,6 ,0.77,0.77,0.68,0.88,6月24日,0.68,6月25日
030704群益M9,185630 ,250000 ,19 ,0.74,0.72,0.57,0.8,6月24日,0.57,6月30日
030705群益N1,1183970 ,1265000 ,37 ,0.94,0.91,0.71,1.09,6月18日,0.71,6月30日
030706群益N2,310870 ,157000 ,40 ,1.98,1.95,1.46,2.38,6月21日,1.36,6月30日
030707元大KR,11964890 ,10522000 ,271 ,1.14,1.1,0.71,1.36,6月21日,0.71,6月30日
030708元大KS,1263870 ,1120000 ,98 ,1.13,1.16,1.13,1.3,6月21日,0.97,6月30日
030709元大KU,2493360 ,2010000 ,59 ,1.24,1.24,1.27,1.36,6月17日,1.16,6月24日
03070P日盛B6,201850 ,262000 ,28 ,0.77,0.75,0.91,1,6月9日,0.61,6月21日
03071 統一AN,700 ,10000 ,1 ,0.07,0.07,0.07,0.07,6月10日,0.07,6月10日
030710元大KW,67200 ,77000 ,12 ,0.87,0.79,0.56,1.18,6月14日,0.56,6月30日
030711永昌25,24180 ,28000 ,3 ,0.86,0.86,0.92,0.92,6月23日,0.8,6月17日
030713永昌27,148970 ,182000 ,12 ,0.82,0.81,0.83,0.9,6月21日,0.79,6月28日
030715永昌29,503670 ,632000 ,14 ,0.8,0.79,0.58,0.99,6月22日,0.4,6月30日
030716永昌31,2154220 ,1250000 ,29 ,1.72,1.74,1.52,2.14,6月29日,1.52,6月30日
030717永昌32,461370 ,462000 ,37 ,1,1,0.84,1.11,6月21日,0.81,6月30日
030719永豐M1,13700 ,20000 ,3 ,0.68,0.67,0.68,0.72,6月17日,0.66,6月15日
03071P元大JP,3454130 ,3374000 ,114 ,1.02,1.03,1.05,2.21,6月8日,0.82,6月21日
03072 統一AP,119200 ,30000 ,3 ,3.97,3.97,4.93,4.93,6月29日,3.3,6月17日
030720永豐M2,125400 ,230000 ,7 ,0.55,0.59,0.42,0.67,6月22日,0.42,6月30日
030721永豐M3,132220 ,174000 ,8 ,0.76,0.79,0.74,0.83,6月28日,0.69,6月25日
030723永豐M5,6231450 ,10947000 ,184 ,0.57,0.57,0.51,0.62,6月21日,0.51,6月29日
030726工銀MU,146880 ,166000 ,21 ,0.88,0.84,0.49,1.09,6月17日,0.49,6月30日
030727工銀MV,4808160 ,4951000 ,62 ,0.97,1.09,0.84,1.22,6月21日,0.82,6月30日
030728工銀MW,12720 ,12000 ,4 ,1.06,1.08,1.15,1.15,6月28日,1,6月25日
030729工銀MX,1003940 ,643000 ,9 ,1.56,1.57,1.54,1.67,6月23日,1.49,6月18日
03072P寶來J7,7260760 ,6317000 ,161 ,1.15,1.12,1.34,1.35,6月30日,0.88,6月21日
03073 統一AQ,21270 ,670000 ,15 ,0.03,0.05,0.01,0.09,6月11日,0.01,6月30日
030730元大KX,2900920 ,2143000 ,78 ,1.35,1.32,1.09,1.57,6月22日,1.07,6月30日
030731元大KY,2909790 ,1455000 ,140 ,2,2.3,1.23,3.06,6月15日,1.23,6月30日
030732元大LA,660840 ,1601000 ,59 ,0.41,0.42,0.37,0.46,6月22日,0.36,6月30日
030733元大LB,2773050 ,2683000 ,85 ,1.03,1.02,0.8,1.23,6月24日,0.8,6月30日
030734元大LD,3782040 ,3708000 ,60 ,1.02,1.05,1.02,1.17,6月21日,0.97,6月29日
030735統一JK,1585700 ,905000 ,58 ,1.75,1.72,1.51,2.17,6月29日,1.43,6月30日
030736統一JL,99000 ,99000 ,1 ,1,1,1,1,6月29日,1,6月29日
030737大華3P,1484520 ,1443000 ,26 ,1.03,1,0.94,1.12,6月29日,0.87,6月30日
030738大華3Q,4909950 ,1316000 ,25 ,3.73,3.73,3.23,4.06,6月24日,3.1,6月30日
030739日盛D8,9252270 ,8934000 ,134 ,1.04,1.03,0.68,1.27,6月21日,0.68,6月30日
03073P統一IR,5461890 ,6069000 ,173 ,0.9,0.91,0.88,1.23,6月7日,0.73,6月21日
030740日盛D9,1600 ,2000 ,1 ,0.8,0.8,0.8,0.8,6月23日,0.8,6月23日
030747統一JN,947050 ,1337000 ,59 ,0.71,0.98,0.58,1.37,6月17日,0.58,6月30日
030748統一JP,64630 ,42000 ,12 ,1.54,1.52,1.35,1.87,6月24日,1.35,6月30日
030749統一JQ,16326130 ,13682000 ,223 ,1.19,1.2,0.67,1.6,6月21日,0.66,6月30日
03074P統一AR,1443070 ,828000 ,75 ,1.74,1.74,2.03,2.45,6月2日,1.1,6月23日
03075 第一33,2008740 ,2773000 ,167 ,0.72,0.72,0.21,0.98,6月18日,0.21,6月30日
030750統一JR,87550 ,225000 ,7 ,0.39,0.48,0.38,0.55,6月25日,0.38,6月30日
030751統一JS,707940 ,689000 ,15 ,1.03,1,0.72,1.19,6月21日,0.72,6月30日
030752國泰JV,1276810 ,1131000 ,18 ,1.13,1.24,1.04,1.45,6月21日,1,6月30日
030753元大LE,2678470 ,2016000 ,33 ,1.33,1.42,1.1,1.69,6月21日,1.03,6月30日
030754元大LF,339800 ,480000 ,22 ,0.71,0.72,0.64,0.79,6月22日,0.6,6月30日
030755元大LG,375110 ,272000 ,13 ,1.38,1.49,1.26,1.64,6月29日,1.19,6月30日
030756元大LH,10532340 ,7028000 ,177 ,1.5,1.58,1.12,1.91,6月22日,1.12,6月30日
030757元大LK,233470 ,162000 ,16 ,1.44,1.44,1.29,1.61,6月22日,1.26,6月28日
030758元大LL,147580 ,143000 ,15 ,1.03,1.02,0.98,1.18,6月22日,0.87,6月18日
030759元大LM,250140 ,270000 ,6 ,0.93,0.97,0.91,1.15,6月23日,0.88,6月28日
03075P國泰JR,75230 ,96000 ,12 ,0.78,0.72,0.66,1,6月8日,0.56,6月21日
030760凱基E9,730450 ,153000 ,15 ,4.77,4.57,3.7,5,6月22日,3.7,6月30日
030761凱基F3,1331540 ,1134000 ,94 ,1.17,1.17,1.23,1.4,6月24日,0.86,6月18日
030762凱基F4,218570 ,131000 ,12 ,1.67,1.53,1.32,1.71,6月21日,1.32,6月30日
030763凱基F5,115900 ,75000 ,6 ,1.55,1.67,1.42,1.94,6月23日,1.42,6月30日
030764凱基F6,858160 ,837000 ,54 ,1.03,1.1,0.85,1.31,6月22日,0.81,6月30日
030765凱基F7,1506440 ,889000 ,66 ,1.69,1.61,1.33,2.13,6月24日,1.21,6月30日
030767永豐M8,185100 ,280000 ,7 ,0.66,0.78,0.69,0.88,6月22日,0.65,6月30日
030768永豐M9,17450 ,31000 ,3 ,0.56,0.57,0.57,0.57,6月30日,0.55,6月30日
030769永豐N1,248300 ,655000 ,20 ,0.38,0.48,0.31,0.69,6月21日,0.31,6月30日
03076P群益L3,10232870 ,4368000 ,103 ,2.34,1.99,1.93,2.67,6月9日,1.6,6月29日
030770永豐N2,369090 ,627000 ,25 ,0.59,0.57,0.47,0.62,6月21日,0.45,6月30日
030772國泰JW,444620 ,326000 ,5 ,1.36,1.36,1.03,1.59,6月22日,1.03,6月30日
030773寶來AB,374580 ,223000 ,27 ,1.68,2.09,1.34,3.03,6月23日,1.34,6月30日
030774寶來AD,52160 ,52000 ,5 ,1,1,0.96,1.05,6月21日,0.96,6月23日
030775寶來AE,24240 ,34000 ,3 ,0.71,0.66,0.51,0.75,6月18日,0.51,6月30日
030776寶來AF,88480 ,174000 ,8 ,0.51,0.64,0.5,0.75,6月22日,0.47,6月30日
030777寶來AG,82390 ,90000 ,8 ,0.92,1.03,0.84,1.27,6月22日,0.82,6月30日
030778寶來AH,423320 ,368000 ,11 ,1.15,1.09,0.92,1.24,6月23日,0.92,6月29日
030779寶來AI,903600 ,619000 ,10 ,1.46,1.35,1.03,1.49,6月23日,1.03,6月30日
03077P群益L4,670790 ,453000 ,19 ,1.48,1.42,1.74,1.74,6月30日,1.19,6月17日
030780寶來AJ,527240 ,616000 ,52 ,0.86,0.84,0.67,1,6月21日,0.55,6月30日
030781寶來AK,53700 ,105000 ,6 ,0.51,0.49,0.42,0.57,6月24日,0.42,6月30日
030782寶來AL,119950 ,90000 ,10 ,1.33,1.3,1.13,1.45,6月22日,1.13,6月25日
030783寶來AM,2640 ,4000 ,2 ,0.66,0.66,0.6,0.72,6月29日,0.6,6月30日
030784寶來AN,876060 ,786000 ,30 ,1.11,1.06,1.04,1.24,6月24日,0.98,6月25日
030785寶來AP,142770 ,131000 ,8 ,1.09,1.08,0.98,1.16,6月25日,0.98,6月28日
030786寶來AQ,107000 ,110000 ,3 ,0.97,0.97,1.03,1.03,6月24日,0.92,6月23日
030787寶來AR,1531640 ,1317000 ,43 ,1.16,1.13,1.04,1.39,6月29日,0.94,6月30日
030788寶來AS,137240 ,120000 ,12 ,1.14,1.17,1.04,1.33,6月22日,1.01,6月30日
030789寶來AT,560180 ,553000 ,13 ,1.01,0.94,0.78,1.07,6月21日,0.76,6月30日
03078P日盛C4,959190 ,2393000 ,95 ,0.4,0.41,0.42,0.55,6月9日,0.35,6月24日
03079 第一37,3550 ,130000 ,5 ,0.03,0.03,0.04,0.04,6月21日,0.02,6月18日
030790寶來AU,626500 ,466000 ,8 ,1.34,1.32,1.3,1.38,6月23日,1.28,6月28日
030791兆豐DF,1135900 ,143000 ,29 ,7.94,7.91,7.25,8.95,6月21日,6.95,6月30日
030792兆豐DG,2393420 ,1610000 ,70 ,1.49,1.46,1.21,1.8,6月23日,1.21,6月30日
030793兆豐DH,1055430 ,607000 ,12 ,1.74,1.79,1.66,1.99,6月28日,1.59,6月30日
030794兆豐DJ,36600 ,40000 ,2 ,0.92,0.92,0.9,0.93,6月24日,0.9,6月25日
030795兆豐DK,1310350 ,1105000 ,109 ,1.19,1.19,1.03,1.4,6月24日,1.02,6月29日
030796兆豐DL,1374060 ,842000 ,22 ,1.63,2.03,1.5,2.52,6月24日,1.43,6月30日
030797兆豐DM,99720 ,77000 ,3 ,1.3,1.25,1.13,1.38,6月29日,1.13,6月30日
030799兆豐DP,635520 ,517000 ,43 ,1.23,1.14,0.88,1.34,6月24日,0.87,6月30日
03079P日盛C5,1093230 ,900000 ,58 ,1.21,1.19,1.75,1.75,6月30日,0.91,6月14日
03080 元富JF,327510 ,3517000 ,112 ,0.09,0.09,0.06,0.16,6月28日,0.03,6月9日
030800兆豐DQ,1024750 ,441000 ,31 ,2.32,2.47,2.33,2.96,6月24日,1.99,6月30日
030801兆豐DR,311660 ,103000 ,13 ,3.03,3.12,2.75,3.48,6月29日,2.75,6月30日
030802兆豐DS,1917090 ,572000 ,32 ,3.35,3.88,3.32,5.15,6月30日,3.3,6月30日
030803兆豐DT,89100 ,70000 ,5 ,1.27,1.27,1.15,1.36,6月24日,1.15,6月28日
030804兆豐DU,40500 ,35000 ,5 ,1.16,1.16,1.08,1.26,6月29日,1.08,6月30日
030805兆豐DV,34350 ,65000 ,3 ,0.53,0.54,0.51,0.57,6月29日,0.49,6月30日
030806大華3U,175100 ,160000 ,9 ,1.09,1.08,1.1,1.11,6月29日,1.06,6月28日
030808大華3W,21760 ,18000 ,5 ,1.21,1.24,1.27,1.31,6月24日,1.13,6月23日
030809群益N3,22500 ,10000 ,1 ,2.25,2.25,2.25,2.25,6月30日,2.25,6月30日
03080P日盛C6,5412220 ,6019000 ,170 ,0.9,0.96,1.1,1.38,6月8日,0.75,6月21日
03081 元富JG,895920 ,372000 ,12 ,2.41,2.51,2.45,2.58,6月25日,2.35,6月1日
030810群益N4,2786220 ,1672000 ,55 ,1.67,1.84,1.99,2.22,6月29日,1.27,6月24日
030811群益N5,45300 ,30000 ,1 ,1.51,1.51,1.51,1.51,6月28日,1.51,6月28日
030812群益N6,90850 ,40000 ,3 ,2.27,2.28,2.29,2.32,6月24日,2.22,6月25日
030813群益N7,2400 ,3000 ,1 ,0.8,0.8,0.8,0.8,6月30日,0.8,6月30日
030814群益N8,271240 ,158000 ,14 ,1.72,1.86,1.43,2.23,6月24日,1.42,6月30日
030815元富59,548950 ,684000 ,35 ,0.8,0.79,0.73,0.87,6月28日,0.73,6月30日
030817元富61,32960 ,36000 ,6 ,0.92,0.85,0.67,0.95,6月28日,0.67,6月30日
030819元富63,109500 ,105000 ,6 ,1.04,1.01,0.94,1.09,6月25日,0.94,6月30日
03081P大華3B,2337930 ,4323000 ,89 ,0.54,0.57,0.56,0.72,6月15日,0.48,6月29日
03082 元富JH,2673690 ,2519000 ,194 ,1.06,1.1,0.48,1.54,6月15日,0.28,6月30日
030820元富64,23100 ,20000 ,3 ,1.16,1.19,1.05,1.3,6月23日,1.05,6月29日
030821元富65,27600 ,20000 ,1 ,1.38,1.38,1.38,1.38,6月24日,1.38,6月24日
030822元富66,9600 ,10000 ,1 ,0.96,0.96,0.96,0.96,6月22日,0.96,6月22日
