櫃檯買賣股票成交資料彙總表  The Trading Summary of Listed Stocks,,,,,,,,,,,,,,,
"101年3月 Mar., 12",,,,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 394,896,730,495元",,,,,,"3. 櫃檯買賣月總成交筆數： 4,375,348筆",,,,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Number of Transactions,,,,,,,,,
"2. 櫃檯買賣股票月總成交量： 10,181,868,705股",,,,,,4. 成交量週轉率： 15.41%（以上櫃股數計算）,,,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Turnover Rate,,,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading 　Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
　（ 筆 ）　　
Total Transactions",       成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield, 週轉率（%）　 　Turnover Rate, 淨值比（%）　　PBR,,
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,,,
4728,雙美    ,1004930305,23539391,15041,42.69,47.3,38.25,42.11,40,32.26,0,43.22,3.59,,
4735,豪展    ,11731090,918858,426,12.76,14.05,11.05,12.75,11.5,N/A,4.35,3.2,0.94,,
4736,泰博    ,113266041,2230611,1466,50.77,53.9,47.65,51.16,50,14.53,8.26,3.53,1.62,,
4743,合一    ,412361723,16872377,9432,24.44,26.5,22.45,24.06,23,191.67,1.96,14.5,1.96,,
4911,德英    ,92411702,1518106,1261,60.87,62.8,55.9,60.85,60.3,603,0,2.76,3.96,,
8403,盛弘    ,144800495,4715710,2807,30.7,32.6,27.65,30.43,29.25,25.43,6.15,10.85,1.55,,
8908,欣雄    ,7167494,322527,257,22.22,23.4,21,22.17,22,23.91,6.36,0.36,1.89,,
8917,欣泰    ,4885030,114052,47,42.83,43.1,42.1,42.89,43,21.29,5.11,0.1,2.76,,
8927,北基加油,38585475,2696284,531,14.31,14.8,13.55,14.18,14.45,17.41,2.08,2.39,1.25,,
8931,大園汽電,134077588,8144652,3766,16.46,18.15,15.4,16.22,16.15,25.63,5.57,7.64,1.18,,
3073,普格    ,584697611,30430110,10808,19.21,22.3,13,17.53,22.3,N/A,0,62.21,1.62,,
3087,翔準    ,299918996,22601828,5393,13.26,14.3,12.25,13.04,12.5,11.57,0,8.58,0.84,,
3105,穩懋    ,5182542612,107092843,48316,48.39,52.8,43,48.25,45.35,23.02,1.81,16.51,2.93,,
3169,亞信電子,1279938933,28639726,14214,44.69,50,37.5,43.86,41.15,20.99,6.08,54.02,2.72,,
3188,安茂    ,11560107,1465792,740,7.88,8.6,7.16,7.84,7.55,N/A,0,3.25,0.86,,
3219,倚強科技,6229920,943206,207,6.6,7.53,5.37,6.4,6.8,N/A,0,1.69,2.18,,
3227,原相科技,2076528221,25026810,17270,82.97,90.6,75,81.92,77.4,20.42,6.2,19.07,1.73,,
3228,金麗科  ,43036970,1597202,1266,26.94,29.9,24.05,26.44,25.7,N/A,0,2.7,2.67,,
3252,海灣科技,5098663,256799,218,19.85,21.8,18.1,20.06,19,23.75,0,0.73,3.32,,
3259,鑫創科技,99079868,6506166,2477,15.22,16.5,12.8,14.68,14.45,N/A,0,10.4,1.18,,
3260,威剛科技,1705093909,42731068,21409,39.9,44.6,34.9,39.2,36.7,111.21,0,18.93,1.18,,
3264,欣銓科技,1499058559,65845502,25669,22.76,24.4,20.85,22.88,22.8,12.67,9.21,14.47,1.29,,
3265,台星科  ,1645027890,48136636,22148,34.17,36.45,30.9,33.94,32.9,10.06,5.05,35.33,1.49,,
3268,海德威  ,28576248,2400970,1196,11.9,13.35,9.65,11.43,10.25,N/A,0,5.63,1.12,,
3291,遠翔科技,278465997,8725805,4601,31.91,34.3,28.6,30.9,31.3,11.51,7.83,25.03,2.05,,
3317,尼克森  ,97632064,6008890,2938,16.24,18.1,14.2,16.08,14.7,N/A,2.72,9.81,0.6,,
3372,典範    ,92191938,16806172,4630,5.48,6.22,4.75,5.42,5.14,N/A,0,5.56,0.49,,
3438,類比科  ,537044947,10783982,6455,49.8,53.7,43.8,48.68,44.9,16.57,7.13,27.93,1.71,,
3527,聚積    ,1567095488,11951452,9000,131.12,140,119,130.15,123.5,13.89,6.48,36.05,2.59,,
3529,力旺電子,2224071018,26391118,16261,84.27,95.1,73.5,82.8,76,38,3.29,34.45,3.59,,
3553,力積電子,454112785,21045577,10860,21.57,23.7,19,21.37,20.05,N/A,10.97,32.88,1.58,,
3555,擎泰    ,2956816946,33017052,25300,89.55,97,72.2,88.72,74.8,13.45,12.03,51.72,2.21,,
3556,禾瑞亞  ,2557351941,33761861,22839,75.74,80.8,68.1,73.56,70.5,14.16,3.97,71.4,3.21,,
3567,逸昌    ,9967451,1030215,565,9.67,10.1,9.07,9.71,9.21,N/A,16.61,2.58,0.73,,
3582,凌耀    ,3674543846,22870658,16637,160.66,175,144,157.95,150,19.74,3.68,63.8,4.71,,
3680,家登    ,788262031,12280148,8120,64.18,74.6,44.4,61.07,67.2,28.47,2.98,29.54,4.02,,
4947,F-昂寶  ,708551963,5827782,4385,121.58,135,104.5,121.89,120,13.61,0,13.7,3.22,,
4966,F-譜瑞  ,1382963302,3433143,2680,402.82,485,325,424.45,339.5,29.57,0,6.71,7.74,,
5302,太欣半導,15868113,1759007,756,9.02,9.46,8.5,9.06,8.89,N/A,0,1.08,1.29,,
5314,世紀民生,1759111003,101472138,35221,17.33,18.95,15,16.85,11.2,N/A,0,90.27,1.47,,
5326,漢磊科技,875410669,70906961,18400,12.34,13.2,10.7,12.11,12.05,13.49,0,21.71,1,,
5344,立衛科技,5274744,420386,322,12.54,13.3,11.4,12.61,0,28.02,7.72,0.53,1.02,,
5346,力晶    ,318144537,276156704,18044,1.15,1.35,0.97,1.15,1.1,N/A,0,4.98,0.58,,
5347,世界先進,960558109,74631729,18114,12.87,13.5,12.3,12.84,12.75,23.18,4.71,4.61,1.02,,
5351,鈺創科技,345981630,30041832,9889,11.51,12.65,9.55,11.32,10,N/A,3.2,6.64,0.88,,
5425,台半    ,434606787,25293327,8847,17.18,18.15,15.75,17.07,16.25,10.16,7.38,10.37,0.82,,
5455,訊利電業,7692466,1263398,642,6.08,6.58,5.48,6.01,5.5,N/A,0,3.44,1.1,,
5466,泰林科技,1509067284,107487833,31786,14.03,15.55,11.5,14.07,13.65,23.53,7.33,44.01,0.88,,
5468,凱鈺科技,24694176,2112441,976,11.68,12.95,9.86,11.34,11.3,N/A,0,4.71,1.3,,
5483,中美晶  ,10235727522,178605373,96216,57.3,61.8,49.45,57.03,51.4,52.99,10.7,40.31,1.2,,
5487,通泰    ,71038398,4531624,1898,15.67,16.95,14.2,14.79,15.7,17.07,6.37,10.24,0.96,,
6103,合邦電子,273486,89472,82,3.06,3.58,2.72,3.05,2.78,N/A,0,0.16,2.04,,
6104,創惟科技,919829987,34800474,16794,26.43,28.1,23.3,25.96,24.4,N/A,0,40.22,1.55,,
6129,普誠科技,224770333,18297721,6389,12.28,13.1,10.9,12.15,11.35,59.74,8.81,10.11,0.92,,
6130,基因科技,9241518,120401,188,76.74,84.3,72.5,78.89,75.7,13.66,0,0.49,7.53,,
6138,茂達電子,1123120386,48348255,20691,23.22,25.05,20.85,22.65,22.4,22.18,6.7,37.13,1.44,,
6147,頎邦科技,7636766521,208076453,81766,36.7,39.2,33.1,36.33,38.25,12.84,5.23,35.4,1.38,,
6182,合晶科技,2045510651,76590463,37044,26.7,28.95,22.4,26.26,23.4,78,5.56,27.18,0.91,,
6198,凌泰科技,4595966,690738,358,6.65,7.2,5.88,6.63,6.12,N/A,0,1.98,0.91,,
6223,旺矽科技,2525782213,31352735,20104,80.56,84.9,71.5,79.8,74,9.18,7.82,39.89,1.83,,
6229,研通科技,29929978,2518072,1139,11.88,12.45,11.2,11.72,11.75,28.66,9.28,7.04,0.94,,
6233,旺玖科技,266317448,14560803,6855,18.29,20.1,15.2,17.91,16.15,N/A,0,16.54,1.06,,
6236,凌越科技,1068030,56933,40,18.75,21.5,16.3,18.99,16.3,33.96,0,0.86,2.91,,
6237,驊訊電子,323044810,13422293,7164,24.06,26.5,20.7,23.57,21.2,N/A,0,17.43,1.08,,
6261,久元電子,2972809745,35106048,22633,84.68,90,78,83.91,81.3,12.51,5.85,32.97,1.82,,
6287,元隆電子,27727543,4195880,1836,6.6,7.5,5.5,6.13,7.2,N/A,0,3.02,0.97,,
6291,沛亨半導,14634845,2478242,941,5.9,6.4,5.36,5.87,5.5,N/A,0,5.08,1.1,,
8024,佑華微電,86550990,5221764,2221,16.57,17.65,14.6,16.28,15.5,43.06,12.13,9.42,1.02,,
8040,九暘    ,143636225,10146915,4555,14.15,15.15,11.95,13.69,12.5,N/A,8.32,11.46,1.08,,
8054,安國國際,2721700007,51270733,27231,53.08,57.7,45.35,52.18,50.8,12.39,4.92,62.26,1.87,,
8066,政德光電,9622429,3514888,309,2.73,4.5,2.11,3.14,2.51,N/A,0,3.16,50.2,,
8079,誠遠科技,129104027,7779596,3829,16.59,17.4,15,16.28,16.55,9.51,13.11,10.43,1.12,,
8084,巨虹電子,4916850,523686,300,9.38,10,8.51,9.41,8.6,22.63,0,1.3,1.01,,
8086,宏捷科技,4843550165,148303762,64228,32.65,36.5,27.8,32,29.6,54.81,2.36,114.2,2.11,,
8088,品安科技,78557028,6121351,2612,12.83,13.7,11.55,12.63,12.3,18.09,0,13.75,0.88,,
8277,商丞科技,134470271,7062895,3679,19.03,21.6,16,18.48,16.65,N/A,0,10.86,1.33,,
1569,濱川企業,2367124986,32020217,20508,73.92,82.4,66.6,72.73,70.2,23.56,1.23,43.25,2.64,,
3071,協禧電機,120150012,12238298,4081,9.81,10.85,8.4,9.24,8.84,20.09,0,6.63,0.8,,
3088,艾訊    ,84494097,3601398,1696,23.46,24.3,22.25,23.39,22.9,12.31,9.61,4.66,1.47,,
3126,信億科技,113719664,3050892,1544,37.27,40.85,33.8,36.54,37,N/A,0,6.32,5.29,,
3171,天馳科技,6706096,522380,340,12.83,14.2,10.95,12.72,11.65,N/A,0,1,1.19,,
3211,順達科技,17173976141,101304630,65419,169.52,188.5,153,168.56,160,13.71,3.74,77.7,3.58,,
3213,茂訊電腦,226274238,3746858,3125,60.39,63.9,56.5,60.28,58.1,9.65,9.47,6.76,2.78,,
3217,優群科技,60290614,4621685,1805,13.04,13.9,11.6,12.83,12,11.43,12.5,5.54,0.82,,
3287,廣寰科  ,17181936,1509965,627,11.37,12.2,10.25,11.28,10.6,N/A,12.26,3.43,0.93,,
3323,加百裕  ,1284909624,50449115,20642,25.46,28,21.8,24.85,26.8,N/A,5.6,49.48,1.06,,
3325,旭品    ,288268563,16331006,6890,17.65,19.7,14.65,17.45,15.1,N/A,3.25,24.34,0.92,,
3416,融程電  ,57513595,1185782,863,48.5,49.25,46.5,48.51,48,12.87,9.38,2.61,1.95,,
3479,安勤    ,286745287,9124492,5414,31.42,34.3,27.35,30.24,32,12.4,8.75,19.72,1.53,,
3483,力致科技,663325410,19988479,9639,33.18,36.5,28.1,32.33,29.35,65.22,1.02,40.83,0.74,,
3489,筌寶    ,34762159,4184035,1544,8.3,9.12,7.3,8.19,7.48,N/A,0,7.92,0.62,,
3521,鴻翊    ,40638833,1687643,960,24.08,25.15,22.5,23.66,23.2,N/A,0,5.34,1.82,,
3540,曜越    ,67375896,2899343,1787,23.23,24.6,21,22.96,21.5,39.09,0,4.76,0.95,,
3577,泓格科技,260583198,7486693,4787,34.8,37.8,31.5,33.99,32.3,13.63,6.16,17.14,1.82,,
3611,鼎翰科技,869877901,8407119,6541,103.46,109.5,96.6,103.28,101,11.04,5.94,24.86,3.25,,
3625,西勝    ,144093729,11738660,2907,12.27,13.1,10.3,11.79,11,N/A,0,20.93,0.86,,
3652,精聯電子,9818062,445150,315,22.05,23.5,20.25,22.04,20.9,35.42,5.5,0.94,0.82,,
4924,F-欣厚  ,933591352,20705732,10119,45.08,49,34.15,42.34,36.55,17.24,3.06,60.59,2.13,,
4987,科誠    ,377329585,7922474,4997,47.62,51.8,43.6,47.81,46.55,13.41,4.3,33.01,1.94,,
5371,中強光電,8405386514,302058591,99636,27.82,29.8,25.5,27.7,27.2,13.01,12.87,41.72,0.95,,
5384,捷元    ,44598537,3814068,1123,11.69,12.7,10.7,11.34,11.5,N/A,0,4.31,0.86,,
5386,青雲國際,0,0,0,0,0,0,0,13.5,N/A,0,0,4.93,,
5426,振發實業,189379146,15583631,3939,12.15,12.8,11.1,11.86,11.75,16.55,7.66,10.84,0.8,,
5438,東友    ,51969448,3318590,1228,15.66,16.3,15,15.71,15.3,218.57,10.46,2.95,1.16,,
5450,寶聯電腦,57773984,3200725,1607,18.05,20.05,15,17.78,15.9,530,0,6.35,1.26,,
5465,富驊企業,39321453,4489548,1516,8.75,9.7,7.9,8.68,8.9,N/A,0,2.89,0.98,,
5474,聰泰科技,11041797,973132,504,11.34,12.6,10,11.2,10.3,N/A,0,2.89,0.82,,
5490,同亨科技,468660680,13903143,7058,33.7,35.8,31.85,33.23,33.5,12.27,9.91,14.73,1.96,,
6105,瑞傳科技,202282023,7186171,3097,28.14,29,26.95,27.94,27.65,8.67,3.62,6.53,1.04,,
6121,新普科技,12250669597,56248706,37035,217.79,235,203,216.93,222.5,16.91,2.92,20.07,3.91,,
6123,上奇科技,609660447,13712232,7562,44.46,47.9,39.6,43.91,41,14.96,6.83,28.41,2.49,,
6150,撼訊科技,292838648,13444585,6825,21.78,23.5,19.65,21.52,20.1,60.91,13.43,19.18,1.61,,
6160,欣技資訊,114495390,3314069,1907,34.54,36,32.4,34.43,32.9,12.51,7.6,4.67,2.1,,
6161,捷波資訊,416703461,26258290,8233,15.86,17,14.7,15.66,15.85,8.13,1.89,25.28,0.98,,
6188,廣明光電,785621070,32381464,13602,24.26,25.4,21.8,24.09,22.6,12.15,8.85,11.63,0.8,,
6199,精威科技,11054508,1597556,764,6.91,8.38,6.02,6.94,6.43,N/A,0,2.52,1,,
6219,富旺    ,16522556,793928,460,20.81,21.8,20.05,20.84,20.65,N/A,0,0.58,2.52,,
6222,上揚科技,2326921,235287,147,9.88,10.8,9.11,10.01,9.45,N/A,0,0.42,1.18,,
6228,全譜科技,7976285,1070294,408,7.45,7.74,7.13,7.43,7.48,N/A,0,2.6,0.71,,
6247,淇譽電子,30029579,2303351,1220,13.03,13.3,12.7,13.04,12.95,N/A,3.47,3.82,0.89,,
6298,崴強科技,945625889,51109287,18229,18.5,19.8,16.05,17.8,19.25,32.63,1.04,30.29,1.3,,
8050,廣積    ,452486633,9956579,5571,45.44,47.2,41.5,45.47,43.2,11.19,7.66,14.3,1.87,,
8076,伍豐科技,2532273912,53223446,25313,47.57,50.7,39.6,46.75,41.4,125.45,0,31.57,2.85,,
8114,振樺電  ,169318957,3001913,2272,56.4,58.7,53.6,56.44,56.5,10.82,8.02,4.92,2.85,,
8234,新漢    ,637453525,19588855,8758,32.54,34.85,29.95,32.18,31.5,10.16,6.35,20.36,1.84,,
8299,群聯電子,15340603102,60626555,42571,253.03,269,233.5,253.5,252.5,17.25,1.72,33.9,4.18,,
8410,森田印刷,1462350586,25116579,15556,58.22,65.7,49.5,56.63,52.1,12.96,3.84,68.64,1.68,,
3066,李洲科技,7884934,1186580,539,6.64,7.15,6,6.68,6.39,N/A,0,0.78,0.96,,
3128,昇銳電子,49427161,3814348,1478,12.95,14,11.2,12.55,12.9,117.27,0,9.08,0.8,,
3230,錦明實業,23752890,3201898,1130,7.41,7.98,7,7.35,7.28,N/A,0,2.89,0.44,,
3297,杭特電子,25914700,1205535,634,21.49,23.25,19.95,21.56,21.5,23.12,4.6,3.46,0.95,,
3339,泰谷光電,321435942,16517232,7214,19.46,22.1,15.9,19.15,16.45,N/A,6.08,6,1.09,,
3362,先進光  ,146673116,6213825,2379,23.6,27.3,17.9,21.35,24,109.09,0,7.99,2.48,,
3434,哲固資訊,16751648,1763386,369,9.49,10.05,9.06,9.51,9.51,N/A,0,5.38,1.05,,
3441,聯一光學,1942218501,35064738,19304,55.38,61.7,48.7,54.37,57.3,17.31,1.4,111.56,2.33,,
3452,益通光能,1919601599,102934042,40421,18.64,20.55,14.65,18.31,15.3,N/A,0,21.47,0.83,,
3455,由田新技,848782383,25660665,13704,33.07,35.7,28,31.91,29.05,17.71,10.26,42.54,0.94,,
3490,單井    ,64110510,2761246,1435,23.21,24.5,21.6,23.2,22.35,11.52,15.66,7.9,1.02,,
3516,亞帝歐  ,118055124,11473264,3417,10.28,11.2,9.07,9.88,9.23,N/A,0,15.09,0.31,,
3520,振維    ,46698433,3487369,1018,13.39,15,10.5,12.86,14.6,N/A,0,6.8,1.09,,
3522,宏森    ,134211641,8783052,3711,15.28,16.4,12.8,15.05,13.4,14.11,8.96,18.57,0.61,,
3523,迎輝科技,326098268,10157211,3754,32.1,34.4,28,32.21,28.6,N/A,0,10.37,1.09,,
3531,先益電子,60693144,2634423,1378,23.03,24.8,20.75,22.85,21.4,11.51,5.61,4.34,0.75,,
3562,頂晶科技,22583873,1303139,1080,17.33,18.9,15,17.04,15.2,N/A,0,2.49,2.06,,
3615,安可光電,2025829715,24412136,17694,82.98,93.7,71,80.67,72.8,9.44,1.37,53.09,1.77,,
3623,富晶通  ,154399725,8775387,3812,17.59,19.4,14.4,17.12,14.85,N/A,0,15.35,1.43,,
3629,卓韋光電,204992857,8938285,4639,22.93,27,17.6,21.95,20.8,N/A,2.36,33.97,1.69,,
3630,新鉅科  ,3320626108,54534446,33569,60.89,65.3,55.1,60.12,57.5,37.1,5.3,63.4,2.22,,
3685,政翔    ,1115138963,38141369,18082,29.23,31.8,25.75,28.77,27.5,10,7.35,94.76,1.5,,
3691,碩禾    ,5109941393,15388967,13156,332.05,365,281,330.45,293.5,12.56,9.54,34.88,4.02,,
4729,熒茂光學,506658801,20682389,10307,24.49,27.5,19.9,23.82,20.7,N/A,0,20.3,0.86,,
4933,友輝    ,6930684774,43826870,29877,158.13,182,122,157.45,154,20.16,2.6,90.49,3.87,,
4944,兆遠    ,2274370755,67402311,30597,33.74,36.8,29.55,33.14,32.2,N/A,6.83,73.29,1.81,,
5315,光聯科技,115873034,22808292,5237,5.08,6.06,3.9,4.64,5.06,N/A,0,14.35,0.68,,
5392,應華精密,695663904,9809263,6888,70.91,76.7,62.8,69.61,64.5,17.02,6.2,12.6,1.5,,
5395,圓方創新,2223498,149373,140,14.89,16.75,13.1,14.85,15.9,N/A,0,0.59,2.04,,
5432,達威光電,4675559,343490,296,13.61,14.65,12.45,13.16,13.7,12.69,0,1.66,1.58,,
5443,均豪精密,210328613,19799001,6381,10.62,11.35,9.45,10.46,9.68,16.69,7.23,11.07,0.66,,
6125,廣運機械,289923676,20959988,6535,13.83,15.35,12.8,13.87,13.1,N/A,10.38,8.23,0.56,,
6156,松上電子,862239,247762,243,3.48,3.99,3,3.47,3.9,N/A,0,0.3,0.49,,
6167,久正光電,1574230,695233,248,2.26,2.56,1.96,2.25,2.23,18.58,0,0.43,0.56,,
6234,高僑    ,106218647,6657841,2723,15.95,17.75,14.15,15.45,14.55,727.5,0,9.32,0.43,,
6244,茂迪    ,3758752203,65644049,41518,57.25,61.7,48.6,57.7,49.2,N/A,14.23,15.01,1.13,,
6246,臺龍電子,477831267,31792584,12242,15.02,16.25,12.35,14.73,12.95,13.63,0,17.89,1.26,,
6294,智基科技,4087870,117207,125,34.87,37.5,31.35,34.53,35.5,N/A,0,0.76,5.91,,
8049,晶采光電,57137003,8227294,2888,6.94,7.8,6.02,6.91,6.12,N/A,0,7.56,0.58,,
8053,巨擘科技,13652217,2341921,863,5.82,6.41,5.3,5.78,5.5,N/A,0,0.57,0.47,,
8064,東捷科技,78345979,8203707,2603,9.55,10.35,8.89,9.48,9.11,N/A,4.39,6.21,0.61,,
8069,元太科技,13010645282,306212396,137266,42.48,45.7,37.65,42.12,38.6,6.39,6.89,28.35,1.49,,
8071,豐聲科技,14677346,572298,323,25.64,27.1,24,25.76,27,15.7,1.56,1.69,2.09,,
8077,冠華科技,751714,218172,59,3.44,3.74,2.81,3.41,3.42,N/A,0,0.38,1.77,,
8087,華鎂鑫  ,5930164,709261,401,8.36,8.99,7.67,8.01,8.08,N/A,0,2.06,0.69,,
8107,大億科技,33477846,3928806,1418,8.52,9.1,7.7,8.51,7.89,N/A,10.77,2.29,0.49,,
8111,立碁電子,218075387,18984332,6853,11.48,12.5,9.5,11.37,9.85,N/A,7.82,12.78,0.84,,
8240,華宏新技,1849618157,31662333,19403,58.41,63.1,50,57.54,56.2,11.68,5.69,37.25,1.21,,
8266,中日新  ,88916911,15423058,5220,5.76,7.24,4.83,5.75,5.08,N/A,0,13.34,1.31,,
3068,美磊科技,347776543,6867367,3528,50.64,54.4,48.5,50.16,50.3,17.05,8.67,9.53,3.43,,
3095,及成    ,233591624,18588650,6786,12.56,13.5,11.3,12.42,12,600,0,8.54,0.77,,
3152,璟德電子,856352905,8568319,6389,99.94,110.5,87,99.01,90.5,18.47,6.08,12.41,2.46,,
3221,台灣嘉碩,33596867,2793801,1267,12.02,12.5,11.35,12.05,11.6,N/A,10.34,3.28,0.68,,
3234,光環    ,1250552938,47543787,21080,26.3,28.55,22.55,25.79,25.5,17.47,3.92,50.99,1.81,,
3290,東浦    ,1156021806,52088693,19091,22.19,23.85,18.8,21.43,21.6,9.56,2.31,61.78,1.44,,
3306,鼎天國際,265047787,8318623,4469,31.86,35.2,28,31.39,29.8,13.3,5.37,16.44,1.02,,
3363,上詮    ,718061576,18721806,9869,38.35,42,32.4,37.4,33.5,17.91,3.58,31.19,2,,
3431,長天科技,248159851,13684917,5931,18.13,20.55,16.3,17.87,17.35,289.17,0,28.92,2.87,,
3491,昇達科技,1431476005,31167495,16040,45.92,52.5,35.55,45.08,44.05,27.36,4.97,70.15,2.07,,
3499,環天科技,39201633,2695207,1184,14.54,15.6,12.6,13.98,13.2,N/A,0,5.07,0.84,,
3632,研勤科技,358767075,6286624,4898,57.06,64,47,57.24,50.3,36.19,3.58,25.69,2.86,,
4903,聯光通信,321288227,33007003,10429,9.73,10.7,8.7,9.51,8.92,12.56,0,43.33,0.84,,
4905,台聯電訊,93834911,4198347,2200,22.35,23.9,19,21.05,20.8,12.84,2.4,8.29,1.1,,
4907,春雨開發,84248,27157,28,3.1,3.53,2.68,3.11,3.53,N/A,0,0.07,14.12,,
4908,前鼎光電,204267281,6723369,3971,30.38,32.3,27.7,30.1,28.7,12.16,7.32,9,1.95,,
4909,新復興  ,1191764758,28113381,15746,42.39,44.7,38.7,41.45,39.4,12.59,6.85,30.39,1.71,,
4979,華星光  ,938855082,18251715,10242,51.43,56.1,41,50.25,52.3,33.53,0.96,43.9,3.47,,
5304,鼎創達  ,35167221,4584134,2038,7.67,8.79,6.8,7.48,6.87,7.31,0,2.47,1.36,,
5306,訊康科技,370642248,8818296,4650,42.03,47.15,37.4,41.79,40,2000,0,8.56,4.78,,
5348,系通科技,81301986,4387099,2222,18.53,20.6,16.2,18.41,19.3,12.06,0,16.91,1.97,,
5353,台林通信,111876602,9228702,3609,12.12,13.4,10.4,11.8,11.2,18.06,3.21,9.5,0.82,,
6109,亞元科技,10419756,1151058,451,9.05,9.94,8.4,9.18,9.43,N/A,0,1.58,0.96,,
6143,振曜科技,603994281,18549231,9979,32.56,34.5,28.8,32.15,30.2,13.13,6.52,23.02,1.38,,
6163,華電聯網,1897530979,98635720,33266,19.23,22.5,14.55,17.25,19.9,27.64,0,108.49,1.43,,
6170,統振    ,1002388471,38793738,16251,25.83,27.8,22.1,25.02,22.8,17.27,0.57,43.21,1.51,,
6190,萬泰科技,74684278,7685803,2773,9.71,10.45,8.31,9.62,9.75,42.39,3.08,6.11,0.78,,
6218,豪勉科技,314494969,9395400,5099,33.47,36.25,30.6,33.05,31.6,10.06,12.66,16.08,1.86,,
6241,易通展  ,43577077,987701,802,44.11,50.3,33.3,41.95,44.8,N/A,0,4.16,4.63,,
6245,立端科技,1639843331,45111058,18155,36.35,41,28.65,36.02,37.9,16.55,0.66,67.89,2.35,,
6263,普萊德  ,77226411,3287331,1818,23.49,24.6,21.75,23.35,23.2,15.36,6.47,5.65,1.56,,
6264,德士通  ,94746613,8632242,4694,10.97,12.45,9.8,11.15,9.88,141.14,0,6.27,1.36,,
8034,榮群電訊,50812349,8307245,2102,6.11,6.55,5.5,6.01,5.87,N/A,0,13.21,0.74,,
8048,德勝科技,16299343,1276785,690,12.76,13.5,11.75,12.75,12.1,29.51,3.31,2.54,0.98,,
8059,凱碩    ,26450305,3714581,1115,7.12,7.58,6.5,7.1,6.71,N/A,0,4.01,0.69,,
8082,眾星國際,84013541,8863253,3003,9.47,10.4,8.8,9.3,9,N/A,0,15.66,1.48,,
8097,鴻松精密,1449228,222470,195,6.51,7.19,5.81,6.52,5.81,N/A,0,0.55,1.76,,
8171,天宇    ,207650426,7766841,4755,26.73,31.2,22.5,26.06,23.1,16.86,5.19,18.94,1.2,,
1333,恩得利  ,52234166,7018619,2654,7.44,8.64,6.22,7.31,6.67,N/A,0,6.85,1,,
1336,台翰    ,13856668,1049560,424,13.2,14.2,12.5,13.26,12.7,N/A,4.72,1.58,0.5,,
1595,川寶    ,788776547,9639253,7053,81.82,86.9,75,81.01,77.8,9.17,3.86,26.16,1.94,,
1815,富喬    ,7106543706,295492429,83310,24.04,26.4,19.95,23.36,26.2,15.6,3.85,101.69,1.55,,
3078,僑威科技,529864655,38561369,11421,13.74,14.9,12.1,13.36,12.55,14.1,9,16.96,0.88,,
3089,展成科技,287227169,19211043,4024,14.95,16.55,12.25,14.86,16.15,N/A,1.86,36.82,1.5,,
3092,鴻碩精密,29195955,2112746,791,13.81,14.8,12.15,13.91,12.8,16,9.38,3.31,0.69,,
3114,好德科技,20503534,1702711,759,12.04,12.9,11.25,12.16,11.6,17.31,1.72,3.4,0.78,,
3115,寶島極光,5417641,457836,190,11.83,12.2,11.2,11.84,11.65,N/A,0,1.05,1.44,,
3144,新揚科  ,48334378,3632098,1265,13.3,14.25,12.15,13.59,12.45,12.45,0,4.71,2.1,,
3191,和進電子,61974298,6643411,1869,9.32,9.85,8.47,9.16,8.74,11.97,0,12.27,0.59,,
3202,樺晟電子,11677784,1390148,599,8.4,8.93,7.63,8.46,8,N/A,2.5,1.79,0.48,,
3206,志豐電子,598018025,24940371,11122,23.97,26.4,19.25,23.57,23.15,11.08,6.44,64.11,1.37,,
3207,耀勝電子,20328608,1489251,739,13.65,14.5,12.65,13.81,13.2,110,3.03,3.89,0.94,,
3226,至寶電腦,34370311,1352505,605,25.41,27,23.6,25.51,26,N/A,0,2.1,2.89,,
3236,千如電機,87935552,7709198,3123,11.4,12.65,10.35,11.38,10.5,26.92,11.43,16.74,0.74,,
3276,宇環科技,93475158,6901594,2226,13.54,14.6,12.2,13.34,13.1,N/A,0,9.9,1.36,,
3288,點晶科技,233643534,10654871,5669,21.92,24.9,18.6,21.45,20.1,N/A,0,21.4,1.93,,
3294,英濟    ,376242754,22438249,7314,16.76,17.85,14.85,16.4,15.85,7.17,0,16.48,0.7,,
3299,帛漢    ,710263211,18344083,9241,38.71,41.05,34.8,37.84,39.45,10.33,7.6,36.55,1.65,,
3310,佳穎精密,6388799,775460,371,8.23,8.95,7.7,8.13,7.9,N/A,0,1.16,1.37,,
3313,斐成企業,130506547,9234097,2505,14.13,15.1,12.7,14.09,13.35,8.34,0,11.03,0.73,,
3322,建舜電子,17033011,1604373,618,10.61,11.5,9.42,10.6,10.05,N/A,0,1.93,0.8,,
