櫃檯買賣股票成交資料彙總表  The Trading Summary of Listed Stocks,,,,,,,,,,,,,
"101年8月 Aug., 12",,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 223,838,048,868元",,,,,,"3. 櫃檯買賣月總成交筆數： 2,608,643筆",,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Number of Transactions,,,,,,,
"2. 櫃檯買賣股票月總成交量： 5,817,722,221股",,,,,,4. 成交量週轉率： 8.61%（以上櫃股數計算）,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Turnover Rate,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
（ 筆 ）　　
Total Transactions",       成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield, 週轉率（%）　 　Turnover Rate, 淨值比（%）　　PBR
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,
4154,F-康樂  ,443342526,9889725,4543,44.82,46.85,39.1,43.27,44.2,15.34722222,3.57,45.37,2.77
4728,雙美    ,587699001,19032615,11018,30.87,33.25,26,29.14,31.4,44.22535211,1.91,34.95,2.59
4735,豪展    ,7223111,674301,325,10.71,11.5,10.2,10.74,10.9,N/A,4.58,2.35,0.91
4736,泰博    ,227939844,4464027,2964,51.06,54.2,46.1,51.61,46.9,13.06406685,8.52,7.06,1.49
4743,合一    ,229137774,10271150,5284,22.3,23.9,20.4,21.7,23.2,386.6666667,1.93,8.83,1.93
4911,德英    ,141180383,2629380,2024,53.69,55.4,51.6,53.69,53,757.1428571,0,4.78,3.49
6130,基因科技,30438060,474583,552,64.05,82.4,58.2,71.29,70.2,14.01197605,0,1.78,6.51
8403,盛弘    ,791358785,23427463,13851,33.77,36,30.65,33.2,33.85,32.54807692,5.31,53.91,1.75
8406,F-金可  ,2898284617,8405907,7571,344.79,370,309.5,348.56,352,32.71375465,0.65,9.34,8.85
8432,東生華  ,972600002,8853106,5885,109.85,119.5,99,106.93,102.5,21.80851064,4.09,25.36,4.1
8908,欣雄    ,8469887,323897,199,26.14,27.35,25,26.2,25.95,22.37068966,5.39,0.36,2.16
8917,欣泰    ,8502536,194864,73,43.63,47.95,42.1,44.45,43,21.5,4.18,0.16,2.67
8927,北基國際,67924499,5036105,458,13.48,14.25,12.45,13.45,13.75,14.47368421,5.74,4.29,1.18
8931,大園汽電,12725388,936098,424,13.59,14.35,13.2,13.74,13.85,17.09876543,4.33,0.88,1.01
3073,普格    ,646161561,34362177,11919,18.8,21.95,16.4,18.85,16.8,N/A,0,64.66,1.21
3087,翔準    ,108144355,8266100,1257,13.08,13.55,12,12.87,12.1,26.30434783,0,3.41,0.78
3105,穩懋    ,4897785715,127136307,53715,38.52,41.2,34.85,38.13,37.9,14.2481203,2.11,19.6,2.3
3169,亞信電子,511596137,14071993,8243,36.35,39.3,30.65,35.44,36.7,15.10288066,5.44,26.35,2.34
3188,安茂    ,8637361,1213243,526,7.11,7.86,6.36,6.82,7.86,N/A,0,2.69,0.97
3219,倚強科技,312979,78600,33,3.98,5.45,3.54,4.18,3.56,N/A,0,0.14,1.19
3227,原相科技,4493409119,47210199,30336,95.17,103,87.5,93.75,92,29.48717949,3.26,35.64,2.04
3228,金麗科  ,21396813,1004285,711,21.3,22.7,20.3,21.19,20.6,N/A,0,1.7,2.19
3252,海灣科技,712131,50016,67,14.25,15.15,13.65,14.5,13.75,27.5,0,0.14,2.36
3259,鑫創科技,30416933,2224332,1114,13.67,14.6,12.8,13.66,13.45,N/A,0,3.56,1.12
3260,威剛科技,1332632258,36529940,17064,36.48,39,33.4,36.49,34.7,14.45833333,0.86,16.18,1.08
3264,欣銓科技,734207616,35255769,15268,20.82,21.8,19.95,20.89,20.15,12.06586826,6.45,7.65,1.11
3265,台星科  ,1282705930,38162676,17278,33.61,35.7,31.45,33.33,34.65,8.953488372,6.78,28.01,1.5
3268,海德威  ,5790522,679321,416,8.52,9.4,7.72,8.38,8.99,N/A,0,2.22,1.07
3291,遠翔科技,218475532,7121356,3770,30.67,32.5,28.15,30.19,30.3,10.41237113,5.94,20.43,1.92
3317,尼克森  ,29601718,2508973,1286,11.79,12.7,10.7,11.65,12.5,N/A,3.2,4.1,0.53
3372,典範    ,45266356,9422046,2704,4.8,5.04,4.58,4.8,4.89,N/A,0,3.11,0.48
3438,類比科  ,181330201,5039549,3016,35.98,37.8,33.65,35.84,36.55,15.55319149,8.75,13.05,1.37
3527,聚積    ,1715478691,13186284,9224,130.09,134,124,129.56,130.5,12.57225434,6.36,39.77,2.61
3529,力旺電子,3027802094,42875438,26234,70.61,73.8,65,69.69,72,32.72727273,3.47,55.9,3.32
3553,力積電子,114687783,7303262,3868,15.7,16.9,14.15,15.62,15.9,N/A,13.83,11.39,1.28
3555,擎泰    ,752516488,25654486,14212,29.33,34.4,24.6,28.78,27.6,N/A,15.21,40.19,0.85
3556,禾瑞亞  ,646628921,12495961,9150,51.74,56,46.8,50.75,55,20.52238806,8.18,25.91,2.46
3567,逸昌    ,5545876,664992,300,8.33,8.79,7.75,8.22,8.78,N/A,17.42,1.66,0.7
3582,凌耀    ,5347772923,31524629,23136,169.63,181.5,160,168.06,171.5,14.99125874,3.49,87.86,5.03
3658,漢微科  ,3047822211,7845859,6884,388.46,424,350,387.79,408,25.13863216,0.98,11.89,14.26
3675,德微    ,630969736,19252598,10174,32.77,39,25,30.74,35.5,N/A,1.01,43.48,1.78
3680,家登    ,1039127124,16406290,11841,63.33,67.1,58,62.83,58.7,23.01960784,3.4,30.21,3.35
4947,F-昂寶  ,471119128,4355833,3474,108.15,115.5,99.6,107.77,107.5,13.62484157,3.72,10.24,2.86
4966,F-譜瑞  ,6465472764,19460895,15897,332.22,357.5,299,331.59,337,27.13365539,1.02,37.73,7.03
4973,廣穎    ,523096114,14442855,7969,36.21,39.6,32.55,35.51,37.2,8.532110092,5.37,23.99,1.75
5302,太欣半導,2921186,406307,275,7.18,7.75,6.7,7.19,7.2,N/A,0,0.25,1.05
5314,世紀民生,241949839,18313725,7058,13.21,14.1,12,12.87,13.05,N/A,0,30.52,1.25
5326,漢磊科技,195199188,21617176,6449,9.02,9.55,8.3,9.02,9.17,33.96296296,5.45,6.62,0.83
5344,立衛科技,33908449,2403900,1323,14.1,15.1,13.4,14.04,13.45,10.42635659,2.89,3.03,1.12
5346,力晶    ,54951184,119181778,5755,0.46,0.54,0.39,0.47,0.44,N/A,0,2.15,0.51
5347,世界先進,688240909,49336910,17025,13.94,15.65,12.65,13.49,15.15,26.57894737,4.15,3.05,1.2
5351,鈺創科技,178294391,18643671,7308,9.56,10.05,9.07,9.44,9.3,N/A,3.44,4.17,0.86
5425,台半    ,112952810,8344263,3147,13.53,13.95,12.7,13.45,13.65,15.87209302,7.32,3.42,0.68
5455,訊利電業,192964,101753,47,1.89,2.17,1.67,1.91,2.1,N/A,0,0.28,0.47
5466,泰林科技,113003403,10747869,3637,10.51,11.1,9.94,10.4,10.45,N/A,9.56,4.4,0.47
5468,凱鈺科技,3690095,409746,283,9,9.6,8.65,9.08,9.15,N/A,0,0.91,1.11
5483,中美晶  ,3528437708,98910481,53235,35.67,38.5,32.2,35.53,35.55,N/A,2.39,18.91,0.87
5487,通泰    ,16965704,1166349,568,14.54,15.7,13.3,13.98,14.8,14.8,5.67,2.63,0.9
6103,合邦電子,176272,86699,88,2.03,2.29,1.86,2.05,2.29,N/A,0,0.16,1.99
6104,創惟科技,219416510,9598806,5171,22.85,23.9,21.5,22.67,22.5,N/A,0,11.09,1.47
6129,普誠科技,77374737,8017667,2618,9.65,10,9.02,9.56,9.42,49.57894737,5.3,4.43,0.75
6138,茂達電子,466489001,22537419,10199,20.69,21.9,19.2,20.39,21.35,14.42567568,7.16,17.31,1.35
6147,頎邦科技,4941176503,120378029,51075,41.04,44.1,37.6,40.43,43.95,12.38028169,4.55,20.42,1.55
6182,合晶科技,357745028,22648302,11623,15.79,17.4,14.1,15.78,15.8,N/A,1.26,7.9,0.64
6198,凌泰科技,2285814,461327,204,4.95,5.33,4.61,4.91,5.09,N/A,0,1.32,0.77
6223,旺矽科技,841834313,13402212,8299,62.81,66.4,58.5,62.15,61.6,13.71937639,7.3,17.05,1.53
6229,研通科技,13351396,1279533,516,10.43,11.1,9.8,10.42,10.6,1060,4.71,3.58,0.87
6233,旺玖科技,67099457,4917061,2199,13.64,14.5,12.8,13.62,13.45,N/A,0,5.62,0.88
6236,凌越科技,2491172,109331,43,22.77,26.3,18.7,22.36,18.7,N/A,0,1.64,4.06
6237,驊訊電子,112590318,5638406,2966,19.96,21.4,17.7,18.82,20.7,N/A,1.2,7.32,1.06
6261,久元電子,1557474057,21047230,12725,73.99,77.7,69.8,73.52,70.5,12.34676007,7.57,18.65,1.5
6287,元隆電子,4562864,990376,503,4.6,4.96,4.14,4.55,4.29,N/A,0,0.71,0.72
6291,沛亨半導,481435,235570,92,2.04,2.83,1.75,2.06,1.88,N/A,0,0.48,0.42
8024,佑華微電,17986183,1356134,686,13.26,13.9,12.2,13.03,13.5,135,1.7,2.44,0.91
8040,九暘    ,27851430,2833284,1334,9.83,10.5,8.9,9.85,10.05,N/A,10.34,3.2,0.86
8054,安國國際,627351743,13183532,8050,47.58,49.6,44.4,47.23,44.7,10.22883295,7.38,15.96,1.57
8066,政德光電,497922,190311,69,2.61,3.23,2.11,2.5,3.23,#N/A,0,0.17,161.5
8079,誠遠科技,65232924,4423004,1548,14.74,15.65,13.55,14.29,13.85,11.35245902,10.83,5.51,0.92
8084,巨虹電子,4087814,547002,336,7.47,8.39,7.05,7.56,7.95,6.913043478,0,1.35,0.93
8086,宏捷科技,3030106027,95169339,44490,31.83,34.3,29,31.56,29.85,102.9310345,1.6,70.28,2.12
8088,品安科技,187702095,11036631,4281,17,17.65,16.3,16.85,16.5,14.60176991,3.63,24.63,1.15
8277,商丞科技,179719118,10264430,4867,17.5,19,16.35,17.35,16.7,N/A,0,15.78,1.28
1569,濱川企業,1270225267,26343318,16290,48.21,52.8,43.2,48.02,44.5,10.30092593,4.04,35.58,1.67
3071,協禧電機,11506552,1635055,562,7.03,7.6,6.8,7.09,7.12,89,2.8,0.89,0.66
3088,艾訊    ,61774352,3062334,1335,20.17,21.3,18.9,19.69,20.65,10.98404255,7.26,3.96,1.3
3126,信億科技,62525660,3517022,1877,17.77,22.55,14.05,17.44,18,N/A,0,7.29,2.84
3171,天馳科技,2236631,168294,124,13.29,14.2,12.75,13.24,14.2,N/A,0,0.32,1.57
3211,順達科技,6520654993,44606088,30506,146.18,154,135,146.54,144.5,12.28741497,4.49,29.4,3.04
3213,茂訊電腦,58473591,1452743,1201,40.25,42,39,40.15,39,8.074534161,11.53,2.5,1.79
3287,廣寰科  ,4283837,458110,235,9.35,9.7,9.01,9.37,9.39,N/A,13.84,1.04,0.83
3323,加百裕  ,672484841,25655467,12398,26.21,28.35,23.8,25.69,24.15,N/A,4.14,25.92,0.94
3325,旭品    ,52368808,4025698,1730,13,13.8,12.05,12.8,12.8,N/A,3.82,6,0.84
3416,融程電  ,55689601,1342422,1003,41.48,43,40.5,41.72,43,11.65311653,7.44,2.9,1.69
3479,安勤    ,518973545,14055925,7976,36.92,41,30.9,36.18,39.5,12.30529595,5.84,30.37,1.85
3483,力致科技,933127204,25459204,13672,36.65,38.7,34.25,36.41,34.25,11.15635179,1.45,52,0.86
3489,筌寶    ,145416083,13938563,4406,10.43,12.4,8.61,9.93,11,N/A,0,26.39,0.96
3521,鴻翊    ,14274089,702002,231,20.33,21.55,18.65,20.32,20.75,N/A,0,2.22,1.64
3540,曜越    ,34496326,2222572,1208,15.52,16.7,14.8,15.42,15.1,19.11392405,7.94,3.65,0.67
3577,泓格科技,45886951,1701649,1178,26.96,28.55,25.35,26.51,27.4,14.89130435,6.2,3.89,1.54
3611,鼎翰科技,152007308,1639490,1336,92.71,95.7,90.6,92.71,91.7,10.29180696,7.63,4.81,2.84
3625,西勝    ,30692381,3278707,1122,9.36,10.8,7.95,8.83,10.2,N/A,0,5.85,0.82
3652,精聯電子,7792886,447602,333,17.41,18.2,16.8,17.34,17.35,N/A,5.36,0.94,0.71
4924,F-欣厚  ,384108008,12001720,3552,32,35.1,26.7,32.15,34.5,24.82014388,4.4,34.5,2.05
4987,科誠    ,175035143,3994690,2545,43.81,45.65,42.2,43.57,43.1,10.16509434,4.64,16.64,1.67
5356,協益電子,360146934,9945807,5059,36.21,37.25,35.25,36.2,35.3,7.478813559,12.74,7.51,1.12
5371,中強光電,3518448325,127966945,46140,27.49,29.2,25,27.13,27.65,18.07189542,5.78,17.67,0.97
5384,捷元    ,5756176,478403,204,12.03,12.4,11.85,12.12,12.1,37.8125,0,0.54,0.9
5386,青雲國際,27900,3000,2,9.3,9.3,9.3,9.3,9.3,4.720812183,0,0.03,2.54
5426,振發實業,57153348,4787526,1406,11.93,12.4,11.55,11.87,11.8,12.82608696,5.42,3.33,0.8
5438,東友    ,30355490,2276013,982,13.33,13.95,12.6,13.42,12.8,58.18181818,4.68,2.02,0.92
5450,寶聯通  ,22896388,1625601,825,14.08,14.9,13.05,13.7,13.65,455,0,3.23,1.09
5465,富驊企業,7346593,1059212,419,6.93,7.49,6.15,6.59,7.49,749,0,0.68,0.85
5474,聰泰科技,43472274,3797713,1358,11.44,12.4,9.21,10.2,11.45,76.33333333,0,11.26,0.94
5490,同亨科技,85294886,2984222,1723,28.58,29.45,27.8,28.49,28.75,12.33905579,8.69,3.16,1.64
6105,瑞傳科技,960351715,29136286,12667,32.96,34.45,31.15,33.15,32.1,8.045112782,6.23,28.56,1.2
6121,新普科技,10052071618,55020980,36722,182.69,196.5,169,184.31,177,13.11111111,3.95,17.85,2.99
6123,上奇科技,108121958,2906144,1373,37.2,39,34.5,37.38,37.5,10.86956522,7.2,6.02,2.22
6150,撼訊科技,178387631,10377944,5040,17.18,18.1,16,16.81,16.35,62.88461538,3.05,14.79,1.29
6160,欣技資訊,105440915,3567975,2068,29.55,30.85,28.1,29.28,29,11.6,7.93,5.03,1.8
6161,捷波資訊,227425612,15871271,5761,14.32,15.3,12,14.37,12.05,7.824675325,13.94,13.25,0.72
6188,廣明光電,500235714,23942568,8089,20.89,22.2,18.75,19.9,20.85,14.47916667,6.23,8.6,0.73
6199,精威科技,12919554,783300,400,16.49,17.3,14.95,16.15,16,N/A,0,1.24,2.48
6222,上揚科技,5473687,500478,270,10.93,11.6,10.2,10.73,11.3,10.97087379,0,0.89,1.25
6228,全譜科技,3343255,558022,256,5.99,6.29,5.82,6.03,6,N/A,0,1.36,0.6
6298,崴強科技,1414759044,63844064,25330,22.15,24.05,19.5,21.85,21.95,15.13793103,2.73,37.82,1.44
8050,廣積    ,206777538,5289933,3519,39.08,40.7,37.9,38.91,39.4,9.425837321,7.58,7.37,1.57
8076,伍豐科技,815138702,20680348,11395,39.41,41.35,36.5,38.8,39.2,38.81188119,0,12.27,2.65
8114,振樺電  ,68541432,1265642,985,54.15,55.9,52,53.8,55.1,9.734982332,8.34,2.01,2.64
8234,新漢    ,291001373,9989793,4150,29.12,31.3,25.1,28.19,26.2,11.34199134,9.54,8.99,1.5
8299,群聯電子,9546574451,40501637,30718,235.7,252.5,215,235.45,226,14.56185567,3.09,22.5,3.52
8410,森田印刷,314239920,7201695,4832,43.63,48.2,33,43.06,47,21.46118721,4.25,19.68,1.55
3066,李洲科技,3269517,559222,240,5.84,6.05,5.57,5.84,5.95,N/A,0,0.37,0.94
3128,昇銳電子,7076753,662719,394,10.67,11,10.2,10.74,10.6,N/A,9.43,1.58,0.68
3230,錦明實業,10353901,1949739,565,5.31,5.75,5,5.29,5.32,N/A,0,1.76,0.34
3297,杭特電子,5384941,315166,283,17.08,18.3,16,17.09,18,12.58741259,3.33,0.9,0.8
3339,泰谷光電,62067349,4518901,2114,13.73,14.7,12.75,13.62,12.8,N/A,7.81,1.64,0.87
3362,先進光  ,141485622,4544741,1917,31.13,35,25.6,29.75,33.75,70.3125,0,5.83,3.67
3428,光燿科  ,226292596,7708411,4884,29.35,34.2,21,27.03,29.25,22.5,4.1,10.63,2.09
3434,哲固資訊,1470057,156412,53,9.39,9.57,9.12,9.4,9.21,N/A,0,0.48,1.1
3441,聯一光學,609304869,12563345,8152,48.49,52.3,44.05,48.7,48.55,11.92874693,2.32,32.32,1.94
3452,益通光能,368391575,30772063,11551,11.97,13,10.65,11.89,11.7,N/A,0,6.42,0.66
3455,由田新技,91048146,4284583,2664,21.25,22.6,19.8,20.93,20,N/A,5,7.07,0.67
3490,單井    ,14148715,705114,419,20.06,20.85,19.35,20.12,20,15.26717557,7.5,2.02,0.91
3516,亞帝歐  ,18408057,2096221,696,8.78,9.25,8.51,8.75,9.03,N/A,0,2.76,0.32
3522,宏森    ,45205539,4130986,1741,10.94,11.7,9.61,10.75,11.2,24.34782609,4.46,8.74,0.52
3523,迎輝科技,117358919,3970089,1649,29.56,31.2,27.6,29.86,30.2,N/A,0,4.05,1.18
3531,先益電子,152918633,7006433,3277,21.82,23.9,17.2,20.07,22.5,11.19402985,5.33,11.45,0.78
3562,頂晶科技,4004926,415804,319,9.63,10.75,8.31,9.59,9.81,N/A,0,0.79,1.46
3615,安可光電,707292204,14226402,9832,49.71,52.7,45.85,48.97,47.2,16.56140351,6.99,28.12,1.14
3623,富晶通  ,81059826,7446186,3358,10.88,12.25,8.2,10.57,11.4,N/A,0,13.02,1.11
3629,卓韋光電,24359433,1996615,1194,12.2,12.9,11.15,12.06,11.45,N/A,4.27,7.56,0.97
3630,新鉅科  ,406451169,9430706,6218,43.09,45.8,41.1,42.66,42,N/A,2.4,10.88,1.7
3685,政翔    ,205418650,8874939,4147,23.14,24.95,20.2,22.19,23.3,14.38271605,8.58,22.05,1.31
3691,碩禾    ,2974793132,11936498,10847,249.21,268.5,212.5,246.52,239.5,13.27605322,8.35,27.05,3.09
4729,熒茂光學,95788963,7182638,3467,13.33,14.45,11.75,13.12,13.55,N/A,0,7.05,0.6
4933,友輝    ,3001142639,24215435,16826,123.93,130.5,116,122.22,120,14.88833747,3.31,40.07,2.87
4944,兆遠    ,597911230,26262891,12233,22.76,24.5,19.5,22.51,22.6,N/A,9.73,28.34,1.27
4950,牧東    ,218492791,7747914,3945,28.2,30.4,25.5,28.1,26.4,N/A,1.47,10.08,1.1
4995,晶達    ,155805529,7055194,3414,22.08,24.4,18.9,20.37,19.6,24.19753086,10.2,20.87,1.56
5230,雷笛克  ,488457095,6847194,4206,71.33,76.9,61,67.02,71.8,24.01337793,3.45,19.2,2.56
5315,光聯科技,11646955,3529759,1034,3.29,3.44,3.07,3.24,3.34,N/A,0,2.22,0.48
5392,應華精密,282662475,5598529,4174,50.48,53.5,46.35,50.16,50.2,16.45901639,4.98,7.19,1.16
5395,圓方創新,11950,1000,1,11.95,11.95,11.95,11.95,11.35,N/A,0,0,1.59
5432,達威光電,831184,61127,90,13.61,14.25,13.25,13.72,13.8,12.32142857,0,0.3,1.53
5443,均豪精密,73056660,8306768,2580,8.79,9.16,8.1,8.66,8.44,N/A,3.55,4.65,0.6
6125,廣運機械,74197847,7449128,2664,9.96,10.25,9.3,9.89,9.9,N/A,2.02,2.96,0.43
6156,松上電子,436798,154559,183,2.83,3.34,2.27,2.9,3.21,N/A,0,0.19,0.45
6167,久正光電,4493939,1764720,406,2.54,2.88,2.3,2.55,2.88,5.87755102,0,1.09,0.72
6234,高僑    ,15068695,1097958,519,13.72,14.3,13.3,13.7,13.65,N/A,1.46,1.54,0.4
6244,茂迪    ,2376791696,83451269,40577,28.48,33,26.05,28.83,29.3,N/A,23.89,19.08,0.72
6246,臺龍電子,89503473,8950893,3194,9.99,10.65,9.1,9.94,10.1,112.2222222,0,5.04,1.06
8049,晶采光電,21509502,4101851,1242,5.24,5.6,4.83,5.19,5.2,N/A,0,3.77,0.5
8053,巨擘科技,16551129,10061989,475,1.64,1.99,1.44,1.65,1.6,N/A,0,2.44,0.14
8064,東捷科技,27825585,4414294,1213,6.3,6.8,5.82,6.25,6.3,N/A,6.34,3.34,0.44
8069,元太科技,5650581833,179473301,77645,31.48,33.4,29.05,31.42,29.95,16.8258427,10.01,16.61,1.2
8071,能率豐  ,40830589,1457082,760,28.02,30.85,24.3,27.65,28,19.17808219,5.35,4.31,1.94
8077,冠華科技,37189,19257,13,1.93,2.17,1.76,2.01,2.15,N/A,0,0.03,1.46
8087,華鎂鑫  ,1639426,237001,135,6.91,7.4,6.7,6.95,6.9,N/A,0,0.69,0.58
8107,大億科技,56719072,6210759,2275,9.13,9.69,8.09,8.88,8.9,N/A,9.55,3.67,0.58
8111,立碁電子,33170238,4944753,2000,6.7,7.25,6.15,6.75,6.77,N/A,11.37,3.38,0.62
8240,華宏新技,285458497,6230948,4092,45.81,48.8,42.7,45.4,45.75,10.71428571,5.9,7.33,0.97
8266,中日新  ,575354,408213,153,1.4,1.6,1.19,1.38,1.48,N/A,0,0.35,0.47
3068,美磊科技,84290628,1940957,1074,43.42,45.15,39.9,42.57,44.1,19.6,4.35,2.46,2.53
3095,及成    ,79367133,9941028,3162,7.98,8.32,7.25,7.97,7.95,N/A,0,4.57,0.55
3152,璟德電子,858303021,9942954,6842,86.32,92.4,79.1,86.64,89.8,18.82599581,4.91,14.41,2.38
3221,台灣嘉碩,4800734,527092,302,9.1,9.39,8.85,9.14,9.18,N/A,2.17,0.62,0.55
3234,光環    ,526027572,22338877,9715,23.54,24.8,21.8,23.39,22.75,11.26237624,6.54,23.87,1.56
3290,東浦    ,349312841,27441659,8850,12.72,14.5,10.55,12.83,11.05,N/A,4.52,32.55,0.77
3306,鼎天國際,113299533,4531039,2219,25,27,22.7,24.15,26.5,22.08333333,6.41,8.95,0.84
3363,上詮    ,353306677,12778698,7311,27.64,30,24.85,27.13,28.5,16.96428571,4.21,21.25,1.7
3431,長天科技,31821579,2561567,1298,12.42,13.2,11.7,12.29,11.7,106.3636364,0,5.41,1.91
3466,致振企業,9244279,498503,287,18.54,18.95,18,18.61,18.4,13.04964539,8.15,0.8,0.68
3491,昇達科技,967890520,20390229,12398,47.46,50.5,43.8,46.75,44.05,20.48837209,2.79,45.46,2.04
3499,環天科技,14715730,1328848,664,11.07,11.75,9.32,11.14,11.75,N/A,0,2.5,0.78
3632,研勤科技,88969449,2465811,1924,36.08,37.9,33,36.26,33.15,27.625,4.22,9,1.88
3664,F-安瑞  ,36981887,1972719,1201,18.74,20.5,15.75,17.17,17.1,34.89795918,0,2.81,0.93
4903,聯光通信,83230794,10087114,3550,8.25,8.8,7.21,8.26,8.35,10.98684211,0,13.24,0.77
4905,台聯電訊,117410663,4784287,2067,24.54,26.1,22.65,24.35,25.55,12.34299517,1.95,9.41,1.3
4907,春雨開發,454752,388693,36,1.16,1.42,1.01,1.23,1.01,N/A,0,1.02,5.61
4908,前鼎光電,140651911,5139932,2856,27.36,28.7,25.95,26.87,27.4,9.225589226,7.29,6.88,1.79
4909,新復興  ,113450323,3819310,2480,29.7,31.4,27.65,29.54,29.8,11.24528302,6.71,4.13,1.29
4979,華星光  ,1316088954,24719678,13993,53.24,56.8,48.3,52.77,53.1,18.96428571,1.12,59.46,3.31
5306,桂盟國際,297889789,5707348,3412,52.19,55.8,48.5,51.41,49.8,184.4444444,0,5.54,5.86
5348,系通科技,31980881,1623888,854,19.69,20.9,18.6,19.5,19.8,9.850746269,0,6.26,2.01
5353,台林通信,11210346,1229112,699,9.12,9.49,8.73,9.07,9.25,48.68421053,6.05,1.26,0.67
6109,亞元科技,14733279,1479416,642,9.95,11.15,8.87,9.65,10.5,131.25,0,2.04,1.07
6143,振曜科技,949767610,26669351,13163,35.61,39.35,31.8,36.33,37.9,13.68231047,5.27,33.06,1.73
6163,華電聯網,749227249,37806891,14038,19.81,21,18.6,19.66,20.5,6.925675676,2.39,41.05,1.43
6170,統振    ,70946653,4006184,1856,17.7,18.3,17.2,17.69,17.6,17.95918367,6.76,4.22,1.14
6190,萬泰科技,29301162,4317190,1538,6.78,7.1,6.46,6.8,6.8,N/A,2.94,3.45,0.57
6218,豪勉科技,30357151,1271548,765,23.87,24.45,23.2,23.9,23.3,14.20731707,10.72,1.98,1.34
6241,易通展  ,6712283,148734,150,45.12,47.5,42.65,45.1,46.1,17.73076923,0,0.63,4.13
6245,立端科技,365182640,11116727,5476,32.84,34.7,30.05,32.84,32.6,10.51612903,3.92,15.54,1.93
6263,普萊德  ,55379390,2123021,1347,26.08,27.2,24.95,25.9,25.7,11.57657658,5.44,3.65,1.66
8034,榮群電訊,4425167,910023,275,4.86,5.23,4.6,4.9,5.09,N/A,0,1.45,0.64
8048,德勝科技,13647841,1147405,625,11.89,12.55,10.65,11.65,12.5,19.84126984,3.28,2.28,0.99
8059,凱碩    ,21979991,2892705,1018,7.59,8.42,7.01,7.47,7.12,N/A,0,3.12,0.77
8082,眾星國際,12441418,2416530,658,5.14,5.68,4.8,5.17,5.01,N/A,0,4.27,0.95
8097,鴻松精密,1868249,373058,169,5,5.6,4.36,5.01,5.6,N/A,0,0.92,1.62
8171,天宇    ,42216548,2429282,1386,17.37,18.45,16,17.18,17.2,40.95238095,6.97,5.93,0.92
1333,恩得利  ,9611011,1944234,690,4.94,5.6,4.57,4.99,4.78,N/A,0,1.9,0.77
1336,台翰    ,22552705,2028824,712,11.11,11.85,10.6,11.13,11.45,N/A,2.62,3.16,0.45
1595,川寶    ,144873376,2212634,1756,65.47,69.8,59.2,63.28,65.9,7.780401417,7.58,5.72,1.61
1815,富喬    ,1454015275,87783345,27827,16.56,17.95,14.85,16.18,15.9,18.70588235,1.13,26.82,0.89
3078,僑威科技,68590084,6417520,2462,10.68,11.3,9.96,10.6,10.9,10.58252427,10.36,2.82,0.77
3089,展成科技,40417332,3393958,948,11.9,12.45,10.55,11.47,11.6,N/A,2.58,6.5,1.09
3092,鴻碩精密,18101779,1716777,907,10.54,11.7,9.57,10.17,11.45,32.71428571,4.36,2.69,0.62
3114,好德科技,5596024,531126,358,10.53,11.05,9.91,10.52,10.65,14.5890411,3.75,1.06,0.7
3115,寶島極光,2428250,228802,142,10.61,11.3,10.1,10.82,10.95,N/A,0,0.52,1.39
3144,新揚科  ,123352766,9907849,842,12.45,13.05,11.7,12.13,12.7,#N/A,0,12.85,2.17
3191,和進電子,4300338,629903,278,6.82,7.04,6.53,6.79,6.88,N/A,2.9,1.15,0.48
3202,樺晟電子,8739759,1199867,389,7.28,7.69,7.03,7.24,7.6,N/A,2.63,1.61,0.48
3206,志豐電子,30659279,1772860,975,17.29,19.8,16.2,16.98,17,9.770114943,11.7,4.34,1.01
3207,耀勝電子,12296468,1367248,553,8.99,9.7,8.53,9.14,9.11,N/A,4.39,3.57,0.67
3217,優群科技,11896589,1192338,518,9.97,10.6,9.61,9.89,10.6,13.41772152,7.07,1.42,0.72
3226,至寶電腦,8354674,323641,141,25.81,27,25,26.08,25,N/A,0,0.5,2.82
3236,千如電機,14456562,1699922,817,8.5,8.98,7.71,8.27,8.83,33.96153846,3.39,3.12,0.67
3276,宇環科技,38256739,3569404,1065,10.71,11.1,10.1,10.82,10.95,N/A,0,5.12,1.12
3288,點晶科技,24753324,1467264,814,16.87,18.7,14.6,16.98,17.55,N/A,0,2.95,1.87
3294,英濟    ,53414775,4578699,1802,11.66,12.4,11.05,11.56,11.15,26.54761905,8.96,3.36,0.51
3299,帛漢    ,160847915,5179639,2937,31.05,32.4,29.65,30.83,31.15,9.298507463,11.2,10.28,1.28
