櫃檯買賣股票成交資料彙總表,,,,,,,,,,,,,,,,,
The Trading Summary of Listed Stocks,,,,,,,,,,,,,,,,,
98年11月 Nov. 09,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 435,557,747,218元",,,,,,"3. 櫃檯買賣月總成交筆數： 4,288,778筆",,,,,,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Number of Transactions,,,,,,,,,,,
"2. 櫃檯買賣股票月總成交量： 11,835,527,797股",,,,,,4. 成交量週轉率： 16.27%（以上櫃股數計算）,,,,,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Turnover Rate,,,,,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading 　Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
　（ 筆 ）　　
Total Transactions",         成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield,  週轉率（%）　　Turnover Rate,  淨值比（%）　　PBR,,,,
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,,,,,
4120,友華生技,630286119,10378070,7574,60.73,62.8,59.3,60.3,60,15.54,3.16,14.84,2.22,,,,
4121,優盛醫學,43835530,3027728,1489,14.47,14.9,14.15,14.43,14.55,NA,3.43,4.51,1.02,,,,
4123,晟德    ,706699147,14631975,8994,48.29,50.1,44.25,47.65,47.2,16.74,3.83,29.54,2.37,,,,
4126,太平洋醫,689512471,8582162,5753,80.34,83.8,76.1,79.94,76.4,NA,2.81,14.55,4.53,,,,
4127,天良    ,64720730,3629485,1941,17.83,18.75,16.7,17.7,18.05,39.24,0.83,7.93,1.09,,,,
4128,中天生技,3631215052,108736264,48736,33.39,37,30.35,32.6,36.1,NA,0.52,48.55,2.93,,,,
4129,聯合骨科,167145701,4347528,2486,38.44,40,36.05,38.08,38.2,81.28,0,9.38,2.78,,,,
4131,晶宇生技,172594550,4645030,2811,37.15,38.9,35.6,36.95,36.2,NA,0,9.64,5.05,,,,
8908,欣雄    ,2596077,160392,155,16.19,17.75,14,15.7,16.1,55.52,2.48,0.21,1.5,,,,
8917,欣泰    ,1240738,28749,30,43.15,46.85,41.1,43.51,46.85,19.68,4.48,0.03,3.06,,,,
8927,北基加油,60392545,4140937,925,14.58,16.1,13.75,14.33,14.7,45.94,3.4,4.55,1.29,,,,
