櫃檯買賣股票成交資料彙總表  The Trading Summary of Listed Stocks,,,,,,,,,,,,,,
"101年10月  Oct., 12",,,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 208,567,356,010元",,,,,,"3. 櫃檯買賣月總成交筆數： 2,527,797筆",,,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Number of Transactions,,,,,,,,
"2. 櫃檯買賣股票月總成交量： 5,479,474,539股",,,,,,4. 成交量週轉率： 8.42%（以上櫃股數計算）,,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Turnover Rate,,,,,,,,
"代 號
 Code",股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading Value　　　　　　　（NTD）,"總  成  交  量
（ 股 ）　　　Total Trading Volume　　　　　（Share）","總 成 交 筆 數
（ 筆 ）　　
Total Transactions",       成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比      P/E 　　
Ratio",平均殖利率（%）　　Average Yield, 週轉率（%）　 　Turnover Rate, 淨值比（%）　　PBR,
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,,
1256,F-鮮活  ,92696440,1334734,1177,69.44,76.2,57.7,68.57,61.4,12.87,1.82,7.57,3.28,
1258,F-其祥  ,10560118,383075,219,27.56,28.75,26,27.39,26.1,9.26,8.42,1.13,1.46,
4205,恆義食品,34237219,954350,622,35.87,38,33.65,35.82,34,15.45,5.88,1.44,2.07,
4207,環泰企業,166583684,13167734,4164,12.65,13.45,11.8,12.5,12.7,9.14,2.04,9.87,0.98,
4712,南璋    ,283753400,7364452,4691,38.53,43.75,32.9,37.86,33.8,7.4,5.14,10.76,2.46,
4303,信立    ,14501464,1972452,772,7.35,7.85,6.6,7.42,6.76,N/A,0,2.82,0.75,
4304,勝昱科技,14904435,2153332,780,6.92,8.55,5.74,6.99,6.02,N/A,0,3.61,0.62,
4305,世坤塑膠,15825049,742424,511,21.31,22.65,20,21.28,20.55,9.65,5.35,1.35,1.42,
6508,惠光    ,73177689,2623592,1611,27.89,29.75,25.6,27.81,25.7,11.74,5.83,3.53,1.16
8354,冠郝企業,29211790,2500679,1023,11.68,12.45,10.8,11.43,12.05,3.03,6.63,4.52,0.66
9950,萬國通路,3923258,201556,148,19.46,19.95,18.8,19.44,19.1,17.36,6.23,0.45,1.23
4401,東隆興業,96215797,4030427,1247,23.87,25.3,22.2,23.84,22.8,10,9.64,3.35,1.39
4402,福大材料,3953499,547865,233,7.21,7.88,6.31,7.26,6.4,N/A,0,0.8,1.01
4406,新昕纖維,16116657,2206185,946,7.3,8.02,6.32,7.14,6.46,N/A,7.73,4.25,0.55
4413,飛寶動能,149960,45000,14,3.33,3.69,3,3.22,3,N/A,0,0.1,15
4417,金洲製網,100202645,5525706,1843,18.13,19,17.2,17.94,19,3.96,4.73,7.76,0.98
4419,松懋工業,7099896,766013,321,9.26,9.97,8.4,9.33,9.2,N/A,0,1.95,1.24
4420,光明    ,4710800,253000,176,18.61,19.4,18.1,18.72,18.2,20,7.41,0.85,1.04
4429,聚紡    ,13495655,428727,332,31.47,33.35,29.5,31.91,29.8,20.84,10.73,1.25,0.99
1558,伸興工業,212721098,2146315,1698,99.1,101,95,99.15,98.1,8.64,8.15,4.15,2.08
1566,捷邦國際,249362081,7042077,3732,35.41,38,30.95,34.87,32.75,33.42,2.44,16.76,2.45
1570,力肯實業,22448658,2888013,986,7.77,8.47,6.85,7.42,7.99,N/A,0,5.61,1.11
1580,新麥企業,503946943,3934384,3112,128.08,133,118.5,126.86,120.5,13.14,6.22,9.2,4.48
1586,和勤    ,17146274,1016465,593,16.86,19.7,14.6,17.41,15.85,N/A,3.15,2.18,0.74
1591,F-駿吉  ,11498760,343430,229,33.48,35.5,31.8,33.2,33.7,11.05,2.96,1.69,2.49
2233,宇隆    ,331465594,5978661,3560,55.44,66,46.25,56.59,48.7,11.6,8.21,15.96,1.81
3162,精確    ,16264689,1451142,534,11.2,11.65,10.4,11.04,10.5,525,1.52,2.57,0.97
3379,彬台    ,143646656,3395910,2446,42.29,46.6,38.2,41.95,43.7,9.73,9.15,10.33,2.31
4502,源恆工業,5021282,869678,295,5.77,6,5.45,5.78,5.5,N/A,0,1.47,0.68
4503,金雨企業,4888469,898905,379,5.43,6.76,4.62,5.3,5.14,N/A,0,2.45,0.82
4506,崇友實業,114030212,6597387,2031,17.28,17.9,16.35,17,16.7,10.64,5.98,3.35,1
4510,高鋒工業,11564939,1244115,637,9.29,9.89,8.5,9.4,8.65,26.21,9.24,1.43,0.66
4513,福裕事業,49664068,4980070,1685,9.97,11.15,8.5,10.02,9.02,10.13,0,6.48,0.8
4523,永彰機電,207363063,6366366,3738,32.57,36.4,26.1,32.62,26.25,43.75,2.66,9.95,0.87
4527,方土霖  ,27295269,1580204,637,17.27,17.9,16.8,17.33,17.05,8,6.39,2.76,1.18
4528,江興鍛壓,36151432,1870991,944,19.32,20.05,18.3,19.26,18.55,7.93,8.08,2.67,1.1
4529,雷風    ,8013755,597693,287,13.4,14,12.9,13.46,13.65,N/A,0,1.14,1.24
4530,宏易精密,14284466,4157057,1237,3.43,3.97,2.71,3.26,3.18,N/A,0,4.16,0.56
4533,協易機械,56337710,5252743,1813,10.72,11.45,10,10.69,10.25,9.86,8.39,3.66,0.7
4534,慶騰精密,5324938,728712,217,7.3,7.92,6.97,7.49,7.41,N/A,6.74,1.09,0.75
4535,至興精機,49709795,1226543,782,40.52,42.5,37.4,41.27,37.55,10.52,7.98,1.62,1.45
6122,擎邦國際,76071309,5530925,2278,13.75,14.5,12.1,13.58,12.45,15.96,8.03,8.05,0.76
6603,富強鑫  ,127286617,8301269,3005,15.33,16.2,13.05,14.52,13.1,19.85,7.63,7.41,0.86
6609,瀧澤科技,57070495,2918876,1434,19.55,20.9,17.85,19.07,17.9,7.78,8.37,4.11,0.86
8083,瑞穎    ,73526138,1213004,618,60.61,63.9,57,60.89,58.6,10.93,5.11,4.03,3.3
8255,朋程    ,186923640,2740395,1931,68.21,72.6,62.5,68.8,65.1,14.83,6.91,3.66,2.16
8996,高力    ,400079684,10486630,6373,38.15,40.3,35.1,37.19,37.7,18.66,3.97,15,1.95
9951,皇田工業,124808392,3205803,1846,38.93,41.2,37.3,39.12,39.2,8.81,6.37,4.28,2.56
2061,風青    ,20523916,776421,354,26.43,29.1,23.2,26.64,24.95,N/A,0.8,1.87,2.03
4609,唐鋒實業,162367186,9847981,5524,16.48,18.15,14.35,16.1,16.4,N/A,5.85,20.54,1.42
2035,唐榮公司,52950264,1810154,916,29.25,31.85,26.1,29.16,26.9,39.56,0,0.52,1.28
2063,世鎧精密,12710200,549779,379,23.11,25,22.55,23.16,22.7,20.83,13.21,1.33,1.63
5009,榮剛材料,1375274523,54489978,20438,25.23,28.4,22.5,25.54,22.95,10.72,6.4,12.82,1.21
5011,久陽精密,10609313,497386,218,21.32,27.1,17.5,22.36,18.55,6.06,0,1.52,1.45
5013,強新工業,25772495,2259767,773,11.4,12.45,10.8,11.43,10.85,21.7,6.45,2.27,0.74
5014,建錩實業,19464598,2497061,839,7.79,8.19,6.89,7.72,7.15,N/A,4.19,1.49,0.6
5015,華祺工業,6702344,522223,275,12.83,13.45,11.9,12.75,11.95,N/A,12.55,0.86,0.84
5016,松和工業,13008215,574695,286,22.63,24.45,21.05,22.6,21.1,12.49,11.84,1.16,1.05
8349,友信    ,7290644,284346,217,25.64,27,24.5,25.63,24.5,10.99,7.3,0.41,1.6
8930,青鋼金屬,4966090,438471,144,11.32,12,10.6,11.35,11,42.31,8.81,0.77,0.85
9962,有益鋼鐵,18917825,1650288,718,11.46,12.05,10.55,11.53,11.1,8.81,7.2,1.83,0.94
5102,富強輪胎,14797405,933194,441,15.85,16.85,14.9,15.86,15.25,52.59,7.86,1.46,1.17
2596,綠意開發,8629866,504810,344,17.09,17.6,16.15,17.2,16.9,11.34,5.91,0.71,1.25
3266,昇陽開發,86220885,4183750,1701,20.6,22.3,19.15,20.65,20.3,61.52,3.94,3.4,1.54
4113,聯上實業,148924696,7847309,3460,18.97,21.3,17.3,19.02,18.55,5.28,7.43,8.52,1.13
4416,三圓建設,207832508,1697410,1402,122.44,139.5,105.5,122.65,114,5.27,3.94,2.83,2.54
5213,亞昕    ,360978536,15976473,5859,22.59,25.45,19.5,23.33,21.7,12.47,11.47,4.98,1.29
5324,士林開發,18148783,574462,476,31.59,32.3,30.8,31.53,31.05,5.67,12.88,0.9,1.99
5505,和旺建設,287834180,12314847,5490,23.37,25.6,21.7,23.34,22,N/A,5.86,6.66,1.37
5506,長鴻營造,27781353,3439394,866,8.07,8.59,7.88,8.04,8,100,0,2.25,0.68
5508,永信建設,634263375,12743010,7242,49.77,53,47,49.2,49.8,4.81,3.33,7.03,1.95
5511,德昌營造,162718796,5366851,2838,30.31,32.1,29.25,30.43,30.5,5.04,9.83,4.53,1.46
5512,力麒建設,987130662,69591441,18280,14.18,15.1,13.25,14.16,14.15,5.07,7.06,10.92,0.77
5514,三豐建設,12549977,608875,390,20.61,21.4,19.8,20.58,20.55,8.78,8.27,0.46,1.44
5516,雙喜    ,15411847,1049786,540,14.68,15.4,13.8,14.49,14,4.68,3.57,2.74,0.88
5519,隆大營建,127978084,4590991,2462,27.87,29.5,25.7,27.75,26.5,7.44,17.81,3.83,1.8
5520,力泰建設,3990591,177409,136,22.49,23.95,21.95,22.34,22.85,11.66,5.9,0.25,0.88
5521,工信    ,153650187,16593688,3534,9.25,9.64,8.3,9.06,8.3,11.07,6.02,4.77,0.69
5523,宏都建設,9702989,1164058,459,8.33,9,7.58,8.43,8.02,N/A,0,0.66,0.91
5529,志嘉建設,61216483,2799659,1368,21.86,26.6,17.35,20.72,24.5,N/A,4.08,5.25,2.72
6177,達麗建設,48310996,1773131,781,27.24,29.05,26,27.46,27,8.39,5.55,1.4,1.67
6212,理銘科技,7733048,677609,138,11.41,12,11,11.59,11.7,53.18,0,0.66,1.25
6219,富旺    ,95575786,5293767,2108,18.05,20.5,14.7,17.46,17.4,36.25,0,3.38,1.73
6264,德士通  ,56431283,4762127,1823,11.85,13.2,10.25,11.54,10.45,N/A,0,3.46,1.42
9946,三發地產,228516347,12958742,3784,17.63,18.6,16.8,17.43,16.95,6.47,0,6.48,1.07
2636,台驊國際,41404706,2305241,1080,17.96,18.6,17,18.03,17.5,16.67,11.2,3.17,1.05
5601,台聯貨櫃,4587052,231945,149,19.77,20.9,18.5,19.7,19.25,36.32,1.35,0.32,0.96
5603,陸海交通,50619377,4213700,570,12.01,12.6,10.15,11.62,10.25,N/A,6.14,6.7,0.76
5604,中連貨運,15792374,611041,302,25.84,26.55,25.35,25.96,25.4,24.66,5.51,0.56,1.05
5609,中菲行  ,59131656,2909025,1815,20.32,21.35,18.4,20.32,18.4,19.37,5.54,2.15,1.43
1259,安心    ,111319363,1182132,1391,94.16,113,79.3,101.44,82.7,25.92,3.62,3.65,1.77
2718,桃園店  ,11139795,243210,74,45.8,48.55,43.6,46.09,45.8,34.44,3.27,1.08,1.84
2719,燦星旅  ,126722214,4822553,3037,26.27,28.05,21.7,24.59,22.75,37.92,2.85,13.29,1.63
2724,F-富驛  ,129952634,1926122,1229,67.46,80.9,60.3,67.5,63.2,37.62,1.15,6.09,2.29
2729,瓦城    ,1063684681,5238029,4830,203.06,233.5,162,204.81,192,24.09,4.16,22.51,2.69
5701,劍湖山  ,78029313,15674188,4125,4.97,5.38,4.5,5,4.54,N/A,0,3.77,0.72
5703,亞都麗緻,65147629,2466001,1426,26.41,28.9,21.3,24.55,21.85,24.28,2.28,3.51,1.79
5704,老爺知  ,1008140,50376,58,20.01,21.3,19.3,20.24,19.6,26.13,3.57,0.13,1.54
5820,日盛金控,173081220,21536465,6638,8.03,8.4,7.6,8,7.61,8.46,9.72,0.79,0.68
6008,凱基證券,316319832,24002789,4998,13.17,13.55,12.55,13.21,12.7,34.32,3.14,0.73,0.87
6015,宏遠證券,159259982,23041300,4508,6.91,7.31,6.28,6.85,6.6,1.81,0,5.04,0.54
