櫃檯買賣股票成交資料彙總表,,,,,,,,,,,,,,,,
The Trading Summary of Listed Stocks,,,,,,,,,,,,,,,,
99年08月 Aug.10,,,,,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 538,136,267,467元",,,,,,"3. 櫃檯買賣月總成交筆數： 5,525,623筆",,,,,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Number of Transactions,,,,,,,,,,
"2. 櫃檯買賣股票月總成交量： 15,218,014,869股",,,,,,4. 成交量週轉率： 21.11%（以上櫃股數計算）,,,,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Turnover Rate,,,,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading 　Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
　（ 筆 ）　　
Total Transactions",         成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield,  週轉率（%）　　Turnover Rate,  淨值比（%）　　PBR,,,
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,,,,
6203,海韻電子,632819071,8526004,5013,74.22,88.5,57,68.67,57.3,9.2,10.75,11.05,3.04,,,
6204,台灣艾華,290206431,8355906,3737,34.73,36.8,31.15,34.34,32.5,8.62,6.15,22.77,1.62,,,
6207,雷科    ,1932475530,40444933,15718,47.78,51.5,40.95,47.2,41.1,11.2,4.01,53.8,2.24,,,
6208,日揚科技,378984860,26508685,6860,14.29,15.45,12.4,14.15,12.45,44.46,0,22.66,0.97,,,
6210,慶生電子,1441370258,31125081,13700,46.3,50.5,41.55,45.07,44.35,10.39,2.25,88.81,3.01,,,
6211,福登    ,44260428,1990842,1026,22.23,23.4,19.6,22.15,20.25,6.17,0,4.26,0.68,,,
6217,中國探針,1141281463,21674259,12492,52.65,56.9,42.25,51.92,42.35,21.18,0,50.36,3.47,,,
6220,岳豐科技,550214411,22414273,7120,24.54,26.2,20.35,24.29,20.35,9.13,7.27,19.71,1.18,,,
6242,聯豪科技,4132192,847803,136,4.87,5.7,4.15,4.77,4.9,N/A,0,1.74,2.99,,,
6248,沛波電子,165066055,9949684,3770,16.59,17.5,13.75,16.4,13.95,N/A,0,19.72,1.39,,,
6250,宇加科技,3775495,324342,127,11.64,14.3,9.35,12.26,13,N/A,0,2.22,5.44,,,
6266,泰詠電子,410118857,27443663,7839,14.94,16.2,13.3,14.6,13.3,10.31,0,39.94,0.83,,,
6274,台燿科技,1601294723,93143117,20699,17.19,18,15.6,16.92,15.65,12.62,1.27,39.9,0.85,,,
6279,胡連精密,1512596534,19960956,12652,75.77,86,65.7,77.72,68.5,11.81,5.1,24.32,3.57,,,
6284,佳邦科技,217384496,7691982,3160,28.26,30.5,25.9,27.77,27.6,13.8,1.84,7.47,0.95,,,
6290,良維科技,1100924706,24862927,12221,44.27,47.45,37.7,44.34,37.7,8.43,7.9,20.01,1.69,,,
6292,迅德興業,128339806,4003276,2140,32.05,34.3,28.55,30.79,28.8,11.95,5.55,8.2,1.66,,,
8042,金山電子,661016990,13047755,6539,50.66,53.6,45.8,50.42,46.2,8.06,6.49,14.87,1.98,,,
8043,蜜望實  ,349829771,15845881,5383,22.07,23.2,20.3,21.92,20.5,8.95,3.41,17.25,0.98,,,
8074,鉅橡    ,235056119,12549695,4553,18.73,19.9,16.9,17.91,17.05,9.74,8.73,24.66,1.24,,,
8080,奧斯特  ,130555814,8774833,3136,14.87,15.65,12.6,14.43,12.7,N/A,0,17.56,1.07,,,
8091,翔名科技,434770015,8695638,4099,49.99,52.8,47.7,49.82,49.15,9.85,4.41,23.49,3.05,,,
8093,保銳科技,47080140,3471762,1265,13.56,14.2,11.4,13.24,11.5,N/A,6.08,5.41,1.02,,,
8109,博大科技,623386501,13154163,6372,47.39,52.2,41.45,44.77,44.5,13.99,7.7,25.81,2.94,,,
8121,越峰電子,6729036478,77361764,41549,86.98,106,66.2,82.68,85.4,74.91,0,67.03,5.5,,,
8182,加高電子,358569429,13124707,6479,27.32,28.3,25.6,27.03,25.8,9.89,3.87,12.26,1.06,,,
8287,英格爾  ,3512667618,43463416,19371,80.81,93.6,73,78.8,81.5,22.77,2.42,64.09,4.36,,,
8289,泰藝電子,1046080503,42890364,15793,24.38,26.9,22.2,23.78,22.85,12.28,3.67,57.58,1.17,,,
3224,三顧    ,128752499,10991576,3710,11.71,12.9,10.4,11.29,11.9,11.12,0,25.38,1.33,,,
3232,昱捷    ,274606924,14673576,6275,18.71,21,16.05,18.2,19.9,10.59,0,46.48,2.05,,,
3312,弘憶股  ,347324324,14321144,6262,24.25,25.6,21.1,23.87,21.25,8.93,0,16.43,1.74,,,
3360,尚立    ,378619032,19203302,8252,19.71,22.3,16.8,18.95,17,20,0,38.36,1.13,,,
3389,志遠    ,862815702,26495960,9473,32.56,35.7,30,31.94,30.8,7.28,6.81,36.55,1.94,,,
3444,利機企業,198196846,5604407,3235,35.36,39,30.6,34.17,30.8,13.57,6.49,16.55,1.94,,,
5467,聯福生  ,4007373,672451,280,5.95,6.62,5.5,5.95,5.76,17.45,0,0.6,1.47,,,
6113,亞矽科技,585949819,23562583,9555,24.86,26.9,22.1,24.48,23.5,8.08,0,42.37,1.83,,,
6118,建達國際,644579487,27164042,12062,23.72,25.8,19.45,22.69,19.45,20.91,3.08,29.89,1.7,,,
6135,佳營電子,294325262,18788390,5742,15.66,16.6,14.5,15.51,15.6,10,0,24.66,1.62,,,
6154,順發電腦,82190014,3335593,1567,24.64,26,23.5,24.31,23.6,12.69,6.35,4.17,1.65,,,
6171,亞銳士  ,47272186,3844926,1673,12.29,13.1,11.35,12.08,11.85,296.25,0,14.06,1.02,,,
6195,旭展電子,688938140,14841332,6379,46.42,56.6,34.5,42.68,52.7,48.8,0,39.09,4.21,,,
6227,茂綸    ,544454387,22424518,8499,24.27,28.2,18.85,21.38,23.9,12.32,4.18,29.46,1.53,,,
6259,百徽    ,426145360,24037181,9641,17.72,19.8,15.7,17.18,15.7,38.29,0,34.92,2.3,,,
6265,方土昶  ,161467642,12887957,3646,12.52,13.3,10.95,12.41,10.95,21.06,0,10.59,0.82,,,
6270,倍微科技,173249088,6671658,3028,25.96,27.15,24.95,25.77,25.1,10.82,7.92,8.88,0.89,,,
8032,光菱電子,1842502383,51423748,21585,35.82,40.5,31.45,35.02,33,11.62,3.03,99.25,1.77,,,
8067,志旭國際,76369048,5253187,2346,14.53,15.4,11.95,14.25,11.95,N/A,0,11.74,1.39,,,
8068,全達國際,398481829,6364068,4863,62.61,70.3,52.5,60.59,53.7,N/A,0,20.76,7.83,,,
8096,擎亞國際,2843872561,73537674,31092,38.67,41.5,33.95,38.02,33.95,10.81,5,78.67,2.04,,,
3083,中華網龍,5829739118,20836737,17022,279.78,298,254,276.38,254,23.74,2.5,23.69,10.59,,,
3085,久大資訊,209038766,11816377,4345,17.69,19.3,15.75,17.41,16.2,N/A,0,24.64,1.6,,,
3086,華義國際,1314466419,42448557,21439,30.96,33.8,28,30.36,29,29.9,0,60.39,3.1,,,
3293,鈊象電子,1169977777,6614317,6121,176.88,200,161.5,177.34,161.5,9.21,7.1,9.41,3.99,,,
3546,宇峻奧汀,4619904308,16137804,14287,286.27,342,238,283.43,241,16.7,3.13,50.58,6.95,,,
3570,大塚資訊,66849087,2185862,1361,30.58,32.1,27.05,30,27.05,11.76,5.17,13.11,1.23,,,
3664,KY安瑞  ,136378496,3059338,2168,44.57,48.5,38,43.2,38.3,,0,4.55,2.91,,,
5201,凱衛資訊,342500806,15854646,6308,21.6,24.25,17.7,20.23,17.75,16.28,0,51.69,1.85,,,
5202,力新國際,654389108,45827300,13142,14.27,15.3,12.1,13.91,12.1,25.74,0,75.51,1.17,,,
5206,經緯科技,1327448,714375,132,1.85,2.38,1.54,1.77,2.08,N/A,0,1.56,1.16,,,
5209,新鼎系統,191040001,2983286,2099,64.03,68.5,55.6,62.86,55.6,13.3,5.35,13.84,3.35,,,
5210,寶碩    ,994325778,60609039,22328,16.4,17.75,13.3,15.77,13.5,64.29,3.7,89.75,1.17,,,
5211,蒙恬科技,767166111,11150591,7325,68.8,73.8,64,68.08,66.2,21.92,3.02,34.82,3.95,,,
5212,凌網科技,43963638,1998962,1048,21.99,23.3,20.05,21.76,20.1,N/A,0,5.8,2.1,,,
5310,天剛資訊,46232092,939578,904,49.2,51,46.9,49.11,49.75,24.27,3.01,7.37,3.92,,,
5403,中菲    ,431096442,16786589,6935,25.68,27.1,23,25.24,23.1,10.18,7.66,30.46,1.8,,,
5410,國眾電腦,1183442255,47008895,20712,25.17,27.4,20.3,24.49,20.3,19.9,0,57.2,1.82,,,
5478,智冠    ,3928261513,25820643,18807,152.13,161,139.5,151.84,139.5,16.32,4.44,20.35,3.65,,,
6111,大宇資訊,12576456,308265,170,40.79,43.45,36.25,40.05,40,N/A,0,0.99,5.56,,,
6140,訊達電腦,197517768,10196450,4593,19.37,21.4,16.05,18.51,17.45,25.29,0,28.61,1.48,,,
6148,驊宏資通,545943456,49201839,15286,11.09,13.2,8.5,10.51,8.5,212.5,0,55.91,0.93,,,
6169,昱泉國際,842031985,9511428,7886,88.52,106,75,87.97,75,26.22,11.86,33.87,3.17,,,
6180,橘子    ,1683293279,34649437,21139,48.58,52.5,41.8,48.29,41.8,36.99,3.11,20.92,2.43,,,
6183,關貿網路,304398884,15220572,3543,19.99,20.7,18.65,19.71,18.7,20.78,3.95,10.15,1.57,,,
6214,精誠資訊,1392764565,31214480,15915,44.61,48.8,38.1,44.11,38.5,10.91,5.19,11.73,0.72,,,
6221,晉泰科技,51580352,3314638,1506,15.56,16.9,13.3,15.43,13.5,N/A,0,10.38,1.04,,,
6231,系微    ,398906751,4544216,3651,87.78,95,78.7,88.4,84.8,12.89,6.82,11.99,4.86,,,
6240,松崗    ,1557843,1115612,174,1.39,1.52,1.25,1.39,1.41,N/A,0,0.56,3.92,,,
8044,網路家庭,2391268655,18995162,11741,125.88,141,105,123.31,136.5,37.6,1.49,32.6,10.2,,,
8099,大世科  ,99481305,3693162,2053,26.93,28.9,23.6,26.65,23.7,9.83,7.25,5.5,1.78,,,
1785,光洋科技,3561319965,53170215,29869,66.97,70.2,61.6,66.52,63.6,10.08,6.25,17.74,2.03,,,
3064,泰偉電子,575992109,11104050,7055,51.87,56.1,46.1,51.21,46.1,N/A,0,16.71,2.91,,,
3067,全域    ,20520887,678879,554,30.22,36.8,22.7,28.7,28.8,10.03,0,2.34,2.22,,,
3093,台灣港建,214158232,3174631,1942,67.45,72.6,63.6,65.85,65.2,10.94,4.6,8.75,2.92,,,
3289,宜特科技,755313954,22911247,10425,32.96,36,29.5,31.3,30.65,N/A,0,33.38,1.7,,,
3303,岱稜    ,387200800,13773590,6385,28.11,29.05,25.25,27.73,25.7,N/A,3.19,17.31,1.19,,,
3324,雙鴻科技,150663089,7228907,3114,20.84,21.95,18.55,20.89,18.55,17.5,0,13.01,1.74,,,
3373,熱映光電,46048625,1549350,897,29.72,31.95,27.2,28.83,27.3,11.19,6.95,5.13,1.7,,,
3402,漢科    ,895245623,28676878,12330,31.21,32.85,28.45,30.77,29.7,23.2,2.12,44.08,1.85,,,
3466,致振企業,55435512,1817550,962,30.5,32,28.2,30.19,28.2,9.96,7.09,2.91,1.08,,,
3498,陽程    ,137915262,4819303,2307,28.61,31.2,25.5,28.29,25.5,N/A,2.94,7.08,1.06,,,
3508,位速    ,283227672,4209187,2704,67.28,70,60,65.7,60.5,144.05,0,4.53,2.07,,,
3541,西柏科技,430343936,11179536,5535,38.49,42.15,33.35,36,35.9,11.47,4.87,33.9,2.45,,,
3551,世禾科技,108663354,2629262,1547,41.32,42.95,39.05,41.18,39.7,15.27,5.03,5.49,1.13,,,
3552,同致電子,621044785,4833910,2816,128.47,139,112,128.54,115,14.97,2.08,8.35,4.17,,,
3580,友威科  ,634400546,14139220,6742,44.86,51.6,37,41.55,47,47,1.27,31.96,2.07,,,
3587,閎康科技,173282200,5940005,3369,29.17,30.95,26.7,28.41,27.2,20,0,15.07,1.51,,,
4415,美嘉生電,1240894941,11921790,8470,104.08,116,87.7,102.4,91,17.2,0,43.03,7.93,,,
5205,漢康科技,798292847,11545315,4777,69.14,72.5,64.1,69.51,68.8,39.31,1.59,48.17,3.89,,,
5383,金利    ,1735254067,69951471,22964,24.8,27,20.85,24,20.85,13.99,7.19,100.89,1.62,,,
5452,佶優科技,788819739,40572701,14346,19.44,21.4,17.25,18.96,17.3,12.01,3.17,31.41,1.26,,,
5489,彩富電子,112175876,3025972,1495,37.07,38.65,34.7,36.55,34.95,12.31,5.66,2.88,2.35,,,
5493,三聯科技,1186130904,34874669,14404,34.01,40.2,28.1,32.6,33,7.11,3.63,91.05,1.75,,,
6144,得利影視,34607500,2419460,923,14.3,15,13.05,13.85,13.55,N/A,0,4.97,1.77,,,
6146,耕興    ,441377644,6763106,4005,65.26,68.2,62.6,65.26,62.7,10.33,6.69,8.51,3.03,,,
6151,晉倫科技,2447510252,59497613,21057,41.13,44.5,36.2,40.59,42.2,12.38,4.54,133.5,2.97,,,
6179,世仰科技,145963859,10405056,4224,14.02,15.45,12.1,13.61,12.1,N/A,0,15.28,1.45,,,
6187,萬潤    ,2025478246,37119996,14891,54.56,58.2,50.5,54.41,51,17.59,1.94,59.67,2.71,,,
6238,勝麗國際,299363,26404,18,11.33,12.05,11.3,11.4,11.3,5.57,0,0.08,4.09,,,
6275,元山科技,796355712,28678210,12853,27.76,31.4,22.35,26.8,22.35,28.65,0,65.46,1.98,,,
6276,名鐘科技,29237424,3495444,1246,8.36,9.14,7.5,8.26,7.6,N/A,0,7.95,1.07,,,
8047,星雲電腦,426466200,24070779,8642,17.71,20.1,15.2,17.39,15.75,65.63,0,47.8,1.45,,,
8085,福華電子,125639577,12399915,3514,10.13,10.6,8.9,10.08,9.08,N/A,0,7.89,0.64,,,
8092,建暐精密,38710209,2764181,1116,14,14.9,12.7,13.79,12.7,N/A,0,9.75,1.06,,,
8183,台灣精星,145582016,13744323,4049,10.59,11.3,9.6,10.45,9.65,15.82,0,11.84,0.69,,,
8383,千附實業,231536092,8344095,4197,27.74,28.8,24.7,27.51,24.7,19.76,2.02,7.34,1.29,,,
1107,建台水泥,3502366,2633358,589,1.32,1.41,1.2,1.31,1.25,N/A,0,0.84,-0.31,,,
2381,華宇光能,8061765,4022333,1051,2,2.15,1.88,2.01,1.96,N/A,0,0.78,0.8,,,
2396,精碟科技,4793529,10317899,817,0.46,0.5,0.42,0.47,0.42,N/A,0,0.81,-0.33,,,
4801,碼斯特  ,234793,23612,13,9.94,11.5,9.5,9.95,10.1,N/A,0,0.03,4.7,,,
5204,得捷    ,836365,100661,47,8.3,9.72,7.16,8.18,7.25,38.16,0,0.26,1.27,,,
5318,佳鼎科技,729530,99965,149,7.28,8.7,6.24,7.41,6.25,N/A,0,0.87,-1.08,,,
,,,,,,,,,,,,,,,,
