櫃檯買賣股票成交資料彙總表,,,,,,,,,,,,,,,,
The Trading Summary of Listed Stocks,,,,,,,,,,,,,,,,
99年08月 Aug.10,,,,,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 538,136,267,467元",,,,,,"3. 櫃檯買賣月總成交筆數： 5,525,623筆",,,,,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Number of Transactions,,,,,,,,,,
"2. 櫃檯買賣股票月總成交量： 15,218,014,869股",,,,,,4. 成交量週轉率： 21.11%（以上櫃股數計算）,,,,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Turnover Rate,,,,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading 　Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
　（ 筆 ）　　
Total Transactions",         成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield,  週轉率（%）　　Turnover Rate,  淨值比（%）　　PBR,,,
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,,,,
5346,力晶    ,1854400459,390280032,33909,4.75,5,4.5,4.72,4.8,N/A,0,4.31,0.68,,,
5347,世界先進,1483550902,109111475,24794,13.59,14.35,12.7,13.49,12.8,13.76,3.12,6.5,1.06,,,
5351,鈺創科技,2549918810,108058413,40508,23.59,24.95,20.65,23.32,20.65,11.73,0,24.37,1.37,,,
5387,茂德科技,193751325,115039228,6512,1.68,1.83,1.47,1.67,1.48,N/A,0,1.58,0.61,,,
5425,台半    ,2690053845,103215117,34001,26.06,27.45,23,25.68,23.45,16.06,1.7,42.3,1.28,,,
5455,訊利電業,568841780,33192070,10110,17.13,19.9,13.8,15.86,17.8,N/A,0,90.94,2.56,,,
5466,泰林科技,997310433,64035289,15546,15.57,16.75,11.6,12.97,14.4,5.45,0,26.22,0.79,,,
5468,凱鈺科技,26425749,2242515,975,11.78,12.35,10.95,11.77,11.25,N/A,0,2.83,1.68,,,
5483,中美晶  ,31045314907,317170956,144113,97.88,116.5,82.1,96.65,100.5,21.94,1.69,98.93,2.83,,,
5487,通泰    ,161374346,7410153,3094,21.77,22.85,19.8,21.22,20.05,13.02,4.98,16.39,1.25,,,
6103,合邦電子,844763,169564,123,4.98,5.26,4.37,4.96,4.61,N/A,0,0.67,1.1,,,
6104,創惟科技,3442479934,73111187,32704,47.08,53,41.5,46.32,50.7,N/A,0,86.03,3.01,,,
6129,普誠科技,1075022657,46259666,17745,23.23,24.3,20.05,22.93,20.05,14.64,2.99,25.66,1.57,,,
6138,茂達電子,791891772,21931188,12361,36.1,37.6,34.1,35.88,34.55,21.2,4.34,16.84,2.12,,,
6147,頎邦科技,5919535250,135175412,53941,43.79,47.15,38.15,43.71,38.8,13.81,0,23.07,1.56,,,
6182,合晶科技,11323786536,212950446,104661,53.17,58,45.75,50.62,48.6,42.63,0,77.85,1.81,,,
6198,凌泰科技,63391167,5188749,1632,12.21,12.75,10.4,11.9,10.5,N/A,0,14.9,1.29,,,
6223,旺矽科技,3065652992,28984276,17891,105.76,122,93,107.63,93,26.27,0,37.34,2.91,,,
6229,研通科技,303559840,14282348,6155,21.25,24,18.45,20.53,18.9,17.18,3.17,40.44,1.51,,,
6233,旺玖科技,3012354519,69156106,33828,43.55,46.05,39.9,42.86,40.4,N/A,0,78.86,2.72,,,
6236,凌越科技,5162591,415817,60,12.41,13.8,10.65,12.12,12,N/A,0,3.29,11.32,,,
6237,驊訊電子,553635791,9991847,6503,55.4,58.3,50.2,54.48,50.5,30.61,0,12.88,2.19,,,
6261,久元電子,2103653167,28369360,15404,74.15,76.5,70.6,73.79,73.6,10.7,4.21,29.67,2.12,,,
6287,元隆電子,90697056,7189132,2759,12.61,14,10.8,12.6,10.8,N/A,0,4.21,1.57,,,
6291,沛亨半導,51687485,3294711,1603,15.68,16.75,13.4,15.67,13.5,N/A,0,6.68,1.71,,,
8024,佑華微電,770129653,23386188,10838,32.93,35.4,29.85,32.17,30.65,14.95,4.01,41.21,1.9,,,
8040,九暘    ,2977888035,78556865,34090,37.9,43.5,31.7,35.8,37,34.26,0,93.04,2.57,,,
8054,安國國際,590998941,11129448,6541,53.1,55.8,48.1,52.64,48.6,16.93,2.05,13.5,2.04,,,
8066,福陞科技,74829092,5641149,1408,13.26,19.05,6.5,11.93,16.4,N/A,0,5.07,13.44,,,
8079,誠遠科技,361469443,14890898,4989,24.27,26.15,21.35,23.64,21.35,7.16,8.05,21.96,1.37,,,
8084,巨虹電子,28537042,2246491,902,12.7,13.5,11.2,12.77,11.3,N/A,0,5.55,1.16,,,
8086,宏捷科技,1876044167,43432109,21746,43.19,46.1,39.3,42.77,39.8,44.22,0.5,34.85,2.99,,,
8088,品安科技,150841215,7331086,3711,20.57,22.2,17.3,20.29,17.4,25.97,0,17.51,1.21,,,
8277,商丞科技,543734141,8044871,6269,67.58,72.4,55.8,67.44,55.8,5.68,5.37,12.37,2.73,,,
1569,濱川企業,938249411,18131824,9586,51.74,57,44.1,51.75,45,10.56,1.31,26.4,1.85,,,
3069,寶晟科技,23200384,2130680,1033,10.88,12.3,9.6,10.75,9.85,N/A,0,7.97,1.25,,,
3071,協禧電機,815289469,43858514,16072,18.58,19.8,16.35,18.21,16.35,9.29,0,21.55,1.87,,,
3088,艾訊    ,91544104,3521616,1798,25.99,27.45,23.9,25.95,24.05,13.14,5.4,4.47,1.61,,,
3126,信億科技,85921707,4319655,2052,19.89,22.65,16.6,18.58,17.1,N/A,0,12.5,3.13,,,
3171,天馳科技,68665894,4575911,1804,15,15.9,12.65,14.65,12.7,635,0,14.16,1.01,,,
3211,順達科技,2962947171,32289674,18220,91.76,97.4,87.3,91.1,88.4,8.68,6.77,24.98,2.58,,,
3213,茂訊電腦,258240336,3733860,2675,69.16,73.4,62.9,67.84,62.9,9.8,10.49,7.85,3.34,,,
3217,優群科技,218926133,9308564,3850,23.51,25.3,20.65,23,21.05,7.04,11.82,11.16,1.29,,,
3287,廣寰科  ,96927960,3887606,1942,24.93,27.8,22.95,24.79,23.75,12.06,5.47,8.9,1.79,,,
3323,加百裕  ,2634171306,52588471,18020,50.09,52.8,44.8,49.25,48.8,10.68,4.07,51.17,1.75,,,
3325,旭品    ,481313825,11647150,4693,41.32,43.5,36.7,40.88,38.1,45.36,3.14,17.82,1.8,,,
3416,融程電  ,246694521,3789799,2397,65.09,66.9,63,64.93,64.4,13.31,5.74,8.81,2.78,,,
3479,安勤    ,311880972,6791098,3446,45.92,48.45,43.1,45.84,43.1,17.1,4.75,15.39,2.19,,,
3483,力致科技,600989977,10234951,7364,58.71,65.2,48.65,58.29,48.65,12.67,0,21.32,1.24,,,
3489,筌寶    ,192169913,8425862,3767,22.8,24.15,17.7,22.04,17.7,N/A,5.02,19.24,1.14,,,
3521,鴻翊    ,9856960,490600,299,20.09,20.95,18.45,20.18,19.15,N/A,0,1.57,1.3,,,
3540,曜越    ,83665034,2637998,1881,31.71,34.3,27.5,31.64,27.6,37.3,6.66,4.37,1.19,,,
3577,泓格科技,2317131657,29792326,16334,77.77,83.2,70.4,75.82,73.4,37.64,0.81,69.23,4.65,,,
3611,鼎翰科技,410783870,4719007,2876,87.04,92,81.7,86.3,85.8,12.2,5.8,15.68,3.94,,,
3625,西勝    ,184116769,5958327,3299,30.9,34.5,24.2,29.89,24.3,41.9,4.11,16.9,2.01,,,
3652,精聯電子,74639395,1889048,1228,39.51,41,35.85,39.22,36,16.98,2.77,3.97,1.43,,,
5371,中強光電,5966211052,130420521,46095,45.74,47.7,41.55,45.84,42.9,7.67,6.52,18.01,1.56,,,
5384,捷元    ,296435437,26910531,6931,11.01,12.2,9.51,10.51,9.56,47.8,0,29.12,0.73,,,
5386,青雲國際,3119245,89493,112,34.85,41.9,30.65,36.64,30.7,9.16,0,1.02,5.74,,,
5426,振發實業,615782012,33955285,9981,18.13,19.45,16.3,17.62,16.3,10.12,10.61,23.61,1.12,,,
5438,東友    ,667871097,21396079,8512,31.21,33.9,26.6,30.75,27.2,11.83,5.88,19.01,1.75,,,
5450,寶聯電腦,144418065,5056783,2527,28.55,30.6,27,28.11,27,N/A,0,10.03,2.12,,,
5465,富驊企業,114029657,13718083,4287,8.31,10.15,7.49,8.13,7.49,49.93,0,5.77,1.2,,,
5474,聰泰科技,51376994,2457830,1386,20.9,22.8,18.15,20.85,18.15,1815,5.5,7.29,1.41,,,
5490,同亨科技,2209318535,57097224,24344,38.69,41.55,34,37.89,36.5,13.47,2.95,60.5,2.37,,,
6105,瑞傳科技,844530825,24020596,9379,35.15,36.4,32.15,35.01,32.15,9.89,6.22,21.84,1.42,,,
6121,新普科技,6351396546,37575335,24360,169.03,180,153,170.7,156.5,11.91,3.83,14.75,3.04,,,
6123,上奇科技,736026370,17923587,8805,41.06,46.15,36.75,40.56,37.5,13.94,2.66,42.13,2.86,,,
6150,撼訊科技,832666258,17160923,10169,48.52,52.2,41.85,47.92,41.85,9.08,5.97,26.7,3.03,,,
6160,欣技資訊,209474242,5218855,2888,40.13,41.9,38,39.83,38.5,16.31,3.89,7.35,2.75,,,
6161,捷波資訊,214864137,10852125,4432,19.79,20.65,17.95,19.61,17.95,12.73,7.29,10.73,1.11,,,
6188,廣明光電,1132077606,28157221,15108,40.2,42.8,35.3,40.1,36.2,9.92,8.83,9.88,1.32,,,
6199,精威科技,164386853,12875660,2208,12.76,13.45,9.58,11.71,9.59,N/A,0,20.35,1.01,,,
6219,富旺    ,8303637,365036,284,22.74,25.95,20.5,23.21,20.75,61.03,0,0.22,3.4,,,
6222,上揚科技,28328866,2023544,910,13.99,14.95,12.9,13.94,12.9,N/A,0,3.62,1.54,,,
6228,全譜科技,73723513,5841668,2040,12.62,13.7,11.7,12.44,11.7,55.71,0,14.21,1.05,,,
6230,超眾科技,732829800,16446567,7403,44.55,49.4,41.4,44.32,41.5,9.24,6.02,19.05,1.72,,,
6247,淇譽電子,66595200,3387000,1676,19.66,20.9,19.25,19.63,20.8,10.35,3.6,5.61,1.31,,,
6298,崴強科技,150032538,7680047,3479,19.53,20.65,17.25,19.37,17.25,86.25,0,4.6,1.2,,,
8050,廣積    ,302443844,5971440,3976,50.64,52.9,47.6,49.88,48,17.65,0,8.7,2.18,,,
8076,伍豐科技,5884922640,78633652,37226,74.83,82,66.5,72.11,72,N/A,2.11,51.03,4.47,,,
8114,振樺電  ,161038514,2990060,1807,53.85,56,51.5,53.64,51.5,11.17,5.55,4.96,3.02,,,
8210,勤誠興業,287069616,9375537,3948,30.61,32.4,27.5,30.5,27.95,6.92,8.94,8.41,1.86,,,
8234,新漢    ,183770870,6570900,3119,27.96,29.55,23.7,27.11,23.7,15.91,4.21,7.54,1.53,,,
8299,群聯電子,7196190261,44703209,33099,160.97,178,128,159.7,128.5,9.88,5.44,25.25,2.35,,,
3066,李洲科技,54269924,4331915,2030,12.52,13.1,11.3,12.45,11.35,N/A,0,3.06,1.25,,,
3128,昇銳電子,68912413,3051732,1675,22.58,24.85,19.8,22.51,20.1,16.48,7.46,7.27,1.25,,,
3230,錦明實業,474053999,28746656,8946,16.49,18.55,13.95,15.46,13.95,N/A,0,28.55,0.72,,,
3297,杭特電子,360102596,9347146,4287,38.52,42.5,34,36.28,34,13.18,3.52,27.18,1.52,,,
3339,泰谷光電,1079261347,34013873,13785,31.73,32.95,29.8,31.63,31.7,24.96,0,12.42,1.9,,,
3362,先進光  ,33025120,931401,561,35.45,36.45,32.05,35.58,32.05,37.71,0,1.2,2.96,,,
3434,哲固資訊,44102637,2805394,1418,15.72,16.9,14,15.16,14.1,N/A,0,8.55,1.23,,,
3452,益通光能,7888950204,157120661,65091,50.2,53.5,42.45,48.82,42.45,N/A,0,62.99,1.37,,,
3455,由田新技,2501979990,51206585,25023,48.86,54.7,43.5,46.13,50.7,19.73,1.95,98.64,1.94,,,
3490,單井    ,228642432,5041676,2827,45.35,49,41.85,45.1,43,17,1.16,16.71,2.43,,,
3516,亞帝歐  ,67057762,4087229,1720,16.4,17.2,14.8,16.36,14.95,35.6,3.34,5.33,0.44,,,
3520,振維    ,48920035,3520530,1532,13.89,14.4,13.2,13.85,13.45,74.72,3.71,6.79,0.82,,,
3522,宏森    ,1171901003,35710101,16718,32.81,36.75,27.4,31.83,28.7,9.86,1.04,75.26,1.41,,,
3523,迎輝科技,1486802555,26678749,14659,55.72,59.5,48.1,54.91,48.5,N/A,0,26.37,1.69,,,
3531,先益電子,61594049,2008829,1072,30.66,32.2,28.65,30.44,28.7,10.75,5.74,3.34,1.01,,,
3562,頂晶科技,389764715,8528159,4806,45.7,49.7,31.5,36.96,41.4,N/A,0,16.29,2.76,,,
3615,安可光電,764604114,14101486,8444,54.22,58.5,47.6,52.99,48.5,39.43,0,39.61,1.93,,,
3623,富晶通  ,881500797,17517184,11163,50.32,55.8,40,49.1,40.15,70.44,1.91,30.64,3.16,,,
3629,卓韋光電,705113034,16241685,9885,43.41,47.7,33.7,41.89,33.7,38.3,2.96,63.35,2.71,,,
3630,新鉅科  ,6816925846,44856446,32630,151.97,163,143,150.34,147,93.63,0.81,57.72,9.81,,,
4729,熒茂光學,485001012,17588797,8887,27.57,29.1,24,26.87,24.1,N/A,0,27.49,1.2,,,
5315,光聯科技,101399825,16985600,3631,5.96,6.19,5.7,5.89,6.12,,0,7.22,0.64,,,
5392,應華精密,3489270415,22093356,13162,157.93,171.5,145,155.04,145.5,15.24,3.43,29.8,3.47,,,
5395,圓方創新,2725063,117171,136,23.25,25.55,21.15,23.55,23.3,N/A,0,0.48,2.56,,,
5432,達威光電,1008381,226625,185,4.44,5.12,3.77,4.29,4.05,N/A,0,0.49,1.41,,,
5443,均豪精密,1310169417,70663515,24264,18.54,20.3,15.85,18.17,15.85,144.09,0,30.92,1.24,,,
6125,廣運機械,1198573155,44582409,16726,26.88,28.5,24.5,26.15,24.6,32.8,4.02,20.03,0.92,,,
6156,科橋電子,8856287,1786858,580,4.95,5.44,4.59,4.93,4.93,N/A,0,1.02,0.96,,,
6167,久正光電,14018889,3944177,595,3.55,4.1,3.05,3.61,3.75,N/A,0,2.43,0.98,,,
6234,高僑    ,143614136,6993692,2988,20.53,21.45,18.25,20.52,19.05,N/A,0,9.73,0.57,,,
6244,茂迪    ,13414922095,104133938,55098,128.82,142.5,113,126.45,124.5,32.85,0.8,27.38,2.33,,,
6246,臺龍電子,540566256,30805140,8160,17.54,19.45,14.5,16.34,17.2,16.54,0,20.8,2.41,,,
6278,台表科  ,2358699211,37132306,17522,63.52,66,61,63.26,65.1,,5.36,17,1.68,,,
6294,智基科技,91594,4956,21,18.37,18.65,17.55,18.1,17.55,N/A,0,0.09,2.4,,,
8049,晶采光電,593811454,30088357,11583,19.73,21.2,16.6,19.64,16.6,11.07,0,32.06,1.44,,,
8053,巨擘科技,39343108,5204049,1587,7.56,8.29,6.53,7.55,6.53,N/A,0,1.26,0.43,,,
8064,東捷科技,554727694,22223317,8344,24.96,26.15,22.9,24.88,23.5,N/A,0,16.84,1.41,,,
8069,元太科技,23977277980,493355055,192961,48.6,52.9,44.6,48.24,47.45,29.47,0,45.92,2.34,,,
8071,豐聲科技,72446852,1719444,908,42.13,45.55,36.55,41.05,36.55,81.22,0,5.09,3.29,,,
8077,冠華科技,5156243,681542,233,7.56,9.7,5.03,6.68,8.86,N/A,0,1.82,2.5,,,
8087,華鎂鑫  ,46966747,3057893,1552,15.35,16.9,13.5,14.8,13.6,50.37,1.1,8.68,1.13,,,
8107,大億科技,1260539093,58210076,19688,21.65,22.8,18.95,21.26,19.15,N/A,0,33.86,1.14,,,
8111,立碁電子,603660443,27048961,11754,22.31,24.15,18.35,22.12,18.4,27.88,0,22.89,1.33,,,
8240,華宏新技,2331506760,34072826,19231,68.42,74.9,58.5,66,65.6,12.89,2.74,44.77,1.66,,,
8266,中日新  ,231371967,9004577,4204,25.69,27.9,22.4,25.55,22.4,N/A,0,12.73,1.76,,,
3068,美磊科技,1349012544,16004080,7352,84.29,88.3,75.5,83.95,77,12.77,3.89,22.61,3.66,,,
3095,及成    ,631636705,34278842,13097,18.42,20.5,14.65,18.55,14.65,N/A,0,15.75,0.8,,,
3152,璟德電子,1147858410,4873994,3768,235.5,250.5,213,233.61,213,22.98,2.34,7.06,5.71,,,
3221,台灣嘉碩,129075089,4958888,2292,26.02,27.3,22.45,25.8,22.45,12.27,2.89,6.04,1.24,,,
3290,東浦    ,864229537,44161716,14713,19.56,20.9,17.05,19.07,17.5,9.56,2.85,59.42,1.41,,,
3306,鼎天國際,371691007,9435942,5538,39.39,42.8,32.7,39.11,32.7,16.03,4.58,13.05,1.42,,,
3431,長天科技,84903035,5054273,2467,16.79,17.95,14.5,16.62,14.5,N/A,0,10.41,2.1,,,
3454,晶睿通訊,351117036,7075051,4406,49.62,53.3,46.3,48.44,46.8,18.43,2.97,11.6,2.47,,,
3491,昇達科技,113101401,1968636,1269,57.45,60.9,50.9,58.09,50.9,17.67,5.87,4.64,2.46,,,
3499,環天科技,60347020,2265638,1436,26.63,28.7,25,26.47,26.2,28.17,4.58,4.69,1.64,,,
4903,聯光通信,323795910,26110789,7235,12.4,13.45,10.45,12.08,10.5,28.38,0,34.47,0.99,,,
4905,台聯電訊,239297163,11595326,3603,20.63,22,19.5,19.97,19.65,28.48,0,20.53,1.26,,,
4907,正華通訊,3814238,694034,175,5.49,8,4.56,5.81,5.4,N/A,0,2.4,14.21,,,
4908,前鼎光電,408989081,8371468,4128,48.85,51.5,41.15,48.42,41.15,15.71,5.1,12.4,3,,,
4909,新復興  ,309635148,7050057,4170,43.91,45.7,41.2,43.64,41.6,12.42,6,8.69,1.92,,,
5304,鼎創達  ,11863808,2614693,1118,4.53,5.5,3.8,4.35,4.94,3.98,0,1.41,1.02,,,
5306,訊康科技,39523939,5764135,2131,6.85,7.26,5.81,6.78,5.81,N/A,0,7.18,0.99,,,
5348,系通科技,68571673,4245440,1909,16.15,17.45,14.45,15.72,14.45,N/A,0,19.52,1.88,,,
5353,台林通信,58533919,4817738,1717,12.14,12.7,10.95,12.06,10.95,99.55,4.01,4.96,0.82,,,
6109,亞元科技,144704150,7402642,2876,19.54,20.8,17.9,19.29,17.9,20.34,2.01,10.18,1.53,,,
6143,振曜科技,1593710621,21839838,13745,72.97,79,66.4,72.46,66.7,11.87,2.39,31.59,3.22,,,
6163,華電聯網,150868566,8684114,3844,17.37,18.2,15.4,17.18,15.45,14.44,3.88,9.42,1.2,,,
6170,統振    ,614303143,23402091,10349,26.24,27.8,24.35,26.04,24.5,N/A,0,26.06,1.92,,,
6190,萬泰科技,292015559,17938087,5204,16.27,17.1,15,16.22,15.05,8.85,3.12,14.99,1.17,,,
6218,豪勉科技,123104489,4841910,2196,25.42,26.5,23.8,25.23,24.05,18.22,6.23,9.53,1.44,,,
6241,易通展  ,2744239,140900,108,19.47,20.05,18.5,19.6,19.35,14.55,0,0.47,2.5,,,
6245,立端科技,160608970,7381784,3141,21.75,23.1,20,21.2,20.6,33.77,1.21,11.28,1.42,,,
6263,普萊德  ,63562277,1915196,1204,33.18,34.9,28.65,32.84,28.7,13.41,6.96,3.29,1.99,,,
6264,德士通  ,167277938,9968256,3461,16.78,18.15,15.3,16.37,15.35,N/A,0,16.76,2.22,,,
8034,榮群電訊,142286271,13588961,3115,10.47,11.1,8.8,10.13,8.91,N/A,0,21.61,0.9,,,
8048,德勝科技,101605860,4180960,2405,24.3,26.3,20.65,23.67,20.7,20.29,4.83,8.7,1.57,,,
8059,凱碩    ,149742310,7929879,3773,18.88,20.2,16.65,18.75,16.65,15.71,10.81,8.56,1.56,,,
8082,捷超通訊,968621753,46847058,8271,20.67,22.3,18.85,20.3,19.35,N/A,0,87.77,1.93,,,
8097,鴻松精密,72691049,8355779,3047,8.69,9.5,7.06,8.55,7.06,N/A,0,20.71,1.4,,,
1333,恩得利  ,480202731,27498492,9990,17.46,19.7,14.7,16.55,14.75,81.94,0,26.82,1.92,,,
1336,台翰    ,77608590,4227055,1711,18.35,19.75,16.35,18.1,16.95,N/A,0,6.38,0.67,,,
1815,富喬    ,10570639651,268270565,83579,39.4,43.3,35,39.13,36.55,40.61,0,104.46,2.7,,,
3078,僑威科技,2034226277,48221153,16427,42.18,47.4,34.25,42.44,35.5,16.59,4.16,22.99,2.2,,,
3089,展成科技,1446174384,96759324,26190,14.94,16.85,11.85,14.47,11.85,N/A,0,185.45,1.08,,,
3092,鴻碩精密,567877583,14876120,9142,38.17,40.4,32.85,37.6,32.85,21.33,3.65,24.47,1.66,,,
3114,好德科技,38108445,2800549,1182,13.6,14.25,12.8,13.46,13.15,N/A,3.8,5.6,0.85,,,
3115,寶島極光,62690423,4157777,1733,15.07,16,13.5,14.31,15.65,N/A,0,11.03,1.96,,,
3144,新揚科  ,15504744,1439883,384,10.76,11.6,10,11.03,10.9,N/A,0,2.08,2.61,,,
3191,和進電子,236451972,14296371,4912,16.53,17.9,13.55,15.99,13.55,31.51,0,26.4,0.99,,,
3202,樺晟電子,93592265,4833451,2156,19.36,20.8,17.55,19.09,18,9.33,6.11,6.12,0.95,,,
3206,志豐電子,281779351,10655112,4212,26.44,30.25,22.9,24.87,25.15,12.9,1.98,27.22,1.64,,,
3207,耀勝電子,154054140,8338015,3140,18.47,19.45,17.15,18.21,18.2,13.48,2.74,23.12,1.25,,,
3226,至寶電腦,51520752,2430077,813,21.2,23.1,20.5,21.13,20.6,N/A,0,8.64,2.57,,,
3236,千如電機,366483345,16458511,7024,22.26,24.15,18.65,21.6,18.65,17.93,1.07,37.88,1.23,,,
3276,宇環科技,603091026,44711942,9962,13.48,15.65,10,13.28,11.6,N/A,0,56.91,1.31,,,
3288,點晶科技,59794850,2164388,1402,27.62,30,25.2,27.45,26.45,34.8,0,4.35,2.35,,,
3294,英濟    ,127654693,8028296,2987,15.9,16.8,13.7,15.78,13.8,N/A,0,5.88,0.67,,,
3299,帛漢    ,792974079,20061656,9458,39.52,42.8,35.6,39.17,36,11.25,5.44,37.48,1.7,,,
3310,佳穎精密,92383772,2223360,1026,41.55,43.9,38.5,41.81,38.5,N/A,0,6.52,3.86,,,
3313,斐成企業,339504633,17492073,6997,19.4,20.9,17.05,19.18,17.05,N/A,0,20.6,1.07,,,
3322,建舜電子,93509951,4887339,1706,19.13,20.35,17.85,19.08,17.95,N/A,0,5.88,1.27,,,
3332,幸康電子,258730950,5989149,3115,43.19,45.6,40.55,43.38,40.95,12.15,3.66,12.45,1.63,,,
3354,律勝    ,37994403,1932075,985,19.66,21.5,17.7,19,17.7,126.43,3.55,2.61,1.04,,,
3390,旭軟電子,613102244,17609197,6361,34.81,37.4,29.55,33.92,35.2,10.83,4.54,37.19,2.13,,,
3465,祥業科技,37303884,2944168,1302,12.67,13.4,11.2,12.59,11.2,N/A,0,10.22,1.81,,,
3484,崧騰    ,504983035,11900241,6060,42.43,46.35,36.5,42.5,38.6,9.87,6.32,23.02,1.56,,,
3511,矽瑪科技,389926806,5862292,3899,66.51,75.6,59.2,65.29,60.1,9.48,6.65,15.35,2.08,,,
3512,能緹    ,71698671,2146047,1270,33.4,36.2,31.35,32.75,31.8,N/A,0,5.8,2.06,,,
3526,凡甲科技,795694062,9526904,6797,83.52,92,72,83.65,72.1,7.99,10.74,16.6,2.88,,,
3537,堡達    ,899575939,17986582,10802,50.01,53,44.6,49.03,45,16.79,2.88,46.54,2.44,,,
3548,兆利科技,126182028,3037904,2190,41.53,43.85,39,40.96,39,8.8,3.05,6.03,0.9,,,
5301,祥裕電子,26912692,3721200,1265,7.23,7.99,6.06,7.17,6.08,N/A,0,8.23,1.42,,,
5309,系統電子,4044914457,216349120,71831,18.69,20.4,15.75,18.39,15.75,28.64,0,157.25,1.83,,,
5317,凱美電機,2002122863,144909503,33351,13.81,15.3,11.3,13.1,11.35,18.02,0,106.25,0.91,,,
5321,友銓電子,48799513,5260448,1506,9.27,10.2,8.27,9.07,8.3,N/A,0,3.5,1,,,
5328,華容    ,1191191196,93030166,19616,12.8,13.6,11.2,12.55,11.25,46.88,0,41.83,1.1,,,
5340,建榮工業,425095033,37334328,9150,11.38,12.25,9.51,11.06,9.53,56.06,0,22.5,1.07,,,
5345,天揚    ,170580679,10828556,4317,15.75,16.7,13.3,15.46,13.3,N/A,0,21.66,1.11,,,
5349,先豐通訊,823915719,47512220,14353,17.34,18.5,14.6,16.77,14.6,17.18,2.94,23.61,1.17,,,
5355,佳總興業,317080124,14589230,5139,21.73,23.55,18.1,21.93,18.5,N/A,0,10.16,2.33,,,
5356,協益電子,9457843036,238007426,80706,39.73,49,32.3,38.72,45,7.64,2.22,179.71,1.81,,,
5364,浩騰    ,559103547,61655356,15908,9.06,10.6,7.44,8.77,7.44,N/A,0,29.11,1.84,,,
5381,合正科技,1225838569,161229142,25923,7.6,8.28,6.5,7.35,6.58,N/A,0,54.51,0.66,,,
5398,力瑋實業,42159664,3306958,1154,12.74,13.4,11.95,12.68,12.35,16.04,2.02,7.92,1.15,,,
5439,高技企業,496925099,14385312,6616,34.54,35.9,33.05,34.4,34,10.79,3.82,19,2.36,,,
5457,宣德    ,477523209,38820267,10026,12.3,13.35,10.65,12.02,10.65,N/A,0,16.17,1.48,,,
5460,同協電子,167877118,10782755,3946,15.56,16.7,13.35,15.39,13.7,33.41,3.79,14.97,1.12,,,
5464,霖宏科技,193852458,5517915,2919,35.13,37.5,32.5,33.7,33.05,13.49,6.05,9.2,2.07,,,
5475,德宏工業,4254163188,210930662,52037,20.16,22,16.95,19.72,16.95,24.57,0,103.17,1.43,,,
5480,統盟電子,395368966,12293353,4924,32.16,33.9,27.25,32.26,27.25,6.68,0,8.18,1.62,,,
5481,華韡電子,148194925,9027915,2982,16.41,17.6,15.2,16.08,16.2,18.2,0,8.83,0.82,,,
5488,松普科技,107111514,7784464,2607,13.75,14.85,11.3,13.52,11.3,24.04,2.65,8.5,0.71,,,
5491,連展科技,746618281,36431455,13492,20.49,22.9,16.9,19.62,17.2,19.33,6.68,19.45,0.92,,,
5498,凱崴    ,190443694,21831008,4807,8.72,9.15,7.73,8.54,7.85,25.32,0,13.72,0.77,,,
6101,弘捷    ,14927942,1905384,346,7.83,8.1,7.36,7.81,7.8,N/A,0,0.85,3.28,,,
6107,華美電子,51730350,4557496,1964,11.35,11.95,9.8,11.07,10,333.33,0,13.01,1.76,,,
6114,翔昇電子,1579034,419240,103,3.76,4.35,3.41,3.82,4.15,N/A,0,0.76,2.73,,,
6124,業強科技,84031852,1867443,1118,44.99,47.5,40.6,45.07,41.8,80.38,0,0.97,2.86,,,
6126,信音企業,457607173,13130309,5569,34.85,41.5,27.5,32.8,28,5.47,12.21,13.78,1.45,,,
6127,九豪精密,4384985728,157947333,53905,27.76,31.55,23.6,27.1,23.6,47.2,0,194.9,1.71,,,
6134,萬旭電業,372283190,8117028,5706,45.86,50.9,37.75,46.7,37.75,6.29,14.56,9.81,1.42,,,
6158,禾昌興業,790812774,16791409,9731,47.09,51.8,40,46.88,40.25,5.74,9.93,14.65,1.37,,,
6173,信昌電陶,4597548891,111478156,36498,41.24,47.5,34.8,39.43,37.4,19.38,1.87,66.67,2.45,,,
6174,安碁科技,129941833,9415786,3193,13.8,14.9,13,13.59,13.15,77.35,0,13.13,1.88,,,
6175,立敦科技,3645071757,141200751,48557,25.81,31.4,19.6,26.37,24.4,152.5,0,150.73,2.28,,,
6185,幃翔精密,104803918,3542936,1592,29.58,31.3,28,29.23,28.7,8.2,5.29,3.81,1.54,,,
6194,育富電子,369449241,11942298,5984,30.93,32.5,28.1,30.47,28.4,8.5,10.56,10.59,1.08,,,
