櫃檯買賣股票成交資料彙總表（一）,,,,,,,,,,,,,
The Trading Summary of Listed Stocks（1）,,,,,,,,,,,,,
04月Apr. 08,,,,,,,,,,,,,
,,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 503,279,227,831元",,,,,,4. 加權平均本益比：16.07,,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Weighted Average P/E Ratio,,,,,,,
"2. 櫃檯買賣股票月總成交量： 12,875,680,645股",,,,,,5. 加權平均殖利率： 5.56%,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Weighted Average Yield,,,,,,,
"3. 櫃檯買賣月總成交筆數： 4,278,317筆",,,,,,6. 成交量週轉率： 19.33%（以上櫃股數計算）,,,,,,,
     Number of Transactions,,,,,,     Turnover Rate,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading 　Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
　（ 筆 ）　　
Total Transactions",         成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield,  週轉率（%）　　Turnover Rate,  淨值比（%）　　PBR
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,
5346,力晶    ,13489544931,1112697397,132110,12.12,13.45,11.3,12,12.5,5.71,19.68,14.2,0.83
5347,世界先進,2354334052,99395616,26868,23.68,25.3,21.75,23.65,24.3,9.8,6.13,5.84,1.85
5351,鈺創科技,2703399728,98237735,37382,27.51,30.25,25.55,27.49,25.75,7.55,6.79,25.8,1.3
5387,茂德科技,6845678212,853249883,112323,8.02,8.54,7.5,7.9,8.15,9.7,12.51,12.72,0.67
5425,台半    ,4862917244,112087550,39962,43.38,47.05,38.5,42.71,38.6,28.38,2.48,45.32,2.6
5455,訊利電業,381923169,16296677,5958,23.43,27.9,18.1,23.3,24.95,14.02,2.28,52.86,1.98
5466,泰林科技,414770149,24623751,8108,16.84,17.55,15.9,16.75,16.5,5.71,12.72,8.51,0.98
5468,台晶科技,49429358,2690873,1458,18.36,19.75,17.05,18.49,17.7,NA,0,3.49,2.24
5483,中美晶  ,19560359062,91895828,56161,212.85,232,196,211.8,204.5,25.5,1.8,46.16,6.91
5487,通泰    ,236454779,10022147,4400,23.59,25.4,20,23.26,22.9,14.22,4.36,21.82,1.44
6103,合邦電子,297984490,40323753,9407,7.38,9.99,5.64,8.28,5.66,NA,52.12,37.99,0.72
6104,創惟科技,2034548771,47263366,22552,43.04,48,37.7,41.06,46.7,20.85,2.01,59.25,2.49
6129,普誠科技,1327985692,55375795,21379,23.98,25.6,22.6,23.49,24,16.33,3.62,31.99,1.84
6130,亞全科技,225209388,5818625,4209,38.7,42.4,35,38.05,39.4,171.3,0,21.08,7.01
6138,茂達電子,6410978025,111880810,54892,57.3,62.9,51.4,56.16,61.6,21.61,0.9,98.21,3.69
6147,頎邦科技,2217256841,66342709,19824,33.42,35.8,31.2,32.8,33.5,10.18,3.61,21.36,1.71
6182,合晶科技,16693909936,119123780,76637,140.13,150,123.5,138.54,144,23.96,2.09,52.55,6.91
6186,晶磊半導,894660363,45067013,16413,19.85,24.75,17.35,20.38,17.35,NA,2.65,63.04,2.51
6198,凌泰科技,44378973,3174234,1414,13.98,15.6,12.5,13.54,13.7,NA,6.56,9.15,1.1
6223,旺矽科技,1357259331,15121654,9834,89.75,96.7,77,89.23,86.9,13.07,4.06,23.73,3.13
6229,研通科技,316941652,13222709,5953,23.96,25.45,21.4,23.37,23.15,14.65,8.59,37.6,1.96
6233,旺玖科技,3800949663,93025606,44593,40.85,45.7,35.2,40.59,40.25,48.49,2.53,106.86,2.58
6236,凌越科技,471365,54191,55,8.7,12.6,6.72,9.49,8,NA,0,0.43,4.97
6237,驊訊電子,3851731642,36979463,22554,104.15,114,90.5,99.44,114,15.97,4.8,63.24,5
6243,迅杰科技,4913195189,59721273,35830,82.26,87.3,76.2,81.36,84.5,11.79,3.82,92.86,3.79
6261,久元電子,2873302113,33119127,19093,86.75,97,71.5,87.72,90.3,13.36,5.52,39.28,3.04
6287,元隆電子,151957550,14529524,4813,10.45,11.05,9.9,10.33,9.92,NA,0,7.19,1.33
6291,沛亨半導,130810367,6347008,2907,20.6,23,18.05,20.03,21.15,NA,9.88,13.92,1.99
8024,佑華微電,511659274,13753093,7944,37.2,40.2,34.1,36.5,36.5,8.8,6.84,24.63,2.08
8040,九暘    ,1430031774,31894303,17699,44.83,47.5,41.1,44.1,47.1,31.4,3.18,38.97,3.27
8054,安國國際,2142394164,26497654,18338,80.85,84.5,76.1,79.74,78.9,18.97,4.39,39.44,3.39
8066,福葆電子,5653244,1010520,538,5.59,6.17,5,5.57,5.23,NA,0,0.91,0.6
8079,誠遠科技,221628346,14654640,5034,15.12,16.15,14.3,14.94,14.75,8.1,9.62,25.66,1.06
8081,致新    ,7052144652,36136189,26045,195.15,215,175,190.71,197,16.29,3.55,59.03,5.77
8084,巨虹電子,1063441060,27617657,10652,38.5,44.7,30.5,37.65,41.7,NA,0,68.23,3.38
8088,品安科技,354642996,24617134,7788,14.4,17.15,12.3,13.57,15.4,NA,4.22,55.83,1.02
8261,富鼎先進,1838725938,50680100,23955,36.28,38.35,33.05,35.8,35.1,17.21,3.76,43.04,2.05
8277,商丞科技,135801627,10173218,3437,13.34,14.15,12.4,13.1,13.2,NA,11.21,15.87,1.15
1569,濱川企業,20955794,915424,534,22.89,23.8,22.5,22.99,22.8,11.88,10.08,1.67,1.26
3069,寶晟科技,14174482,929064,480,15.25,16.5,13.95,14.93,13.95,NA,4.08,3.48,1.35
3071,協禧電機,72091505,8111832,2291,8.88,9.4,8.45,8.77,8.6,NA,8.13,8.01,0.84
3088,艾訊    ,599268027,12032204,7407,49.8,53,44.15,49.19,47.9,11.46,8.32,16.53,2.82
3126,信億科技,4673060,195425,168,23.91,26.3,21,24.4,22.9,NA,3.05,0.56,2.13
3171,天馳科技,27208787,2605384,1138,10.44,11.5,9.74,10.34,10.05,19.33,6.76,6.87,0.89
3211,順達科技,7310099359,60226032,31768,121.37,142,103.5,119.07,137,17.72,2.81,59.11,4.7
3213,茂訊電腦,511282471,4549891,3804,112.37,123,101,112.52,115,13.99,5.82,12,6.09
3217,優群科技,212550971,9415035,3925,22.57,23.55,21,22.52,21.5,8.27,3.72,12.78,1.29
3287,廣寰科  ,87679289,4710503,2084,18.61,21.45,15.8,17.5,21.45,NA,3.72,12,1.68
3323,加百裕  ,3470338307,49797327,26567,69.68,74.6,61.4,69.3,70.8,12.42,2.82,67.05,3.17
3325,旭品    ,135644984,4641199,2469,29.22,30.6,28,29.18,29.1,9.39,6.87,8.34,1.33
3416,融程電  ,665064241,5819392,3772,114.28,122,99.5,113.52,117,21.91,3.41,19.29,4.16
3483,力致科技,2383704614,15978483,10078,149.18,166,127,147.35,157.5,17.86,3.17,45.93,5.22
3489,筌寶    ,227068509,4604424,2717,49.31,53.8,45.7,47.4,49.8,11.58,5.02,13.07,2.63
3521,鴻翊    ,170080745,4404678,2506,38.61,43.7,31,34.44,39.95,11.45,10.01,13.73,1.9
3540,曜越    ,612085656,6489170,4119,94.32,109,79.8,90.78,109,14.59,2.75,15.36,5.37
5371,中強光電,6399373254,166899986,59825,38.34,40.2,36,37.84,39.3,7.89,8.9,24.03,1.6
5384,捷元    ,332157798,20348143,6534,16.32,17,15.6,16.23,16.1,5.59,2.85,20.77,1.03
5386,青雲國際,366461,28385,53,12.95,15.3,11.7,13.33,14.25,NA,0,0.17,4.86
5426,振發實業,341630266,21785762,6190,15.68,16.8,14.95,15.44,16.15,8.5,13.18,14.52,1.15
5438,東友    ,506740997,13889912,5893,36.48,37.9,34.8,36.45,36.6,8.1,8.74,12.16,2.32
5450,寶聯電腦,33256159,2152722,441,15.44,15.9,15,15.47,15.3,510,1.63,3.87,1.21
5465,富驊企業,26663638,4089372,1180,6.52,7.2,5.73,6.51,7,NA,14.28,3.39,0.55
5474,聰泰科技,246505980,6932895,4001,35.55,38.9,31.8,34.35,34.15,10.57,7.32,20.55,2.38
5490,同亨科技,324377249,11575461,4807,28.02,29.5,27,28.04,27.6,6.68,7.5,11.22,1.86
6105,瑞傳科技,1088846937,19092346,11077,57.03,60.8,50,56.49,56.1,10.77,7.48,19.09,2.6
6121,新普科技,6315193972,37310983,19142,169.25,181,156.5,169.14,168,17.2,3.27,22.07,4.05
6123,上奇科技,253180811,9196687,3795,27.52,30.3,20.6,24.44,28.1,13.64,4.27,23.51,2.23
6150,撼訊科技,180640148,9263722,4226,19.49,20.85,16.6,19.24,19.4,13.86,3.04,14.22,2.07
6160,欣技資訊,363942160,4671643,2975,77.9,81.7,68.3,77.69,75.7,11.56,6.34,6.58,4.39
6161,捷波資訊,246341420,15324912,5610,16.07,17.2,15.05,15.88,15.5,10.99,6.06,15.96,0.92
6188,廣明光電,1837268535,42005326,16631,43.73,46.6,40.7,43.54,45.3,10.34,6.51,15.18,1.74
6199,精威科技,52080464,3351776,1086,15.53,16.9,14.4,15.48,14.7,35,15.1,5.26,1.25
6219,視達科技,15105130,2795497,853,5.4,6.05,4.6,5.19,5.37,33.56,0,4.99,0.92
6222,上揚科技,187076845,17626857,4857,10.61,12.25,9,9.78,11.05,NA,3.71,28.58,0.78
6228,全譜科技,7002466,855510,326,8.18,8.6,7.81,8.14,8.11,10.4,10.85,2.08,0.75
6230,超眾科技,1241081897,36646959,15897,33.86,37.45,28.15,33.59,32.2,10.16,3.41,46.69,1.41
6232,仕欽科技,1554419564,158329481,33529,9.81,10.5,8.99,9.7,9.01,NA,12.65,34.04,0.67
6247,淇譽電子,53965401,2686052,1390,20.09,20.55,19.7,20.12,19.8,38.82,1.41,4.45,1.41
6298,崴強科技,374733027,11720041,5814,31.97,33.65,29,31.57,31,10.92,6.45,7.87,1.94
8050,廣積    ,3632547130,32904231,22165,110.39,124.5,88.7,106.73,110,14.63,2.99,59.79,3.92
8076,伍豐科技,18630326770,59491910,47287,313.15,355.5,267,313.69,279.5,36.87,3.3,58.43,13.48
8114,振樺電  ,302625081,3534531,2485,85.61,93.5,76.8,84.26,89.7,11.51,7.8,6.85,4.37
8210,勤誠興業,80879849,3573204,1843,22.63,24.1,21.3,22.7,22.5,10.23,8.88,3.74,1.61
8234,新漢    ,1410252982,21911727,13477,64.36,72,52,63.05,64.1,17.66,3.43,36.81,3.86
8299,群聯電子,17077094802,70148651,46512,243.44,283,203,244.69,281,17.46,2.35,70.02,6.18
3066,李洲科技,379031907,18904691,7950,20.04,21.7,17.45,18.86,20.5,NA,5.26,12.9,1.44
3080,威力盟  ,3343895890,51553440,26654,64.86,68.8,61.2,64.11,67.5,13.31,6.66,32.17,2.26
3128,昇銳電子,418758664,10640375,6263,39.35,41.5,37.15,38.77,38.15,11.77,6.55,25.33,2.56
3230,錦明實業,207189025,8429991,3788,24.57,26.8,20.7,24.14,23.7,9.71,12.1,10.56,1.07
3297,杭特電子,109141060,2376433,1619,45.92,48,43.3,45.96,44.5,9.45,5.84,7.37,1.8
3339,泰谷光電,429322678,13664792,7756,31.41,34.5,29.55,31.62,30.45,NA,1.97,16.33,1.73
3362,先進光  ,28815428,1935404,980,14.88,16.25,13.4,14.7,14.6,NA,7.53,4.4,1.35
3434,哲固資訊,163908919,7301380,3384,22.44,25.65,19.2,21.52,21.8,NA,7.56,23.49,1.58
3452,益通光能,6029824362,18412140,13826,327.49,387,247,322.9,380,26.54,3.68,28.04,6.97
3455,由田新技,118636381,2995566,1844,39.6,43,34.5,37.58,38.85,16.46,15.52,5.96,1.68
3490,單井    ,343000606,6471182,3770,53,57.4,46.1,52.11,55.8,16.91,5.37,23.59,3.89
3516,亞帝歐  ,174886613,5334111,2431,32.78,34.5,30.7,32.72,33.3,33.98,9,7.34,0.86
3520,振維    ,199856141,10641437,3220,18.78,21.1,16.1,18.15,20.9,8.39,9.56,21.43,1.28
3522,宏森    ,321423075,9074650,4535,35.41,39.1,29.5,34.49,37.4,12.51,2.67,25.52,2.36
3523,迎輝科技,1900694464,15812570,9480,120.2,133,112,119.47,124.5,13.37,9.63,17.5,5.07
3531,先益電子,925751417,15898784,8740,58.22,68.8,49.1,55.12,64.5,NA,4.65,26.74,2.21
5315,光聯科技,100743483,13633364,3514,7.38,7.83,6.9,7.34,6.95,NA,2.87,5.71,0.76
5392,應華精密,2447920124,15811362,11166,154.82,177,120,153.07,160,18.89,1.47,26.98,8.66
5395,普揚科技,1047494,317750,45,3.29,3.7,3,3.32,3.3,NA,0,0.85,0.48
5432,達威光電,330782249,21100235,6865,15.67,16.7,14,15.46,15.35,17.06,1.95,25.87,1.42
5443,均豪精密,984095557,43818727,14072,22.45,23.7,20.6,21.84,22.5,NA,4.4,19.28,1.66
6125,廣運機械,1120112982,24582585,10558,45.56,49.2,41.85,44.94,47.4,11.59,6.3,16.75,1.82
6156,科橋電子,428747460,32432624,10311,13.21,14.2,12.1,12.96,13.3,NA,7.14,16.1,0.93
6164,華興電子,635538676,25034981,9795,25.38,27.25,23.65,24.86,24.6,14.06,5.16,23.99,1.97
6167,久正光電,1239673833,88592017,19594,13.99,15.3,11.85,13.75,13.45,74.72,0,54.38,1.15
6226,光鼎電子,242480461,15359157,5325,15.78,17.1,13.65,15.37,15.4,20.26,3.89,23.32,1.23
6234,高僑    ,111878638,3380885,1937,33.09,35.25,30.8,32.91,32.2,13.76,8.69,4.99,0.79
6244,茂迪    ,17265338610,74636693,49296,231.32,271.5,193,229.11,263.5,19.78,4.03,36.21,4.19
6246,臺龍電子,45307862,9800804,2387,4.62,5,4,4.48,4.25,NA,4.7,6.88,0.58
6278,台表科  ,1765919088,27715901,13614,63.71,66.9,59.3,63.24,64.5,9.25,5.42,19.58,2.03
6294,智基科技,625715,311500,70,2,2.24,1.87,2.01,1.87,NA,0,0.46,0.98
8049,晶采光電,597785230,35847106,13068,16.67,17.6,15.3,16.48,15.8,56.43,2.46,57.17,0.95
8053,巨擘科技,34221845,3816804,1249,8.96,9.35,8.42,8.99,8.97,NA,11.14,0.88,0.39
8064,東捷科技,432473339,10178292,4890,42.48,44.65,40.2,42.32,44.1,12.67,13.62,8.31,2.03
8069,元太科技,15121711885,337103478,113577,44.85,49.9,36.9,44.85,47.4,41.22,0.92,57.16,3.91
8071,豐聲科技,6968345,1625109,542,4.28,4.63,3.9,4.22,3.9,NA,38.46,4.07,0.71
8077,冠華科技,6463519,358058,150,18.05,19.7,17.15,18.55,18.2,NA,0,1.89,5.42
8087,華鎂光  ,1330901,144219,65,9.22,9.97,8.55,9.48,9.8,NA,1.02,0.39,0.69
8107,大億科技,1833382247,61770884,24409,29.68,32.6,26.6,28.95,32.6,35.82,0,36.22,1.95
8111,立碁電子,1137803216,35769403,15331,31.8,35.3,28.85,30.97,30.1,39.09,5.64,46.22,2.17
8240,華宏新技,944683212,17837288,10683,52.96,57.8,47.85,51.71,51,11.36,9.8,24.81,1.41
8266,中日新  ,1898811249,38259697,13673,49.62,58.3,40.3,50.41,57.6,87.27,0,60.19,4.33
3095,及成    ,1566845032,43605661,19920,35.93,38.1,33.5,35.62,34.05,7.39,10.27,30.04,1.16
3152,璟德電子,2132440972,18570304,9971,114.83,139.5,89,117.03,136,27.59,1.17,30.27,4.9
3221,台灣嘉碩,185113801,5202753,2595,35.57,39.7,30.5,35.29,37,14.8,10.27,8.17,2
3290,東浦    ,87975584,9581281,2684,9.18,10.4,8.36,8.85,10.25,NA,11.41,12.89,1.26
3306,鼎天國際,255809375,6150716,3125,41.59,44,38.2,40.19,44,34.92,2.72,9.26,2.05
3431,長天科技,305791027,10299135,5468,29.69,32.5,26.95,29.12,31.3,20.46,9.61,23.67,2.11
3454,晶睿通訊,927514172,13841771,8123,67,72.5,59.6,66.42,67.7,17.86,6.79,26.18,3.49
3491,昇達科技,645979672,5716873,2934,112.99,135,91,105.45,134,31.68,2.5,25.18,7.64
3499,環天科技,197519021,6161927,3541,32.05,34.6,29.8,31.64,32.6,13.81,15.33,13.89,1.65
4903,聯光通信,155375556,14276971,3542,10.88,11.5,9.9,10.79,10.5,NA,0,19.56,1.07
4905,台聯電訊,71156944,4410736,1271,16.13,16.9,15.2,16.07,15.9,16.39,3.14,7.47,1.11
4907,正華通訊,139798411,8839452,2608,15.81,16.95,14.9,15.77,15.5,NA,0,21.01,2.69
4908,前鼎光電,404708026,7912706,5045,51.14,57.2,39.6,50.61,52,13.2,8.65,14.1,3.78
4909,新復興  ,710495177,16376151,8252,43.38,46.5,40.5,43.3,41.05,8.03,8.35,21.81,1.97
5304,大霸電子,4946653,1140242,749,4.33,5.19,3.52,4.38,4.8,NA,0,0.86,0.93
5306,訊康科技,24680039,5414224,1626,4.55,5.16,4,4.42,4.67,NA,0,7.7,0.58
5348,系通科技,27211199,1097848,645,24.78,27.15,22.45,24.54,23.5,10.13,0,5.05,2.4
5353,台林通信,96966499,8517162,2570,11.38,11.85,10.3,11.19,10.8,25.71,4.53,8.44,0.79
6109,亞元科技,94811761,9363758,1989,10.12,11.6,8.8,9.69,11.6,19.33,12.93,19.2,1.1
6143,振曜科技,1008293317,18664670,10138,54.02,59,47,52.73,52.9,13.19,3.55,31.36,3.74
6152,百一電子,699675996,22149327,9794,31.58,34,29.15,31.33,30.8,10.37,0,19.7,1.78
6163,華電聯網,1566662684,53681903,20086,29.18,31.8,26.4,28.37,29.8,19.23,6.04,73.06,3.12
6170,統振    ,535549154,18944069,8265,28.27,31.35,22.05,25.77,29.65,15.77,5.73,25.81,2.04
6190,萬泰科技,287574987,16598174,5549,17.32,18.5,16.1,17.23,17.55,9.44,6.26,14.92,1.28
6218,豪勉科技,121626225,4612966,2269,26.36,28.5,23.5,25.77,28.3,17.15,14.13,9.08,1.54
6241,易通展  ,24,1,1,,,,,24.6,NA,0,0,3.47
6245,立端科技,294964899,8482298,4055,34.77,36.35,33.1,34.64,33.2,14.43,1.38,15.78,2.1
6263,普萊德  ,188072665,4332415,2750,43.41,45.3,40.25,43.44,43.75,10.01,8.22,8.38,2.81
6264,德士通  ,42619690,4429966,1501,9.62,10.5,8.25,9.68,9.8,NA,25.51,7.5,0.93
8034,榮群電訊,182098882,16586835,4628,10.97,12.65,8.8,10.65,11.8,NA,6.61,24.53,1.12
8082,捷超通訊,256612697,23893355,5320,10.73,13.2,8.01,9.66,10.8,NA,10.18,39.36,1.01
8097,鴻松精密,128552708,13239943,4127,9.7,10.55,9.15,9.5,9.35,NA,0,21.12,1.47
1333,恩得利  ,332083682,21683421,7749,15.31,16.8,13.4,14.92,13.4,134,3.2,26.12,0.83
1336,台翰    ,456936051,10959742,5613,41.69,45.3,38,40.84,42.5,10.49,7.05,17.85,1.51
1582,信錦    ,1567151133,12059452,5044,129.95,149,120,128.11,143,17.4,5.24,29.06,4.73
1815,富喬    ,145466431,6469932,2750,22.48,23.5,21.65,22.28,21.65,9.25,9.23,2.84,1.52
2059,川湖科技,1647294983,9678463,5705,170.2,182,146,168.19,176,23.28,2.55,13.01,6.6
3078,僑威科技,241182799,11970533,4407,20.14,21.25,18.45,19.89,20.1,11.49,6.96,7.96,1.41
3089,展成科技,49616170,4918298,1306,10.08,11.1,8.6,9.47,9.28,NA,3.23,9,0.81
3099,頂倫企業,246946309,31327965,6890,7.88,8.3,7.38,7.83,7.6,NA,6.44,13.04,0.62
3114,好德科技,139308130,6994658,2708,19.91,21,19.05,19.9,20.1,10.05,9.95,15.45,1.04
3115,寶島極光,20243283,2034466,718,9.95,10.6,9,9.91,9.95,71.07,20.1,9.83,0.83
3144,新揚科  ,191934445,14004168,2797,13.7,14.5,12.3,13.51,14.35,NA,4.11,17.64,1.1
3191,和進電子,425454127,21884077,7828,19.44,21.25,16,19.1,18.3,13.26,11.47,42.54,1.2
3202,樺晟電子,168030457,6507370,2151,25.82,27.05,24.5,25.51,25,12.82,8.36,10.12,1.51
3206,志豐電子,131311464,6913124,2741,18.99,20.8,16.2,18.4,19.45,13.7,9.25,18.74,1.31
3207,耀勝電子,297904956,16278991,5900,18.29,20,15.85,17.69,16.8,17.5,3.57,47.15,1.22
3226,至寶電腦,52374643,2488854,1198,21.04,22.6,19.55,20.74,20.1,6.96,14.92,6.88,1.47
3229,晟鈦    ,247904579,12261188,4610,20.21,21.9,17.9,19.6,19,15.7,9.47,25.5,1.53
3236,千如電機,34714950,2436294,993,14.24,14.9,13.4,14.16,13.9,18.05,7.91,5.36,0.99
3276,宇環科技,176187276,7855678,2594,22.42,23.55,19.45,22.57,20.7,9.95,0,10,1.83
3288,點晶科技,2230592226,36516488,20069,61.08,69,54,58.29,69,19.83,2.73,92.37,4.89
3294,英濟    ,860763652,21347330,7396,40.32,42.6,37,38.89,40.4,14.13,7.42,17.14,2.11
3299,帛漢    ,32717872,1531142,700,21.36,23.4,19.8,21.3,21,11.48,3.04,3.5,1.13
3313,斐成企業,394237965,11815585,5298,33.36,35.3,29.2,32.6,29.5,11.99,16.94,19.54,1.21
3332,幸康電子,151933047,3049549,1899,49.82,52.9,46.5,49.8,49.6,9.38,10.08,6.34,2.17
3354,律勝    ,5728197,358960,255,15.95,16.5,15.5,15.99,15.7,224.29,8.28,0.48,0.91
3369,鐵研科技,377104967,17817857,7018,21.16,23,19.5,20.81,20.85,NA,1.19,23.54,1.5
3390,旭軟電子,18510916,769133,428,24.06,25.25,23.15,24.35,24.85,20.04,6.03,2.06,1.8
3465,祥業科技,28491639,1814471,814,15.7,16.6,14.5,15.44,15.9,NA,3.14,9.05,1.35
3484,崧騰    ,127510034,3391909,1640,37.59,40.2,31.05,35.56,38.5,10.41,5.19,10.49,1.97
3512,能緹    ,525993670,14357081,7090,36.63,44,26.8,36.13,38.4,18.03,6.59,44.87,1.92
3526,凡甲科技,635125754,8851961,5817,71.74,75.7,67.7,71.21,71.3,13.95,5.61,23.61,3.7
3548,兆利科技,1075455876,13561294,9049,79.3,90.8,69.5,78.24,85.2,9.99,4.1,29.5,2.31
5301,祥裕電子,8164071,1388340,515,5.88,6.1,5.5,5.82,5.51,NA,0,1.56,1.05
5309,系統電子,36331497,5190595,1816,6.99,7.4,6.7,7.01,6.83,NA,7.32,3.98,0.74
5317,凱美電機,546918210,42363931,10655,12.9,13.8,11.3,12.4,13.05,9.46,7.66,31.68,1.03
5318,佳鼎科技,5832145,4695041,625,1.24,1.39,1.1,1.25,1.35,NA,74.07,1.56,0.68
5321,九德電子,16512582,1961602,996,8.41,9.88,7.63,8.19,9.88,5.49,0,0.87,1.46
5328,華容    ,36746780,5018132,1500,7.32,7.8,7.07,7.29,7.15,NA,0,3,0.72
5340,建榮工業,141167285,18106628,3846,7.79,8.31,7.06,7.7,7.83,39.15,2.55,10.91,0.75
5345,天揚    ,20171649,2233598,1115,9.03,9.75,8.43,8.92,8.8,NA,0,4.47,0.35
5349,先豐通訊,93893930,9458872,2461,9.92,11,8.63,9.58,10,NA,10,4.66,0.84
5355,佳總興業,433915769,31205745,8660,13.9,15.3,12.6,13.46,14.9,57.31,5.36,26.51,1.34
5356,協益電子,146698659,14629459,3137,10.02,10.5,9.45,9.94,9.86,18.26,2.02,10.45,0.54
5364,浩騰    ,1080944652,44403549,12719,24.34,25.95,22.6,24.01,23.35,5.82,1.92,28.49,1.49
5381,合正科技,196528597,31198834,5849,6.29,6.74,5.78,6.24,6.12,NA,6.53,12.47,0.57
5398,力瑋實業,13340008,2108995,707,6.32,6.88,5.7,6.33,6.4,NA,15.62,3.91,0.77
5439,高技企業,165762063,7261272,3421,22.82,23.75,21.9,22.85,22.95,10.88,10.89,9.83,1.68
5457,宣德    ,134615039,19711466,4094,6.82,7.24,6.25,6.75,6.9,NA,7.24,12.4,0.45
5460,同協電子,107876801,7295403,2834,14.78,15.6,13.75,14.74,14.75,12.72,8.81,11,1.18
5464,霖宏科技,151120118,3891833,2013,38.83,42.8,34.25,38.12,39.8,11.15,5.02,7.55,2.52
5475,德宏工業,204172696,21257992,5021,9.6,10.45,9,9.45,10.15,17.2,5.91,12.33,0.58
5480,統盟電子,74517139,10758420,2379,6.92,7.65,6.01,6.76,6.74,NA,0,7.02,0.63
5481,華韡電子,72466354,4793277,1881,15.11,15.85,14.3,15.09,14.75,10.39,11.52,4.69,0.65
5488,松普科技,161002794,11218718,3252,14.35,15,13.15,14.29,13.9,7.35,10.79,12.63,0.83
5491,連展科技,1034836965,52942329,18658,19.54,21.2,16.1,19.39,19.7,19.13,8.17,41.29,1.08
6101,弘捷    ,91764770,7173140,2392,12.79,13.9,11.8,12.7,12,12.77,8.33,6.87,1.29
6107,華美電子,22994035,3696372,762,6.22,7.05,5.02,6.23,5.8,NA,0,10.55,0.98
6108,競國實業,476806658,20526017,7499,23.22,24.9,21.6,23.05,22.85,9.1,6.56,16.72,1.41
6114,翔昇電子,3778568,714408,161,5.28,6.2,4.61,5.6,5.78,NA,8.13,1.25,1.19
6124,業強科技,646636112,21612481,6727,29.91,32.55,26.5,30.32,29.5,21.22,6.81,12.48,1.7
6126,信音企業,490717695,16199033,7199,30.29,33.7,25.7,29.34,29.1,9.48,8.76,23.34,1.67
6127,九豪精密,110138101,8901367,3014,12.37,13.4,10.7,12.18,12.95,20.23,2.7,10.97,1
6134,萬旭電業,544043759,10419235,5737,52.21,55.4,49.2,51.1,52.5,10.76,3.8,17.37,2.3
6158,禾昌興業,1468775709,36736587,15689,39.98,43.65,35.7,38.98,43.4,13.19,4.14,33.91,1.84
6173,信昌電陶,371350998,21171464,7232,17.54,19.15,15.2,17.37,17.6,12.85,1.87,13.35,1.36
6174,安碁科技,1695157,237324,109,7.14,7.9,6.56,7,7.15,NA,0,0.33,3.31
6175,立敦科技,25241935,3160306,731,7.98,8.85,7.5,8.02,8.18,NA,9.77,3.35,0.7
6185,幃翔精密,116790068,5730132,2493,20.38,22.2,19.1,20.17,19.2,8.28,5.2,6.45,1.2
6194,育富電子,1502194887,32897895,15178,45.66,50.5,39.7,45.33,49.6,9.1,6.65,27.44,2.03
6203,海韻電子,854774983,3708775,878,230.47,237.5,219,230.66,224,24.24,1.7,6.22,11.64
6204,台灣艾華,56769098,1926863,1131,29.46,30.9,28.45,29.35,29.05,10.09,6.88,5.52,1.57
6207,雷科    ,563290327,13135996,5483,42.88,44.55,40.6,43.01,42.95,8.06,6.98,19.26,2.25
6208,日揚科技,75786009,4071190,1799,18.61,19.8,18,18.58,18.55,15.2,10.78,5.06,1.25
6210,慶生電子,726582476,17561761,4338,41.37,44.1,33.3,41.01,41.3,43.47,1.21,50.11,3.99
6211,福登    ,17016737,1143912,530,14.87,16.1,14.05,14.9,14.85,9.97,5.58,2.45,0.59
6217,中國探針,15157917,1722944,647,8.79,9.28,7.9,8.65,8.85,NA,22.59,4.26,0.98
6220,岳豐科技,159505377,10206320,3122,15.62,16.5,13.5,15.28,16.05,17.07,6.23,9.92,0.91
6224,聚鼎科技,359354805,9648544,4576,37.24,40.45,33.2,35.81,38.35,12.96,5.63,14.07,2.79
6242,聯豪科技,94734758,4381925,1028,21.61,22.5,20.7,21.59,21.35,28.47,2.34,10.74,2.44
6248,沛波電子,26213999,1819194,786,14.4,15,13.9,14.44,14.6,365,3.28,3.53,1.19
6250,宇加科技,4538106,601545,241,7.54,7.99,7.11,7.58,7.9,NA,0,2.43,1.05
6266,泰詠電子,125054037,8691706,2607,14.38,15.05,13.75,14.27,13.85,8.1,6.42,13.12,0.89
6274,台燿科技,280211802,18882085,5475,14.84,15.7,14.15,14.68,15.35,10.37,9.12,8.22,0.88
6279,胡連精密,63245122,1544550,1060,40.94,43.6,37.5,40.04,41.5,13.17,6.26,2.32,2.44
