櫃檯買賣股票成交資料彙總表,,,,,,,,,,,,,,,,,
The Trading Summary of Listed Stocks,,,,,,,,,,,,,,,,,
98年12月 Dec. 09,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 785,413,954,352元",,,,,,"3. 櫃檯買賣月總成交筆數： 7,151,894筆",,,,,,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Number of Transactions,,,,,,,,,,,
"2. 櫃檯買賣股票月總成交量： 20,215,382,941股",,,,,,4. 成交量週轉率： 28.10%（以上櫃股數計算）,,,,,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Turnover Rate,,,,,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading 　Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
　（ 筆 ）　　
Total Transactions",         成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield,  週轉率（%）　　Turnover Rate,  淨值比（%）　　PBR,,,,
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,,,,,
8917,欣泰    ,6803521,155863,51,43.65,45.85,42.1,44.12,44.75,18.8,4.69,0.15,2.92,,,,
8927,北基加油,111404825,7650966,1713,14.56,15.9,13.7,14.25,15.9,49.69,3.14,8.41,1.39,,,,
8931,大園汽電,89751397,6476065,2321,13.85,14.4,13.1,13.76,14,22.22,2.14,6.07,1.01,,,,
3073,普格    ,1658678133,34066402,15670,48.68,52.2,43,46.9,51.7,NA,1.02,76.24,3.74,,,,
3087,翔準    ,528787339,44929105,10046,11.76,12.7,11,11.55,11.95,36.21,1,15.76,0.92,,,,
3169,亞信電子,2996736390,48357252,25445,61.97,74.2,51,61.24,73.9,36.23,2.36,91.24,6.15,,,,
3188,安茂    ,645356605,28493416,11070,22.64,26.75,17,21.98,26.75,NA,5.68,59.54,2.24,,,,
3219,倚強科技,349817217,18746955,8187,18.65,21.95,15.2,17.52,21,NA,4.76,47.18,2.42,,,,
3227,原相科技,17555739653,67209787,46709,261.2,275,240.5,257.91,270,40,2.23,51.76,6.23,,,,
3228,金麗科  ,451709345,8041219,5613,56.17,59.8,52,55.46,57,NA,4.17,14.16,4.31,,,,
3252,海灣科技,3150042,481319,320,6.54,7.17,5.76,6.62,6.28,NA,0,0.9,89.71,,,,
3259,鑫創科技,531637412,14801878,6578,35.91,38.7,31.8,34.76,38.2,NA,0,24.04,2.23,,,,
3260,威剛科技,21496525036,244165648,111484,88.04,107,74.5,84.06,104.5,50.48,0.24,108.35,3.49,,,,
3264,欣銓科技,4521429694,229422657,55581,19.7,21.7,17.25,19.23,21.25,53.13,5.64,51.85,1.4,,,,
3265,台星科  ,1465122867,117854318,25623,12.43,13.9,10.4,12.14,13.6,NA,4.04,43.25,1.04,,,,
3268,海德威  ,331308981,9721919,5479,34.07,36.3,30.5,33.25,34.8,NA,3.33,31.7,3.45,,,,
3291,遠翔科技,957945479,17954492,7708,53.35,62.6,44.6,51.66,59.5,70,1.98,55.06,4.47,,,,
3317,尼克森  ,3740958710,64556073,33093,57.94,62.8,55,57.24,58.1,31.07,2.58,105.34,2.19,,,,
3372,典範    ,2055473250,153724405,36809,13.37,14.8,12,12.97,14.1,NA,9.36,50.82,1.22,,,,
3438,類比科  ,2703639392,30159053,19394,89.64,94.3,84.6,88.67,89,31.12,5.61,75.73,3.83,,,,
3527,聚積    ,3329063833,23462005,17568,141.89,153,130.5,138.93,149,29.1,4.01,71.51,3.57,,,,
3553,力積電子,3844379224,41863945,21115,91.83,102.5,71.8,89.05,102.5,28.87,1.46,82.7,6.28,,,,
3556,禾瑞亞  ,4617048894,52216039,31220,88.42,94.1,82,86.43,87.6,44.92,1.94,118.84,4.48,,,,
5302,太欣半導,394261774,20306649,7302,19.41,21.75,16.5,18.67,19.95,NA,0,12.49,2.23,,,,
5314,世紀民生,447411440,32874546,10104,13.6,14.55,12.7,13.43,13.7,NA,0,29.39,1.6,,,,
5324,德豐    ,16812652,562222,533,29.9,32,26.65,29.38,28.3,NA,0,1.18,3.28,,,,
5326,漢磊科技,2601728336,188199622,47877,13.82,16.2,9.45,13.93,15.75,NA,6.34,57.62,1.82,,,,
5344,立衛科技,186004316,8705369,3534,21.36,25.4,15.85,18.85,25.4,17.52,3.3,10.96,2.27,,,,
5346,力晶    ,1657919149,441742538,29837,3.75,4.05,3.4,3.67,4,NA,0,5.03,1.32,,,,
5347,世界先進,3193486612,217287557,48723,14.69,16.5,13.3,14.36,16.1,NA,2.48,12.95,1.36,,,,
5351,鈺創科技,8038992774,341871449,92818,23.51,27.65,20.3,22.52,27,NA,7.37,82.34,2.03,,,,
5387,茂德科技,454596427,214448224,11239,2.11,2.32,1.76,2.08,2.16,NA,0,2.95,0.59,,,,
5425,台半    ,5344094475,186504541,56145,28.65,30.1,27.1,28.27,28.7,44.15,2.43,76.44,1.64,,,,
5455,訊利電業,438236972,27311691,9701,16.04,17.9,15,15.85,15.5,NA,10,74.83,1.9,,,,
5466,泰林科技,858150032,69287919,16181,12.38,14.05,9.83,11.85,13.8,NA,9.49,28.37,0.89,,,,
5468,凱鈺科技,121865848,8700131,3099,14,16.9,9.61,12.09,16.15,NA,0,11.14,2.26,,,,
5483,中美晶  ,27646639497,319512128,156239,86.52,92,77.2,85.54,88.1,59.13,5.1,106.7,2.73,,,,
5487,通泰    ,612453511,25839449,9534,23.7,25.75,21.75,23.39,25.2,19.84,3.96,57.14,1.57,,,,
6103,合邦電子,4352519,784102,522,5.55,6.97,4.76,5.66,5.68,NA,0,3.35,1.03,,,,
6104,創惟科技,4149370437,91253246,39956,45.47,54.3,37.8,43.4,53.2,NA,3.08,107.74,3.08,,,,
6129,普誠科技,5833138501,231011319,74304,25.25,30.6,22.2,24.06,29,70.73,2.06,129.03,2.33,,,,
6138,茂達電子,6519662055,128450598,55618,50.75,54.6,46.4,50.1,54,103.85,1.29,101.62,3.35,,,,
6147,頎邦科技,5766398426,201333113,60522,28.64,30.8,26.1,28.17,29.8,NA,8.38,62.87,1.59,,,,
6182,合晶科技,15216414677,250168606,132248,60.82,65.9,56.2,59.23,58.3,NA,3.94,91.46,2.44,,,,
6186,晶磊興業,587699645,21489629,8484,27.34,32.7,20.8,26,29.05,NA,0,106.49,2.72,,,,
6198,凌泰科技,187491187,13552690,4045,13.83,17.25,9.41,11.68,16.15,NA,0,39.08,1.84,,,,
6223,旺矽科技,4481337378,54046989,26760,82.91,91.5,67.9,82.33,86,238.89,0.69,73.72,3.34,,,,
6229,研通科技,299306457,15919349,5945,18.8,21.7,16.1,18.35,21.3,66.56,2.81,45.08,1.77,,,,
6233,旺玖科技,10062774435,220509916,87105,45.63,51.8,34.5,45.15,49,700,1.42,252.95,3.29,,,,
6236,凌越科技,1254943,136670,83,9.18,10.5,7.7,9.36,9.1,NA,0,1.08,3.84,,,,
6237,驊訊電子,3492173791,48084857,28128,72.62,76.8,66.5,70.94,72.8,NA,0.34,74.83,4.11,,,,
6243,迅杰科技,3092443970,42584633,24207,72.61,77,68.2,70.7,0,57.58,1.72,57.12,4.07,,,,
6261,久元電子,2929368079,37064315,20319,79.03,83.9,74.1,78.1,81,22.69,3.82,39.2,2.56,,,,
6287,元隆電子,45710986,8180499,1403,5.58,6.58,4.85,5.41,5.9,NA,0,3.2,1.49,,,,
6291,沛亨半導,286665739,19143113,6546,14.97,19.6,10.25,13.08,19.6,NA,4.43,38.81,2.33,,,,
8024,佑華微電,1744229227,54125724,22148,32.22,35.6,23.6,31.04,31.9,29,5.2,95.6,2.02,,,,
8040,九暘    ,1965951825,60463801,24509,32.51,37.05,27.3,31.62,33.9,NA,3.24,71.78,2.59,,,,
8054,安國國際,4021766173,59031589,32134,68.12,72.5,63.3,67.06,70.4,27.08,1.42,78.37,3.09,,,,
8066,福陞科技,994495,592538,151,1.67,1.89,1.49,1.69,1.86,NA,0,0.53,0.85,,,,
8079,誠遠科技,1050585063,51088118,15383,20.56,22.55,18.5,19.55,21.95,17.99,4.55,81.8,1.55,,,,
8084,巨虹電子,157710879,10599158,4380,14.87,17.8,12.8,13.98,17.05,NA,0,26.19,1.81,,,,
8086,宏捷科技,3684774826,85971100,37103,42.86,48.15,37.05,42.16,48.15,370.38,0.91,68.99,4.13,,,,
8088,品安科技,922126085,49123157,14734,18.77,23.55,16,18.03,23.55,NA,0,117.58,1.71,,,,
8261,富鼎先進,3057510312,76189048,31423,40.13,43.3,38,39.53,,26.71,2.3,55.89,2.5,,,,
8277,商丞科技,4210567491,55525881,29297,75.83,112,50.3,73.1,112,NA,0,123.87,7.84,,,,
1569,濱川企業,278807986,7064581,3534,39.46,41.8,35.8,38.87,39.9,17.42,1.47,11.47,1.94,,,,
3069,寶晟科技,27131534,2895408,1194,9.37,10.35,8.2,9.09,9.7,NA,0,10.84,1.1,,,,
3071,協禧電機,597284150,38362794,11066,15.56,16.8,13.7,15.34,16.15,20.71,0,19.06,2.22,,,,
3088,艾訊    ,929717297,31460652,13868,29.55,32.35,25.6,28.35,29.75,19.44,6.72,39.91,2,,,,
3126,信億科技,70034152,2970548,1651,23.57,25.5,21.15,22.95,23.95,NA,0,8.6,4.07,,,,
3171,天馳科技,143044675,12512935,3810,11.43,13.15,9.07,11.09,12.55,96.54,2.39,38.71,0.98,,,,
3211,順達科技,6650153514,62261388,36863,106.81,115,99.5,104.2,113,15.07,6.18,48.43,3.49,,,,
3213,茂訊電腦,525120733,5756864,4411,91.21,95.1,87.5,89.78,93.3,13.09,5.35,12.83,4.72,,,,
3217,優群科技,1449177227,51862035,19000,27.94,29.7,24.2,27.1,28.2,NA,4.29,68.69,1.86,,,,
3287,廣寰科  ,207839610,7723746,4152,26.9,29.3,23.8,26,28.2,23.11,2.26,18.3,2.23,,,,
3323,加百裕  ,1463642536,29985356,16206,48.81,50.4,47.5,48.46,49.55,15.34,5.02,31.46,2.01,,,,
3325,旭品    ,833016301,25396149,9255,32.8,36,30.7,31.91,34,21.94,3.52,40.42,1.61,,,,
3416,融程電  ,956199519,13927857,8750,68.65,75.6,62.8,66.65,73.9,16.87,7.14,33.01,3.23,,,,
3483,力致科技,4445221721,45743995,28133,97.17,105,84,96.11,99.9,19.21,3,113.86,2.44,,,,
3489,筌寶    ,228192479,10207463,4269,22.35,25.75,17.55,19.63,25.75,19.07,4.23,24.55,1.6,,,,
3521,鴻翊    ,73240775,2977201,1519,24.6,26.4,21.5,23.34,25.3,NA,9.09,9.54,1.52,,,,
3540,曜越    ,511065457,11336647,6631,45.08,48,41.15,43.8,46.3,53.22,5.39,21.82,2,,,,
3577,泓格科技,3048995456,52060286,24029,58.56,92.5,32.7,56.02,92.5,92.5,1.62,123.59,6.41,,,,
3611,鼎翰科技,1331479525,17756361,10768,74.98,83,61.8,71.37,80.8,13.29,3.71,67.82,3.76,,,,
3625,西勝    ,389053216,10272966,5818,37.87,39.65,35.7,37.6,38.8,14.87,2.57,29.49,3.21,,,,
3652,精聯電子,588667762,14800678,7947,39.77,44.4,32.4,38.18,42.6,90.64,6.1,31.09,1.69,,,,
5371,中強光電,10719410410,244068164,89112,43.91,47.55,40.7,43.8,46.4,22.63,4.8,33.71,1.8,,,,
5384,捷元    ,496700985,44589530,10118,11.13,12,10.15,11.03,11.7,NA,12.3,48.28,0.84,,,,
5386,青雲國際,614043,74507,53,8.24,9.18,7.4,8.46,7.89,NA,0,0.21,14.35,,,,
5426,振發實業,827556823,40499645,12737,20.43,21.55,18.5,20.18,21.2,11.16,7.78,28.16,1.38,,,,
5438,東友    ,500749870,17514562,7454,28.59,30.2,26.25,28.03,29.35,14.46,2.04,15.56,1.94,,,,
5450,寶聯電腦,401905220,21706000,6951,18.51,20,16.55,17.83,18.3,NA,0,43.07,1.41,,,,
5465,富驊企業,44549495,6195773,1686,7.19,8.01,5.95,6.85,7.53,NA,0,2.61,1.23,,,,
5474,聰泰科技,478877998,18622490,7575,25.71,30.25,19.6,23.28,29.2,56.15,5.13,55.21,2.12,,,,
5490,同亨科技,821901655,36096367,13163,22.76,28.5,17.35,20.3,27.1,19.78,2.32,38.04,1.94,,,,
6105,瑞傳科技,2057288261,58466314,22734,35.18,37.5,31.05,34.17,35.6,13.04,3.37,53.17,1.62,,,,
6121,新普科技,9867527325,54515307,33452,181,191.5,170.5,178.67,190,18.54,3.15,23.54,4.1,,,,
6123,上奇科技,379955649,16354289,6072,23.23,25.9,21.5,22.57,25.9,19.47,5.36,38.44,2.06,,,,
6150,撼訊科技,5110778216,133306037,46898,38.33,51.8,30.5,37.08,51.8,28.15,0.96,207.39,4.19,,,,
6160,欣技資訊,1219470759,25511578,11834,47.8,51.9,39.8,46.03,48.9,22.03,7.77,35.94,3.64,,,,
6161,捷波資訊,947271097,55079670,16204,17.19,18.6,14.9,16.7,18.5,NA,4.21,54.48,1.21,,,,
6188,廣明光電,6023164211,101186805,44158,59.52,62.7,55.3,58.74,61.5,12.23,5.04,35.49,2.19,,,,
6199,精威科技,65626991,4734458,1722,13.86,15.2,11.25,12.69,13.8,NA,0,7.48,1.29,,,,
6219,富旺    ,16127928,1258249,702,12.81,14.5,10.9,13.16,13.85,NA,0,1.03,2.34,,,,
6222,上揚科技,4877409,832638,382,5.85,6.49,5.26,5.87,6.44,NA,0,2.86,0.83,,,,
6228,全譜科技,125486390,10094158,2960,12.43,14.4,10,11.33,13.4,NA,0,24.55,1.26,,,,
6230,超眾科技,2292283009,44831925,20596,51.13,58.5,45.5,49.59,57.5,15.46,3.82,51.92,2.5,,,,
6247,淇譽電子,132208645,6054050,2799,21.83,23.85,19.4,21.04,21.7,27.47,0.92,10.04,1.42,,,,
6298,崴強科技,4231878138,152153303,48373,27.81,31.3,19.3,27.71,29.8,141.9,2.34,91.51,2.12,,,,
8050,廣積    ,1865859971,30746746,17977,60.68,64,55.6,60.2,62.1,24.45,3.92,47.57,3,,,,
8076,伍豐科技,6577717483,80957085,46019,81.24,87.9,73,79.67,83.2,NA,1.82,52.54,4.9,,,,
8114,振樺電  ,789262421,12393967,7139,63.68,69.5,57.1,61.89,59.5,19.57,7.54,22.56,3.85,,,,
8210,勤誠興業,715157798,26191810,10018,27.3,29,25.5,27.06,28,17.72,1.78,23.49,1.93,,,,
8234,新漢    ,623079170,22994210,9561,27.09,30.8,22.05,25.78,28,18.79,7.14,28.44,1.97,,,,
8299,群聯電子,20983247002,84224067,55703,249.13,282,226,241.63,272.5,26.51,1.36,57.4,5.54,,,,
3066,李洲科技,304104877,18806946,7612,16.16,17.25,15.1,16,16.45,NA,0,13.26,1.81,,,,
3128,昇銳電子,1614383871,49028600,20654,32.92,36.15,29.7,31.93,33.3,26.43,3,116.73,1.99,,,,
3230,錦明實業,331897713,22506296,6873,14.74,16.3,12.8,14.08,15.65,NA,3.83,23.95,0.71,,,,
3297,杭特電子,143147434,5031153,2419,28.45,31.4,26.35,28.35,30.65,16.13,3.26,14.63,1.4,,,,
3339,泰谷光電,4471968422,109724648,46262,40.75,43.8,36.8,40.38,40.7,NA,0,50.16,2.88,,,,
3362,先進光  ,123541257,3252662,1430,37.98,39.5,36.8,38.01,37.95,379.5,0,4.2,3.7,,,,
3434,哲固資訊,146968686,8190309,3612,17.94,19.15,15.6,17.45,17.85,NA,1.4,24.97,1.44,,,,
3452,益通光能,14782005597,172594515,92892,85.64,93.4,76.7,83.85,81.5,NA,4.9,80.96,1.24,,,,
3455,由田新技,356497358,15771044,6383,22.6,27.45,18.75,21.37,27.45,NA,7.28,30.78,1.12,,,,
3490,單井    ,581047591,17370651,8062,33.44,36,28.6,32.93,34.4,NA,7.26,57.57,2.2,,,,
3516,亞帝歐  ,598640576,29605079,10267,20.22,22.2,17.6,19.63,21.6,NA,10.64,38.57,0.63,,,,
3520,振維    ,420767457,27689435,7821,15.19,17.4,13.3,14.49,17.4,NA,2.87,53.37,1.04,,,,
3522,宏森    ,1365043593,47202717,16719,28.91,39.1,17.8,25.57,39.1,NA,1.02,133.15,2.13,,,,
3523,迎輝科技,4410636218,57674440,29718,76.47,92,59.1,77.16,85.1,NA,2.26,57,2.94,,,,
3531,先益電子,730769233,17904699,7009,40.81,45.9,32.4,39.57,44.5,29.28,3.37,29.84,1.57,,,,
3562,頂晶科技,369975970,8143160,5666,45.43,49.4,42,44.41,45.5,NA,2.19,15.55,2.76,,,,
3615,安可光電,840187865,14224067,9003,59.06,66.1,50,57.03,66.1,550.83,0,39.96,3.08,,,,
4729,熒茂光學,1279165038,40068526,18382,31.92,35.8,26.2,30.35,33.6,NA,1.48,63.1,1.63,,,,
5315,光聯科技,640939131,86322224,15622,7.42,8.65,5.23,7.29,8.26,NA,0,36.71,1.18,,,,
5392,應華精密,6848729504,37328904,23741,183.46,211,158,181.47,205.5,27.11,0.97,50.5,5.46,,,,
5395,普揚科技,3526388,1054844,70,3.34,4.39,3.11,3.53,4.39,NA,0,1.02,2.07,,,,
5432,達威光電,3682394,573061,320,6.42,7.49,5.2,6.17,6.41,NA,0,5.15,12.82,,,,
5443,均豪精密,4541985250,187651391,55193,24.2,27.5,18.9,24.21,26.5,NA,0,82.57,2.16,,,,
6125,廣運機械,1888588238,63995077,20888,29.51,30.8,26.65,28.81,29.35,30.57,8.41,36.64,1.17,,,,
6156,科橋電子,21283931,3714758,1325,5.72,6.91,4.83,5.53,6.91,NA,0,2.82,0.96,,,,
6167,久正光電,256438506,44914542,9327,5.7,6.5,4,5.31,6.3,NA,6.34,27.7,1.17,,,,
6234,高僑    ,1350447735,47944236,15453,28.16,35.05,17.5,26.05,34.2,NA,0.23,66.7,0.98,,,,
6244,茂迪    ,28559969038,211509229,106088,135.02,155,116.5,134.78,152,262.07,3.28,70.24,3.72,,,,
6246,臺龍電子,166826569,9738052,3010,17.13,18.2,16,17.01,16.8,NA,0,7.3,2.69,,,,
6278,台表科  ,6618286545,82096765,37894,80.61,86.7,75.5,80.33,84.1,16.46,2.6,41.3,2.64,,,,
6294,智基科技,1599846,1385522,178,1.15,1.34,0.99,1.13,1.05,NA,0,0.82,8.75,,,,
8049,晶采光電,1825205064,105647311,27062,17.27,20.15,12.2,17.45,20.15,134.33,0,120.46,2.08,,,,
8053,巨擘科技,123658876,15652075,4049,7.9,8.61,6.8,7.45,8.6,NA,0,3.8,0.48,,,,
8064,東捷科技,874794054,38850800,13539,22.51,23.85,20.5,22.24,22.35,NA,1.78,29.58,1.11,,,,
8069,元太科技,22503060513,280849294,133575,80.12,85.6,73.2,80.31,84.2,NA,0,29.4,7.54,,,,
8071,豐聲科技,232339249,6348678,3422,36.59,42.45,27.3,36.92,38.2,152.8,0,18.8,3.62,,,,
8077,冠華科技,185452239,7783315,3473,23.82,27.65,20,22.57,22,NA,0,40.93,4.01,,,,
8087,華鎂鑫  ,9678131,865952,356,11.17,12.4,8.28,9.35,12.4,NA,0,2.46,1.03,,,,
8107,大億科技,2622900824,125131784,38676,20.96,22.9,18,20.33,22.35,117.63,4.47,72.88,1.28,,,,
8111,立碁電子,1069321757,52821660,18580,20.24,21.6,19.05,20,20.25,NA,4.98,63.19,1.74,,,,
8240,華宏新技,3916558278,54505605,28539,71.85,79.8,60.5,71.72,76.8,41.97,0.63,71.61,2.09,,,,
8266,中日新  ,1358719442,47164159,16971,28.8,31,25,27.5,29.6,NA,6.72,67.16,2.01,,,,
3068,美磊科技,2753558653,35281364,15114,78.04,86,67.3,77.09,85,27.16,1.05,50.13,4.55,,,,
3095,及成    ,3371636130,118997856,40034,28.33,30.45,25.5,27.7,28.4,NA,7.04,54.83,1.43,,,,
3152,璟德電子,2161790640,14313786,9121,151.02,169,137,148.47,166,32.3,1.8,22.81,4.9,,,,
3221,台灣嘉碩,616619848,21100526,7903,29.22,32.7,25.15,28.58,29.25,NA,2.8,29.81,1.71,,,,
3290,東浦    ,384999983,40008375,8113,9.62,10.8,8.53,9.4,10.55,65.94,4.73,53.83,0.96,,,,
3306,鼎天國際,5827195868,88446414,42459,65.88,77.4,55.2,65.34,75.9,379.5,0.65,123.71,3.07,,,,
3431,長天科技,871242150,35462738,14256,24.56,29.95,16.25,23.86,29.95,NA,3.23,73.91,3.92,,,,
3454,晶睿通訊,1206769891,27921360,13392,43.22,48.3,38.4,42.21,45.5,48.4,3.38,48.21,2.81,,,,
3491,昇達科技,2265632536,26940696,14675,84.09,90,79.5,82.66,86.3,22.13,5.21,66.92,4.17,,,,
3499,環天科技,692770506,25233876,10969,27.45,35.6,19.7,26.88,35.6,NA,3.37,52.24,2.12,,,,
4903,聯光通信,1054811121,76923550,19847,13.71,16.05,10.1,13.35,14.6,48.67,0,105.28,1.35,,,,
4905,台聯電訊,90266853,4519738,1456,19.97,21.1,17.9,19.5,21.1,NA,1.89,8.02,1.44,,,,
4907,正華通訊,8137174,1339359,244,6.07,7.56,5.05,5.87,7.56,NA,0,4.63,2.33,,,,
4908,前鼎光電,2464379558,45276549,24347,54.42,62,43.2,54.78,60,29.41,3.5,67.77,4.56,,,,
4909,新復興  ,4516601407,90213938,38965,50.06,54.1,42.9,49.08,52.5,17.92,2,111.21,2.5,,,,
5304,鼎創達  ,2740771,1107872,921,2.47,2.76,2.2,2.46,2.54,NA,0,0.6,0.76,,,,
5306,訊康科技,66371547,11575594,3153,5.73,6.35,4.8,5.32,5.81,NA,0,14.41,1.01,,,,
5348,系通科技,66726241,4012002,1839,16.63,19.35,13.5,15.72,17.95,NA,0,18.45,1.81,,,,
5353,台林通信,426949483,32063285,9954,13.31,15.8,10.7,13.08,15.55,45.74,0.9,32.99,1.09,,,,
6109,亞元科技,127517911,7381533,2079,17.27,18.2,15.5,17.25,17.75,NA,0,17.29,1.72,,,,
6143,振曜科技,11801197394,90521642,50545,130.36,141,121,129.13,131,47.81,0.74,132.48,8.1,,,,
6152,百一電子,389028327,10615020,3825,36.64,37.4,35.1,36.4,0,17.13,4.02,7.59,2.24,,,,
6163,華電聯網,2192849106,86394383,31944,25.38,27.8,23,24.38,25.15,18.91,10.21,93.7,1.9,,,,
6170,統振    ,2394481390,61668630,27821,38.82,41.8,36.5,37.75,41.8,80.38,4.06,68.68,2.83,,,,
6190,萬泰科技,390633029,23509231,6876,16.61,17.9,15.3,16.41,17.9,NA,7.76,20.86,1.51,,,,
6218,豪勉科技,238562077,10000396,4376,23.85,25.3,21.7,23.49,24.35,16.23,6.16,19.69,1.5,,,,
6241,易通展  ,14235120,643635,462,22.11,24.5,19,21.2,23.3,62.97,0,2.13,3.35,,,,
6245,立端科技,1176283833,38808973,15037,30.3,34.6,27.05,29.96,30.9,NA,1.97,60.32,2.16,,,,
6263,普萊德  ,357137852,10060598,5651,35.49,37.4,32.1,35.16,36.6,17.6,6.28,17.82,2.54,,,,
6264,德士通  ,203464620,15680489,3804,12.97,14,11.5,12.73,13.6,NA,0,26.56,1.69,,,,
8034,榮群電訊,622701570,47641707,9217,13.07,13.55,11.8,12.33,13.1,NA,1.52,74.71,1.23,,,,
8048,德勝科技,543937146,18216171,7778,29.86,33.55,25.1,28.7,30.8,23.69,3.57,41.83,2.47,,,,
8082,捷超通訊,708580711,58073456,9314,12.2,13.5,11.4,12.04,12.35,NA,0,80.25,1.92,,,,
8097,鴻松精密,52082088,8640722,2653,6.02,6.66,5.1,5.89,6.18,NA,0,21.41,1.05,,,,
1333,恩得利  ,1570375039,75868240,24945,20.69,24.5,16,21.26,22,NA,1.13,74,2.56,,,,
1336,台翰    ,122159691,6298749,2559,19.39,21.4,17.1,18.69,20.3,NA,4.03,9.51,0.79,,,,
1582,信錦    ,5114210692,63259043,28210,80.84,85.5,73.6,81.7,0,16.05,3.56,46.73,3.1,,,,
1815,富喬    ,1336037014,82555792,19794,16.18,19.05,12.75,14.66,18.4,NA,1.3,33.35,1.58,,,,
3078,僑威科技,2810290038,101119368,28934,27.79,32.6,23.55,27.81,32.45,25.35,2.58,54.38,2.22,,,,
3089,展成科技,317058945,28144280,7586,11.26,12.25,7.94,10.69,11.4,NA,0,53.94,1.02,,,,
3114,好德科技,57089891,4373684,1755,13.05,13.8,11.7,12.81,13.55,677.5,7.52,9,0.88,,,,
3115,寶島極光,53209911,3783728,1538,14.06,15.45,12.1,13.44,14.8,NA,0,10.04,1.58,,,,
3144,新揚科  ,137677405,9412746,2858,14.62,16.5,12.7,13.98,16.45,NA,0,13.62,2.88,,,,
3191,和進電子,196681539,16354607,5261,12.02,14.1,10,11.3,12.7,NA,3.93,30.2,0.97,,,,
3202,樺晟電子,582988678,23486144,9049,24.82,26.25,22.4,24.37,25.25,15.68,3.2,34.08,1.34,,,,
3206,志豐電子,45240444,2793475,1448,16.19,16.95,15.1,16.16,16.7,NA,2.09,7.21,1.14,,,,
3207,耀勝電子,415780379,26162809,7675,15.89,18.65,13.15,14.85,17.45,134.23,2.86,72.55,1.28,,,,
3226,至寶電腦,59341783,5492356,1877,10.8,12.15,9.44,10.32,12.15,NA,8.23,14.76,1.74,,,,
3229,晟鈦    ,821105076,52226410,15207,15.72,18.35,13.15,15.66,17.5,156.36,3.6,86.38,1.41,,,,
3236,千如電機,425006897,25151532,8422,16.89,18.35,14.2,16.12,0,NA,5.02,57.88,1.26,,,,
3276,宇環科技,106653922,12363020,3211,8.62,10.5,6.5,7.91,10.4,NA,0,15.74,1.14,,,,
3288,點晶科技,1404554550,40128134,15279,35,40.05,25.8,33.4,36.9,NA,0.59,80.61,3.45,,,,
3294,英濟    ,579127229,29639880,9918,19.53,22.3,17,18.9,21.35,NA,1.87,21.79,1,,,,
3299,帛漢    ,375147275,13061925,5705,28.72,30.75,24.6,27.53,30.5,17.53,2.98,28.29,1.58,,,,
3310,佳穎精密,46156362,3467820,1340,13.3,14.95,10.2,12.68,14.7,NA,9.52,10.17,1.46,,,,
3313,斐成企業,585352945,34910421,11598,16.76,19.4,13.35,16.06,17.8,NA,0,57.72,1.14,,,,
3322,建舜電子,913813500,36376392,12634,25.12,28.6,21.1,23.2,27,49.09,4.44,50.28,1.86,,,,
3332,幸康電子,118516863,3485665,2128,34,35.5,31,32.98,34.5,13.58,11.59,7.25,1.46,,,,
3354,律勝    ,130924586,7480551,2499,17.5,20,14.2,16.31,18.55,NA,3.39,10.09,1.1,,,,
3390,旭軟電子,202931152,6246733,3332,32.48,33.85,29.95,32.18,32.7,14.22,2.44,14.25,2.16,,,,
3465,祥業科技,40293732,4098813,1472,9.83,10.7,8.83,9.68,10.1,NA,7.32,14.23,1.44,,,,
3484,崧騰    ,1901066921,37897818,17477,50.16,55.3,40.1,48.23,51.6,16.86,4.26,93.84,2.49,,,,
3511,矽瑪科技,1851397062,23987963,13585,77.18,90.5,61.5,70.86,85.2,18.77,2.46,77.18,3.28,,,,
3512,能緹    ,356579392,11152216,5357,31.97,36.05,28.9,31.15,32.15,NA,3.73,34.85,1.92,,,,
3526,凡甲科技,3078912842,33936496,21056,90.72,96,83.7,89.92,93.6,11.51,4.32,64.89,3.8,,,,
3548,兆利科技,1514258308,27304091,14146,55.45,61.8,46,53.46,58.8,20.42,1.7,54.54,1.43,,,,
5301,祥裕電子,17685290,2637779,900,6.7,7.15,6.13,6.68,7.06,NA,0,5.83,0.9,,,,
5309,系統電子,594591736,44503030,10120,13.36,14.3,12.3,13.15,13.85,NA,0,34.09,1.73,,,,
5317,凱美電機,511379038,56514482,12888,9.04,10.3,7,8.38,9.8,NA,3.06,41.44,0.83,,,,
5321,友銓電子,76085942,10716167,2907,7.1,7.73,6.36,7.04,7.04,NA,0,7.14,0.75,,,,
5328,華容    ,688078513,68459230,11450,10.05,11.25,8.41,9.26,11.25,NA,0,40.87,1.12,,,,
