櫃檯買賣股票成交資料彙總表  The Trading Summary of Listed Stocks,,,,,,,,,,,,,
100年05月 May 11,,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 425,129,230,170元",,,,,,"3. 櫃檯買賣月總成交筆數： 4,019,226筆",,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Number of Transactions,,,,,,,
"2. 櫃檯買賣股票月總成交量： 9,585,590,742股",,,,,,4. 成交量週轉率： 14.59%（以上櫃股數計算）,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Turnover Rate,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading 　Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
　（ 筆 ）　　
Total Transactions",         成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield,週轉率（%）　　Turnover Rate,淨值比  （%）　　PBR
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,
3268,海德威  ,19834611,1011809,628,19.6,20.7,18.35,19.63,18.95,172.27,0,3.3,1.98
3291,遠翔科技,561813247,14098043,7600,39.85,43.25,31.9,38.34,41.5,16.47,4.12,42.26,2.68
3317,尼克森  ,408044690,14131035,7848,28.87,30.95,24.65,27.74,29.3,59.80,3.55,23.01,1.1
3372,典範    ,91227821,11186989,3370,8.15,8.82,7.62,8.16,7.77,N/A,0,3.7,0.69
3438,類比科  ,330448133,5517528,3840,59.89,62.7,56.8,59.35,60.7,12.83,3.39,14.29,2.18
3527,聚積    ,1767568897,12912089,9307,136.89,149.5,121,135.71,137,15.41,4.64,38.94,2.9
3529,力旺電子,922698729,12076882,8007,76.4,85,65.2,76.99,81.2,28.49,3.53,15.87,3.56
3553,力積電子,883799076,22250602,12411,39.72,43,35.8,39.24,40.2,N/A,13.58,38.98,2.33
3556,禾瑞亞  ,4032930633,37483499,24264,107.59,115,98,107.02,114,36.77,2.23,83.23,5.32
3567,逸昌    ,35771064,1986020,891,18.01,18.8,17.2,17.94,18.3,9.79,5.5,4.97,1.27
3582,凌耀    ,2336146679,14301067,8977,163.35,182.5,134,162.69,182.5,29.58,3.21,42.44,5.52
5302,太欣半導,81509315,6349596,2868,12.83,14.1,10.85,12.7,12.7,N/A,0,3.91,1.68
5314,世紀民生,1224663716,86504062,26853,14.15,16.25,10,13.66,14.6,7.49,0,77.19,1.41
5324,士林開發,4009262,100956,114,39.72,42,37.2,39.93,39,7.89,0,0.21,3.02
5326,漢磊科技,1760103539,94514219,26713,18.62,20.7,16.2,18.72,18.8,9.64,0,28.94,1.77
5344,立衛科技,8966716,515660,350,17.38,18.1,16.7,17.15,18.05,17.36,6.78,0.65,1.58
5346,力晶    ,1870737670,346181354,54566,5.4,6.12,4.85,5.35,5.16,N/A,0,6.17,0.99
5347,世界先進,1430592198,93353617,26579,15.32,16.45,14.1,15.02,16.1,12.48,2.72,5.66,1.25
5351,鈺創科技,637565069,35720751,14156,17.84,18.55,16.6,17.66,18.5,N/A,0.89,8.05,1.37
5387,茂德科技,67890757,73859716,6527,0.91,1.41,0.71,0.96,0.71,N/A,0,2.9,0.39
5425,台半    ,1310323723,50740166,17435,25.82,27.2,24.1,25.41,24.8,10.60,1.62,20.8,1.27
5455,訊利電業,18281651,1534194,633,11.91,12.45,11.5,11.92,11.7,N/A,0,4.18,1.87
5466,泰林科技,195007908,13275405,4451,14.68,15.15,14.15,14.58,14.75,4.97,0,5.44,0.77
5468,凱鈺科技,44937468,5679922,1979,7.91,8.93,6.24,7.24,8.2,N/A,0,7.17,1.45
5483,中美晶  ,18892606925,204107699,111283,92.56,102.5,81.5,92,89.2,7.76,1.9,50.76,1.74
5487,通泰    ,18357203,1123857,499,16.33,16.9,16,16.36,16.4,15.77,7.66,2.49,0.98
6103,合邦電子,384808,92770,117,4.16,5.05,3.57,4.34,3.8,N/A,0,0.23,1.68
6104,創惟科技,1289196456,32524940,16724,39.63,41.8,34.6,38.5,40.95,N/A,0,37.59,2.37
6129,普誠科技,430676462,21751210,9124,19.8,20.9,18.8,19.47,20.15,21.21,3.07,12.03,1.53
6138,茂達電子,937906505,29611266,16019,31.67,33.7,28.7,30.54,33.6,43.08,5.03,22.74,2.07
6147,頎邦科技,8042338817,173109151,66067,46.45,50.4,41.2,45.56,50.3,11.78,0,29.19,1.83
6182,合晶科技,2246950468,52065891,30771,43.15,45.9,39.25,42.87,42.7,14.57,0,19.03,1.29
6198,凌泰科技,11066782,1230258,506,8.99,9.53,8.51,8.9,8.6,N/A,0,3.53,1.14
6223,旺矽科技,3685706333,33799408,22461,109.04,116,98.5,108.3,109,9.63,0,43.08,2.63
6229,研通科技,28628833,1832906,809,15.61,16.4,14.7,15.55,15.35,10.23,3.28,5.13,1.19
6233,旺玖科技,926036669,27252820,12018,33.97,36.15,30.85,32.8,34.25,380.56,0,30.96,2.19
6236,凌越科技,86960,14210,13,6.13,9.4,5.03,6.87,5.7,N/A,0,0.09,3.17
6237,驊訊電子,1117395950,28367965,16155,39.38,43,30.6,37.14,41.05,N/A,0,36.85,1.86
6261,久元電子,7252344116,64112091,33041,113.11,122,99,112.64,115,13.36,2.7,63.25,2.34
6287,元隆電子,17719778,2323624,934,7.62,8.39,6.8,7.62,7.1,N/A,0,1.36,1.2
6291,沛亨半導,15768627,1763441,781,8.94,9.55,8.51,8.87,8.79,N/A,0,3.58,1.35
8024,佑華微電,38882340,1582187,842,24.57,25.45,24,24.59,24.55,14.11,5.1,2.77,1.46
8040,九暘    ,363351158,13539954,7150,26.83,28.2,25.2,26.52,26.95,26.95,0,15.19,1.85
8054,安國國際,2048963417,35504473,19816,57.71,61.8,51.5,56.47,59.4,19.93,3.4,43.29,2.26
8066,福陞科技,6432461,408757,146,15.73,17,13.9,15.12,16,N/A,0,0.37,59.26
8079,誠遠科技,142737166,6227454,2591,22.92,23.35,22.35,22.9,23.1,9.24,7.44,9.18,1.44
8084,巨虹電子,40742796,3070481,1341,13.26,14.5,10.9,13.23,12.15,N/A,0,7.59,1.49
8086,宏捷科技,3080273655,61377390,26100,50.18,53.9,44.8,50.1,46.9,40.43,0.4,48.76,3.27
8088,品安科技,865677993,40645628,16430,21.29,23.2,19,20.72,19.6,N/A,0,92.78,1.35
8277,商丞科技,430562976,13662689,6866,31.51,34.3,29.15,30.95,30.1,N/A,10.08,21,1.88
1569,濱川企業,103748237,2440531,1224,42.51,45.6,38.2,40.9,44.2,110.50,4.5,3.51,2.1
3069,寶晟科技,25020336,2397085,1125,10.43,11.7,9.5,10.45,10.8,N/A,0,8.97,1.46
3071,協禧電機,55756529,4294096,1542,12.98,13.8,12.05,12.87,12.65,10.63,0,2.07,1.39
3088,艾訊    ,225034479,6891258,3507,32.65,34.35,30.5,32.53,33.5,11.88,3.9,8.91,2.01
3126,信億科技,29945347,1471382,548,20.35,22.45,17.5,18.73,22.45,N/A,0,3.76,4.43
3171,天馳科技,21746358,1490660,443,14.58,15.7,13.95,15.01,14.6,N/A,0,4.61,1.35
3211,順達科技,8813062182,80333308,43511,109.7,124,93.3,105.75,124,13.35,5.16,61.89,3.13
3213,茂訊電腦,121944419,1780393,1363,68.49,70.5,66.3,68.34,69,11.52,9.69,3.72,3.14
3217,優群科技,62712293,3302989,1306,18.98,19.6,18.5,19,19.45,10.51,13,3.96,1.23
3287,廣寰科  ,22210906,1346029,790,16.5,17.95,15.6,16.53,16.05,19.34,7.95,3.06,1.24
3323,加百裕  ,565113797,19279919,9098,29.31,30.6,27.9,29.16,29.8,19.87,6.83,17.86,1.1
3325,旭品    ,818390320,16852683,8373,48.56,51.9,44,47.79,50,N/A,2.63,25.61,2.8
3416,融程電  ,143012264,2011793,1359,71.08,74.7,68,71.55,70.9,13.77,5.28,4.65,2.57
3479,安勤    ,755734073,15313491,8657,49.35,53,44.8,49.04,47.9,14.74,4.41,34.52,2.19
3483,力致科技,353407340,10594912,6014,33.35,36.95,30.75,32.85,32.05,N/A,12.15,21.64,0.86
3489,筌寶    ,90727213,7590176,2973,11.95,12.9,10.8,11.76,11.35,N/A,7.87,14.38,0.92
3521,鴻翊    ,29136297,1930201,938,15.09,16.3,13.15,14.56,15.1,N/A,0,6.17,1.13
3540,曜越    ,56425117,2214422,1503,25.48,27.6,24,25.01,26.55,45.00,6.9,3.64,1.2
3577,泓格科技,224449000,5132433,3532,43.73,46.75,39,42.6,45.35,18.66,1.34,11.81,2.56
3611,鼎翰科技,2927771369,26625378,17977,109.96,125,86.6,109.03,119,15.68,4.61,87.15,3.85
3625,西勝    ,77338110,4920056,1928,15.71,16.65,14.9,15.62,16.05,N/A,0,8.78,1.29
3652,精聯電子,163633685,4973702,1116,32.89,36.4,30.7,33.58,34.45,16.25,2.94,10.45,1.33
5371,中強光電,3932689832,89248141,36932,44.06,46.85,41.4,44.14,46.3,10.59,6.59,12.33,1.56
5384,捷元    ,24942688,2583769,691,9.65,10,9.25,9.58,10,N/A,0,2.8,0.78
5386,青雲國際,520711,21305,36,24.52,26.2,23,24.06,24.3,N/A,0,0.24,4.79
5426,振發實業,209972051,12979205,4233,16.17,17.25,15.35,16.05,15.5,13.72,10.94,9.03,1.04
5438,東友    ,91404512,3959305,1540,23.08,24.1,22.2,23.17,23.5,17.03,6.86,3.52,1.5
5450,寶聯電腦,37216321,1665933,790,22.33,25.45,20.5,22.25,20.85,N/A,0,3.31,1.65
5465,富驊企業,150987984,27778469,4360,5.43,6.2,4.98,5.4,5.3,530.00,0,11.69,0.9
5474,聰泰科技,26160258,1615009,826,16.19,17.25,14.9,15.57,16,N/A,6.34,4.79,1.27
5490,同亨科技,291120156,8083516,4307,36.01,38,35,35.85,36.95,9.06,3.03,8.56,2.05
6105,瑞傳科技,168309629,6237250,2276,26.98,28.2,26.05,26.94,26.75,11.15,7.47,5.67,1.11
6121,新普科技,9989024970,46272467,27109,215.87,229.5,194.5,215.8,228,17.17,2.71,18.16,4.14
6123,上奇科技,515236391,11291105,5719,45.63,51.3,41.1,44.78,45.3,13.17,2.34,22.79,2.5
6150,撼訊科技,193773248,6210669,3768,31.2,32.6,29.3,30.95,30.8,16.30,8.27,9.53,2
6160,欣技資訊,370150962,8876435,4732,41.7,43.7,37.5,40.73,42.8,16.53,5.85,12.51,2.83
6161,捷波資訊,430078118,27747228,9172,15.49,16.4,14.05,15.11,14.95,15.74,8.91,24.79,0.99
6188,廣明光電,545518391,19250692,8701,28.33,30.5,27,28.07,28.25,16.92,11.57,6.75,1.01
6199,精威科技,8470825,902418,347,9.38,10.05,8.93,9.41,9.07,N/A,0,1.43,1.15
6219,富旺    ,5269897,376343,316,14,15.95,12.8,14.14,14.95,8.49,0,0.23,1.87
6222,上揚科技,7443060,741451,265,10.03,10.4,9.98,10.04,10,37.04,0,1.32,1.2
6228,全譜科技,17546468,1834112,780,9.56,10.1,9.16,9.53,9.29,N/A,0,4.46,0.88
6247,淇譽電子,34368000,2066000,1015,16.63,17.5,16.2,16.64,16.35,31.44,4.6,3.43,1.05
6298,崴強科技,75926547,4913230,2141,15.45,16.25,14.5,15.24,15.95,48.33,0,2.92,1.14
8050,廣積    ,701656561,13405304,8031,52.34,54.7,49,51.69,52.2,14.54,4.98,19.77,2.17
8076,伍豐科技,2507578453,47172183,25252,53.15,59.4,45.1,50.27,57.7,N/A,2.69,27.84,3.95
8114,振樺電  ,194226293,3179447,1855,61.08,63.6,59.5,61.08,63.2,11.81,4.76,5.37,3.27
8210,勤誠興業,1623628612,33339836,16730,48.69,52.2,43,48.07,50.5,12.56,4.93,29.9,2.92
8234,新漢    ,523833251,16921152,8121,30.95,34.2,27.95,30.04,32.95,12.34,3.03,19.36,1.94
8299,群聯電子,12160471169,72354445,49280,168.06,180,154.5,166.5,175,17.78,4,40.53,3.25
8410,森田印刷,146322350,2192570,1482,66.73,71.5,61.2,66.2,67.9,16.17,5.84,5.99,2.28
3066,李洲科技,24402487,2602526,1155,9.37,10.85,8.27,9.73,9.57,N/A,0,1.84,1.08
3128,昇銳電子,55773284,3522151,1478,15.83,16.5,14.95,15.69,15.9,N/A,9.49,8.39,1.01
3230,錦明實業,31283957,2608867,999,11.99,13.15,11.1,12.01,11.65,N/A,0,2.46,0.72
3297,杭特電子,24004882,909253,626,26.4,28,25,26.48,27.25,30.62,4.65,2.64,1.21
3339,泰谷光電,975210934,31989315,12915,30.48,33,26.25,30.34,28.2,40.29,0,11.62,1.44
3362,先進光  ,19454678,834162,381,23.32,24.8,21.9,23.18,22.7,N/A,0,1.07,2.48
3434,哲固資訊,16701998,1411766,485,11.83,12.5,11.1,11.6,11.7,N/A,0,4.3,1.16
3441,聯一光學,1104255603,26614629,14767,41.49,46.5,32.65,40.22,42.2,22.93,1.18,84.68,1.96
3452,益通光能,1294457385,44580359,23024,29.03,36,25.3,29.27,27.4,N/A,0,9.3,1.03
3455,由田新技,2688762337,40221457,25880,66.84,70.6,56.2,65.33,64.7,11.76,0,66.7,2.12
3490,單井    ,244050521,5863306,3809,41.62,44.3,38.1,40.71,40,8.58,1.25,16.77,1.69
3516,亞帝歐  ,70467834,5001562,2208,14.08,15.05,13,14,13.95,N/A,3.74,6.58,0.45
3520,振維    ,205770512,12477088,4004,16.49,18.4,13.8,15.97,16.65,N/A,2.99,24.34,1.1
3522,宏森    ,1624368635,52467324,21047,30.95,33.8,25,28.16,31.8,18.17,0.93,110.57,1.46
3523,迎輝科技,214404314,5341102,2677,40.14,43,36.2,40.12,39.5,N/A,0,5.28,1.52
3531,先益電子,18088096,721883,500,25.05,26.7,24.55,25.07,25.6,14.38,6.6,1.19,0.92
3562,頂晶科技,38754988,1360734,998,28.48,30.75,24.4,28.48,28.4,N/A,0,2.6,2.28
3615,安可光電,5008076625,35792389,24383,139.92,156.5,123.5,138.3,147.5,34.62,0.38,96.67,5.25
3623,富晶通  ,549560962,14699172,9208,37.38,40.6,34.25,36.66,38,N/A,1.91,25.71,3.29
3629,卓韋光電,79205857,2296943,1503,34.48,36.2,32,34.44,35.05,52.31,2.55,8.85,2.66
3630,新鉅科  ,3954883488,34195518,24932,115.65,129,99,115.02,119,22.84,1.02,40.12,4.25
3685,政翔    ,129854963,4279575,2558,30.34,33,28.9,29.95,31.2,12.38,5.22,10.42,1.8
3691,碩禾    ,4481357589,6811689,6910,657.89,765,558,650.95,586,15.17,1.71,20.07,5.56
4729,熒茂光學,901407825,19759173,10530,45.61,47.6,42.2,45.55,46.4,41.80,0,23.46,2.02
4944,兆遠    ,561997751,8377878,4540,67.08,72.5,64,72.5,72.5,14.83,3.44,9.91,2.98
5315,光聯科技,48755269,6986331,2213,6.97,8.09,6.21,6.85,6.4,N/A,0,4.4,0.75
5392,應華精密,531849489,5890179,4765,90.29,96,82.5,89.64,86.2,8.80,5.8,7.94,1.92
5395,圓方創新,2039412,98452,90,20.72,23.8,18.75,20.68,19.6,N/A,0,0.4,1.95
5432,達威光電,1029328,173928,129,5.91,6.26,5.3,5.82,5.45,5.00,0,0.38,1.51
5443,均豪精密,511162663,33529089,9787,15.24,16.05,14.2,14.8,14.8,8.31,0,14.72,1.09
6125,廣運機械,1913084716,72933388,19735,26.23,28.75,22.7,25.88,24.95,14.26,4.04,33.14,0.94
6156,科橋電子,8308381,2082642,522,3.98,4.32,3.62,3.96,4,N/A,0,0.54,1.81
6167,久正光電,3418433,1420109,389,2.4,2.85,2.05,2.45,2.48,N/A,0,0.88,0.7
6234,高僑    ,297567457,12363590,5358,24.06,26,22.25,23.56,23.95,159.67,0,17.31,0.72
6244,茂迪    ,8270425278,81352977,44871,101.66,107.5,95.3,101.51,102.5,7.90,1.03,21.39,1.62
6246,臺龍電子,2509064725,77079471,33713,32.55,35.75,29,31.68,31.15,48.67,0,45.86,2.55
6294,智基科技,3358993,105911,102,31.7,37.8,28.55,32.67,32.15,N/A,0,0.69,4.77
8049,晶采光電,172377333,12931173,4841,13.33,14.6,12,13.09,12.55,N/A,0,11.88,1.11
8053,巨擘科技,41330005,9088524,2503,4.54,5.07,4.04,4.54,5.01,N/A,0,2.21,0.39
8064,東捷科技,144285740,7480219,2932,19.28,21.05,17.5,18.78,18.2,26.76,0,5.66,1.11
8069,元太科技,27008570510,448168965,165649,60.26,65.2,55,59.51,64.6,13.92,0,41.55,2.7
8071,豐聲科技,102606137,3394912,2134,30.22,36,22.6,28.49,30.9,45.44,0,10.05,2.61
8077,冠華科技,771066,98651,66,7.81,8.5,7.2,8.03,8.37,N/A,0,0.17,3.12
8087,華鎂鑫  ,8604621,786274,448,10.94,12.5,10.3,10.92,10.75,N/A,1.4,2.23,0.95
8107,大億科技,69277011,4720717,2153,14.67,15.4,14.05,14.55,14.45,34.40,0,2.75,0.89
8111,立碁電子,281105088,15470940,6436,18.16,19.3,17.05,17.94,18.1,N/A,0,10.83,1.28
8240,華宏新技,2185056571,26835278,14250,81.42,87.5,70.3,74.67,84.2,13.26,2.13,36.04,1.96
8266,中日新  ,196832555,11619309,4710,16.94,18.2,15.4,16.6,16.3,N/A,0,16.32,1.7
3068,美磊科技,1447271404,22252073,11296,65.03,71.5,60,64.48,66.9,11.90,4.53,31.02,2.85
3095,及成    ,419892173,24330835,9017,17.25,18.6,15.9,16.95,17.35,N/A,0,11.18,1.16
3152,璟德電子,2038311300,14286128,9216,142.67,152,120,140.59,148,20.19,3.4,20.7,3.85
3221,台灣嘉碩,38948444,2123029,1173,18.34,19.8,17.3,18.2,17.65,19.18,3.63,2.59,0.93
3234,光環    ,747745516,25749746,13436,29.03,32.5,26.95,28.49,27.7,24.30,1.84,27.7,2.01
3290,東浦    ,1005085964,37782796,14001,26.6,28.1,24.7,26.36,26.35,11.17,1.89,50.84,1.98
3306,鼎天國際,212386104,6151841,3658,34.52,37.3,31.3,34.34,33.05,18.89,4.54,8.51,1.41
3363,上詮    ,722367665,14186527,8157,50.91,56,44.3,49.64,46.5,21.73,1.04,23.66,2.82
3431,長天科技,28910198,2168903,974,13.32,14.3,12.2,13.07,13.85,N/A,0,4.58,2.32
3454,晶睿通訊,1815341990,22202118,11701,81.76,88.9,74.5,79.71,86.7,24.63,1.61,35.27,3.84
3491,昇達科技,1537552567,23417390,12184,65.65,70,56,64.82,68.8,40.23,4.33,54.4,3.27
3499,環天科技,72499340,4093020,2126,17.71,21,15.9,17.15,17.2,N/A,6.13,7.7,1.08
3632,研勤科技,140616227,3631798,2269,38.71,42.2,35.1,36.97,42.2,18.51,7.47,16.03,2.3
4903,聯光通信,321211903,29013413,9352,11.07,12.4,10.15,10.87,10.6,30.29,4.36,38.09,0.99
4905,台聯電訊,15382081,753942,303,20.4,20.8,19.9,20.49,20.6,7.30,0,1.33,1.17
4907,春雨開發,530495,111982,54,4.74,5.75,3.81,4.71,3.81,N/A,0,0.35,7.62
4908,前鼎光電,489810336,11787529,7288,41.55,46.55,38.05,40.99,40.65,16.13,4.95,16.56,2.71
4909,新復興  ,1169958906,24452842,12906,47.84,51.7,43.8,47.28,51.3,14.02,5.27,29.08,2.15
5304,鼎創達  ,77382881,7823693,3178,9.89,11.2,8.51,9.84,9.6,160.00,0,4.21,1.79
5306,訊康科技,69699682,8250356,2451,8.44,9.38,7.51,8.4,7.9,N/A,0,10.27,1.4
5348,系通科技,29637527,2088198,744,14.19,15.5,13.05,14.24,14.55,N/A,0,8.05,1.74
5353,台林通信,762592268,43608290,15888,17.48,19.25,14.4,16.29,17.15,18.64,2.4,44.87,1.21
6109,亞元科技,42298254,3655476,1347,11.57,13.8,10.25,12.11,11,N/A,3.42,5.03,1.06
6143,振曜科技,1500102769,27187146,17190,55.17,58.9,50.5,54.35,57.2,12.97,2.76,38.49,2.47
6163,華電聯網,259709329,16572573,6506,15.67,16.7,14.75,15.49,15.2,N/A,4,17.97,1.2
6170,統振    ,350077170,14529631,6401,24.09,25.4,22.1,23.46,25.35,87.41,0,16.18,1.96
6190,萬泰科技,165045757,12000219,2576,13.75,14.3,12.8,13.66,13.8,14.84,3.6,9.28,1.12
6218,豪勉科技,890719302,19514798,10361,45.64,48.45,42.6,45.81,47.1,9.46,3.25,38.41,2.31
6241,易通展  ,2106882,136253,104,15.46,16.2,14.9,15.68,16.2,28.93,0,0.45,2.06
6245,立端科技,105699062,5426345,2355,19.47,21,17.85,19.08,20.55,228.33,1.23,8.29,1.45
6263,普萊德  ,16330877,621240,497,26.28,27.45,25,26.39,26.35,16.68,7.59,1.07,1.74
6264,德士通  ,204032857,11082971,4795,18.4,20.95,15.5,18.12,18.2,79.13,0,10.3,2.5
8034,榮群電訊,12885596,2047405,804,6.29,6.65,6.01,6.33,6.32,N/A,0,3.26,0.72
8048,德勝科技,37969009,2124175,1152,17.87,19.05,17.1,17.72,17.6,28.39,5.64,4.34,1.4
8059,凱碩    ,43047651,3727734,1211,11.54,13.2,10.4,11.74,11.3,N/A,16.58,4.03,1.05
8082,捷超通訊,712934230,39451770,10558,18.07,20.15,15.05,18.01,18.75,N/A,0,69.69,1.85
8097,鴻松精密,20495003,4510143,1070,4.54,6.25,2.57,3.7,3,N/A,0,11.18,1.15
1333,恩得利  ,39049927,4370489,1649,8.93,10.55,7.8,8.84,8.2,N/A,0,4.26,1.21
1336,台翰    ,36226627,1885423,766,19.21,20.8,18.35,19.11,19.2,39.18,0,2.85,0.75
1815,富喬    ,3204447539,105146615,38599,30.47,32.05,27.4,29.85,29.25,10.05,0,37.08,1.71
3078,僑威科技,226850974,11813238,4839,19.2,20.5,17.85,19.17,18.25,19.01,8.22,5.61,1.29
3089,展成科技,396295320,28979946,6277,13.67,14.8,12.15,13.24,14.05,25.09,0,55.54,1.25
3092,鴻碩精密,70727894,2777652,1641,25.46,26.75,24,25.27,24.8,14.17,4.78,4.57,1.28
3114,好德科技,27486179,2084863,835,13.18,13.7,12.65,13.1,12.85,1285.00,3.89,4.17,0.85
3115,寶島極光,21887570,1460426,645,14.98,15.75,14.3,14.92,14.95,N/A,0,3.34,1.86
3144,新揚科  ,20019009,1325310,518,15.1,16.1,14.4,15.03,14.85,8.11,0,1.72,2.73
3191,和進電子,16110584,1407760,634,11.44,12,10.55,11.28,10.8,13.67,0,2.6,0.78
3202,樺晟電子,16998207,1403276,717,12.11,12.8,11.7,12.12,11.9,N/A,9.32,1.78,0.7
3206,志豐電子,86477133,3086335,1428,28.01,29.8,25,27.61,27,12.62,1.84,7.89,1.65
3207,耀勝電子,32130988,1921814,1021,16.71,17.55,15.75,16.73,16.2,16.36,3.06,5.13,1.18
3226,至寶電腦,34722212,2204297,522,15.75,16.65,15.1,15.57,15.1,N/A,0,7.32,1.84
3236,千如電機,37867892,2183923,1173,17.33,18.7,16,17.19,16.85,13.27,1.2,5.03,1.06
3276,宇環科技,48526350,3239251,709,14.98,15.85,13.85,15.01,15.1,N/A,0,4.65,1.49
3288,點晶科技,49903228,2032772,1189,24.54,26.95,22.8,24.45,24.45,188.08,0,4.08,2.36
3294,英濟    ,732167661,41403836,13169,17.68,18.9,15.35,17.21,17.65,N/A,0,30.29,0.9
3299,帛漢    ,1194318189,29022719,14198,41.15,43.6,37.2,39.85,41.3,10.43,4.76,55.62,1.78
3310,佳穎精密,48884274,3650409,1813,13.39,15.3,11.9,12.81,12.75,N/A,0,9.19,1.41
3313,斐成企業,74080258,4177117,1826,17.73,18.7,16.5,17.69,17.75,10.38,0,4.99,1.04
3322,建舜電子,85856107,6053715,1342,14.18,14.9,13.3,14.06,13.85,N/A,3.54,7.28,1.07
3332,幸康電子,75785392,1470902,822,51.52,53,50.4,51.55,51.3,9.90,2.94,3.06,1.86
3354,律勝    ,191500159,6888304,3618,27.8,29.65,25.5,27.3,27.1,17.37,1.91,8.85,1.58
3390,旭軟電子,1072757223,24222811,8479,44.28,47.5,41.3,44,47,15.21,3.76,50.46,2.7
3465,祥業科技,40381871,4360895,1625,9.25,10.1,7.9,8.54,8.51,N/A,0,15.14,1.64
3484,崧騰    ,84437048,2891017,1616,29.2,32.3,27.3,29.15,28.15,9.11,8.76,5.56,1.19
3511,矽瑪科技,81640898,1575507,1243,51.81,54.4,49.2,51.69,53.5,10.45,7.47,4.09,2
3512,能緹    ,36381640,2064788,1151,17.62,22.55,14.8,17.71,18.15,N/A,0,4.92,1.28
3526,凡甲科技,256578368,3838527,2823,66.84,69.4,64.5,66.62,66.3,17.59,11.83,6.69,2.77
3537,堡達    ,108905521,4201742,2521,25.91,27.9,23.8,25.46,26.1,19.77,12,9.06,1.65
3548,兆利科技,61583676,2531773,1547,24.32,26.9,22.15,24.33,23.9,22.34,5.17,5.01,0.57
3609,東林科技,84268509,1955306,1208,43.09,45,40.7,42.75,44.5,22.59,2.27,6.24,1.79
3624,光頡科技,2822518650,45565383,24889,61.94,67.6,55.7,61.69,65.8,27.19,1.63,52.38,3.08
3631,晟楠    ,988247081,13016145,6439,75.92,82,67,76.33,73.8,19.22,2.3,18.08,3.62
4912,KY聯德  ,48689847,1396004,853,34.87,37.5,31,34.26,33.9,11.57,0,5.02,1.77
5301,祥裕電子,439275,106839,79,4.08,5.59,3.33,4.22,3.6,N/A,0,0.33,0.92
5309,系統電子,144523798,11799456,3963,12.24,13.3,11.2,12.2,11.8,N/A,0,7.73,1.33
5317,凱美電機,99158170,9167558,2581,10.81,11.3,10.35,10.6,10.65,15.66,0,6.72,0.87
5321,友銓電子,10914074,2461905,697,4.43,5.25,4.07,4.41,4.08,N/A,0,1.64,0.59
5328,華容    ,157417067,16016736,3355,9.82,10.2,9.31,9.78,9.55,10.61,0,7.03,0.9
5340,建榮工業,71381740,8643047,2567,8.25,8.89,7.91,8.16,8.06,19.19,0,5.21,0.9
5345,天揚    ,24503986,3089532,1277,7.93,8.37,7.3,7.8,7.61,N/A,0,6.18,0.74
5349,先豐通訊,5686609287,242264529,66565,23.47,28.45,15.75,22.38,26.7,20.08,1.65,120.37,1.89
5355,佳總興業,1035872543,57177403,12357,18.11,19.6,15.5,17.75,19.6,N/A,0,39.81,2.6
5356,協益電子,3031579706,51441019,24665,58.93,62.1,55.2,58.17,57.3,5.63,1.77,38.84,1.85
5364,浩騰    ,9059523,4418464,683,2.05,2.71,1.73,2.06,1.77,N/A,0,2.09,1.49
5381,合正科技,94710475,18652056,4502,5.07,5.68,4.66,5.06,4.81,N/A,0,6.18,0.55
5398,力瑋實業,116299797,9554147,2465,12.17,13.7,9.8,11.46,13.7,80.59,2.08,22.88,1.29
5439,高技企業,166715793,5094141,2715,32.72,33.9,31.3,32.64,32.7,8.58,4.08,6.73,1.92
5457,宣德    ,309933004,29105982,6774,10.64,11.35,9.8,10.37,10.65,N/A,0,12.46,1.6
5460,同協電子,49615236,3990269,1581,12.43,13.2,11.5,12.15,13,15.12,4.36,5.54,1.04
5464,霖宏科技,42331477,1566703,924,27.01,28.45,25.3,26.08,25.6,23.49,7.84,2.61,1.6
5475,德宏工業,1067685394,59336554,16729,17.99,19.1,16.55,17.75,18.1,10.90,0,29.02,1.5
5480,統盟電子,130145949,8801450,3108,14.78,15.35,14.2,14.6,15.1,13.60,8.47,4.91,0.98
5481,華韡電子,84991182,5517712,1066,15.4,15.95,14.5,15.22,14.9,N/A,0,5.39,0.84
5488,松普科技,35226201,3476556,1319,10.13,11.1,9.6,10.12,9.66,N/A,3.04,3.8,0.65
5491,連展科技,222214395,14878903,5554,14.93,15.9,13.65,14.94,14.6,N/A,8.07,7.85,0.84
5498,凱崴    ,501254177,39549488,9163,12.67,13.5,11.2,12.44,12.7,115.45,0,24.86,1.28
6101,弘捷    ,19558167,766220,392,25.52,28,23.5,25.27,24,82.76,0,1.34,2.42
