櫃檯買賣股票成交資料彙總表  The Trading Summary of Listed Stocks,,,,,,,,,,,,,
100年02月 Feb. 11,,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 302,787,585,616元",,,,,,"3. 櫃檯買賣月總成交筆數： 2,812,595筆",,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Number of Transactions,,,,,,,
"2. 櫃檯買賣股票月總成交量： 7,293,877,701股",,,,,,4. 成交量週轉率： 11.05%（以上櫃股數計算）,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Turnover Rate,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading 　Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
　（ 筆 ）　　
Total Transactions",         成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield,週轉率（%）　　Turnover Rate,淨值比  （%）　　PBR
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,
3291,遠翔科技,36134896,1019623,708,35.43,38,33.4,35.57,34.7,11.57,4.98,3.06,2.39
3317,尼克森  ,69296410,2213821,1602,31.3,33.95,29.5,31.4,30.25,24.01,3.3,3.6,1.12
3372,典範    ,148680721,14666257,4272,10.13,10.85,9.5,10.01,9.64,N/A,0,4.85,0.84
3438,類比科  ,360553846,5010453,3470,71.96,74.8,68,70.99,70.1,14.45,2.85,12.62,2.67
3527,聚積    ,678341025,5003672,3742,135.56,144,126,136.07,132,12.98,4.52,15.09,2.88
3529,力旺電子,2574302710,21106325,13923,121.96,141,100,117.5,104,26.53,2.69,27.74,7.11
3553,力積電子,1626183294,23711785,16039,68.58,75,63.8,67.52,66,8.60,7.57,41.68,2.99
3556,禾瑞亞  ,4212123347,40171515,24540,104.85,111.5,96.8,103.02,111,40.81,2.16,89.2,5.63
3567,逸昌    ,50843318,2624203,1038,19.37,20.95,18.55,19.37,19,7.06,5.26,6.56,1.34
3582,凌耀    ,522788469,3211708,2380,162.77,182,145,166.82,158,16.92,3.52,9.61,5.23
5302,太欣半導,22384298,1936302,918,11.56,12.65,10.5,11.25,10.8,N/A,0,1.19,1.35
5314,世紀民生,40394773,3860445,1414,10.46,11.1,9.92,10.36,10.55,70.33,0,3.44,1.22
5324,士林開發,27112097,564068,396,48.06,51,45,47.35,46,20.35,0,1.15,4.22
5326,漢磊科技,1771074150,82827470,25215,21.38,22.9,20,21.05,20.65,13.41,0,25.36,2.03
5344,立衛科技,11798012,695415,349,16.96,17.95,15.7,16.8,17.2,17.20,6.68,0.88,1.56
5346,力晶    ,3432275913,515596412,70809,6.65,7.23,6.1,6.56,6.33,2.56,0,9.19,0.85
5347,世界先進,3349757446,194330322,42088,17.23,18.45,15.9,17.12,16.3,15.67,2.45,11.81,1.31
5351,鈺創科技,1229188164,56141626,21260,21.89,23.75,20.05,21.8,20.5,14.54,0.78,12.66,1.35
5387,茂德科技,50944461,24582329,3058,2.07,2.16,2.02,2.07,2.05,N/A,0,0.97,0.38
5425,台半    ,2442019363,92481538,31272,26.4,28.15,23.2,25.51,27.25,14.81,1.46,37.9,1.44
5455,訊利電業,29337523,2218101,993,13.22,14.05,12.05,13.13,13,N/A,0,6.05,1.94
5466,泰林科技,236672405,16050067,5546,14.74,15.5,13.8,14.63,14,5.62,0,6.57,0.77
5468,凱鈺科技,5482854,677165,302,8.09,8.55,7.59,8.13,8,N/A,0,0.85,1.24
5483,中美晶  ,30635880535,233501299,113507,131.2,146,113.5,128.89,136.5,19.93,1.24,61.12,2.99
5487,通泰    ,10750704,607761,333,17.68,18.4,16.75,17.73,17,11.72,7.35,1.34,1.04
6103,合邦電子,1467340,361282,393,4.05,4.38,3.78,4.02,3.82,N/A,0,1.43,1.12
6104,創惟科技,1151178393,24180771,14537,47.6,58.5,39.6,47.33,42.4,N/A,0,28.05,2.38
6129,普誠科技,1376893435,61470687,19478,22.39,24.3,20,21.41,24.3,18.13,2.46,34.01,1.84
6138,茂達電子,904189216,26161026,13637,34.56,38.8,31.6,34.03,33,21.57,4.54,20.09,2.03
6147,頎邦科技,4793844643,92165430,38040,52.01,54.8,48.4,52.27,50.9,14.42,0,15.7,1.95
6182,合晶科技,6880412617,136332801,67601,50.46,54,44.5,48.51,51.8,24.78,0,49.84,1.86
6198,凌泰科技,6935869,736514,469,9.41,10,8.8,9.45,9.12,N/A,0,2.11,1.13
6223,旺矽科技,4411135119,36639161,20736,120.39,130,108.5,118.17,118,17.20,0,46.98,3.32
6229,研通科技,33086872,1820693,1000,18.17,19.5,16.95,17.98,17.1,11.71,2.92,5.09,1.32
6233,旺玖科技,557765879,15904774,9173,35.06,41.8,31,34.59,32.4,N/A,0,18.11,2.13
6236,凌越科技,147250,18970,17,7.78,8.35,6.21,7.2,8.35,N/A,0,0.15,9.82
6237,驊訊電子,269174100,6589213,2903,40.85,44.6,36.5,39.58,38.3,36.48,0,8.56,1.68
6261,久元電子,3947928539,44767923,25767,88.18,93.7,80.2,85.79,93.5,11.99,3.31,45.72,2.41
6287,元隆電子,15615047,1648407,731,9.47,10.45,8.61,9.45,8.7,N/A,0,0.97,1.29
6291,沛亨半導,12263676,1195562,563,10.25,11,9.82,10.13,10,N/A,0,2.42,1.28
8024,佑華微電,57445295,2134200,1096,26.91,28.4,25.9,26.88,26.1,11.25,4.71,3.74,1.54
8040,九暘    ,155843144,5335561,3077,29.2,32.2,26.3,29.23,27.4,17.68,0,6.31,1.81
8054,安國國際,607491449,11301631,6635,53.75,60,49.8,53.35,52,20.23,3.97,13.64,2.01
8066,福陞科技,5958945,390399,119,15.26,18.4,11.9,16.19,12.75,N/A,0,0.35,13.86
8079,誠遠科技,110472951,4991365,2128,22.13,23.35,21.25,22.16,21.7,7.89,7.94,7.36,1.44
8084,巨虹電子,9239564,691195,296,13.36,14.2,12.85,13.49,13,N/A,0,1.71,1.49
8086,宏捷科技,2531106586,53123101,25601,47.64,50.5,42.7,46.38,48.35,38.99,0.4,42.24,3.54
8088,品安科技,284584895,14725973,6807,19.32,21.25,16.8,18.48,18,138.46,0,33.92,1.22
8277,商丞科技,898912177,20440761,12199,43.97,48.8,38.3,42.64,39.85,11.01,7.71,31.42,1.71
1569,濱川企業,63426567,1629052,1088,38.93,41.5,35.5,37.88,39.5,13.91,5.03,2.34,1.7
3069,寶晟科技,4315740,465413,195,9.27,9.68,9.03,9.32,9.3,N/A,0,1.74,1.2
3071,協禧電機,57913773,3942064,1543,14.69,15.7,13.8,14.72,14.2,8.40,0,1.9,1.54
3088,艾訊    ,624764768,17131884,8122,36.46,38.5,33,35.83,37.15,13.86,3.49,21.73,2.31
3126,信億科技,51695170,2945902,1282,17.54,19.8,12.65,15.53,17.2,N/A,0,7.48,3.27
3171,天馳科技,174016761,11229028,3844,15.49,17.95,13.2,15.25,16.7,N/A,0,34.74,1.34
3211,順達科技,834832305,8960342,5339,93.16,97.7,91.5,93.07,92.8,9.09,6.45,6.91,2.53
3213,茂訊電腦,109913945,1618371,1270,67.91,70,66,67.37,67.9,11.93,9.72,3.38,3.58
3217,優群科技,29753415,1400395,725,21.24,21.8,20.65,21.28,21,7.84,11.85,1.68,1.35
3287,廣寰科  ,13654215,649211,438,21.03,22.55,19.6,21.15,20.25,9.29,6.41,1.48,1.49
3323,加百裕  ,366906427,11469802,5798,31.98,33.6,30.6,31.67,31.5,7.93,6.31,10.57,1.13
3325,旭品    ,95474796,2497969,1000,38.22,39.1,37.8,38.35,38.15,1907.50,3.14,3.82,1.95
3416,融程電  ,224320878,2810818,1655,79.8,82.4,76.1,79.16,82.3,16.63,4.49,6.53,3.36
3479,安勤    ,76716109,1824601,1076,42.04,43.45,41,41.95,41.8,12.29,4.9,4.11,2.02
3483,力致科技,453386147,11005985,6436,41.19,43.65,36.5,38.9,43.65,41.97,8.79,22.48,1.11
3489,筌寶    ,30552760,2588833,1086,11.8,12.45,10.8,11.81,11.25,N/A,7.91,4.81,0.8
3521,鴻翊    ,6685791,456267,238,14.65,15.65,13.8,14.73,14.6,N/A,0,1.46,1.04
3540,曜越    ,36222733,1364434,926,26.54,29.2,24.5,26.67,25.1,24.13,7.33,2.24,1.1
3577,泓格科技,112558539,2220649,1512,50.68,56.1,46.5,50.79,47.45,19.13,1.26,5.12,2.85
3611,鼎翰科技,82680005,1032198,690,80.1,84.2,78,80.48,80.1,11.53,6.21,3.42,2.85
3625,西勝    ,233884070,12907269,6016,18.12,19.55,16.65,17.57,18.9,N/A,0,23.02,1.49
3652,精聯電子,17494354,471021,282,37.14,39,35.2,37,36.45,18.79,2.74,0.99,1.43
5371,中強光電,4534034340,94118376,36470,48.17,50.7,46.35,48.09,47.65,8.10,5.87,13,1.65
5384,捷元    ,25092920,2525921,575,9.93,10.15,9.62,9.93,9.7,N/A,0,2.73,0.74
5386,青雲國際,1011763,44203,34,22.88,24.75,21.4,23.11,24.5,8.03,0,0.51,4.56
5426,振發實業,87100416,5782399,1921,15.06,15.55,14.7,14.97,14.95,10.53,11.57,4.02,1.01
5438,東友    ,137275309,5535950,2425,24.79,26,23.9,24.7,24.1,11.21,6.63,4.92,1.51
5450,寶聯電腦,36870712,1423437,835,25.9,28,24.55,25.89,26.6,N/A,0,2.82,2.1
5465,富驊企業,50900670,9235990,1765,5.51,6.35,5.3,5.56,5.41,25.76,0,3.89,0.88
5474,聰泰科技,4529897,313296,190,14.45,15,13.6,14.49,14.6,N/A,6.84,0.93,1.15
5490,同亨科技,162324781,4926607,2723,32.94,35.2,31,32.84,31.5,8.33,3.42,5.22,1.88
6105,瑞傳科技,110895886,3707434,1623,29.91,31.1,29,29.81,29.7,9.11,6.73,3.37,1.28
6121,新普科技,3725127138,19265000,13158,193.36,207.5,183,193.64,195,15.45,3.07,7.56,3.89
6123,上奇科技,659896041,10067766,4964,65.54,71.3,56.3,61.95,66.5,26.18,1.5,20.32,4.3
6150,撼訊科技,268469769,7211770,4578,37.22,42.1,33,37.25,34.6,9.08,7.22,11.22,2.39
6160,欣技資訊,62440102,1635422,600,38.17,39.55,37,38.27,37.85,13.71,3.96,2.3,2.56
6161,捷波資訊,44221740,3396436,1245,13.02,14,12.25,13.13,12.6,11.45,10.39,3.03,0.86
6188,廣明光電,563468899,20083383,9092,28.05,31.9,26.1,27.93,27.2,10.07,11.76,7.04,0.97
6199,精威科技,15679291,1654155,529,9.47,10.1,8.45,8.9,10.1,N/A,0,2.61,1.12
6219,富旺    ,4447379,205890,155,21.6,23.1,20.8,21.57,22.5,150.00,0,0.12,3.83
6222,上揚科技,5514109,524264,225,10.51,11.25,10.1,10.59,11.15,20.65,0,0.94,1.29
6228,全譜科技,9348312,894011,375,10.45,11.3,10,10.42,10.3,18.07,0,2.17,0.92
6247,淇譽電子,28282119,1557020,791,18.16,18.5,17.75,18.21,18,10.91,4.16,2.58,1.13
6298,崴強科技,63949741,4022863,1725,15.89,17.1,15,15.98,15.75,42.57,0,2.39,1.1
8050,廣積    ,149470215,3124790,2023,47.83,50.1,46.05,47.42,46.4,13.37,5.47,4.46,2.01
8076,伍豐科技,795049602,15049293,9535,52.82,57.8,49.7,52.53,50.7,N/A,2.8,8.87,3.11
8114,振樺電  ,52271869,896470,601,58.3,61,56,58,57,11.83,5,1.49,3.34
8210,勤誠興業,255059546,5393848,2638,47.28,51.2,43.5,46.33,44,11.14,5.53,4.84,2.85
8234,新漢    ,51575715,1987963,889,25.94,27,24.8,25.86,25.4,11.71,3.93,2.28,1.62
8299,群聯電子,6127315811,33538753,23331,182.69,198,174.5,181,187,16.97,3.74,18.91,3.86
8410,森田印刷,194050880,2946500,1873,65.85,69.6,60.5,64.26,65.2,16.18,6.13,8.05,2.54
3066,李洲科技,11425576,956218,483,11.94,12.6,11.2,11.97,11.75,N/A,0,0.67,1.24
3128,昇銳電子,29831340,1486242,831,20.07,21,18.95,20.19,19.25,21.15,7.79,3.54,1.19
3230,錦明實業,141892232,9528709,3265,14.89,15.7,13.3,14.62,15.1,N/A,0,8.99,0.81
3297,杭特電子,11468822,446222,273,25.7,27.45,24.35,26.2,25.05,10.57,4.79,1.3,1.09
3339,泰谷光電,1560591579,40519690,16751,38.51,41.4,35.6,37.62,39.15,27.57,0,14.73,2.03
3362,先進光  ,17920204,740070,489,24.21,27.5,22.1,24.43,23.35,68.68,0,0.95,2.22
3434,哲固資訊,23445124,2002917,870,11.7,12.6,10.2,10.8,11.25,N/A,0,6.11,1.03
3441,聯一光學,28451884,963185,667,29.53,30.8,28.35,29.21,30,13.89,1.66,3.06,1.39
3452,益通光能,2138048215,48679379,24924,43.92,47,40.5,43.38,42.15,N/A,0,19.51,1.29
3455,由田新技,1299084180,19108426,12958,67.98,71.7,62.9,67.37,67.9,15.16,1.45,36.73,2.42
3490,單井    ,242374646,5854869,3397,41.39,43,39.5,40.74,41.15,10.97,1.21,16.74,2.18
3516,亞帝歐  ,139212766,8751833,3351,15.9,16.95,13.8,14.83,15.5,775.00,3.22,11.4,0.47
3520,振維    ,10466617,939929,473,11.13,12,10.8,11.07,11,N/A,4.54,1.81,0.68
3522,宏森    ,248826588,9346922,4443,26.62,27.8,24.7,26.34,27.15,13.64,1.1,19.7,1.25
3523,迎輝科技,176246826,4011446,2520,43.93,46.5,41,43.2,44.8,N/A,0,3.96,1.59
3531,先益電子,26815346,948040,544,28.28,29.75,26.95,28.17,27.5,12.17,6,1.57,0.97
3562,頂晶科技,358310729,9346778,5488,38.33,43.25,30.55,34.7,38.6,N/A,0,17.85,2.62
3615,安可光電,2289789298,26714382,16269,85.71,118,63.5,88.67,118,93.65,0.42,72.15,4.74
3623,富晶通  ,790587353,20143880,10223,39.24,47.2,27.4,36.5,47.2,1180.00,1.48,35.23,3.79
3629,卓韋光電,446821402,11294597,6225,39.56,43.35,32.9,36.95,43.35,42.50,2.05,43.54,3.33
3630,新鉅科  ,3840677583,26264350,18500,146.23,156,135,143.92,153,62.70,0.78,30.87,9.24
3685,政翔    ,60597421,1932465,1136,31.35,35,28.8,31.68,31.5,11.58,4.88,4.71,1.97
3691,碩禾    ,3155690127,3759181,3821,839.46,880,775,835.35,845,31.05,1.18,11.08,21.73
4729,熒茂光學,1584342631,36536235,17274,43.36,47.25,37.2,41.96,47.25,N/A,0,43.5,2.3
5315,光聯科技,97399276,10738563,3301,9.07,9.7,8.55,9.04,8.9,N/A,0,6.76,0.95
5392,應華精密,834841549,7584476,5532,110.07,126.5,99,116.03,108.5,12.10,4.6,10.23,2.5
5395,圓方創新,827173,37288,49,22.18,23.4,21.25,22.4,22.9,N/A,0,0.15,2.68
5432,達威光電,3716102,512768,215,7.24,8.94,5.18,7.13,7.79,23.61,0,1.12,2.33
5443,均豪精密,320067312,19023140,6961,16.82,18.1,15.5,16.65,16.1,29.27,0,8.35,1.24
6125,廣運機械,613373546,24347349,8543,25.19,26.4,23.25,24.41,25,20.49,3.96,11.17,0.98
6156,科橋電子,4431659,846677,360,5.23,5.6,4.74,5.16,5.06,N/A,0,0.49,1.09
6167,久正光電,3100746,804436,291,3.85,4.35,3.5,3.89,3.78,N/A,0,0.5,0.91
6234,高僑    ,612427923,23267441,9166,26.32,28.85,20.7,24.75,27.5,N/A,0,32.57,0.82
6244,茂迪    ,10209043499,81967623,44596,124.54,135,109.5,122.42,130,14.25,0.76,21.55,2.26
6246,臺龍電子,3079961683,108700111,35432,28.33,32.35,23.1,28.59,31.2,54.74,0,64.67,4.32
6294,智基科技,1215901,48383,68,25.13,26.6,23.1,25.32,25,N/A,0,0.43,3.84
8049,晶采光電,98512069,7407056,2966,13.29,14.05,12.55,13.25,13.15,12.29,0,6.8,1.16
8053,巨擘科技,22341582,4799474,1352,4.65,5,4.23,4.64,4.28,N/A,0,1.17,0.3
8064,東捷科技,230874010,10859028,4181,21.26,22.6,19.6,20.74,21.15,N/A,0,8.22,1.23
8069,元太科技,11237393971,203823274,76596,55.13,58.5,50.6,54.15,52,23.53,0,18.92,2.51
8071,豐聲科技,9352109,292108,171,32.01,33.75,30.5,32.06,31.2,54.74,0,0.86,2.75
8077,冠華科技,1095010,130150,52,8.41,9.59,7.87,8.57,7.91,N/A,0,0.23,2.17
8087,華鎂鑫  ,15841759,1389400,682,11.4,12.1,10,10.89,11.6,61.05,1.29,3.95,0.96
8107,大億科技,102493061,6130282,2565,16.71,17.8,15.95,16.71,16.4,N/A,0,3.57,0.99
8111,立碁電子,778382825,30146666,12198,25.81,27.5,24.1,25.44,25.15,33.53,0,21.1,1.84
8240,華宏新技,459741339,6368448,4329,72.19,77,69,71.7,73.2,12.69,2.45,8.55,1.78
8266,中日新  ,54536415,3829038,1616,14.24,15.3,13.5,14.25,14.55,N/A,0,5.38,1.22
3068,美磊科技,639542061,8069772,3962,79.25,82.7,76.9,79.23,78,11.89,3.84,11.26,3.39
3095,及成    ,1144296991,62724200,20096,18.24,19.9,16.2,18.11,17.95,N/A,0,28.81,1.01
3152,璟德電子,654509969,5691599,4155,114.99,126.5,108,115.67,119.5,12.95,4.18,8.25,3.29
3221,台灣嘉碩,30935646,1494161,815,20.7,21.6,20,20.58,20.8,12.92,3.12,1.82,1.11
3290,東浦    ,379450215,15823739,5973,23.97,25.1,22.2,23.76,23.15,9.15,2.15,21.29,1.79
3306,鼎天國際,280785863,7179640,4309,39.1,41.55,35.95,38.6,37.95,19.77,3.95,9.93,1.71
3363,上詮    ,363132620,5902300,2413,61.52,67,59,66,66,36.67,0.75,9.85,4.94
3431,長天科技,46876990,3550198,1483,13.2,13.95,11.6,12.52,13.15,N/A,0,7.31,2.01
3454,晶睿通訊,344310831,5131717,3020,67.09,70.8,61,67.47,61.8,19.81,2.24,8.23,3.18
3491,昇達科技,111609299,2298281,1390,48.56,51.4,44.7,48.57,48.7,19.40,6.13,5.36,2.42
3499,環天科技,72221667,2843211,1767,25.4,26.55,24.2,25.24,24.8,20.67,4.03,5.35,1.53
3632,研勤科技,94980525,2401870,1727,39.54,42.8,37,39.17,38.05,14.98,7.22,10.6,3.04
4903,聯光通信,167949048,16542917,4713,10.15,11.25,8.91,9.6,11,22.92,4.09,21.8,1.01
4905,台聯電訊,29572934,1394449,570,21.2,22.1,20.65,21.17,21.3,12.91,0,2.47,1.3
4907,春雨開發,730563,198172,70,3.68,4.61,3.11,3.81,3.61,N/A,0,0.65,15.7
4908,前鼎光電,1686035356,39186021,19875,43.02,47.3,34.7,42.62,47.25,16.41,4.23,55.21,3.37
4909,新復興  ,470716987,9362431,4567,50.27,57,46.7,50.34,47.8,13.06,5.23,11.17,2.12
5304,鼎創達  ,152755423,10217594,4452,14.95,16.3,13.5,14.77,13.85,6.89,0,5.49,2.52
5306,訊康科技,35351414,5873538,1618,6.01,6.65,5.34,5.87,6.1,N/A,0,7.31,1.06
5348,系通科技,20182700,1385305,572,14.56,14.95,13.3,14.2,14.2,N/A,0,5.34,1.75
5353,台林通信,450758155,29639879,8930,15.2,17.1,11.85,14.4,15.8,41.58,2.78,30.5,1.15
6109,亞元科技,36966799,2520435,903,14.66,15.9,13.5,13.96,15,24.19,2.4,3.47,1.3
6143,振曜科技,660754174,11303847,7527,58.45,67.9,50.7,58.69,54,11.20,2.96,16,2.6
6163,華電聯網,95985138,6566174,2541,14.61,15.1,14,14.38,14.2,30.87,4.22,7.12,1.07
6170,統振    ,256296499,11291806,5191,22.69,24.2,20.5,21.85,23,N/A,0,12.58,1.82
6190,萬泰科技,88526915,6109559,1790,14.48,15,13.6,14.44,15,9.49,3.13,4.58,1.15
6218,豪勉科技,78746111,2419016,1117,32.55,34.2,30.55,32.23,33.5,10.63,4.47,4.76,1.87
6241,易通展  ,2637826,149795,91,17.6,18.4,16.85,17.75,17.5,16.06,0,0.5,2.18
6245,立端科技,101274932,5429955,2361,18.65,19.7,15.5,18.27,17.8,93.68,1.4,8.29,1.26
6263,普萊德  ,21792847,766725,506,28.42,29.4,27.6,28.46,28.6,13.00,6.99,1.32,1.96
6264,德士通  ,673162917,30695486,8163,21.93,28.35,14.6,19.9,28.35,N/A,0,28.55,4.02
8034,榮群電訊,9418489,1343368,582,7.01,7.25,6.86,7.02,7.15,N/A,0,2.14,0.75
8048,德勝科技,10181903,572281,387,17.79,18.7,17.05,17.8,17.5,20.11,5.71,1.19,1.43
8059,凱碩    ,36527488,2558040,1162,14.27,14.95,13.05,14.19,13.95,232.50,12.9,2.76,1.3
8082,捷超通訊,295838965,14682078,1434,20.14,20.55,19.2,20.27,20.4,N/A,0,26.22,2
8097,鴻松精密,56545379,7355066,2536,7.68,8.6,6.73,7.31,7.14,N/A,0,18.23,1.41
1333,恩得利  ,22934714,2134260,909,10.74,11.4,10.1,10.67,10.3,N/A,0,2.08,1.31
1336,台翰    ,105989051,5179229,1903,20.46,21.5,18.55,19.8,20.3,#錯誤,0,7.82,0.77
1815,富喬    ,7358000221,227549845,69436,32.33,34.7,29,31.76,32.2,15.94,0,80.24,2.12
3078,僑威科技,602846104,20959764,7304,28.76,33.7,25.15,28.88,27.2,15.03,5.44,9.96,1.87
3089,展成科技,40048238,3488378,1085,11.48,12,10.6,11.4,11.45,N/A,0,6.69,1.07
3092,鴻碩精密,102682965,3851871,2177,26.65,28.5,24.1,25.82,26.95,18.85,4.45,6.34,1.42
3114,好德科技,11433683,862266,446,13.26,13.75,12.8,13.16,13.1,N/A,3.81,1.72,0.89
3115,寶島極光,5910414,449816,205,13.13,13.4,12.55,13.11,13,N/A,0,1.03,1.6
3144,新揚科  ,73692926,4424089,1679,16.65,17.9,14.5,16.07,16.4,13.67,0,6.4,3.25
3191,和進電子,18737842,1556730,605,12.03,12.9,11.45,12.08,11.65,10.79,0,2.87,0.83
3202,樺晟電子,18883912,1333254,601,14.16,14.9,13.1,14.09,13.45,13.72,8.17,1.69,0.71
3206,志豐電子,292190481,9759844,4106,29.93,32,27.4,28.87,29.2,15.29,1.71,24.94,1.84
3207,耀勝電子,17450092,1094841,535,15.93,16.5,15.3,15.94,15.8,10.39,3.16,2.92,1.09
3226,至寶電腦,61690720,4209231,1571,14.65,15.55,12.55,13.56,12.8,N/A,0,13.97,1.55
3236,千如電機,58272779,2784604,1508,20.92,22.45,20.2,20.92,20.4,12.75,0.98,6.41,1.25
3276,宇環科技,13723815,1126115,461,12.18,13,11.3,12.29,11.6,N/A,0,1.43,1.54
3288,點晶科技,46989376,1930151,1174,24.34,25.65,22.5,23.76,24,32.00,0,3.88,2.14
3294,英濟    ,39039400,3208186,1285,12.16,13.05,11.3,12.03,12.2,N/A,0,2.35,0.59
3299,帛漢    ,126665823,3453726,1782,36.67,38.2,35.05,36.6,36.1,10.11,5.42,6.43,1.63
3310,佳穎精密,45990574,1723128,941,26.69,31.2,19.5,23.66,27.8,N/A,0,4.34,2.38
3313,斐成企業,169002205,7597091,3298,22.24,23.6,19.55,22.02,21.9,18.88,0,9.06,1.23
3322,建舜電子,16261407,1022161,528,15.9,17,14.7,16.04,14.85,N/A,3.36,1.23,1.09
3332,幸康電子,140985113,2780943,1362,50.69,53.9,48.1,49.55,52,11.74,2.88,5.78,1.98
3354,律勝    ,123840079,4565542,2159,27.12,29.1,24.05,26.57,29.1,37.79,1.68,5.87,1.73
3390,旭軟電子,710819902,19331375,5555,36.77,37.95,35.3,36.57,36.3,12.26,4.4,40.27,2.2
3465,祥業科技,5362733,617865,354,8.67,9.19,8.36,8.75,8.55,N/A,0,2.15,1.42
3484,崧騰    ,54455637,1570062,998,34.68,36.6,32.7,34.49,34,9.83,7.17,3.02,1.45
3511,矽瑪科技,157619191,2518031,1773,62.59,67.4,60,62.32,61.5,10.55,6.5,6.59,2.39
3512,能緹    ,43347579,1383001,772,31.34,33.65,27.5,30.37,29.1,N/A,0,3.29,1.81
3526,凡甲科技,351509703,5069099,3614,69.34,72.8,66.2,69.21,68,10.23,11.39,8.83,2.9
3537,堡達    ,69744673,2563731,1396,27.2,28.7,25.1,26.94,28.7,14.79,10.45,5.53,1.84
3548,兆利科技,43578974,1439520,907,30.27,32,29.4,30.27,30.15,8.35,3.94,2.85,0.7
3609,東林科技,213726600,4671523,2958,45.75,48.8,42,45.26,44.2,26.15,2.26,14.9,1.89
3631,晟楠    ,704261725,11229535,4487,62.71,65.5,58.3,62.62,62,18.67,2.67,15.6,3.92
5301,祥裕電子,1262044,340037,133,3.71,3.95,3.32,3.76,0,N/A,0,0.75,0.52
5309,系統電子,266627863,19801041,6756,13.46,14.25,12.8,13.3,13.5,22.50,0,12.98,1.52
5317,凱美電機,84596853,7616685,2019,11.1,11.6,10.4,10.85,10.7,12.30,0,5.58,0.84
5321,友銓電子,10207343,1699666,357,6,6.24,5.67,5.93,5.77,N/A,0,1.13,0.73
5328,華容    ,177104122,16403428,4737,10.79,11.75,10.05,10.73,10.1,21.49,0,7.2,0.98
5340,建榮工業,123540958,13259342,3846,9.31,9.89,8.72,9.21,9.13,17.90,0,7.99,0.99
5345,天揚    ,44552605,4547024,1482,9.79,10.5,8.78,9.6,9.05,N/A,0,9.09,0.76
5349,先豐通訊,226704242,14190796,4036,15.97,16.95,15.1,15.79,15.25,13.38,2.81,7.05,1.12
5355,佳總興業,88899254,5951643,2475,14.93,16.1,14,14.68,14.6,N/A,0,4.14,1.85
5356,協益電子,1702115009,29498134,14077,57.7,62.5,54.5,57.45,56.5,6.87,1.76,22.27,2.09
5364,浩騰    ,16215134,4212481,627,3.84,4.28,2.99,3.72,3.23,N/A,0,1.99,1.08
5381,合正科技,191478504,29262668,6894,6.54,6.93,6.05,6.5,6.45,N/A,0,9.7,0.68
5398,力瑋實業,3328165,313598,145,10.61,11.2,10.2,10.72,10.4,21.22,2.4,0.75,0.97
5439,高技企業,179003306,5495239,2290,32.57,34.3,31.3,32.92,31.5,8.06,4.12,7.26,2.01
5457,宣德    ,54970527,6032342,1621,9.11,9.85,8.4,9.14,8.95,N/A,0,2.58,1.27
5460,同協電子,58998551,4333580,1445,13.61,14.35,12.6,13.25,13.1,22.98,3.96,6.02,1.06
5464,霖宏科技,12113959,417755,307,28.99,29.6,28,28.96,28.9,11.12,6.92,0.7,1.75
5475,德宏工業,1554006592,79019444,22237,19.66,20.6,18,19.31,18.3,12.98,0,38.65,1.48
5480,統盟電子,124578012,6972056,2727,17.86,19.25,16.2,17.78,16.7,5.28,7.3,3.89,0.98
5481,華韡電子,136427067,9017740,2012,15.12,16.15,13.9,14.81,14.75,26.34,0,8.82,0.76
5488,松普科技,53283611,5069200,1662,10.51,11.05,9.9,10.34,10.4,30.59,2.88,5.53,0.65
5491,連展科技,397703275,23447959,8197,16.96,18.05,15.5,16.27,18.05,29.11,6.37,12.42,0.99
5498,凱崴    ,111241377,11575894,2415,9.6,10.1,8.66,9.34,10.1,34.83,0,7.28,1
6101,弘捷    ,11669068,420216,257,27.76,29.1,27.05,27.56,27.8,N/A,0,0.74,2.89
6107,華美電子,8017028,965875,398,8.3,8.7,7.8,8.25,8.45,845.00,0,2.76,1.52
6114,翔昇電子,203756,40987,32,4.98,5.23,4.66,4.97,4.84,N/A,0,0.15,2.81
6124,業強科技,26898590,660379,394,40.73,41.9,38,40.76,40.2,82.04,0,0.36,2.78
6126,信音企業,167214318,5138247,2745,32.54,36.15,30,32.65,32,8.00,10.68,5.39,1.9
6127,九豪精密,1850497728,68242292,22717,27.11,29.5,24.2,26.34,26.3,24.81,0,77.58,1.78
6134,萬旭電業,66842022,2091561,1337,31.95,34.8,29.65,32.2,30.35,7.86,18.12,2.53,1.35
6158,禾昌興業,135770127,3445173,2377,39.4,41.25,37.9,39,38.5,7.78,10.38,3,1.31
