櫃檯買賣股票成交資料彙總表  The Trading Summary of Listed Stocks,,,,,,,,,,,,,
100年03月 Mar. 11,,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 523,700,709,051元",,,,,,"3. 櫃檯買賣月總成交筆數： 4,914,571筆",,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Number of Transactions,,,,,,,
"2. 櫃檯買賣股票月總成交量： 11,928,243,769股",,,,,,4. 成交量週轉率： 18.00%（以上櫃股數計算）,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Turnover Rate,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading 　Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
　（ 筆 ）　　
Total Transactions",         成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield,週轉率（%）　　Turnover Rate,淨值比  （%）　　PBR
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,
5346,力晶    ,3656566715,580403393,82684,6.3,6.89,5.8,6.25,6.37,2.58,0,10.35,0.86
5347,世界先進,2957991029,195086757,46148,15.16,17.1,13.25,14.94,14,13.46,2.86,11.85,1.12
5351,鈺創科技,1050784268,55562974,22110,18.91,21.3,16,19.08,18.5,13.12,0.86,12.53,1.22
5387,茂德科技,82995922,45630101,5706,1.81,2.11,1.52,1.84,1.62,N/A,0,1.79,0.3
5425,台半    ,2616615071,98107508,33674,26.67,28.95,23.3,26.3,25.8,14.02,1.55,40.21,1.36
5455,訊利電業,57955844,4320792,1729,13.41,15.25,11,12.76,12,N/A,0,11.78,1.79
5466,泰林科技,230718573,16461595,5522,14.01,14.65,12.95,13.97,14,5.62,0,6.74,0.77
5468,凱鈺科技,55444476,6202029,2223,8.93,10.45,7.6,8.42,8,N/A,0,7.83,1.24
5483,中美晶  ,45310340570,349452929,175267,129.66,143,117,128.69,125.5,18.32,1.35,91.47,2.75
5487,通泰    ,15462863,910794,451,16.97,17.75,15.8,17.03,17,11.72,7.35,2.01,1.04
6103,合邦電子,3120800,772379,309,4.04,5.38,3.61,4.19,5.01,N/A,0,1.92,1.46
6104,創惟科技,757424893,20536206,12538,36.88,43.25,30.6,37.03,34.7,N/A,0,23.81,1.95
6129,普誠科技,1571564945,69495215,24438,22.61,24.75,18.4,21.21,20.4,15.22,2.94,38.44,1.55
6138,茂達電子,485453868,15726190,8601,30.86,33.9,26.9,30.57,29.2,19.08,5.14,12.08,1.79
6147,頎邦科技,7931606967,172868825,66803,45.88,54.2,40.8,45.9,42.85,12.14,0,29.44,1.64
6182,合晶科技,17053186708,312593711,142427,54.55,58.5,49.2,53.23,51.9,24.83,0,114.28,1.87
6198,凌泰科技,24727130,2542096,1048,9.72,10.65,8.37,9.37,9.32,N/A,0,7.3,1.15
6223,旺矽科技,8017760026,62329423,35673,128.63,141.5,115,125.6,119.5,17.42,0,79.63,3.37
6229,研通科技,45423577,2628092,1089,17.28,17.95,16.2,17.31,17,11.64,2.94,7.35,1.32
6233,旺玖科技,519917782,16009437,9729,32.47,35.9,28.5,32.08,31.75,N/A,0,18.18,2.09
6236,凌越科技,97473,10420,16,9.35,10.75,8.35,9.84,10.35,N/A,0,0.08,12.18
6237,驊訊電子,181631288,5296302,3616,34.29,39.5,29.65,34.51,31.4,29.90,0,6.88,1.38
6261,久元電子,5316420600,56994937,33557,93.27,98.1,85.8,92.54,91.3,11.71,3.4,58.09,2.36
6287,元隆電子,34990401,3904100,1507,8.96,9.91,7.56,8.62,8.7,N/A,0,2.29,1.29
6291,沛亨半導,24050462,2607470,1109,9.22,10.1,8,9.16,8.8,N/A,0,5.29,1.13
8024,佑華微電,74049667,2855808,1636,25.92,27.5,23,25.9,25.5,10.99,4.82,5,1.51
8040,九暘    ,250063423,9257466,5050,27.01,30.45,23,26.8,26.3,16.97,0,10.95,1.75
8054,安國國際,577486268,11962186,7465,48.27,52.6,42.6,48.17,47.95,18.66,4.17,14.42,1.91
8066,福陞科技,1944286,135439,61,14.35,16,12.45,14.36,13.6,N/A,0,0.12,14.78
8079,誠遠科技,668931803,28839127,10797,23.19,24.3,20.4,22.75,22.95,8.35,7.49,42.52,1.53
8084,巨虹電子,172680935,11361453,4382,15.19,17.5,13,14.29,14.15,N/A,0,28.07,1.61
8086,宏捷科技,4341033236,87432614,37186,49.65,53.7,42.8,48.75,49.5,39.92,0.4,69.48,3.58
8088,品安科技,250106661,14856493,6990,16.83,18.75,14.5,16.67,16.9,130.00,0,34.22,1.22
8277,商丞科技,568060014,15022691,9636,37.81,42.4,33.05,37.56,37.95,10.48,7.91,23.09,1.67
1569,濱川企業,61714723,1624869,1127,37.98,40.8,35,38.4,39.1,13.77,5.09,2.34,1.68
3069,寶晟科技,27143442,2886155,1105,9.4,10.4,8.01,8.97,9.09,N/A,0,10.8,1.17
3071,協禧電機,115348454,8180879,2983,14.09,15.55,12.65,14.01,13.45,7.96,0,3.95,1.46
3088,艾訊    ,866128216,22634351,10894,38.26,43.2,31.2,36.16,34.8,12.99,3.74,28.71,2.17
3126,信億科技,72500818,4058052,1983,17.86,21.6,15,17.75,18.5,N/A,0,10.31,3.52
3171,天馳科技,99100408,6251025,2141,15.85,17,13.95,15.77,16.4,N/A,0,19.34,1.32
3211,順達科技,1827459100,19265362,12041,94.85,99.2,90,94.22,92.7,9.08,6.46,14.85,2.53
3213,茂訊電腦,148605047,2233259,1784,66.54,70,60.7,65.9,64.8,11.39,10.19,4.67,3.41
3217,優群科技,72777984,3701648,1820,19.66,21.5,16.95,19.73,18.95,7.07,13.14,4.44,1.22
3287,廣寰科  ,36077387,1715234,964,21.03,22.45,20,21.15,20.1,9.22,6.47,3.9,1.48
3323,加百裕  ,3058200680,85835325,39002,35.62,37.9,31.65,35.04,35.6,8.97,5.59,79.12,1.28
3325,旭品    ,1832954348,38702158,17023,47.36,55,37.8,42.46,53.3,2665.00,2.25,59.22,2.73
3416,融程電  ,1038478035,12604643,6318,82.38,87.9,72,79.57,79.8,16.12,4.64,29.25,3.26
3479,安勤    ,941331199,21216496,10953,44.36,47.5,39.05,43.56,45.15,13.28,4.54,47.82,2.19
3483,力致科技,1865876163,39529776,23200,47.2,53,40.65,45.82,42.4,40.77,9.06,80.74,1.08
3489,筌寶    ,224737903,17515091,6265,12.83,14.4,10.15,11.82,13.5,N/A,6.59,32.53,0.96
3521,鴻翊    ,23604821,1692016,771,13.95,15.45,11.85,13.8,13.35,N/A,0,5.41,0.95
3540,曜越    ,127289740,4613091,2612,27.59,29.95,23.1,26.05,24.7,23.75,7.45,7.59,1.08
3577,泓格科技,391208595,8110026,5255,48.23,52.8,42.3,47.04,44.5,17.94,1.35,18.68,2.68
3611,鼎翰科技,194069577,2381189,1439,81.5,85,74.5,81.51,82.6,11.88,6.03,7.87,2.94
3625,西勝    ,332135634,17656733,8073,18.81,20.5,16.65,18.28,18,N/A,0,31.49,1.42
3652,精聯電子,36233826,1000490,711,36.21,39,33.6,35.88,34.5,17.78,2.9,2.1,1.35
5371,中強光電,6572705538,136418061,50923,48.18,51.2,44.45,47.75,47.5,8.08,5.89,18.84,1.64
5384,捷元    ,34823548,3606138,788,9.65,9.95,8.7,9.61,9.9,N/A,0,3.9,0.76
5386,青雲國際,687180,29597,41,23.19,24.35,21.4,23.49,23.7,7.77,0,0.34,4.41
5426,振發實業,651291262,38964666,12376,16.71,17.9,14.65,15.97,17.15,12.08,10.09,27.1,1.16
5438,東友    ,204092960,8849188,3727,23.06,25.1,20.3,22.97,23.2,10.79,6.9,7.86,1.46
5450,寶聯電腦,36515108,1390609,677,26.25,27.7,24.5,26.19,26.15,N/A,0,2.76,2.07
5465,富驊企業,42926401,7544966,1914,5.68,6.08,5.33,5.63,5.7,27.14,0,3.17,0.93
5474,聰泰科技,25984348,1638328,939,15.86,17.65,13.6,15.03,17.65,N/A,5.67,4.86,1.38
5490,同亨科技,970142656,26748908,13522,36.26,39.6,31.8,35.02,37.5,9.92,2.88,28.32,2.23
6105,瑞傳科技,237802886,8270955,3165,28.75,30.7,26.95,29.31,28.5,8.74,7.02,7.52,1.23
6121,新普科技,7373496549,38766635,20056,190.2,209.5,179,191.73,184,14.58,3.26,15.22,3.67
6123,上奇科技,657006468,10179666,5703,64.54,71.6,53.9,63.27,59.1,23.27,1.69,20.55,3.83
6150,撼訊科技,486219361,15527120,8422,31.31,36,26.3,32.4,31.7,8.32,7.89,23.82,2.19
6160,欣技資訊,76711358,2106590,1106,36.41,39,33.6,36.65,37.3,13.51,4.02,2.97,2.52
6161,捷波資訊,91776507,7149257,2805,12.83,14.3,11.3,12.78,13.2,12.00,9.92,6.39,0.9
6188,廣明光電,649649644,25131892,11488,25.84,28.5,23.35,25.94,25.1,9.30,12.75,8.81,0.89
6199,精威科技,30737583,3043218,1241,10.1,10.85,9.21,9.98,10.5,N/A,0,4.81,1.16
6219,富旺    ,7107057,354992,282,20.02,23.05,17.2,19.55,17.65,117.67,0,0.22,3.01
6222,上揚科技,19521692,1863906,663,10.47,11.6,9.9,10.53,10,18.52,0,3.33,1.16
6228,全譜科技,64591235,5924745,2109,10.9,11.75,9.5,10.57,10.7,18.77,0,14.41,0.96
6247,淇譽電子,38366990,2196105,1101,17.47,18.1,16.9,17.48,17.3,10.48,4.34,3.64,1.08
6298,崴強科技,160357988,10018300,3902,16,17.9,13.55,15.87,16.25,43.92,0,5.96,1.14
8050,廣積    ,166542819,3596885,2347,46.3,48.45,43.15,46.67,46.35,13.36,5.48,5.27,2.01
8076,伍豐科技,960959750,19888788,12781,48.31,53.6,42,47.6,44.25,N/A,3.21,11.74,2.71
8114,振樺電  ,127496446,2211111,1444,57.66,59.8,55,57.78,58.5,12.14,4.89,3.67,3.42
8210,勤誠興業,437695658,10392246,4581,42.11,47,38.55,42.46,41.6,10.53,6.01,9.32,2.63
8234,新漢    ,116729276,4498699,2188,25.94,28.25,23.3,25.5,24.95,11.50,4.01,5.15,1.59
8299,群聯電子,13351923998,75114164,47569,177.75,202.5,161.5,176.15,164.5,14.93,4.26,42.2,3.39
8410,森田印刷,830600545,10970828,6190,75.7,84.4,62.2,75.2,75.2,18.66,5.32,29.98,2.93
3066,李洲科技,62908207,5136346,2135,12.24,13.75,10.65,11.88,10.8,N/A,0,3.62,1.14
3128,昇銳電子,130296779,6607523,2395,19.71,21.8,17.1,18.81,18.3,20.11,8.2,15.73,1.13
3230,錦明實業,89925649,6410221,2660,14.02,15.2,12,13.97,13.9,N/A,0,6.05,0.75
3297,杭特電子,63540275,2258090,1225,28.13,30.6,24.9,27.75,28.15,11.88,4.26,6.57,1.23
3339,泰谷光電,3682177912,89985837,37800,40.91,43.35,37.8,40.55,41.4,29.15,0,32.69,2.15
3362,先進光  ,52240668,2008086,1039,26.01,28.5,23.2,24.86,23.75,69.85,0,2.58,2.26
3434,哲固資訊,16513106,1514281,780,10.9,11.6,9.77,10.89,11.15,N/A,0,4.62,1.02
3441,聯一光學,253820856,7467247,4300,33.99,38.55,28.3,32.8,32.4,15.00,1.54,23.76,1.5
3452,益通光能,2505744336,60588917,30300,41.35,43.75,36.35,41.13,40.4,N/A,0,24.29,1.23
3455,由田新技,4157792286,58489961,36305,71.08,75.4,64.8,69.8,68.6,15.31,1.44,112.34,2.44
3490,單井    ,449809221,10768408,6134,41.77,44.5,37,40.55,41.5,11.07,1.2,30.79,2.2
3516,亞帝歐  ,693832959,37894194,13839,18.3,20.65,15.45,17.84,18.15,907.50,2.75,49.37,0.55
3520,振維    ,271852161,18979501,6116,14.32,16.45,10.05,12.63,15,N/A,3.33,36.58,0.93
3522,宏森    ,1120488050,37734958,16466,29.69,32.5,24.6,28.17,26.8,13.47,1.12,79.52,1.23
3523,迎輝科技,1075865836,22359695,12164,48.11,53,42,46.44,46.5,N/A,0,22.1,1.65
3531,先益電子,41391465,1504141,918,27.51,30.4,24.45,27.21,25.75,11.39,6.41,2.49,0.91
3562,頂晶科技,247033895,6917261,5109,35.71,39,30.6,34.92,33.25,N/A,0,13.21,2.26
3615,安可光電,6586163831,45464970,28512,144.86,172,114.5,141.63,142,112.70,0.35,122.8,5.71
3623,富晶通  ,2296859745,52934604,28678,43.39,51.9,32.6,41.95,40.35,1008.75,1.73,92.58,3.24
3629,卓韋光電,882298782,20851609,12515,42.31,48.35,34.15,40.66,38.4,37.65,2.32,80.38,2.95
3630,新鉅科  ,4525117589,31446544,22763,143.89,158,125,141.36,131,53.69,0.92,36.91,7.92
3685,政翔    ,299307644,8755780,4719,34.18,36.7,31.35,33.71,35,12.87,4.4,21.33,2.19
3691,碩禾    ,6111327793,7661766,7480,797.63,869,707,793.78,777,28.56,1.29,22.57,19.98
4729,熒茂光學,3618841399,71626767,36216,50.52,55.7,44.5,50.13,48.3,N/A,0,85.17,2.35
5315,光聯科技,227099446,24708163,6342,9.19,10.15,7.55,8.59,8,N/A,0,15.54,0.86
5392,應華精密,1311097320,12448662,8950,105.32,118,92.1,104.04,95.2,10.61,5.25,16.79,2.19
5395,圓方創新,1315319,60111,66,21.88,23.45,20.4,22.2,21.75,N/A,0,0.25,2.54
5432,達威光電,977645,141861,129,6.89,8.27,5.98,7.04,6.8,20.61,0,0.31,2.03
5443,均豪精密,510824897,31851913,11676,16.03,17.95,13.6,15.45,14.65,26.64,0,13.98,1.12
6125,廣運機械,2300677211,83879276,27054,27.42,29.7,23.6,26.46,27.75,22.75,3.57,38.48,1.09
6156,科橋電子,3959331,772033,430,5.12,5.55,4.47,5.04,5.07,N/A,0,0.2,1.09
6167,久正光電,5819487,1762477,488,3.3,3.98,2.54,3.49,3.5,N/A,0,1.09,0.84
6234,高僑    ,1474644629,49063276,19812,30.05,32.55,26.1,29.08,28.95,N/A,0,68.68,0.87
6244,茂迪    ,21653918592,169122875,89057,128.03,139.5,115.5,126.63,127.5,13.98,0.78,44.47,2.21
6246,臺龍電子,4112792624,124727004,52996,32.97,39,28.1,32.43,29.15,51.14,0,74.21,4.04
6294,智基科技,30823985,769907,693,40.03,49.45,23.5,37.12,42,N/A,0,6.78,6.45
8049,晶采光電,1052248113,66450140,19662,15.83,17.8,12.7,14.77,17,15.89,0,61.04,1.49
8053,巨擘科技,26803186,6188925,1950,4.33,4.72,3.9,4.3,4.32,N/A,0,1.5,0.3
8064,東捷科技,425865561,20030943,7560,21.26,23.25,18.9,20.74,19.8,N/A,0,15.16,1.19
8069,元太科技,13211301870,282571850,111908,46.75,53.6,40.5,46.8,47.55,21.52,0,26.21,2.29
8071,豐聲科技,27367251,999861,513,27.37,32.1,23.25,28.39,27.15,47.63,0,2.96,2.42
8077,冠華科技,348615,44091,24,7.94,8.97,7.45,7.98,7.45,N/A,0,0.08,2.04
8087,華鎂鑫  ,33627422,2720718,1299,12.35,13.9,10.3,11.42,10.9,57.37,1.38,7.73,0.9
8107,大億科技,177955327,11450602,4601,15.54,17.1,13.95,15.5,14.55,N/A,0,6.66,0.88
8111,立碁電子,1879517344,73926357,28335,25.42,27.95,21.85,24.65,22.9,30.53,0,51.74,1.67
8240,華宏新技,736780115,10304705,6917,71.49,76.3,65.6,70.93,70.7,12.25,2.55,13.84,1.72
8266,中日新  ,815542065,44860888,16438,18.17,20.8,14.6,17.57,18.8,N/A,0,63.01,1.61
3068,美磊科技,2339564056,28015544,15657,83.5,87.3,77.1,83.01,81.4,12.41,3.69,39.06,3.53
3095,及成    ,623179082,36192885,13305,17.21,18.8,14.65,16.82,17.3,N/A,0,16.63,0.97
3152,璟德電子,3362651974,23673323,15388,142.04,162,119.5,138.52,150.5,16.31,3.32,34.3,4.14
3221,台灣嘉碩,151974664,7431712,2953,20.44,22.5,18,19.85,19.25,11.96,3.38,9.05,1.02
3234,光環    ,481520219,16902746,6526,28.48,30.5,26.5,28.15,28.3,17.69,1.8,20.35,2.21
3290,東浦    ,1039492750,42190802,15325,24.63,26.9,21.1,23.92,23.8,9.41,2.1,56.77,1.84
3306,鼎天國際,336595823,8999434,5430,37.4,41.7,32.45,36.86,34.8,18.13,4.31,12.45,1.57
3363,上詮    ,1713138285,29896038,15295,57.3,70,41.65,53.15,46.95,26.08,1.06,49.87,3.52
3431,長天科技,41871183,3225160,1518,12.98,14.05,10.55,12.82,13.5,N/A,0,6.82,2.06
3454,晶睿通訊,606280850,9408600,5993,64.43,69,57.5,64.22,65.8,21.09,2.11,14.96,3.39
3491,昇達科技,371488118,7339592,4121,50.61,54.3,43.85,49.64,52,20.72,5.75,17.06,2.58
3499,環天科技,124926819,5271419,2683,23.69,27,20,23.03,21.65,18.04,4.62,9.92,1.34
3632,研勤科技,120814804,3165886,2214,38.16,41,35.35,37.58,37,14.57,7.43,13.97,2.96
4903,聯光通信,614417904,52415924,16171,11.72,12.95,9.87,11.24,11.1,23.13,4.05,69.07,1.02
4905,台聯電訊,65855225,3123538,1041,21.08,22.3,19.8,21.12,21,12.73,0,5.53,1.28
4907,春雨開發,349747,96577,40,3.62,4.28,3.23,3.68,3.29,N/A,0,0.31,14.3
4908,前鼎光電,1760719285,38553661,22537,45.66,51,37.1,43.65,43.65,15.16,4.58,54.26,3.11
4909,新復興  ,566064598,12060431,6815,46.93,51.7,42.8,46.43,46,12.57,5.43,14.34,2.04
5304,鼎創達  ,147510865,10687021,4790,13.8,15.7,11.55,13.75,13.45,6.69,0,5.75,2.45
5306,訊康科技,47252092,6836307,1823,6.91,7.53,6.01,6.69,7.3,N/A,0,8.51,1.27
5348,系通科技,24899503,1764330,687,14.11,15,13.2,14.05,14.35,N/A,0,6.8,1.77
5353,台林通信,470920798,30671659,10925,15.35,17.05,13.25,14.71,14.1,37.11,3.12,31.56,1.02
6109,亞元科技,36038032,2545920,1141,14.15,15.3,13,14.18,14,22.58,2.57,3.5,1.21
6143,振曜科技,790724238,16347188,10152,48.37,54.9,41.1,49.06,49.5,10.27,3.23,23.14,2.39
6163,華電聯網,1384996951,79019021,26612,17.52,19.5,14.3,17.1,18.05,39.24,3.32,85.7,1.36
6170,統振    ,411860739,17322997,8090,23.77,25.85,21.05,23.04,22.4,N/A,0,19.29,1.78
6190,萬泰科技,246786291,17275662,4175,14.28,15.1,12.85,14.17,14,8.86,3.36,13.35,1.07
6218,豪勉科技,453651286,13003788,5491,34.88,38.3,29.2,33.38,37.35,11.86,4.02,25.6,2.09
6241,易通展  ,5224787,315447,238,16.56,18.5,14.6,16.38,15.3,14.04,0,1.05,1.91
6245,立端科技,142491369,7488176,3296,19.02,20.95,15.5,18.03,17.2,90.53,1.45,11.44,1.22
6263,普萊德  ,30938992,1116624,709,27.7,29.85,25.5,27.84,27.25,12.39,7.34,1.92,1.87
6264,德士通  ,1286139911,50131651,19261,25.65,30.3,21,24.3,22.05,N/A,0,46.62,3.12
8034,榮群電訊,37392424,5227235,1878,7.15,7.95,6.15,6.87,6.55,N/A,0,8.31,0.68
8048,德勝科技,49345682,2642477,1528,18.67,20.45,15.9,17.84,17.3,19.89,5.78,5.46,1.41
8059,凱碩    ,49731697,3660487,1612,13.58,15.2,12.4,13.55,13,216.67,13.85,3.95,1.21
8082,捷超通訊,2088887187,85191905,15276,24.51,27.95,20.15,23.89,26.3,N/A,0,151.06,2.6
8097,鴻松精密,49420352,7197254,2576,6.86,7.41,6.43,6.8,6.46,N/A,0,17.84,1.27
1333,恩得利  ,98711968,8684570,3254,11.36,12.6,9.4,10.83,10.6,N/A,0,8.47,1.35
1336,台翰    ,154016485,7423872,2902,20.74,22.5,18,20.2,20,N/A,0,11.21,0.76
1815,富喬    ,5082865050,172357506,61393,29.49,34,24.7,29.81,28.35,14.03,0,60.78,1.87
3078,僑威科技,844315868,37500824,11629,22.51,28.2,19.65,23.56,21.05,11.63,7.03,17.82,1.44
3089,展成科技,129589051,11625004,3214,11.14,12.1,8.7,10.95,12.1,N/A,0,22.28,1.13
3092,鴻碩精密,433718162,14795429,7993,29.31,33.15,24.35,27.43,25.5,17.83,4.71,24.34,1.34
3114,好德科技,100086417,7014479,2446,14.26,15.1,12.3,13.28,14.15,N/A,3.53,14.02,0.96
3115,寶島極光,156036152,10011727,4372,15.58,17.8,12.85,14.67,15.5,N/A,0,22.91,1.9
3144,新揚科  ,45609941,2852201,1219,15.99,17.5,14.45,15.83,15.25,12.71,0,4.13,3.02
3191,和進電子,71924362,5703374,2155,12.61,13.5,11.05,12.36,12.55,11.62,0,10.53,0.9
3202,樺晟電子,78823910,5633378,1945,13.99,14.95,11.85,13.28,13.1,13.37,8.4,7.13,0.69
3206,志豐電子,365040251,12404726,5936,29.42,31.8,24.3,28.42,28,14.66,1.79,31.69,1.76
3207,耀勝電子,62295631,3668520,1742,16.98,18.1,15.7,16.68,16.6,10.92,3.01,9.78,1.15
3226,至寶電腦,103221958,7179640,1999,14.37,17.2,11.3,13.76,16.5,N/A,0,23.83,2
3236,千如電機,180345665,9221602,3883,19.55,21.5,16.5,19.19,18.95,11.84,1.06,21.22,1.16
3276,宇環科技,20522759,1598163,632,12.84,16.4,11,12.91,13.7,N/A,0,2.29,1.63
3288,點晶科技,145066651,5488512,2842,26.43,29.5,23,25.47,27.95,37.27,0,11.03,2.49
3294,英濟    ,211267485,15705081,5312,13.45,14.9,11.9,13.11,12.9,N/A,0,11.49,0.63
3299,帛漢    ,246085639,6860514,3462,35.86,37.85,31,36,36.7,10.28,5.34,12.78,1.66
3310,佳穎精密,147643705,7243109,3598,20.38,27.8,16.85,21.96,17.05,N/A,0,18.24,1.46
3313,斐成企業,540692729,24010173,9933,22.51,25.95,17.9,21.05,18.8,16.21,0,28.62,1.06
3322,建舜電子,116486373,7770086,2740,14.99,16.3,13,14.37,15.5,N/A,3.23,9.34,1.14
3332,幸康電子,494382779,9280744,4870,53.26,58.5,46.35,52.07,53.8,12.14,2.79,19.29,2.05
3354,律勝    ,223781891,7549816,3193,29.64,31.5,25.95,29.13,27.25,35.39,1.8,9.7,1.62
3390,旭軟電子,983207831,26482795,8139,37.12,39.1,33.95,36.82,37.9,12.80,4.22,55.17,2.3
3465,祥業科技,9021055,1107715,569,8.14,8.9,7.1,8.14,7.84,N/A,0,3.85,1.3
3484,崧騰    ,94157180,2849402,1683,33.04,35.3,30,33.32,32.8,9.48,7.44,5.49,1.4
3511,矽瑪科技,133040281,2209194,1541,60.22,64.5,56,60.43,59.2,10.15,6.76,5.73,2.3
3512,能緹    ,26893013,967103,525,27.8,29.9,25.05,27.71,27,N/A,0,2.3,1.67
3526,凡甲科技,678700091,9984040,6973,67.97,71.7,61.5,67.53,67.8,10.20,11.43,17.4,2.89
3537,堡達    ,488319902,15839930,9173,30.82,34.15,26.25,29.07,27.65,14.25,10.85,34.16,1.77
3548,兆利科技,98292475,3294271,2071,29.83,32.95,26.05,29.5,27.25,7.55,4.37,6.52,0.63
3609,東林科技,493792598,9941456,6256,49.67,54.8,44,48.2,47.05,27.84,2.13,31.71,2.02
3624,光頡科技,3522753997,58659050,27158,60.05,68.6,49.5,59.73,65,20.64,1.54,67.43,3.52
3631,晟楠    ,855557054,12618150,6571,67.8,74.9,57.4,65.45,71.7,21.60,2.32,17.53,4.54
5301,祥裕電子,2516321,465785,220,5.4,7.49,4.9,5.37,5.6,N/A,0,1.46,1.04
5309,系統電子,591027421,42341937,13396,13.95,15.25,12.05,13.6,13.95,23.25,0,27.75,1.57
5317,凱美電機,118917005,11082313,3401,10.73,11.35,9.36,10.57,10.7,12.30,0,8.13,0.84
5321,友銓電子,24028772,4079196,852,5.89,6.32,5.35,5.75,5.7,N/A,0,2.72,0.72
5328,華容    ,356812102,35024231,9416,10.18,11.35,9.11,9.98,9.82,20.89,0,15.38,0.95
5340,建榮工業,74557458,8714877,2550,8.55,9.45,7.9,8.55,8.1,15.88,0,5.25,0.88
5345,天揚    ,72309565,7965098,2594,9.07,9.86,7.65,8.79,8.78,N/A,0,15.93,0.74
5349,先豐通訊,384355744,25434424,7078,15.11,16.15,13.4,15.2,15.2,13.33,2.83,12.64,1.11
5355,佳總興業,91276812,6301994,2679,14.48,15.5,13.5,14.41,13.9,N/A,0,4.39,1.76
5356,協益電子,3076227857,52280988,23943,58.84,62.9,53.9,58.46,59.3,7.21,1.69,39.47,2.2
5364,浩騰    ,15490333,4401696,645,3.51,3.93,2.96,3.41,3.32,N/A,0,2.08,1.11
5381,合正科技,161627243,26724894,6477,6.04,6.67,5.25,6.01,5.85,N/A,0,8.86,0.61
5398,力瑋實業,10380459,1033701,318,10.04,10.8,9.6,10.2,9.8,20.00,2.55,2.48,0.91
5439,高技企業,229391010,7182603,3648,31.93,33.15,29.65,32.02,32.25,8.25,4.03,9.49,2.06
5457,宣德    ,114238474,12904110,3409,8.85,9.75,7.65,8.74,9.31,N/A,0,5.52,1.32
5460,同協電子,50936284,4119481,1461,12.36,13.4,11.1,12.46,12.4,21.75,4.19,5.72,1
5464,霖宏科技,58474976,1980901,1375,29.51,31.7,26.95,29.03,26.95,10.37,7.42,3.3,1.63
5475,德宏工業,951629020,53970490,16164,17.63,20,15.25,17.39,17,12.06,0,26.4,1.37
5480,統盟電子,123805710,7384152,3407,16.76,18.35,15.25,16.78,16.1,5.09,7.58,4.12,0.94
5481,華韡電子,41397306,2846989,923,14.54,15.45,13.4,14.26,13.9,24.82,0,2.78,0.72
5488,松普科技,119432961,10623157,3596,11.24,12.5,9.91,10.81,10.7,31.47,2.8,11.6,0.67
5491,連展科技,1162938880,64325265,23898,18.07,19.95,15.15,17.47,17.55,28.31,6.55,33.99,0.96
5498,凱崴    ,1206267078,100455926,24582,12,14.05,10.4,11.71,10.9,37.59,0,63.15,1.08
6101,弘捷    ,27836596,966520,554,28.8,31.5,27,28.49,27.5,N/A,0,1.69,2.86
6107,華美電子,59562043,5947932,1916,10.01,11.7,8.4,9.87,10.8,1080.00,0,16.98,1.94
6114,翔昇電子,840892,204495,62,4.1,4.56,3.74,4.17,4,N/A,0,0.74,2.33
6124,業強科技,76277373,1864142,812,40.91,42,38.55,40.9,41.1,83.88,0,1.02,2.84
6126,信音企業,285618852,9091520,3946,31.41,34.3,29,31.41,30.3,7.58,11.29,9.68,1.8
6127,九豪精密,2994670715,102451436,39480,29.23,31.45,26.3,28.69,28.85,27.22,0,116.46,1.95
6134,萬旭電業,283261762,9294958,5128,30.47,34.75,26.15,29.83,27.75,7.19,19.82,11.23,1.24
6158,禾昌興業,220537385,6140261,3857,35.91,40,31.1,36.39,34.9,7.05,11.46,5.36,1.19
6173,信昌電陶,4734473600,140475211,60888,33.7,37.4,29.1,32.21,35,18.82,2,83.78,2.26
6174,安碁科技,97299266,6556829,2510,14.83,15.7,14,14.83,14.5,23.02,0,13.11,1.4
6175,立敦科技,1877209164,65058347,22152,28.85,32.4,23.2,26.13,30.7,36.99,0,69.45,2.78
6185,幃翔精密,106796067,3872079,1576,27.58,28.95,24.85,27.24,27.9,7.90,5.45,4.17,1.49
6194,育富電子,80168833,3350868,1568,23.92,25.5,21.65,23.88,23.55,10.90,12.74,2.97,0.9
6203,海韻電子,73880439,1454942,1143,50.77,53.2,47.5,51.04,50.3,9.98,12.25,1.89,3.2
6204,台灣艾華,70558943,2188499,1194,32.24,34.3,30.3,32.04,31.6,7.63,6.33,5.96,1.5
6207,雷科    ,544417367,11168683,5646,48.74,52.5,43.65,48.1,48.5,11.86,3.4,14.74,2.54
6208,日揚科技,767630168,48617085,13300,15.78,17.4,13.65,15.17,15,17.44,0,43.42,1.13
6210,慶生電子,708389815,12062704,6476,58.72,64.6,52.3,57.69,57.8,11.45,1.73,34.42,3.59
6211,福登    ,67724723,2759684,1160,24.54,26.45,21.45,23.08,21.5,9.27,0,5.9,0.74
