櫃檯買賣股票成交資料彙總表  The Trading Summary of Listed Stocks,,,,,,,,,,,,,
100年04月 Apr. 11,,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 375,300,588,732元",,,,,,"3. 櫃檯買賣月總成交筆數： 3,686,830筆",,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Number of Transactions,,,,,,,
"2. 櫃檯買賣股票月總成交量： 8,764,672,186股",,,,,,4. 成交量週轉率： 13.20%（以上櫃股數計算）,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Turnover Rate,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading 　Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
　（ 筆 ）　　
Total Transactions",         成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield,週轉率（%）　　Turnover Rate,淨值比  （%）　　PBR
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,
5324,士林開發,1557512,39398,71,39.55,41.4,37.2,39.97,39.9,8.08,0,0.37,3.09
5326,漢磊科技,2177467342,105237092,30370,20.69,21.8,19.6,20.4,20.5,10.51,0,32.37,1.92
5344,立衛科技,11413555,647753,331,17.62,18.3,16.7,17.61,17.5,16.83,6.6,1.01,1.53
5346,力晶    ,1860074956,297790620,44291,6.24,6.47,5.94,6.21,6.16,N/A,0,5.38,1.18
5347,世界先進,660824876,45890274,15597,14.4,14.85,13.8,14.38,14.7,11.40,2.81,2.86,1.14
5351,鈺創科技,542941019,29696327,12099,18.28,19.4,16.65,17.92,17.85,N/A,0.86,6.76,1.32
5387,茂德科技,41875409,27738750,4259,1.5,1.7,1.37,1.51,1.4,N/A,0,1.11,0.77
5425,台半    ,619898163,24348662,8921,25.45,26.7,24.15,25.41,24.8,10.60,1.62,10.22,1.27
5455,訊利電業,58376747,4364604,1904,13.37,14.4,12.05,13.25,12.45,N/A,0,11.9,1.99
5466,泰林科技,307147715,21091315,6550,14.56,15.2,13.6,14.15,14.75,4.97,0,8.64,0.77
5468,凱鈺科技,12099666,1546026,578,7.82,8.17,7.55,7.78,7.65,N/A,0,2.05,1.36
5483,中美晶  ,22554981161,189712821,104864,118.89,133,105.5,119.31,106,9.23,1.5,49.94,2.07
5487,通泰    ,38324216,2355536,622,16.26,17.2,15.85,16.5,16.25,15.63,7.64,5.29,0.98
6103,合邦電子,324710,68381,98,4.76,5.58,4.12,4.8,4.9,N/A,0,0.85,2.17
6104,創惟科技,837807075,22596587,12198,37.07,40.45,32,36.09,37.3,N/A,0,26.5,2.16
6129,普誠科技,495883417,23949225,8923,20.7,21.8,19.3,20.31,19.3,20.32,2.99,13.28,1.46
6138,茂達電子,435044902,14457192,7775,30.09,31.8,28.25,29.63,29.55,37.88,4.91,11.14,1.82
6147,頎邦科技,6314545730,146421320,57442,43.12,46.95,38.5,43,43.2,10.12,0,24.88,1.57
6182,合晶科技,4528975372,91088040,51225,49.72,53.7,45.8,49.32,46.2,15.77,0,33.34,1.4
6198,凌泰科技,19147975,2038546,966,9.39,10.1,8.6,9.11,9.15,N/A,0,6.35,1.21
6223,旺矽科技,3922676336,36340687,22216,107.94,124.5,98,108.44,104,9.19,0,46.71,2.51
6229,研通科技,25439759,1505142,727,16.9,17.6,16.3,16.86,16.35,10.90,2.94,4.86,1.26
6233,旺玖科技,461812626,13982493,7351,33.02,34.5,30.75,32.33,32.3,358.89,0,16.18,2.06
6236,凌越科技,0,0,0,-,-,-,-,9.49,N/A,0,0,5.27
6237,驊訊電子,322374151,9631813,5243,33.46,35.85,29.25,32.02,32.5,N/A,0,12.84,1.47
6261,久元電子,5633982696,56349381,31165,99.98,111,91.4,97.47,104,12.08,2.85,57.53,2.11
6287,元隆電子,13897616,1672400,816,8.3,8.7,7.9,8.3,8.1,N/A,0,0.98,1.37
6291,沛亨半導,28334019,2926428,1199,9.68,10.4,8.64,9.21,9.65,N/A,0,5.97,1.49
8024,佑華微電,95070732,3643543,1638,26.09,27.05,24.85,25.58,25.2,14.48,4.92,6.65,1.49
8040,九暘    ,690084042,24147536,10855,28.57,29.8,25.1,27.6,27.2,27.20,0,27.27,1.86
8054,安國國際,1350855417,25435896,12758,53.1,57.5,47.6,52,52.9,17.75,3.65,31.06,2.01
8066,福陞科技,3539965,223357,77,15.84,17,14,15.83,16,N/A,0,0.2,59.26
8079,誠遠科技,334258010,14332712,5165,23.32,24.5,22.6,23.17,23.05,9.22,7.36,21.38,1.43
8084,巨虹電子,38825586,2630543,1125,14.75,15.5,13.6,14.56,13.85,N/A,0,6.52,1.7
8086,宏捷科技,3384366938,67799046,30673,49.91,53,45.2,49.06,50.9,43.88,0.39,53.92,3.55
8088,品安科技,201396576,11567466,3586,17.41,18.05,16.1,16.99,18.05,N/A,0,26.47,1.24
8277,商丞科技,238764089,6883164,4360,34.68,38.45,30.95,34.85,31.25,N/A,9.04,10.6,1.96
1569,濱川企業,241677209,5613408,2129,43.05,44.9,39,43.06,42.9,107.25,4.52,8.08,2.04
3069,寶晟科技,107097142,8921053,3961,12,13.5,9.46,11.56,11.6,N/A,0,33.47,1.57
3071,協禧電機,53950221,3949427,1522,13.66,14.2,13,13.69,13.5,11.34,0,1.91,1.48
3088,艾訊    ,220359402,6248056,3332,35.26,37.2,32.8,35.16,32.95,11.68,3.86,7.93,1.97
3126,信億科技,32763210,1672487,695,19.58,20.75,18.5,19.63,19.6,N/A,0,4.25,3.87
3171,天馳科技,82518875,4954838,1163,16.65,17.1,14.9,15.68,15.55,N/A,0,15.35,1.43
3211,順達科技,857476602,9050873,6234,94.73,97.5,92.4,94.59,94.4,10.16,6.25,6.99,2.39
3213,茂訊電腦,111850305,1661087,1340,67.33,68.5,66,67.18,67.3,11.24,9.76,3.47,3.06
3217,優群科技,74967345,3906314,1604,19.19,20.2,18.3,18.97,18.75,10.14,13.31,4.68,1.19
3287,廣寰科  ,42575554,2190288,1192,19.43,21,17.35,19.25,17.4,20.96,7.04,5.02,1.34
3323,加百裕  ,1354190954,39251593,19363,34.5,37.25,29.8,34.42,29.85,19.90,5.8,36.33,1.11
3325,旭品    ,1533665777,29930113,15520,51.24,55,46.05,50.31,47.2,N/A,2.54,45.85,2.65
3416,融程電  ,178291104,2363128,1513,75.44,79,73,75.2,75.4,14.64,4.8,5.51,2.73
3479,安勤    ,2400652168,46605458,24246,51.51,57,44.1,51.1,52,16.00,3.74,105.42,2.37
3483,力致科技,522994469,12255553,7948,42.67,46.45,36.05,42.55,36.1,N/A,10.1,25.07,0.97
3489,筌寶    ,200214138,15164174,5439,13.2,14.15,12.15,12.82,12.65,N/A,6.81,29.16,1.03
3521,鴻翊    ,15960433,1150669,301,13.87,14.7,13.3,13.93,13.6,N/A,0,3.7,1.01
3540,曜越    ,156197541,5594088,3240,27.92,29.6,24.3,26.52,26.4,44.75,6.65,9.2,1.19
3577,泓格科技,160046193,3627977,2713,44.11,46.3,41.2,43.73,41.2,16.95,1.38,8.36,2.33
3611,鼎翰科技,162344895,1931353,1296,84.05,86.5,82.5,83.77,84.7,11.16,5.92,6.37,2.74
3625,西勝    ,181335578,10160335,4051,17.84,19.05,16,17.67,16,N/A,0,18.13,1.28
3652,精聯電子,21421150,629047,494,34.05,35.4,32.1,34.18,32.5,15.33,2.98,1.32,1.25
5371,中強光電,3587804074,77505212,32857,46.29,48.85,43.65,46.83,43.8,10.02,6.17,10.76,1.48
5384,捷元    ,16549726,1692982,519,9.77,10,9.5,9.79,9.68,N/A,0,2.27,0.75
5386,青雲國際,307651,13144,25,23.4,23.65,23.2,23.45,23.35,N/A,0,4.8,4.61
5426,振發實業,616658949,34699359,10853,17.77,18.6,16.05,17.62,16.4,14.51,10.54,24.56,1.1
5438,東友    ,63252423,2710845,1321,23.33,24.1,22.8,23.35,23.55,17.07,6.8,2.42,1.5
5450,寶聯電腦,31965295,1246894,646,25.63,26.5,24,25.57,25.45,N/A,0,2.54,2.01
5465,富驊企業,72301991,13013800,1861,5.55,5.95,5.17,5.63,5.3,530.00,0,5.48,0.9
5474,聰泰科技,55012958,3163771,1776,17.38,18.7,15.5,16.85,15.5,N/A,6.45,9.69,1.24
5490,同亨科技,818188441,21153413,10268,38.67,40.4,37.2,38.28,37.85,9.28,2.77,22.41,2.1
6105,瑞傳科技,197242968,6898185,3343,28.59,29.25,27.4,28.5,28.2,11.75,6.88,6.55,1.17
6121,新普科技,6330362984,33778770,21027,187.4,202.5,174,187.57,194,14.61,3.12,13.28,3.52
6123,上奇科技,361768653,6332258,4001,57.13,63.4,51.1,57.84,51.6,15.00,1.93,12.89,2.85
6150,撼訊科技,488637159,14236269,7744,34.32,37.05,31.55,33.54,32.5,17.20,7.69,22.01,2.11
6160,欣技資訊,121707535,3149682,1843,38.64,39.7,36.7,38.51,38.35,14.81,3.82,4.6,2.54
6161,捷波資訊,101584141,7218632,2504,14.07,14.8,12.95,13.76,13.15,13.84,9.56,6.54,0.87
6188,廣明光電,1206258441,42114481,17698,28.64,31.4,24.8,27.4,29.9,17.90,10.66,14.83,1.06
6199,精威科技,16710463,1649963,576,10.12,10.75,9.7,10.09,9.71,N/A,0,2.89,1.23
6219,富旺    ,2894462,176000,144,16.44,17.7,14.85,16.44,15.7,8.92,0,0.23,1.96
6222,上揚科技,11230091,1121869,436,10.01,10.3,9.9,10.03,10.05,37.22,0,2.4,1.2
6228,全譜科技,17397087,1683488,786,10.33,11.1,9.95,10.3,10.1,N/A,0,4.65,0.95
6247,淇譽電子,51287470,2895112,1276,17.71,18.75,16.7,17.55,17.5,33.65,4.26,5.24,1.13
6298,崴強科技,111334741,6714373,2383,16.58,17.5,15.65,16.26,15.65,47.42,0,4.01,1.12
8050,廣積    ,438445312,8778974,5299,49.94,51.7,46.2,49.21,49.3,13.73,5.01,12.95,2.05
8076,伍豐科技,1082484266,21693685,12854,49.89,53.5,44.15,49.12,45,N/A,3.15,12.83,3.08
8114,振樺電  ,265260247,4285341,2667,61.89,64.5,58.2,60.62,61.4,11.48,4.52,7.11,3.17
8210,勤誠興業,527442010,12103423,5659,43.57,46.5,40.6,43.07,42.4,10.55,5.98,10.86,2.45
8234,新漢    ,374209753,12781045,6265,29.27,31.8,25,28.01,30,11.24,3.31,14.63,1.77
8299,群聯電子,7499175471,47089371,30317,159.25,172.5,145.5,159.81,154,15.65,4.43,26.43,2.86
8410,森田印刷,173684217,2466242,1620,70.42,80.2,61.1,71.31,63,15.00,6.01,6.82,2.11
3066,李洲科技,22440897,2060996,844,10.88,11.2,10.7,10.89,10.7,N/A,0,1.46,1.21
3128,昇銳電子,27954930,1612787,921,17.33,18.4,16.2,17.46,16.5,N/A,8.84,4.8,1.05
3230,錦明實業,84169586,6052699,1893,13.9,15,12.9,13.58,13.15,N/A,0,5.7,0.82
3297,杭特電子,28107957,986373,598,28.49,29.85,27.5,28.39,27.85,31.29,4.23,2.9,1.24
3339,泰谷光電,2401014732,60329812,24560,39.79,45,32.05,38.79,32.25,46.07,0,22.17,1.65
3362,先進光  ,47597161,1937386,1080,24.56,26.85,22.75,23.77,24.05,N/A,0,2.49,2.63
3434,哲固資訊,31028289,2659116,630,11.66,12.35,10.85,11.75,11.8,N/A,0,8.11,1.17
3441,聯一光學,309988483,8624223,4798,35.94,38.9,32.3,34.98,33.6,18.26,1.44,27.87,1.56
3452,益通光能,1003492947,25687763,14552,39.06,41.65,36,39,36.1,N/A,0,5.36,1.35
3455,由田新技,1129284284,17044946,12046,66.25,71.1,58.4,65.77,59.1,10.75,0,28.3,1.94
3490,單井    ,237463824,5635313,3315,42.13,43.4,40.85,41.87,42,9.01,1.19,16.24,1.78
3516,亞帝歐  ,129355426,7661221,3231,16.88,18.35,15.15,16.88,15.15,N/A,3.3,10.05,0.49
3520,振維    ,331162677,20679164,6610,16.01,17.9,13.8,15.35,14.15,N/A,3.54,39.88,0.93
3522,宏森    ,193647943,7206843,3535,26.87,28.15,25.1,26.61,25.5,14.57,1.13,15.21,1.17
3523,迎輝科技,263827745,5988004,3507,44.05,46.9,40.95,43.84,41.8,N/A,0,5.96,1.61
3531,先益電子,27929340,1056014,562,26.44,27.55,24.4,26.03,25.5,14.33,6.37,1.85,0.92
3562,頂晶科技,60054672,1825219,1423,32.9,35,30.5,32.71,30.75,N/A,0,3.49,2.47
3615,安可光電,6353030793,41259841,28091,153.97,168,132,151,138,32.39,0.34,111.85,4.91
3623,富晶通  ,1035466009,24286213,14734,42.63,45.35,38.95,41.73,39.2,N/A,1.69,42.51,3.39
3629,卓韋光電,164550152,4425413,2998,37.18,40,34.2,36.72,34.4,51.34,2.58,17.07,2.61
3630,新鉅科  ,3251182190,23869260,16765,136.2,145,127,134.1,130,24.95,0.85,28.04,4.65
3685,政翔    ,300879318,8642475,4747,34.81,36.8,32.1,34.19,32.3,12.82,4.56,21.06,1.86
3691,碩禾    ,3891447824,4946811,5100,786.65,826,721,784.73,765,19.80,1.25,14.59,7.26
4729,熒茂光學,2412022288,47092809,24110,51.21,55.5,45.2,50.73,47.2,42.52,0,56.59,2.05
5315,光聯科技,49729220,6161428,1868,8.07,8.4,7.9,8.05,7.93,N/A,0,3.94,0.93
5392,應華精密,757854771,7888650,6280,96.06,102,90.5,94.71,93.6,9.55,5.19,11.25,2.09
5395,圓方創新,979326,46999,59,20.84,22.4,18.6,21.14,22.3,N/A,0,2.04,2.22
5432,達威光電,816803,124485,97,6.56,7,5.87,6.48,6.27,5.75,0,0.27,1.74
5443,均豪精密,285145393,19287986,7195,14.78,15.7,14.05,14.65,14.9,8.37,0,8.48,1.1
6125,廣運機械,1588208442,55659960,18645,28.53,30.1,26.25,28.11,26.8,15.31,3.69,25.55,1.01
6156,科橋電子,5235668,1087777,410,4.81,5.05,4.58,4.86,4.64,N/A,0,0.3,2.1
6167,久正光電,1715385,573186,267,2.99,3.5,2.71,3.06,2.78,N/A,0,0.35,0.78
6234,高僑    ,614949970,20699561,9701,29.7,31.65,25.9,28.87,26.35,175.67,0,29.02,0.79
6244,茂迪    ,11422103262,96016539,55973,118.95,133,108,119.39,108,8.33,0.85,25.35,1.71
6246,臺龍電子,2061949006,65431546,29410,31.51,33.5,29.2,31.02,30.1,47.03,0,39.15,2.47
6294,智基科技,10858013,257980,273,42.09,46.5,34.6,40.45,35.8,N/A,0,2.44,5.31
8049,晶采光電,577153978,35127304,11366,16.43,17.6,14.5,16.14,14.6,N/A,0,32.3,1.29
8053,巨擘科技,15918925,3790489,1378,4.19,4.37,3.95,4.18,4.14,N/A,0,0.92,0.32
8064,東捷科技,285136481,13607974,4502,20.95,22.15,19.8,20.79,20.8,30.59,0,10.3,1.27
8069,元太科技,16507494550,312432086,113626,52.83,58.3,47.2,51.27,58.3,12.56,0,28.98,2.44
8071,豐聲科技,2737059,100663,96,27.19,28.5,25.55,26.96,25.8,37.94,0,0.31,2.18
8077,冠華科技,657102,95873,54,6.85,7.93,5.81,6.88,7.79,N/A,0,0.17,2.91
8087,華鎂鑫  ,21338937,1820552,886,11.72,13,10.2,11.23,11.85,N/A,1.3,5.17,1.04
8107,大億科技,148210778,9609427,4300,15.42,15.95,14.7,15.25,14.8,35.24,0,5.59,0.91
8111,立碁電子,464879124,21469956,9573,21.65,23.4,19,21.58,19.25,N/A,0,15.04,1.36
8240,華宏新技,714872470,9793101,6241,72.99,77.4,69.5,72.17,72.2,11.37,2.41,13.16,1.68
8266,中日新  ,409114641,22273549,9245,18.36,20,16.7,18.09,17.65,N/A,0,34.51,1.84
3068,美磊科技,916127539,11665521,6308,78.53,84.5,70.7,79.3,70.8,12.60,3.79,16.39,3.02
3095,及成    ,620010391,35545092,12241,17.44,18.9,15.55,17,16.85,N/A,0,16.36,1.13
3152,璟德電子,1779023109,12854899,8525,138.39,158,124.5,138.36,128,17.46,3.73,18.88,3.33
3221,台灣嘉碩,99591809,4880411,1674,20.4,20.95,19.15,19.76,19.6,21.30,3.2,5.97,1.04
3234,光環    ,2136058144,66401432,29801,32.16,36.4,27.05,31.35,33,28.95,1.47,80,2.4
3290,東浦    ,2075464523,78062394,26939,26.58,28.3,23.85,26.04,26.55,11.25,1.92,105.08,2
3306,鼎天國際,711845207,18527016,9431,38.42,41,33.6,37.11,36,20.57,3.79,25.81,1.54
3363,上詮    ,1889747412,34958000,20123,54.05,59.8,47.5,53.33,55,25.70,0.92,58.32,3.33
3431,長天科技,56644841,3965420,1724,14.28,15.2,13.15,13.96,13.35,N/A,0,8.41,2.23
3454,晶睿通訊,1393069474,18898218,10814,73.71,80,64.5,71.83,78.3,22.24,1.9,30.14,3.47
3491,昇達科技,1023437682,17339724,8081,59.02,63.2,51.2,56.87,60.1,35.15,4.88,40.33,2.86
3499,環天科技,47111822,2186166,1278,21.54,22.3,20.8,21.39,21.6,N/A,4.64,4.17,1.35
3632,研勤科技,255702534,6390851,3897,40.01,44.25,35.2,38.77,36.3,15.92,6.72,28.25,1.98
4903,聯光通信,634279085,51789084,16819,12.24,13.6,10.3,11.62,12.1,34.57,3.65,69.03,1.13
4905,台聯電訊,53164779,2522185,584,21.07,21.6,20.65,20.96,21,7.45,0,4.48,1.19
4907,春雨開發,758876,196563,87,3.86,4.5,3.22,3.88,3.7,N/A,0,2.28,7.4
4908,前鼎光電,1152701082,24608342,15166,46.84,49.85,42.6,45.89,46.55,18.47,4.32,35.33,3.1
4909,新復興  ,502758051,10964137,5798,45.85,47.9,44,45.62,44.7,12.21,5.3,13.68,1.87
5304,鼎創達  ,87366050,7000033,3088,12.48,14.1,11.3,12.34,11.5,191.67,0,3.8,2.14
5306,訊康科技,32138385,4194287,1322,7.66,8.1,7.03,7.64,7.8,N/A,0,5.28,1.38
5348,系通科技,52295720,3376339,1405,15.48,17.05,13.9,14.65,14,N/A,0,14.54,1.67
5353,台林通信,315515641,19937322,7433,15.82,17.4,14,15.42,15.35,16.68,2.66,20.82,1.09
6109,亞元科技,46045323,3355159,881,13.72,14.3,13.1,13.73,13.65,N/A,2.59,5.01,1.32
6143,振曜科技,1875612628,33967306,20244,55.21,59.4,47.8,53.85,57.4,13.02,2.78,48.21,2.48
6163,華電聯網,672852724,37237951,14234,18.06,19.05,16.5,17.8,16.7,N/A,3.35,40.4,1.32
6170,統振    ,145693887,6299639,3129,23.12,24.2,22,23.02,22,75.86,0,7.14,1.7
6190,萬泰科技,97021433,6975523,2055,13.9,14.5,13.5,13.95,13.8,14.84,3.38,5.52,1.12
6218,豪勉科技,622667016,15638201,6561,39.81,43.5,37,38.42,42.7,8.57,3.92,31.38,2.1
6241,易通展  ,11627045,700174,405,16.6,18.4,14.25,16.04,15.75,28.13,0,3.15,2
6245,立端科技,64447774,3503799,1589,18.39,19.45,17.05,18.16,19.05,211.67,1.32,5.77,1.34
6263,普萊德  ,33174402,1197585,770,27.7,29.2,26.85,27.51,27.45,17.37,7.2,2.58,1.82
6264,德士通  ,466003186,19894060,8554,23.42,25.5,20.95,22.98,20.95,91.09,0,69.31,2.87
8034,榮群電訊,14208951,2152315,867,6.6,6.89,6.31,6.58,6.65,N/A,0,3.42,0.76
8048,德勝科技,145702900,7368890,3849,19.77,21.5,16.65,18.51,18.45,29.76,5.34,15.12,1.47
8059,凱碩    ,83219623,6193351,1719,13.43,14.45,12.55,13.12,13.2,N/A,13.89,6.69,1.23
8082,捷超通訊,1537921961,58653132,14494,26.22,29.8,19.55,25.51,19.55,N/A,0,103.74,1.93
8097,鴻松精密,45937709,7146299,2438,6.42,7.34,5.87,6.25,6.37,N/A,0,17.71,2.45
1333,恩得利  ,27408754,2538242,1083,10.79,11.3,10.5,10.72,10.5,N/A,0,2.58,1.55
1336,台翰    ,68724313,3454920,1384,19.89,21.3,18.9,19.7,20.8,42.45,0,5.24,0.81
1815,富喬    ,4437055920,143465511,49026,30.92,32.4,28.35,30.46,30.9,10.62,0,50.77,1.81
3078,僑威科技,360075063,17129038,6605,21.02,22.2,19.6,20.8,20.5,21.35,7.01,8.14,1.45
3089,展成科技,278022152,20929128,5416,13.28,14.35,11.6,12.84,14.35,25.63,0,40.19,1.28
3092,鴻碩精密,96207597,3626710,2186,26.52,27.9,25.5,26.34,25.55,14.60,4.41,5.99,1.32
3114,好德科技,40570354,3022612,1316,13.42,14.35,12.9,13.24,12.95,1295.00,3.84,6.09,0.85
3115,寶島極光,66164765,4202357,2004,15.74,16.75,14.3,15.45,15.75,N/A,0,9.62,1.96
3144,新揚科  ,27514581,1772069,699,15.52,16,15.1,15.47,15.3,8.36,0,2.3,2.82
3191,和進電子,39652778,3202602,1063,12.38,12.8,11.6,12.1,11.65,14.75,0,5.92,0.84
3202,樺晟電子,34033161,2538444,1143,13.4,13.95,12.9,13.25,13.15,N/A,7.97,3.22,0.77
3206,志豐電子,219749627,7317220,3805,30.03,31.8,28,29.41,29,13.55,1.73,18.7,1.77
3207,耀勝電子,141422535,7835782,3150,18.04,19.15,16.4,17.64,16.9,17.07,2.87,21.45,1.23
3226,至寶電腦,31128009,1860589,613,16.73,17.6,15.1,16.4,15.55,N/A,0,6.18,1.89
3236,千如電機,110810377,5656060,2057,19.59,20.35,18.65,19.37,18.75,14.76,1.02,13.89,1.18
3276,宇環科技,68444406,4496294,1237,15.22,15.8,13.3,14.89,15.1,N/A,0,6.46,1.49
3288,點晶科技,94497590,3404109,1612,27.75,28.9,25,27.25,25,192.31,0,6.87,2.42
3294,英濟    ,622077238,38113354,12424,16.32,18.75,12.75,15,17.4,N/A,0,27.93,0.89
3299,帛漢    ,406778600,10438457,5461,38.96,40.3,36.65,38.43,37.75,9.53,5.15,19.49,1.62
3310,佳穎精密,145460299,9453183,4445,15.38,17.3,13.6,15.25,13.85,N/A,0,23.83,1.53
3313,斐成企業,114177682,5998667,2613,19.03,19.9,17.8,18.96,18.3,10.70,0,7.19,1.07
3322,建舜電子,180273361,12138721,2408,14.85,15.95,13.7,14.47,13.8,N/A,3.55,14.6,1.06
3332,幸康電子,97185977,1832736,1186,53.02,54.3,51.7,52.86,51.7,9.98,2.9,3.81,1.88
3354,律勝    ,511788235,15699270,6949,32.59,36.4,26.15,29.62,29.5,18.91,1.46,20.19,1.72
3390,旭軟電子,1237243092,29955165,9675,41.3,43.6,37.9,40.85,42.2,13.66,3.81,62.44,2.43
3465,祥業科技,4003258,494001,274,8.1,8.44,7.76,8.08,8.24,N/A,0,1.76,1.58
3484,崧騰    ,73137752,2223866,1320,32.88,34.5,32.2,32.78,32.3,10.45,7.55,4.35,1.36
3511,矽瑪科技,115658156,2040071,1391,56.69,60.8,52.6,56.91,53.2,10.39,7.35,5.31,1.98
3512,能緹    ,55469024,2312078,991,23.99,28,21.8,24.83,22.55,N/A,0,5.51,1.59
3526,凡甲科技,223518307,3360808,2468,66.5,68.5,64,66.35,66.7,17.69,11.56,5.9,2.79
3537,堡達    ,57124734,2110100,1315,27.07,28.1,25.45,27,25.7,19.47,11.67,4.57,1.62
3548,兆利科技,104677455,3722047,1848,28.12,29.2,26.3,27.52,26.7,24.95,4.28,7.4,0.64
3609,東林科技,147462761,3161631,1973,46.64,50.9,42,45.95,43.5,22.08,2.29,10.1,1.75
3624,光頡科技,3609006498,51809576,30050,69.65,77.7,62,69.26,62,25.62,1.4,59.59,2.9
3631,晟楠    ,1049032747,13998596,7324,74.93,83.4,68.2,73.63,82,21.35,2.02,19.47,4.03
4912,KY聯德  ,24429150,651000,443,37.52,39.5,36.3,37,37,N/A,0,2.34,2.04
5301,祥裕電子,1813472,276886,162,6.54,7.09,5.75,6.53,6.05,N/A,0,0.99,1.55
5309,系統電子,204696314,14912006,5093,13.72,14.7,12.85,13.48,12.9,N/A,0,9.83,1.46
5317,凱美電機,56834006,5309194,1654,10.7,11,10.45,10.66,10.5,15.44,0,3.99,0.86
5321,友銓電子,10909935,1992389,479,5.47,5.8,5.27,5.48,5.31,N/A,0,1.42,0.77
5328,華容    ,204521405,20287854,5318,10.08,10.45,9.73,9.99,10,11.11,0,8.93,0.94
5340,建榮工業,149915835,16750377,4350,8.94,9.5,8.03,8.71,8.71,20.74,0,10.24,0.97
5345,天揚    ,109828913,11891605,2524,9.23,9.6,8.5,8.87,8.52,N/A,0,24.58,0.83
5349,先豐通訊,365408782,22425265,6896,16.29,17.35,15.3,16.01,15.8,11.88,2.64,11.3,1.12
5355,佳總興業,189500474,12517414,4643,15.13,16.5,13.8,14.82,15.95,N/A,0,8.92,2.12
5356,協益電子,3678236583,60421635,27637,60.87,67.6,56.9,60.04,59.9,5.89,1.67,45.72,1.94
5364,浩騰    ,8764864,2739894,543,3.19,3.68,2.91,3.19,2.91,N/A,0,1.45,2.45
5381,合正科技,97797534,16586326,4442,5.89,6.25,5.61,5.82,5.68,N/A,0,5.63,0.65
5398,力瑋實業,17209458,1679612,681,10.24,11.2,9.63,10.21,10.45,61.47,2.45,5.12,0.98
5439,高技企業,321707325,9614896,4702,33.45,34.9,32,32.96,33.3,8.74,3.89,12.7,1.96
5457,宣德    ,301877056,29568386,7539,10.2,10.75,9.6,9.98,9.8,N/A,0,12.68,1.48
5460,同協電子,23707639,1925563,860,12.31,12.8,12.05,12.33,12.35,14.36,4.21,2.67,0.98
5464,霖宏科技,53441055,2004181,1145,26.66,27.4,26,26.51,26.1,23.94,7.66,3.34,1.63
5475,德宏工業,644148044,36490730,12273,17.65,18.55,16.55,17.38,17,10.24,0,17.93,1.41
5480,統盟電子,135950032,8348918,3337,16.28,17.35,15.3,16.07,15.5,13.96,7.67,4.72,1.01
5481,華韡電子,107994523,7158852,1876,15.08,16.1,13.5,14.75,15.35,N/A,0,7.1,0.87
5488,松普科技,88865608,7891637,2835,11.26,12.05,10.5,10.88,10.9,N/A,2.73,8.74,0.74
5491,連展科技,299059585,17919942,7277,16.68,17.85,15.65,16.6,15.8,N/A,7.01,9.6,0.91
5498,凱崴    ,841055922,67184950,15935,12.51,13.8,10.75,12.26,12,109.09,0,42.31,1.21
6101,弘捷    ,15593605,557976,328,27.94,29.2,27,27.82,27.45,94.66,0,1.45,2.76
6107,華美電子,124336073,8251355,2757,15.06,19,10.8,12.98,17.8,593.33,0,24.36,3.34
6114,翔昇電子,5568213,1712001,101,3.25,4.02,3.15,3.54,3.56,N/A,0,7.28,2.66
6124,業強科技,41819276,1020639,371,40.97,42.35,38.8,41.12,40.8,272.00,0,0.57,2.87
6126,信音企業,185262310,6070899,2862,30.51,32,29.5,30.24,30.95,11.17,11.43,6.5,1.81
6127,九豪精密,881057207,32139688,13394,27.41,29.85,24.95,26.93,25.05,17.40,0,36.71,1.63
6134,萬旭電業,343516322,12234463,5873,28.07,30.1,26.25,27.3,26.35,69.34,20.87,14.83,1.29
6158,禾昌興業,177337513,5080523,3199,34.9,36.9,32.55,34.55,34.7,11.41,11.49,4.51,1.19
6173,信昌電陶,2857211678,80971570,38805,35.28,38.4,31.6,34.4,31.75,26.91,2.09,48.39,2.09
6174,安碁科技,47340836,3432670,1580,13.79,14.7,13.05,13.81,13.55,19.93,0,7.1,1.3
6175,立敦科技,2192727784,68897701,24543,31.82,34.9,28.3,31.26,32.3,15.24,0,73.69,2.67
6185,幃翔精密,73461991,2628497,1188,27.94,28.6,26.5,28,26.8,9.44,5.41,2.87,1.39
6194,育富電子,120457761,4836556,2320,24.9,25.9,23.5,24.35,24.6,15.09,12.02,4.44,0.97
6203,海韻電子,58197698,1162834,904,50.04,51.5,48.15,50.18,48.45,14.68,12.27,1.74,2.93
6204,台灣艾華,52933165,1631674,794,32.44,33.8,30.55,32.04,31.75,8.70,6.25,4.99,1.5
