櫃檯買賣股票成交資料彙總表  The Trading Summary of Listed Stocks,,,,,,,,,,,,,
100年11月 Nov. 11,,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 247,439,664,390元",,,,,,"3. 櫃檯買賣月總成交筆數： 2,951,773筆",,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Number of Transactions,,,,,,,
"2. 櫃檯買賣股票月總成交量： 7,075,106,374股",,,,,,4. 成交量週轉率： 10.48%（以上櫃股數計算）,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Turnover Rate,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading 　Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
　（ 筆 ）　　
Total Transactions",       成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield, 週轉率（%）　 　Turnover Rate, 淨值比（%）　　PBR
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,
3259,鑫創科技,58569357,4439954,1119,13.19,14.4,10,12.25,10.3,N/A,0,7.1,0.79
3260,威剛科技,555664782,20103992,9468,27.63,33,22.8,28.7,24.4,N/A,0,8.9,0.82
3264,欣銓科技,2161963898,108632055,40500,19.9,21.4,17.35,19.46,19.3,9.55,10.88,23.88,1.16
3265,台星科  ,1013556881,43853371,17798,23.11,25.2,20.15,22.41,21,6.19,7.9,32.18,1
3268,海德威  ,9891523,1060543,656,9.32,10.5,7.54,9.28,8.29,N/A,0,2.49,0.85
3291,遠翔科技,60802653,2301508,1377,26.41,28.6,23.1,26.32,23.7,8.84,10.33,6.6,1.61
3317,尼克森  ,73240488,5157084,2341,14.2,16.1,10.65,14.07,12,N/A,3.33,8.42,0.47
3372,典範    ,51338872,12264209,3435,4.18,4.54,3.85,4.15,4.07,N/A,0,4.05,0.38
3438,類比科  ,129162511,3291427,2246,39.24,43,33,38.61,34,10.97,9.41,8.52,1.3
3527,聚積    ,663991072,6658873,5175,99.71,106,86.1,97.35,89.5,11.84,8.93,20.08,1.99
3529,力旺電子,2312325755,30143320,19344,76.71,85,62,74.33,67.3,29.52,3.71,39.62,3.22
3553,力積電子,403266713,21703237,11631,18.58,22.2,13.5,17.91,14.7,N/A,14.96,34.15,1.13
3555,擎泰    ,4071650754,47385392,29702,85.92,99.5,66.8,81.79,71.9,5.8,12.51,74.23,2.49
3556,禾瑞亞  ,1812909675,25549204,18502,70.95,82.7,53.7,68.93,55.2,10.78,5.07,54.03,2.55
3567,逸昌    ,15567986,1691262,705,9.2,10.3,7.46,9.05,7.58,18.05,20.18,4.23,0.58
3582,凌耀    ,3357013453,30992943,21703,108.31,122.5,92,104.92,96.1,14.03,5.74,87.09,3.28
3680,家登    ,28633011,800668,532,35.76,39.45,32.5,35.64,33,12.84,6.06,1.93,2.03
4947,KY昂寶  ,1010030637,9429642,6887,107.11,127.5,78.6,101.98,78.7,11.62,0,22.17,2.85
4966,KY譜瑞  ,287562969,1033285,835,278.29,306,242,275.06,263,42.69,0,2.02,6.59
5302,太欣半導,10498560,1470610,657,7.13,8.66,5.93,7.4,6.04,N/A,0,0.91,0.84
5314,世紀民生,1378887097,91915751,32387,15,16.15,12.15,14.53,13.8,7.89,0,81.81,1.33
5326,漢磊科技,674258846,61845155,17225,10.9,12.55,7.72,10.41,8.4,7.12,0,18.93,0.74
5344,立衛科技,8877676,790906,234,11.22,12.6,9.1,11.32,9.69,13.46,9.59,1,0.9
5346,力晶    ,579990429,480561292,20942,1.2,1.59,0.95,1.19,1.05,N/A,0,8.67,0.3
5347,世界先進,1405938790,130098928,32374,10.8,12.1,9.77,11.05,9.77,13.76,6.14,7.89,0.78
5351,鈺創科技,342099523,31903158,10286,10.72,11.5,8.9,10.55,8.9,N/A,3.59,7.05,0.72
5425,台半    ,346157082,21989372,9223,15.74,17.3,13.2,15.33,14,7.57,8.57,9.01,0.71
5455,訊利電業,9999276,1971688,789,5.07,6.93,3.47,5.19,4.52,N/A,0,5.38,0.83
5466,泰林科技,147634785,16271120,5259,9.07,10.35,7.73,8.77,9.23,13,10.83,6.66,0.58
5468,凱鈺科技,45462863,3728866,1874,12.19,14.2,10.6,11.7,11.25,N/A,0,8.33,1.23
5483,中美晶  ,6927273973,156480686,85042,44.26,53.5,35.35,44.51,41.1,6.93,13.38,35.31,0.92
5487,通泰    ,11682532,869195,399,13.44,14,12.3,13.48,12.85,14.77,7.78,1.92,0.8
6103,合邦電子,538156,146056,76,3.68,4,3.29,3.66,3.9,N/A,0,0.26,2.36
6104,創惟科技,142568772,6879309,4218,20.72,25.5,16.3,21.34,17,N/A,0,7.95,1.02
6129,普誠科技,113970284,11032002,4160,10.33,11.75,8.05,10.27,8.8,27.5,11.36,6.1,0.71
6138,茂達電子,304753032,15034545,7487,20.27,23.75,16.7,20.42,17.45,43.63,8.59,11.55,1.15
6147,頎邦科技,11924870720,397501694,124540,29.99,33.25,26.25,30.07,29.2,9.9,6.84,66.65,1.08
6182,合晶科技,860411763,46043996,24956,18.68,22.85,14.15,18.97,16.3,10.06,7.97,16.34,0.61
6198,凌泰科技,4345388,603020,253,7.2,7.8,6.39,7.11,6.71,N/A,0,1.73,0.93
6223,旺矽科技,2594678569,31347452,21284,82.77,91.7,67.1,79.13,70.3,6.73,8.23,39.89,1.75
6229,研通科技,30935900,2838726,1539,10.89,11.95,9.8,10.54,10.15,14.1,10.73,7.94,0.81
6233,旺玖科技,163816582,10495519,5186,15.6,19.7,12.3,16.33,13,92.86,0,11.92,0.83
6236,凌越科技,35906,1724,4,21,21,21,21,20.8,18.25,0,0.03,3.12
6237,驊訊電子,295596644,11843118,6304,24.95,28.95,17.65,23.85,18.4,N/A,0,15.38,0.87
6261,久元電子,1992714588,28569521,18710,69.74,75.1,61,68.3,64.3,8.78,7.4,26.83,1.47
6287,元隆電子,6260687,1808029,609,3.46,3.99,2.8,3.56,3.29,N/A,0,1.06,0.62
6291,沛亨半導,24271800,3879310,1606,6.25,7.26,4.65,5.77,5.05,N/A,0,7.95,0.93
8024,佑華微電,29451428,1987985,907,14.81,16.4,12.15,14.54,13,27.08,14.46,3.48,0.84
8040,九暘    ,131141867,10152830,4383,12.91,14.95,9.91,12.83,10.45,N/A,9.95,11.47,0.78
8054,安國國際,328591360,8258447,4997,39.78,43.9,33.5,38.84,36.3,11.63,6.88,10.03,1.42
8066,福陞科技,17549,2180,3,8.05,8.36,7.83,8.09,8.36,N/A,0,0,92.89
8079,誠遠科技,67384753,4618878,2066,14.58,15.8,12.4,14.42,13,6.47,16.69,6.19,0.89
8084,巨虹電子,6130358,670545,374,9.14,10.2,8.2,9.33,8.3,N/A,0,1.66,1.12
8086,宏捷科技,614922012,28179716,13866,21.82,25.4,16.2,21.25,18.35,21.09,3.81,21.7,1.31
8088,品安科技,85589237,7475677,3077,11.44,13,8.88,11.13,9.7,N/A,0,16.82,0.71
8277,商丞科技,185129070,10736103,5119,17.24,19.25,13.9,16.75,14.3,N/A,0,16.5,1.06
1569,濱川企業,4126459791,66116951,37058,62.41,67.8,53.2,60.41,62.5,33.42,1.37,91.37,2.4
3069,寶晟科技,79779168,1687099,948,47.28,52.9,39.9,48.07,0,0,0,6.31,6.52
3071,協禧電機,24183117,3342898,978,7.23,7.76,6.39,7.23,6.88,13.49,0,1.61,0.7
3088,艾訊    ,36233804,1736207,986,20.86,22.8,18.8,20.62,19.2,10.73,11.45,2.24,1.25
3126,信億科技,218745140,4315419,2081,50.68,54.5,45.85,50.11,46.5,N/A,0,9.26,6.05
3171,天馳科技,125253617,7123360,1002,17.58,17.8,11.35,14.58,11.6,N/A,0,13.61,1.14
3211,順達科技,6885300080,63285495,40809,108.79,119,96,109.33,101,10.43,5.93,48.65,2.47
3213,茂訊電腦,134316818,2475875,1872,54.25,56.5,50.5,54.14,52.3,8.86,10.51,4.47,2.71
3217,優群科技,32994972,2656808,1310,12.41,14.05,10.55,12.31,10.85,9.04,13.82,3.18,0.74
3287,廣寰科  ,22991349,2203229,1014,10.43,11,9.7,10.27,10,N/A,13,5.01,0.85
3323,加百裕  ,164952510,10451882,4998,15.78,19.9,13.05,16.08,14.75,N/A,10.16,9.77,0.56
3325,旭品    ,325233872,18784701,7845,17.31,23.1,12.5,17.92,14.75,N/A,3.32,28,0.86
3416,融程電  ,35633166,786953,605,45.27,48,42.4,45.21,44,10.84,10.22,1.73,1.85
3479,安勤    ,72926857,2500962,1620,29.15,32.8,24.1,28.5,25.35,13.78,11.04,5.64,1.27
3483,力致科技,116255606,5023147,2919,23.14,26.1,18.4,22.89,20,N/A,1.5,10.26,0.51
3489,筌寶    ,191842783,20177320,5671,9.5,10.6,6.62,8.56,7.09,N/A,0,38.2,0.55
3521,鴻翊    ,206535837,8306077,2866,24.86,35,18.3,27.67,24.25,N/A,0,26.47,1.83
3540,曜越    ,47577963,2735227,1267,17.39,18.9,13.2,16.34,13.5,56.25,0,4.49,0.59
3577,泓格科技,82257977,2601463,1606,31.61,34.15,25.5,30.36,27.95,12.31,7.11,5.97,1.63
3611,鼎翰科技,318630944,3525723,2936,90.37,98,81.1,89.27,81.2,10.09,7.38,10.49,2.78
3625,西勝    ,80720998,8000398,2484,10.08,12.2,7.46,10.06,7.95,N/A,0,14.27,0.62
3652,精聯電子,10827550,519000,338,20.86,23.2,18.35,20.78,19.65,17.7,5.85,1.09,0.77
4924,KY欣厚  ,464814057,10939164,4512,42.49,46,34.35,42.55,40.75,14.2,2.74,32.01,2.51
5371,中強光電,6786056857,280348262,96089,24.2,27.2,20,23.99,21.5,10.09,16.27,38.72,0.77
5384,捷元    ,28079167,2676036,674,10.49,11.1,9.85,10.52,10.2,N/A,0,2.9,0.77
5386,青雲國際,0,0,0,0,0,0,0,19.5,N/A,0,0,8.48
5426,振發實業,70702827,6456101,1422,10.95,11.25,10.65,10.97,10.8,23.48,8.33,4.49,0.75
5438,東友    ,48905657,3385396,1181,14.44,15.2,13,14.11,13.55,33.88,11.8,3.01,0.95
5450,寶聯電腦,12738164,1038520,649,12.26,13.3,11.2,12.24,12,N/A,0,2.06,0.95
5465,富驊企業,18540978,2414800,766,7.67,8.09,7.31,7.66,7.44,148.8,0,1.56,0.8
5474,聰泰科技,10836668,1125247,644,9.63,11.9,7.65,9.67,7.78,N/A,0,3.34,0.62
5490,同亨科技,659745959,20895377,11276,31.57,35.1,27.45,31.3,27.45,8.63,12.09,22.14,1.63
6105,瑞傳科技,244441590,9001248,3639,27.15,28.9,25.2,27.02,25.5,8.59,3.92,8.19,0.99
6121,新普科技,10348277840,59487569,39920,173.95,191.5,149,173.7,163.5,13.24,3.97,21.23,3.07
6123,上奇科技,205367323,5759188,3567,35.65,38.65,32.15,34.91,33,11.3,8.48,11.93,2.03
6150,撼訊科技,203892843,11695157,6407,17.43,19.9,12.7,16.42,13.7,15.93,19.7,16.77,1.11
6160,欣技資訊,41338171,1373897,903,30.08,31.8,28,30.12,28.2,11.28,8.86,1.94,1.86
6161,捷波資訊,157766031,12606558,4362,12.51,13.5,10.65,12.17,11.55,8.25,2.59,11.77,0.73
6188,廣明光電,555023911,26054511,10768,21.3,23,18.85,20.7,19.05,9.87,10.49,9.14,0.68
6199,精威科技,8546044,1457413,617,5.86,6.95,4.3,5.62,6,N/A,0,2.3,0.88
6219,富旺    ,1251157,81223,83,15.4,16.95,14.1,15.75,15,10.95,0,0.05,2.08
6222,上揚科技,3556622,395427,148,8.99,9.76,8.9,9.11,8.95,N/A,0,0.71,1.06
6228,全譜科技,10363144,1429268,715,7.25,7.61,6.52,7.21,7.12,N/A,0,3.48,0.67
6247,淇譽電子,22023200,1774000,915,12.41,13.15,11.85,12.42,12.2,N/A,3.68,2.94,0.8
6298,崴強科技,284385511,18114330,7452,15.69,18.75,11.5,15.3,12,85.71,1.66,10.73,0.83
8050,廣積    ,154021959,4284840,3007,35.94,38.3,31.1,35.4,33.15,9.69,9.98,6.15,1.45
8076,伍豐科技,1011114118,30159186,16510,33.52,37.7,25.8,31.87,25.8,N/A,0,17.8,1.79
8114,振樺電  ,71500408,1522562,982,46.96,49.4,44.1,46.85,44.2,8.4,10.24,2.5,2.4
8210,勤誠興業,254505714,7338893,3706,34.67,38.5,29,34.26,31.2,8.17,9.16,6.35,1.82
8234,新漢    ,238756206,9493992,4701,25.14,28.7,20.05,24.56,20.9,7.18,9.56,9.87,1.27
8299,群聯電子,13041458762,78715143,52240,165.67,174,151.5,165.34,170,14.57,2.55,44.04,3.04
8410,森田印刷,847382163,14757771,9650,57.41,62.5,45.6,55.3,50.3,10.1,3.97,40.33,1.61
3066,李洲科技,12500175,1968016,785,6.35,7.3,5.52,6.24,5.9,N/A,0,1.3,0.7
3128,昇銳電子,22108901,1858005,799,11.89,13.4,9.35,11.5,9.75,N/A,0,4.42,0.61
3230,錦明實業,15588113,2153344,742,7.23,9.09,6.3,7.89,6.6,N/A,0,2.03,0.39
3297,杭特電子,18110454,855706,482,21.16,22.4,20.15,21.19,20.95,130.94,4.72,2.47,0.95
3339,泰谷光電,134730412,9529496,4041,14.13,16.8,10.7,14.02,11,N/A,9.09,3.46,0.64
3362,先進光  ,6868882,426093,152,16.12,17.8,15.25,16.5,16.9,N/A,0,0.55,1.74
3434,哲固資訊,3952873,412613,159,9.58,10.15,8.5,9.6,9.44,N/A,0,1.26,0.98
3441,聯一光學,518610272,12156921,7936,42.65,46.5,33.6,41.52,36.5,11.51,2.19,38.68,1.51
3452,益通光能,697894825,62442425,20390,11.17,12.7,9.11,11.13,10.85,N/A,0,13.02,0.54
3455,由田新技,784737704,24779859,13661,31.66,36,22.7,30.22,24.5,10.17,12.16,41.08,0.79
3490,單井    ,41492391,2179467,1231,19.03,21.8,15.05,18.87,17.45,6.04,20.05,6.23,0.83
3516,亞帝歐  ,30440069,2949371,1236,10.32,11.3,9,9.96,9.3,N/A,0,3.88,0.3
3520,振維    ,9312389,771452,370,12.07,13.2,10.65,12.53,12.3,N/A,0,1.5,0.88
3522,宏森    ,78775023,5572819,2439,14.13,16.5,11,14.16,11.3,11.77,10.61,11.74,0.52
3523,迎輝科技,95342319,4920619,1880,19.37,21.8,17.55,20.25,18.15,N/A,0,5.02,0.72
3531,先益電子,12085558,611088,388,19.77,20.8,17.6,19.9,19.35,12.17,6.2,1.01,0.68
3562,頂晶科技,6985099,664461,470,10.51,11.9,9.2,10.55,9.92,N/A,0,1.27,1
3615,安可光電,1784812288,20228306,16043,88.23,102,70.2,87.97,73.3,10.18,1.36,43.99,1.81
3623,富晶通  ,168029800,9913213,4877,16.95,19.1,13,16.52,13.65,N/A,0,17.34,1.29
3629,卓韋光電,15871635,1016125,645,15.61,17.7,12.6,15.76,13.6,71.58,3.6,3.86,1.06
3630,新鉅科  ,2047485163,37872732,23021,54.06,61.8,37.9,51.2,44,9.24,6.93,44.25,1.66
3685,政翔    ,226436834,8812967,4622,25.69,29,20.7,24.31,21.6,7.58,9.35,21.46,1.22
3691,碩禾    ,2579676758,10091527,9405,255.62,315,199,257.61,208.5,7.1,13.42,22.87,2.8
4729,熒茂光學,416317823,20357366,10480,20.45,22.85,17.05,19.97,18.3,N/A,0,19.98,0.72
4933,友輝    ,812282218,11661791,7731,69.65,77.8,60.5,68.12,62.5,8.26,6.4,24.08,1.6
4944,兆遠    ,182058340,9652158,4994,18.86,21.85,15.2,18.33,15.3,N/A,14.37,10.5,0.82
5315,光聯科技,19490688,5801919,1658,3.35,4.15,2.75,3.36,2.92,N/A,0,3.65,0.36
5392,應華精密,1160625554,15694968,10826,73.94,81.2,60,72.77,60,12.5,6.66,20.16,1.42
5395,圓方創新,835756,47939,59,17.43,18.8,16,17.72,17.25,287.5,0,0.19,1.92
5432,達威光電,16080611,900387,744,17.86,21.4,11.5,15.66,12.4,12.65,0,4.35,1.47
5443,均豪精密,163222449,16577497,5739,9.84,11,7.76,9.52,8.73,4.55,8.01,9.1,0.58
6125,廣運機械,341334457,25674691,8119,13.29,15.55,9.82,13.07,11.15,65.59,12.19,10.08,0.46
6156,松上電子,944134,202526,243,4.66,6,3.96,4.9,4.89,N/A,0,0.24,0.53
6167,久正光電,2605989,1393721,343,1.86,2.12,1.53,1.94,1.84,N/A,0,0.86,0.47
6234,高僑    ,43588080,3334306,1234,13.07,14.8,11.1,13.22,11.9,91.54,0,4.67,0.35
6244,茂迪    ,4283578654,83476427,50192,51.31,60.3,42.5,51.06,49.9,21.05,14.02,19.08,1.04
6246,臺龍電子,336711811,27051753,10573,12.44,15.25,9.7,12.78,11.5,10.45,0,16.1,1.01
6294,智基科技,1951453,53911,74,36.2,40.95,31.45,36.42,39.55,N/A,0,0.35,6.35
8049,晶采光電,91017072,14766988,3360,6.16,7.08,4.48,5.83,4.84,N/A,0,13.57,0.44
8053,巨擘科技,7951708,1365087,522,5.82,6.34,4.9,5.76,5.05,N/A,0,0.33,0.43
8064,東捷科技,88385489,9115049,2832,9.69,11.35,7.58,9.87,7.58,379,5.27,6.9,0.49
8069,元太科技,20589771616,351391091,149352,58.59,67.5,47.3,59.71,54.3,8.19,4.89,32.54,2.18
8071,豐聲科技,4458036,225818,192,19.74,21.9,17.65,19.8,19.3,13.13,2.17,0.67,1.53
8077,冠華科技,41030,9000,6,4.55,6.98,3.63,5.02,4,N/A,0,0.02,1.82
8087,華鎂鑫  ,3716818,442752,274,8.39,10.1,6.62,8.6,7.25,N/A,0,1.26,0.66
8107,大億科技,35550319,4568373,1631,7.78,9.01,6.38,8.03,6.8,N/A,12.5,2.66,0.42
8111,立碁電子,304293469,28255074,7342,10.76,13.2,8.5,11.02,8.67,N/A,8.88,18.85,0.65
8240,華宏新技,799060428,15438308,9904,51.75,55.5,45.3,50.14,47.15,9.51,6.78,18.16,1.03
8266,中日新  ,68228484,13987077,4321,4.87,5.81,3.85,4.6,3.86,N/A,0,19.65,0.52
3068,美磊科技,214790287,5693716,2987,37.72,44.95,32.9,38.7,34.7,10.98,12.56,7.94,2.17
3095,及成    ,519646499,39598820,11378,13.12,14.65,10.8,12.67,10.8,N/A,0,18.19,0.69
3152,璟德電子,320311314,3987244,3050,80.33,88.4,67.5,79.53,70,13.81,7.85,5.78,1.95
3221,台灣嘉碩,21596135,1905429,778,11.33,12.3,10.1,11.42,10.3,N/A,11.65,2.24,0.6
3234,光環    ,331526584,19185131,7638,17.28,19.4,12.7,15.99,13.95,16.03,7.16,20.6,1.03
3290,東浦    ,318194350,15351858,6375,20.72,24.1,16.45,20.87,17.35,8,2.88,18.21,1.16
3306,鼎天國際,187276701,7058650,3710,26.53,30,20.5,24.25,21.85,8.28,7.32,13.95,0.76
3363,上詮    ,121540259,4672218,2662,26.01,29.45,20.5,24.88,21.75,11.89,5.51,7.78,1.34
3431,長天科技,37784785,3434104,1653,11,13.2,8.49,10.96,8.9,N/A,0,7.26,1.52
3491,昇達科技,235217578,6961379,3785,33.78,39.3,26,32.58,27,19.71,8.11,15.69,1.29
3499,環天科技,130425560,10287950,2586,12.67,14,9.8,12.09,10.45,N/A,0,19.36,0.66
3632,研勤科技,412328414,6868018,5190,60.03,73,49.4,60.4,51.5,25.5,3.49,28.06,2.96
4903,聯光通信,61240439,7872690,2510,7.77,8.72,6.36,7.61,6.82,9.22,0,10.34,0.64
4905,台聯電訊,27763532,1514831,368,18.32,19.25,17.9,18.57,18.35,8.53,2.72,2.67,1.02
4907,春雨開發,6480,2000,2,3.24,3.24,3.24,3.24,3.22,N/A,0,0.01,20.13
4908,前鼎光電,358879558,13888898,8353,25.83,28.5,20.85,25.19,23.15,10.67,9.07,18.59,1.65
4909,新復興  ,714627646,20616708,11549,34.66,36.5,29.7,34.13,33.6,11.47,8.03,22.29,1.5
5304,鼎創達  ,16450107,2208503,1122,7.44,8.39,5.85,7.26,5.95,N/A,0,1.19,1.17
5306,訊康科技,172094424,8853653,3720,19.43,21.5,16.5,18.49,18.3,N/A,0,6.31,2.97
5348,系通科技,194096343,10543530,4687,18.4,20.95,14.8,17.35,17.85,18.59,0,40.63,1.97
5353,台林通信,23013018,2072718,1010,11.1,12.1,9.81,10.93,10,10.53,3.6,2.13,0.72
6109,亞元科技,13922401,1770179,822,7.86,8.6,6.7,7.6,7.44,N/A,0,2.44,0.75
6143,振曜科技,519772258,16605453,9902,31.3,34.35,24.05,29.89,25.55,8.43,7.71,20.44,1.21
6163,華電聯網,97662002,7738986,2728,12.61,13.6,10.6,12.41,11.7,33.43,0,8.51,0.86
6170,統振    ,368852953,18468284,8165,19.97,22.1,16.2,19.45,17.55,16.4,0.74,20.57,1.21
6190,萬泰科技,76532817,8395941,2425,9.11,10.7,7.8,9.06,8.18,31.46,3.66,6.67,0.66
6218,豪勉科技,131291976,4456628,2540,29.45,32.8,25.2,29.4,26.6,6.19,15.03,7.63,1.55
6241,易通展  ,3291747,223904,135,14.7,15.8,13.65,14.51,0,0,0,0.74,1.56
6245,立端科技,139858722,6389069,3376,21.89,24.75,18.2,21.7,18.8,12.29,1.32,9.61,1.22
6263,普萊德  ,13901351,786430,457,17.67,19.05,15.8,17.65,16.7,14.03,8.98,1.35,1.17
6264,德士通  ,47191684,3723886,1398,12.67,14.45,11.1,12.55,11.15,53.1,0,3.46,1.54
8034,榮群電訊,26227141,4760212,1277,5.5,5.93,4.79,5.27,4.88,N/A,0,7.57,0.57
8048,德勝科技,11326518,972136,402,11.65,12.3,10.6,11.74,11.85,21.94,3.37,1.94,0.96
8059,凱碩    ,13360068,1683241,718,7.93,9.32,6.6,7.95,6.6,N/A,0,1.82,0.66
8082,眾星國際,57470843,4454133,1259,12.9,14,11.6,13.12,12.75,N/A,0,7.87,1.52
8097,鴻松精密,9231563,1540104,545,5.99,8.02,4,5.65,8.01,N/A,0,7.57,2.19
1333,恩得利  ,10167261,2103736,833,4.83,5.49,4.05,4.8,4.35,N/A,0,2.05,0.63
1336,台翰    ,19414589,1643192,699,11.81,13.7,10.1,12.28,10.7,32.42,5.6,2.48,0.41
1595,川寶    ,1296047178,16622982,12256,77.96,88.8,66,75.94,66.4,9.08,4.51,45.12,1.73
1815,富喬    ,489264684,28378449,10556,17.24,19,13.95,17.11,15.2,7.41,6.64,9.81,0.89
3078,僑威科技,97589775,8832738,3445,11.04,12.5,9.49,11.19,9.49,16.65,11.9,3.88,0.68
3089,展成科技,22316574,1817214,724,12.28,13.5,10.5,12.12,10.6,24.65,2.83,3.48,0.97
3092,鴻碩精密,27331583,2067253,898,13.22,14.85,10.35,13.1,11.3,13.61,10.61,3.24,0.61
3114,好德科技,67018695,5104461,2085,13.12,14.15,11.1,12.57,11.75,51.09,1.7,10.21,0.79
3115,寶島極光,5842105,500524,228,11.67,12.9,10.25,11.92,11.5,164.29,0,1.15,1.39
3144,新揚科  ,30577799,2169371,940,14.09,15.15,11.9,14.08,13.3,22.93,0,2.81,2.26
3191,和進電子,13599300,1671061,795,8.13,9.04,6.95,8.06,7.5,10.87,0,3.09,0.5
3202,樺晟電子,19810521,2362020,944,8.38,9.1,7.5,8.5,7.89,N/A,2.53,2.99,0.46
3206,志豐電子,128041872,6706664,3250,19.09,21.7,15.1,18.43,16.25,7.81,9.16,17.02,0.98
3207,耀勝電子,224583652,13692612,5037,16.4,18,13.75,15.8,14.9,48.06,2.68,35.47,1.04
3226,至寶電腦,11946915,672787,258,17.75,18.6,16.9,17.73,17.55,N/A,0,1.56,1.28
3236,千如電機,12990339,1266233,714,10.25,12.45,8.15,10.54,9.1,15.69,13.18,2.75,0.64
3276,宇環科技,189899554,14904667,1862,12.74,13.5,11.9,12.67,12.3,72.35,0,21.38,1.17
3288,點晶科技,20446320,1573500,743,12.99,13.65,11.75,12.98,12.85,N/A,0,3.16,1.25
3294,英濟    ,321240440,21175471,8039,15.17,18.15,11.35,14.69,11.95,32.3,0,15.56,0.55
3299,帛漢    ,130220111,4566043,2394,28.51,30.8,24.45,28.45,26.35,6.97,11.38,9.1,1.15
3310,佳穎精密,12535841,1527044,743,8.2,9.3,7.25,8.02,7.45,N/A,0,3.85,1.11
3313,斐成企業,49173846,4076107,1774,12.06,13.7,9.8,12.01,10.1,36.07,0,4.87,0.56
3322,建舜電子,20192685,1880668,764,10.73,11.95,10,10.88,10.15,N/A,0,2.26,0.78
3332,幸康電子,31172982,675531,228,46.14,47.35,45.1,46.13,46,10.57,8.69,1.4,1.75
3354,律勝    ,29089940,2088502,1189,13.92,16.25,11.1,13.46,12.25,10.47,6.93,2.61,0.72
3390,旭軟電子,567094802,16208278,7330,34.98,39.8,27.8,34.33,28.3,8.18,7.77,30.45,1.64
3465,祥業科技,3179479,610130,333,5.21,5.56,4.97,5.27,5.1,N/A,0,2.15,0.98
3484,崧騰    ,20641657,1127238,665,18.31,19.4,17.2,18.25,18,10.71,10.55,2.04,0.79
3511,矽瑪科技,34174567,1442538,887,23.69,27.2,20,23.88,20.5,13.14,24.39,3.74,0.92
3512,能緹    ,43232426,4431256,1742,9.75,11.95,7.43,9.81,8.79,N/A,0,10.07,0.64
3526,凡甲科技,105884345,3024809,2223,35,39.4,29.1,35.19,30.15,10.81,18.93,4.89,1.52
3537,堡達    ,346361361,16821504,9061,20.59,23.7,16,19.58,17.5,10.17,5.71,36.27,1.08
3548,兆利科技,40972618,2228277,1269,18.38,20.5,15,18.2,16.3,N/A,6.13,4.41,0.39
3609,東林科技,25150398,1153774,820,21.79,23.25,20.5,21.8,21.6,11.37,5.55,3.68,0.87
3624,光頡科技,815822933,30684828,14955,26.58,31.45,18.3,25.03,19.75,13.91,7.59,35.03,0.96
3631,晟楠    ,243627126,5355032,2669,45.49,54.5,36.6,46.71,41,11.45,9.53,6.86,2.23
4912,KY聯德  ,32777424,1226320,655,26.72,28.9,23.8,25.82,23.8,8.41,4.2,4.41,1.04
4927,KY泰鼎  ,665829313,19909996,8265,33.44,36.15,29.2,32.4,29.8,6.45,4.53,21.42,1.4
4939,亞電    ,297659512,13179145,6137,22.58,25.1,17.3,21.41,18.6,10.57,6.77,18.32,1.22
4974,亞泰    ,136456796,5401369,3201,25.26,27.2,23.7,25.07,23.8,7.1,10.92,10.52,1.38
5301,祥裕電子,82833,48989,31,1.68,1.97,1.52,1.71,0,0,0,0.15,0.47
5309,系統電子,49997712,7761198,2463,6.44,7.74,5.4,6.49,6.12,N/A,0,5.09,0.73
5317,凱美電機,33054708,4951621,1328,6.67,7.59,5.55,6.88,5.87,16.77,8.51,3.63,0.47
5321,友銓電子,10113491,4334649,1007,2.33,2.91,1.93,2.25,2.31,N/A,0,2.89,0.39
5328,華容    ,44579743,6523216,1443,6.83,7.37,5.8,6.88,6.4,12.8,4.68,2.8,0.58
5340,建榮工業,18318632,3505352,757,5.22,5.49,4.9,5.25,5.25,262.5,0,2.11,0.59
5345,天揚    ,6353773,1642121,700,3.86,4.56,3.15,3.92,3.19,N/A,0,3.28,0.42
5349,先豐通訊,1569969366,85370450,29565,18.39,20,15.85,17.87,16.8,9.18,6.3,41.33,1.17
5355,佳總興業,53693876,6704383,2222,8,8.83,7,7.94,7.94,N/A,0,4.32,1.02
5356,協益電子,628357202,16988541,8685,36.98,40.25,32,36.58,33.4,4.32,14.97,12.83,1.13
5364,浩騰    ,1055288,1365951,313,0.77,1,0.67,0.78,0.74,N/A,0,0.64,0.83
5381,合正科技,27054718,10824783,2486,2.49,2.91,2.11,2.48,2.23,N/A,0,3.59,0.26
5398,力瑋實業,336349073,13202499,4754,25.47,27.7,22.5,26.09,26.75,N/A,0.74,31.62,2.53
5439,高技企業,59882547,2630944,1458,22.76,24.45,20.5,22.74,21.1,6.66,14.21,3.48,1.34
