櫃檯買賣股票成交資料彙總表（一）,,,,,,,,,,,,,
The Trading Summary of Listed Stocks（1）,,,,,,,,,,,,,
03月 Mar. 08,,,,,,,,,,,,,
,,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 364,128,386,063元",,,,,,4. 加權平均本益比：14.74,,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Weighted Average P/E Ratio,,,,,,,
"2. 櫃檯買賣股票月總成交量： 10,069,402,673股",,,,,,5. 加權平均殖利率： 6.09%,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Weighted Average Yield,,,,,,,
"3. 櫃檯買賣月總成交筆數： 3,316,682筆",,,,,,6. 成交量週轉率： 15.04%（以上櫃股數計算）,,,,,,,
     Number of Transactions,,,,,,     Turnover Rate,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading 　Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
　（ 筆 ）　　
Total Transactions",         成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield,  週轉率（%）　　Turnover Rate,  淨值比（%）　　PBR
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,
5387,茂德科技,4265745518,565701930,76580,7.54,8.06,7,7.49,7.43,8.85,13.72,8.43,0.61
5425,台半    ,3472746121,91164442,35203,38.09,41.15,34.95,37.64,39.65,29.15,2.42,36.86,2.67
5455,訊利電業,367388394,19795124,7822,18.55,21.8,16,18.21,18.9,10.62,3.01,64.21,1.5
5466,泰林科技,237465169,14324071,4749,16.57,17.2,15.1,16.38,16.6,5.74,12.65,4.95,0.99
5468,台晶科技,57085919,3119263,1652,18.3,20.2,16,17.82,18.5,NA,0,4.05,2.34
5483,中美晶  ,18859230568,91177890,56517,206.83,225,181,203.97,211.5,26.37,1.74,45.84,7.15
5487,通泰    ,118571198,5875261,2979,20.18,21.3,18.4,19.82,20,12.42,5,12.8,1.26
6103,合邦電子,116281583,12015040,4201,9.67,10.7,8.73,9.47,9.2,NA,32.06,11.32,1.17
6104,創惟科技,1190189695,31303771,15340,38.02,41.05,30.85,36.19,40,17.86,2.35,39.24,2.13
6129,普誠科技,1246878155,53820325,21980,23.16,25.25,20.55,22.53,23,15.65,3.78,31.09,1.76
6130,亞全科技,179593187,4240360,3118,42.35,55.6,36.1,42.16,37.9,164.78,0,15.36,6.74
6138,茂達電子,6491155702,116386010,57242,55.77,63.7,48.5,55.89,53.6,18.81,1.04,102.25,3.21
6147,頎邦科技,1241990997,39095824,12291,31.76,33.3,30.45,31.51,32.1,9.76,3.76,12.59,1.64
6182,合晶科技,15971732572,121786801,79279,131.14,142,113.5,128.54,129.5,21.55,2.32,53.73,6.21
6186,晶磊半導,621030530,26541185,10418,23.39,25.45,20,23.34,22.65,NA,2.03,37.12,3.28
6198,凌泰科技,48175384,3584768,1564,13.43,14.6,11.5,13.07,13.4,NA,6.71,10.34,1.07
6223,旺矽科技,359211571,4609215,3415,77.93,82.3,70,77.23,77,11.58,4.58,7.23,2.78
6229,研通科技,248027290,11018157,5535,22.51,24.9,20.1,21.84,21.55,13.64,9.23,31.33,1.82
6233,旺玖科技,2021495253,62094792,28129,32.55,35.85,28.5,31.38,35.85,43.19,2.84,71.33,2.3
6236,凌越科技,251411,18146,31,13.84,15.35,13.3,14.31,14.8,NA,0,0.14,9.19
6237,驊訊電子,2163248580,22259845,15639,97.18,106,87,94.04,92.2,12.91,5.94,38.07,4.04
6243,迅杰科技,3835019367,48653619,30579,78.82,87,69.3,77,77.1,10.75,4.18,75.65,3.46
6261,久元電子,786875843,10743237,6814,73.24,77.9,68.5,72.8,71.4,10.56,6.98,12.77,2.41
6287,元隆電子,386133664,33167812,9893,11.64,13,9.8,11.48,10.6,NA,0,16.41,1.42
6291,沛亨半導,70345497,3724901,1803,18.88,20,17.3,18.93,19.1,NA,10.94,8.17,1.79
8024,佑華微電,364699157,10709126,5586,34.05,37.5,31,33.13,33.85,8.16,7.38,19.18,1.93
8040,九暘    ,1089194926,26923374,15689,40.45,44.6,36.2,39.46,41.5,27.67,3.61,32.9,2.88
8054,安國國際,2437495909,29530642,19808,82.54,91.2,70.1,81.12,78.6,18.89,4.41,44.02,3.38
8066,福葆電子,4993605,861640,412,5.79,6.29,5.4,5.86,5.9,NA,0,0.77,0.67
8079,誠遠科技,107513326,7952096,2634,13.52,14.25,12.7,13.37,13.75,7.55,10.32,13.93,0.99
8081,致新    ,4484130471,24346852,17835,184.17,212.5,160.5,180.76,179,14.81,3.91,39.78,5.24
8084,巨虹電子,308374630,10061821,3993,30.64,32.8,28,30.5,31.55,NA,0,24.86,2.56
8088,品安科技,111470686,8656580,2889,12.87,14.3,11,12.5,12.65,NA,5.13,19.63,0.84
8261,富鼎先進,1534669825,41675883,20019,36.82,39.7,33.7,36.15,34.55,16.94,3.82,35.4,2.01
8277,商丞科技,61341986,4832560,1846,12.69,13.75,12,12.55,12.35,NA,11.98,7.54,1.08
1569,濱川企業,12559194,511893,248,24.53,26,22.7,24.34,23.1,12.03,9.95,0.94,1.28
3069,寶晟科技,12152519,789200,313,15.39,16.2,14.6,15.52,15.2,NA,3.75,2.95,1.48
3071,協禧電機,148536015,16513373,4433,8.99,10.05,7.35,8.7,8.85,NA,7.9,16.3,0.87
3088,艾訊    ,436342145,9727902,6070,44.85,47,40.3,44.61,46,11,8.67,13.36,2.71
3126,信億科技,7839937,273512,223,28.66,30.5,26.2,28.42,26.2,NA,2.67,0.78,2.44
3171,天馳科技,22119558,2225236,809,9.94,10.65,9.01,9.89,9.99,19.21,6.8,5.87,0.88
3211,順達科技,5860169321,58173502,29054,100.73,109,90.2,99.99,106.5,13.78,3.62,57.13,3.65
3213,茂訊電腦,172311293,1785133,1451,96.52,102,90.5,95.28,100,12.17,6.7,4.73,5.3
3217,優群科技,207269077,8876173,3996,23.35,25.25,21,22.66,22.2,8.54,3.6,12.05,1.33
3287,廣寰科  ,54503044,3849572,1456,14.15,15.5,11.6,13.76,15.5,NA,5.16,9.81,1.22
3323,加百裕  ,1278795105,20609410,11483,62.04,65.8,58.3,61.29,61.6,10.81,3.24,27.75,2.76
3325,旭品    ,218891945,7070044,3776,30.96,35.7,26.7,31.22,28.1,9.06,7.11,12.7,1.28
3416,融程電  ,163116529,1704774,1310,95.68,101,86.5,94.83,98.9,18.52,4.04,5.67,3.52
3483,力致科技,1519719047,12127345,7888,125.31,136.5,110.5,122.71,128,14.51,3.9,34.87,4.24
3489,筌寶    ,129962124,2823774,1660,46.02,48.5,40.3,45.71,47,10.93,5.31,8.02,2.48
3521,鴻翊    ,30440813,951166,726,32,34.85,28.5,31.29,30.9,8.85,12.94,2.97,1.47
3540,曜越    ,306658759,3738383,2321,82.02,88.7,73.2,80.97,81.2,10.87,3.69,8.85,4
5371,中強光電,4225851534,118110301,44979,35.77,38.85,33,35.99,35.9,7.21,9.74,17.01,1.46
5384,捷元    ,395542663,25897885,8555,15.27,17.5,13.35,14.75,16.75,5.82,2.74,26.44,1.07
5386,青雲國際,183526,17642,26,10.4,11.1,9.86,10.46,11.1,NA,0,0.1,3.79
5426,振發實業,204232793,13833779,4393,14.76,15.45,13.85,14.63,15.35,8.08,13.87,9.22,1.09
5438,東友    ,409194441,11606911,4650,35.25,38,32,35.08,34.9,7.72,9.16,10.16,2.21
5450,寶聯電腦,156102541,9766439,1129,15.98,16.3,15.55,15.95,15.9,530,1.57,17.55,1.26
5465,富驊企業,21985181,3622894,1050,6.06,6.74,5.53,5.9,5.72,NA,17.48,3,0.45
5474,聰泰科技,98258771,2779738,1962,35.34,40.5,30.05,33.63,33.8,10.46,7.39,8.24,2.36
5490,同亨科技,456243200,17004833,7447,26.83,29.35,24.45,26.54,28.9,7,7.16,16.48,1.94
6105,瑞傳科技,682631139,13346494,8180,51.14,55.3,47.5,51.01,50.1,9.62,8.38,13.34,2.32
6121,新普科技,6474449480,44047301,23251,146.98,158,135.5,146.61,156,15.97,3.52,26.06,3.76
6123,上奇科技,34687325,1761802,876,19.68,21.3,17,19.23,20.75,10.07,5.78,4.5,1.65
6150,撼訊科技,64475510,3718121,2042,17.34,18.8,15.8,17.12,16.55,11.82,3.56,5.71,1.77
6160,欣技資訊,171743435,2492850,1623,68.89,72,65,68.75,68.2,10.41,7.03,3.51,3.96
6161,捷波資訊,250141112,15725203,5630,15.9,17.55,14.2,15.4,15.25,10.82,6.16,16.38,0.91
6188,廣明光電,1331797937,32289181,12064,41.24,43.5,38.5,40.49,40.7,9.29,7.24,11.67,1.57
6199,精威科技,55474540,3294561,1336,16.83,18.1,15.25,16.47,16,38.1,13.87,5.19,1.37
6219,視達科技,5992689,1090848,472,5.49,6.1,4.85,5.46,5.18,32.38,0,1.95,0.89
6222,上揚科技,66463713,7054886,2013,9.42,10,8.6,9.23,9,NA,4.55,11.44,0.63
6228,全譜科技,7878671,946911,400,8.32,8.8,7.55,8.09,7.8,10,11.28,2.3,0.73
6230,超眾科技,330825879,11350577,5299,29.14,31.7,26.5,28.72,28.15,8.88,3.9,14.46,1.24
6232,仕欽科技,2062601849,204802869,41663,10.07,11.45,9.1,9.91,10,NA,11.4,44.51,0.74
6247,淇譽電子,51561120,2552001,1314,20.2,20.6,19.8,20.22,20.3,39.8,1.37,4.23,1.44
6298,崴強科技,192700515,6703007,3092,28.74,30.1,27,28.62,29,10.21,6.89,4.51,1.81
8050,廣積    ,1939680788,22218783,15380,87.29,92.8,77.3,86.8,92,12.23,3.57,40.37,3.28
8076,伍豐科技,20186459829,73736796,56394,273.76,328,215,273.52,312,41.16,2.96,72.42,15.04
8114,振樺電  ,336689904,4446706,3316,75.71,83.4,70.6,75.37,77.6,9.96,9.02,8.62,3.78
8210,勤誠興業,91194092,4314052,1761,21.13,22.4,19.2,20.71,21.5,9.77,9.3,4.52,1.54
8234,新漢    ,369086535,7183634,4359,51.37,56,45,49,54.5,15.01,4.03,12.07,3.28
8299,群聯電子,11787448841,60799626,40720,193.87,211.5,174,189.88,203,12.62,3.26,60.69,4.47
3066,李洲科技,134546094,7077265,3954,19.01,20.8,17.05,18.55,17.9,NA,6.03,4.83,1.25
3080,威力盟  ,1916927317,27752490,15891,69.07,74.9,61,68.71,63,12.43,7.14,17.32,2.11
3128,昇銳電子,501108109,12800450,6998,39.14,42.7,32.6,37.94,38.05,11.74,6.57,30.48,2.55
3230,錦明實業,108865978,4733002,2419,23,25.6,19.2,21.69,20.8,8.52,13.79,5.93,0.94
3297,杭特電子,82857294,1773163,1298,46.72,51.9,42.4,46.3,44.9,9.53,5.79,5.5,1.82
3339,泰谷光電,625252924,18364979,10125,34.04,38.1,31,32.89,32.5,NA,1.84,21.94,1.85
3362,先進光  ,9368520,718500,408,13.03,13.85,12.15,12.99,13.35,NA,8.23,1.63,1.24
3434,哲固資訊,21054870,1051455,710,20.02,21.5,18.35,19.57,19.35,NA,8.52,3.38,1.4
3452,益通光能,1941863143,7592269,6219,255.76,269.5,233,250.21,250,17.46,5.6,11.56,4.59
3455,由田新技,22603370,653685,416,34.57,36,33.1,34.63,36,15.25,16.75,1.3,1.56
3490,單井    ,117478814,2632751,1614,44.62,48.15,39.5,44.25,46.5,14.09,6.45,9.6,3.24
3516,亞帝歐  ,142323405,4573956,1502,31.11,32.5,29.7,31.14,30.8,31.43,9.74,6.29,0.8
3520,振維    ,35682082,2131306,439,16.74,18,15.85,16.8,16.2,6.51,12.34,4.29,0.99
3522,宏森    ,44353910,1429262,768,31.03,33.6,28.6,30.6,29.45,9.85,3.39,4.02,1.86
3523,迎輝科技,552203687,4656910,2924,118.57,125.5,111,118.45,115,12.35,10.43,5.15,4.68
5315,光聯科技,91279746,12691651,3083,7.19,7.59,6.6,7.08,7.26,NA,2.75,5.29,0.79
5392,應華精密,888006226,7275050,5314,122.06,133.5,108,120.71,120,14.17,1.96,12.42,6.5
5395,普揚科技,1848125,354067,48,5.21,5.77,3.74,4.94,3.74,NA,0,0.94,0.54
5432,達威光電,209559804,14511079,4550,14.44,15.9,13.35,14.25,14.15,15.72,2.12,17.79,1.31
5443,均豪精密,719443232,34646385,11901,20.76,22.6,18.5,20.12,20.7,NA,4.78,15.25,1.52
6125,廣運機械,807576299,19394863,8537,41.63,43.2,38.6,41.06,42.05,10.28,7.11,13.22,1.61
6156,科橋電子,208876406,16560621,5553,12.61,13.5,11.7,12.46,12.1,NA,7.85,8.31,0.84
6164,華興電子,604348252,25411095,10547,23.78,25.55,21.35,23.45,23.55,13.46,5.39,24.35,1.88
6167,久正光電,342290489,32753518,8432,10.45,12.3,8.9,9.78,11.8,65.56,0,19.74,1.01
6226,光鼎電子,127353288,9120272,3241,13.96,14.9,12.4,13.59,13.65,17.96,4.39,13.85,1.09
6234,高僑    ,199697472,6544770,3158,30.51,32.6,26.5,30.38,30.6,13.08,9.15,9.65,0.76
6244,茂迪    ,7605830747,36026090,26274,211.12,230,190,207.28,208.5,15.65,5.09,17.48,3.32
6246,臺龍電子,17099463,3807396,1178,4.49,5.21,3.96,4.37,4.01,NA,4.98,2.67,0.55
6278,台表科  ,2753738333,45622037,20127,60.35,64.9,54,59.83,59.6,8.55,5.87,32.23,1.88
6294,智基科技,422591,188166,52,2.24,2.73,1.76,2.23,1.9,NA,0,0.28,1
8049,晶采光電,309653829,21305110,7723,14.53,15.9,12.4,14.08,15.85,56.61,2.46,33.98,0.96
8053,巨擘科技,45774673,4838030,1263,9.46,10.7,8.5,9.53,8.77,NA,11.4,1.12,0.38
8064,東捷科技,515382515,13264251,6086,38.85,41.4,36.5,38.5,40.05,11.51,15,10.83,1.85
8069,元太科技,6346053973,175914311,68271,36.07,38.75,32.75,35.23,36.05,31.35,1.22,29.84,2.97
8071,豐聲科技,12022128,2545425,712,4.72,5.3,4.12,4.59,4.65,NA,32.25,6.38,0.85
8077,冠華科技,4522712,315814,127,14.32,20.15,6.8,15.81,18.35,NA,0,1.67,5.46
8087,華鎂光  ,4122050,487566,156,8.45,9.18,7.9,8.45,8.89,NA,1.12,1.32,0.63
8107,大億科技,1131716989,43746671,17556,25.86,27.55,23,25.29,26.6,29.23,0,25.66,1.59
8111,立碁電子,949511154,32178829,14375,29.5,32.1,24.3,29.07,29.8,38.7,5.7,41.64,2.14
8240,華宏新技,376733157,8023700,5225,46.95,51.2,42.4,46.18,47.8,10.65,10.46,11.16,1.33
8266,中日新  ,1062232660,28975364,10466,36.65,40.8,30.2,36.46,40.05,60.68,0,45.59,3.01
3095,及成    ,1295985444,38249979,16762,33.88,36.4,30.3,33.25,33.35,7.23,10.49,26.35,1.13
3152,璟德電子,787577064,9160996,4499,85.97,105,75.7,87.11,100,20.28,1.6,14.93,3.6
3221,台灣嘉碩,127204267,4187537,1960,30.37,34,27.25,30.19,30.4,12.16,12.5,6.58,1.65
3290,東浦    ,51176709,5969414,1673,8.57,9.27,7.51,8.5,8.46,NA,13.82,8.03,1.04
3306,鼎天國際,267510871,6583106,3382,40.63,44.7,35.65,39.37,39.4,31.27,3.04,9.91,1.84
3431,長天科技,259817591,8924208,4943,29.11,32.25,25.3,28.4,26.7,17.45,11.27,20.51,1.8
3454,晶睿通訊,488353031,8031479,5038,60.8,65.5,55.5,59.96,59.7,15.75,7.7,15.25,3.07
3491,昇達科技,58852048,642814,381,91.55,97,89,91.21,93,21.99,3.6,2.83,5.3
3499,環天科技,188032475,5816784,3726,32.32,35.3,27.7,31.33,30,12.71,16.66,13.12,1.52
4903,聯光通信,130147225,13886181,3922,9.37,10.8,7.21,9.34,10.35,NA,0,19.02,1.05
4905,台聯電訊,54328403,3706049,1330,14.65,16.1,13.4,14.53,15.35,15.82,3.25,6.27,1.08
4907,正華通訊,221510182,17071959,2481,12.97,17.15,11.2,13.1,17,NA,0,40.58,2.95
4908,前鼎光電,91820452,2343117,1518,39.18,41.65,35.8,38.78,40.35,10.24,11.15,4.18,2.93
4909,新復興  ,814017611,20188973,9601,40.31,43.35,35.5,39.54,41.2,8.06,8.32,26.89,1.97
5304,大霸電子,2681744,733752,474,3.65,4.35,3.08,3.78,4.01,NA,0,0.55,0.77
5306,訊康科技,16664161,3859276,1335,4.31,4.85,4,4.27,4.03,NA,0,5.49,0.5
5348,系通科技,19437324,738198,530,26.33,29,22.85,25.73,24,10.34,0,3.39,2.45
5353,台林通信,63160260,5809421,2182,10.87,11.95,9.51,10.48,10.7,25.48,4.57,5.76,0.78
6109,亞元科技,19962387,2213790,528,9.01,9.94,8.17,8.99,8.98,14.97,16.7,4.54,0.86
6143,振曜科技,711265382,15959650,8491,44.56,51,38.2,42.79,48.5,12.09,3.87,26.82,3.43
6152,百一電子,398767221,12920111,5910,30.86,34.9,28.15,30.58,29,9.76,0,11.49,1.68
6163,華電聯網,1084323183,39795479,14761,27.24,29.2,23,26.9,26.35,17,6.83,58.77,2.76
6170,統振    ,208409048,9097304,4298,22.9,24.4,21.15,22.5,22.65,12.05,7.5,12.39,1.56
6190,萬泰科技,171818976,10483214,3197,16.38,17.45,15.4,16.35,16.2,8.71,6.79,9.43,1.18
6218,豪勉科技,78160087,3437643,1748,22.73,24.85,20,21.79,24.6,14.91,16.26,6.77,1.34
6241,易通展  ,33568,1379,3,24.42,25,25,25,24.6,NA,0,0.01,3.47
6245,立端科技,216809915,5830240,3125,37.18,40.4,34,36.51,34.5,15,1.33,10.85,2.18
6263,普萊德  ,83171228,2094466,1477,39.7,41.9,37,39.65,40,9.15,9,4.05,2.57
6264,德士通  ,30130254,3511950,1453,8.57,9.59,7.77,8.45,8.28,NA,30.19,5.95,0.79
8034,榮群電訊,38571508,4302825,1432,8.96,9.68,8.31,8.87,8.86,NA,8.8,6.36,0.84
8082,捷超通訊,36752399,4295854,1320,8.55,9.47,7.52,8.42,8.1,NA,13.58,7.08,0.76
8097,鴻松精密,86098984,8734873,2815,9.85,11.3,9,9.47,9.15,NA,0,13.94,1.43
1333,恩得利  ,212003582,14891317,5571,14.23,16,11.8,13.27,14.5,145,2.96,17.94,0.89
1336,台翰    ,96731076,2375081,1464,40.72,43.5,38,40.37,39.5,9.75,7.59,3.87,1.4
1582,信錦    ,738568566,6175886,2354,119.58,129,108.5,118.26,123.5,15.02,6.07,14.88,4.08
1815,富喬    ,158939495,7344564,2696,21.64,23.1,20,21.55,22.1,9.44,9.04,3.23,1.55
2059,川湖科技,437023701,3057390,2439,142.94,152,138,142.47,146,19.31,3.08,4.11,5.48
3078,僑威科技,143813389,8059747,2535,17.84,19.25,16.75,17.8,18.4,10.51,7.6,5.36,1.29
3089,展成科技,13784227,1560412,548,8.83,9.45,8.25,8.78,8.75,NA,3.42,2.85,0.76
3099,頂倫企業,251849650,31207649,6519,8.07,9.02,7.26,7.93,8.1,NA,6.04,12.99,0.66
3114,好德科技,34135069,2014835,852,16.94,18.5,16,16.74,18.5,9.25,10.81,4.45,0.96
3115,寶島極光,6128648,651175,298,9.41,10.2,8.73,9.3,9,64.29,22.22,3.15,0.75
3144,新揚科  ,52986938,4112112,1421,12.88,13.75,12.2,12.9,12.95,NA,4.55,5.18,0.99
3191,和進電子,277891775,17093723,5360,16.25,17.65,14.7,15.67,15.8,11.45,13.29,33.23,1.03
3202,樺晟電子,65766923,2648724,1196,24.82,25.9,23,24.59,25.05,12.85,8.34,4.12,1.51
3206,志豐電子,31231751,1867647,882,16.72,17.75,15.8,16.6,16.2,11.41,11.11,5.06,1.09
3207,耀勝電子,40456031,2415580,1127,16.74,18.2,15.5,16.38,16,16.67,3.75,7,1.16
3226,至寶電腦,46628615,2219475,1311,21,22.7,18.5,20.42,20.5,7.09,14.63,6.14,1.5
3229,晟鈦    ,95183559,5063558,2473,18.79,20.35,17.5,18.32,18,14.88,10,10.53,1.45
3236,千如電機,23633151,1735624,750,13.61,14.45,12.5,13.3,13.55,17.6,8.11,3.82,0.96
3276,宇環科技,190357613,8433855,2683,22.57,24,21.3,22.3,22.55,10.84,0,10.73,2
3288,點晶科技,1141584472,20478937,12340,55.74,62.4,50.8,54.35,56.5,16.24,3.34,51.82,4.01
3294,英濟    ,309543358,7516201,4032,41.18,44.35,36.5,40.12,39.5,13.81,7.59,6.04,2.06
3299,帛漢    ,19891280,974775,524,20.4,21.6,18.8,20.29,19.65,10.74,3.25,2.23,1.06
3313,斐成企業,333688482,9864190,5234,33.82,37.3,29.1,32.62,31.4,12.76,15.92,16.31,1.29
3332,幸康電子,95338163,2117387,1399,45.02,46.8,42.9,44.96,46.2,8.73,10.82,4.4,2.02
3354,律勝    ,7260396,449876,303,16.13,16.95,15.3,16.2,15.65,223.57,8.3,0.61,0.91
3369,鐵研科技,289913710,13088840,5557,22.14,24.5,19.25,21.26,19.5,NA,1.28,17.29,1.4
3390,旭軟電子,21524338,890661,380,24.16,25.7,23.1,24.36,23.3,18.79,6.43,2.38,1.69
3465,祥業科技,11010842,734181,386,14.99,16.2,13.9,14.83,14.95,NA,3.34,3.66,1.27
3484,崧騰    ,41898685,1302252,770,32.17,34.2,30,32,31.6,8.54,6.32,4.03,1.61
3512,能緹    ,51562126,1788286,1145,28.83,31.5,26.1,28.4,26.6,12.49,9.52,5.59,1.33
3526,凡甲科技,566339047,8386482,5867,67.52,74,56,66.19,68.5,13.41,5.83,22.36,3.56
3548,兆利科技,326187138,4229278,2810,77.12,80.5,73.9,76.26,74.8,8.77,4.67,9.2,2.03
5301,祥裕電子,8200722,1356599,504,6.04,6.8,5.5,6.07,5.9,NA,0,1.53,1.13
5309,系統電子,38689772,5204449,1667,7.43,8.16,6.5,7.18,6.77,NA,7.38,3.99,0.74
5317,凱美電機,114584178,10302649,2889,11.12,11.6,10.25,10.96,11.4,8.26,8.77,7.7,0.9
5318,佳鼎科技,3641146,3067144,480,1.18,1.31,1.08,1.21,1.24,NA,80.64,1.02,0.62
5321,九德電子,11710235,1465158,769,7.99,8.58,7.45,7.96,7.76,4.31,0,0.65,1.14
5328,華容    ,41870775,5154461,1441,8.12,9.05,7.5,8.04,7.65,NA,0,3.08,0.78
5340,建榮工業,63836888,8723252,2080,7.31,7.73,6.84,7.24,7.14,35.7,2.8,5.26,0.68
5345,天揚    ,28993299,3073528,1182,9.43,10.1,8.52,9.27,9.12,NA,0,6.15,0.37
5349,先豐通訊,39861549,4537505,1210,8.78,9.55,7.8,8.63,8.64,NA,11.57,2.24,0.72
5355,佳總興業,203352845,14151882,5083,14.36,16.2,12.7,13.83,13,50,6.15,12.02,1.17
5356,協益電子,114803891,11838223,2944,9.69,10.3,8.85,9.54,9.56,17.7,2.09,8.46,0.52
5364,浩騰    ,872297312,36525184,11484,23.88,26.2,20.3,22.94,24.3,6.06,1.85,23.44,1.56
5381,合正科技,127654413,22187136,4197,5.75,6.27,5.18,5.66,5.78,NA,6.92,8.87,0.54
5398,力瑋實業,3412420,522476,218,6.53,7.16,6.2,6.53,6.3,NA,15.87,0.97,0.76
5439,高技企業,231551110,9790682,4618,23.65,25.5,20.1,22.9,23.2,11,10.77,13.25,1.7
5457,宣德    ,84171755,11942540,2995,7.04,7.56,6.6,6.89,6.7,NA,7.46,7.15,0.44
5460,同協電子,76671647,5535403,2314,13.85,14.9,12.6,13.68,13.7,11.81,9.48,8.35,1.1
5464,霖宏科技,75402372,2204560,1221,34.2,36,31.45,33.7,34.2,9.58,5.84,4.28,2.17
5475,德宏工業,143338496,15980957,3409,8.96,9.38,8.13,8.85,9.13,15.47,6.57,9.27,0.53
5480,統盟電子,37306711,6004196,1632,6.21,6.79,5.84,6.08,6.06,NA,0,3.92,0.57
5481,華韡電子,70003823,4681570,1521,14.95,15.75,13.75,14.81,14.4,10.14,11.8,4.58,0.64
5488,松普科技,126892992,9454403,2835,13.42,14.15,12.3,13.31,13.4,7.09,11.19,10.65,0.8
5491,連展科技,219635566,12984804,4863,16.91,18.1,15.6,16.66,16.1,15.63,10,10.13,0.88
6101,弘捷    ,37388505,3007880,1128,12.43,13.1,11.35,12.26,12.2,12.98,8.19,2.88,1.31
6107,華美電子,1085114,163925,81,6.61,7.1,6.04,6.66,6.56,NA,0,0.47,1.11
6108,競國實業,261449978,12413122,5137,21.06,22.25,19.85,20.93,21.7,8.65,6.91,10.11,1.34
6114,翔昇電子,128673,19025,7,6.76,7.5,6.5,6.99,6.5,NA,7.23,0.03,1.34
6124,業強科技,550194206,21231033,5675,25.91,27.85,22.7,25.77,27.1,19.5,7.41,12.26,1.56
6126,信音企業,178845311,6925436,3062,25.82,29.65,23.85,26.16,25.75,8.39,9.9,9.98,1.47
6127,九豪精密,69683850,6404011,2210,10.88,11.65,9.92,10.79,10.85,16.95,3.22,7.89,0.84
6134,萬旭電業,238404156,4562132,2747,52.25,55.8,48.2,51.28,50.7,10.39,3.94,7.6,2.22
6158,禾昌興業,1541683892,40177439,15399,38.37,41.55,34.2,36.67,35.55,10.81,5.06,37.09,1.5
6173,信昌電陶,129545126,8040923,3304,16.11,17.45,15.05,15.95,15.15,11.06,2.17,5.07,1.17
6174,安碁科技,2475222,377123,137,6.56,7.2,5.4,6.49,7,NA,0,0.53,3.24
6175,立敦科技,42217553,5352768,634,7.88,8.5,7.4,7.93,7.99,NA,10.01,5.67,0.69
6185,幃翔精密,57871329,3047921,1475,18.98,19.9,17.9,18.99,19.25,8.3,5.19,3.43,1.21
6194,育富電子,434099106,10911351,5606,39.78,41.7,37.5,39.46,39.65,7.28,8.32,9.1,1.62
6203,海韻電子,458437946,2020569,673,226.88,237.5,214,226.52,225,24.35,1.7,3.39,11.69
6204,台灣艾華,173348708,5774922,2998,30.01,33.7,27.5,28.71,28.35,9.84,7.05,16.56,1.53
6207,雷科    ,456989478,10358651,4097,44.11,46.6,40.1,43.47,40.8,7.65,7.35,15.19,2.14
6208,日揚科技,66723767,3610276,1264,18.48,19.55,17.25,18.39,18,14.75,11.11,4.49,1.22
6210,慶生電子,484358348,18562355,2899,26.09,35.4,20,24.93,33.8,35.58,1.47,52.96,3.27
6211,福登    ,17619244,1265706,500,13.92,14.85,12.8,13.9,14.45,9.7,5.74,2.71,0.57
6217,中國探針,13968200,1632598,684,8.55,9.41,7.61,8.25,7.9,NA,25.31,4.04,0.87
6220,岳豐科技,39130844,2790732,1186,14.02,15.45,13.2,13.94,13.55,14.41,7.38,2.71,0.77
6224,聚鼎科技,78165733,2306378,1297,33.89,35.5,32.5,33.72,33.5,11.32,6.44,3.37,2.44
6242,聯豪科技,138608938,6899972,1751,20.08,21.6,18.6,20,21.6,28.8,2.31,16.91,2.47
6248,沛波電子,55444465,3955956,839,14.01,14.9,13.55,14.14,14.6,365,3.28,7.69,1.19
6250,宇加科技,5833511,807295,338,7.22,7.89,6.89,7.3,7.2,NA,0,3.26,0.96
6266,泰詠電子,91255439,6543937,1829,13.94,14.75,13.4,13.93,14.7,8.6,6.05,9.9,0.95
6274,台燿科技,135380103,9573042,2952,14.14,14.55,13.2,14.06,14.3,9.66,9.79,4.17,0.82
6279,胡連精密,20068600,537840,328,37.31,39.4,36.2,37.35,37.5,11.9,6.93,0.81,2.2
6284,佳邦科技,621679333,13225995,6945,47,50,43.5,46.11,46.85,8.79,8.77,13.91,1.61
6290,良維科技,40424956,3542973,1234,11.4,12.2,10.5,11.15,10.8,NA,7.4,3.34,0.63
6292,迅德興業,10530902,494805,303,21.28,23,20.1,21.77,22.6,9.62,4.42,0.99,1.29
8039,台虹科技,953286104,28017113,11149,34.02,37.75,29.2,32.86,30,12.4,4.93,18.59,1.43
8042,金山電子,75658670,4394020,1971,17.21,18.7,15.65,17.29,18.4,11.95,8.15,5.64,1
