櫃檯買賣股票成交資料彙總表,,,,,,,,,,,,,
The Trading Summary of Listed Stocks,,,,,,,,,,,,,
98年03月 Mar. 09,,,,,,,,,,,,,
,,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 299,441,633,247元",,,,,4. 加權平均本益比：14.96,,,,,,,,
,,,,,   註：加權平均本益比已排除極端值（資本額逾全市場發行資本額10％之個股）,,,,,,,,
   Total Trading Value of Listed Stocks（NTD）,,,,,   Weighted Average P/E Ratio,,,,,,,,
"2. 櫃檯買賣股票月總成交量： 14,431,531,191股",,,,,5. 加權平均殖利率： 11.07%,,,,,,,,
   Total Trading Volume of Listed Stocks（Share）,,,,,   Weighted Average Yield,,,,,,,,
"3. 櫃檯買賣月總成交筆數： 4,012,573筆",,,,,6. 成交量週轉率： 21.81%（以上櫃股數計算）,,,,,,,,
   Number of Transactions,,,,,   Turnover Rate,,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading 　Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
　（ 筆 ）　　
Total Transactions",         成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield,  週轉率（%）　　Turnover Rate,  淨值比（%）　　PBR
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,
5905,南仁湖  ,304911714,41336334,10471,7.37,8.39,5.95,7.02,8.06,NA,9.67,23.65,0.62
8941,關中    ,96581566,9701221,2973,9.95,12.65,7.08,9.15,12.2,NA,7.37,10.55,0.73
9960,邁達康  ,11162285,961098,516,11.61,12.85,9.3,11.33,12.3,6.76,16.42,4.11,0.92
1584,精剛精密,16891660,1223306,612,13.8,15,11.4,13.68,13.5,NA,11.11,2.87,0.69
2221,大甲    ,29095867,3730233,1315,7.8,8.85,6.91,7.86,8.17,10.89,18.35,8.79,0.47
3284,太普高  ,16222951,2068194,479,7.84,8.64,7.04,7.92,7.23,NA,0,5,0.69
3388,崇越電通,539645728,12095838,7396,44.61,51.9,37.5,44,46.7,5.69,10.7,21.72,1.23
5312,寶島科  ,36831669,1262024,688,29.18,31.1,25.4,28.32,29.4,11.01,7.14,2.1,2.01
8390,金益鼎  ,274281145,8648882,4736,31.71,35.1,26.85,30.41,30.4,8.79,7.4,16.11,1.58
8705,東隆五金,20761846,877085,639,23.67,24.85,21.4,23.25,23.85,5.35,14.88,1.05,1.43
8905,裕國    ,5703326,525294,236,10.85,11.3,10.3,10.76,10.75,34.68,6.51,0.44,0.87
8906,花王企業,3275361,687675,207,4.76,5.4,3.6,4.61,4.95,NA,2.02,1.34,0.53
8913,華夏資融,13586909,1952446,734,6.95,8.07,6.2,6.96,7.71,6.12,0,5.55,0.75
8916,光隆    ,6454010,655074,201,9.85,11.05,9.09,9.78,10.7,6.99,4.67,0.79,0.51
8921,沈氏印刷,453469,44320,45,10.24,11.4,9.57,10.37,10.2,27.57,0,0.1,0.63
8923,時報出版,9231396,766170,261,12.04,14,9.56,11.92,13,15.48,0,2.52,0.98
8924,大田精密,203712126,5914401,3487,34.44,37.7,30.6,34.17,37.1,7.49,16.44,4.88,1.99
