櫃檯買賣股票成交資料彙總表,,,,,,,,,,,,,,,,,
The Trading Summary of Listed Stocks,,,,,,,,,,,,,,,,,
99年03月 Mar. 10,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 580,681,925,366元",,,,,,"3. 櫃檯買賣月總成交筆數： 5,813,721筆",,,,,,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Weighted Average P/E Ratio,,,,,,,,,,,
"2. 櫃檯買賣股票月總成交量： 16,162,582,471股",,,,,,4. 成交量週轉率： 22.13%（以上櫃股數計算）,,,,,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Turnover Rate,,,,,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading 　Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
　（ 筆 ）　　
Total Transactions",         成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield,  週轉率（%）　　Turnover Rate,  淨值比（%）　　PBR,,,,
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,,,,,
8923,時報出版,2139029,142308,79,15.03,15.4,14.45,14.87,15.1,13.6,5.62,0.47,1.09,,,,
8924,大田精密,118094070,2879630,1726,41.01,42.15,39.5,40.88,41.2,13.64,8.49,2.37,2.22,,,,
8925,偉盟工業,1017283592,43578728,13308,23.34,24.6,22.2,23.13,22.9,NA,6.55,17.54,1.75,,,,
8928,鉅明    ,31672245,2376453,936,13.32,14,12.9,13.24,13.5,96.43,5.92,3.74,1.15,,,,
8929,富堡工業,572296493,11253142,7203,50.85,54.7,47.6,50.1,51,11.02,0,44.64,3.2,,,,
8932,宏大    ,31570784,3082150,1181,10.24,10.8,9.8,10.21,10.5,25,0,8.15,1.21,,,,
8933,愛地雅  ,590862543,27378217,10188,21.58,22.8,19.7,21.05,21.9,9.28,2.28,23.94,1.49,,,,
8934,世?,0,0,0,0,0,0,0,2.85,NA,0,0,4.75,,,,
8935,邦泰    ,507596053,38567425,9404,13.16,14.15,11.5,13.12,13.7,NA,0,25.39,1.36,,,,
8936,國統國際,3349595033,88808195,32433,37.71,40.55,34.4,36.86,37.75,65.09,2.64,98.15,3.02,,,,
8937,合騏    ,68780723,5065294,1835,13.57,14.45,11,12.91,13.55,NA,0.73,6.93,1.12,,,,
8938,明安國際,1142518868,15994975,7906,71.42,74,68.5,71,70.3,15.73,4.59,12.2,2.69,,,,
8942,森鉅科技,352032359,12281637,4721,28.66,30.45,26.5,28.62,28.8,26.92,3.61,13.35,1.77,,,,
9946,金革科技,33524376,2322978,742,14.43,16.4,12.6,13.85,15.55,NA,0,3.32,1.85,,,,
9949,琉園    ,265672994,7064143,3111,37.6,43.8,30.6,36.48,40.5,64.29,1.13,15.63,2.63,,,,
1742,台蠟    ,302628598,6641757,4149,45.56,51,39.9,43.98,49,16.23,9.48,16.43,2.63,,,,
1787,福盈科技,457873590,26441353,7114,17.31,18.6,15.45,16.99,17.75,126.79,5.07,43.8,1.23,,,,
4702,中美聯合,28471457,3962509,1450,7.18,9.9,4.9,6.86,9.79,NA,0,10.88,1.59,,,,
4703,金美克能,20994605,2466172,616,8.51,8.86,8.3,8.5,8.46,44.53,0,3.61,1.32,,,,
4706,大恭化學,66622982,4979342,1654,13.37,14.6,12.3,13.1,14.45,27.26,3.46,6.3,0.96,,,,
4707,磐亞    ,483127978,31584158,10571,15.29,16.5,12.3,14.69,15.1,20.68,9.6,13.88,0.88,,,,
4711,永純    ,80482392,3473516,1722,23.17,24.5,20.9,22.89,23.5,15.06,4.25,5.69,1.36,,,,
4712,南璋    ,605830093,37843590,8902,16,18.2,14.5,15.84,16.7,NA,1.79,62.98,1.41,,,,
4714,永捷    ,104189220,6815933,2535,15.28,16.25,13.9,14.85,15.55,16.37,3.21,16.06,1.03,,,,
4716,大立    ,1237247339,41200086,14875,30.03,34.2,25.5,28.19,31,77.5,0.77,76.74,2.5,,,,
4720,德淵企業,534751520,29964278,7665,17.84,19.75,14.75,17.04,19.3,77.2,2.59,44.06,1.48,,,,
4721,美琪瑪  ,1440863239,40427195,18735,35.64,38.4,29.8,34.95,37,68.52,4.05,58.14,2.84,,,,
4722,國精化學,480041262,23762855,6849,20.2,22.3,16.7,19.13,21.4,36.9,1.4,39.12,1.41,,,,
4733,上緯企業,724754956,10611576,6113,68.29,72.8,57.8,67.41,69.2,13.6,6.11,16.25,3.87,,,,
6509,聚和國際,6317315709,210682974,79912,29.98,33.3,23.7,28.81,30.65,45.07,2.25,140.75,1.88,,,,
1565,精華光學,693924091,3103338,2477,223.6,236,201,214.06,231,19.86,3.47,6.16,6,,,,
1752,南光    ,312985079,11650860,5690,26.86,28.6,21.5,25.69,26.6,45.08,3.75,18.49,2.04,,,,
1777,生泰合成,26553042,722384,512,36.75,38.3,35.2,36.92,38.1,18.96,4.72,3.04,2.21,,,,
1781,合世生醫,226151668,10220046,4987,22.12,25.75,16,20.23,21.3,NA,0,29.16,3.18,,,,
1784,訊聯    ,527377451,8147785,5656,64.72,67.9,59,63.82,63.5,18.84,2,18.85,2.9,,,,
1788,杏昌生技,200639002,3180960,2431,63.07,67.7,58,61.24,63.3,23.1,4.73,10.88,2.37,,,,
1795,美時化學,563091152,16212473,7947,34.73,40.35,25.2,31.88,34.5,156.82,2.02,39.78,2.74,,,,
1799,紅電醫  ,153274312,5797006,2885,26.44,28,22.75,25.43,26.95,59.89,6.67,20.63,1.8,,,,
1813,寶利徠  ,678926808,13609838,8657,49.88,53.5,46.7,49.11,50.9,33.49,0,33.1,3.69,,,,
3118,進階    ,167980015,4822692,2647,34.83,36.45,30.55,33.11,36,27.07,5,15.6,2.55,,,,
3164,景岳科技,5197238329,55563217,31170,93.53,108,76.2,92.29,0,75.56,0.98,112.71,8.55,,,,
3205,佰研生化,156585804,4418387,2996,35.43,41.3,25,32.05,33.6,NA,0,30.03,3.63,,,,
3218,大學光學,81773051,2506919,1732,32.61,34.9,30.35,31.94,32.1,NA,3.11,5.54,2.07,,,,
3266,弘如洋  ,49997116,2598572,1443,19.24,20.2,18.25,19.07,19.5,NA,0,11.22,1.64,,,,
4102,永日化工,314694277,8478778,4962,37.11,39.7,33.8,36.7,37.25,19.71,1.34,25.65,2.65,,,,
4103,百略    ,211458304,4760188,2813,44.42,46.2,42,44.21,45.7,11.26,6.12,3.89,2.15,,,,
4105,東洋藥品,2714379108,30196266,19778,89.89,95,85,89.32,91.3,36.37,3.61,23.54,5.97,,,,
4107,邦特生技,736835387,16146171,8847,45.63,47.4,43,45.22,44.9,19.69,3.34,20.63,2.92,,,,
4109,加捷    ,77370825,4245421,2053,18.22,19.55,17.2,18.01,19.25,31.56,3.63,9.47,1.43,,,,
4111,濟生    ,72992899,4060182,2231,17.97,18.7,17.2,17.83,18.6,25.83,2.68,8.46,1.14,,,,
4113,聯上實業,63108083,2811940,1611,22.44,24.55,20,21.84,21.3,10.65,0,6.22,2.03,,,,
4114,健喬信元,416310241,13022423,6830,31.96,33.6,29.5,31.65,32.3,NA,2.47,16.63,2.42,,,,
4120,友華生技,509030983,8950672,5754,56.87,59.5,52.5,56.21,56.6,14.66,3.35,12.8,2.1,,,,
4121,優盛醫學,100563202,5863820,2978,17.14,18.7,15.35,16.65,17.4,NA,2.87,8.73,1.22,,,,
4123,晟德    ,360001840,8174202,5187,44.04,46.6,40.5,43.63,45.8,16.24,3.95,11.73,2.3,,,,
4126,太平洋醫,618558433,7793902,4328,79.36,82.5,75.5,79.11,80.5,NA,2.67,12.82,4.77,,,,
4127,天良    ,187668255,10113963,3946,18.55,19.9,16.8,17.81,19.9,43.26,0.75,22.1,1.2,,,,
4128,中天生技,5814404557,133974771,64649,43.39,47.45,37.8,42.13,46.3,NA,0.41,59.82,3.76,,,,
4129,聯合骨科,211318961,5606578,3331,37.69,39.45,35.2,37.36,37.3,79.36,0,12.09,2.71,,,,
4131,晶宇生技,2285253765,42755877,25105,53.44,61.3,40.5,53.08,54,NA,0,88.54,7.53,,,,
8908,欣雄    ,19017382,1047832,553,18.15,21,14.6,15.93,19.5,67.24,2.05,1.38,1.82,,,,
8917,欣泰    ,1712862,38453,35,44.54,46.8,43.5,44.82,44.95,18.89,4.67,0.04,2.94,,,,
8927,北基加油,1193130448,58526391,15078,20.38,22.05,16.45,20.34,20.8,65,2.4,56.64,1.82,,,,
8931,大園汽電,77866542,5510741,2220,14.12,15,12.7,13.58,14.5,23.02,2.06,5.17,1.05,,,,
3073,普格    ,590377934,14196346,7631,41.58,44.1,38.6,40.55,41.55,NA,1.27,29.35,3.01,,,,
3087,翔準    ,201906966,19461433,5018,10.37,11.15,9.24,10.27,10.65,32.27,1.12,6.83,0.82,,,,
3169,亞信電子,1504295594,25320183,15868,59.41,65.8,50.7,57.88,62.8,30.78,2.78,47.77,5.22,,,,
3188,安茂    ,164811575,7647626,4131,21.55,22.7,20.1,21.29,21.6,NA,7.03,15.98,1.81,,,,
3219,倚強科技,54463816,3408643,1822,15.97,16.7,14.75,15.81,16.05,NA,6.23,8.58,1.85,,,,
3227,原相科技,12069459047,61236282,44317,197.09,212,173.5,194.32,208,30.81,2.89,46.85,4.8,,,,
3228,金麗科  ,182825736,3909364,2723,46.76,49.3,43,46.25,46.8,NA,5.08,6.89,3.54,,,,
3252,海灣科技,4868779,712538,246,6.83,8.49,5.71,7.12,6.4,NA,0,1.29,91.43,,,,
