櫃檯買賣股票成交資料彙總表  The Trading Summary of Listed Stocks,,,,,,,,,,,,,
100年07月 Jul. 11,,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 353,599,920,958元",,,,,,"3. 櫃檯買賣月總成交筆數： 3,448,634筆",,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Number of Transactions,,,,,,,
"2. 櫃檯買賣股票月總成交量： 8,295,407,222股",,,,,,4. 成交量週轉率： 12.59%（以上櫃股數計算）,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Turnover Rate,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading 　Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
　（ 筆 ）　　
Total Transactions",         成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield,週轉率（%）　　Turnover Rate,淨值比  （%）　　PBR
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,
3073,普格    ,45769140,3111990,1473,14.7,15.75,13.5,14.48,14.1,N/A,1.28,6.38,0.95
3087,翔準    ,1026584471,64036664,18920,16.03,17.1,14.8,15.78,15.95,15.64,0,22.47,1.12
3169,亞信電子,57854575,2097530,1328,27.58,31.65,24.05,27.15,26.4,10.73,9.47,3.96,1.59
3188,安茂    ,20959093,2291253,852,9.14,10.1,8.46,9.14,9.1,N/A,0,4.87,0.89
3219,倚強科技,1757273,365534,146,4.8,5.38,4.51,4.88,4.8,N/A,0,0.66,0.99
3227,原相科技,2639107757,28189216,20666,93.62,108,83,94.34,87.3,17.57,5.73,21.71,1.83
3228,金麗科  ,105401226,3049490,1991,34.56,40.7,30.05,34.21,31.2,N/A,0,5.16,2.83
3252,海灣科技,3723690,219766,168,16.94,18.3,14.8,16.95,15.75,6.25,0,0.44,4.7
3259,鑫創科技,28538792,1675205,897,17.03,19.1,16,17.05,16.05,N/A,2.49,2.68,1.12
3260,威剛科技,900126782,27651369,12873,32.55,37.3,28.75,32.65,34,N/A,8.76,12.11,1.12
3264,欣銓科技,2052205253,85630299,28233,23.96,26.35,21.15,24.07,24.35,8.63,4.93,19.02,1.31
3265,台星科  ,911616968,34036978,15721,26.78,30.9,23,26.11,24.3,5.50,6.83,24.98,1.14
3268,海德威  ,34965743,2009255,1249,17.4,19.15,15.55,16.59,16,145.45,0,6.55,1.67
3291,遠翔科技,100295815,3102573,1740,32.32,36.3,29.8,32.81,31.55,12.52,5.48,9.3,2.04
3317,尼克森  ,139777103,6776405,3767,20.62,24.5,18.25,20.89,19.9,40.61,5.03,11.03,0.74
3372,典範    ,82909629,13451606,3823,6.16,6.89,5.45,6.15,6.18,N/A,0,4.45,0.55
3438,類比科  ,144370811,2852049,2051,50.62,56,46.5,50.77,48.4,10.23,4.13,7.39,1.74
3527,聚積    ,783047732,6603071,5010,118.58,125,108,117.45,119.5,13.44,6.69,19.91,2.53
3529,力旺電子,462813011,6992772,4330,66.18,74.6,57.5,65.15,68,23.86,3.68,9.19,2.98
3553,力積電子,820701458,26184493,12063,31.34,34.2,28.95,31.07,29,N/A,17.24,45.74,1.68
3556,禾瑞亞  ,2574877618,29602432,19236,86.98,99.7,73,87.48,85.8,27.68,3.26,62.6,4.01
3567,逸昌    ,85510953,5061958,2020,16.89,18.15,15.05,16.19,16.3,8.72,6.13,12.65,1.13
3582,凌耀    ,1805170961,11263564,7629,160.26,178,139,159.35,166,26.90,3.33,31.67,5.02
5302,太欣半導,28918896,2568976,1231,11.25,12.1,10,11.17,11,N/A,0,1.58,1.46
5314,世紀民生,641685439,44300310,14609,14.48,15.95,13.2,14.09,13.3,6.82,0,39.53,1.29
5326,漢磊科技,1085844854,70806337,22053,15.33,17.35,12.9,15.33,15,7.69,0,21.68,1.41
5344,立衛科技,15518345,923879,403,16.79,17.4,16.3,16.74,16.85,16.20,6.82,1.16,1.47
5346,力晶    ,1435344655,365871536,48751,3.92,4.24,3.57,3.89,3.75,N/A,0,6.52,0.72
5347,世界先進,645266004,44551457,14455,14.48,15.6,13.65,14.5,14.2,11.01,4.23,2.7,1.1
5351,鈺創科技,686670414,49703027,16153,13.81,16.05,12.2,14.13,13.45,N/A,1.19,11.2,0.99
5387,茂德科技,44203712,65689616,5881,0.67,0.88,0.53,0.66,0.62,N/A,0,2.58,0.34
5425,台半    ,824151663,39858495,13549,20.67,23.45,18.1,20.74,19.5,8.33,6.15,16.34,1
5455,訊利電業,45250768,4181859,1830,10.82,11.55,8.85,10.08,11.45,N/A,0,11.4,1.83
5466,泰林科技,142116147,11097784,3780,12.8,14.2,11.7,12.92,11.95,4.02,8.37,4.54,0.63
5468,凱鈺科技,25520827,2987296,1281,8.54,9.6,7.61,8.17,8.01,N/A,0,3.77,1.42
5483,中美晶  ,10546901201,117404255,67715,89.83,97.8,81,88.77,86,7.48,1.98,29.2,1.68
5487,通泰    ,11682540,752893,388,15.51,16.1,15.05,15.52,15.35,14.76,8.14,1.66,0.92
6103,合邦電子,1230619,321172,58,3.83,3.85,3.5,3.7,3.8,N/A,0,0.58,1.68
6104,創惟科技,392984498,12288065,7706,31.98,36.5,28.2,31.8,30.3,N/A,0,14.2,1.75
6129,普誠科技,257888445,17188330,7006,15,17.6,13.5,15.03,14.35,15.11,6.97,9.5,1.09
6138,茂達電子,802285780,31307724,13531,25.62,29.5,21.6,25.9,26.2,33.59,5.73,24.05,1.62
6147,頎邦科技,7423177418,207483210,72118,35.77,43.3,31.9,36.66,33.55,7.86,0,34.94,1.22
6182,合晶科技,1780821790,42919294,25603,41.49,45.15,37.6,40.98,39.6,13.52,0,15.69,1.2
6198,凌泰科技,3425518,446362,257,7.67,8.81,7.11,7.73,7.31,N/A,0,1.28,0.97
6223,旺矽科技,3609307268,36538031,24538,98.78,117.5,88.2,99.3,94.6,8.36,0,46.52,2.28
6229,研通科技,15124178,1054501,567,14.34,15.15,13.3,14.37,14.4,9.60,3.47,2.95,1.11
6233,旺玖科技,398450545,14598883,7566,27.29,31.45,23.4,26.9,25.3,281.11,0,16.58,1.62
6236,凌越科技,3406248,559890,16,6.08,7.5,5.38,6.13,7.5,N/A,0,3.37,4.17
6237,驊訊電子,297965286,9022488,5375,33.02,36.9,29.3,32.89,33.55,N/A,0,11.72,1.52
6261,久元電子,3131106086,33723773,20669,92.84,103,82.5,92.16,91,10.57,3.41,33.13,1.85
6287,元隆電子,9493225,1729506,825,5.48,6.19,5.06,5.55,5.18,N/A,0,1.01,0.88
6291,沛亨半導,5943706,766429,440,7.75,8.75,6.9,7.66,6.9,N/A,0,1.57,1.06
8024,佑華微電,55108687,2697212,1058,20.43,23.25,18.2,20,18.8,10.80,10,4.72,1.12
8040,九暘    ,171535277,8331381,4505,20.58,24.65,18.65,21.05,19.1,19.10,5.45,9.31,1.31
8054,安國國際,545196141,11698996,6865,46.6,50.8,43.2,46.3,43.5,14.60,5.75,14.21,1.65
8066,福陞科技,12863060,1044625,161,12.31,16.5,9,12.03,11.65,N/A,0,0.94,43.15
8079,誠遠科技,99364126,4533991,1839,21.91,23.05,21.2,22.05,22.15,8.86,7.77,6.69,1.38
8084,巨虹電子,40766302,2923994,1309,13.94,14.95,12.45,13.49,13.8,N/A,0,7.22,1.69
8086,宏捷科技,2244216073,64133100,29154,34.99,39.8,30.7,34.9,31.85,27.46,0.63,50.94,2.22
8088,品安科技,248881400,15700378,6717,15.85,17.9,13.4,15.56,16.95,N/A,0,35.83,1.17
8277,商丞科技,257995721,12500071,6399,20.63,24.9,17.3,20.66,20.4,N/A,14.71,19.21,1.28
1569,濱川企業,1157960992,21652003,10041,53.48,61.6,44.8,50.31,61.6,154.00,3.23,31.12,2.92
3069,寶晟科技,5708966,513345,242,11.12,12.2,10.4,11.17,11.2,N/A,0,1.92,1.52
3071,協禧電機,38910726,3819415,1404,10.18,11.2,9.45,10.07,9.63,8.09,0,1.85,1.06
3088,艾訊    ,131112714,4557361,2225,28.76,31.4,26.8,29.04,28.45,10.09,4.57,5.89,1.7
3126,信億科技,199536342,6652637,2507,29.99,33,23.45,29.27,32.1,N/A,0,16.99,6.33
3171,天馳科技,54184139,3604334,1478,15.03,15.9,13.3,14.17,13.8,N/A,0,6.89,1.27
3211,順達科技,14081151934,99847491,58022,141.02,154,128,140.23,142.5,15.34,4.2,76.83,3.6
3213,茂訊電腦,229002618,3254158,2517,70.37,72.5,67.5,69.61,70.5,11.77,9.36,6.8,3.2
3217,優群科技,104531927,5648464,2283,18.5,19.75,15.85,18.56,15.9,8.59,9.43,6.77,1.01
3287,廣寰科  ,55871124,4272032,1902,13.07,15.15,11.1,12.79,12.05,14.52,10.79,9.72,0.93
3323,加百裕  ,752336479,24593596,10603,30.59,32.5,28.25,29.81,29,19.33,6.86,22.78,1.08
3325,旭品    ,2289494103,40396052,19070,56.67,62.3,50.3,56.59,61.7,N/A,1.94,60.94,3.46
3416,融程電  ,262819487,4263799,1791,61.63,70.1,51.9,61.67,56,10.87,8.04,9.38,2.03
3479,安勤    ,262651402,6220632,3623,42.22,46.95,39,41.91,40.3,12.40,6.95,14.02,1.84
3483,力致科技,170386397,5584855,3302,30.5,34.2,27.55,29.85,27.95,N/A,13.74,11.41,0.75
3489,筌寶    ,56244186,5011361,2053,11.22,12,9.73,11.14,11.1,N/A,8.02,9.5,0.9
3521,鴻翊    ,157137896,7361912,3452,21.34,24.5,19.25,20.63,22.35,N/A,0,23.54,1.67
3540,曜越    ,71225248,3119330,1901,22.83,26.8,20.1,22.64,21.8,36.95,8.44,5.13,0.98
3577,泓格科技,86949366,2111984,1412,41.16,42.8,38.9,41.3,40.7,16.75,1.47,4.86,2.3
3611,鼎翰科技,1651199321,14205690,9470,116.23,127,102.5,115.92,111,14.62,5.41,42.27,3.59
3625,西勝    ,740258381,35519748,15796,20.84,22.55,18.45,20.4,19.7,N/A,0,63.36,1.58
3652,精聯電子,13728910,451704,304,30.39,31.8,28.55,29.99,29.5,13.92,3.9,0.95,1.14
5371,中強光電,5340075351,146081191,54423,36.55,46.3,31.05,37.06,34,7.78,10.29,20.18,1.15
5384,捷元    ,16000759,1759170,612,9.09,9.8,8.8,9.1,9.1,N/A,0,1.9,0.71
5386,青雲國際,171306,7183,15,23.84,24.5,22.8,24.03,24.1,N/A,0,0.08,4.75
5426,振發實業,133619341,9866250,3023,13.54,14.65,12.3,13.45,12.3,10.88,7.32,6.86,0.82
5438,東友    ,66248723,3550195,1430,18.66,21.85,16.1,18.52,16.75,12.14,9.55,3.15,1.07
5450,寶聯電腦,84979432,3920172,1414,21.67,23.5,20.05,21.85,21.9,N/A,0,7.78,1.73
5465,富驊企業,16253448,3094862,707,5.25,5.6,4.61,5.13,4.9,490.00,0,1.3,0.84
5474,聰泰科技,59007258,3657213,1832,16.13,17.2,14.35,15.45,15.3,N/A,6.54,10.84,1.22
5490,同亨科技,573257020,16597220,7317,34.53,36.1,31.95,33.76,32.5,7.97,10.22,17.58,1.8
6105,瑞傳科技,133735248,5412359,2367,24.7,26.1,24,24.79,24.55,10.23,8.15,4.92,1.02
6121,新普科技,15969962360,62849950,39475,254.09,270,231.5,254.71,248.5,18.71,2.62,22.43,4.51
6123,上奇科技,599511770,18583259,9667,32.26,38.6,28,32.18,35.05,10.19,7.99,38.51,1.94
6150,撼訊科技,443457730,14419425,7484,30.75,32.15,28.5,30.06,31.3,16.56,7.99,22.12,2.04
6160,欣技資訊,214905598,5863176,3074,36.65,40.2,33,35.4,36.1,13.94,6.93,8.26,2.39
6161,捷波資訊,85949358,6348492,2212,13.53,14.2,12.9,13.46,12.9,13.58,2.33,5.93,0.85
6188,廣明光電,539885120,22356328,8696,24.14,26.3,21.85,23.85,23,13.77,8.7,7.84,0.82
6199,精威科技,7210054,952195,403,7.57,9,7.03,7.51,7.15,N/A,0,1.5,0.91
6219,富旺    ,5101299,257640,203,19.8,21,18.3,19.68,20,11.36,0,0.16,2.5
6222,上揚科技,14787238,1396236,589,10.59,11.55,10,10.24,10.1,37.41,0,2.49,1.21
6228,全譜科技,9874141,1152413,598,8.56,9.15,8.07,8.5,8.16,N/A,0,2.8,0.77
6247,淇譽電子,28857650,1945150,911,14.83,15.25,14.45,14.84,14.7,28.27,3.06,3.22,0.95
6298,崴強科技,1889379156,92979301,27893,20.32,24.8,14.4,17.03,23,69.70,0.87,55.19,1.65
8050,廣積    ,190117507,4089270,2609,46.49,48.25,44.5,46.51,45.8,12.76,5.55,6.03,1.91
8076,伍豐科技,718318500,15162508,8896,47.37,52.2,43,47.32,45.85,N/A,3.1,8.95,3.14
8114,振樺電  ,103700927,1886049,1429,54.98,57.5,53.5,54.7,54.2,10.13,8.36,3.09,2.8
8210,勤誠興業,770238499,17036774,8345,45.21,47.4,42,45.03,43.7,10.87,6.54,14.75,2.53
8234,新漢    ,1047223458,27381956,13395,38.24,41.6,32.8,37.16,38.4,14.38,2.6,31.33,2.26
8299,群聯電子,9419476639,64558374,43244,145.9,167,129,147.54,145,14.74,2.99,36.14,2.7
8410,森田印刷,94602200,1494380,1028,63.3,66.6,60.9,63.56,60.9,14.50,6.57,4.08,2.04
3066,李洲科技,17911431,1828160,814,9.79,10.7,9.35,9.78,9.53,N/A,0,1.29,1.08
3128,昇銳電子,46843171,3299941,1154,14.19,14.95,13.1,13.84,14.2,N/A,10.56,7.86,0.91
3230,錦明實業,33101119,2833914,949,11.68,12.3,11,11.62,11.7,N/A,0,2.67,0.73
3297,杭特電子,44173007,1641853,837,26.9,28.2,25.35,26.61,26.85,30.17,4.47,4.75,1.19
3339,泰谷光電,553931603,18996092,8213,29.16,31,27,28.41,29.5,42.14,0,6.88,1.51
3362,先進光  ,10374678,464069,262,22.35,23.3,21.5,22.37,21.6,N/A,0,0.6,2.36
3434,哲固資訊,22720485,1955550,851,11.61,12.3,9.95,10.95,12,N/A,0,5.96,1.19
3441,聯一光學,2355541674,41985164,23609,56.1,62.4,50.5,54.14,58.2,31.63,0.86,133.58,2.7
3452,益通光能,1597736123,57280556,22752,27.89,30,25.8,27.21,26.2,N/A,0,11.95,0.98
3455,由田新技,1351966268,21858671,14493,61.85,65,56.3,61.28,61.8,11.24,4.82,36.23,2.03
3490,單井    ,110663127,3128880,1796,35.36,39.2,33.5,35.35,34.25,7.35,1.46,8.95,1.45
3516,亞帝歐  ,73472186,5718246,2354,12.84,13.95,11.1,12.37,12.8,N/A,3.91,7.52,0.42
3520,振維    ,46064221,2984569,1065,15.43,16.75,13.85,14.9,14.2,N/A,3.52,5.82,0.93
3522,宏森    ,332155547,13087985,6772,25.37,28.5,22.55,24.82,23.4,13.37,5.13,27.58,1.07
3523,迎輝科技,253478113,9637067,4893,26.3,30.6,22.75,26.04,25.7,N/A,0,9.52,0.99
3531,先益電子,28901428,1144793,628,25.24,28.2,22.75,25.1,23.6,13.26,5.08,1.89,0.85
3562,頂晶科技,13340301,550559,470,24.23,27.9,21.45,23.76,21.6,N/A,0,1.05,1.74
3615,安可光電,6436365598,48874457,34071,131.69,146,113,129.69,134.5,31.57,0.74,106.28,4.79
3623,富晶通  ,797360807,19199056,11344,41.53,45.8,36.5,40,37.5,N/A,1.87,33.58,3.24
3629,卓韋光電,29860990,1098355,804,27.18,30,25,27.31,27.9,41.64,1.76,4.18,2.12
3630,新鉅科  ,3095280814,29016806,20516,106.67,123.5,92.6,104.76,97,18.62,3.14,34.04,3.47
3685,政翔    ,60254832,2327692,1590,25.88,29,22.9,25.92,23.75,9.42,6.48,5.67,1.37
3691,碩禾    ,6972630636,11690378,10811,596.44,730,492,585.9,540,13.98,5.19,26.49,5.13
4729,熒茂光學,880838794,19277632,9835,45.69,50.6,40,44.9,42.6,38.38,0,18.92,1.85
4933,友輝    ,152089900,1764000,1399,86.21,90,82.7,83,83,17.33,4.82,3.64,2.43
4944,兆遠    ,909827085,19687676,11620,46.21,57.9,38.05,45.23,40.15,8.21,5.48,21.41,1.65
5315,光聯科技,97022457,13991503,4129,6.93,7.8,5.99,6.62,6.85,N/A,0,8.8,0.8
5392,應華精密,2798781968,26594271,18149,105.24,116.5,92.2,101.58,111.5,11.38,4.48,35.87,2.48
5395,圓方創新,4863260,229770,167,21.16,23.7,18,19.61,21.65,N/A,0,0.9,2.15
5432,達威光電,693943,120884,99,5.73,6.29,5.31,5.84,5.49,5.04,0,0.26,1.52
5443,均豪精密,259698793,21034725,7079,12.34,13.45,11.35,12.24,11.35,6.38,6.26,9.23,0.84
6125,廣運機械,474126459,20700322,7016,22.9,24.1,21.5,22.97,22.9,13.09,4.32,8.5,0.86
6156,松上電子,2648120,903537,331,2.93,3.63,2.28,2.78,2.32,N/A,0,0.23,1.05
6167,久正光電,3338447,1775488,538,1.88,2.2,1.6,1.92,1.69,N/A,0,1.09,0.47
6234,高僑    ,56139534,2684098,1312,20.91,22.5,19.55,20.64,19.9,132.67,0,3.76,0.6
6244,茂迪    ,6590622592,67229962,39405,98.03,115,88.3,97.03,89.9,6.93,7.79,15.37,1.42
6246,臺龍電子,1531510426,69413343,25938,22.06,25.5,18.9,22.01,23.5,36.72,0,41.3,1.93
6294,智基科技,2209871,74206,88,29.78,32.5,26.05,29.66,31.5,N/A,0,0.48,4.67
8049,晶采光電,162444031,15679273,4092,10.36,11.7,9.03,10.28,9.9,N/A,0,14.4,0.87
8053,巨擘科技,87884834,12403580,2952,7.08,7.6,6,7.04,6.53,N/A,0,3.01,0.51
8064,東捷科技,247412942,16048638,6164,15.41,16.7,13.2,14.86,14.7,21.62,0,12.15,0.9
8069,元太科技,20822784762,376175740,139825,55.35,62.2,49.9,54.85,59.9,12.91,4.44,34.85,2.51
8071,豐聲科技,33384899,1178490,747,28.32,32.8,25.25,28.23,25.9,38.09,0,3.49,2.19
8077,冠華科技,198838,29209,24,6.8,8.09,5.95,6.82,7.29,N/A,0,0.05,2.72
8087,華鎂鑫  ,6477929,636892,354,10.17,11.2,9.5,10.16,10.1,N/A,1.49,1.81,0.89
8107,大億科技,72991141,6033906,2401,12.09,13.4,11,12.24,11.8,28.10,0,3.51,0.73
8111,立碁電子,153526360,9516994,4066,16.13,19.15,14.05,16.2,14.8,N/A,0,6.66,1.05
8240,華宏新技,1315674780,18199377,10379,72.29,78.4,66.6,70.14,67,10.55,4.78,24.44,1.56
8266,中日新  ,57066169,4560607,1926,12.51,14.3,11.65,12.63,12.55,N/A,0,6.41,1.31
3068,美磊科技,391927178,7190312,4219,54.5,59,50,54.83,55,9.79,5.45,10.02,2.34
3095,及成    ,306878172,20613700,7515,14.88,16.4,12.8,14.43,14,N/A,0,9.47,0.94
3152,璟德電子,1067382780,9722437,6461,109.78,130,96.1,109.8,105.5,14.39,4.74,14.09,2.74
3221,台灣嘉碩,23191431,1386570,613,16.72,17.85,16,16.68,16.75,18.21,3.88,1.69,0.89
3234,光環    ,268547613,11002380,5219,24.4,26.45,22.55,23.97,22.55,19.78,4.43,11.81,1.64
3290,東浦    ,2380570157,73757429,29370,32.27,35.2,28.6,31.59,32.4,13.73,1.54,99.24,2.44
3306,鼎天國際,246752299,8040593,4471,30.68,32.9,28.2,30.61,29.6,16.91,5.07,11.12,1.27
3363,上詮    ,218627749,6361950,3524,34.36,42.2,27.8,35.9,27.85,13.01,4.31,10.61,1.69
3431,長天科技,517968145,26354621,11419,19.65,22.2,15.2,18.91,19.6,N/A,0,55.69,3.28
3454,晶睿通訊,913763362,10417942,6639,87.71,92,80.1,86.35,0,,#0,16.54,3.82
3491,昇達科技,1157135131,17674643,8583,65.46,73.5,58,64.24,59.6,34.85,3.67,39.98,2.83
3499,環天科技,362442107,17596750,8948,20.59,24.1,15,19.07,21.2,N/A,4.72,33.11,1.33
3632,研勤科技,3646151627,44653059,25245,81.65,98.7,59.8,84.64,83.7,36.71,2.15,182.45,4.57
4903,聯光通信,86544223,9383413,3186,9.22,10.15,8.45,9.12,9,25.71,5,12.32,0.84
4905,台聯電訊,33999758,1604000,289,21.19,21.2,20.2,20.7,21,7.45,0,2.83,1.19
4907,春雨開發,405229,89632,21,4.52,4.7,4.42,4.56,4.7,N/A,0,0.28,9.4
4908,前鼎光電,134043730,3538446,2406,37.88,41.2,35,37.82,35.7,14.17,5.6,4.97,2.38
4909,新復興  ,495326073,11882460,6450,41.68,47.5,38.5,42.42,40.7,11.12,6.14,14.13,1.7
5304,鼎創達  ,67289656,7064540,3008,9.52,10.45,8.18,9.32,9.12,152.00,0,3.8,1.7
5306,訊康科技,137620870,12705359,3382,10.83,13.25,8.05,9.49,13.25,N/A,0,15.82,2.35
5348,系通科技,35945467,2361840,1108,15.21,16.3,14,14.72,15.2,N/A,0,9.1,1.82
5353,台林通信,94785249,6830619,2909,13.87,15.15,13,13.68,13.4,14.57,2.69,7.03,0.95
6109,亞元科技,26524485,2594408,947,10.22,11.65,9.5,10.18,9.59,N/A,3.75,3.57,0.92
6143,振曜科技,407382002,9188912,5954,44.33,48.2,40.05,43.97,45.45,10.31,3.52,13.01,1.96
6163,華電聯網,97142619,7910693,3014,12.27,13.5,11.2,12.13,11.55,N/A,5.19,8.58,0.91
6170,統振    ,1351788023,51764669,17516,26.11,28.2,24.05,25.52,26,89.66,0,57.65,2.01
6190,萬泰科技,166786960,12280806,4098,13.58,14.2,12.9,13.48,12.9,13.87,2.33,9.49,1.04
6218,豪勉科技,496376325,10964382,5949,45.27,48.9,39.1,45.55,39.35,7.90,10.17,18.77,1.93
6241,易通展  ,2849524,181478,145,15.7,16.85,14.6,15.8,16.05,28.66,0,0.6,2.04
6245,立端科技,271381691,11318988,5170,23.97,25.5,22,23.6,23.1,256.67,1.08,17.29,1.63
6263,普萊德  ,13923156,588908,465,23.64,24.9,22.5,23.74,22.85,14.46,8.75,1.01,1.51
6264,德士通  ,361795656,17113246,7495,21.14,23.1,18.75,20.74,21,91.30,0,15.91,2.88
8034,榮群電訊,20881008,3408928,1214,6.12,7.09,5.81,6.24,5.9,N/A,0,5.42,0.67
8048,德勝科技,26176931,1796000,985,14.57,16.9,13,14.81,15.45,24.92,6.47,3.67,1.23
8059,凱碩    ,52491249,4302465,1771,12.2,12.85,11.6,12.06,11.9,N/A,15.13,4.65,1.11
8082,捷超通訊,1130184453,59859044,16277,18.88,22.2,12.55,18.14,12.6,N/A,0,105.74,1.25
8097,鴻松精密,2378964,743817,206,3.19,3.58,2.4,3.14,2.41,N/A,0,1.84,0.93
1333,恩得利  ,11660337,1527184,679,7.63,8.14,7.15,7.59,7.17,N/A,0,1.49,1.06
1336,台翰    ,19256749,1154622,598,16.67,17.6,15.9,16.82,16.9,34.49,3.55,1.74,0.66
1815,富喬    ,929527319,35208892,13265,26.4,27.75,24,26.32,26.2,9.00,0,12.42,1.53
3078,僑威科技,139512201,8447316,2605,16.51,17.55,15.55,16.33,15.7,16.35,9.43,4.01,1.11
3089,展成科技,27917284,2501445,897,11.16,12.6,10.5,11.15,10.95,19.55,2.74,4.79,0.98
3092,鴻碩精密,53800998,2411619,1374,22.3,23.9,20.35,21.84,20.5,11.71,5.85,3.78,1.06
3114,好德科技,845073639,49370816,20154,17.11,18.8,13.6,16.64,15.85,1585.00,3.15,98.71,1.05
3115,寶島極光,20876554,1378488,574,15.14,16.5,13.75,14.49,14.45,N/A,0,3.15,1.8
3144,新揚科  ,35162642,2592572,1009,13.56,14.6,13.1,13.79,13.45,7.35,0,3.36,2.48
3191,和進電子,13328584,1414305,543,9.42,10.2,8.9,9.42,9.2,11.65,0,2.61,0.67
3202,樺晟電子,114674811,9892214,3116,11.59,12.3,9.8,10.83,11.3,N/A,1.77,12.53,0.66
3206,志豐電子,326924116,10448432,5787,31.28,34,28.05,30.4,30.2,14.11,1.66,26.7,1.85
3207,耀勝電子,15933934,1201744,603,13.25,14.45,12.65,13.5,13.1,13.23,3.82,3.21,0.95
3226,至寶電腦,15882886,982287,472,16.16,16.95,14.6,15.89,14.8,N/A,0,2.28,1.8
3236,千如電機,29208583,1777651,935,16.43,17.2,15.7,16.37,17.15,13.50,1.17,4.09,1.08
3276,宇環科技,28172454,1965986,400,14.32,15.1,13.3,14.44,14.8,N/A,0,2.82,1.46
3288,點晶科技,38371372,1974291,1198,19.43,21.1,17.4,18.86,18.8,144.62,0,3.97,1.82
3294,英濟    ,1756539078,80995304,27820,21.68,24.1,18.45,20.81,22.65,N/A,0,59.2,1.15
3299,帛漢    ,280926543,7487531,4246,37.51,41.5,33.75,37.19,34.5,8.71,8.7,14.35,1.48
3310,佳穎精密,25733308,2259260,986,11.39,12.25,10.7,11.35,11,N/A,0,5.69,1.21
3313,斐成企業,42971542,2869986,1372,14.97,17.3,13.85,15.14,14.35,8.39,0,3.43,0.84
3322,建舜電子,30033483,2357645,822,12.73,13.3,12.1,12.75,12.8,N/A,3.91,2.84,0.99
3332,幸康電子,39524443,824583,642,47.93,52.9,42.5,46.95,44.8,8.65,8.93,1.71,1.63
3354,律勝    ,114342425,5305718,2244,21.55,25.85,18.2,21.48,20.35,13.04,4.18,6.65,1.19
3390,旭軟電子,1818335150,40121673,14822,45.32,47.6,42.5,44.89,46.1,14.92,4.77,75.99,2.65
3465,祥業科技,8889271,1139592,648,7.8,8.38,7.41,7.87,7.76,N/A,0,4.01,1.49
3484,崧騰    ,81358373,3058064,1535,26.6,28.3,25.05,26.26,26.8,8.67,9.1,5.88,1.13
3511,矽瑪科技,141343672,3150209,2031,44.86,50.5,39.8,44.2,40,7.81,12.5,8.18,1.49
3512,能緹    ,40015265,2066155,1242,19.36,24.5,16.1,19.43,17.85,N/A,0,4.92,1.26
3526,凡甲科技,271752832,4490553,3038,60.51,62.5,57.5,60.4,60.8,16.13,12.75,7.83,2.54
3537,堡達    ,54495478,2197204,1356,24.8,26.55,23.35,24.59,23.85,18.07,4.19,4.74,1.5
3548,兆利科技,38211089,1845925,994,20.7,22.5,19,20.77,20.4,19.07,4.9,3.65,0.49
3609,東林科技,40475831,1150298,698,35.18,40,31.25,34.92,32.9,16.70,3.65,3.67,1.32
3624,光頡科技,1427278274,30649384,16576,46.56,56.6,37.5,45.54,49.8,20.58,3.01,35.23,2.33
3631,晟楠    ,643190939,10338790,5836,62.21,69.2,53.5,60.03,57.5,14.97,5.37,14.36,2.82
4912,KY聯德  ,9604589,320003,246,30.01,31.6,28.9,30.09,30.2,10.31,0,1.15,1.58
5301,祥裕電子,316108,135174,73,2.33,2.76,2.04,2.54,2.05,N/A,0,0.42,0.53
5309,系統電子,76818525,7691604,2476,9.98,11,8.62,10.1,9.9,N/A,0,5.04,1.12
5317,凱美電機,61445543,6177163,1828,9.94,10.8,9.5,9.94,9.8,14.41,0,4.53,0.8
5321,友銓電子,11173024,3346302,890,3.33,3.69,3,3.37,3.39,N/A,0,2.23,0.49
5328,華容    ,83743429,10255326,2758,8.16,8.95,7.33,8.14,8.22,9.13,0,4.5,0.78
5340,建榮工業,29891398,4173877,885,7.16,7.65,6.91,7.15,6.98,16.62,0,2.52,0.78
5345,天揚    ,50452735,7466094,2140,6.75,7.54,5.51,6.37,6.35,N/A,0,14.93,0.62
5349,先豐通訊,3222338973,111875555,40480,28.8,31.4,26,28.28,27.15,20.41,1.58,55.59,1.92
5355,佳總興業,350157351,27768899,7830,12.6,14.55,10.75,12.41,11.6,N/A,0,19.33,1.54
5356,協益電子,1805764170,35295124,17177,51.16,56.3,47,50.78,47.3,4.65,10.57,26.65,1.53
5364,浩騰    ,4995152,2647989,362,1.88,2.15,1.8,1.88,1.87,N/A,0,1.25,1.57
5381,合正科技,65283129,16236117,3709,4.02,4.36,3.71,3.93,3.75,N/A,0,5.38,0.43
