櫃檯買賣股票成交資料彙總表  The Trading Summary of Listed Stocks,,,,,,,,,,,,,,,
"101年2月 Feb., 12",,,,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 459,457,575,866元",,,,,,"3. 櫃檯買賣月總成交筆數： 4,903,874筆",,,,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Number of Transactions,,,,,,,,,
"2. 櫃檯買賣股票月總成交量： 11,868,461,438股",,,,,,4. 成交量週轉率： 17.38%（以上櫃股數計算）,,,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Turnover Rate,,,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading 　Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
　（ 筆 ）　　
Total Transactions",       成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield, 週轉率（%）　 　Turnover Rate, 淨值比（%）　　PBR,,
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,,,
3266,昇陽開發,53049070,3079768,1534,17.22,18.5,14.75,17.12,17.05,6.46,4.69,3.7,1.25,,
4102,永日化工,2128917523,41593876,26023,51.18,55.2,45.1,50.99,51.6,25.93,3.88,98.16,2.77,,
4103,百略    ,134134560,2697722,1966,49.72,51.5,48,49.46,49.55,13.54,6.05,2.21,2.26,,
4105,東洋藥品,5809860780,50523856,28012,114.99,126,103,113.85,121.5,42.19,2.14,29.28,7.88,,
4107,邦特生技,287684220,10759530,5814,26.73,29.2,24,26.47,27.1,19.22,6.64,13.75,1.78,,
4109,加捷    ,122215042,6294689,3403,19.41,20.85,17.55,19.27,19.8,52.11,2.98,12.4,1.41,,
4111,濟生    ,395666868,17289838,7429,22.88,25.3,17.15,21.91,23.95,48.88,2.09,34.46,1.49,,
4114,健喬信元,427826607,14075021,6825,30.39,34.3,25.75,29.58,30.25,N/A,2.02,16.33,2.24,,
4120,友華生技,820826486,17592996,10377,46.65,50.8,39.6,46.16,47.3,15.46,1.37,20.28,1.9,,
4121,優盛醫學,80240937,5756488,2886,13.93,15.1,12.2,13.69,13.65,17.5,5.86,7.85,0.91,,
4123,晟德    ,435263666,11795691,6188,36.9,41.6,31.8,36.32,38.7,113.82,3.23,12.04,2.3,,
4126,太平洋醫,1010837547,11295672,8117,89.48,98.7,84.1,89.04,91.9,16.32,4.48,18.82,3.81,,
4127,天良    ,148907950,8230722,4476,18.09,19.45,16.7,17.97,18.15,N/A,0,17.99,1.2,,
4128,中天生技,4346970087,106224305,54277,40.92,42.8,39.05,40.54,41,17.15,6.1,38.78,2.21,,
4129,聯合骨科,264856091,7015144,4314,37.75,41.3,34.25,36.9,37.6,33.27,1.81,15.13,2.68,,
4130,健亞    ,3477766429,96273126,47507,36.12,46.45,25,35.69,40.3,54.46,0,99.34,4.29,,
4131,晶宇生技,88853319,5288592,2806,16.8,19,12.8,16.36,16.6,N/A,0,10.95,2.74,,
4138,曜亞國際,805522141,6765564,4938,119.06,130.5,105.5,119.47,124,22.71,4.03,25.53,3.5,,
4139,F-馬光  ,104308577,1297702,332,80.37,83,76,80.2,80.6,40.91,0,6.49,4.78,,
4154,F-康樂  ,583841730,10102544,6627,57.79,66.4,48.7,57.48,54,15.74,3.57,46.34,4.59,,
4728,雙美    ,2170279453,49219375,27836,44.09,49.6,37.85,43.86,46.3,40.61,0,90.37,4.27,,
4735,豪展    ,30356467,2237604,1066,13.56,14.8,11.5,13.43,13.2,N/A,3.79,7.79,1.02,,
4736,泰博    ,164491032,3276550,2050,50.2,53.5,47.35,50.39,52.3,19.96,7.9,5.18,1.78,,
4743,合一    ,1098949567,43934402,19582,25.01,28.5,19.7,24.11,26,144.44,1.73,37.76,2.2,,
4911,德英    ,116805193,1979854,1580,58.99,64,52,59.13,61,N/A,0,3.6,4.06,,
8403,盛弘    ,108500981,3480310,2486,31.17,33.8,27.5,30.82,30.5,18.37,5.9,8.01,1.61,,
8908,欣雄    ,3042660,143341,160,21.22,22.4,20.65,21.18,21.4,17.4,6.54,0.16,1.89,,
8917,欣泰    ,939640,22032,23,42.64,43,42.2,42.6,43,20.09,5.12,0.02,2.88,,
8927,北基加油,26971107,1933999,463,13.94,14.5,13.35,13.89,14,N/A,2.14,1.71,1.3,,
8931,大園汽電,127259339,7878938,3352,16.15,17.8,14,15.81,16.9,28.17,5.33,7.39,1.25,,
3073,普格    ,27236234,2014944,793,13.51,14.2,12.65,13.51,13.6,N/A,0,4.12,0.93,,
3087,翔準    ,292534497,23615929,4664,12.38,13.2,11.5,12.52,12.9,10.84,0,8.97,0.87,,
3105,穩懋    ,5569957451,128789585,49462,43.24,47.1,38.6,43.54,46.7,30.72,1.76,19.86,3.25,,
3169,亞信電子,660061027,17082990,8693,38.63,44.5,25,34.87,40.5,22.88,6.17,32.22,2.78,,
3188,安茂    ,18831878,2335100,779,8.06,8.52,7.2,8.08,7.81,N/A,0,5.18,0.82,,
3219,倚強科技,2981982,496363,105,6,6.85,5.54,6.03,5.82,N/A,0,0.89,1.38,,
3227,原相科技,4261748271,48319139,30322,88.2,96,79.2,87.93,87.4,32.01,5.49,36.82,1.99,,
3228,金麗科  ,129845528,4690465,3146,27.68,32.25,19.5,27.22,28.95,N/A,0,7.94,2.86,,
3252,海灣科技,3955498,186803,200,21.17,23.05,19.75,21.12,21.4,4.31,0,0.53,3.63,,
3259,鑫創科技,34254575,2495410,1105,13.72,14.9,11.6,13.73,14.2,N/A,0,3.99,1.09,,
3260,威剛科技,3587721456,86438750,34680,41.5,46.85,32.8,41.05,43.7,N/A,0,38.28,1.46,,
3264,欣銓科技,2368900022,100541761,31320,23.56,24.8,22.05,23.63,24.2,11.98,8.68,22.1,1.45,,
3265,台星科  ,1790290508,57850975,20029,30.94,36,24.55,30.26,33.8,9.97,4.91,42.46,1.61,,
3268,海德威  ,63929313,4832816,2555,13.22,14.3,12.1,12.96,12.5,N/A,0,11.33,1.28,,
3291,遠翔科技,161140470,5396975,2911,29.85,32.1,26.5,29.42,31,11.57,7.9,15.48,2.1,,
3317,尼克森  ,209564933,12367140,5803,16.94,19.25,13.5,16.38,17,N/A,2.35,20.19,0.67,,
3372,典範    ,126419277,23086204,5723,5.47,6.17,4.6,5.39,5.51,N/A,0,7.63,0.51,,
3438,類比科  ,667151635,14278424,8173,46.72,51.8,38.5,46.68,48.1,15.52,6.65,36.98,1.84,,
3527,聚積    ,2939509364,23387350,15741,125.68,141,114,123.7,131.5,17.39,6.08,70.54,2.92,,
3529,力旺電子,6004139764,68367430,39228,87.82,97.8,72.5,87.26,89.7,39.34,2.79,89.35,4.29,,
3553,力積電子,1005118308,41950330,19702,23.95,27.6,18.6,23.38,22.35,N/A,9.84,65.89,1.71,,
3555,擎泰    ,6315264437,69840262,47127,90.42,103,80.8,89.93,90.7,7.32,9.92,109.41,3.14,,
3556,禾瑞亞  ,3525403150,47576392,32040,74.09,78.8,67.6,73.14,71.3,13.93,3.93,100.61,3.29,,
3567,逸昌    ,21941527,2275950,992,9.64,10.3,8.58,9.58,9.97,23.74,15.35,5.69,0.76,,
3582,凌耀    ,4316588887,31061150,19913,138.97,162.5,106.5,138.77,151,22.04,3.66,87.25,5.16,,
3680,家登    ,147158077,3490268,2222,42.16,46.8,37.7,41.6,44.8,17.43,4.46,8.39,2.75,,
4947,F-昂寶  ,1288050812,10302714,7053,125.02,144.5,102,124.5,125.5,18.54,0,24.22,4.55,,
4966,F-譜瑞  ,422687357,983479,942,429.78,465,386,427.37,458,74.35,0,1.92,11.48,,
5302,太欣半導,28856981,3176422,1291,9.08,9.6,7.35,9.03,9.2,N/A,0,1.96,1.28,,
5314,世紀民生,1190070267,78500717,22471,15.15,18,12.55,14.3,16.7,9.54,0,69.84,1.61,,
5326,漢磊科技,1440953853,118605902,27522,12.14,13.55,9.77,11.87,12.6,10.68,0,36.31,1.11,,
5344,立衛科技,20983890,1721078,880,12.19,14.55,9.22,12.46,12.9,17.92,7.21,2.17,1.19,,
5346,力晶    ,302518769,236725141,14013,1.27,1.43,1.13,1.27,1.18,N/A,0,4.27,0.34,,
5347,世界先進,847358217,66958858,16429,12.65,13.5,11.95,12.65,13,18.31,4.62,4.14,1.04,,
5351,鈺創科技,734046018,60900604,18215,12.05,13.15,10.45,11.91,12.45,N/A,2.57,13.46,1.01,,
5425,台半    ,1305582458,73788416,22751,17.69,18.75,15.25,17.42,17.35,9.38,6.92,30.24,0.88,,
5455,訊利電業,26562045,4315443,1609,6.15,7.04,4.31,6.02,6.7,N/A,0,11.77,1.23,,
5466,泰林科技,364132434,35083740,9745,10.37,11.3,8.64,10.28,11.2,15.77,8.93,14.36,0.71,,
5468,凱鈺科技,16154649,1648741,944,9.79,10.9,8.5,9.75,10.25,N/A,0,3.68,1.12,,
5483,中美晶  ,15473767727,242237214,128404,63.87,69.6,57.9,63.55,61,10.29,9.02,54.67,1.37,,
5487,通泰    ,24931381,1733795,628,14.37,14.9,13.6,14.33,14.3,16.44,6.99,3.92,0.89,,
6103,合邦電子,458488,126778,132,3.62,3.8,3.11,3.61,3.32,N/A,0,0.23,2.01,,
6104,創惟科技,890784684,32862184,15249,27.1,30.8,25,26.66,25.45,N/A,0,37.98,1.53,,
6129,普誠科技,297686775,24606418,8537,12.09,13.35,9.67,11.91,12.2,38.13,8.2,13.6,0.98,,
6130,基因科技,15269561,168619,296,90.54,104,78.6,90.45,81.9,21.11,0,0.68,10.58,,
6138,茂達電子,1197919226,51251639,21031,23.37,25.3,19.6,22.82,23.35,58.38,6.42,39.36,1.54,,
6147,頎邦科技,10867712220,297222789,106547,36.56,39.4,33.3,36.35,35.6,12.07,5.62,49.77,1.32,,
6182,合晶科技,4466389497,172552008,74351,25.88,29.5,21.2,25.61,27,16.67,4.81,61.24,1.02,,
6198,凌泰科技,8889995,1305143,516,6.81,7.44,5.68,6.78,6.74,N/A,0,3.75,0.93,,
6223,旺矽科技,4064211314,50543165,33395,80.41,84.6,73.2,79.88,79.7,7.63,7.26,64.3,1.99,,
6229,研通科技,61037426,5146607,2357,11.85,12.9,10.25,11.64,11.85,16.46,9.2,14.39,0.94,,
6233,旺玖科技,531460430,28143665,12543,18.88,20.65,16.4,18.83,19,135.71,0,31.97,1.21,,
6236,凌越科技,382741,22100,21,17.31,20.25,15.8,18.47,17.8,15.61,0,0.33,2.67,,
6237,驊訊電子,707116516,29218520,13785,24.2,27.55,20.4,23.6,25.65,N/A,0,37.95,1.21,,
6261,久元電子,3143731251,39745566,21938,79.09,86.6,67.5,76.55,81.5,11.13,5.84,37.32,1.86,,
6287,元隆電子,65937725,13528398,3808,4.87,5.52,4.37,4.78,0,N/A,0,7.93,0.88,,
6291,沛亨半導,27698048,4495787,1502,6.16,6.86,5.15,5.94,5.95,N/A,0,9.21,1.1,,
8024,佑華微電,62704079,3860270,1677,16.24,17.8,15,16.16,15.9,33.13,11.82,6.96,1.03,,
8040,九暘    ,271826353,18767549,8011,14.48,15.75,12.05,14.23,14,N/A,7.43,21.2,1.04,,
8054,安國國際,936186793,20168371,10547,46.41,49.2,42.5,45.94,45.95,14.73,5.44,24.49,1.8,,
8066,政德光電,619511,117752,24,5.26,6.9,4.66,5.62,4.83,N/A,0,0.11,53.67,,
8079,誠遠科技,87047176,5607676,2747,15.52,16.55,14.45,15.55,15.7,7.81,13.82,7.52,1.08,,
8084,巨虹電子,14514789,1506696,579,9.63,11.1,7.81,9.52,9.85,N/A,0,3.73,1.33,,
8086,宏捷科技,3202471749,119816625,42810,26.72,30.7,23.05,25.85,28.6,32.87,2.45,92.27,2.04,,
8088,品安科技,189040923,14948158,5241,12.64,13.75,10.65,12.37,13.25,N/A,0,33.58,0.97,,
8277,商丞科技,380663901,19472524,8774,19.54,22.35,15.3,19.29,21.6,N/A,0,29.93,1.59,,
1569,濱川企業,4537620499,63300926,34666,71.68,78.9,62,71.82,74.1,39.63,1.16,85.5,2.84,,
3071,協禧電機,31118130,3515699,1414,8.85,9.27,7.82,8.86,8.78,17.22,0,1.9,0.9,,
3088,艾訊    ,91647320,3963582,2071,23.12,24.55,21,22.84,23.2,12.96,9.48,5.12,1.51,,
3126,信億科技,53683810,1451540,888,36.98,40,35.5,37,36.5,N/A,0,3.01,4.75,,
3171,天馳科技,11950755,871836,493,13.7,14.6,12,13.26,12.8,N/A,0,1.67,1.25,,
3211,順達科技,16417357876,101544324,61732,161.67,176,144,162.32,172.5,17.82,3.47,77.91,4.22,,
3213,茂訊電腦,336365500,5562586,4063,60.46,63,57.6,60.39,61.7,10.46,8.91,10.04,3.2,,
3217,優群科技,54475769,4348246,1978,12.52,13.15,11.45,12.52,12.7,10.58,11.81,5.21,0.87,,
3287,廣寰科  ,41270998,3423336,1455,12.05,12.7,10.6,11.91,12.15,N/A,10.7,7.79,1.03,,
3323,加百裕  ,478126661,22646311,9210,21.11,23.45,18.7,20.7,22.25,N/A,6.74,22.21,0.85,,
3325,旭品    ,720180525,39797297,15352,18.09,20.5,14.7,17.93,18.5,N/A,2.65,59.31,1.08,,
3416,融程電  ,59364194,1250312,956,47.47,50,43.55,47.61,48.85,12.03,9.21,2.75,2.05,,
3479,安勤    ,182562530,6316339,3077,28.9,30.4,27.2,28.77,28.7,15.6,9.76,13.65,1.44,,
3483,力致科技,659646571,22000375,10030,29.98,34.4,22.2,28.63,32.8,N/A,0.91,44.94,0.84,,
3489,筌寶    ,69846172,8074318,3010,8.65,9.14,7.38,8.49,9.14,N/A,0,15.28,0.71,,
3521,鴻翊    ,127769251,4988985,2249,25.61,27.3,24.1,25.3,24.55,N/A,0,15.78,1.85,,
3540,曜越    ,113531363,5229911,2837,21.7,24.9,15.8,20.79,23.3,97.08,0,8.58,1.02,,
3577,泓格科技,205005078,6096297,3943,33.62,36.5,30,33.15,33.6,14.8,5.92,13.95,1.96,,
3611,鼎翰科技,716683795,7157163,5240,100.13,108.5,92.5,97.92,97.1,12.06,6.18,21.26,3.32,,
3625,西勝    ,90451480,8272109,3260,10.93,12.15,9.07,10.88,11.25,N/A,0,14.75,0.88,,
3652,精聯電子,19632373,859010,554,22.85,24.65,20.7,22.88,23.4,21.08,4.91,1.8,0.92,,
4924,F-欣厚  ,318073858,7360893,2687,43.21,47.05,41.5,43.16,46,16.03,2.43,21.54,2.83,,
5371,中強光電,10635388637,400313203,126747,26.56,29.5,23.7,26.48,25.8,12.11,13.57,55.29,0.92,,
5384,捷元    ,45746809,4123256,1076,11.09,11.95,10.5,10.99,11,N/A,0,4.66,0.83,,
5386,青雲國際,114747,8035,6,14.27,14.65,13.65,14.15,13.65,N/A,0,0.09,5.93,,
5426,振發實業,134131612,11586855,3307,11.57,12.3,10.9,11.51,11.6,25.22,7.76,8.06,0.81,,
5438,東友    ,61837616,3986435,1671,15.51,16.5,13.9,15.53,15.8,39.5,10.13,3.54,1.11,,
5450,寶聯電腦,150744201,8775390,3466,17.17,20.75,11.45,16.71,20.3,N/A,0,17.41,1.61,,
5465,富驊企業,17736040,2267022,796,7.82,8.44,7.26,7.76,7.95,159,0,1.46,0.86,,
5474,聰泰科技,34610481,3031280,1379,11.41,12.85,9.2,11.19,12.05,N/A,0,8.99,0.96,,
5490,同亨科技,667961433,19993699,9540,33.4,35.55,30.5,33.15,33.8,10.63,9.82,21.18,2,,
6105,瑞傳科技,294589112,10390135,4287,28.35,30,25.05,27.94,27.9,9.39,3.58,9.45,1.09,,
6121,新普科技,13539617794,63105588,40910,214.55,230,198.5,214.1,211,17.09,3.08,22.52,3.96,,
6123,上奇科技,794095953,18770942,8641,42.3,46.85,35.35,39.17,45.85,15.7,6.11,38.9,2.82,,
6150,撼訊科技,552811127,26333155,12629,20.99,24.5,15.85,20.91,22,25.58,12.27,37.59,1.78,,
6160,欣技資訊,199765252,5956579,3058,33.53,36,30.2,33.27,35.2,14.08,7.1,8.39,2.32,,
6161,捷波資訊,328324179,22005597,6606,14.92,15.8,13.95,14.84,15,10.71,2,21.18,0.95,,
6188,廣明光電,2004859071,81933504,29260,24.46,26.5,20.65,24.42,24.2,12.54,8.26,28.74,0.86,,
6199,精威科技,12761087,1866891,957,6.83,8.31,5.09,6.78,7.78,N/A,0,2.95,1.14,,
6219,富旺    ,15854551,791357,409,20.03,21.05,18.85,20.09,21.05,12.76,0,0.58,2.41,,
6222,上揚科技,5293224,492053,234,10.75,11.2,9.88,10.62,10.1,N/A,0,0.88,1.19,,
6228,全譜科技,17875715,2440240,993,7.32,7.88,6.71,7.38,7.53,N/A,0,5.94,0.71,,
6247,淇譽電子,27500060,2124100,1038,12.94,13.3,12.5,12.96,13.05,N/A,3.45,3.52,0.85,,
6298,崴強科技,675813459,38861215,13759,17.39,18.75,15.6,17.23,17.4,124.29,1.15,23.03,1.21,,
8050,廣積    ,614738331,14286668,8100,43.02,45.5,38.3,42.47,44.95,13.14,7.36,20.52,1.97,,
8076,伍豐科技,2659470203,66422594,33429,40.03,46.9,27,39.83,45.2,N/A,0,39.4,3.13,,
8114,振樺電  ,97274138,1873431,1496,51.92,54,48.3,51.95,53.7,10.21,8.44,3.07,2.91,,
8234,新漢    ,672379847,22162113,9871,30.33,32.3,28.3,30.08,31.1,10.69,6.43,23.04,1.88,,
8299,群聯電子,18822820282,78135000,52564,240.9,272,216.5,241.95,233.5,20.01,1.86,43.7,4.17,,
8410,森田印刷,661280710,12652925,7197,52.26,56,45,51.39,51.2,10.28,3.91,34.58,1.64,,
3066,李洲科技,19048924,2691078,1093,7.07,7.83,6,6.91,6.9,N/A,0,1.77,0.82,,
3128,昇銳電子,49930303,4089083,1683,12.21,13.3,10.8,12.03,12.5,N/A,0,9.74,0.79,,
3230,錦明實業,32176034,4124257,1394,7.8,8.2,7,7.78,7.85,N/A,0,3.72,0.47,,
3297,杭特電子,17205712,860458,508,19.99,21.25,18.6,20.04,20.45,127.81,4.84,2.48,0.92,,
3339,泰谷光電,689368912,32484570,13160,21.22,24.1,17.4,20.63,20.6,N/A,4.85,11.8,1.2,,
3362,先進光  ,19143298,1021457,379,18.74,19.9,17.3,18.63,18.5,N/A,0,1.31,1.9,,
3434,哲固資訊,6626826,658521,326,10.06,10.6,9.67,10.05,9.71,N/A,0,2.01,1.01,,
3441,聯一光學,1123888636,23260994,12848,48.31,52.8,42,47.45,51.7,16.31,1.55,74.01,2.15,,
3452,益通光能,3482209852,191189956,58131,18.21,22.3,13.5,17.81,19.6,N/A,0,39.88,0.98,,
3455,由田新技,1444749044,43758459,23087,33.01,36,28.1,32.72,32.3,13.4,9.23,72.54,1.05,,
3490,單井    ,144120711,6489461,3217,22.2,25.7,18.9,22,23.85,8.25,14.68,18.56,1.13,,
3516,亞帝歐  ,35367011,3513182,1507,10.06,10.7,9.13,10.04,9.99,N/A,0,4.62,0.33,,
3520,振維    ,10172860,906570,397,11.22,12,10.7,11.17,11.05,N/A,0,1.77,0.79,,
3522,宏森    ,221662330,14334313,5435,15.46,16.6,13.2,15.39,15.5,16.15,7.74,30.31,0.71,,
3523,迎輝科技,772668055,26098467,4824,29.6,33.5,26.55,30.34,32.75,N/A,0,26.65,1.31,,
3531,先益電子,42852668,1939219,1092,22.09,23.4,20,22.15,22.7,14.28,5.29,3.19,0.8,,
3562,頂晶科技,63845573,3607290,2123,17.69,20.1,13.2,17.49,17.65,N/A,0,6.89,1.77,,
3615,安可光電,4363151880,49448588,33311,88.23,94.5,79.7,87.76,89.3,12.4,1.12,107.53,2.2,,
3623,富晶通  ,351451193,18881337,7649,18.61,21.2,14.5,18.38,19.55,N/A,0,33.02,1.85,,
3629,卓韋光電,50277587,2892027,1665,17.38,19.7,13.1,17.25,19.7,103.68,2.49,10.99,1.53,,
3630,新鉅科  ,4368139242,71189868,41105,61.35,68.3,50,60.99,60.3,12.67,5.06,83.03,2.28,,
3685,政翔    ,802667994,27344151,9398,29.35,32.8,23.6,26.38,31.35,11,6.44,67.94,1.77,,
3691,碩禾    ,7252369640,20323912,18199,356.83,397.5,305,353.92,353,12.02,7.93,46.06,4.75,,
4729,熒茂光學,1243952828,48661501,22083,25.56,28.9,22.1,25.44,25.3,N/A,0,47.75,0.99,,
4933,友輝    ,3522440584,34999695,18289,100.64,125.5,73.5,95.14,125.5,16.58,3.19,72.27,3.21,,
4944,兆遠    ,2046198890,59775746,25958,34.23,39.35,26.8,32.62,34.85,N/A,6.31,65,1.87,,
5315,光聯科技,35668200,8667006,2234,4.11,4.66,3.44,4.11,4.19,N/A,0,5.45,0.52,,
5392,應華精密,1631952232,23533651,15516,69.34,76.3,57.5,69.09,71.5,14.9,5.59,30.23,1.69,,
5395,圓方創新,759564,55359,74,13.72,15.6,12.85,13.95,15.35,255.83,0,0.22,1.71,,
5432,達威光電,7223698,552591,477,13.07,15.45,9.8,12.96,13.55,13.83,0,2.67,1.61,,
5443,均豪精密,325976879,30581876,9854,10.65,11.5,8.72,10.55,10.65,5.55,6.57,17.11,0.71,,
6125,廣運機械,672730333,43994368,11845,15.29,16.7,13.05,15.24,15.35,90.29,8.86,17.28,0.63,,
6156,松上電子,503070,134873,234,3.73,4.17,3.2,3.74,3.99,N/A,0,0.16,0.43,,
6167,久正光電,6475225,2551955,486,2.53,2.98,1.97,2.48,2.42,N/A,0,1.57,0.62,,
6234,高僑    ,66957503,4586463,1924,14.59,15.7,12.95,14.58,14.5,111.54,0,6.42,0.43,,
6244,茂迪    ,6752350282,104783339,61062,64.44,70.8,59.4,63.67,60.9,25.7,11.49,23.96,1.27,,
6246,臺龍電子,1127334789,73475902,25223,15.34,16.9,13.25,15.25,15.3,13.91,0,41.35,1.34,,
6294,智基科技,1656625,45488,57,36.45,38.9,34,36.11,37.4,N/A,0,0.3,6,,
8049,晶采光電,131742460,18409500,5245,7.15,8.5,5.65,7.23,7.35,N/A,0,16.91,0.66,,
8053,巨擘科技,25667785,4624353,1542,5.55,6.3,4.63,5.54,5.65,N/A,0,1.12,0.48,,
8064,東捷科技,198288405,19734550,5818,10.04,10.55,8.8,10.05,10.35,517.5,3.86,14.94,0.66,,
8069,元太科技,19228034135,445068959,186104,43.2,46.2,38.3,43.07,44,6.64,6.05,41.2,1.76,,
8071,豐聲科技,18142526,759353,427,23.89,26.5,21.5,24.04,26.2,17.82,1.6,2.25,2.08,,
8077,冠華科技,819829,375035,126,2.18,2.76,1.73,2.24,2.76,N/A,0,0.66,1.25,,
8087,華鎂鑫  ,5160817,642274,337,8.03,8.52,7.39,7.96,8.41,N/A,0,1.82,0.77,,
8107,大億科技,70713588,7870073,2692,8.98,9.45,8,8.96,8.86,N/A,9.59,4.58,0.55,,
8111,立碁電子,392257886,32543687,11085,12.05,13.35,9.87,11.83,12,N/A,6.42,21.9,0.9,,
8240,華宏新技,748878263,15029314,8775,49.82,53,45.5,49.52,50,10.08,6.4,17.68,1.09,,
8266,中日新  ,143687372,20914829,6304,6.87,8.5,4.62,6.54,6.81,N/A,0,18.1,0.92,,
3068,美磊科技,597472649,11785946,6827,50.69,57,43.45,50.22,50.7,16.04,8.6,16.37,3.17,,
3095,及成    ,552715927,42721960,13506,12.93,14,11.6,12.81,12.85,N/A,0,19.63,0.83,,
3152,璟德電子,888744313,10114718,6888,87.86,96.6,74.8,88.8,93.3,18.4,5.89,14.66,2.6,,
3221,台灣嘉碩,41890661,3597500,1500,11.64,12.3,10.3,11.76,11.9,N/A,10.08,4.23,0.69,,
3234,光環    ,1226134676,52695555,19325,23.26,27,18.5,22.82,25.1,28.85,3.98,56.57,1.85,,
3290,東浦    ,656621435,32712701,12215,20.07,22.4,17.3,19.88,20.8,9.59,2.4,38.8,1.39,,
3306,鼎天國際,387189771,12918007,7045,29.97,33.75,25.45,29.46,32.9,12.46,4.86,25.53,1.15,,
3363,上詮    ,571634374,16515669,7454,34.61,37.9,30.5,34.39,35.35,19.32,3.39,27.51,2.18,,
3431,長天科技,294661824,18059466,6531,16.31,18.8,11.35,16.1,17.65,N/A,0,38.16,3.02,,
3491,昇達科技,197268496,5771313,3273,34.18,36.95,30.2,33.88,36.3,26.5,6.03,12.99,1.74,,
3499,環天科技,59898472,4255917,2025,14.07,15.4,11.9,13.87,15.4,N/A,0,8.01,0.98,,
3632,研勤科技,885953097,13192957,9675,67.15,77,61,65.79,61.2,30.3,2.94,53.91,3.52,,
4903,聯光通信,313334469,33793503,9128,9.27,10.45,7.66,9.01,9.21,12.45,0,44.37,0.86,,
4905,台聯電訊,12937455,687873,416,18.8,19.5,17.8,18.78,19.2,8.93,2.6,1.34,1.08,,
4907,春雨開發,5820,2026,3,2.87,2.87,2.87,2.87,2.9,N/A,0,0.01,18.13,,
4908,前鼎光電,324551673,10588681,6147,30.65,32.95,28.2,30.38,29.95,13.8,7.01,14.17,2.13,,
4909,新復興  ,1448542823,34310809,17918,42.21,45,38.35,41.93,41.15,14.04,6.56,37.09,1.84,,
4979,華星光  ,675894596,16139942,9046,41.87,51.1,27.5,40.51,48.4,47.92,1.03,38.82,3.51,,
5304,鼎創達  ,70509457,8244698,3316,8.55,9.77,6.71,8.25,8.3,N/A,0,4.43,1.64,,
5306,訊康科技,386241050,9497364,5705,40.66,46.35,36.8,39.6,40.7,N/A,0,9.22,6.6,,
5348,系通科技,84612918,5111890,2267,16.55,18.5,14.8,16.36,17.45,18.18,0,19.7,1.93,,
5353,台林通信,57929902,5199950,2073,11.14,11.7,10.2,11.09,11.3,11.89,3.19,5.35,0.81,,
6109,亞元科技,13267277,1607912,686,8.25,9.1,7.5,8.45,8.8,N/A,0,2.21,0.89,,
6143,振曜科技,895221144,26912295,12761,33.26,36.5,28.7,33.01,32.35,10.68,6.09,33.12,1.54,,
6163,華電聯網,217965484,15542584,5122,14.02,15.3,12.3,13.68,15.3,43.71,0,17.09,1.12,,
6170,統振    ,858735569,37417363,15440,22.95,26.85,19.45,22.01,25.8,24.11,0.5,41.67,1.78,,
6190,萬泰科技,59559542,6576299,1917,9.05,9.62,8.15,9.11,9.18,35.31,3.27,5.23,0.74,,
6218,豪勉科技,226316530,7153665,3820,31.63,33.4,28.5,31.61,32.3,7.51,12.38,12.25,1.88,,
6241,易通展  ,18814875,631933,474,29.77,35.7,21.8,27.93,34,N/A,0,2.66,3.54,,
6245,立端科技,420415346,14242199,5484,29.51,31.7,28,29.31,29.15,19.05,0.86,21.43,1.9,,
6263,普萊德  ,60105028,2798200,1472,21.47,22.7,19.95,21.24,21.95,18.45,6.83,4.81,1.54,,
6264,德士通  ,96450368,7676918,2907,12.56,13.9,10.4,12.34,11.45,54.52,0,5.58,1.58,,
8034,榮群電訊,45422219,8080291,2063,5.62,5.97,4.96,5.54,5.8,N/A,0,12.85,0.68,,
8048,德勝科技,16066114,1215792,688,13.21,13.8,11.8,13.21,13.15,24.35,3.04,2.42,1.07,,
8059,凱碩    ,65621075,9350067,2481,7.01,8.19,5.69,6.85,7.05,N/A,0,10.1,0.7,,
8082,眾星國際,102186008,11870053,3837,8.6,9.72,6.35,8.29,8.82,N/A,0,20.97,1.05,,
8097,鴻松精密,6001206,923756,261,6.49,7.04,5.79,6.49,6.06,N/A,0,2.29,1.66,,
8171,天宇    ,535902102,19104027,9016,28.05,32.1,18.3,26.61,31,16.15,3.87,46.6,1.65,,
1333,恩得利  ,59044621,8599240,2898,6.86,7.41,5.69,6.73,6.61,N/A,0,8.39,0.96,,
1336,台翰    ,29701888,2185881,885,13.58,14.5,11.7,13.67,13.6,41.21,4.41,3.3,0.53,,
1595,川寶    ,903361609,11474104,8314,78.73,82.1,70.7,78.55,79.6,10.89,3.77,31.14,2.07,,
