櫃檯買賣股票成交資料彙總表,,,,,,,,,,,,,,,,,
The Trading Summary of Listed Stocks,,,,,,,,,,,,,,,,,
99年1月 Jan. 2010,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 634,665,897,804元",,,,,,"3. 櫃檯買賣月總成交筆數： 6,047,741筆",,,,,,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Number of Transactions,,,,,,,,,,,
"2. 櫃檯買賣股票月總成交量： 17,662,926,769股",,,,,,4. 成交量週轉率： 24.41%（以上櫃股數計算）,,,,,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Turnover Rate,,,,,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading 　Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
　（ 筆 ）　　
Total Transactions",         成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield,  週轉率（%）　　Turnover Rate,  淨值比（%）　　PBR,,,,
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,,,,,
8927,北基加油,169349612,10541257,2488,16.06,17.85,14.8,15.89,15.6,48.75,3.2,11.19,1.37,,,,
8931,大園汽電,84333421,6022863,2037,14,14.65,12.5,13.83,12.85,20.4,2.33,5.65,0.93,,,,
3073,普格    ,849993831,17559854,9336,48.4,53.5,40,46.21,40.2,NA,1.31,38.28,2.91,,,,
3087,翔準    ,395185131,33704682,7062,11.72,12.55,10.05,11.3,10.2,30.91,1.17,11.83,0.78,,,,
3169,亞信電子,1681418194,26540309,16732,63.35,73.6,53,61.59,54.6,26.76,3.2,50.07,4.54,,,,
3188,安茂    ,505964405,21714002,7609,23.3,28.4,18.5,22.63,20.35,NA,7.46,45.37,1.71,,,,
3219,倚強科技,254563800,13149794,6013,19.35,21.8,15.4,18.66,15.8,NA,6.32,33.09,1.82,,,,
3227,原相科技,13589252215,55854225,41149,243.29,279,199,244.12,202.5,30,2.97,43.01,4.67,,,,
3228,金麗科  ,444683593,8077726,5547,55.05,60.9,49,53.41,49.7,NA,4.78,14.23,3.76,,,,
3252,海灣科技,10590933,1679121,329,6.3,6.71,5.82,6.28,6.27,NA,0,3.14,89.57,,,,
3259,鑫創科技,415112384,11472410,4366,36.18,38.7,31.05,35.68,33.1,NA,0,18.63,1.93,,,,
3260,威剛科技,16331165828,173176031,90064,94.3,105,81,93.36,83.4,40.29,0.31,76.85,2.79,,,,
3264,欣銓科技,2952621464,138883104,35391,21.25,23.5,19.6,21.11,20.8,52,5.76,31.39,1.37,,,,
3265,台星科  ,2988778366,180908876,39268,16.52,19.15,13.7,15.44,15.35,NA,3.58,66.38,1.18,,,,
3268,海德威  ,237663051,7053145,4029,33.69,37.1,29.75,32.71,30.4,NA,3.81,23,3.02,,,,
3291,遠翔科技,330652325,6331239,3817,52.22,59.6,44.2,50.99,46.5,54.71,2.53,19.42,3.5,,,,
3317,尼克森  ,1730565146,31352281,18055,55.19,59.3,49.8,54.45,55.5,29.68,2.7,51.16,2.09,,,,
3372,典範    ,1105757621,81788890,20655,13.51,14.4,11.4,13.14,11.9,NA,11.09,27.04,1.03,,,,
3438,類比科  ,1709371951,20080496,12808,85.12,92,72.2,83.98,75,26.22,6.66,50.42,3.23,,,,
3527,聚積    ,1332347718,9843924,7511,135.34,150.5,117,135.17,120,23.44,4.98,30,2.87,,,,
3553,力積電子,4050587174,41337698,23178,97.98,109.5,83.2,95.05,87.2,24.56,1.72,81.66,5.34,,,,
3556,禾瑞亞  ,1512337401,19050532,12883,79.38,88,69,78.53,69.6,35.69,2.44,43.36,3.56,,,,
5302,太欣半導,195631305,10827040,3986,18.06,20.2,15.5,17.71,16.65,NA,0,6.65,1.86,,,,
5314,世紀民生,204067936,16594517,5303,12.29,13.85,9.65,11.98,9.81,NA,0,14.84,1.15,,,,
5324,德豐    ,8931519,308376,337,28.97,31,26.1,28.85,29,NA,0,0.65,3.36,,,,
5326,漢磊科技,1651939756,105716433,29367,15.62,17.4,13.7,15.22,13.9,NA,7.19,32.36,1.61,,,,
5344,立衛科技,304648251,13313174,5727,22.88,27.15,18.2,21.7,19.4,13.38,4.32,16.76,1.74,,,,
5346,力晶    ,3536221853,770415990,53028,4.59,5.05,3.93,4.5,4.05,NA,0,8.77,1.34,,,,
5347,世界先進,3844607708,236306353,49358,16.26,17.5,14.25,16.2,15.35,NA,2.6,14.08,1.3,,,,
5351,鈺創科技,7134947759,270638595,79795,26.36,29.4,22.1,25.64,23.5,NA,8.46,64.91,1.77,,,,
5387,茂德科技,528195641,234072019,10652,2.25,2.42,1.95,2.21,2.18,NA,0,3.22,0.59,,,,
5425,台半    ,7390316995,234488284,66055,31.51,35.2,26.9,30.35,27.5,42.31,2.54,96.1,1.57,,,,
5455,訊利電業,138697437,10005708,4081,13.86,15.85,10.45,13.87,12.1,NA,12.8,27.41,1.48,,,,
5466,泰林科技,888726776,64838933,15150,13.7,15,11.65,13.26,12.1,NA,10.82,26.55,0.78,,,,
5468,凱鈺科技,136334919,9169784,3231,14.86,16.8,12.8,14.48,13.35,NA,0,11.74,1.87,,,,
5483,中美晶  ,9348796306,112854063,61988,82.83,90,71.9,81.83,74.4,49.93,6.04,37.69,2.31,,,,
5487,通泰    ,165669848,7285975,3071,22.73,25.5,20,22.42,20.25,15.94,4.93,16.11,1.26,,,,
6103,合邦電子,1935612,349091,297,5.54,6.21,4.99,5.56,5.54,NA,0,1.49,1,,,,
6104,創惟科技,2364656801,48877746,24918,48.37,53.9,38,46.87,39.2,NA,4.18,57.7,2.27,,,,
6129,普誠科技,2874413917,107277913,40881,26.79,29.95,21.65,26.09,23.5,57.32,2.55,59.83,1.89,,,,
6138,茂達電子,3396699989,74103047,36003,45.83,54.2,37.35,45.13,40.7,78.27,1.71,58.62,2.52,,,,
6147,頎邦科技,6425530231,205593592,65189,31.25,33.9,28.5,30.9,29.6,NA,8.44,64.2,1.58,,,,
6182,合晶科技,4106841303,73081015,42639,56.19,60.5,48.95,55.25,51,NA,4.5,26.72,2.13,,,,
6186,晶磊興業,201252070,7652346,3615,26.29,31.15,20.2,25.5,20.5,NA,0,37.92,1.92,,,,
6198,凌泰科技,132725222,9560049,3492,13.88,16,11.5,13.34,11.65,NA,0,27.57,1.33,,,,
6223,旺矽科技,6880369924,67796551,32930,101.48,128,86.3,101.84,100,277.78,0.6,92.48,3.88,,,,
6229,研通科技,277629168,14009548,5703,19.81,22.25,17.65,18.8,17.95,56.09,3.34,39.67,1.49,,,,
6233,旺玖科技,2292919133,52176724,27650,43.94,49.5,36.1,42.67,36.75,525,1.9,59.79,2.46,,,,
6236,凌越科技,1868101,172552,97,10.82,12.95,8.8,11.32,12.95,NA,0,1.37,5.46,,,,
6237,驊訊電子,3007555053,41057658,22429,73.25,79.6,66,71.26,67.1,NA,0.37,63.9,3.79,,,,
6261,久元電子,1630964963,20908124,11995,78,83,68,76.58,72,20.17,4.3,22.11,2.28,,,,
6287,元隆電子,45770802,7768953,1273,5.89,6.49,5.42,5.82,5.7,NA,0,3.03,1.44,,,,
6291,沛亨半導,407728096,21554678,8613,18.91,22.4,14.1,18.04,16.5,NA,5.27,43.7,1.96,,,,
8024,佑華微電,698302152,22807818,9816,30.61,32.2,27.65,29.93,28.9,26.27,5.74,40.27,1.83,,,,
8040,九暘    ,550421834,17640852,8371,31.2,34.4,26.7,30.54,27.5,NA,4,20.93,2.1,,,,
8054,安國國際,2321457919,34693815,18344,66.91,71.5,56,65.3,57.9,22.27,1.72,42.14,2.54,,,,
8066,福陞科技,1365524,541470,169,2.52,2.97,1.84,2.38,2.97,NA,0,0.49,1.36,,,,
8079,誠遠科技,1101304775,50904711,15417,21.63,23.5,19.1,20.81,19.5,15.98,5.12,81.51,1.38,,,,
8084,巨虹電子,147700784,9160111,3570,16.12,17.5,13.2,15.57,13.5,NA,0,22.63,1.43,,,,
8086,宏捷科技,2577719863,57364185,25606,44.93,48.9,38.2,44.17,39.25,301.92,1.12,46.03,3.36,,,,
8088,品安科技,2127928285,73669854,28783,28.88,33.5,24.6,28.56,27.3,NA,0,175.98,1.98,,,,
8277,商丞科技,4580182943,42632204,27244,107.43,127.5,88.3,105.77,100.5,NA,0,87.94,7.03,,,,
1569,濱川企業,1485573522,32882233,12785,45.17,48.65,37.5,42.32,45,19.65,1.31,48.51,2.19,,,,
3069,寶晟科技,49135043,4758109,1802,10.32,12.4,8.6,9.91,9.79,NA,0,17.81,1.11,,,,
3071,協禧電機,233578500,15894641,4813,14.69,16.3,12.35,14.77,13.4,17.18,0,7.9,1.85,,,,
3088,艾訊    ,507952268,17119946,8076,29.67,32.05,25,28.58,25.35,16.57,7.88,21.72,1.7,,,,
3126,信億科技,35638847,1493338,917,23.86,25,21.3,22.86,24.8,NA,0,4.32,4.22,,,,
3171,天馳科技,444099589,28010572,9193,15.85,19.4,11.4,14.8,14.45,111.15,2.07,86.65,1.13,,,,
3211,順達科技,4862339203,45064947,26929,107.89,114,98.6,107.42,101,13.47,6.92,34.97,3.12,,,,
3213,茂訊電腦,779943221,9171392,5919,85.04,94,75.6,85.3,79.5,11.15,6.28,20.44,4.02,,,,
3217,優群科技,844108257,31409515,11421,26.87,28.6,24.6,26.43,25.85,NA,4.68,41.6,1.7,,,,
3287,廣寰科  ,417888421,14350092,6718,29.12,32.5,23.1,27.21,24.3,19.92,2.63,33.7,1.92,,,,
3323,加百裕  ,1812015517,36981210,19123,48.99,51.4,41.85,47.98,42.6,13.19,5.84,38.8,1.72,,,,
3325,旭品    ,624200705,18371429,7237,33.97,35.8,31.3,33.68,35.05,22.61,3.42,29.24,1.66,,,,
3416,融程電  ,426362213,6173060,4046,69.06,73.9,62.1,68.34,64.7,14.77,8.16,14.63,2.83,,,,
3483,力致科技,1469385308,15526788,10096,94.63,100.5,81.3,92.62,84,16.15,3.57,38.65,2.05,,,,
3489,筌寶    ,733599181,26715662,12144,27.45,31.65,22,26.08,23.5,17.41,4.63,64.24,1.46,,,,
3521,鴻翊    ,138916368,5150855,2638,26.96,31.5,21,25.16,22,NA,10.45,16.5,1.32,,,,
3540,曜越    ,700481360,14389117,7489,48.68,51.4,41,47.13,42.7,49.08,0,24.64,1.84,,,,
3577,泓格科技,4154181112,50148060,28077,82.83,105.5,58.1,79.69,65.9,65.9,2.27,119.05,4.56,,,,
3611,鼎翰科技,656661986,8492049,5572,77.32,81.9,69,75.94,70.7,11.63,4.24,32.44,3.29,,,,
3625,西勝    ,550594387,13299172,7586,41.4,44.4,34.2,39.88,35,15.84,2.85,38.18,2.89,,,,
3652,精聯電子,215481164,5405752,3381,39.86,42.9,37.6,39.19,38.3,81.49,6.78,11.36,1.52,,,,
5371,中強光電,10132486954,209241624,77466,48.42,53,45.1,47.88,45.5,22.2,4.9,28.9,1.76,,,,
5384,捷元    ,369005963,31298899,7033,11.78,12.5,9.81,11.25,10.3,NA,13.98,33.89,0.74,,,,
5386,青雲國際,2965971,328630,150,9.02,10.9,7.3,8.63,,NA,0,0.94,17.22,,,,
5426,振發實業,773139078,36564999,12535,21.14,22.95,19,20.47,19.4,10.21,8.5,25.43,1.26,,,,
5438,東友    ,481283986,16907535,7763,28.46,30.4,26,27.79,26.2,12.91,2.29,15.02,1.73,,,,
5450,寶聯電腦,1002626431,39719239,13266,25.24,31.5,18.4,24.57,25.85,NA,0,78.82,1.99,,,,
5465,富驊企業,37399676,5072359,1441,7.37,8,6.6,7.21,6.74,NA,0,2.13,1.1,,,,
5474,聰泰科技,760864472,26508508,11375,28.7,35.5,23.15,27.33,26.5,50.96,5.66,78.59,1.92,,,,
5490,同亨科技,712037420,29801469,11710,23.89,27.1,20.55,23.38,22.5,16.42,2.8,31.59,1.61,,,,
6105,瑞傳科技,605448992,18085823,8360,33.47,36.05,29.5,33,29.8,10.92,4.02,16.45,1.36,,,,
6121,新普科技,9511142515,49935311,31436,190.46,203.5,173,188.75,182.5,17.8,3.28,21.56,3.94,,,,
6123,上奇科技,581301127,23043679,9309,25.22,28.7,20.1,23.62,20.55,15.45,6.76,54.16,1.63,,,,
6150,撼訊科技,7837228249,129363326,57439,60.58,77.3,49.2,61.19,61,33.15,0.81,201.26,4.94,,,,
6160,欣技資訊,461989014,10037536,5834,46.02,49.5,40.15,45.54,41.2,18.56,9.22,14.14,3.06,,,,
6161,捷波資訊,2570205931,112682589,33393,22.8,29.2,17.2,22.36,22.4,NA,3.48,111.45,1.47,,,,
6188,廣明光電,6062295897,98206972,45022,61.72,65.3,55.6,60.38,56.7,11.27,5.46,34.44,2.02,,,,
6199,精威科技,252680902,15940021,5071,15.85,17.7,12.5,14.49,13.15,NA,0,25.19,1.23,,,,
6219,富旺    ,34095864,1933648,1086,17.63,21.15,12,16.07,18.7,NA,0,1.58,3.16,,,,
6222,上揚科技,14547424,1724884,639,8.43,9.62,6.32,7.95,9.55,NA,0,5.01,1.23,,,,
6228,全譜科技,101656530,7835286,2500,12.97,13.85,10.9,12.58,11,NA,0,19.06,1.04,,,,
6230,超眾科技,1987008319,37134395,18134,53.5,59.2,45.5,53.14,48.5,13.04,4.53,43.01,2.11,,,,
6247,淇譽電子,81975293,3991246,1972,20.53,22.4,19.1,20.28,19.4,24.56,1.03,6.62,1.27,,,,
6298,崴強科技,804523125,30513996,13051,26.36,30.15,22,26.42,23.45,111.67,2.98,18.34,1.67,,,,
8050,廣積    ,1103356741,18246996,10866,60.46,64.7,53.2,59.51,53.9,21.22,4.52,28.23,2.6,,,,
8076,伍豐科技,2631772685,33855421,21795,77.73,83.9,66,76.36,67.2,NA,2.26,21.97,3.96,,,,
8114,振樺電  ,268423051,4605700,2955,58.28,62.4,53.4,57.99,55.7,18.32,8.06,8.38,3.61,,,,
8210,勤誠興業,500271589,18370801,7809,27.23,29.7,23.1,26.35,23.8,15.06,2.1,16.47,1.64,,,,
8234,新漢    ,1300631194,38671280,16863,33.63,38.6,26.7,31.81,29.05,19.5,6.88,47.82,2.05,,,,
8299,群聯電子,16552114720,66008047,45071,250.75,279,218,249.62,220,21.4,1.69,44.99,4.47,,,,
3066,李洲科技,140650267,9544571,3957,14.73,16.45,12.05,14.45,13.1,NA,0,6.73,1.44,,,,
3128,昇銳電子,322255289,10670418,5462,30.2,33.7,24.15,29.49,25.7,20.4,3.89,25.41,1.54,,,,
3230,錦明實業,325667814,21426755,6420,15.19,16.9,12.5,14.83,13.35,NA,4.49,22.76,0.6,,,,
3297,杭特電子,108025424,3401490,1760,31.75,34.75,28,30.62,28.2,14.84,3.54,9.89,1.29,,,,
3339,泰谷光電,1351008147,36053659,16543,37.47,41.4,30.8,37.39,31.7,NA,0,16.26,2.25,,,,
3362,先進光  ,448653902,11093721,4433,40.44,43.4,36.15,39.27,38.5,385,0,14.34,3.76,,,,
3434,哲固資訊,109759141,6109299,2629,17.96,19.25,14.5,17.07,14.75,NA,1.69,18.63,1.19,,,,
3452,益通光能,5473325981,71174126,37804,76.9,82.5,66.1,76.13,69.5,NA,5.75,32.73,1.05,,,,
3455,由田新技,320926756,12478712,5347,25.71,28.85,22,24.88,22.6,NA,8.84,24.36,0.92,,,,
3490,單井    ,2309875317,50342834,21892,45.88,55,35.1,43.78,40.3,NA,6.2,166.86,2.58,,,,
3516,亞帝歐  ,647292834,28709633,10594,22.54,24.7,17,21.28,18.3,NA,12.56,37.41,0.53,,,,
3520,振維    ,708941852,39946830,13334,17.74,19.6,14.5,16.89,15.55,NA,3.21,76.99,0.93,,,,
3522,宏森    ,1660117034,47847108,23762,34.69,41,27.2,33.54,31.05,NA,1.28,134.97,1.69,,,,
3523,迎輝科技,2631465321,34330670,18641,76.65,85,64.5,75.21,69.2,NA,2.78,33.93,2.39,,,,
3531,先益電子,152768327,3849546,1888,39.68,45,33.4,39.46,34.8,22.89,4.31,6.41,1.23,,,,
3562,頂晶科技,111125395,2684256,2043,41.39,45.9,34,40.71,37,NA,2.7,5.13,2.24,,,,
3615,安可光電,877520347,14296121,8841,61.38,75.5,49.5,59.33,51,425,0,40.16,2.38,,,,
4729,熒茂光學,481275901,14711296,7114,32.71,36.3,26.2,31.62,26.8,NA,1.86,23.17,1.3,,,,
5315,光聯科技,416402751,56543349,10394,7.36,8.3,6.35,7.24,7.18,NA,0,24.04,1.03,,,,
5392,應華精密,4768399140,25559093,16350,186.56,203.5,165,182.7,171,22.56,1.16,34.47,4.54,,,,
5395,普揚科技,3900698,657765,156,5.93,10,4.34,6.5,7.25,NA,0,0.64,3.42,,,,
5432,達威光電,3007302,462692,245,6.49,6.98,5.8,6.38,6.11,NA,0,4.16,12.22,,,,
5443,均豪精密,2922968551,132012280,41361,22.14,27.2,16.8,21.75,18.25,NA,0,58.09,1.48,,,,
6125,廣運機械,6120179417,189588698,48723,32.28,35.8,27.3,31.57,27.65,28.8,8.93,92.64,1.1,,,,
6156,科橋電子,30985186,4004947,1193,7.73,8.7,5.57,7.37,6,NA,0,3.04,0.83,,,,
6167,久正光電,248430488,37995283,8108,6.53,7.81,5.5,6.29,6.15,NA,6.5,23.43,1.14,,,,
6234,高僑    ,678410714,23512422,8339,28.85,34.2,22.45,28,23.55,NA,0.33,32.71,0.67,,,,
6244,茂迪    ,13566744270,101569860,58186,133.57,154,114,133.82,126.5,218.1,3.95,33.73,3.09,,,,
6246,臺龍電子,528847050,28212101,8157,18.74,20.25,15.6,17.13,16,NA,0,19.05,2.56,,,,
6278,台表科  ,3592144316,46121312,22325,77.88,84.5,69.6,77.92,71.4,13.97,3.06,23.2,2.24,,,,
6294,智基科技,5332618,4316514,399,1.23,1.42,1.08,1.18,0,NA,0,2.57,9.42,,,,
8049,晶采光電,488615357,27652751,10291,17.66,20.5,14.5,17.16,15.15,101,0,31.53,1.56,,,,
8053,巨擘科技,387173040,36653685,8218,10.56,11.95,9,10.37,9.75,NA,0,8.9,0.55,,,,
8064,東捷科技,520481994,24103270,8721,21.59,23.45,19,21.13,19.3,NA,2.07,18.35,0.96,,,,
8069,元太科技,27975012465,394215988,170241,70.96,84.3,57.6,72.23,58.6,NA,0,41.27,5.25,,,,
8071,豐聲科技,90558457,2489852,1575,36.37,38.9,31,36.06,33,132,0,7.37,3.13,,,,
8077,冠華科技,70728071,3316341,1548,21.32,24.3,16.5,20.51,16.9,NA,0,17.43,3.08,,,,
8087,華鎂鑫  ,190458085,12271188,4213,15.52,18.4,11,13.68,13,NA,0,34.84,1.08,,,,
8107,大億科技,1746934422,79638387,24512,21.93,24.3,18.5,21.09,19.3,101.58,5.18,46.39,1.11,,,,
8111,立碁電子,714993165,33402345,11395,21.4,24,19.05,20.74,20,NA,5.05,39.96,1.72,,,,
8240,華宏新技,1383496346,19844711,11512,69.71,78.5,61.3,69.92,64.6,35.3,0.75,26.07,1.75,,,,
8266,中日新  ,503457713,17952658,7279,28.04,30.2,23.7,27.64,24.7,NA,8.05,25.56,1.67,,,,
3068,美磊科技,2142196207,26352254,13049,81.29,90.9,67.7,79.59,68.5,21.88,1.31,37.37,3.66,,,,
3095,及成    ,2013552986,75065907,26245,26.82,28.65,24.6,26.47,26.8,NA,7.46,34.56,1.35,,,,
3152,璟德電子,1884593924,11595297,7414,162.53,179,149.5,164.25,154.5,30.06,1.94,18.48,4.56,,,,
3221,台灣嘉碩,369312074,12974311,5175,28.46,30.4,26.1,27.98,26.6,NA,3.08,18.32,1.55,,,,
3290,東浦    ,421299057,38862726,8600,10.84,12.35,9.81,10.47,10,62.5,5,52.29,0.91,,,,
3306,鼎天國際,3131416448,44809843,25727,69.88,76.1,54.3,68.53,55.6,278,0.89,62.49,2.25,,,,
3431,長天科技,390238925,15355766,7157,25.41,30.5,19.65,24.45,19.65,NA,4.93,31.94,2.57,,,,
3454,晶睿通訊,448613887,10559713,5615,42.48,47,36.8,41.41,38.2,40.64,4.03,18.23,2.36,,,,
3491,昇達科技,625009509,7738891,4804,80.76,86.6,72.8,79.67,73.8,18.92,6.09,19.22,3.57,,,,
3499,環天科技,442445498,12972220,6809,34.1,38.6,27,32.83,29.2,NA,4.1,26.85,1.73,,,,
4903,聯光通信,520945315,38186082,10314,13.64,14.9,10.8,13.13,11.7,39,0,52.26,1.08,,,,
4905,台聯電訊,133332806,6613983,2355,20.15,22.65,17.35,19.62,17.6,NA,2.27,11.73,1.2,,,,
4907,正華通訊,4074584,589380,191,6.91,8.3,5.57,6.67,5.9,NA,0,2.04,1.82,,,,
4908,前鼎光電,1703451154,28891988,16632,58.95,66.4,48.1,56.43,53.6,26.27,3.91,43.18,4.07,,,,
4909,新復興  ,1563499133,31418646,15719,49.76,53.5,45.8,48.53,46.8,15.97,2.24,38.73,2.23,,,,
5304,鼎創達  ,5559297,1754734,943,3.16,3.55,2.61,3.25,3.31,NA,0,0.94,0.99,,,,
5306,訊康科技,122268385,17717300,4674,6.9,8.2,5.61,6.64,6,NA,0,22.06,1.04,,,,
5348,系通科技,57340714,3360929,1599,17.06,18.7,15.2,16.59,16.2,NA,0,15.45,1.63,,,,
5353,台林通信,258515482,18150393,5987,14.24,15.7,11.5,13.89,11.5,33.82,1.21,18.67,0.81,,,,
6109,亞元科技,356313792,18188391,5962,19.59,21.5,16.4,18.53,17.2,NA,0,42.61,1.66,,,,
6143,振曜科技,6055446629,54916568,34643,110.26,131,87.2,110.25,92.5,33.76,1.05,80.37,5.72,,,,
6163,華電聯網,1120543625,44962986,17713,24.92,26.9,20.65,24.24,21.6,16.24,11.89,48.77,1.63,,,,
6170,統振    ,1009128727,27755338,14047,36.35,42,28.3,35.56,28.55,54.9,5.95,30.91,1.94,,,,
6190,萬泰科技,373830778,21495568,5673,17.39,18.3,15.5,17.29,16.3,NA,8.52,19.07,1.38,,,,
6218,豪勉科技,117764407,5071404,2134,23.22,24.55,21,22.88,21.8,14.53,6.88,9.98,1.34,,,,
6241,易通展  ,15426346,658867,432,23.41,25.5,20.2,22.66,23.75,64.19,0,2.18,3.42,,,,
6245,立端科技,447852629,15341111,6124,29.19,31.95,22.9,28.67,23.6,NA,2.58,23.84,1.65,,,,
6263,普萊德  ,188977729,5324440,3068,35.49,37.35,32.5,35.23,32.85,15.79,7,9.43,2.28,,,,
6264,德士通  ,443752633,26755036,6593,16.58,19.65,12.8,16.62,16.75,NA,0,45.32,2.09,,,,
8034,榮群電訊,275958400,22736033,6233,12.13,13.75,9.72,11.7,9.85,NA,2.03,35.66,0.92,,,,
8048,德勝科技,188796321,6676976,3525,28.27,31.2,24.2,27.74,25.6,19.69,4.29,15.33,2.05,,,,
8082,捷超通訊,418443701,32551390,6455,12.85,14.6,11.05,12.2,11.8,NA,0,44.84,1.84,,,,
8097,鴻松精密,110444828,15301661,4449,7.21,8.45,5.9,6.85,6.7,NA,0,37.92,1.14,,,,
1333,恩得利  ,872695803,42552372,14196,20.5,22.85,16.8,20.1,16.9,NA,1.47,41.5,1.96,,,,
1336,台翰    ,87422640,4436813,1670,19.7,21,17.5,19.38,18.05,NA,4.54,6.7,0.7,,,,
1815,富喬    ,1521567735,84820831,21887,17.93,19.8,15.15,17.57,15.85,NA,1.51,34.27,1.36,,,,
3078,僑威科技,1360630516,42579660,13046,31.95,34,28.3,31.52,29,22.66,2.89,22.9,1.99,,,,
3089,展成科技,415751145,34373077,8786,12.09,13.6,9.3,11.19,9.5,NA,0,65.88,0.85,,,,
3114,好德科技,103260910,7514454,2591,13.74,14.45,11.95,13.37,12.45,622.5,8.19,15.46,0.81,,,,
3115,寶島極光,106070156,6754405,2466,15.7,16.85,13.2,14.79,13.5,NA,0,17.92,1.44,,,,
3144,新揚科  ,361988977,22141310,5620,16.34,19.1,14,15.97,15.05,NA,0,32.05,2.63,,,,
3191,和進電子,228927097,16848810,5393,13.58,15.45,11,13.11,11.6,NA,4.31,31.11,0.89,,,,
3202,樺晟電子,2262907605,79996129,24041,28.28,32.15,24.35,26.49,26.65,16.55,3.03,116.08,1.41,,,,
3206,志豐電子,133873598,7709501,3165,17.36,19.05,14.3,16.61,14.8,NA,2.36,19.89,1.01,,,,
3207,耀勝電子,1018207358,53905811,16822,18.88,22.7,15,17.44,17,130.77,2.94,149.47,1.24,,,,
3226,至寶電腦,114452391,8621362,3139,13.27,15.85,11,12.84,12.6,NA,7.93,23.16,1.8,,,,
3236,千如電機,164579674,9916833,3781,16.59,17.75,14.05,16.16,14.3,NA,6.15,22.82,1.03,,,,
3276,宇環科技,101948453,10297436,3191,9.9,11.2,8.7,9.82,9.7,NA,0,13.11,1.06,,,,
3288,點晶科技,295474860,8516508,4798,34.69,38.5,28.2,33.4,28.8,NA,0.76,17.11,2.69,,,,
3294,英濟    ,482536846,24756484,8259,19.49,21.2,16.9,19.2,17.55,NA,2.27,18.19,0.82,,,,
3299,帛漢    ,262997764,8851127,3843,29.71,32.4,26.6,28.94,28.2,16.21,3.22,19.17,1.46,,,,
3310,佳穎精密,500148894,20375976,5637,24.54,30.45,15,24.05,27.1,NA,5.16,59.73,2.69,,,,
3313,斐成企業,269680683,16681641,6394,16.16,18.25,13.6,15.76,13.95,NA,0,27.58,0.9,,,,
3322,建舜電子,970487482,36680773,12894,26.45,29.9,22.4,25.63,23.5,42.73,0,44.54,1.62,,,,
3332,幸康電子,338736830,9275682,5013,36.51,39.05,33,35.44,33.6,13.23,11.9,19.28,1.42,,,,
3354,律勝    ,37965636,2188686,973,17.34,19,14.2,16.91,14.8,NA,4.25,2.95,0.88,,,,
3390,旭軟電子,611701239,18146911,7182,33.7,38,28.15,31.7,29.5,12.83,2.71,41.39,1.95,,,,
3465,祥業科技,178152412,15858064,4695,11.23,12.55,9.42,10.85,10.55,NA,7.01,55.06,1.5,,,,
3484,崧騰    ,607883949,12176569,6727,49.92,54,41.4,48.85,42.95,14.04,0,25.48,2.08,,,,
3511,矽瑪科技,1570301320,19043956,11807,82.45,89.4,69.1,79.85,70.5,15.53,2.97,61.27,2.72,,,,
3512,能緹    ,146258732,4729679,2283,30.92,34.1,28.9,30.21,32.9,NA,3.64,14.78,1.97,,,,
3526,凡甲科技,1073917736,12064321,7818,89.01,93.8,79.9,88.02,81.9,10.07,4.94,23.07,3.32,,,,
3537,堡達    ,133633608,4758850,2708,28.08,30.7,26,27.98,27.95,15.97,4.65,12.31,1.6,,,,
3548,兆利科技,640733794,12024118,7388,53.28,60.5,43.3,51.85,44.8,15.56,2.23,24.02,1.09,,,,
5301,祥裕電子,15493210,2112894,759,7.33,7.98,6.71,7.31,7.01,NA,0,4.67,0.89,,,,
5309,系統電子,445569768,34040476,7456,13.08,14.25,10.6,12.91,11.6,NA,0,26.07,1.45,,,,
5317,凱美電機,278211092,31686884,7608,8.78,9.9,7.59,8.6,8.1,NA,3.7,23.23,0.69,,,,
5321,友銓電子,116659627,14896517,3685,7.83,9.09,6.8,7.48,8.7,NA,0,9.92,0.92,,,,
5328,華容    ,1229834139,112566395,21853,10.92,12,9.13,10.51,9.3,NA,0,67.2,0.93,,,,
5340,建榮工業,212962669,26725513,6781,7.96,8.7,6.85,7.69,7.42,NA,0,16.11,0.86,,,,
5345,天揚    ,683762549,40016898,14296,17.08,20.95,13.7,16.58,16.3,NA,0,80.03,1.2,,,,
5349,先豐通訊,1169483524,63158140,19673,18.51,20.5,13.95,18.23,15.9,26.95,0,31.38,1.23,,,,
5355,佳總興業,1957095785,84034751,23905,23.28,27,17.7,22.07,22.7,NA,0,60.89,2.69,,,,
5356,協益電子,361834788,28277305,6637,12.79,13.8,11.45,12.51,11.6,18.13,0.86,20.2,0.59,,,,
