櫃檯買賣股票成交資料彙總表,,,,,,,,,,,,,
The Trading Summary of Listed Stocks,,,,,,,,,,,,,
99年11月 Nov. 10,,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 341,923,478,655元",,,,,,"3. 櫃檯買賣月總成交筆數： 3,336,993筆",,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Number of Transactions,,,,,,,
"2. 櫃檯買賣股票月總成交量： 8,296,206,197股",,,,,,4. 成交量週轉率： 12.62%（以上櫃股數計算）,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Turnover Rate,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading 　Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
　（ 筆 ）　　
Total Transactions",         成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield,  週轉率（%）　　Turnover Rate,  淨值比（%）　　PBR
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,
5701,劍湖山  ,331949798,32803181,9225,10.11,10.4,9.8,10.09,10.35,N/A,0,7.89,1.25
5703,亞都麗緻,11701908,412245,292,28.38,30.2,27.35,28.27,28.5,34.76,0,0.59,2.46
5704,老爺知  ,2667625,114305,95,23.33,24,22.75,23.33,23.35,106.14,0.86,0.29,1.85
5706,鳳凰國際,1962607436,28057660,16421,69.94,74.8,63,68.55,72,17.27,3.23,70.47,2.91
5820,日盛金控,1352262512,132905832,12000,10.17,10.35,10,10.15,10.2,N/A,0,5.65,0.97
6008,凱基證券,3182972488,224460545,36603,14.18,14.75,13.85,14.13,14.05,12.77,3.21,7,0.95
6015,宏遠證券,125568424,15063668,3801,8.33,8.89,8,8.25,8.1,23.82,0,3.3,0.88
6016,康和證券,269701111,28376914,6505,9.5,9.94,9.15,9.38,9.3,66.43,4.36,4.16,0.8
6020,大展證券,15583376,911492,297,17.09,17.85,16.8,17.02,17,21.52,3.19,0.39,1.18
6021,大慶證券,144153976,8593215,2934,16.77,17.7,15.9,16.54,16.35,12.02,3.06,3.08,1.12
6022,大眾證  ,229513681,18412047,4993,12.46,13.55,11.45,12.31,11.7,18.28,18.3,4.71,0.98
6023,寶來期  ,38348357,1043799,704,36.73,38.75,35.4,36.63,36.25,19.81,5.06,0.8,1.71
6024,群益期  ,32083689,1139287,604,28.16,28.6,27.75,28.17,28.15,15.55,6.22,1.35,1.58
2916,滿心企業,110751667,4956619,1860,22.34,23.8,20,21.75,21.55,10.67,8.29,10.67,1.44
5902,德記洋行,48532403,4100312,1533,11.83,12.75,10.7,11.77,11.6,N/A,0,4.34,1.6
5903,全家    ,64850205,730651,581,88.75,92,86.6,88.4,87.7,21.34,2.93,0.33,4.86
5904,寶雅國際,69854032,2477273,1356,28.19,29.35,27.8,28.16,28.05,10.13,8.68,2.81,1.72
5905,南仁湖  ,4853235326,188952401,63138,25.68,28,19.95,25.15,26.1,N/A,0,91.34,2.17
8941,關中    ,35780004,3014058,1207,11.87,13.15,11.05,11.76,11.9,N/A,0,2.47,1.81
9960,邁達康  ,26324215,1247498,768,21.1,22.35,19.4,20.64,20.8,10.72,11.65,4.02,1.56
1584,精剛精密,299385175,10902901,5231,27.45,29.15,25,27.03,27.1,451.67,0,18.65,1.62
2221,大甲    ,10858678,729694,408,14.88,15.5,14.35,14.9,15.4,N/A,0,1.72,1.25
3284,太普高  ,105750674,5102391,1684,20.72,22.7,19.65,20.46,20.3,11.47,4.92,9.93,1.53
3388,崇越電通,172483928,2391392,1570,72.12,75.9,70.9,72.11,71.9,9.28,5.84,4.29,1.72
5312,寶島科  ,802245668,10649316,6587,75.33,79.5,67.2,72.3,78.8,22.91,2.58,17.73,4.44
6186,晶磊興業,52358626,3199661,1789,16.36,17.9,14.2,15.81,15.5,14.76,0,15.11,1.43
6803,崑鼎投控,196966213,1715649,1416,114.8,121,107,113.22,119,17.35,5.63,3.26,2.95
8390,金益鼎  ,117452285,2770101,2070,42.4,45.1,40,41.89,40.7,16.02,3.68,4.77,2.14
8401,白紗科技,307799913,8256318,4346,37.28,39.6,34.7,36.87,35.55,12.93,5.46,22.42,2.25
8705,東隆五金,26985408,832994,636,32.39,32.8,31.7,32.38,32.1,12.02,7.57,1,2.21
8905,裕國    ,32966250,2444271,943,13.48,14.4,12.8,13.34,13.35,11.41,3.08,2.05,0.94
8906,花王企業,13534100,1985135,425,6.81,7.15,6.52,6.82,6.98,N/A,0,3.87,0.78
