櫃檯買賣股票成交資料彙總表,,,,,,,,,,,,,,,,
The Trading Summary of Listed Stocks,,,,,,,,,,,,,,,,
99年06月 Jun. 10,,,,,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 345,045,767,594元",,,,,,"3. 櫃檯買賣月總成交筆數： 3,770,524筆",,,,,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Number of Transactions,,,,,,,,,,
"2. 櫃檯買賣股票月總成交量： 9,491,891,600股",,,,,,4. 成交量週轉率： 12.89%（以上櫃股數計算）,,,,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Turnover Rate,,,,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading 　Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
　（ 筆 ）　　
Total Transactions",         成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield,  週轉率（%）　　Turnover Rate,  淨值比（%）　　PBR,,,
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,,,,
4120,友華生技,213737848,3943682,2568,54.19,56.2,51.5,53.91,53.2,14.26,3.46,5.64,2.13,,,
4121,優盛醫學,130005309,7295874,2671,17.81,18.8,16.05,17.14,17.5,19.02,2.89,10.87,1.16,,,
4123,晟德    ,108979330,2602243,1354,41.87,43,40,41.71,41.5,22.07,4.28,3.74,1.85,,,
4126,太平洋醫,349602676,4765574,2766,73.36,76.6,69,72.95,72,47.68,2.86,7.82,3.64,,,
4127,天良    ,1811757905,60411926,27595,29.99,32.35,26.9,29.23,30.5,31.44,0.47,132.02,1.75,,,
4128,中天生技,4767556634,97796220,48247,48.74,52,43.6,47.73,50.7,460.91,0.38,43.66,2.56,,,
4129,聯合骨科,195480082,5459634,2987,35.8,38.75,32.3,34.72,36,37.11,0,11.78,2.56,,,
4131,晶宇生技,263801982,5970560,4020,44.18,47.25,40,43.35,41.9,N/A,0,12.36,5.95,,,
8908,欣雄    ,20014132,1120442,672,17.86,19.25,16.3,17.2,17.1,35.63,2.33,1.47,1.54,,,
8917,欣泰    ,1796830,44260,46,40.59,42.35,39,40.95,41,18.55,4.95,0.04,2.55,,,
8927,北基加油,166453698,8744757,2683,19.03,20.2,17.35,18.72,17.4,41.43,2.66,8.35,1.43,,,
8931,大園汽電,44429323,2808721,1112,15.81,16.85,15.05,15.67,16,11.76,1.88,2.63,1.12,,,
3073,普格    ,116431067,3839327,1277,30.32,33,28,30.26,28.5,N/A,1.71,7.91,1.48,,,
3087,翔準    ,196973675,18353674,5355,10.73,11.2,10.05,10.59,11.1,30,1.12,6.44,0.84,,,
3169,亞信電子,652612127,11886213,7351,54.9,59,49.5,53.68,50.5,19.96,4.11,22.26,3.11,,,
3188,安茂    ,73398741,4253456,1743,17.25,18.6,15.75,16.96,18.6,N/A,9.07,8.89,1.59,,,
3219,倚強科技,15599362,1207749,629,12.91,13.85,11.7,12.94,13.85,N/A,7.22,3.04,1.98,,,
3227,原相科技,3691133626,19812138,15573,186.3,194.5,173.5,184.76,181,25.64,3.19,15.15,3.78,,,
3228,金麗科  ,1108300841,17565184,10363,63.09,74.6,45,55.93,71.6,N/A,3.38,29.85,6.22,,,
3252,海灣科技,1414130,207026,127,6.83,7.45,6.17,6.75,6.95,N/A,0,0.35,19.31,,,
3259,鑫創科技,120609941,4134893,2333,29.16,30.8,26.3,28.76,27.1,169.38,0,6.65,1.57,,,
3260,威剛科技,4095771303,59585832,32650,68.73,73.5,62.8,67.74,63.4,6.37,0.41,26.12,1.79,,,
3264,欣銓科技,1438663465,59279311,17513,24.26,25.4,23,24.14,24.4,11.56,4.94,13.34,1.46,,,
3265,台星科  ,397499812,26154499,8138,15.19,16.25,14,15.05,15.1,14.11,3.52,9.6,1.09,,,
3268,海德威  ,408528720,10959113,5985,37.27,41.6,33.15,36.12,34.6,N/A,3.35,35.74,3.65,,,
3291,遠翔科技,1155055575,20061252,10077,57.57,62,49.1,56.34,51.5,20.2,2.01,61.52,3.5,,,
3317,尼克森  ,378123564,9547509,5374,39.6,41.7,36.55,39.02,37.2,18.51,3.77,15.58,1.36,,,
3372,典範    ,165831529,15639620,5126,10.6,11.15,10.1,10.51,10.2,N/A,12.39,5.17,0.9,,,
3438,類比科  ,759511893,9633401,6341,78.84,82.3,75.6,78.49,76.8,20.1,6.45,24.19,3.06,,,
3527,聚積    ,2799716285,19836417,12405,141.14,149,128.5,138.9,132.5,20.61,4.04,59.88,2.92,,,
3553,力積電子,2270171136,23576477,16477,96.28,102,87.5,95.42,91.2,12.08,1.61,45.83,3.79,,,
3556,禾瑞亞  ,1100807535,15226585,10242,72.29,75.5,68,71.7,70.1,25.77,2.42,34.65,3.35,,,
3582,凌耀    ,465532396,2652312,1798,175.51,183.5,165,178,181,29.1,3.18,7.94,9.02,,,
5302,太欣半導,37325997,2895267,1374,12.89,13.5,11.8,12.86,13,N/A,0,1.78,1.57,,,
5314,世紀民生,82848069,7872250,2831,10.52,11.2,9.9,10.47,10.3,60.59,0,7.04,1.22,,,
5324,德豐    ,846981,30054,53,28.22,29.5,26.25,28.1,26.25,N/A,0,0.06,3.28,,,
5326,漢磊科技,715869754,47507841,15087,15.06,16.3,13.7,14.96,14.2,N/A,6.51,14.54,1.63,,,
5344,立衛科技,37018288,1831267,820,20.21,21.7,18.7,19.66,19.3,17.55,4.28,2.31,1.67,,,
5346,力晶    ,1054313229,247839556,20353,4.25,4.48,3.99,4.25,4.38,N/A,0,2.74,1.2,,,
5347,世界先進,878550262,67161723,17316,13.08,13.8,11.9,13,13.1,19.26,2.9,4,1.09,,,
5351,鈺創科技,6181755643,230505837,70499,26.81,28.5,24,26.34,24.6,27.33,0,51.98,1.68,,,
5387,茂德科技,144271158,76206223,4236,1.89,2.1,1.76,1.88,1.85,N/A,0,1.05,0.73,,,
5425,台半    ,1189288961,46414991,16160,25.62,26.85,23.2,25.06,23.85,28.39,2.72,19.02,1.33,,,
5455,訊利電業,72867093,5531592,2046,13.17,13.9,12.3,13.02,12.6,N/A,12.01,15.16,1.7,,,
5466,泰林科技,81473841,7162880,2416,11.37,12,10.5,11.21,11.4,87.69,11.1,2.93,0.73,,,
5468,凱鈺科技,87793463,6768470,2391,12.97,14.4,10.5,11.77,12.2,N/A,0,8.54,1.79,,,
5483,中美晶  ,2922353808,42672078,24196,68.48,72.4,63,68.1,69.2,30.35,6.46,14.24,2.03,,,
5487,通泰    ,63287416,3128943,1546,20.22,21.25,19.2,20.18,19.8,12.94,4.91,6.92,1.17,,,
6103,合邦電子,314392,68647,87,4.58,5.05,3.9,4.56,5.02,N/A,0,0.29,1.38,,,
6104,創惟科技,1319568106,33451322,16609,39.44,41.8,35.7,38.85,35.9,N/A,4.35,39.36,2.17,,,
6129,普誠科技,435705954,21115188,8763,20.63,21.75,19.1,20.42,19.2,22.33,3.02,11.71,1.48,,,
6138,茂達電子,1381007286,37386093,17955,36.93,38.4,34,36.31,34.85,22.34,1.85,29.58,2.06,,,
6147,頎邦科技,7781498599,167652547,65326,46.41,50,40.3,46.21,48,17.71,5.31,28.62,2.33,,,
6182,合晶科技,1532135256,36592412,21431,41.87,43.45,39.2,41.49,40.6,N/A,5.38,13.38,1.52,,,
6198,凌泰科技,37669073,3199211,1416,11.77,12.7,11,11.64,11.5,N/A,0,9.19,1.39,,,
6223,旺矽科技,2221083968,19222053,12068,115.54,123.5,103.5,115.23,112,104.67,0.49,24.79,3.79,,,
6229,研通科技,136832587,6968849,2645,19.63,21,17.6,18.92,18.5,28.46,3.21,19.73,1.52,,,
6233,旺玖科技,3932627309,96479935,44505,40.76,44.3,34.15,39.93,38.8,N/A,1.66,110.03,2.65,,,
6236,凌越科技,147589,12641,14,11.67,12.8,10,11.67,12.75,N/A,0,0.1,9.38,,,
6237,驊訊電子,651962912,11834401,6443,55.09,57.8,49.1,53.1,51.5,N/A,0.44,15.25,2.6,,,
6261,久元電子,545781867,7697525,4947,70.9,73.3,67.3,71.05,69,12.9,4.35,8.13,1.94,,,
6287,元隆電子,370408427,27038915,8707,13.69,15.6,11.9,13.4,15.2,N/A,0,15.85,2.15,,,
6291,沛亨半導,92897024,5548791,2663,16.74,18.35,14.95,16.06,17.5,N/A,5.47,11.25,2.19,,,
8024,佑華微電,964383754,27569769,13533,34.97,37.8,30.3,34.39,31.75,20.75,5.1,48.58,1.94,,,
8040,九暘    ,591142119,19385237,8596,30.49,33.15,25,28.27,32,88.89,3.95,22.97,2.36,,,
8054,安國國際,354565780,6914259,4419,51.28,53.1,48.6,51.13,48.9,19.56,1.9,8.39,1.94,,,
8066,福陞科技,9229236,2989513,409,3.08,3.57,1.52,2.25,3.57,N/A,0,2.69,2.16,,,
8079,誠遠科技,251929059,10447322,4230,24.11,25.2,22.5,24.14,23.2,8.32,4.08,16.73,1.49,,,
8084,巨虹電子,54172434,3985533,1507,13.59,14.6,11.7,12.86,13.85,N/A,0,9.85,1.41,,,
8086,宏捷科技,4389914710,95162742,44531,46.13,49.9,38.6,45.99,47.3,175.19,0.98,76.36,3.57,,,
8088,品安科技,446247459,19715477,9454,22.63,25.2,19.75,22.1,20.5,48.81,0,47.09,1.4,,,
8277,商丞科技,980561719,13342919,9416,73.48,78.2,66,72.29,67.7,7.1,0,26.66,3.13,,,
1569,濱川企業,851903433,14454915,7906,58.93,62.4,55.4,59.3,57.9,15.36,0.95,21.05,2.4,,,
3069,寶晟科技,9982719,987920,543,10.1,10.6,9.5,10.11,10.1,N/A,0,3.7,1.22,,,
3071,協禧電機,804158943,44417196,16555,18.1,19.4,16.1,17.9,17.4,12.79,0,22.04,2.18,,,
3088,艾訊    ,46087073,1825164,1014,25.25,26.4,24,25.21,24.85,21.06,7.9,2.32,1.61,,,
3126,信億科技,22076116,1110055,684,19.88,22.35,17.2,18.8,18,N/A,0,3.21,3.2,,,
3171,天馳科技,79654549,5557128,2295,14.33,15.05,13.2,13.98,14,N/A,2.22,17.19,1.1,,,
3211,順達科技,1056507644,11510785,7336,91.78,94.8,87.5,91.59,90.5,9.75,7.59,8.91,2.46,,,
3213,茂訊電腦,118757863,1518816,1139,78.19,80.6,75.3,77.92,78.5,11.82,6.26,3.38,3.46,,,
3217,優群科技,126716849,4614603,2272,27.45,28.75,26.35,27.31,27.05,8.81,4.4,6.09,1.59,,,
3287,廣寰科  ,169255062,6227935,2883,27.17,29.4,23.8,26.44,26.5,17.43,2.26,14.57,1.96,,,
3323,加百裕  ,1013672845,21016108,10592,48.23,50.4,45.6,47.92,46.6,13.63,5.12,21.45,1.68,,,
3325,旭品    ,333240586,8506144,3648,39.17,40.4,37.35,39.22,39.7,28.16,3.05,13.54,1.82,,,
3416,融程電  ,67908830,1076767,809,63.06,65,60.3,63.32,63,15.29,8.19,2.55,2.5,,,
3479,安勤    ,714811288,15799218,8798,45.24,51.1,40.8,44.07,44.9,18.03,5.09,36.3,2.38,,,
3483,力致科技,196734838,2809710,2158,70.01,72.7,65.3,70.19,65.5,12.2,4.27,6.99,1.54,,,
3489,筌寶    ,40280388,1909953,1061,21.08,22.2,19.8,20.76,20.3,39.8,5.21,4.58,1.23,,,
3521,鴻翊    ,64240018,2827303,1542,22.72,23.8,19.4,21.56,19.7,N/A,10.22,9.05,1.28,,,
3540,曜越    ,59408843,1892659,1174,31.38,33,29.4,31.43,29.8,57.31,0,3.23,1.22,,,
3577,泓格科技,905958746,12935852,7827,70.03,73,63.8,69.27,66.6,45.62,2.1,30.07,4.21,,,
3611,鼎翰科技,129952194,1594138,1060,81.51,83.5,76.3,81.19,78.6,14.09,3.75,5.88,3.29,,,
3625,西勝    ,97713349,3221612,2040,30.33,32.4,28.2,29.8,29.2,25.84,3.35,9.14,2.19,,,
3652,精聯電子,86250449,2156320,1361,39.99,41.9,37.3,40.06,39.45,26.48,6.45,4.53,1.56,,,
5371,中強光電,3167836069,67506680,29340,46.92,48.3,44.2,46.76,47.6,10.19,5.87,9.32,1.68,,,
5384,捷元    ,49629099,5182129,1208,9.57,9.98,8.8,9.47,9.48,N/A,15.01,5.61,0.69,,,
5386,青雲國際,2081649,52515,68,39.65,44,35.9,40.27,40.95,46.01,0,0.6,7.5,,,
5426,振發實業,147597798,7832505,3224,18.84,19.3,18.2,18.81,18.85,11.71,8.61,5.45,1.18,,,
5438,東友    ,315558657,11152316,4091,28.29,29.7,25.2,27.13,27.8,14.18,2.12,9.91,1.7,,,
5450,寶聯電腦,60585155,2582964,1368,23.45,25.4,21.75,23.55,24.05,N/A,0,5.13,1.86,,,
5465,富驊企業,140963682,16523975,4844,8.53,9.23,7,8.23,8.25,N/A,0,6.95,1.34,,,
5474,聰泰科技,89970378,4111354,2524,21.88,23.2,20.1,21.66,20.6,N/A,6.91,12.19,1.48,,,
5490,同亨科技,997019488,28213778,12009,35.33,38.6,31.6,34.87,33.5,16.92,3.02,29.9,2.24,,,
6105,瑞傳科技,1271748321,34597619,14410,36.75,38.5,33.4,35.8,34.7,12.39,3.21,31.46,1.45,,,
6121,新普科技,4294636235,24062926,16537,178.47,185,170,178.54,175.5,15.41,3.27,10.39,3.38,,,
6123,上奇科技,2056931660,58532271,24221,35.14,40.5,28.8,34.86,37.2,20,3.65,137.57,2.76,,,
6150,撼訊科技,1404079217,26683450,15926,52.61,55.9,47.6,51.83,48.25,11.77,0.92,41.51,3.2,,,
6160,欣技資訊,124309140,3073244,2015,40.44,42.2,36.85,40.53,39.3,23.82,3.66,4.33,2.71,,,
6161,捷波資訊,356258294,17383028,6813,20.49,22.15,19,20.04,19.05,15.36,3.89,17.19,1.18,,,
6188,廣明光電,1842771534,39533639,19132,46.61,48.45,44.1,46.32,45.4,9.78,6.55,13.87,1.51,,,
6199,精威科技,17010422,1421918,631,11.96,12.7,11.3,11.89,12.4,N/A,0,2.25,1.24,,,
6219,富旺    ,24423904,918026,551,26.6,28.45,23.05,25.74,23.7,55.12,0,0.56,3.8,,,
6222,上揚科技,55419623,3793607,1652,14.6,16,10.8,13.1,14.05,N/A,0,6.78,1.73,,,
6228,全譜科技,42664665,3490450,1206,12.22,12.8,11.3,12.28,12.3,87.86,0,8.49,1.11,,,
6230,超眾科技,1296774630,27065291,11538,47.91,51,42,46.38,47.6,14.74,4.4,31.35,1.93,,,
6247,淇譽電子,54401787,2826015,1452,19.25,19.9,18.6,19.26,19.3,12.53,1.03,4.68,1.21,,,
6298,崴強科技,296567761,15029952,6378,19.73,20.95,17.05,19.03,18.7,374,3.47,9,1.33,,,
8050,廣積    ,159408709,3303684,2423,48.25,50.5,45.55,47.82,47.9,20.13,0,4.81,2.01,,,
8076,伍豐科技,936921452,16563773,10921,56.56,61.1,52,55.82,60.8,95,2.63,10.75,3.51,,,
8114,振樺電  ,135219962,2312254,1491,58.47,62.5,53,58.41,59.9,16.1,7.44,4.21,3.47,,,
8210,勤誠興業,805350071,25046938,6842,32.15,34.8,28.6,31.54,32.55,8.85,1.56,22.46,1.99,,,
8234,新漢    ,84707777,3222646,1806,26.28,27.65,23.95,25.6,24.55,23.83,7.69,3.89,1.63,,,
8299,群聯電子,6362952327,31632856,23284,201.15,211,180.5,199.8,186,13.47,1.8,21.44,3.23,,,
3066,李洲科技,46412142,3773168,1787,12.3,12.9,11.5,12.09,12.2,N/A,0,2.66,1.35,,,
3128,昇銳電子,54328924,2355651,1241,23.06,24.3,21.6,22.77,22.4,15.56,4.37,5.61,1.28,,,
3230,錦明實業,237665484,14588215,5158,16.29,17.3,15,16.08,15.75,N/A,3.71,14.76,0.79,,,
3297,杭特電子,43698451,1344613,918,32.49,34.65,30.6,32.2,30.7,14.9,3.13,3.91,1.37,,,
3339,泰谷光電,598470264,17978077,8662,33.28,34.8,31,32.97,32.35,107.83,0,8.03,2.02,,,
3362,先進光  ,54621128,1460578,740,37.39,39.4,34.5,37.3,36,45.57,0,1.88,3.42,,,
3434,哲固資訊,28164733,1896411,1047,14.85,15.7,13.4,14.65,14.8,N/A,1.63,5.78,1.26,,,
3452,益通光能,3507604342,79745595,37594,43.98,47.75,38.5,42.72,43.5,N/A,8.63,31.97,1.02,,,
3455,由田新技,2166263606,48349218,27067,44.8,47.9,38.55,44.15,43.9,66.52,4.44,94.08,1.7,,,
3490,單井    ,156208746,3685060,2192,42.38,44,39.3,41.74,40.5,57.04,5.86,12.21,2.45,,,
3516,亞帝歐  ,59143895,3867764,1365,15.29,15.95,14.45,15.28,15.1,48.71,14.93,5.04,0.45,,,
3520,振維    ,57839665,4117154,1392,14.04,14.9,12.95,13.75,13.5,27.55,3.62,7.94,0.81,,,
3522,宏森    ,319097625,11173296,5409,28.55,30.9,25.45,28.35,28.5,20.65,1.38,31.52,1.48,,,
3523,迎輝科技,785595974,15729288,8774,49.94,53.4,47.25,49.41,50.7,N/A,3.89,15.55,1.79,,,
3531,先益電子,55476350,1818000,1138,30.51,32.5,29.2,30.3,30.1,14.47,4.93,3.02,1.04,,,
3562,頂晶科技,41463516,1319884,994,31.41,32.95,29,31.15,30.8,N/A,3.18,2.52,2.01,,,
3615,安可光電,193853817,4065148,2488,47.68,49.75,43.65,46.93,44.05,40.41,0,11.42,1.77,,,
3623,富晶通  ,285492444,6619463,4591,43.12,45.9,38.5,42.56,39.6,45.52,1.7,11.58,3.44,,,
3629,卓韋光電,557046393,13081943,8639,42.58,53.4,32.7,39.66,32.8,19.07,2.56,51.02,2.72,,,
3630,新鉅科  ,5216187864,45523128,30352,114.58,134,95.2,114.48,108.5,57.71,1.05,58.58,7.91,,,
4729,熒茂光學,139597164,5778941,3086,24.15,25.7,21.8,23.75,23.35,N/A,2.09,9.03,1.19,,,
5315,光聯科技,103918366,17466520,4228,5.94,6.47,5.01,5.63,5.8,N/A,0,7.43,0.87,,,
5392,應華精密,2246116155,16106475,11311,139.45,150,128,138.88,130,15.68,1.45,21.72,3.06,,,
5395,圓方創新,3170589,132030,113,24.01,25.4,22,24.16,24.6,N/A,0,0.54,2.54,,,
5432,達威光電,301164,59987,49,5.02,5.35,4.61,4.85,4.96,N/A,0,0.18,2.38,,,
5443,均豪精密,535821446,34257213,10723,15.64,16.75,13.65,15.32,15.5,N/A,0,14.99,1.3,,,
6125,廣運機械,464946068,18962273,7143,24.51,26,22.1,24.23,23.8,476,9.5,8.94,0.91,,,
6156,科橋電子,6335081,1206445,362,5.25,5.93,4.88,5.35,5.85,N/A,0,0.69,1.02,,,
6167,久正光電,10783358,3793423,588,2.84,3.02,2.66,2.83,2.88,N/A,14.03,2.34,0.75,,,
6234,高僑    ,100800003,4565799,2338,22.07,23.2,20.55,21.87,21.2,N/A,0.37,6.35,0.64,,,
6244,茂迪    ,5525233610,56899907,34343,97.1,103.5,89.1,96.59,98.5,95.63,5.02,15.11,1.92,,,
6246,臺龍電子,309925192,18861573,5794,16.43,17.95,13.75,15.68,15.25,18.37,0,12.74,2.29,,,
6278,台表科  ,3173878452,47861185,22504,66.31,71.4,60,65.7,60.6,8.2,5.5,21.91,1.57,,,
6294,智基科技,517149,26895,35,19.23,25.15,16.8,20.11,17.5,N/A,0,0.5,3.3,,,
8049,晶采光電,1785485036,75385658,27084,23.68,25.3,20.7,23.16,22.95,19.45,0,80.32,2.13,,,
8053,巨擘科技,72116261,9461334,2758,7.62,8.7,6.65,7.49,7.38,N/A,0,2.3,0.45,,,
8064,東捷科技,1689102118,60854413,23765,27.75,29.8,24.2,27.41,25.95,N/A,1.44,46.12,1.61,,,
8069,元太科技,14907037642,321947760,135135,46.3,50.1,39.15,46.29,39.55,119.85,0,29.97,2,,,
8071,豐聲科技,23071727,611514,445,37.72,39.25,35.7,37.57,38.1,77.76,0,1.81,3.51,,,
8077,冠華科技,4326357,650688,177,6.64,8.5,5.36,6.84,6.5,N/A,0,1.74,1.52,,,
8087,華鎂鑫  ,22722577,1700128,868,13.36,14.5,12.3,13.27,13.2,66,0,4.83,1.08,,,
8107,大億科技,668334003,31507228,11866,21.21,22.45,19.45,20.89,19.7,N/A,4.69,18.33,1.23,,,
8111,立碁電子,1434380578,52336837,20494,27.4,28.9,25.35,27,25.95,46.34,0,44.3,1.92,,,
8240,華宏新技,755948851,12197682,6951,61.97,66.3,56.1,61.53,57.3,12.19,0.78,16.03,1.48,,,
8266,中日新  ,242021912,9035465,3870,26.78,28.4,23.8,26.15,27.75,N/A,7.28,12.83,2.06,,,
3068,美磊科技,2178286025,24779546,12087,87.9,92.5,80.6,87.22,82.7,16.18,1.01,35.01,3.68,,,
3095,及成    ,925730998,46939649,17583,19.72,21.9,16.35,18.42,20.9,N/A,11.11,21.56,1.05,,,
3152,璟德電子,1540119847,6931122,5360,222.2,244.5,199,220.09,225.5,29.21,1.25,11.05,5.9,,,
3221,台灣嘉碩,171492506,6234251,2741,27.5,29.6,25.8,27.4,26.6,19.7,2.98,8.77,1.46,,,
3290,東浦    ,1021176783,53855399,16673,18.96,20.45,16.8,18.3,17,16.04,2.66,72.47,1.43,,,
3306,鼎天國際,813804385,18687605,11009,43.54,46.2,39.15,42.92,40.25,26.31,1.14,25.85,1.67,,,
3431,長天科技,78386458,5125969,2455,15.29,16.25,13.8,15.12,15.5,N/A,6.38,10.55,2.13,,,
3454,晶睿通訊,794211131,14437593,8244,55,58.9,49,53.56,50.8,28.86,3.01,24.89,2.79,,,
3491,昇達科技,114659136,1957265,1338,58.58,62.2,54.1,58.75,56.3,18.64,7.81,4.85,2.53,,,
3499,環天科技,90760082,3637503,2057,24.95,26.75,22.4,24.43,23.3,46.6,4.89,7.53,1.33,,,
4903,聯光通信,103856594,9483663,2892,10.95,11.6,10.2,10.75,10.8,30.86,0,12.52,0.96,,,
4905,台聯電訊,160992265,8404823,3080,19.15,20.45,18.3,18.96,19,N/A,2.13,14.88,1.28,,,
4907,正華通訊,1648048,177211,55,9.29,9.95,6.89,8.58,8.78,N/A,0,0.61,5.93,,,
4908,前鼎光電,192300875,3950597,2568,48.67,51,45.55,48.17,45.6,19.32,4.39,5.85,3.13,,,
4909,新復興  ,132344874,3215205,1923,41.16,42.8,39.1,41.02,40.2,12.11,2.5,3.96,1.77,,,
5304,鼎創達  ,3323144,836104,475,3.97,4.36,3.6,3.97,3.87,10.46,0,0.45,0.9,,,
5306,訊康科技,91612565,13968685,3621,6.55,7.99,4.82,5.73,7.44,N/A,0,17.39,1.28,,,
5348,系通科技,87383073,5761409,2556,15.16,17,13.7,14.68,14.9,N/A,0,26.49,1.84,,,
5353,台林通信,87969865,6962781,2611,12.63,13.5,10.55,12.14,12.1,403.33,1.13,7.16,0.87,,,
6109,亞元科技,82539693,4552583,1984,18.13,19.4,16.55,17.96,17.9,31.4,0,8.64,1.66,,,
6143,振曜科技,4064541329,44625963,25996,91.08,97.7,77.2,91.55,77.5,17.26,1.02,65.18,3.87,,,
6163,華電聯網,116735674,6736012,3342,17.33,18.2,16.05,17.18,17,22.97,14.77,7.31,1.27,,,
6170,統振    ,202339007,8884749,4235,22.77,24.3,20.85,22.38,22.1,N/A,7.32,9.9,1.74,,,
6190,萬泰科技,140754659,8700430,2496,16.17,16.7,15.3,16.15,15.5,12.4,8.63,7.4,1.25,,,
6218,豪勉科技,137639927,5588571,2547,24.62,25.6,23,24.41,24.2,18.06,6.09,11,1.33,,,
6241,易通展  ,4383058,208785,131,20.99,22.6,19.85,20.81,20.25,18.08,0,0.69,2.77,,,
6245,立端科技,73241450,3183774,1485,23,24.6,21.35,22.74,23,50,2.55,4.94,1.57,,,
6263,普萊德  ,28404118,933754,628,30.41,32,28.9,30.31,30.1,14.61,7.56,1.65,1.92,,,
6264,德士通  ,20288825,1529096,675,13.26,13.9,12.8,13.23,12.8,N/A,0,2.57,1.81,,,
8034,榮群電訊,60465694,6200335,2230,9.75,10.35,9.08,9.61,9.71,N/A,2.12,9.86,0.94,,,
8048,德勝科技,63885006,2659854,1570,24.01,25.8,22,23.76,22.4,21.13,4.54,6.04,1.7,,,
8059,凱碩    ,262910972,12100665,5987,21.72,23.45,19.9,21.38,21.8,9.6,3.04,13.07,1.54,,,
8082,捷超通訊,176639428,8494344,1804,20.79,21.6,19.8,20.59,19.85,N/A,0,16.92,1.96,,,
8097,鴻松精密,277082777,29894681,8367,9.26,11.6,5.3,7.46,9.09,N/A,0,74.09,1.73,,,
1333,恩得利  ,204900115,12207553,4515,16.78,18.5,14.65,15.95,17.7,N/A,1.38,11.91,2.48,,,
1336,台翰    ,52758748,3143084,1527,16.78,17.8,15.75,16.61,16.4,N/A,4.89,4.74,0.65,,,
1815,富喬    ,2078399159,78939183,25663,26.32,29.2,23.25,25.91,26.1,N/A,0.9,30.74,2.16,,,
3078,僑威科技,2233313057,55301578,20971,40.38,42.75,35.15,40.34,42,21.88,2.06,29.74,2.73,,,
3089,展成科技,668391164,49853363,13823,13.4,14.45,11.6,13.09,11.75,90.38,0,95.55,1.07,,,
3092,鴻碩精密,658124126,15043091,10007,43.74,50.5,36.7,42.48,37,23.27,3.25,25.99,1.92,,,
3114,好德科技,35875565,2705904,1223,13.25,13.8,12.6,13.32,13.45,N/A,7.52,5.57,0.85,,,
3115,寶島極光,15001624,1129503,471,13.28,14,12.8,13.3,13.3,N/A,0,3,1.53,,,
3144,新揚科  ,10957438,829720,227,13.2,14.1,12.2,13.17,12.8,N/A,0,1.2,3.12,,,
3191,和進電子,340706290,20452319,7965,16.65,18.25,14.35,16.2,14.7,N/A,3.03,37.77,1.11,,,
3202,樺晟電子,137466260,7033766,2897,19.54,20.6,17.65,19.31,17.85,11.09,5.96,9.39,0.93,,,
3206,志豐電子,255194337,10910611,5054,23.38,25.4,21.05,22.79,21.4,19.45,1.59,28.15,1.41,,,
3207,耀勝電子,98689554,6387156,1873,15.45,16.1,14.1,15.14,14.9,11.37,3.21,17.71,1.06,,,
3226,至寶電腦,23555964,948124,439,24.84,26.3,22.9,24.67,25.2,N/A,0,3.37,2.94,,,
3236,千如電機,492814589,22768533,9006,21.64,24.3,18.45,20.99,18.9,27.39,4.21,52.4,1.28,,,
3276,宇環科技,87060967,8537436,2745,10.19,11.25,8.56,9.56,10.45,N/A,0,10.87,1.2,,,
3288,點晶科技,65561264,2446450,1257,26.79,28.7,24.05,26.46,25.5,102,0.81,4.91,2.34,,,
3294,英濟    ,57619579,3960906,1515,14.54,15.6,13.35,14.42,13.8,N/A,2.72,2.9,0.68,,,
3299,帛漢    ,521235788,13386705,7763,38.93,41.55,35.9,38.29,39.6,13.33,2.34,25.5,1.85,,,
3310,佳穎精密,60468511,1504621,760,40.18,42.25,38,39.91,42.25,N/A,3.52,4.41,4.24,,,
3313,斐成企業,189336981,10275287,4421,18.42,19.8,16.6,18.06,18.15,N/A,0,16.7,1.2,,,
3322,建舜電子,60496367,3249484,1601,18.61,19.45,17.65,18.52,17.65,N/A,0,3.92,1.2,,,
3332,幸康電子,56998110,1607504,1062,35.45,36.8,32.85,35.55,34.4,15.57,10.98,3.34,1.38,,,
3354,律勝    ,21620560,1171200,599,18.46,20.35,16.1,18.14,16.9,N/A,3.51,1.58,1.02,,,
3390,旭軟電子,118476949,3602275,2007,32.88,34.95,30,32.48,30.7,10.27,2.45,8.22,1.89,,,
3465,祥業科技,28844792,2491449,1082,11.57,12.35,11,11.52,11,N/A,6.32,8.65,1.73,,,
3484,崧騰    ,203837220,4876327,2693,41.8,43.7,39.5,41.52,39.8,13.22,0,10.2,1.62,,,
3511,矽瑪科技,98499010,1432275,1044,68.77,70.8,64.8,68.5,65.4,12.75,3.05,4.5,2.26,,,
3512,能緹    ,23713848,725060,455,32.7,35.5,31,32.65,31,N/A,3.68,1.96,1.93,,,
