櫃檯買賣股票成交資料彙總表  The Trading Summary of Listed Stocks,,,,,,,,,,,,,
"101年6月 Jun., 12",,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 183,475,481,610元",,,,,,"3. 櫃檯買賣月總成交筆數： 2,126,927筆",,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Number of Transactions,,,,,,,
"2. 櫃檯買賣股票月總成交量： 4,415,241,305股",,,,,,4. 成交量週轉率： 6.59%（以上櫃股數計算）,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Turnover Rate,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
（ 筆 ）　　
Total Transactions",       成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield, 週轉率（%）　 　Turnover Rate, 淨值比（%）　　PBR
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,
8908,欣雄    ,3173718,137944,114,23,23.9,22.35,23.12,23,19.01,6.08,0.15,1.91
8917,欣泰    ,5160398,119265,46,43.27,43.5,43.1,43.26,43.5,21.12,5.05,0.11,2.71
8927,北基加油,23185414,1705680,335,13.59,14.1,13.35,13.68,13.9,15.98,2.15,1.51,1.19
8931,大園汽電,10654458,757223,729,14.07,14.5,13.6,14.16,14.2,17.53,6.33,0.71,1.03
3073,普格    ,554261110,21366282,8145,25.94,27.4,23.45,25.96,26.65,N/A,0,40.82,1.92
3087,翔準    ,38314869,3151255,1074,12.15,12.8,10.85,11.74,12.5,16.03,0,1.26,0.83
3105,穩懋    ,5386746019,138804126,63420,38.8,45.6,36,38.89,37.35,17.05,2.19,21.4,2.26
3169,亞信電子,167489685,5303489,3146,31.58,33.6,29,31.41,31.55,14.95,6.33,9.93,2.01
3188,安茂    ,2671313,418448,416,6.38,6.94,5.77,6.46,6.41,N/A,0,0.93,0.79
3219,倚強科技,76134,17004,18,4.47,5.29,4.04,4.49,4.75,N/A,0,0.03,1.59
3227,原相科技,4035744404,47920879,31168,84.21,88.6,77.6,83.87,85.5,24.29,5.61,36.52,1.9
3228,金麗科  ,37553564,1575379,1213,23.83,26.3,19.55,21.26,25.1,N/A,0,2.67,2.67
3252,海灣科技,7218605,418152,294,17.26,19.75,13.7,16.53,15.15,14.43,0,1.19,2.6
3259,鑫創科技,246438665,15206012,6058,16.2,17.9,12.9,15.15,15.3,N/A,0,24.31,1.27
3260,威剛科技,2448473874,64447731,32152,37.99,40.75,34.2,37.78,38,31.93,0,28.54,1.19
3264,欣銓科技,380782926,19143475,9448,19.89,20.7,18.4,19.88,19.85,12.03,10.57,4.19,1.1
3265,台星科  ,868773141,26441621,12985,32.85,35.2,29.25,32.88,33.8,9.91,4.91,19.41,1.47
3268,海德威  ,3107664,343161,322,9.05,9.79,8.58,9.07,9.45,N/A,0,1.12,1.12
3291,遠翔科技,51864929,1855529,1065,27.95,28.85,25.75,27.97,28.55,10.42,8.58,5.32,1.81
3317,尼克森  ,10904366,895682,778,12.17,12.75,11.4,12.21,12.35,N/A,3.23,1.46,0.53
3372,典範    ,29992626,6930535,2287,4.32,4.83,4.01,4.29,4.34,N/A,0,2.29,0.43
3438,類比科  ,75540788,2100949,1554,35.95,38,33.35,36,36.1,17.52,8.86,5.44,1.35
3527,聚積    ,936757364,7587968,6093,123.45,129.5,113,123.54,127,13.28,6.53,22.89,2.54
3529,力旺電子,578346358,9328100,6317,62,67.2,58,61.16,63.4,29.63,3.94,12.16,2.93
3553,力積電子,80237199,4655521,3130,17.23,18.25,16.3,17.13,17.5,N/A,12.57,7.26,1.4
3555,擎泰    ,960941469,22476260,15885,42.75,48.5,38,42.3,41.5,71.55,21.68,35.21,1.27
3556,禾瑞亞  ,1254971431,20866846,14745,60.14,63.9,53.3,59.88,62,15.09,4.51,44.13,2.78
3567,逸昌    ,3242149,403497,169,8.03,8.56,7.8,8.1,8.08,N/A,18.93,1.01,0.65
3582,凌耀    ,3916689688,24101577,18260,162.5,182,149,162.21,159.5,19.43,3.76,67.17,4.68
3658,漢微科  ,4185964176,12713235,11033,329.26,357,296,330.02,324,18.52,1.35,19.26,11.32
3675,德微    ,163984360,5909458,3038,27.74,32.5,23.9,32.5,32.5,191.18,1.26,13.35,1.63
3680,家登    ,193834787,3549890,2829,54.6,58.5,50.3,54.13,53.7,19.04,3.72,8.54,3.06
4947,F-昂寶  ,690931563,5424598,4124,127.37,138,117.5,126.09,126.5,16.03,0,12.75,3.36
4966,F-譜瑞  ,3312376925,8317773,7222,398.22,431,368,396.66,397,31.96,0,16.2,8.28
4973,廣穎    ,299285821,9258517,6124,32.32,34,30.85,31.87,31.55,8.22,6.33,15.38,1.48
5302,太欣半導,2585944,335272,236,7.71,8.15,7.3,7.74,7.56,N/A,0,0.21,1.1
5314,世紀民生,104928365,8196749,4110,12.8,13.8,12,12.68,12.55,N/A,0,13.66,1.2
5326,漢磊科技,169972660,17277649,5650,9.83,10.35,9.04,9.75,10.15,22.56,0,5.29,0.92
5344,立衛科技,44270040,3405793,1516,12.99,14.35,11.25,12.21,13.95,9.12,6.66,4.29,1.16
5346,力晶    ,55333822,89187546,4486,0.62,0.72,0.55,0.61,0.55,N/A,0,1.61,0.64
5347,世界先進,736711070,49779159,18902,14.79,15.7,13.4,14.67,13.9,43.44,4.31,3.07,1.1
5351,鈺創科技,321914461,32528019,10939,9.89,10.7,8.87,9.5,9.98,N/A,3.2,7.27,0.92
5425,台半    ,101680687,7176585,3009,14.16,15,13.45,14.15,14.5,12.72,8.27,2.94,0.73
5455,訊利電業,232665,106171,46,2.19,2.59,1.97,2.22,2.1,N/A,0,0.29,0.47
5466,泰林科技,81968653,8220460,3024,9.97,10.5,9.4,9.93,9.73,N/A,10.27,3.37,0.44
5468,凱鈺科技,7353195,666313,438,11.03,11.55,10.5,10.87,11,N/A,0,1.48,1.33
5483,中美晶  ,7818850405,160254886,78028,48.79,53.6,44.6,48.24,46.4,N/A,11.85,36.17,1.13
5487,通泰    ,6474630,462305,242,14,14.45,13.3,14.04,14.45,17.84,5.81,1.04,0.88
6103,合邦電子,59157,29554,47,2,2.38,1.87,2.04,2.08,N/A,0,0.05,1.81
6104,創惟科技,143396242,7053800,4089,20.32,21.95,19.1,20.28,21.95,N/A,0,8.15,1.44
6129,普誠科技,41200009,4157218,1893,9.91,10.3,9.22,9.88,10.1,31.56,9.9,2.3,0.81
6138,茂達電子,322252498,15707667,7398,20.51,22.4,18,20.09,21.3,18.52,7.04,12.06,1.35
6147,頎邦科技,4062056315,105844904,46329,38.37,41.1,34.5,38.49,39.95,13.87,5,17.97,1.41
6182,合晶科技,488449112,24011245,13018,20.34,22.1,19.05,20.08,20.55,N/A,6.32,8.52,0.83
6198,凌泰科技,2146369,413377,356,5.19,5.6,4.72,5.19,5.01,N/A,0,1.19,0.76
6223,旺矽科技,491317360,8439279,6033,58.21,62.5,53.1,57.46,61,11.42,9.49,10.74,1.52
6229,研通科技,11232838,1076119,532,10.43,11.1,9.82,10.38,10.45,58.06,10.43,3.01,0.86
6233,旺玖科技,94330983,6584762,3787,14.32,15.35,12.65,13.87,14.5,N/A,0,7.48,0.95
6236,凌越科技,68481,3328,6,20.57,21.4,21.3,21.35,20,166.67,0,0.05,4.34
6237,驊訊電子,37981461,2073979,1445,18.31,19.7,17.3,18.27,19.1,N/A,0,2.69,0.98
6261,久元電子,757139653,9469478,6438,79.95,82.7,76,79.68,79.3,13.67,6,8.47,1.69
6287,元隆電子,9798911,2078936,785,4.71,5.61,3.87,4.31,4.95,N/A,0,1.5,0.83
6291,沛亨半導,878887,385286,138,2.28,3,2,2.55,2.2,N/A,0,0.79,0.49
8024,佑華微電,8139554,667129,607,12.2,13,11.5,12.33,12.2,406.67,1.88,1.2,0.82
8040,九暘    ,31609714,2946538,1426,10.72,11.5,9.9,10.58,10.8,N/A,9.62,3.33,0.92
8054,安國國際,525635093,10865133,7359,48.37,51.4,44.65,48.36,48.55,10.58,5.14,13.15,1.71
8066,政德光電,169791,41011,10,4.14,4.25,3.59,3.96,3.59,N/A,0,0.04,179.5
8079,誠遠科技,30573850,2054910,1242,14.87,15.6,14.5,14.88,15,10.27,14.46,2.75,1
8084,巨虹電子,3337469,438429,264,7.61,8.35,7.14,7.67,7.8,16.6,0,1.08,0.91
8086,宏捷科技,3061580242,89769993,44902,34.1,35.9,31.3,33.9,32.2,84.74,2.17,69.48,2.29
8088,品安科技,203899165,12785501,4902,15.94,17.6,14.05,15.49,16.95,N/A,3.53,28.56,1.18
8277,商丞科技,438535964,22931907,11704,19.12,21.2,16.75,18.89,19.95,N/A,0,35.25,1.53
1569,濱川企業,819884230,13697458,9200,59.85,64.5,54.5,59.56,60.6,13.74,1.41,18.5,2.27
3071,協禧電機,10270515,1283965,494,7.99,8.48,7.51,8.06,7.9,24.69,0,0.7,0.73
3088,艾訊    ,26118193,1304784,603,20.01,20.95,19,20.02,20.4,14.57,10.78,1.69,1.29
3126,信億科技,25283002,903002,611,27.99,31,24.7,27.68,25.5,N/A,0,1.87,4.02
3171,天馳科技,11469512,830167,353,13.81,14.2,12.9,13.84,14,N/A,0,1.59,1.55
3211,順達科技,8396381701,53712339,35281,156.32,168,139.5,155.57,162,15.07,3.69,35.4,3.41
3213,茂訊電腦,52676402,1053104,1093,50.02,51.6,49,50.07,49.8,8.57,11.04,1.9,2.29
3287,廣寰科  ,2833253,310641,197,9.12,9.55,8.73,9.15,8.89,N/A,14.62,0.71,0.79
3323,加百裕  ,670841201,26999627,13853,24.84,26.6,20.35,24.3,26.35,N/A,5.69,27.28,1.02
3325,旭品    ,37544887,3022955,1637,12.41,13.4,11.5,12.25,13.1,N/A,3.74,4.51,0.86
3416,融程電  ,24028434,528640,391,45.45,46.9,43.1,45.7,46.9,13.63,9.59,1.16,1.84
3479,安勤    ,65149020,2120312,1338,30.72,31.6,28.7,30.67,31.1,12.01,7.42,4.58,1.46
3483,力致科技,242813585,7780544,4577,31.2,33,27.55,30.92,32.2,17.5,0.93,15.89,0.81
3489,筌寶    ,60480801,8897763,2521,6.79,7.73,5.18,6.15,7.34,N/A,0,16.84,0.64
3521,鴻翊    ,8241905,416008,155,19.81,20.6,18.3,19.75,20,N/A,0,1.32,1.58
3540,曜越    ,18324127,1035897,787,17.68,18.85,15.95,17.38,17.55,28.31,0,1.7,0.77
3577,泓格科技,24475704,880671,677,27.79,29,26.6,27.88,27.8,14.11,6.11,2.02,1.56
3611,鼎翰科技,146257903,1602621,1410,91.26,96.5,85,90.12,94.3,11.04,6.36,4.7,2.92
3625,西勝    ,14159851,1640226,623,8.63,9.1,8,8.4,8.71,N/A,0,2.92,0.7
3652,精聯電子,5014108,276317,194,18.14,18.9,16,18.01,18.45,N/A,5.04,0.58,0.76
4924,F-欣厚  ,132707610,4310706,2421,30.78,33,28.3,30.77,32.75,23.56,3.41,12.39,1.95
4987,科誠    ,62728541,1519215,659,41.29,43.5,38.6,40.35,41.8,10.48,4.78,6.33,1.62
5356,協益電子,423694038,10349878,5539,40.93,42.2,37.85,40.92,41.95,8.02,11.91,7.81,1.33
5371,中強光電,2585857249,94639072,37752,27.32,28.8,24.8,27.07,27.75,17.79,12.61,13.07,0.97
5384,捷元    ,13141760,1048287,420,12.53,12.95,11.85,12.5,12.8,213.33,0,1.19,0.96
5386,青雲國際,64,5,2,-,-,-,-,12.6,N/A,0,0,3.44
5426,振發實業,34216984,2984873,745,11.46,11.7,11,11.54,11.7,18.87,7.69,2.08,0.8
5438,東友    ,21739988,1583577,978,13.72,14.6,12.05,13.54,13.6,34.87,11.76,1.41,0.98
5450,寶聯電腦,7806739,559802,447,13.94,14.95,13.35,13.92,13.6,N/A,0,1.11,1.09
5465,富驊企業,3027195,450003,170,6.72,7.35,6.4,6.75,6.6,N/A,0,0.29,0.75
5474,聰泰科技,22187687,2099036,985,10.57,11.35,9,10.12,10.45,N/A,0,6.22,0.86
5490,同亨科技,147414942,5048348,2743,29.2,31.35,27.2,28.52,27.6,10.38,9.05,5.35,1.58
6105,瑞傳科技,326781552,11277645,4629,28.97,30.1,26.6,28.8,29.8,8.01,3.35,11.05,1.12
6121,新普科技,6771106502,32562826,23778,207.93,222,189,208.19,203.5,15.05,3.19,11.62,3.44
6123,上奇科技,125740276,3234654,1907,38.87,40.9,36.4,38.85,39.95,14.47,7,6.7,2.37
6150,撼訊科技,218091235,12186569,6410,17.89,19.25,14.55,17.46,17.9,49.72,15.08,17.37,1.41
6160,欣技資訊,53008264,1929091,1445,27.47,29.5,26,27.34,27.3,9.96,8.42,2.72,1.7
6161,捷波資訊,56948918,4206055,1773,13.53,14.1,12.6,13.5,13.8,8.73,2.17,4,0.82
6188,廣明光電,168354663,8485186,3592,19.84,20.85,18.35,19.76,20.7,11.9,9.66,3.05,0.72
6199,精威科技,7809824,557833,254,14,14.5,13.45,13.98,14,N/A,0,0.88,2.17
6222,上揚科技,2833096,278150,183,10.18,10.8,9.8,10.31,10.8,11.25,0,0.5,1.19
6228,全譜科技,6575112,1124893,596,5.84,6.43,5.2,5.82,6.43,N/A,0,2.74,0.64
6298,崴強科技,291371948,16920362,7283,17.22,18.15,15.65,16.97,17.45,16.46,1.14,10.02,1.15
8050,廣積    ,111897310,2813012,1944,39.77,41.2,37.8,39.86,40.8,10.68,8.11,3.93,1.62
8076,伍豐科技,554074965,15972214,9360,34.68,38.7,29.35,34.19,37.95,51.99,0,9.47,2.56
8114,振樺電  ,43057073,779620,652,55.22,57.9,52.6,55.2,57,10.82,7.94,1.28,2.73
8234,新漢    ,63442759,2373304,1138,26.73,27.65,24.75,26.69,27.45,10.24,7.28,2.46,1.58
8299,群聯電子,10212047350,44485295,31828,229.56,251,195.5,227.66,240,16.17,2.91,24.71,3.74
8410,森田印刷,97127722,2450744,1762,39.63,42,37.7,39.42,39.4,16.28,5.07,6.7,1.3
3066,李洲科技,2995691,515945,227,5.8,6,5.6,5.78,5.74,N/A,0,0.34,0.91
3128,昇銳電子,10605748,941926,413,11.25,11.9,10.1,11.21,11.55,N/A,0,2.24,0.74
3230,錦明實業,4655322,878328,384,5.3,5.69,5.03,5.31,5.57,N/A,0,0.79,0.35
3297,杭特電子,3520871,196843,184,17.88,19.1,17.1,17.97,17.3,18.02,5.72,0.56,0.77
3339,泰谷光電,70298033,4358109,2306,16.13,17.1,15.15,16.03,16.3,N/A,6.13,1.58,1.11
3362,先進光  ,24083024,989064,586,24.34,25.75,20,24.1,24.45,489,0,1.27,2.66
3428,光燿科  ,96478787,2918772,1992,33.05,36.4,30,32.81,30.5,17.13,4.16,4.18,2.18
3434,哲固資訊,3129280,335298,50,9.33,9.54,9.2,9.29,9.31,N/A,0,1.02,1.11
3441,聯一光學,417320490,7983202,4896,52.27,54.4,46.9,52.13,53.9,14.65,0,21.05,2.15
3452,益通光能,840945666,54993336,20535,15.29,16.2,13.75,15.01,14.9,N/A,0,11.47,0.84
3455,由田新技,139004908,6291402,4173,22.09,24.9,19,20.97,22.95,N/A,12.98,10.38,0.77
3490,單井    ,23367904,1066560,533,21.9,22.8,21.05,22.05,21.9,12.73,15.98,3.05,0.99
3516,亞帝歐  ,48476901,4860389,1195,9.97,10.55,9.43,9.74,9.67,N/A,0,6.39,0.34
3522,宏森    ,51908285,4716619,2203,11,12,9.86,10.47,11.5,31.94,10.43,9.97,0.53
3523,迎輝科技,56676182,2375733,1057,23.85,25.1,23,23.98,23.9,N/A,0,2.43,0.93
3531,先益電子,18388477,956876,587,19.21,20.3,18.35,19.16,18.65,9.05,6.43,1.57,0.65
3562,頂晶科技,10409062,798860,701,13.02,14.65,11.8,12.96,12.7,N/A,0,1.53,1.88
3615,安可光電,1304883151,22193490,15846,58.79,62.9,51,58.15,58,10.56,1.72,48.26,1.4
3623,富晶通  ,63750074,5337002,2457,11.94,12.5,11.15,11.8,11.55,N/A,0,9.33,1.13
3629,卓韋光電,10077188,707224,508,14.24,15.7,13.2,14.13,13.3,N/A,3.68,2.68,1.13
3630,新鉅科  ,677545436,15102033,10224,44.86,47.55,40.4,43.69,45.6,N/A,2.21,17.43,1.84
3685,政翔    ,88472395,4427346,2359,19.98,22.35,17.3,19.64,21.5,10.7,9.39,11,1.21
3691,碩禾    ,5168816838,15238389,13922,339.19,364,311,336.97,325,17.55,6.15,34.53,4.19
4729,熒茂光學,81431888,5502530,2984,14.79,16.2,13.7,14.58,14.8,N/A,0,5.4,0.65
4933,友輝    ,4131278764,30620741,20218,134.91,147,117.5,133.38,144,18.44,2.77,63.22,3.44
4944,兆遠    ,601345743,21281987,11248,28.25,31.3,26.8,27.88,27.65,N/A,7.95,23.14,1.55
4950,牧東    ,173112145,7650605,4190,22.62,25.4,19.8,21.85,24,N/A,1.62,9.95,1
4995,晶達    ,30604781,1533180,842,19.96,21.6,18.2,19.88,20.6,21.68,9.7,4.53,1.64
5230,雷笛克  ,578511573,8034842,5584,72,80,64,69.47,69.1,25.69,5.42,25.52,2.47
5315,光聯科技,9282482,2412783,869,3.84,4.24,3.6,3.81,3.85,N/A,0,1.52,0.55
5392,應華精密,157577678,3283093,2594,47.99,51,45.3,47.85,48.75,21.38,8.2,4.22,1.13
5395,圓方創新,0,0,0,-,-,-,-,17.5,N/A,0,0,2.44
5432,達威光電,2488303,187139,121,13.29,13.8,12.25,13.35,13.2,12.94,0,0.9,1.46
5443,均豪精密,32784420,3993259,1686,8.2,8.72,7.46,8.22,8.54,28.47,8.19,2.23,0.6
6125,廣運機械,89440114,8708719,3146,10.27,10.85,9.49,10.29,10.8,N/A,12.59,3.42,0.47
6156,松上電子,152294,52060,64,2.92,3.29,2.73,2.97,2.76,N/A,0,0.06,0.38
6167,久正光電,2293200,1080885,343,2.12,2.5,1.93,2.12,2.29,8.81,0,0.67,0.58
6234,高僑    ,18683892,1344453,582,13.89,14.6,13.25,13.94,14.6,35.61,0,1.88,0.43
6244,茂迪    ,1732352268,41571470,25923,41.67,45.5,39.7,41.35,41,N/A,17.07,9.5,1
6246,臺龍電子,69912128,6176243,2710,11.31,11.8,10.65,11.31,11.2,29.47,0,3.48,1.18
8049,晶采光電,20093915,3709220,1389,5.41,5.93,5.05,5.3,5.55,N/A,0,3.41,0.54
8053,巨擘科技,6849163,1556902,693,4.39,5.14,3.82,4.55,4.28,N/A,0,0.38,0.37
8064,東捷科技,8550490,1198268,492,7.13,7.45,6.76,7.16,7.15,N/A,5.59,0.91,0.5
8069,元太科技,6024740430,193668715,83842,31.1,34,27.6,30.35,32.75,8.71,8.12,17.93,1.31
8071,豐聲科技,9454929,377804,309,25.02,27.9,24.1,25.14,24.4,8.11,1.72,1.12,1.69
8077,冠華科技,45968,19128,7,2.4,2.62,2.13,2.37,2.13,N/A,0,0.03,1.45
8087,華鎂鑫  ,1002952,142160,100,7.05,7.39,6.7,7.11,7.25,N/A,0,0.41,0.61
8107,大億科技,144813312,15577672,4396,9.29,10.3,7.5,9.13,9.01,N/A,9.43,9.21,0.59
8111,立碁電子,36671398,4675027,2019,7.84,8.38,7.5,7.78,7.64,N/A,10.07,3.18,0.69
8240,華宏新技,132401226,2958606,2155,44.75,47.9,41.3,44.79,46.35,10.3,6.9,3.48,0.98
8266,中日新  ,707587,401379,112,1.76,2.09,1.63,1.87,1.63,N/A,0,0.35,0.52
3068,美磊科技,49555527,1200739,595,41.27,42.6,39.5,41.3,42.5,18.89,10.25,1.66,2.44
3095,及成    ,36256003,4600493,1844,7.88,8.39,7.49,7.92,8,N/A,0,2.11,0.55
3152,璟德電子,564021540,6443291,4705,87.53,93.7,78,84.49,89.2,18.54,6.16,9.34,2.36
3221,台灣嘉碩,6149803,664330,512,9.25,9.69,8.85,9.33,9.69,N/A,12.38,0.78,0.58
3234,光環    ,289574809,12991721,6113,22.28,23.6,21.1,22.19,22.45,11.75,6.63,13.88,1.54
3290,東浦    ,79147226,5691385,2666,13.9,15.3,12.8,13.85,13,10.92,3.84,6.75,0.91
3306,鼎天國際,31911410,1357329,899,23.51,24.7,22.3,23.36,24.2,11.05,6.61,2.68,0.77
3363,上詮    ,164369774,6828003,3657,24.07,26.2,20.25,23.73,24.3,15,4.93,11.35,1.45
3431,長天科技,24440551,2085491,1141,11.71,12.8,11.2,11.56,12.75,115.91,0,4.41,2.09
3466,致振企業,12072722,629931,237,19.16,20.2,18.5,19.26,19.8,11.25,5.05,1.01,0.73
3491,昇達科技,114288989,3068963,1811,37.24,40,34.55,36.83,39.9,24.04,5.48,6.89,1.84
3499,環天科技,6711669,528360,332,12.7,13.3,12.15,12.82,13.1,N/A,0,0.99,0.87
3632,研勤科技,151775902,3695311,2918,41.07,45.6,35.5,38.84,42.8,28.34,4.2,15.1,2.42
3664,F-安瑞  ,8480282,504314,421,16.81,17.65,16,16.89,17.3,35.31,0,0.72,0.94
4903,聯光通信,16481155,2266505,1082,7.27,7.56,6.91,7.27,7.48,11.69,0,2.97,0.69
4905,台聯電訊,315543592,10919437,4818,28.89,33.2,23,29.79,23.05,12.66,2.16,21.49,1.17
4907,春雨開發,45540,19000,3,2.39,2.56,2.37,2.48,2.53,N/A,0,0.05,14.06
4908,前鼎光電,47048525,1776491,1044,26.48,27.35,24.85,26.46,27,10.67,7.77,2.38,1.76
4909,新復興  ,94488828,3218256,1941,29.36,31.2,28.4,29.4,30.1,11.62,8.97,3.48,1.3
4979,華星光  ,451207265,9916358,6057,45.5,50.2,39.3,45.47,49.2,22.47,1.01,23.85,3.07
5306,訊康科技,819876996,15935314,8263,51.45,61,43.15,51.34,45,N/A,0,15.47,5.29
5348,系通科技,5512354,344457,205,16,16.7,15.1,16.05,16.5,11.38,0,1.33,1.68
5353,台林通信,7728320,815536,534,9.47,9.89,9,9.48,9.79,32.63,3.67,0.84,0.71
6109,亞元科技,5406931,615351,340,8.78,9.25,8.33,8.9,8.94,N/A,0,0.85,0.91
6143,振曜科技,179386739,7054892,3763,25.42,26.55,22.6,24.41,26.05,13.22,7.56,8.75,1.19
6163,華電聯網,527545004,29134507,10932,18.1,19.35,15.45,17.59,19.05,11.83,0,31.99,1.33
6170,統振    ,66610848,3632646,1875,18.33,19.3,17.55,18.45,19,15.83,0.68,4.04,1.23
6190,萬泰科技,13628004,2029347,912,6.71,7.79,6.23,6.78,6.99,174.75,4.29,1.62,0.58
6218,豪勉科技,34296912,1248073,836,27.47,29,26.5,27.41,28,12.5,14.28,2.14,1.6
6241,易通展  ,11357513,248713,229,45.66,49.6,42,45.95,46.3,39.91,0,1.05,4.15
6245,立端科技,296954384,10627914,4994,27.94,30.5,25.6,28.09,28.8,10.59,0.86,15.87,1.71
6263,普萊德  ,59625330,2407662,1418,24.76,26.8,21.8,24.44,26.35,14.48,5.69,4.14,1.71
8034,榮群電訊,4512644,915881,427,4.92,5.38,4.8,5.03,5.14,N/A,0,1.46,0.65
8048,德勝科技,8199685,699070,324,11.72,12.4,10.7,11.85,12.25,27.22,3.26,1.39,0.97
8059,凱碩    ,61496279,8661768,2741,7.09,7.8,4.79,6.79,7.2,N/A,0,9.35,0.78
8082,眾星國際,6266220,946452,702,6.62,7.65,5.85,6.76,5.85,N/A,0,1.67,1.11
8097,鴻松精密,756170,136168,99,5.55,6.2,4.21,5.52,5.4,N/A,0,0.34,1.56
8171,天宇    ,41806338,1967689,1077,21.24,23.7,18.6,20.15,21.85,31.67,5.49,4.8,1.16
1333,恩得利  ,8267043,1404763,688,5.88,6.35,5.52,5.83,5.9,N/A,0,1.37,0.95
1336,台翰    ,5960441,504191,252,11.82,12.4,11.3,11.85,11.9,N/A,5.04,0.78,0.47
1595,川寶    ,71683025,1103917,994,64.93,67.3,60.2,64.96,66.5,8.16,4.51,3,1.62
1815,富喬    ,1146781796,74401674,26997,15.41,16.9,14.3,15.15,15.25,13.5,6.62,22.73,0.86
3078,僑威科技,37707596,3791195,1633,9.94,10.35,9.5,9.93,10.15,11.4,11.13,1.67,0.72
3089,展成科技,55341676,4754134,964,11.64,12.7,10.85,11.48,10.9,N/A,2.75,9.11,1.02
3092,鴻碩精密,23197327,2297071,748,10.09,10.65,9.45,10.06,10.2,42.5,11.76,3.6,0.56
3114,好德科技,6385294,585388,359,10.9,11.6,10.35,10.84,10.9,18.79,1.83,1.17,0.72
3115,寶島極光,2364779,220021,151,10.74,12,9.6,10.99,11.7,N/A,0,0.5,1.49
3144,新揚科  ,48712095,3884896,982,12.53,12.85,12.2,12.56,12.5,18.12,0,5.04,2.14
3191,和進電子,1368661,207165,142,6.6,7.03,6.19,6.64,6.8,75.56,0,0.38,0.48
3202,樺晟電子,4737623,629874,264,7.52,7.8,7.24,7.56,7.54,N/A,2.65,0.84,0.48
3206,志豐電子,113395593,5663176,1583,20.02,21.55,18.6,19.86,20.3,11.4,7.33,14.56,1.21
3207,耀勝電子,5521919,550430,445,10.03,10.45,9.54,10.07,10,N/A,4,1.44,0.74
3217,優群科技,7996277,770358,432,10.37,10.85,9.95,10.38,10.5,15.22,14.28,0.94,0.72
3226,至寶電腦,11139423,411605,231,27.06,28.8,23.5,26.81,28,N/A,0,0.64,3.16
3236,千如電機,9346677,1122810,483,8.32,8.79,7.41,8.37,8.43,421.5,14.23,2.11,0.64
3276,宇環科技,41591383,3851739,1204,10.79,12,10.1,10.93,10.25,N/A,0,5.53,1.05
3288,點晶科技,65045047,2823793,989,23.03,24.4,20.8,22.68,20.8,N/A,0,5.67,2.21
3294,英濟    ,46188464,3755892,1463,12.29,13.2,11.7,12.26,12.5,7.62,0,2.76,0.57
3299,帛漢    ,172876648,4926026,2893,35.09,36.45,32.25,34.32,35.5,9.89,8.45,9.78,1.46
3310,佳穎精密,2992050,557452,220,5.36,6.38,5.02,5.35,6.38,N/A,0,0.84,1.11
3313,斐成企業,46164376,3582612,1428,12.88,13.8,11.9,12.87,13.35,7.63,0,4.28,0.71
3322,建舜電子,10462709,1270504,585,8.23,9.3,7.9,8.26,8.22,N/A,0,1.53,0.69
3332,幸康電子,3855857,83653,112,46.09,48,44.8,45.75,46.15,12.14,6.93,0.17,1.68
3354,律勝    ,21393179,1709402,979,12.51,13.3,11.6,12.65,13.25,20.08,6.41,2.14,0.78
3388,崇越電通,75843331,1086818,806,69.78,71.5,66.5,69.68,71,13.08,8.45,1.75,1.51
3390,旭軟電子,175717532,4881298,2925,35.99,37.5,32.8,35.77,37,9.27,5.94,9.16,1.98
3465,祥業科技,498460,106000,56,4.7,5,4.32,4.8,5,N/A,0,0.37,1.05
3484,崧騰    ,14451730,656797,382,22,22.95,20.75,22,22.5,16.19,8.44,1.18,0.98
3511,矽瑪科技,35057938,1834233,917,19.11,20.6,17.6,19.01,17.8,N/A,8.42,4.73,0.83
3512,能緹    ,2556745,316114,178,8.08,8.57,7.57,8.13,8.35,N/A,0,0.72,0.67
3520,振維    ,9013021,712592,325,12.64,13.85,11.9,12.57,12.1,N/A,0,1.39,0.96
3526,凡甲科技,78132195,2298445,1624,33.99,36.6,31.2,34.2,35.4,14.75,16.12,3.77,1.75
3537,堡達    ,42876826,1608778,796,26.65,28.5,24.5,26.26,26.7,15,3.74,3.47,1.61
3548,兆利科技,1146332811,40717189,20141,28.15,32.2,22.55,27.4,31.3,68.04,3.19,80.55,0.75
3609,東林科技,3134327,188035,133,16.66,17.8,16.15,16.67,17,170,7.05,0.6,0.71
3624,光頡科技,1009180369,33009029,17362,30.57,32.8,26.8,29.95,30.9,21.91,4.85,38.08,1.45
3631,晟楠    ,13915158,334481,219,41.6,43.6,39.7,41.59,43,15.41,9.09,0.43,2.33
