櫃檯買賣股票成交資料彙總表,,,,,,,,,,,,,,,,,
The Trading Summary of Listed Stocks,,,,,,,,,,,,,,,,,
98年08月 Aug. 09,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 405,663,273,980元",,,,,,"3. 櫃檯買賣月總成交筆數： 3,892,380筆",,,,,,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Number of Transactions,,,,,,,,,,,
"2. 櫃檯買賣股票月總成交量： 11,802,443,930股",,,,,,4. 成交量週轉率： 16.32%（以上櫃股數計算）,,,,,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Turnover Rate,,,,,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading 　Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
　（ 筆 ）　　
Total Transactions",         成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield,  週轉率（%）　　Turnover Rate,  淨值比（%）　　PBR,,,,
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,,,,,
8935,邦泰    ,210521543,30458662,4207,6.91,10.15,5,7.59,9.7,NA,0,29.89,0.94,,,,
8936,國統國際,591053007,31553672,11270,18.73,21.15,16,17.59,16.55,413.75,6.04,34.87,1.39,,,,
8937,合騏    ,21624831,2228343,785,9.7,10.15,8.71,9.32,9.09,NA,1.1,3.05,0.75,,,,
8938,明安國際,3120524766,50993645,23694,61.19,68,53.7,59.29,59.5,9.69,5.42,40.67,2.28,,,,
8942,森鉅科技,54491184,3194596,1370,17.05,17.7,16.3,16.92,16.95,11.61,14.21,3.51,1.04,,,,
9946,金革科技,10553766,873004,285,12.09,13.3,9.72,11.17,12.45,NA,0,2.09,1.45,,,,
9949,琉園    ,57534479,2073265,1156,27.75,31.5,22.9,28,27.45,119.35,5.17,4.59,1.77,,,,
1742,台蠟    ,55571048,1307039,921,42.51,44.55,41,42.2,42.05,11.12,8.98,3.88,2.39,,,,
1787,福盈科技,42598178,4216055,1370,10.1,10.55,8.85,9.61,9.9,82.5,9.09,6.98,0.69,,,,
4702,中美聯合,37553798,7749663,1860,4.84,5.23,4.42,4.72,4.9,NA,0,12.7,0.78,,,,
4703,金美克能,61822173,7605948,2382,8.12,9.65,6.51,7.49,8.98,59.87,0,11.12,1.4,,,,
4706,大恭化學,5527099,576290,247,9.59,10.25,9.06,9.52,9.15,19.89,5.46,0.73,0.62,,,,
4707,磐亞    ,70447941,5555465,1820,12.68,13.5,11.75,12.33,13,14.44,15.15,2.67,0.77,,,,
4711,永純    ,68485567,4165351,1264,16.44,17.4,14.8,15.8,16.8,12.92,5.95,6.82,1.01,,,,
4712,南璋    ,2734647,433669,188,6.3,6.57,6,6.35,6.4,NA,4.68,0.68,0.53,,,,
4714,永捷    ,19750640,2111004,681,9.35,9.83,8.81,9.32,9.83,16.38,5.08,4.97,0.67,,,,
4716,大立    ,72441894,4226205,1824,17.14,18.9,15.55,16.46,15.8,37.62,1.51,7.87,1.27,,,,
4720,德淵企業,43291984,3263540,1372,13.26,14,12.5,13.04,12.85,36.71,3.89,4.8,0.95,,,,
4721,美琪瑪  ,147699123,6557184,3031,22.52,25.1,20.05,21.87,21.1,39.81,7.1,9.43,1.61,,,,
4722,國精化學,100899072,8548917,2035,11.8,12.6,10,11.34,10.7,13.54,2.8,14.07,0.71,,,,
4733,上緯企業,2522458821,29688149,15034,84.96,94.9,75,84.33,77.5,14.88,5.45,49.48,4.05,,,,
6509,聚和國際,588916763,31270023,11375,18.83,21.3,17,18.47,18.1,40.22,3.81,21.05,1.12,,,,
1565,精華光學,1444135741,10097266,7492,143.02,151.5,131.5,142,133.5,11.91,6,20.03,3.79,,,,
