櫃檯買賣股票成交資料彙總表,,,,,,,,,,,,,,,,
The Trading Summary of Listed Stocks,,,,,,,,,,,,,,,,
99年09月 Sep.10,,,,,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 515,562,430,247元",,,,,,"3. 櫃檯買賣月總成交筆數： 4,945,715筆",,,,,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Number of Transactions,,,,,,,,,,
"2. 櫃檯買賣股票月總成交量： 12,962,323,819股",,,,,,4. 成交量週轉率： 18.66%（以上櫃股數計算）,,,,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Turnover Rate,,,,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading 　Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
　（ 筆 ）　　
Total Transactions",         成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield,  週轉率（%）　　Turnover Rate,  淨值比（%）　　PBR,,,
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,,,,
3087,翔準    ,214172876,18540011,5007,11.55,11.9,11.1,11.47,11.5,16.43,0,6.51,0.84,,,
3169,亞信電子,601330205,10791187,6541,55.72,59.2,50.9,54.13,56,18.79,3.74,20.21,3.77,,,
3188,安茂    ,50986351,3348190,1593,15.22,16.25,13.95,15.09,15.25,N/A,0,7,1.31,,,
3219,倚強科技,23602443,1953904,952,12.07,13.25,10.8,11.75,11.7,N/A,0,4.92,1.8,,,
3227,原相科技,2411901152,15386822,12075,156.75,164,148.5,156.21,153,19.37,3.19,11.76,3.47,,,
3228,金麗科  ,1193257046,14462061,9047,82.5,91.5,67.9,78.44,83.3,N/A,0,24.51,6.73,,,
3252,海灣科技,1289975,139149,156,9.27,10.4,8.22,9.32,9.88,N/A,0,0.23,20.02,,,
3259,鑫創科技,42502366,2013881,1043,21.1,22.55,19.4,21.15,20.7,N/A,1.91,3.24,1.3,,,
3260,威剛科技,4248274806,90543836,40937,46.91,51.6,41.85,45.71,51.2,8.13,6.06,39.69,1.58,,,
3264,欣銓科技,2113484356,87648858,25699,24.11,25.2,23,23.97,24.8,8.76,5.01,19.71,1.46,,,
3265,台星科  ,484617190,30136473,8799,16.08,16.75,15.1,15.88,16.6,10.18,2.53,11.06,1.19,,,
3268,海德威  ,40782645,1283586,957,31.77,33,30.5,31.73,31.65,316.50,0,4.19,3.19,,,
3291,遠翔科技,111418338,2677081,1886,41.61,44,38.65,41.5,41.4,12.86,4.09,8.03,2.97,,,
3317,尼克森  ,295991042,7829863,4906,37.8,39.75,34.3,37.44,36.85,20.03,2.68,12.78,1.4,,,
3372,典範    ,553617516,47860097,12792,11.56,12.1,10.6,11.41,11.9,N/A,0,15.82,1.02,,,
3438,類比科  ,518381501,7498069,5145,69.13,72.2,66.4,69.16,70.4,15.30,2.86,18.83,2.82,,,
3527,聚積    ,2548649897,17890284,10947,142.46,156,124.5,137.45,144,16.31,4.2,54,3.31,,,
3553,力積電子,1472565643,18539775,13668,79.42,85,75.3,78.96,80,8.29,6.57,32.73,3.29,,,
3556,禾瑞亞  ,5380512985,53275905,33480,100.99,112.5,88,100.03,88.1,31.58,2.42,118.29,5.05,,,
3582,凌耀    ,1358133876,8026183,5490,169.21,195,136.5,166.19,177,39.51,2.97,24.03,6.65,,,
5302,太欣半導,27717480,2307516,1169,12.01,12.5,11.5,12,11.95,N/A,0,1.42,1.47,,,
5314,世紀民生,317956866,24132737,7405,13.17,14.2,11.8,12.9,13.1,N/A,0,21.58,1.61,,,
5324,士林開發,45241683,1166051,850,38.79,42.65,34.1,38.02,36.6,27.94,0,2.45,3.53,,,
5326,漢磊科技,1755351421,93807505,27211,18.71,20.15,17.3,18.36,18.5,38.54,0,28.72,1.96,,,
5344,立衛科技,49735757,2684982,1248,18.52,19.75,17.6,18.33,19,22.89,6.38,3.38,1.69,,,
5346,力晶    ,6788921593,813578078,118818,8.34,8.85,7.6,8.24,8.65,6.36,0,14.5,1.15,,,
5347,世界先進,779838329,57780260,14739,13.49,13.9,12.8,13.43,13.7,14.73,2.97,3.44,1.12,,,
5351,鈺創科技,3464624172,147822975,49033,23.43,24.55,20.05,23.18,24,13.64,0,33.68,1.58,,,
5387,茂德科技,171530505,112401747,6903,1.52,1.73,1.36,1.53,1.53,N/A,0,1.55,0.63,,,
5425,台半    ,1619291112,62874361,22933,25.75,27.25,23.45,25.33,25.2,17.26,1.54,25.77,1.41,,,
5455,訊利電業,309058346,17244409,5040,17.92,19.15,16.3,17.69,18.4,N/A,0,47.24,2.54,,,
5466,泰林科技,1515807389,92881234,26238,16.31,17.4,14.6,15.99,15.6,5.91,0,38.03,0.83,,,
5468,凱鈺科技,12843519,1210697,630,10.6,11.25,9.86,10.74,10,N/A,0,1.53,1.61,,,
5483,中美晶  ,37643955163,361969466,162122,103.99,116,91.5,102.88,93.7,20.46,1.81,94.75,2.64,,,
5487,通泰    ,62926558,3083937,1447,20.4,21.8,19.7,20.21,19.7,12.79,6.31,6.82,1.24,,,
6103,合邦電子,3869270,633958,319,6.1,7.36,4.68,6.06,5.73,N/A,0,2.52,1.36,,,
6104,創惟科技,5346077581,87945391,42422,60.78,67.5,49.8,60.82,60.5,N/A,0,103.29,3.6,,,
6129,普誠科技,3464806774,139929139,44935,24.76,26.75,20.05,24.01,24.25,17.70,2.37,77.49,1.98,,,
6138,茂達電子,5017767822,118054632,51263,42.5,46.5,34.6,41.94,39.8,24.42,3.57,90.67,2.58,,,
6147,頎邦科技,12456487171,276926108,96909,44.98,49.35,37.3,43.67,48,17.08,0,47.24,1.76,,,
6182,合晶科技,4548187772,90195026,50441,50.42,53.7,46.5,49.65,47.65,41.80,0,32.97,1.82,,,
6198,凌泰科技,46123870,3934825,1473,11.72,12.7,10,11.36,10.9,N/A,0,11.3,1.34,,,
6223,旺矽科技,2774431953,29010650,19054,95.63,102,85,96.26,97.9,27.66,0,37.36,2.99,,,
6229,研通科技,142760333,7026824,2817,20.31,20.9,18.9,20.2,20.45,18.59,2.48,19.7,1.61,,,
6233,旺玖科技,5341971023,109785804,50700,48.65,53.3,40.3,47.6,46.8,N/A,0,125.08,3.18,,,
6236,凌越科技,17549351,1699666,62,10.32,14.25,9.44,12.11,9.7,N/A,0,13.45,9.58,,,
6237,驊訊電子,393945468,7417912,4914,53.1,55.2,50.5,52.92,52.2,31.64,0,9.56,2.27,,,
6261,久元電子,5175944220,62087661,34200,83.36,90.5,73.7,82.62,86.4,12.56,3.63,64.94,2.45,,,
6287,元隆電子,73180078,6253866,2438,11.7,13.1,10.2,11.31,12,N/A,0,3.66,1.7,,,
6291,沛亨半導,24943012,1735475,1037,14.37,14.9,13.5,14.37,14,N/A,0,3.52,1.77,,,
8024,佑華微電,346378616,10838194,5433,31.95,33.95,30.7,31.63,30.9,15.07,3.91,19.1,1.95,,,
8040,九暘    ,2838598772,67917316,33342,41.79,45.45,37.5,41.16,41.65,38.56,0,80.44,2.8,,,
8054,安國國際,2180536598,38318022,20398,56.9,59.8,48.3,55.75,55.5,19.34,3.53,46.48,2.37,,,
8066,福陞科技,51328770,2901097,935,17.69,20.35,15.2,17.29,18.15,N/A,0,2.61,14.26,,,
8079,誠遠科技,275741854,12125689,4774,22.74,23.7,21.8,22.5,23.6,7.92,7.67,17.88,1.44,,,
8084,巨虹電子,18247240,1528989,724,11.93,12.8,10.75,11.99,11.85,N/A,0,3.78,1.24,,,
8086,宏捷科技,6269571783,126215449,55240,49.67,55.8,39,46.97,54.1,60.11,0.38,101.03,3.89,,,
8088,品安科技,118013414,6405050,3221,18.42,19.9,17.45,18.29,18.5,27.61,0,15.3,1.28,,,
8277,商丞科技,961478862,17447441,11929,55.1,61.6,48.6,54.81,54.1,5.51,6,26.82,2.45,,,
1569,濱川企業,450037447,9727565,5307,46.26,49.35,43.2,46.07,43.5,10.21,4.46,14.02,1.83,,,
3069,寶晟科技,8466832,834896,419,10.14,10.7,9.79,10.15,10.2,N/A,0,3.12,1.3,,,
3071,協禧電機,314622298,18031133,6597,17.44,18.5,16.35,17.36,17.3,9.83,0,8.82,1.95,,,
3088,艾訊    ,337766597,11949143,5040,28.26,29.5,24.05,27.09,28.35,15.49,4.67,15.16,1.86,,,
3126,信億科技,11138888,639390,385,17.42,18.4,16.6,17.38,17.1,N/A,0,1.85,3.13,,,
3171,天馳科技,44659956,3165528,1529,14.1,15.15,12.9,13.8,13.6,680.00,0,9.79,1.07,,,
3211,順達科技,2445080983,26633133,16214,91.8,95.5,88.2,91.38,92.8,9.11,6.49,20.59,2.69,,,
3213,茂訊電腦,146531252,2195058,2026,66.75,69.8,62,66.41,68.7,10.70,9.95,4.59,3.52,,,
3217,優群科技,135955637,6087059,3234,22.33,23.35,20.9,22.21,22.9,7.66,10.84,7.3,1.41,,,
3287,廣寰科  ,141709231,5386396,2936,26.3,27.5,23.75,26.18,26.2,13.30,5.01,12.33,1.96,,,
3323,加百裕  ,1180324167,23437242,11859,50.36,51.8,48.65,50.02,50.6,11.07,3.98,22.81,1.79,,,
3325,旭品    ,177419878,4668366,2168,38,39.65,36,37.81,39,46.43,3.07,7.14,1.84,,,
3416,融程電  ,552346070,8069950,4589,68.44,72.8,64.1,67.63,72,14.88,5.52,18.75,2.89,,,
3479,安勤    ,194593961,4589657,2487,42.39,44.3,41,42.47,42.9,17.02,4.84,10.4,2.15,,,
3483,力致科技,449071447,9670124,6154,46.43,50,43.15,46.23,45.05,11.73,8.77,19.75,1.12,,,
3489,筌寶    ,48513482,2554752,1222,18.98,20.2,17.2,18.1,19.7,N/A,4.94,5.83,1.16,,,
3521,鴻翊    ,8994695,478105,212,18.81,19.95,18,19.01,18.4,N/A,0,1.53,1.35,,,
3540,曜越    ,97249162,3156044,2321,30.81,32.7,27.2,30.29,30.5,41.22,6.02,5.23,1.32,,,
3577,泓格科技,1305892344,17746584,9642,73.58,82.7,65.3,70.27,66.9,34.31,0.89,41.24,4.24,,,
3611,鼎翰科技,297191525,3404347,2213,87.29,90.8,84,87.12,84.6,12.03,5.88,11.31,3.89,,,
3625,西勝    ,91009967,3504131,1483,25.97,27.4,23.2,25.88,25.65,44.22,3.78,9.94,2.18,,,
3652,精聯電子,43679288,1125474,693,38.8,40.5,36.5,38.35,38.8,18.30,2.49,2.36,1.59,,,
5371,中強光電,3897863626,83669811,35025,46.58,49.2,42.5,46.78,48,8.59,5.8,11.56,1.75,,,
5384,捷元    ,51574671,5322257,1799,9.69,9.96,9.42,9.66,9.68,48.40,0,5.76,0.74,,,
5386,青雲國際,1131776,36706,49,30.83,33.65,29.6,31.48,33.65,10.04,0,0.42,6.29,,,
5426,振發實業,137513588,8480049,3085,16.21,16.8,15.95,16.23,16.2,10.06,10.67,5.9,1.11,,,
5438,東友    ,505077976,16794938,7205,30.07,32.5,27,29.43,30.6,13.30,5.63,14.92,1.83,,,
5450,寶聯電腦,181163160,6061807,2881,29.88,32.9,27,28.88,31.6,N/A,0,12.03,2.48,,,
5465,富驊企業,36810703,4686874,1023,7.85,8.22,7.5,7.82,7.82,52.13,0,1.97,1.26,,,
5474,聰泰科技,23727080,1259912,798,18.83,19.8,17.5,18.9,19.05,1905.00,5.16,3.74,1.5,,,
5490,同亨科技,1901803638,46888940,20015,40.55,43.65,36.1,39.39,40.1,14.80,2.63,49.67,2.66,,,
6105,瑞傳科技,423946701,13284566,6075,31.91,33.2,30.6,31.94,32.45,9.98,6.2,12.08,1.42,,,
6121,新普科技,5967582993,34507279,22399,172.93,181,157,172.23,178,13.55,3.33,13.54,3.49,,,
6123,上奇科技,619908995,14767511,6807,41.97,45.8,35.95,41.17,43,15.99,2.32,29.8,3.28,,,
6150,撼訊科技,731689632,17021757,9394,42.98,45.5,39.65,42.53,42.5,9.22,5.93,26.48,3.05,,,
6160,欣技資訊,184779415,4596564,2274,40.19,42,38.2,39.69,40.1,16.99,3.69,6.48,2.9,,,
6161,捷波資訊,96129488,5733642,2615,16.76,18.4,16,16.54,16.4,11.63,8.01,5.15,1.01,,,
6188,廣明光電,837790038,22710461,12245,36.89,38.8,35,36.73,38.8,10.63,8.64,7.97,1.34,,,
6199,精威科技,16915656,1727041,773,9.79,10.8,9.11,9.72,10.25,N/A,0,2.73,1.07,,,
6219,富旺    ,13301034,562959,434,23.62,26,19.85,24.11,22.25,65.44,0,0.34,4.23,,,
6222,上揚科技,11246830,869882,490,12.92,13.6,12.5,12.9,12.5,N/A,0,1.56,1.5,,,
6228,全譜科技,29722095,2446264,767,12.14,12.5,11.85,12.13,12.1,57.62,0,5.95,1.09,,,
6230,超眾科技,333064384,7759323,3833,42.92,45,41.3,42.79,0,9.39,5.93,8.99,1.74,,,
6247,淇譽電子,68604035,3420040,1772,20.05,21.25,19.15,19.91,19.9,9.90,3.78,5.67,1.25,,,
6298,崴強科技,107714120,5880944,2680,18.31,19.4,17,18.24,18.4,92.00,0,3.51,1.27,,,
8050,廣積    ,405992282,8050144,5190,50.43,52.9,48,49.92,50.6,18.60,5.2,11.5,2.21,,,
8076,伍豐科技,7491299183,96787127,46262,77.39,84.2,69.8,75.8,71.6,N/A,2.02,57.07,4.35,,,
8114,振樺電  ,126371302,2333119,1664,54.16,55.7,51.5,53.98,54.4,11.80,5.24,3.87,3.19,,,
8210,勤誠興業,204642568,6910055,2914,29.61,31.4,27.95,29.1,31.4,7.77,7.96,6.2,2.09,,,
8234,新漢    ,90047546,3578517,1853,25.16,26.2,23.5,25.05,25.4,17.05,3.93,4.11,1.64,,,
8299,群聯電子,7631166026,50580825,36894,150.87,158.5,131,149.88,152,11.68,4.5,28.57,2.84,,,
3066,李洲科技,29888083,2513318,1250,11.89,12.5,11.4,11.85,11.8,N/A,0,1.77,1.3,,,
3128,昇銳電子,51267770,2482944,1278,20.64,23.2,19,20.45,22.5,18.44,6.94,5.91,1.34,,,
3230,錦明實業,122860871,8499382,2883,14.45,15.2,13.5,14.3,14.35,N/A,0,8.44,0.74,,,
3297,杭特電子,49299523,1440398,897,34.22,35.85,32.9,34.33,33,12.79,3.58,4.19,1.49,,,
3339,泰谷光電,2587065818,72790437,28018,35.54,37.85,31.7,35.39,36.95,29.09,0,26.57,2.2,,,
3362,先進光  ,48064231,1675161,999,28.69,31.2,26.05,28.65,28,32.94,0,2.16,2.54,,,
3434,哲固資訊,14708343,1077417,547,13.65,14.7,13.05,13.61,13.05,N/A,0,3.28,1.16,,,
3452,益通光能,8587353054,221678835,77738,38.73,45.5,34.2,39.65,42.5,N/A,0,88.87,1.38,,,
3455,由田新技,2860432529,52461104,29993,54.52,58.2,50.6,53.08,51,19.84,1.85,101.06,2.05,,,
3490,單井    ,182327469,4148367,2353,43.95,46.2,42.7,43.69,43.1,17.04,1.13,13.75,2.5,,,
3516,亞帝歐  ,44865699,2926109,1544,15.33,15.95,15,15.23,15.3,36.43,3.28,3.81,0.45,,,
3520,振維    ,35030013,2623869,1316,13.35,14.1,12.85,13.23,13.9,77.22,3.63,5.06,0.84,,,
3522,宏森    ,976785129,30887350,15113,31.62,34,28.8,31.25,31.1,10.69,0.97,65.09,1.51,,,
3523,迎輝科技,900970540,17244016,9017,52.24,55.8,48.15,50.9,55.1,N/A,0,17.04,1.92,,,
3531,先益電子,79456069,2527310,1208,31.43,34,28.7,30.25,34,12.73,5.27,4.19,1.1,,,
3562,頂晶科技,370344722,9420093,5983,39.31,43,35.8,38.45,36.05,N/A,0,17.99,2.41,,,
3615,安可光電,519355217,9596457,5744,54.11,57.8,48.6,52.63,54,43.90,0.89,25.92,2.22,,,
3623,富晶通  ,240000059,5528671,3826,43.41,45.5,40.1,43.09,42.55,74.65,1.6,9.67,3.42,,,
3629,卓韋光電,584646129,13170083,7198,44.39,51.8,32.8,41.52,47.65,54.15,1.86,50.86,3.83,,,
3630,新鉅科  ,6942523775,46422171,33203,149.55,169,134,146.73,150,95.54,0.8,59.73,10.01,,,
4729,熒茂光學,1071436689,35918529,14986,29.82,32.95,24.2,28.63,30.95,N/A,0,56.14,1.47,,,
5315,光聯科技,354707323,35942875,8624,9.86,10.85,8.59,9.56,9.9,N/A,0,22.61,1.06,,,
5392,應華精密,2604868981,16680673,11423,156.16,167,144,154.66,147,15.39,3.2,22.5,3.72,,,
5395,圓方創新,8699077,322518,295,26.97,33.25,20,24.78,28.65,N/A,0,1.32,3.14,,,
5432,達威光電,988023,205973,167,4.79,5.38,4.06,4.76,5.3,N/A,0,0.45,1.64,,,
5443,均豪精密,1901228050,99757195,31751,19.05,20.5,15.9,18.66,19.1,173.64,0,43.66,1.45,,,
6125,廣運機械,515613230,19866538,8438,25.95,27.1,24.75,25.73,26.3,35.07,3.8,8.93,0.98,,,
6156,科橋電子,9995249,2552225,678,3.91,5.24,3.25,3.91,3.61,N/A,0,1.46,0.7,,,
6167,久正光電,11292820,2985663,570,3.78,4.02,3.36,3.69,4.02,N/A,0,1.84,0.97,,,
6234,高僑    ,61683363,3116151,1423,19.79,20.65,18.75,19.71,20.15,N/A,0,4.34,0.59,,,
6244,茂迪    ,9599152786,76378108,45460,125.67,138.5,113,125.85,116.5,30.74,0.8,20.08,2.34,,,
6246,臺龍電子,940316499,47228798,13712,19.9,24.2,16,18.84,21.7,20.87,0,31.9,3.06,,,
6294,智基科技,10903056,320642,391,34.02,41.95,18.75,30.01,32.55,N/A,0,2.83,5.03,,,
8049,晶采光電,558915924,29811321,10694,18.74,20.4,16.6,18.32,18.05,12.03,0,27.39,1.58,,,
8053,巨擘科技,26391077,4178362,1079,6.31,6.75,6.08,6.33,6.44,N/A,0,1.01,0.41,,,
8064,東捷科技,334896280,13880985,5544,24.12,25.75,22.95,23.92,24.05,N/A,0,10.52,1.43,,,
8069,元太科技,33120901459,580030435,217908,57.1,64.3,47.55,57,60.6,37.64,0,53.96,2.98,,,
8071,豐聲科技,50447948,1327840,636,37.99,41.15,34.55,36.52,36.4,80.89,0,3.93,3.28,,,
8077,冠華科技,9772303,860125,302,11.36,15.55,7.54,10.79,13.6,N/A,0,2.3,3.85,,,
8087,華鎂鑫  ,13166008,971770,563,13.54,14.5,12.5,13.47,12.95,47.96,1.15,2.76,1.08,,,
8107,大億科技,602506253,29116949,11167,20.69,21.45,19.2,20.43,21,N/A,0,16.94,1.26,,,
8111,立碁電子,581511439,26728596,10260,21.75,24,18.5,21.15,24,36.36,0,21.75,1.57,,,
8240,華宏新技,1826093314,25479586,14249,71.66,74.3,66.1,70.43,73.6,14.46,2.58,33.48,1.76,,,
8266,中日新  ,525970131,20936826,8789,25.12,27.5,21.55,23.72,24.95,N/A,0,29.49,1.91,,,
3068,美磊科技,1443038565,19300878,9058,74.76,80.1,71,74.82,73.7,12.22,4.03,27.27,3.53,,,
3095,及成    ,469595420,30274380,10722,15.51,16.45,13.65,15.61,16,N/A,0,13.91,0.85,,,
3152,璟德電子,668231724,3081100,2698,216.88,226.5,205,217.57,209,22.55,2.36,4.46,5.67,,,
3221,台灣嘉碩,153362535,6499257,3585,23.59,24.8,22.2,23.35,23.5,12.84,2.76,7.92,1.3,,,
3290,東浦    ,1699163403,81262906,23274,20.9,23.1,18.3,20.15,20.25,11.07,2.43,109.34,1.66,,,
3306,鼎天國際,1840414613,40995705,20951,44.89,49.9,32.7,43.75,49.85,24.44,3.13,56.7,2.08,,,
3431,長天科技,122008005,7401660,3394,16.48,18.6,14.1,15.7,16.3,N/A,0,15.24,2.52,,,
3454,晶睿通訊,235232326,4849022,3126,48.51,51.5,46.4,48.24,51,20.08,2.83,7.95,2.59,,,
3491,昇達科技,110027139,2155149,1582,51.05,53.5,48.3,51.43,51.8,17.99,5.76,5.05,2.51,,,
3499,環天科技,60356281,2310275,1387,26.12,27.05,24.5,26.05,25.8,27.74,3.87,4.35,1.61,,,
4903,聯光通信,70243420,6514973,2198,10.78,11.3,10.25,10.72,10.95,29.59,4.1,8.6,1.03,,,
4905,台聯電訊,493479909,21998783,6506,22.43,24.7,19.5,21.01,22.05,31.96,0,38.94,1.55,,,
4907,正華通訊,1166373,233543,85,4.99,5.75,4.48,4.98,4.9,N/A,0,0.81,13.34,,,
4908,前鼎光電,290817833,6507744,3773,44.68,47.85,41.25,43.87,43.3,16.53,4.35,9.18,3.35,,,
4909,新復興  ,2893191904,54640398,24345,52.94,60.2,41.5,49.83,60.2,17.97,4.42,67.36,2.6,,,
5304,鼎創達  ,18181232,3144916,1359,5.78,6.75,4.82,5.85,5.88,4.74,0,1.69,1.24,,,
5306,訊康科技,19859768,3241812,1432,6.12,6.39,5.81,6.03,6.02,N/A,0,4.04,1.03,,,
5348,系通科技,15852699,1064967,558,14.88,15.7,14.45,14.91,15.05,N/A,0,4.1,1.96,,,
5353,台林通信,42273425,3646339,1447,11.59,12.15,10.9,11.45,11.65,105.91,3.8,3.75,0.87,,,
6109,亞元科技,63754988,3481821,1548,18.31,19.4,16.8,18.33,18,20.45,1.95,4.79,1.58,,,
6143,振曜科技,3681471594,46900695,28632,78.49,83.3,66.6,76.25,83,14.77,2.02,67.63,3.82,,,
6163,華電聯網,127736815,7995117,3396,15.97,16.6,15.45,15.87,16.05,15.00,3.73,8.67,1.25,,,
6170,統振    ,382900504,14990268,7567,25.54,27.1,24.4,25.28,25.1,N/A,0,16.7,1.99,,,
6190,萬泰科技,310559264,19733112,5460,15.73,16.3,15.05,15.69,15.45,9.09,2.97,14.64,1.23,,,
6218,豪勉科技,62966723,2516516,999,25.02,26,24,24.86,25.85,19.58,6.04,4.95,1.49,,,
6241,易通展  ,5383990,286712,199,18.77,20.25,17.6,18.86,19.35,14.55,0,0.95,2.47,,,
6245,立端科技,61849189,2987385,1576,20.7,21.8,20,20.65,20.5,33.61,1.22,4.56,1.4,,,
6263,普萊德  ,35416488,1189494,820,29.77,31.35,28.7,29.6,30,14.02,6.66,2.04,2.08,,,
6264,德士通  ,31392592,1964910,889,15.97,16.55,15.15,15.96,15.95,N/A,0,3.3,2.28,,,
8034,榮群電訊,37486110,4252621,1255,8.81,9.2,8.32,8.79,8.52,N/A,0,6.76,0.89,,,
8048,德勝科技,55163723,2605941,1461,21.16,22.2,20.15,21.15,21.75,21.32,4.73,5.42,1.6,,,
8059,凱碩    ,102382346,6035500,2819,16.96,18.5,15.5,16.7,17.1,16.13,10.19,6.52,1.66,,,
8082,捷超通訊,771289882,37478329,4704,20.57,20.9,19.45,20.49,20.85,N/A,0,69.69,2.07,,,
8097,鴻松精密,39173029,5443374,2339,7.19,8.05,6.3,7.09,6.98,N/A,0,13.49,1.39,,,
1333,恩得利  ,113103660,7311993,3103,15.46,16.4,14.7,15.34,15.2,84.44,0,7.13,2,,,
1336,台翰    ,209121447,10456246,3773,19.99,21.6,16.65,19.05,19.1,N/A,0,15.78,0.77,,,
1815,富喬    ,6128279521,167021658,56120,36.69,39.6,34.55,36.4,34.8,38.67,0,64.95,2.63,,,
3078,僑威科技,1056589122,29220108,10363,36.15,39.8,31.75,35.97,36.25,16.94,4.07,13.93,2.25,,,
3089,展成科技,392240303,31368068,9243,12.5,13.25,11.25,12.38,12.15,N/A,0,60.12,1.12,,,
3092,鴻碩精密,199004737,6044742,3922,32.92,34.4,31.9,32.69,32.2,20.91,3.69,9.94,1.64,,,
3114,好德科技,86316794,6188157,2458,13.94,14.95,12.8,13.4,13.4,N/A,3.73,12.37,0.86,,,
3115,寶島極光,37669942,2654840,1266,14.18,15.6,13,13.77,13.7,N/A,0,6.08,1.71,,,
3144,新揚科  ,16599406,1464341,395,11.33,12.1,10.45,11.32,12.1,N/A,0,2.12,2.85,,,
3191,和進電子,106329721,6921984,2660,15.36,16.4,13.6,15.03,15,34.88,0,12.78,1.09,,,
3202,樺晟電子,143072958,7498296,2539,19.08,20.1,17.75,18.48,18.9,9.79,5.75,9.5,1.01,,,
3206,志豐電子,1265625215,32993669,15231,38.35,47.4,25.5,39.25,42,21.54,1.21,84.3,2.69,,,
3207,耀勝電子,105263870,5828143,2299,18.06,19.2,16.3,17.85,17.95,13.30,2.77,15.54,1.23,,,
3226,至寶電腦,58988030,2994040,1051,19.7,21.5,17.6,19.79,19.4,N/A,0,10.64,2.4,,,
3236,千如電機,113607098,5696778,2510,19.94,21.25,18.35,19.71,20.25,19.47,1.04,13.11,1.26,,,
3276,宇環科技,158755619,12126797,3496,13.09,14.15,11.65,13.03,13.45,N/A,0,15.43,1.52,,,
3288,點晶科技,191919259,6541556,3194,29.33,31.65,26.15,28.82,28.1,36.97,0,13.14,2.58,,,
3294,英濟    ,65489849,4578785,1831,14.3,15.2,13.55,14.28,14.1,N/A,0,3.35,0.68,,,
3299,帛漢    ,1649699009,40753584,19075,40.47,43.7,35.6,39.31,43.6,13.63,4.78,76.14,1.93,,,
3310,佳穎精密,74704083,2071037,805,36.07,40.5,30.7,37.3,33.95,N/A,0,5.64,3.76,,,
3313,斐成企業,733113430,36001667,13283,20.36,22.4,15.9,19.9,20.7,N/A,0,42.41,1.28,,,
3322,建舜電子,78056087,4031745,1461,19.36,20.25,17.95,19.19,18.5,N/A,2.68,4.85,1.32,,,
3332,幸康電子,352142134,7568071,3957,46.52,51.7,41,44.4,47.8,14.18,3.07,15.73,1.95,,,
3354,律勝    ,44496623,2439245,456,18.24,19.5,17.5,18.48,18.4,131.43,2.71,3.14,1.06,,,
3390,旭軟電子,1224275163,31972970,11281,38.29,40.05,35,37.98,37.5,11.54,4.23,67.52,2.29,,,
3465,祥業科技,16439858,1503837,709,10.93,11.45,10.65,10.93,10.85,N/A,0,5.22,1.77,,,
3484,崧騰    ,411387070,10092650,5414,40.76,42.85,38.05,40.34,40.3,10.31,6,19.52,1.64,,,
3511,矽瑪科技,711218955,10209487,6572,69.66,78,60.1,67.29,76.4,12.05,5.69,26.73,2.43,,,
3512,能緹    ,47015329,1455274,818,32.3,34.5,31,32.24,31.5,N/A,0,3.93,2.04,,,
3526,凡甲科技,717049585,9479522,7527,75.64,80.2,72,74.54,80.2,8.89,10.33,16.52,3,,,
3537,堡達    ,375357635,8549966,5121,43.9,51.3,37.9,42.03,38.25,14.27,7.78,18.44,2.09,,,
3548,兆利科技,263432456,6135817,4099,42.93,46.1,39,41.94,42.6,9.62,2.79,12.19,0.98,,,
5301,祥裕電子,4967912,1231394,337,4.03,6.07,3.33,4.04,3.62,N/A,0,2.72,0.86,,,
5309,系統電子,1481339197,85884861,30112,17.24,19,15.1,16.88,15.5,28.18,0,58.93,1.94,,,
5317,凱美電機,456079978,37383756,9755,12.19,12.7,11.35,12.15,12.6,20.00,0,27.41,1.01,,,
5321,友銓電子,21472609,2656824,873,8.08,8.72,7.81,8.04,8.1,N/A,0,1.77,0.95,,,
5328,華容    ,534577710,43899866,11291,12.17,12.95,11.25,12.02,11.95,49.79,0,19.38,1.16,,,
5340,建榮工業,120634444,12568855,3901,9.59,10.3,9.01,9.52,9.39,55.24,0,7.58,1.05,,,
5345,天揚    ,128041872,9867868,3587,12.97,13.95,12.2,12.83,12.4,N/A,0,19.74,1.05,,,
5349,先豐通訊,427941983,26436188,8337,16.18,17.2,14.85,15.93,16.6,19.53,2.69,13.14,1.28,,,
5355,佳總興業,372305663,19283711,7265,19.3,20.5,18.2,19.24,18.8,N/A,0,13.43,2.54,,,
5356,協益電子,6406021553,145562960,56271,44,50.9,38.15,42.8,40.25,6.83,2.56,109.91,1.57,,,
5364,浩騰    ,61792963,13758745,2278,4.49,7.6,2.97,4.51,4.14,N/A,0,6.5,0.96,,,
5381,合正科技,220676156,32711199,6701,6.74,6.91,6.6,6.72,6.73,N/A,0,11.03,0.68,,,
