櫃檯買賣股票成交資料彙總表  The Trading Summary of Listed Stocks,,,,,,,,,,,,,
101年1月 Jan. 12,,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 172,173,857,770元",,,,,,"3. 櫃檯買賣月總成交筆數： 2,095,298筆",,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Number of Transactions,,,,,,,
"2. 櫃檯買賣股票月總成交量： 4,980,615,626股",,,,,,4. 成交量週轉率： 7.29%（以上櫃股數計算）,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Turnover Rate,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading 　Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
　（ 筆 ）　　
Total Transactions",       成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield, 週轉率（%）　 　Turnover Rate, 淨值比（%）　　PBR
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,
3317,尼克森  ,34004352,2726453,1234,12.47,13.45,11.85,12.23,13.45,N/A,2.97,4.45,0.53
3372,典範    ,34384750,7891530,1934,4.35,4.78,4.12,4.27,4.66,N/A,0,2.61,0.44
3438,類比科  ,90933950,2546473,1556,35.7,41,32,34.03,39,12.58,8.2,6.59,1.49
3527,聚積    ,991245923,9480102,6365,104.56,119.5,88.1,97.1,113,14.95,7.07,28.59,2.51
3529,力旺電子,868856798,12588833,8249,69.01,76.8,62.3,67.61,73.4,32.19,3.4,16.49,3.51
3553,力積電子,169693579,10069953,4823,16.85,18.4,15.5,16.5,18.4,N/A,11.95,15.84,1.41
3555,擎泰    ,1901183705,26119096,17126,72.78,80.6,65,71.9,80,6.46,11.25,40.92,2.77
3556,禾瑞亞  ,2048274212,32354661,21954,63.3,71.5,56,61.22,69,13.48,4.05,68.42,3.18
3567,逸昌    ,3058750,373881,179,8.18,8.74,7.78,8.05,8.74,20.81,17.5,0.93,0.67
3582,凌耀    ,975885237,10203976,7347,95.63,106,89.1,93.54,106,15.47,5.2,28.66,3.62
3680,家登    ,33314112,924745,538,36.02,39.55,32.7,35.5,38.9,15.14,5.14,2.22,2.39
4947,F-昂寶  ,312722561,3522252,2495,88.78,99.5,75.2,88.86,99.5,14.7,0,8.28,3.61
4966,F-譜瑞  ,348797972,919942,835,379.15,435,340,376.96,417.5,67.78,0,1.8,10.46
5302,太欣半導,5239254,726278,297,7.21,7.53,7.01,7.2,7.33,N/A,0,0.45,1.02
5314,世紀民生,262877910,21763165,7406,12.07,12.7,11.15,11.88,12.45,7.11,0,19.36,1.2
5326,漢磊科技,209835441,22702292,6417,9.24,9.79,8.92,9.15,9.74,8.25,0,6.95,0.86
5344,立衛科技,1949679,217671,156,8.95,9.48,8.38,8.93,9.22,12.81,10.08,0.27,0.85
5346,力晶    ,220699260,203214065,9153,1.08,1.37,0.8,1.06,1.21,N/A,0,3.67,0.34
5347,世界先進,622386108,54917307,11279,11.33,12.3,10.35,11.14,12,16.9,5,3.33,0.96
5351,鈺創科技,232611759,23334209,7725,9.96,10.8,9.1,9.73,10.6,N/A,3.01,5.16,0.86
5425,台半    ,175731579,12042398,4795,14.59,15.6,13.9,14.41,15.4,8.32,7.79,4.94,0.78
5455,訊利電業,2404121,585796,245,4.1,4.28,3.8,4.05,4.28,N/A,0,1.6,0.79
5466,泰林科技,57825773,7032603,2310,8.22,8.64,8.03,8.16,8.59,12.1,11.64,2.88,0.54
5468,凱鈺科技,6441094,764021,502,8.42,9.72,7.76,8.74,8.31,N/A,0,1.7,0.91
5483,中美晶  ,6711076529,128918519,65532,52.05,62.8,46.4,51.04,61.1,10.3,9,29.09,1.37
5487,通泰    ,7061025,537842,207,13.12,13.65,12.9,13.14,13.6,15.63,7.35,1.21,0.85
6103,合邦電子,649212,174119,76,3.73,3.85,3.6,3.71,3.8,N/A,0,0.32,2.3
6104,創惟科技,483885607,21140591,10070,22.88,25.4,20.6,22.49,25.4,N/A,0,24.43,1.52
6129,普誠科技,60067372,6573107,2469,9.13,9.84,8.15,9.01,9.8,30.63,10.2,3.63,0.79
6130,基因科技,21517157,216609,374,100.58,116,88.8,99.36,98,25.26,0,0.88,12.66
6138,茂達電子,240965846,13127011,5832,18.35,20.2,16.75,17.76,20.1,50.25,7.46,10.08,1.32
6147,頎邦科技,6861608397,210075895,80934,32.66,36.1,28.8,31.96,34.15,11.58,5.85,35.19,1.26
6182,合晶科技,1148440052,57529469,26561,19.96,22.05,18.4,19.6,21.5,13.27,6.04,20.42,0.81
6198,凌泰科技,1757184,304834,168,5.76,6.39,5.36,5.86,5.55,N/A,0,0.88,0.77
6223,旺矽科技,1102868039,16121046,11272,68.41,74.5,63.5,67.01,72.5,6.94,7.98,20.51,1.81
6229,研通科技,4312796,433424,296,9.95,10.5,9.52,9.86,10.4,14.44,10.48,1.21,0.83
6233,旺玖科技,142284856,9537682,4587,14.91,16.1,14,14.7,16.1,115,0,10.83,1.03
6236,凌越科技,0,0,0,0,0,0,0,19,16.67,0,0,2.85
6237,驊訊電子,119984481,6419514,3209,18.69,20.5,16.85,18.08,20.5,N/A,0,8.34,0.96
6261,久元電子,1024642930,16739040,9489,61.21,69.4,54.3,58.2,67.8,9.26,7.02,15.72,1.55
6287,元隆電子,11126992,2986027,679,3.72,4.23,2.76,3.19,4.23,N/A,0,1.75,0.8
6291,沛亨半導,3989284,809499,406,4.92,5.26,4.6,4.84,5.1,N/A,0,1.66,0.94
8024,佑華微電,11611343,805421,287,14.41,15.45,14.1,14.43,15.1,31.46,12.45,1.43,0.98
8040,九暘    ,37363538,3521637,1544,10.6,11.3,9.95,10.51,11.3,N/A,9.2,3.98,0.84
8054,安國國際,403214118,9852628,5705,40.92,45,37.5,39.66,43.8,14.04,5.7,11.97,1.71
8066,福陞科技,343922,64784,21,5.27,8.2,4.36,6.03,4.36,N/A,0,0.06,48.44
8079,誠遠科技,28575097,2119676,1135,13.48,14.75,12.85,13.24,14.35,7.14,15.12,2.84,0.98
8084,巨虹電子,1731492,226035,124,7.66,8.15,7.4,7.72,7.68,N/A,0,0.56,1.04
8086,宏捷科技,1120600326,48980821,19815,22.87,24.45,20.35,22.55,24.2,27.82,2.89,37.72,1.72
8088,品安科技,32727224,3264464,1405,10.02,10.6,9.45,9.92,10.55,N/A,0,7.33,0.77
8277,商丞科技,67749992,4608485,2409,14.7,15.5,13.6,14.43,14.95,N/A,0,7.08,1.1
1569,濱川企業,2012174404,35458439,18215,56.74,66.8,50.1,55.45,64.9,34.71,1.32,48.46,2.49
3071,協禧電機,6173138,826867,287,7.46,8.4,6.74,7.65,8.4,16.47,0,0.45,0.86
3088,艾訊    ,19036449,952443,554,19.98,21.3,19.1,19.85,21.3,11.9,10.32,1.23,1.39
3126,信億科技,104312654,2763915,1529,37.74,42.6,34.9,37.79,39.5,N/A,0,5.8,5.14
3171,天馳科技,1935884,166527,98,11.62,12.05,11.2,11.63,11.5,N/A,0,0.32,1.13
3211,順達科技,6347735325,50072599,27342,126.77,149.5,112,121.8,147,15.19,4.07,38.42,3.6
3213,茂訊電腦,136539536,2467004,1806,55.34,57.5,52.8,54.58,57.5,9.75,9.56,4.45,2.98
3217,優群科技,27686863,2617265,1181,10.57,11.8,9.9,10.36,11.45,9.54,13.1,3.14,0.78
3287,廣寰科  ,5221574,521624,232,10.01,10.65,9.63,9.93,10.45,N/A,12.44,1.19,0.89
3323,加百裕  ,124705590,7613684,2587,16.37,18.6,15.25,16.08,18.6,N/A,8.06,7.47,0.71
3325,旭品    ,208922381,14763496,5367,14.15,15.6,12.7,13.89,14.6,N/A,3.35,22,0.85
3416,融程電  ,20869164,495696,383,42.1,43.45,39.65,42.41,43.45,10.7,10.35,1.09,1.83
3479,安勤    ,168710522,6824193,3597,24.72,27.3,23.2,24.4,27.2,14.78,10.29,14.75,1.36
3483,力致科技,47709369,2350734,1388,20.29,21.75,19,19.95,21.75,N/A,1.37,4.8,0.55
3489,筌寶    ,19449197,2666954,932,7.29,7.52,6.85,7.14,7.4,N/A,0,5.05,0.57
3521,鴻翊    ,56057205,2343984,1031,23.91,25.3,21.6,23.55,25.3,N/A,0,7.42,1.91
3540,曜越    ,15248276,1019281,572,14.95,15.6,14.2,14.85,15.6,65,0,1.67,0.68
3577,泓格科技,30605996,1071014,803,28.57,31,27.2,28.44,30.15,13.28,6.6,2.45,1.76
3611,鼎翰科技,272928007,3063833,2358,89.08,95,82.1,87.13,93.4,11.6,6.42,9.12,3.19
3625,西勝    ,24585798,2881634,1116,8.53,9.25,7.96,8.62,9.25,N/A,0,5.14,0.72
3652,精聯電子,3518301,177010,125,19.87,20.7,19.5,19.92,20.5,18.47,5.6,0.37,0.81
4924,F-欣厚  ,115729668,2559614,851,45.21,48,40.7,44.42,44.4,15.47,2.52,7.49,2.74
5371,中強光電,4434416980,190003133,57746,23.33,27.2,20.05,22.41,25,11.74,14,26.24,0.89
5384,捷元    ,12232546,1201295,340,10.18,10.65,9.65,10.1,10.65,N/A,0,1.3,0.8
5386,青雲國際,50800,3000,3,16.93,18.15,15.75,16.93,15.75,N/A,0,0.03,6.85
5426,振發實業,24906059,2310307,709,10.78,11.15,9.96,10.76,11,23.91,8.18,1.61,0.76
5438,東友    ,17198176,1276161,614,13.47,13.95,13.05,13.51,13.85,34.63,11.55,1.13,0.98
5450,寶聯電腦,5724784,500889,310,11.42,11.95,11.05,11.56,11.6,N/A,0,0.99,0.92
5465,富驊企業,5378054,750195,224,7.16,7.45,6.85,7.15,7.4,148,0,0.48,0.8
5474,聰泰科技,3357001,387423,211,8.66,8.99,8.32,8.65,8.94,N/A,0,1.15,0.71
5490,同亨科技,220356540,7550424,3985,29.18,31.6,26.5,28.15,30.65,9.64,10.83,8,1.82
6105,瑞傳科技,52065630,2033646,1032,25.6,26.95,23.45,25.57,25.3,8.52,3.95,1.85,0.99
6121,新普科技,5538828638,29066123,18057,190.55,216,171,185.16,208,16.84,3.12,10.37,3.9
6123,上奇科技,72443836,2125273,1286,34.08,35.85,31.5,33.8,35.3,12.09,7.93,4.4,2.17
6150,撼訊科技,71405025,4814393,2378,14.83,15.8,13.7,14.39,15.8,18.37,17.08,6.9,1.28
6160,欣技資訊,80683508,2809260,1445,28.72,30.2,28,28.65,30,12,8.33,3.96,1.98
6161,捷波資訊,157486252,11826854,4034,13.31,14.2,11.75,13.07,13.9,9.93,2.15,11.04,0.88
6188,廣明光電,229400725,12064284,4480,19.01,20.4,18,18.61,20.4,10.57,9.8,4.23,0.73
6199,精威科技,1645204,310312,158,5.3,5.79,4.99,5.39,5.08,N/A,0,0.49,0.74
6219,富旺    ,4040006,211147,214,19.13,21.8,16.8,19.29,18.75,11.36,0,0.15,2.15
6222,上揚科技,2975709,301740,172,9.86,10.85,9.2,9.56,10.45,N/A,0,0.54,1.23
6228,全譜科技,7945322,1232392,638,6.44,6.9,6.08,6.59,6.9,N/A,0,3,0.65
6247,淇譽電子,14071499,1140836,608,12.33,12.6,12.15,12.38,12.6,N/A,3.57,1.89,0.82
6298,崴強科技,393837520,26715894,9927,14.74,15.8,13.75,14.5,15.8,112.86,1.26,15.83,1.1
8050,廣積    ,127113436,3517293,2332,36.13,38.9,34.1,35.7,38.5,11.26,8.59,5.05,1.68
8076,伍豐科技,293575627,11082679,5643,26.48,27.75,24,26.02,27,N/A,0,6.57,1.87
8114,振樺電  ,40221042,863561,585,46.57,48.7,44.9,46.09,48.3,9.18,9.37,1.42,2.62
8234,新漢    ,512650107,19530623,8460,26.24,29.55,21.35,25.65,28.8,9.9,6.94,20.3,1.75
8299,群聯電子,10208798064,52733123,35616,193.59,222,170,188.83,217,18.59,2,29.49,3.88
8410,森田印刷,105478846,2516006,1763,41.92,44.9,39.6,41.57,44.9,9.02,4.45,6.88,1.44
3066,李洲科技,3905005,677393,263,5.76,6.12,5.42,5.79,6.03,N/A,0,0.45,0.72
3128,昇銳電子,14120759,1402002,571,10.07,10.9,9.54,10.26,10.9,N/A,0,3.34,0.69
3230,錦明實業,6863823,1104989,353,6.21,7.04,5.73,6.1,7.02,N/A,0,1.04,0.42
3297,杭特電子,18476561,952523,477,19.39,21.55,16.85,18.98,18.95,118.44,5.22,2.75,0.86
3339,泰谷光電,97784941,6939234,2326,14.09,16.6,12.5,13.48,16.6,N/A,6.02,2.52,0.97
3362,先進光  ,12586104,727662,202,17.29,18.6,16.2,16.98,18.5,N/A,0,0.94,1.9
3434,哲固資訊,5550889,556018,222,9.98,10.65,9.2,9.76,10.65,N/A,0,1.7,1.11
3441,聯一光學,290261379,7477387,4552,38.81,43.65,35.1,37.43,41.9,13.22,1.9,23.79,1.74
3452,益通光能,465040259,36094431,13259,12.88,13.8,12.05,12.68,13.7,N/A,0,7.53,0.68
3455,由田新技,401433268,15051879,8357,26.66,28.5,24.8,26.25,28,11.62,10.64,24.95,0.91
3490,單井    ,28113491,1545219,767,18.19,19.2,17.4,18.01,18.85,6.52,18.56,4.42,0.9
3516,亞帝歐  ,6864615,786729,387,8.72,9.24,8.51,8.71,9.13,N/A,0,1.03,0.3
3520,振維    ,8181883,743040,206,11.01,11.7,10.3,10.91,11.25,N/A,0,1.45,0.8
3522,宏森    ,45038891,3622829,1596,12.43,13.15,11.7,12.25,13.15,13.7,9.12,7.66,0.6
3523,迎輝科技,97623423,3955168,1599,24.68,26.75,22.4,24.12,26.75,N/A,0,4.04,1.07
3531,先益電子,5334900,279000,210,19.12,20.2,18.4,18.93,20,12.58,6,0.46,0.7
3562,頂晶科技,5789769,475057,398,12.18,13,11,12.09,12.95,N/A,0,0.91,1.3
3615,安可光電,2179911247,28872455,21009,75.5,82.3,69.7,74.04,79.6,11.06,1.25,62.79,1.96
3623,富晶通  ,68373760,4847601,2206,14.1,15.05,13.05,13.73,14.55,N/A,0,8.48,1.38
3629,卓韋光電,6005064,492110,288,12.2,13.6,11.45,12.06,13.1,68.95,3.74,1.87,1.02
3630,新鉅科  ,2040397310,43824738,24128,46.55,52.5,40.1,45.68,50.4,10.59,6.05,51.2,1.91
3685,政翔    ,41491377,1850011,795,22.42,24.1,20.5,21.54,24.1,8.46,8.38,4.6,1.36
3691,碩禾    ,4219459520,14936172,12708,282.49,320,256.5,278.16,313,10.66,8.94,33.85,4.21
4729,熒茂光學,321922361,15526112,7300,20.73,22,19.5,20.57,22,N/A,0,15.24,0.86
4933,友輝    ,380197544,5934118,3989,64.06,74.2,55.8,61.35,74.2,9.8,5.39,12.25,1.9
4944,兆遠    ,563694610,24607667,10474,22.9,26.35,19,22.22,26.35,N/A,8.34,26.76,1.42
5315,光聯科技,10269169,3094777,844,3.31,3.54,3.15,3.31,3.49,N/A,0,1.95,0.43
5392,應華精密,388653770,7268507,5228,53.47,57.3,50.1,52.59,57.3,11.94,6.98,9.34,1.35
5395,圓方創新,472159,34454,44,13.71,15.05,12.85,13.93,13.85,230.83,0,0.14,1.54
5432,達威光電,2883138,275307,184,10.47,12.15,9.61,10.6,10.1,10.31,0,1.33,1.2
5443,均豪精密,40089573,4834657,2067,8.29,8.85,7.95,8.18,8.8,4.58,7.95,2.65,0.59
6125,廣運機械,183270931,14856754,4793,12.33,13.45,11.35,12.05,13.4,78.82,10.14,5.84,0.55
6156,松上電子,251018,71332,107,3.52,3.95,3.09,3.54,3.31,N/A,0,0.09,0.36
6167,久正光電,1091006,556550,244,1.96,2.22,1.85,2,2.04,N/A,0,0.34,0.53
6234,高僑    ,24166119,1977196,814,12.22,13.25,11.35,12.04,12.95,99.62,0,2.77,0.39
6244,茂迪    ,4493145494,76398219,41246,58.81,66,52,58.02,64.2,27.09,10.9,17.47,1.34
6246,臺龍電子,466299629,37665519,12714,12.38,13.5,11.35,12.11,13.25,12.05,0,21.2,1.16
6294,智基科技,1994660,57940,73,34.42,39.3,31.5,35.96,36.7,N/A,0,0.38,5.89
8049,晶采光電,24881836,4745001,1372,5.24,5.6,4.68,5.15,5.59,N/A,0,4.36,0.5
8053,巨擘科技,12390058,2882352,897,4.29,4.77,4.06,4.34,4.7,N/A,0,0.7,0.4
8064,東捷科技,90044233,10592897,3377,8.5,8.9,8.11,8.42,8.78,439,4.55,8.02,0.56
8069,元太科技,11593244093,309384286,129948,37.47,42.3,33.7,37.59,42,6.33,6.33,28.64,1.68
8071,豐聲科技,6632517,341249,196,19.43,21.8,17.7,18.86,21.45,14.59,1.95,1.01,1.7
8077,冠華科技,242840,124000,65,1.95,2.52,1.64,2.04,1.83,N/A,0,0.22,0.83
8087,華鎂鑫  ,1372643,200011,116,6.86,7.39,6.4,7,7.32,N/A,0,0.57,0.67
8107,大億科技,23011241,3136255,1058,7.33,8.25,6.71,7.15,8.24,N/A,10.31,1.82,0.51
8111,立碁電子,55466448,5799692,2256,9.56,10,9,9.46,9.85,N/A,7.81,3.89,0.74
8240,華宏新技,264972045,6372762,4198,41.57,47,37.5,40.21,46,9.27,6.95,7.5,1
8266,中日新  ,12761754,3222039,998,3.96,4.32,3.73,3.92,4.32,N/A,0,2.79,0.59
3068,美磊科技,64591440,1627104,862,39.69,43.15,34.25,38.31,43.15,13.66,10.1,2.26,2.7
3095,及成    ,123205468,11922533,3943,10.33,11.2,9.4,10.06,11.05,N/A,0,5.48,0.71
3152,璟德電子,315461396,4663975,3368,67.63,76.5,63,66.26,75.6,14.91,7.27,6.76,2.1
3221,台灣嘉碩,11373960,1171879,542,9.7,10.4,9.4,9.73,10.4,N/A,11.53,1.38,0.61
3234,光環    ,248307182,14521663,5948,17.09,18.9,16.05,16.74,18.45,21.21,5.42,15.59,1.36
3290,東浦    ,193093892,12041554,5068,16.03,17.4,15.1,15.88,17.4,8.02,2.87,14.28,1.17
3306,鼎天國際,111288497,4685481,2560,23.75,26.25,21.8,23.45,25.4,9.62,6.29,9.26,0.89
3363,上詮    ,186027002,6566002,3308,28.33,31.4,25.5,27.15,31.3,17.1,3.83,10.94,1.93
3431,長天科技,47638771,4586593,1775,10.38,11.15,9.23,10.24,11.15,N/A,0,9.69,1.91
3491,昇達科技,38330087,1376003,860,27.85,30.6,26.1,27.26,30.3,22.12,7.22,3.1,1.45
3499,環天科技,10195895,868324,406,11.74,12.3,11.4,11.73,11.85,N/A,0,1.63,0.75
3632,研勤科技,192591398,3197327,2501,60.23,64.9,56.6,59.42,60.9,30.15,2.95,13.06,3.5
4903,聯光通信,87647205,11614104,3716,7.54,8.19,7.02,7.42,7.66,10.35,0,15.25,0.72
4905,台聯電訊,4838397,267037,168,18.11,18.75,17.7,18.16,18.2,8.47,2.74,0.52,1.02
4907,春雨開發,34904,9796,5,3.57,3.6,3.55,3.57,3.58,N/A,0,0.03,22.38
4908,前鼎光電,151808647,5724638,3523,26.51,28.7,25,26.12,28.2,13,7.44,7.66,2.01
4909,新復興  ,357480703,10237730,5428,34.91,37.45,32.65,33.99,37.45,12.78,7.2,11.07,1.67
4979,華星光  ,127139930,4936968,2852,25.75,28.2,22.5,25.65,27.5,27.23,1.81,11.88,1.99
5304,鼎創達  ,11330971,1758519,904,6.44,6.89,5.97,6.43,6.81,N/A,0,0.95,1.34
5306,訊康科技,243061913,6879116,3244,35.33,39,29.9,34.84,39,N/A,0,6.68,6.32
5348,系通科技,11944884,822006,442,14.53,15.15,13.5,14.42,14.65,15.26,0,3.17,1.62
5353,台林通信,13757975,1419400,674,9.69,10.25,9.11,9.53,10.25,10.79,3.51,1.46,0.74
6109,亞元科技,2459686,336685,186,7.3,7.87,7.05,7.39,7.78,N/A,0,0.46,0.78
6143,振曜科技,188035621,6875171,3645,27.34,29.1,26.2,26.96,28.7,9.47,6.86,8.46,1.36
6163,華電聯網,41458148,3550917,1393,11.67,12.4,11.25,11.56,12.2,34.86,0,3.91,0.89
6170,統振    ,107870618,5675675,2779,19,19.8,18,18.7,19.4,18.13,0.67,6.32,1.34
6190,萬泰科技,18368443,2319911,689,7.91,8.19,7.63,7.91,8.18,31.46,3.66,1.84,0.66
6218,豪勉科技,67366811,2506382,1348,26.87,28.7,25.8,26.7,28.5,6.63,14.03,4.29,1.66
6241,易通展  ,2449547,115472,109,21.21,22.85,19.35,21.61,22.4,N/A,0,0.49,2.33
6245,立端科技,310973345,12546769,5361,24.78,29.1,19.9,24.56,28.95,18.92,0.86,18.88,1.88
6263,普萊德  ,15147682,823567,475,18.39,19.7,17.35,18.03,19.7,16.55,7.61,1.42,1.38
6264,德士通  ,30682627,3228314,919,9.5,10.55,8.91,9.69,10.55,50.24,0,3,1.45
8034,榮群電訊,5487699,1123136,319,4.88,5.14,4.51,4.89,5,N/A,0,1.79,0.59
8048,德勝科技,6914953,620604,307,11.14,11.8,10.6,11.24,11.8,21.85,3.38,1.24,0.96
8059,凱碩    ,40192973,7459310,1734,5.38,6.57,4.81,5.73,5.69,N/A,0,8.06,0.57
8082,眾星國際,44427508,7994944,2597,5.55,6.39,4.78,5.52,5.94,N/A,0,14.12,0.71
8097,鴻松精密,1828932,280939,136,6.51,7.2,5.71,6.45,6.02,N/A,0,0.7,1.64
8171,天宇    ,63841339,3283939,1963,19.44,22.3,16.85,18.78,18.8,9.79,6.38,8.01,1
1333,恩得利  ,4301124,949185,372,4.53,5.32,4.03,4.35,5.32,N/A,0,0.93,0.77
1336,台翰    ,9587862,856810,354,11.19,12.1,10.65,11.08,11.95,36.21,5.02,1.29,0.46
1595,川寶    ,224841460,3647534,2864,61.64,67.9,58.3,60.74,67.9,9.29,4.41,9.9,1.76
1815,富喬    ,989968974,58069735,18520,17.04,18.8,14.65,16.51,18.45,9,5.47,19.98,1.07
3078,僑威科技,87663298,8612802,2666,10.17,10.75,9.5,10.02,10.45,18.33,10.81,3.79,0.74
3089,展成科技,6442246,671017,289,9.6,9.98,9.31,9.62,9.7,22.56,3.09,1.29,0.89
3092,鴻碩精密,8972557,807396,407,11.11,11.85,10.4,10.89,11.65,14.04,10.3,1.27,0.63
3114,好德科技,14123229,1149076,475,12.29,13,11.5,12.16,12.8,55.65,1.56,2.3,0.86
3115,寶島極光,1707700,169006,107,10.1,10.9,9.6,10.15,10.7,152.86,0,0.39,1.29
3144,新揚科  ,14022497,1140100,459,12.29,12.6,12,12.34,12.45,21.47,0,1.48,2.12
3191,和進電子,7239392,948455,372,7.63,8.09,7.45,7.61,7.99,11.58,0,1.75,0.54
3202,樺晟電子,5655925,770108,302,7.34,7.6,7.1,7.35,7.54,N/A,2.65,0.98,0.44
3206,志豐電子,40136845,2477061,1391,16.2,17.4,15.5,16.13,17.1,8.22,8.71,6.29,1.03
3207,耀勝電子,11225943,886555,436,12.66,13.8,11.15,13.04,13.15,42.42,3.04,2.32,0.92
3226,至寶電腦,10541059,563072,207,18.72,19.3,17.5,18.6,19,N/A,0,0.87,1.39
3236,千如電機,6098963,638148,280,9.55,9.9,9.15,9.64,9.7,16.72,12.37,1.39,0.69
3276,宇環科技,46715063,4178690,844,11.17,12.45,9.5,10.83,12.45,73.24,0,5.99,1.19
3288,點晶科技,16689742,1135300,519,14.7,15.7,13.45,14.26,15.3,N/A,0,2.28,1.48
3294,英濟    ,134083736,10253624,3701,13.07,13.9,12.2,12.89,13.8,37.3,0,7.53,0.64
3299,帛漢    ,122965983,4258849,2156,28.87,30.7,26.55,28.6,30.15,7.98,9.95,8.49,1.31
3310,佳穎精密,2194230,308206,191,7.11,7.43,6.79,7.11,7.15,N/A,0,0.66,1.06
3313,斐成企業,63673701,5725963,1148,11.12,12,10.6,11.15,12,42.86,0,6.84,0.66
3322,建舜電子,8171522,1010190,408,8.08,8.7,7.49,7.94,8.5,N/A,0,1.21,0.65
3332,幸康電子,7180825,156130,80,45.99,47.5,45.2,45.86,46,10.57,8.69,0.32,1.75
3354,律勝    ,9421912,828513,426,11.37,12.5,11,11.32,12.2,10.43,6.96,1.04,0.71
3390,旭軟電子,405837660,12598410,6477,32.21,35.5,28.35,31.73,34.3,9.91,6.41,23.67,1.99
3465,祥業科技,3204210,678650,298,4.72,5.07,4.55,4.78,4.7,N/A,0,2.39,0.91
3484,崧騰    ,31221741,1621765,883,19.25,20.8,18.05,18.93,20.7,12.32,9.17,2.94,0.91
3511,矽瑪科技,28812249,1343316,834,21.44,23.3,19.5,20.47,23.3,14.94,21.45,3.49,1.04
3512,能緹    ,8681464,1056133,475,8.22,8.82,7.5,8.01,8.81,N/A,0,2.4,0.64
3526,凡甲科技,405791542,11452739,7161,35.43,40.3,28.85,33.74,40.3,14.44,14.16,18.78,2.03
3537,堡達    ,62321740,3399758,1875,18.33,19.75,16.8,17.65,19.75,11.48,5.06,7.33,1.22
3548,兆利科技,34155190,1890918,952,18.06,19.4,16.6,17.74,19.3,N/A,5.18,3.74,0.46
3609,東林科技,15294650,657000,419,23.27,25.1,20.65,23.02,22.2,11.68,5.4,2.1,0.89
3624,光頡科技,487846983,20280466,8822,24.05,26.5,21.25,23.12,25.95,18.27,5.78,23.15,1.26
3631,晟楠    ,72474179,2019329,932,35.89,40.65,32.5,35.43,39.2,10.95,9.97,2.59,2.13
4912,F-聯德  ,111244706,4100541,1808,27.12,32.75,23.85,26.31,32.75,11.57,3.05,14.75,1.43
4927,F-泰鼎  ,374536178,12209049,4368,30.67,36.1,26,29.05,36.1,7.81,3.73,13.14,1.69
4939,亞電    ,227716803,10057057,3657,22.64,25.8,19,20.58,25.8,14.66,4.88,13.98,1.69
4974,亞泰    ,141378730,5894305,2687,23.98,25.6,22.3,23.63,25.15,7.51,10.33,11.48,1.45
5301,祥裕電子,103076,45322,39,2.27,2.66,1.96,2.3,2.66,N/A,0,0.2,0.78
5309,系統電子,34385611,4449322,1494,7.72,8.33,7.1,7.69,8,N/A,0,2.92,0.95
5317,凱美電機,28366367,4650797,1219,6.09,6.37,5.85,6.08,6.35,18.14,7.87,3.41,0.51
5321,友銓電子,5186580,1959240,549,2.64,2.85,2.46,2.66,2.7,N/A,0,1.09,0.45
5328,華容    ,40973381,5952517,1454,6.88,7.2,6.54,6.86,7.18,14.36,4.17,2.62,0.65
5340,建榮工業,6529070,1211928,424,5.38,5.68,5.16,5.36,5.6,280,0,0.73,0.63
5345,天揚    ,7245107,1939568,665,3.73,4.03,3.46,3.7,3.9,N/A,0,3.88,0.52
5349,先豐通訊,897313536,50876078,16216,17.63,19.4,15.35,17.34,18.9,10.33,5.6,24.63,1.31
5355,佳總興業,43974503,6141027,1570,7.16,7.91,6.63,7.09,7.91,N/A,0,3.96,1.01
5356,協益電子,680501910,18666637,9027,36.45,39.3,32.55,35.22,38.7,5,12.91,14.09,1.31
5364,浩騰    ,642327,714768,213,0.89,1.09,0.76,0.9,1.04,N/A,0,0.34,1.17
5381,合正科技,12861335,5965831,1378,2.15,2.32,2.06,2.15,2.31,N/A,0,1.98,0.27
5398,力瑋實業,68958684,2825318,1051,24.4,26,22.8,24.54,25.9,N/A,0.77,6.77,2.45
5439,高技企業,94989636,4297491,1912,22.1,24.5,20.65,21.53,24.5,7.73,12.24,5.68,1.55
5457,宣德    ,20372645,3838798,936,5.3,5.92,5,5.31,5.92,N/A,0,1.64,0.91
5460,同協電子,8022024,873233,409,9.18,9.5,8.9,9.23,9.43,12.92,6.36,1.21,0.75
5464,霖宏科技,6931426,344116,247,20.14,20.8,19.55,20.05,20.4,13.25,4.9,0.57,1.2
5475,德宏工業,166501295,19168340,5583,8.68,9.75,7.52,8.41,9.65,26.81,5.18,8.93,0.75
5480,統盟電子,18563128,2081820,744,8.91,9.75,8.11,8.56,9.67,74.38,11.37,1.16,0.64
5481,華韡電子,5182429,632345,236,8.19,8.65,7.81,8.27,8.46,N/A,0,0.62,0.45
