櫃檯買賣股票成交資料彙總表  The Trading Summary of Listed Stocks,,,,,,,,,,,,,
"101年7月 Jul., 12",,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 169,699,787,272元",,,,,,"3. 櫃檯買賣月總成交筆數： 1,997,256筆",,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Number of Transactions,,,,,,,
"2. 櫃檯買賣股票月總成交量： 4,331,731,279股",,,,,,4. 成交量週轉率： 6.43%（以上櫃股數計算）,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Turnover Rate,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
（ 筆 ）　　
Total Transactions",       成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield, 週轉率（%）　 　Turnover Rate, 淨值比（%）　　PBR
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,
4114,健喬信元,105507372,3593691,2361,29.35,31,27.5,28.81,28.95,32.9,2.1,4.16,2.08
4120,友華生技,174121824,4135632,2667,42.1,43.95,41.05,42.01,42.3,19.95,2.83,4.77,1.6
4121,優盛醫學,57467408,5194397,1357,11.06,12.25,10.3,11.03,10.65,34.35,7.51,7.08,0.71
4123,晟德    ,157671039,4329285,1956,36.41,37.95,34.3,35.72,37.3,207.22,3.35,4.42,2.1
4126,太平洋醫,299728419,3501800,2613,85.59,96.1,76.8,81.48,79,14.96,5.06,5.3,2.99
4127,天良    ,290793111,15324311,8567,18.97,20.4,17.35,18.55,18,33.33,0,33.49,1.13
4128,中天生技,618920308,16958063,10154,36.49,38.5,34.8,35.86,35.75,N/A,6.99,6.19,1.9
4129,聯合骨科,451031983,11689100,7578,38.58,39.9,37,38.22,37.6,31.86,2.65,25.21,2.59
4130,健亞    ,383830066,13523155,7906,28.38,30.9,25.65,27.84,26.6,52.16,0,13.95,2.65
4131,晶宇生技,30091656,2225847,1438,13.51,14.9,11.9,13.09,12.6,N/A,0,4.61,2.22
4138,曜亞國際,254250075,2338838,1770,108.7,114,102.5,107.93,106,16.88,4.71,8.83,2.73
4139,F-馬光  ,42674317,527027,210,80.97,84,79.2,80.87,80.8,58.55,0,2.64,3.08
4154,F-康樂  ,31866650,815000,581,39.1,42.95,35.7,38.31,38.9,13.51,4.06,3.74,2.43
4728,雙美    ,190485689,6731195,4338,28.29,30.7,26,27.84,26.9,26.63,2.23,12.36,2.22
4735,豪展    ,5097236,458381,241,11.12,11.85,10.25,10.94,11.2,N/A,4.46,1.6,0.94
4736,泰博    ,108658763,2158919,1486,50.33,53.3,46.6,49.67,49.8,15.47,8.03,3.42,1.58
4743,合一    ,96769400,4510323,2566,21.45,22.5,20.1,21.08,21.15,34.67,2.12,3.88,1.76
4911,德英    ,76656173,1447438,1043,52.95,57.3,50,53.37,52.4,476.36,0,2.63,3.45
6130,基因科技,1478919,18917,41,78.34,80,75.7,78.93,79.2,15.06,0,0.07,7.34
8403,盛弘    ,1012082212,30035273,17544,33.69,38.7,28.8,32.77,30.6,25.5,5.88,69.11,1.58
8406,F-金可  ,1466949141,4755578,4432,308.46,328,288,308.4,309.5,28.76,0.74,5.28,7.78
8432,東生華  ,401951812,3880345,3014,103.58,109.5,96.6,102.23,102.5,17.73,1.46,12.23,4.1
8908,欣雄    ,3827823,159496,108,23.99,25.4,23,24.28,25,20.66,5.6,0.18,2.08
8917,欣泰    ,1180769,26889,26,43.97,45,43.5,43.96,45,21.84,4.88,0.02,2.8
8927,北基加油,43925147,3208481,328,13.69,14.2,13,13.69,14,16.09,5.64,2.84,1.2
8931,大園汽電,12407287,887666,535,13.97,14.5,13.3,13.82,13.55,16.73,4.42,0.83,0.99
3073,普格    ,841148670,31601071,10084,26.61,28.1,23.55,26.27,23.55,N/A,0,60.37,1.7
3087,翔準    ,103788153,7848089,1711,13.22,13.85,12.25,13.05,12.95,16.6,0,3.14,0.84
3105,穩懋    ,4981006741,133900993,56253,37.19,41.5,33.05,36.59,35.4,16.16,2.25,20.64,2.14
3169,亞信電子,83238055,2678832,1580,31.07,32.75,29.2,30.82,30.75,14.57,6.5,5.02,1.96
3188,安茂    ,4601639,690944,314,6.65,6.98,6.21,6.68,6.81,N/A,0,1.53,0.84
3219,倚強科技,202936,55020,53,3.68,4.96,3.17,3.87,4.96,N/A,0,0.1,1.66
3227,原相科技,2410604526,27715074,18951,86.97,93.1,82.1,85.76,87.8,24.94,5.46,21.12,1.95
3228,金麗科  ,25242829,1106145,861,22.82,25.4,20.65,22.31,21.05,N/A,0,1.87,2.24
3252,海灣科技,2295243,154926,120,14.81,15.85,14,15.09,14.9,14.19,0,0.44,2.56
3259,鑫創科技,71856344,4868994,2101,14.75,16.3,13,14.24,13.45,N/A,0,7.78,1.12
3260,威剛科技,1161625809,31182289,16821,37.25,39.9,33.5,37.15,36.55,30.71,0,13.81,1.14
3264,欣銓科技,895367277,42414339,16872,21.11,21.75,19.95,21.11,21.6,13.09,9.72,9.29,1.19
3265,台星科  ,1204831479,37043760,16689,32.52,34.95,29.3,32.32,32.2,9.44,7.29,27.19,1.4
3268,海德威  ,3581314,408150,233,8.77,9.69,8.03,8.97,8.3,N/A,0,1.33,0.99
3291,遠翔科技,150003728,5109113,2667,29.36,31.2,25.35,28.76,28.3,10.33,6.36,14.66,1.79
3317,尼克森  ,14587744,1206421,653,12.09,12.7,11.6,12.07,11.9,N/A,3.36,1.97,0.51
3372,典範    ,71176698,15143763,3045,4.7,5.14,4.31,4.84,4.95,N/A,0,5.01,0.49
3438,類比科  ,87713540,2433974,1679,36.03,38.85,33.5,35.69,35.8,17.38,8.93,6.3,1.34
3527,聚積    ,1035699332,8242196,5806,125.65,132.5,120,123.9,124,12.97,6.69,24.86,2.48
3529,力旺電子,923209054,14137299,8790,65.3,68.7,59.8,64.62,66.8,31.21,3.74,18.43,3.08
3553,力積電子,114906589,6589303,3371,17.43,18.65,16.15,17.2,16.25,N/A,13.53,10.28,1.3
3555,擎泰    ,558853049,14516343,9956,38.49,45.3,32.5,37.35,33.6,57.93,12.5,22.74,1.03
3556,禾瑞亞  ,680721014,12219513,8942,55.7,63.8,45,53.09,47.8,11.63,9.41,25.33,2.14
3567,逸昌    ,2609187,327057,142,7.97,8.28,7.58,7.99,7.95,N/A,19.24,0.82,0.64
3582,凌耀    ,3133056731,19101169,14184,164.02,175.5,149.5,161.5,169,20.58,3.55,53.24,4.96
3658,漢微科  ,2752272532,7980027,6819,344.89,360,319,344.2,350,20.01,1.14,12.09,12.23
3675,德微    ,383080513,13891787,8015,27.57,36.3,23.25,26.37,29.25,172.06,1.23,31.37,1.47
3680,家登    ,818781942,13203653,9723,62.01,66.4,53.5,60.61,63.9,22.66,3.12,31.76,3.64
4947,F-昂寶  ,396313301,3482118,2893,113.81,130,101,112.59,104,13.18,3.84,8.19,2.76
4966,F-譜瑞  ,4390026846,12284133,8853,357.37,423,286,370.18,305,24.56,0,23.93,6.36
4973,廣穎    ,423806120,12801795,7067,33.1,35.35,30.7,32.56,33.3,8.67,6,21.26,1.56
5302,太欣半導,5527601,808048,410,6.84,7.65,6.39,6.9,6.89,N/A,0,0.5,1
5314,世紀民生,156634550,12261651,3963,12.77,13.6,11.7,12.5,12.4,N/A,0,20.44,1.19
5326,漢磊科技,210149659,21616488,7438,9.72,10.8,8.5,9.57,9.2,20.44,0,6.62,0.83
5344,立衛科技,84234234,5578749,2860,15.09,16.8,13.6,14.63,14.9,9.74,6.24,7.02,1.24
5346,力晶    ,83479669,133991260,4730,0.62,0.72,0.49,0.6,0.54,N/A,0,2.42,0.63
5347,世界先進,480300851,36550354,13109,13.14,14.2,11.8,12.99,12.6,39.38,5,2.26,1
5351,鈺創科技,200867501,20469871,7584,9.81,10.45,9,9.56,9.23,N/A,3.46,4.58,0.85
5425,台半    ,97178992,7000931,2735,13.88,14.95,12.55,13.86,12.9,11.32,7.75,2.87,0.65
5455,訊利電業,128943,67859,46,1.9,2.19,1.68,1.93,1.79,N/A,0,0.19,0.4
5466,泰林科技,187839134,17448110,5614,10.76,11.35,9.77,10.31,10.2,N/A,9.8,7.14,0.46
5468,凱鈺科技,6555704,642199,383,10.2,11,9.15,10.06,9.65,N/A,0,1.43,1.17
5483,中美晶  ,6523839994,152645671,65024,42.73,46.4,35.6,40.96,37.25,N/A,14.76,29.18,0.91
5487,通泰    ,5169899,387569,217,13.33,14.6,12.8,13.31,13.35,16.48,6.29,0.88,0.81
6103,合邦電子,247163,123533,83,2,2.22,1.82,1.97,2.01,N/A,0,0.22,1.75
6104,創惟科技,286230429,12581369,7075,22.75,23.95,21.2,22.4,23.3,N/A,0,14.54,1.52
6129,普誠科技,61521200,6106349,2264,10.07,10.7,9.05,9.75,9.32,29.13,5.36,3.38,0.75
6138,茂達電子,148332122,7234328,3567,20.5,21.85,19.1,20.34,20.5,17.83,7.31,5.56,1.3
6147,頎邦科技,3639058534,91449045,41001,39.79,42.1,37,39.47,37.7,13.09,5.3,15.52,1.33
6182,合晶科技,315774840,16687903,8757,18.92,21.3,16,18.59,17.2,N/A,7.55,5.92,0.69
6198,凌泰科技,1324510,269177,178,4.92,5.35,4.51,5.03,4.89,N/A,0,0.77,0.74
6223,旺矽科技,195522808,3262240,2284,59.93,62.3,56.6,59.5,60,11.24,9.65,4.15,1.49
6229,研通科技,6835097,667439,289,10.24,10.95,9.85,10.15,10.2,56.67,4.9,1.87,0.84
6233,旺玖科技,42986433,3114687,1729,13.8,14.95,12.9,13.61,13.4,N/A,0,3.54,0.88
6236,凌越科技,55032,2868,7,19.05,19.5,18.6,19.5,19.5,162.5,0,0.04,4.23
6237,驊訊電子,43047169,2267735,1144,18.98,20.2,17.65,18.89,17.95,N/A,0,2.95,0.92
6261,久元電子,695788176,9018752,6220,77.14,82.2,72.3,76.59,74.6,12.86,6.38,8.07,1.59
6287,元隆電子,9315838,1833276,803,5.08,5.48,4.61,4.94,4.77,N/A,0,1.32,0.8
6291,沛亨半導,358807,144010,66,2.49,2.94,2.2,2.7,2.68,N/A,0,0.29,0.59
8024,佑華微電,14456117,1161024,490,12.45,13.4,11.85,12.5,12.4,413.33,1.85,2.09,0.83
8040,九暘    ,21914168,2136388,1104,10.25,11.2,9.56,10.21,9.7,N/A,10.72,2.41,0.83
8054,安國國際,397340300,8145594,5577,48.77,51.2,46.4,48.1,48.15,10.49,5.19,9.86,1.69
8066,政德光電,547600,153117,55,3.57,4.25,2.6,3.28,2.6,N/A,0,0.14,130
8079,誠遠科技,23528161,1577865,855,14.91,15.5,14.45,14.9,14.7,10.07,14.76,2.11,0.98
8084,巨虹電子,1751697,234362,167,7.47,7.97,7.1,7.66,7.19,15.3,0,0.58,0.84
8086,宏捷科技,2680719777,84726865,40839,31.63,35.2,28.3,31.47,31.95,84.08,1.5,62.57,2.27
8088,品安科技,302183254,18160971,6785,16.63,17.65,15.2,16.25,17.25,N/A,3.47,40.53,1.2
8277,商丞科技,246146694,12908112,6502,19.06,21.05,17.05,18.44,19,N/A,0,19.84,1.46
1569,濱川企業,806911624,14918166,9300,54.08,63.6,49.2,54.69,51.4,11.66,1.67,20.15,1.93
3071,協禧電機,7728178,1000727,417,7.72,8.08,7.38,7.75,7.57,23.66,0,0.54,0.7
3088,艾訊    ,41158565,2067046,975,19.91,21,19,19.51,19.3,13.79,7.77,2.67,1.22
3126,信億科技,34061190,1553145,946,21.93,25.45,17.8,21.52,18.4,N/A,0,3.22,2.9
3171,天馳科技,4082064,303644,206,13.44,14.8,12.6,13.59,12.6,N/A,0,0.58,1.39
3211,順達科技,6193300591,40364368,26602,153.43,166,134.5,153.34,137.5,12.79,4.72,26.6,2.9
3213,茂訊電腦,136582290,2875784,2199,47.49,52.4,39.6,47.1,40,6.88,11.25,4.94,1.84
3287,廣寰科  ,7533581,780410,417,9.65,10.3,8.9,9.28,9.34,N/A,13.91,1.77,0.83
3323,加百裕  ,752261951,28522766,15291,26.37,27.5,24.65,26.19,26.3,N/A,5.7,28.81,1.02
3325,旭品    ,38043463,3004633,1509,12.66,13.5,11.8,12.55,12.3,N/A,3.98,4.48,0.8
3416,融程電  ,38392694,857660,614,44.76,47,40.5,45.05,41.45,12.05,7.72,1.85,1.63
3479,安勤    ,85737726,2817178,1570,30.43,31.6,29.3,30.29,30.9,11.93,7.47,6.09,1.45
3483,力致科技,473799889,13943336,7194,33.98,37.05,30.7,32.45,36.9,20.05,1.35,28.48,0.92
3489,筌寶    ,75343580,9296508,3147,8.1,9,7.24,7.95,8.9,N/A,0,17.6,0.78
3521,鴻翊    ,7993021,380001,208,21.03,21.95,19.65,21.05,20.35,N/A,0,1.2,1.6
3540,曜越    ,34036859,2005759,1064,16.96,18.5,15.3,16.93,15.35,24.76,7.81,3.29,0.68
3577,泓格科技,25023102,948995,712,26.36,28.05,25.3,26.24,25.9,13.15,6.56,2.17,1.45
3611,鼎翰科技,283016800,2977556,2376,95.05,100.5,87,93.76,90.8,10.63,7.7,8.74,2.81
3625,西勝    ,14135150,1651702,580,8.55,9.43,7.65,8.49,7.8,N/A,0,2.95,0.63
3652,精聯電子,2891349,161272,141,17.92,18.25,17.5,17.87,18,N/A,5.16,0.34,0.74
4924,F-欣厚  ,104647029,3372005,2178,31.03,33.2,29.2,30.95,29.7,21.37,3.77,9.69,1.76
4987,科誠    ,93016586,2223108,1440,41.84,44.7,40.2,41.52,43.5,10.9,4.59,9.26,1.69
5356,協益電子,687574562,17327516,8599,39.68,43.45,35.1,37.66,35.95,6.87,12.51,13.08,1.14
5371,中強光電,2193442613,82744125,30995,26.5,28.45,24.3,25.83,26.4,16.92,6.06,11.43,0.93
5384,捷元    ,14003637,1182700,433,11.84,12.85,11.05,11.93,12.05,200.83,0,1.34,0.9
5386,青雲國際,147245,14100,6,10.44,10.95,10,10.38,10,N/A,0,0.16,2.73
5426,振發實業,44167686,3741801,911,11.8,12.1,11.5,11.79,12,19.35,7.5,2.6,0.82
5438,東友    ,19134327,1425850,735,13.41,14.2,12.5,13.29,12.7,32.56,4.72,1.27,0.91
5450,寶聯通  ,11697385,872691,542,13.4,14.3,12.7,13.43,13.65,N/A,0,1.73,1.09
5465,富驊企業,3448655,528941,202,6.51,6.82,6.31,6.6,6.53,N/A,0,0.34,0.74
5474,聰泰科技,12606950,1243773,541,10.13,10.9,9.23,9.84,9.43,N/A,0,3.69,0.78
5490,同亨科技,70839387,2523253,1422,28.07,29,27.2,28.01,27.8,10.45,8.99,2.67,1.59
6105,瑞傳科技,725698410,23336223,9504,31.09,32.4,29.5,31.03,32.2,8.66,6.21,22.88,1.21
6121,新普科技,8751535219,46338120,28919,188.86,212.5,166,193.84,170,12.57,4.11,15.03,2.87
6123,上奇科技,120090594,3111992,1729,38.58,41.5,34.65,38.2,35.2,12.75,7.67,6.45,2.09
6150,撼訊科技,128989158,7190956,3994,17.93,19.75,15.5,17.05,16.45,45.69,3.03,10.25,1.3
6160,欣技資訊,55200055,1963053,1273,28.11,29.4,27.2,27.97,29.2,10.66,7.87,2.77,1.81
6161,捷波資訊,98259236,6945181,2670,14.14,14.7,13.75,13.98,14.05,8.89,2.13,6.6,0.84
6188,廣明光電,180341640,9028284,3581,19.97,21.05,18.5,19.85,18.8,10.8,6.91,3.24,0.66
6199,精威科技,12947401,887963,339,14.58,16.7,12.9,13.52,15.65,N/A,0,1.4,2.43
6222,上揚科技,2465937,236340,135,10.43,10.9,10.05,10.43,10.2,10.63,0,0.42,1.12
6228,全譜科技,3442969,566051,267,6.08,6.95,5.62,6.24,6.1,N/A,0,1.38,0.61
6298,崴強科技,926065881,48187675,19896,19.21,20.55,17.45,18.77,20.15,19.01,2.97,28.55,1.33
8050,廣積    ,274140252,6561678,4069,41.77,44.2,39,41.65,39.2,10.26,7.62,9.16,1.56
8076,伍豐科技,1181068263,29220008,15437,40.41,43.8,36,38.84,38.6,52.88,0,17.33,2.61
8114,振樺電  ,121094904,2144394,1591,56.47,58.8,51.3,57.08,52.8,10.02,8.71,3.41,2.53
8234,新漢    ,36830926,1345049,753,27.38,28.2,26.7,27.3,27.55,10.28,7.25,1.39,1.58
8299,群聯電子,8862354617,38422749,29015,230.65,248,213.5,230.36,245,16.51,2.85,21.34,3.82
8410,森田印刷,115935842,3025403,2299,38.32,43.8,32.25,38.21,33.5,13.84,5.97,8.27,1.11
3066,李洲科技,3369116,600323,265,5.61,5.88,5.35,5.61,5.7,N/A,0,0.4,0.9
3128,昇銳電子,30459650,2561649,743,11.89,12.5,10.65,11.82,10.85,N/A,9.21,6.1,0.69
3230,錦明實業,5840109,1065451,403,5.48,6.12,5.07,5.44,5.21,N/A,0,0.96,0.33
3297,杭特電子,4884062,292866,206,16.67,17.6,15.45,16.94,16.75,17.45,5.91,0.84,0.74
3339,泰谷光電,45057255,2957104,1704,15.23,16.65,13.5,14.8,13.7,N/A,7.29,1.07,0.93
3362,先進光  ,43533879,1629044,901,26.72,28.6,23,25.55,27.35,547,0,2.09,2.97
3428,光燿科  ,88293401,3188429,2182,27.69,32.7,22.3,27.16,24.4,13.71,4.91,4.48,1.74
3434,哲固資訊,2912919,307786,79,9.46,9.79,9.09,9.42,9.4,N/A,0,0.94,1.13
3441,聯一光學,432361665,8427785,5435,51.3,57.4,43.5,49.91,44.5,12.09,0,22.22,1.78
3452,益通光能,397566051,28636331,12466,13.88,15.6,11.95,13.57,12.35,N/A,0,5.97,0.69
3455,由田新技,65889089,3118944,2083,21.12,23.5,19.6,20.93,20.8,N/A,14.32,5.15,0.7
3490,單井    ,26521991,1252557,717,21.17,22.6,19.5,21.06,20.9,12.15,7.17,3.58,0.95
3516,亞帝歐  ,74497757,7613343,1750,9.78,10.5,8.6,9.28,9.05,N/A,0,10.02,0.32
3522,宏森    ,34293984,3153266,1543,10.87,12.25,9.4,10.54,9.99,27.75,5,6.67,0.46
3523,迎輝科技,93927118,3622488,1770,25.92,27.6,24.1,25.52,27.5,N/A,0,3.7,1.07
3531,先益電子,14220928,802278,498,17.72,18.8,16.8,17.87,17.45,8.47,6.87,1.31,0.61
3562,頂晶科技,5131389,476707,331,10.76,13.15,9.25,11.15,9.65,N/A,0,0.91,1.43
3615,安可光電,590453921,10967104,8217,53.83,61.6,46,53.46,46.6,8.49,7.08,21.68,1.13
3623,富晶通  ,30945530,2909000,1387,10.63,11.95,9.34,10.77,9.48,N/A,0,5.09,0.92
3629,卓韋光電,18681520,1408430,750,13.26,14.45,11.95,13.05,12.75,N/A,3.84,5.33,1.08
3630,新鉅科  ,939000638,19930597,11801,47.11,50.5,41.1,44.68,43.55,N/A,2.31,23,1.76
3685,政翔    ,46377467,2233355,1090,20.76,22.3,19.4,20.74,21.05,10.47,9.59,5.55,1.18
3691,碩禾    ,2771859400,9845536,9137,281.53,328.5,234,280.27,252,13.61,7.93,22.31,3.25
4729,熒茂光學,61634497,4388170,2154,14.04,15.45,12.1,13.81,12.6,N/A,0,4.31,0.55
4933,友輝    ,2870268531,22064213,15821,130.08,148.5,105,130.34,117,14.98,3.4,36.51,2.8
4944,兆遠    ,471780817,18456380,9253,25.56,29.8,20.3,24.85,20.75,N/A,10.6,20.07,1.16
4950,牧東    ,265587698,9930441,4948,26.74,28.95,23.2,26.16,27.8,N/A,1.4,12.92,1.15
4995,晶達    ,12973910,650180,399,19.95,21,18.55,19.72,18.95,19.95,10.55,1.92,1.51
5230,雷笛克  ,180874092,2609773,1704,69.3,73.6,59.6,67.77,62,23.05,4,7.32,2.21
5315,光聯科技,7752296,2168845,766,3.57,4.04,3.17,3.61,3.33,N/A,0,1.36,0.48
5392,應華精密,402303914,7734682,5782,52.01,56.5,45.75,50.31,47,20.61,5.31,9.94,1.09
5395,圓方創新,0,0,0,-,-,-,-,14.15,N/A,0,0,1.98
5432,達威光電,2503317,184357,127,13.58,14.45,13.3,13.7,14.15,13.87,0,0.89,1.57
5443,均豪精密,29096135,3489906,1451,8.33,8.75,7.95,8.35,8.08,26.93,3.71,1.95,0.57
6125,廣運機械,49626896,4846420,1888,10.23,11,9.57,10.26,9.88,N/A,2.02,1.9,0.43
6156,松上電子,158992,58208,88,2.73,3.09,2.4,2.73,2.4,N/A,0,0.07,0.33
6167,久正光電,3326580,1401947,375,2.37,2.61,2.19,2.38,2.4,9.23,0,0.86,0.6
6234,高僑    ,10865341,767137,346,14.16,14.9,13.45,14.03,13.7,33.41,1.45,1.07,0.41
6244,茂迪    ,1427291598,39276153,22542,36.33,42,31.3,36.16,32.65,N/A,21.43,8.98,0.8
6246,臺龍電子,55650506,5174799,2187,10.75,11.9,9.6,10.58,9.79,25.76,0,2.91,1.03
8049,晶采光電,13772677,2607782,915,5.28,5.7,4.5,5.23,5.03,N/A,0,2.4,0.49
8053,巨擘科技,2610036,641971,217,4.06,4.73,2.07,3.76,2.07,N/A,0,0.16,0.18
8064,東捷科技,15001808,2265121,763,6.62,7.3,6.03,6.78,6.17,N/A,6.48,1.71,0.43
8069,元太科技,4973738325,161109139,70613,30.87,34.9,28.1,30.55,29.2,7.77,9.1,14.91,1.17
8071,豐聲科技,16495073,691553,399,23.85,26.25,22.7,24.25,24.4,8.11,6.14,2.05,1.69
8077,冠華科技,178983,91593,36,1.95,2.13,1.64,1.93,1.88,N/A,0,0.16,1.28
8087,華鎂鑫  ,1080087,157001,100,6.87,7.24,6.64,6.98,6.84,N/A,0,0.46,0.58
8107,大億科技,35209613,4025011,1140,8.74,9.32,8.19,8.7,8.32,N/A,10.21,2.38,0.54
8111,立碁電子,25953300,3547638,1577,7.31,8.05,6.53,7.29,6.65,N/A,11.57,2.42,0.6
8240,華宏新技,175961508,3955550,2591,44.48,48.5,41.4,43.57,43.2,9.6,6.25,4.65,0.92
8266,中日新  ,785907,547546,149,1.43,1.67,1.23,1.42,1.31,N/A,0,0.47,0.42
3068,美磊科技,25603167,616216,322,41.54,42.8,39.25,41.73,41.8,18.58,10.43,0.85,2.4
3095,及成    ,28561166,3803063,1403,7.51,8.15,6.89,7.47,7.23,N/A,0,1.75,0.5
3152,璟德電子,403937710,4882364,3473,82.73,91.5,76.1,82.18,80.7,16.78,6.81,7.07,2.14
3221,台灣嘉碩,6024076,648969,447,9.28,9.67,9.01,9.28,9.21,N/A,2.17,0.76,0.55
3234,光環    ,316709079,14761895,6448,21.45,22.9,20,21.06,22.65,11.86,6.57,15.77,1.55
3290,東浦    ,134456753,10075163,3526,13.34,14.45,12.4,13.08,13.65,11.47,3.66,11.95,0.95
3306,鼎天國際,33234063,1390551,856,23.89,25.05,22.5,23.62,23.05,10.53,6.94,2.75,0.73
3363,上詮    ,146946411,5745689,3009,25.57,26.85,24.3,25.21,25.15,15.52,4.77,9.55,1.5
3431,長天科技,27359701,2136675,1167,12.8,13.9,11.6,12.34,11.7,106.36,0,4.52,1.91
3466,致振企業,6927854,352955,256,19.62,20.95,17.95,19.12,18.35,10.43,8.17,0.57,0.68
3491,昇達科技,1186522665,26201071,16025,45.28,49,40.5,43.95,47.75,28.77,4.58,58.82,2.21
3499,環天科技,8001136,754747,521,10.6,13.1,8.9,11.11,9.12,N/A,0,1.42,0.61
3632,研勤科技,115544923,2852937,2069,40.5,44.3,35.3,39.84,37,24.5,3.78,10.41,2.09
3664,F-安瑞  ,7304668,436282,281,16.74,18.3,15.55,16.84,16.15,32.96,0,0.62,0.88
4903,聯光通信,17237982,2295004,964,7.51,7.85,7.2,7.45,7.23,11.3,0,3.01,0.67
4905,台聯電訊,166981937,7612366,3317,21.93,24.4,18.1,21.55,23,12.64,2.17,14.98,1.17
4907,春雨開發,94833,58215,6,1.62,1.91,1.35,1.59,1.35,N/A,0,0.15,7.5
4908,前鼎光電,59163405,2199403,1298,26.89,28.6,25.2,26.63,26.5,10.47,7.92,2.94,1.73
4909,新復興  ,125226879,4143814,2433,30.22,32.5,27,29.68,27.65,10.68,7.23,4.48,1.2
4979,華星光  ,519881543,10486385,6192,49.57,51.8,46.6,48.95,50.4,23.01,0.99,25.22,3.15
5306,訊康科技,209550580,4395418,2810,47.67,52.4,45,46.94,51,N/A,0,4.27,6
5348,系通科技,28812386,1511982,821,19.05,20.2,16.35,18.38,18.95,13.07,0,5.83,1.93
5353,台林通信,9908815,1067009,532,9.28,9.89,8.6,9.08,8.93,29.77,6.27,1.1,0.65
6109,亞元科技,7148631,806650,359,8.86,9.2,8.66,8.95,9.08,N/A,0,1.11,0.93
6143,振曜科技,287117219,10127191,5088,28.35,31.95,26.05,27.88,31.95,16.22,6.16,12.55,1.45
6163,華電聯網,1019035879,50914550,19451,20.01,21.5,18.65,19.7,19.15,11.89,0,55.9,1.33
6170,統振    ,66078587,3562832,1777,18.54,19.8,17.15,18.59,17.5,14.58,6.8,3.75,1.14
6190,萬泰科技,11772210,1724953,706,6.82,7.2,6.51,6.84,6.79,169.75,2.94,1.38,0.57
6218,豪勉科技,43751031,1607597,965,27.21,28.9,23.55,27.23,23.7,10.58,10.54,2.5,1.36
6241,易通展  ,3406093,75650,84,45.02,48.05,43,45.14,43.9,37.84,0,0.32,3.93
6245,立端科技,286416102,9305225,4365,30.78,33.3,27.75,30.3,32.05,11.78,3.99,13.9,1.9
6263,普萊德  ,67027138,2542525,1444,26.36,29.1,24.2,26.46,25.95,14.26,5.78,4.37,1.68
8034,榮群電訊,2877502,574203,267,5.01,5.4,4.75,5.02,4.97,N/A,0,0.91,0.63
8048,德勝科技,3188086,284867,213,11.19,12.1,10.5,11.09,11.1,24.67,3.69,0.57,0.88
8059,凱碩    ,60155012,8010762,1985,7.5,8.38,6.8,7.48,7.96,N/A,0,8.65,0.86
8082,眾星國際,11232191,2070846,1113,5.42,6.38,4.86,5.29,5.21,N/A,0,3.66,0.99
8097,鴻松精密,1253162,243236,128,5.15,5.97,4.34,5.23,4.64,N/A,0,0.6,1.34
8171,天宇    ,56523374,2960934,1586,19.08,23,16.2,18.46,18.1,26.23,6.62,7.22,0.96
1333,恩得利  ,5389866,957146,463,5.63,6,5.14,5.63,5.4,N/A,0,0.93,0.87
1336,台翰    ,10834832,925477,343,11.7,12.5,11.1,11.7,11.4,N/A,2.63,1.44,0.45
1595,川寶    ,109956929,1647497,1318,66.74,72.9,58.5,64.06,59.5,7.3,8.4,4.26,1.45
1815,富喬    ,845523999,54156494,18278,15.61,16.7,14.45,15.24,15.15,13.41,6.66,16.55,0.85
3078,僑威科技,27223757,2709866,1186,10.04,10.5,9.5,10.03,9.95,11.18,11.35,1.19,0.71
3089,展成科技,17660599,1618258,694,10.91,11.55,9.8,10.78,11.1,N/A,2.7,3.1,1.04
3092,鴻碩精密,14943250,1514377,628,9.86,10.7,8.75,9.81,9.9,41.25,5.05,2.37,0.54
3114,好德科技,7258354,696134,346,10.42,11.1,9.77,10.48,10.5,18.1,1.9,1.39,0.69
3115,寶島極光,1803130,167151,87,10.78,11.55,10.2,10.96,10.5,N/A,0,0.38,1.33
3144,新揚科  ,26238786,2132110,665,12.3,12.8,11.85,12.34,11.9,17.25,0,2.77,2.04
3191,和進電子,1706478,249821,163,6.83,7.25,6.54,6.83,6.76,75.11,0,0.46,0.48
3202,樺晟電子,9196179,1263454,356,7.27,7.58,6.73,7.35,7.1,N/A,2.81,1.69,0.45
3206,志豐電子,75801480,3674139,867,20.63,21,19.2,19.89,19.6,11.01,10.15,9.44,1.16
3207,耀勝電子,9207704,910882,454,10.1,10.75,9.52,10.03,9.88,N/A,4.04,2.38,0.73
3217,優群科技,14014986,1354006,654,10.35,11,9.56,10.4,9.71,14.07,7.72,1.61,0.66
