公  司  編  號,公    司           名    稱,營        業        額        (單位：仟元),,,,,累 計 營 業 額 (單位：仟元),,,各 股 月 底 股 價 (單位：元),,
,,99,99,與上月比較增減%,98,與去年同月比較增減%,99,98,與去年同期比較增減%,99.07,98.07,與去年同期比較增減%
1101,台泥,1825812,1695373,7.69 ,1845345,-1.06 ,12667698,12224069,3.63 ,29.8,34.75,-14.24 
1102,亞泥,785932,654336,20.11 ,876384,-10.32 ,5359004,6113519,-12.34 ,31.7,35.1,-9.69 
1103,嘉泥,186045,153261,21.39 ,206840,-10.05 ,1131131,1383572,-18.25 ,15.4,16.95,-9.14 
1104,環球水泥,260629,248162,5.02 ,229278,13.67 ,1796014,1490342,20.51 ,15.35,16.5,-6.97 
1108,幸福水泥,222334,210761,5.49 ,277553,-19.89 ,1542420,1627456,-5.23 ,7.66,8.25,-7.15 
1109,信大水泥,99329,86162,15.28 ,128000,-22.40 ,691007,868934,-20.48 ,9.85,9.54,3.25 
1110,東泥,124873,106742,16.99 ,145973,-14.45 ,819642,952629,-13.96 ,12,11.8,1.69 
1201,味全公司,1227124,1156319,6.12 ,1127609,8.83 ,7561203,6932133,9.07 ,37,40.45,-8.53 
1203,味王公司,171206,153362,11.64 ,191565,-10.63 ,1093552,1837297,-40.48 ,26.85,25.75,4.27 
1210,大成長城,1674661,1728509,-3.12 ,1712177,-2.19 ,11955500,11732302,1.90 ,32.05,35.45,-9.59 
1213,大飲,85344,46457,83.71 ,65385,30.53 ,388200,368104,5.46 ,33.05,9.18,260.02 
1215,卜蜂企業,1218078,1105200,10.21 ,1016654,19.81 ,7909157,7217800,9.58 ,19.7,16.05,22.74 
1216,統一,4832865,4127597,17.09 ,4215047,14.66 ,27722241,25714328,7.81 ,38.05,34.05,11.75 
1217,愛之味,405479,314686,28.85 ,326471,24.20 ,2127186,2179216,-2.39 ,13.8,13.35,3.37 
1218,泰山企業,657980,558028,17.91 ,602337,9.24 ,4026488,4114024,-2.13 ,18.75,12.2,53.69 
1219,福壽實業,794728,723683,9.82 ,718608,10.59 ,5003786,5280859,-5.25 ,14.05,11.3,24.34 
1220,台榮,279411,247637,12.83 ,210902,32.48 ,1502294,1242806,20.88 ,15.45,6.33,144.08 
1225,福懋油,658934,631144,4.40 ,634077,3.92 ,4580596,4463655,2.62 ,15.75,12.1,30.17 
1227,佳格,902803,846767,6.62 ,717932,25.75 ,6476483,5501880,17.71 ,93.3,31.9,192.48 
1229,聯華實業,247929,226550,9.44 ,247929,0.00 ,1720354,1758147,-2.15 ,18.8,15.9,18.24 
1231,聯華食品,452475,335611,34.82 ,333889,35.52 ,2500370,2172677,15.08 ,25.25,13.35,89.14 
1232,大統益,1282322,1173551,9.27 ,1334649,-3.92 ,8499349,8233766,3.23 ,38.9,34.8,11.78 
1233,天仁,157672,141949,11.08 ,144746,8.93 ,1081888,1008432,7.28 ,52.2,35.2,48.30 
1234,黑松,498791,354562,40.68 ,461176,8.16 ,2515838,2264379,11.10 ,25.05,16.85,48.66 
1235,興泰,31002,41994,-26.18 ,36165,-14.28 ,222779,223601,-0.37 ,40.05,35.4,13.14 
1236,宏亞食品,154515,97360,58.70 ,101655,52.00 ,1101946,881340,25.03 ,28.45,16.2,75.62 
1301,台塑,16086655,15070890,6.74 ,14729856,9.21 ,112664272,85936636,31.10 ,66.9,56.4,18.62 
1303,南亞塑膠,18110977,18068906,0.23 ,14876303,21.74 ,124935752,85324635,46.42 ,56.4,42.25,33.49 
1304,台聚,1036904,985013,5.27 ,889232,16.61 ,7092603,5833110,21.59 ,21.9,14.65,49.49 
1305,華夏,698674,674839,3.53 ,705036,-0.90 ,4891568,4224574,15.79 ,11.1,11.6,-4.31 
1307,三芳化工,389403,466168,-16.47 ,323923,20.21 ,3257686,2632830,23.73 ,33.3,29.6,12.50 
1308,亞聚,505369,529878,-4.63 ,395356,27.83 ,3659992,2692040,35.96 ,29.1,20.45,42.30 
1309,台達化工,868301,1029132,-15.63 ,671488,29.31 ,6181571,4214793,46.66 ,12.95,9.43,37.33 
1310,台苯,1012755,849650,19.20 ,1138988,-11.08 ,7497021,6464825,15.97 ,13.95,12.05,15.77 
1312,國喬石化,1411699,1286030,9.77 ,1279938,10.29 ,9623061,6671444,44.24 ,14.1,12.05,17.01 
1313,聯成,793856,648542,22.41 ,546997,45.13 ,4905098,3018072,62.52 ,18.95,14.5,30.69 
1314,中石化,3148659,3382169,-6.90 ,2543371,23.80 ,22169087,12577752,76.26 ,17.25,10.2,69.12 
1315,達新工業,250526,224335,11.67 ,240849,4.02 ,1288093,1301273,-1.01 ,21.7,21.95,-1.14 
1316,上曜,12454,12560,-0.84 ,16105,-22.67 ,112858,130786,-13.71 ,12.3,6.27,96.17 
1319,東陽,830904,744696,11.58 ,680162,22.16 ,5469337,4655334,17.49 ,49,37,32.43 
1321,大洋,469081,422225,11.10 ,498199,-5.84 ,3106657,2644671,17.47 ,22.4,26.75,-16.26 
1323,永裕,134566,135289,-0.53 ,110764,21.49 ,893470,703701,26.97 ,24,11.55,107.79 
1324,地球工業,112263,122645,-8.47 ,124198,-9.61 ,769490,659962,16.60 ,24.25,12.8,89.45 
1325,恒大,79219,100022,-20.80 ,81307,-2.57 ,621968,497748,24.96 ,22.85,26.3,-13.12 
1326,台化,22345397,21227942,5.26 ,19439395,14.95 ,165074794,121650204,35.70 ,69.7,51.3,35.87 
1402,遠東新,4441590,4529869,-1.95 ,3642215,21.95 ,30294770,23290148,30.08 ,37.15,37,0.41 
1409,新纖,2029992,2311892,-12.19 ,1850079,9.72 ,14802908,11241053,31.69 ,11.3,9.2,22.83 
1410,南染,33692,33800,-0.32 ,20561,63.86 ,176002,120022,46.64 ,16.35,14.1,15.96 
1413,宏洲化工,386568,333044,16.07 ,317431,21.78 ,2411132,1707255,41.23 ,6.09,2.07,194.20 
1414,東和,222796,315835,-29.46 ,328541,-32.19 ,2354296,2086254,12.85 ,5.38,4.96,8.47 
1416,廣豐,13619,13457,1.20 ,19083,-28.63 ,141226,134182,5.25 ,8.13,7.36,10.46 
1417,嘉裕,105405,84551,24.66 ,98504,7.01 ,674126,618297,9.03 ,9.4,6.54,43.73 
1418,東華,204336,185168,10.35 ,316253,-35.39 ,1805206,1579324,14.30 ,10.75,5.18,107.53 
1419,新紡,44365,37299,18.94 ,40603,9.27 ,367778,322926,13.89 ,37.1,38.85,-4.50 
1423,利華羊毛,84492,91252,-7.41 ,75629,11.72 ,614642,548859,11.99 ,8.18,5.82,40.55 
1432,大魯閣,60,410,-85.37 ,972,-93.83 ,854214,2612,32603.45 ,8.65,6.73,28.53 
1434,福懋興業,2909874,2806866,3.67 ,2388463,21.83 ,18783514,14872911,26.29 ,24.4,21.9,11.42 
1435,中福,4689,7846,-40.24 ,1850,153.46 ,23789,13383,77.76 ,7.04,2.99,135.45 
1436,福益,2957,780,279.10 ,619,377.71 ,7885,3819,106.47 ,8.28,8.2,0.98 
1437,勤益,165532,151987,8.91 ,144961,14.19 ,1045499,800412,30.62 ,20.5,21.9,-6.39 
1438,裕豐,11784,9543,23.48 ,888,1227.03 ,60663,6714,803.53 ,1.75,0.9,94.44 
1439,中和羊毛,41762,37291,11.99 ,30448,37.16 ,299637,156656,91.27 ,45.8,15.3,199.35 
1440,南紡,1150733,1181264,-2.58 ,1024860,12.28 ,8331328,6034201,38.07 ,14.15,12.3,15.04 
1441,大東紡織,146258,144791,1.01 ,102142,43.19 ,916712,833119,10.03 ,7.28,6.24,16.67 
1442,名軒,52722,115990,-54.55 ,197143,-73.26 ,1076689,755453,42.52 ,19.7,15.35,28.34 
1443,立益紡織,145347,183713,-20.88 ,125383,15.92 ,931368,630451,47.73 ,3.34,2.47,35.22 
1444,力麗,922245,880908,4.69 ,557858,65.32 ,5640532,4028167,40.03 ,12.65,6.19,104.36 
1445,大宇紡織,201830,162379,24.30 ,182042,10.87 ,1221556,1098832,11.17 ,8.98,6.43,39.66 
1446,宏和,89244,93918,-4.98 ,69512,28.39 ,562804,550569,2.22 ,16.8,8.07,108.18 
1447,力鵬,1426489,1128028,26.46 ,1641970,-13.12 ,12577776,9633712,30.56 ,14.55,9.67,50.47 
1449,佳和實業,169862,185372,-8.37 ,181602,-6.46 ,1168434,1066264,9.58 ,2.72,1.81,50.28 
1451,年興紡織,1034967,897260,15.35 ,710032,45.76 ,5369870,4644736,15.61 ,18.8,17.25,8.99 
1452,宏益,163672,165371,-1.03 ,119352,37.13 ,1169418,796078,46.90 ,11.95,7.5,59.33 
1453,大將,23158,40873,-43.34 ,30657,-24.46 ,161557,209275,-22.80 ,12.4,7.57,63.80 
1454,台富,232274,206912,12.26 ,224317,3.55 ,1410054,1133783,24.37 ,8.11,6,35.17 
1455,集盛,1262588,1055225,19.65 ,1022876,23.44 ,9454200,6688106,41.36 ,14,7.84,78.57 
1456,怡華,162563,187300,-13.21 ,161320,0.77 ,1192422,1161343,2.68 ,1.31,1.33,-1.50 
1457,宜進,329078,326032,0.93 ,275236,19.56 ,2329105,1696125,37.32 ,8.91,5.26,69.39 
1459,聯發紡織,273887,195068,40.41 ,196245,39.56 ,1722475,1173905,46.73 ,10.4,8.55,21.64 
1460,宏遠,406608,437778,-7.12 ,281485,44.45 ,2549453,2513810,1.42 ,6.99,6.15,13.66 
1463,強盛染整,46198,55094,-16.15 ,30211,52.92 ,332133,314860,5.49 ,9.02,5.6,61.07 
1464,得力實業,153687,154890,-0.78 ,119795,28.29 ,955872,705171,35.55 ,15.65,5.63,177.98 
1465,偉全實業,130729,127201,2.77 ,120809,8.21 ,794797,749766,6.01 ,14.5,10.1,43.56 
1466,聚隆,420476,408180,3.01 ,289765,45.11 ,2885105,1669462,72.82 ,18.5,4.07,354.55 
1467,南緯實業,340104,455155,-25.28 ,306277,11.04 ,2132284,2216985,-3.82 ,13.45,7.13,88.64 
1468,昶和纖維,53928,59814,-9.84 ,50053,7.74 ,408672,434815,-6.01 ,16.8,11.15,50.67 
1469,理隆纖維,82231,85443,-3.76 ,41469,98.30 ,472168,419797,12.48 ,12.8,8.3,54.22 
1470,大統染,63253,73182,-13.57 ,51886,21.91 ,463213,402670,15.04 ,9.9,6.7,47.76 
1471,首利,855829,793485,7.86 ,788284,8.57 ,5100040,4381361,16.40 ,25.9,22.05,17.46 
1472,三洋纖,68731,82368,-16.56 ,29699,131.43 ,473948,293791,61.32 ,4.86,3.75,29.60 
1473,台南企業,623525,567535,9.87 ,584175,6.74 ,4205715,3833527,9.71 ,41,23.35,75.59 
1474,弘裕,268778,238888,12.51 ,194698,38.05 ,1798227,1325300,35.68 ,9.1,6.26,45.37 
1475,本盟光電,93833,97427,-3.69 ,24563,282.01 ,448904,137765,225.85 ,14.75,5.5,168.18 
1476,儒鴻,1020373,783566,30.22 ,481912,111.73 ,4734451,3466911,36.56 ,20.8,16.8,23.81 
1477,聚陽實業,1278784,933821,36.94 ,1093922,16.90 ,7517557,6776464,10.94 ,72.3,58.5,23.59 
1503,士電,1266558,1217615,4.02 ,1100853,15.05 ,8539465,11714660,-27.10 ,34.55,38.5,-10.26 
1504,東元電機,2202146,2241016,-1.73 ,2014031,9.34 ,13745698,13139272,4.62 ,15.4,14.4,6.94 
1506,正道,71155,65960,7.88 ,49189,44.66 ,442568,330473,33.92 ,16.25,16.65,-2.40 
1507,永大機電,290249,376328,-22.87 ,316290,-8.23 ,2097845,2134835,-1.73 ,35.15,21.35,64.64 
1512,瑞利,230023,187344,22.78 ,242483,-5.14 ,1376388,1646877,-16.42 ,8.73,8.89,-1.80 
1513,中興電,517007,709145,-27.09 ,802081,-35.54 ,4487020,4449496,0.84 ,18.05,17.1,5.56 
1514,亞力電機,252232,214095,17.81 ,210729,19.69 ,1457280,1498516,-2.75 ,14,6.88,103.49 
1515,力山,291644,210095,38.82 ,231985,25.72 ,1845154,1561524,18.16 ,11.25,7.5,50.00 
1516,川飛,7329,23255,-68.48 ,20655,-64.52 ,166892,79205,110.71 ,10.65,13.2,-19.32 
1517,利奇機械,194147,179908,7.91 ,150740,28.80 ,1256339,935478,34.30 ,17.55,11.3,55.31 
1519,華城電機,347097,468813,-25.96 ,367166,-5.47 ,2459172,3354456,-26.69 ,27.8,33.35,-16.64 
1521,大億,362922,300211,20.89 ,255746,41.91 ,2246641,1563906,43.66 ,52.8,21.4,146.73 
1522,堤維西,651880,688286,-5.29 ,627131,3.95 ,4716528,4621857,2.05 ,21.15,21.1,0.24 
1523,臺灣開億,507516,462516,9.73 ,445966,13.80 ,3517326,3235233,8.72 ,31.2,19.3,61.66 
1524,耿鼎公司,259826,262164,-0.89 ,244514,6.26 ,1891236,1822617,3.76 ,12.05,8.79,37.09 
1525,江申工業,102342,115869,-11.67 ,98891,3.49 ,661437,443085,49.28 ,52.9,19,178.42 
1526,日馳,50143,54509,-8.01 ,31361,59.89 ,346583,257873,34.40 ,7.41,6.21,19.32 
1527,鑽全,292626,238314,22.79 ,208103,40.62 ,1706387,1046961,62.98 ,29.1,28.7,1.39 
1528,恩德,275332,234199,17.56 ,137879,99.69 ,1586529,741525,113.95 ,15.2,9.75,55.90 
1529,樂士,19352,24813,-22.01 ,40172,-51.83 ,93353,203769,-54.19 ,8.5,3.8,123.68 
1530,亞崴機電,260097,241713,7.61 ,125642,107.01 ,1375619,606636,126.76 ,35.1,30.35,15.65 
1531,高林股,421088,323387,30.21 ,125019,236.82 ,2219618,905117,145.23 ,29.45,14.9,97.65 
1532,勤美,372313,382269,-2.60 ,393736,-5.44 ,2494620,2241251,11.30 ,43.8,32.25,35.81 
1533,車王電,164265,87767,87.16 ,112592,45.89 ,782967,677588,15.55 ,23.7,17.3,36.99 
1535,中宇,448033,655887,-31.69 ,403114,11.14 ,4467713,3572961,25.04 ,47.3,46.6,1.50 
1536,和大工業,217404,213500,1.83 ,79518,173.40 ,1285506,655666,96.06 ,15.35,10.7,43.46 
1537,廣隆光電,257946,243319,6.01 ,265875,-2.98 ,1915329,1500657,27.63 ,54,23.7,127.85 
1538,正峰新,89935,112290,-19.91 ,94199,-4.53 ,700116,701665,-0.22 ,36.55,24.5,49.18 
1539,巨庭機械,83041,87581,-5.18 ,68456,21.31 ,598179,395450,51.27 ,9.66,6.06,59.41 
1540,喬福機械,67821,68098,-0.41 ,85606,-20.78 ,692721,907682,-23.68 ,29,31,-6.45 
1541,錩泰,139067,136411,1.95 ,173289,-19.75 ,740606,767291,-3.48 ,22.6,11.9,89.92 
1560,中砂,268754,261137,2.92 ,242212,10.96 ,1835251,1304889,40.64 ,41.7,38,9.74 
1582,信錦,120646,72807,65.71 ,46920,157.13 ,636572,301801,110.92 ,68.5,59.1,15.91 
1583,程泰,182026,147096,23.75 ,72774,150.13 ,1028232,412467,149.29 ,34.6,29.45,17.49 
1603,華電,177956,260370,-31.65 ,204071,-12.80 ,1490160,1498023,-0.52 ,11.6,8.12,42.86 
1604,聲寶,922340,936765,-1.54 ,700672,31.64 ,5275556,4825545,9.33 ,5.08,5.5,-7.64 
1605,華新,6734251,6539903,2.97 ,5789090,16.33 ,47053423,35747951,31.63 ,14.05,10.85,29.49 
1608,華榮,681576,975848,-30.16 ,666618,2.24 ,5947371,3759409,58.20 ,10.95,8.02,36.53 
1609,大亞電線,697883,662331,5.37 ,596926,16.91 ,4737769,3746731,26.45 ,8.8,6.43,36.86 
1611,中電,557952,556446,0.27 ,328378,69.91 ,3497977,2215603,57.88 ,29,18.75,54.67 
1612,宏泰,484971,376457,28.83 ,505355,-4.03 ,3272642,2732013,19.79 ,13.4,11,21.82 
1613,台一,521239,544476,-4.27 ,289697,79.93 ,3171857,2093670,51.50 ,6.12,3.62,69.06 
1614,三洋電,966217,710943,35.91 ,722085,33.81 ,4485626,3850101,16.51 ,30.45,33,-7.73 
1615,大山,336573,206640,62.88 ,285388,17.94 ,2220096,1707525,30.02 ,17.2,8.4,104.76 
1616,億泰,356851,342837,4.09 ,276012,29.29 ,1902605,1745351,9.01 ,7.3,5.8,25.86 
1617,榮星電線,445137,427992,4.01 ,281924,57.89 ,2890094,1518895,90.28 ,10.15,6.81,49.05 
1618,合機公司,256216,250838,2.14 ,228377,12.19 ,1817378,1494215,21.63 ,17.8,21.65,-17.78 
1701,中化,213302,232671,-8.32 ,250322,-14.79 ,1636262,1530682,6.90 ,23.1,23.6,-2.12 
1702,南僑化工,163726,152536,7.34 ,171858,-4.73 ,1093308,1008251,8.44 ,38.1,11.3,237.17 
1704,榮化,2564232,2284055,12.27 ,2389902,7.29 ,17064821,14492473,17.75 ,40.4,35,15.43 
1707,葡萄王,184866,186037,-0.63 ,220504,-16.16 ,1171524,978977,19.67 ,48.1,23.95,100.84 
1708,東鹼,197061,245377,-19.69 ,149967,31.40 ,1636887,1475424,10.94 ,32.55,32.75,-0.61 
1709,和益化工,953677,684959,39.23 ,535331,78.15 ,5397950,3941124,36.96 ,16.95,12.4,36.69 
1710,東聯,1060163,987999,7.30 ,940499,12.72 ,7514757,5230633,43.67 ,23.95,20.05,19.45 
1711,永光化學,471920,565092,-16.49 ,436976,8.00 ,3715917,2723215,36.45 ,29.75,18.9,57.41 
1712,興農,546298,572616,-4.60 ,515572,5.96 ,3745758,3768396,-0.60 ,13.7,15.1,-9.27 
1713,國化,43868,48272,-9.12 ,34683,26.48 ,307679,218790,40.63 ,12.3,11.9,3.36 
1714,和桐化學,1197803,892585,34.19 ,889131,34.72 ,7003157,5086377,37.68 ,16.2,11.8,37.29 
1715,亞洲化學,369769,344494,7.34 ,317694,16.39 ,2346372,1705472,37.58 ,19.1,9.3,105.38 
1716,永信藥品,264390,231095,14.41 ,246705,7.17 ,1844427,1915672,-3.72 ,33.8,39.15,-13.67 
1717,長興化學,1557384,1529146,1.85 ,1409346,10.50 ,10882994,8449040,28.81 ,31.9,27,18.15 
1718,中纖,1355550,1494617,-9.30 ,1061492,27.70 ,8929849,5681465,57.18 ,11,6.22,76.85 
1720,生達化學,184634,180650,2.21 ,162383,13.70 ,1198851,1118038,7.23 ,29.7,30.45,-2.46 
1721,三晃,149169,136809,9.03 ,112015,33.17 ,1015556,696660,45.77 ,14.5,6.8,113.24 
1722,台肥,1240513,1374765,-9.77 ,1853218,-33.06 ,8134008,11254950,-27.73 ,88.6,104,-14.81 
1723,中碳,734914,707493,3.88 ,421726,74.26 ,4466142,2436674,83.29 ,96.3,67.5,42.67 
1724,台硝,158822,157117,1.09 ,133398,19.06 ,983116,751923,30.75 ,13.25,10.75,23.26 
1725,元禎,834192,795650,4.84 ,646662,29.00 ,5861232,3853768,52.09 ,25.4,17.1,48.54 
1726,永記造漆,479078,435091,10.11 ,455992,5.06 ,3412334,3045580,12.04 ,43.6,40.05,8.86 
1727,中華化學,162012,152610,6.16 ,103673,56.27 ,992850,672119,47.72 ,29,16.25,78.46 
1729,必翔實業,167217,162375,2.98 ,120992,38.21 ,766835,673741,13.82 ,53.5,69.6,-23.13 
1730,花仙子,78157,87491,-10.67 ,68934,13.38 ,535585,444782,20.42 ,18.85,15.35,22.80 
1731,美吾華,149501,152138,-1.73 ,225040,-33.57 ,1304241,1564097,-16.61 ,17.7,21.9,-19.18 
1732,毛寶,67688,68595,-1.32 ,45794,47.81 ,453090,400851,13.03 ,15.85,15.5,2.26 
1733,五鼎,151686,148344,2.25 ,124562,21.78 ,1011901,789992,28.09 ,63.1,62.4,1.12 
1734,杏輝藥品,133668,141029,-5.22 ,127193,5.09 ,910192,880813,3.34 ,37.4,31.9,17.24 
1735,日勝化,202644,220029,-7.90 ,159377,27.15 ,1424335,982709,44.94 ,17.95,11.2,60.27 
1736,喬山健康,662553,399468,65.86 ,162467,307.81 ,3490061,1012346,244.75 ,44,35.15,25.18 
1737,臺鹽,165871,175891,-5.70 ,162549,2.04 ,1229159,1178324,4.31 ,20.7,22.75,-9.01 
1773,勝一化工,525877,518026,1.52 ,371008,41.74 ,3603862,2446192,47.33 ,39.7,24.7,60.73 
