公  司  編  號,公    司           名    稱,營        業        額        (單位：仟元),,,,,累 計 營 業 額 (單位：仟元),,,各 股 月 底 股 價 (單位：元),,
,,100,99,與上月比較增減%,99,與去年同月比較增減%,100,99,與去年同期比較增減%,100.01 ,99.01 ,與去年同期比較增減%
1101,台泥,2337946,2171125,7.68 ,2054868,13.78 ,2337946,2054868,13.78 ,31.35 ,29.85 ,5.03 
1102,亞泥,870505,1051182,-17.19 ,833884,4.39 ,870505,833884,4.39 ,32.10 ,30.30 ,5.94 
1103,嘉泥,186073,203489,-8.56 ,179828,3.47 ,186073,179828,3.47 ,16.80 ,15.80 ,6.33 
1104,環球水泥,326488,321858,1.44 ,283637,15.11 ,326488,283637,15.11 ,18.85 ,16.25 ,16.00 
1108,幸福水泥,290613,255518,13.73 ,256813,13.16 ,290613,256813,13.16 ,7.78 ,7.92 ,-1.77 
1109,信大水泥,121737,134944,-9.79 ,119332,2.02 ,121737,119332,2.02 ,10.20 ,10.05 ,1.49 
1110,東泥,127459,148986,-14.45 ,133687,-4.66 ,127459,133687,-4.66 ,12.45 ,11.00 ,13.18 
1201,味全公司,1110017,1075289,3.23 ,990701,12.04 ,1110017,990701,12.04 ,34.85 ,34.20 ,1.90 
1203,味王公司,187490,183896,1.95 ,178223,5.20 ,187490,178223,5.20 ,24.20 ,24.40 ,-0.82 
1210,大成長城,2047391,1956012,4.67 ,1838786,11.34 ,2047391,1838786,11.34 ,31.40 ,32.65 ,-3.83 
1213,大飲,62895,51216,22.80 ,59403,5.88 ,62895,59403,5.88 ,25.65 ,9.51 ,169.72 
1215,卜蜂企業,1335440,1250767,6.77 ,1192339,12.00 ,1335440,1192339,12.00 ,19.75 ,14.90 ,32.55 
1216,統一,4784154,4043026,18.33 ,3832381,24.84 ,4784154,3832381,24.84 ,39.90 ,34.20 ,16.67 
1217,愛之味,323491,179663,80.05 ,390349,-17.13 ,323491,390349,-17.13 ,13.70 ,11.35 ,20.70 
1218,泰山企業,623159,610473,2.08 ,589471,5.71 ,623159,589471,5.71 ,17.65 ,11.85 ,48.95 
1219,福壽實業,783323,788906,-0.71 ,731886,7.03 ,783323,731886,7.03 ,14.75 ,12.05 ,22.41 
1220,台榮,216950,300155,-27.72 ,163510,32.68 ,216950,163510,32.68 ,13.80 ,11.40 ,21.05 
1225,福懋油,840809,823067,2.16 ,682288,23.23 ,840809,682288,23.23 ,15.65 ,14.10 ,10.99 
1227,佳格,1474833,1097835,34.34 ,1168557,26.21 ,1474833,1168557,26.21 ,70.20 ,40.00 ,75.50 
1229,聯華實業,364717,366187,-0.40 ,295411,23.46 ,364717,295411,23.46 ,23.05 ,15.05 ,53.16 
1231,聯華食品,621015,496565,25.06 ,544044,14.15 ,621015,544044,14.15 ,27.10 ,13.15 ,106.08 
1232,大統益,1490420,1521279,-2.03 ,1336666,11.50 ,1490420,1336666,11.50 ,51.10 ,36.60 ,39.62 
1233,天仁,233783,157899,48.06 ,190763,22.55 ,233783,190763,22.55 ,50.20 ,35.80 ,40.22 
1234,黑松,584521,401330,45.65 ,315819,85.08 ,584521,315819,85.08 ,26.20 ,19.00 ,37.89 
1235,興泰,27678,30560,-9.43 ,34955,-20.82 ,27678,34955,-20.82 ,35.65 ,32.60 ,9.36 
1236,宏亞食品,420437,241737,73.92 ,343481,22.40 ,420437,343481,22.40 ,24.30 ,17.55 ,38.46 
1301,台塑,17417871,16516832,5.46 ,15990313,8.93 ,17417871,15990313,8.93 ,99.30 ,66.60 ,49.10 
1303,南亞塑膠,19407090,17943630,8.16 ,17559615,10.52 ,19407090,17559615,10.52 ,80.50 ,60.00 ,34.17 
1304,台聚,1169433,1283688,-8.90 ,1024309,14.17 ,1169433,1024309,14.17 ,38.50 ,19.65 ,95.93 
1305,華夏,713003,667922,6.75 ,737620,-3.34 ,713003,737620,-3.34 ,12.85 ,12.30 ,4.47 
1307,三芳化工,623696,592394,5.28 ,433840,43.76 ,623696,433840,43.76 ,35.45 ,35.10 ,1.00 
