公  司  編  號,公    司           名    稱,營        業        額        (單位：仟元),,,,,累 計 營 業 額 (單位：仟元),,,各 股 月 底 股 價 (單位：元),,
,,101,101,與上月比較增減%,100,與去年同月比較增減%,101,100,與去年同期比較增減%,101.02 ,100.02 ,與去年同期比較增減%
1101,台泥,1723441,1752202,-1.64 ,1411427,22.11 ,3475643,3749374,-7.30 ,37.75 ,29.40 ,28.40 
1102,亞泥,784369,849543,-7.67 ,657640,19.27 ,1633912,1528145,6.92 ,37.65 ,29.85 ,26.13 
1103,嘉泥,90503,71381,26.79 ,93848,-3.56 ,161884,279921,-42.17 ,14.00 ,15.90 ,-11.95 
1104,環球水泥,273966,227507,20.42 ,194335,40.98 ,501473,520823,-3.72 ,14.95 ,17.65 ,-15.30 
1108,幸福水泥,238923,226636,5.42 ,164703,45.06 ,465559,455316,2.25 ,5.94 ,7.21 ,-17.61 
1109,信大水泥,130079,105552,23.24 ,74300,75.07 ,235631,196037,20.20 ,10.85 ,9.79 ,10.83 
1110,東泥,129548,115318,12.34 ,88192,46.89 ,244865,215651,13.55 ,11.35 ,11.40 ,-0.44 
1201,味全公司,1022158,1115106,-8.34 ,896623,14.00 ,2137264,2006640,6.51 ,35.15 ,32.35 ,8.66 
1203,味王公司,144944,177912,-18.53 ,149486,-3.04 ,322856,336976,-4.19 ,21.05 ,23.15 ,-9.07 
1210,大成長城,1814091,1857729,-2.35 ,1637680,10.77 ,3671820,3685071,-0.36 ,32.50 ,28.65 ,13.44 
1213,大飲,47032,82266,-42.83 ,50387,-6.66 ,129298,113282,14.14 ,25.70 ,24.00 ,7.08 
1215,卜蜂企業,1181696,1270520,-6.99 ,952927,24.01 ,2452216,2288368,7.16 ,16.90 ,17.80 ,-5.06 
1216,統一,3267982,4079804,-19.90 ,3440539,-5.02 ,7347786,8224693,-10.66 ,45.05 ,37.75 ,19.34 
1217,愛之味,165097,180185,-8.37 ,164641,0.28 ,345282,488132,-29.26 ,11.00 ,13.20 ,-16.67 
1218,泰山企業,514205,586036,-12.26 ,506703,1.48 ,1100241,1129862,-2.62 ,16.65 ,16.10 ,3.42 
1219,福壽實業,695993,777964,-10.54 ,673246,3.38 ,1473957,1456569,1.19 ,16.30 ,14.15 ,15.19 
1220,台榮,194251,206418,-5.89 ,169368,14.69 ,400669,386318,3.71 ,10.85 ,13.05 ,-16.86 
1225,福懋油,695773,700701,-0.70 ,624783,11.36 ,1396474,1465592,-4.72 ,13.25 ,14.65 ,-9.56 
1227,佳格,865357,1242961,-30.38 ,803764,7.66 ,2108318,2278597,-7.47 ,104.50 ,70.50 ,48.23 
