公  司  編  號,公    司           名    稱,營        業        額        (單位：仟元),,,,,累 計 營 業 額 (單位：仟元),,,各 股 月 底 股 價 (單位：元),,
1527,鑽全,252082,265122,-4.92 ,231937,8.69 ,2133315,2148693,-0.72 ,17.85 ,32.50 ,-45.08 
1528,恩德,253990,279457,-9.11 ,273242,-7.05 ,2187992,2170795,0.79 ,14.85 ,17.45 ,-14.90 
1529,樂士,6741,7039,-4.23 ,7371,-8.55 ,86971,101106,-13.98 ,4.28 ,5.85 ,-26.84 
1530,亞崴機電,241082,280127,-13.94 ,194606,23.88 ,2194064,1805255,21.54 ,23.45 ,33.95 ,-30.93 
1531,高林股,220469,266511,-17.28 ,290232,-24.04 ,2875354,2830915,1.57 ,22.20 ,29.85 ,-25.63 
1532,勤美,424826,447884,-5.15 ,369507,14.97 ,3608602,3153477,14.43 ,22.60 ,32.70 ,-30.89 
1533,車王電,120341,143524,-16.15 ,134773,-10.71 ,1114240,1052121,5.90 ,16.30 ,23.95 ,-31.94 
1535,中宇,871106,502807,73.25 ,596464,46.05 ,5982486,5524089,8.30 ,54.50 ,49.95 ,9.11 
1536,和大工業,226826,285352,-20.51 ,199825,13.51 ,1984517,1715771,15.66 ,12.60 ,13.95 ,-9.68 
1537,廣隆光電,380022,362737,4.77 ,322804,17.73 ,2971614,2494962,19.10 ,43.05 ,57.00 ,-24.47 
1538,正峰新,83578,70329,18.84 ,82225,1.65 ,724941,878683,-17.50 ,30.25 ,37.90 ,-20.18 
1539,巨庭機械,84717,69173,22.47 ,113464,-25.34 ,790585,801462,-1.36 ,6.98 ,9.44 ,-26.06 
1540,喬福機械,126761,106217,19.34 ,61233,107.01 ,926321,795077,16.51 ,17.60 ,25.80 ,-31.78 
1541,錩泰,143084,107351,33.29 ,137180,4.30 ,773270,1040630,-25.69 ,8.15 ,19.00 ,-57.11 
1560,中砂,296697,311142,-4.64 ,304398,-2.53 ,2919776,2416815,20.81 ,38.80 ,41.80 ,-7.18 
1582,信錦,118240,115269,2.58 ,103470,14.27 ,1089807,889644,22.50 ,32.10 ,61.30 ,-47.63 
1583,程泰,251120,229762,9.30 ,156506,60.45 ,1820483,1349439,34.91 ,32.90 ,34.05 ,-3.38 
1603,華電,441749,408995,8.01 ,155947,183.27 ,2489914,1837756,35.49 ,8.87 ,11.70 ,-24.19 
1604,聲寶,598764,622576,-3.82 ,603168,-0.73 ,6653646,6525166,1.97 ,7.43 ,5.20 ,42.88 
1605,華新,6434265,6489981,-0.86 ,6961454,-7.57 ,57890126,60924735,-4.98 ,9.40 ,18.60 ,-49.46 
1608,華榮,1086610,906614,19.85 ,713188,52.36 ,7643682,7556485,1.15 ,8.71 ,11.00 ,-20.82 
1609,大亞電線,840902,772062,8.92 ,900792,-6.65 ,6846304,6391148,7.12 ,7.70 ,9.06 ,-15.01 
1611,中電,621674,549241,13.19 ,530450,17.20 ,4969141,4546537,9.30 ,19.35 ,25.00 ,-22.60 
1612,宏泰,523891,546626,-4.16 ,498513,5.09 ,4591099,4224868,8.67 ,9.35 ,16.35 ,-42.81 
1613,台一,572204,567464,0.84 ,521041,9.82 ,4862769,4211529,15.46 ,6.56 ,6.10 ,7.54 
1614,三洋電,474654,516272,-8.06 ,527163,-9.96 ,5041866,5554907,-9.24 ,28.60 ,31.95 ,-10.49 
1615,大山,354806,333115,6.51 ,341741,3.82 ,3222906,2803240,14.97 ,11.95 ,14.75 ,-18.98 
1616,億泰,313325,317947,-1.45 ,342327,-8.47 ,3064320,2538302,20.72 ,5.03 ,7.14 ,-29.55 
1617,榮星電線,412828,355479,16.13 ,424193,-2.68 ,3832208,3799295,0.87 ,12.05 ,15.95 ,-24.45 
1618,合機公司,283475,319520,-11.28 ,446151,-36.46 ,2702879,2707497,-0.17 ,10.30 ,20.80 ,-50.48 
1701,中化,274824,297285,-7.56 ,245571,11.91 ,2340860,2101567,11.39 ,17.95 ,26.60 ,-32.52 
1702,南僑化工,197876,200352,-1.24 ,172910,14.44 ,1708596,1445305,18.22 ,21.00 ,44.45 ,-52.76 
1704,榮化,2181129,2462952,-11.44 ,1886727,15.60 ,23234577,21512393,8.01 ,45.50 ,58.10 ,-21.69 
1707,葡萄王,201330,194068,3.74 ,195049,3.22 ,1777318,1547618,14.84 ,46.75 ,49.40 ,-5.36 
1708,東鹼,246121,252548,-2.54 ,218039,12.88 ,2034734,2091765,-2.73 ,29.65 ,36.00 ,-17.64 
1709,和益化工,681186,808376,-15.73 ,910341,-25.17 ,7752404,6941012,11.69 ,17.55 ,16.40 ,7.01 
1710,東聯,1263712,1238695,2.02 ,893599,41.42 ,10523852,9504083,10.73 ,37.60 ,26.90 ,39.78 
1711,永光化學,432520,395252,9.43 ,469227,-7.82 ,4140744,4683134,-11.58 ,16.20 ,37.50 ,-56.80 
1712,興農,716515,685390,4.54 ,590836,21.27 ,5575952,4948612,12.68 ,10.50 ,14.35 ,-26.83 
1713,國化,51949,46798,11.01 ,40651,27.79 ,439655,405457,8.43 ,10.65 ,13.30 ,-19.92 
1714,和桐化學,1442149,1284602,12.26 ,943690,52.82 ,10125304,8981961,12.73 ,15.60 ,15.75 ,-0.95 
1715,亞洲化學,480364,470610,2.07 ,334727,43.51 ,3453119,3037329,13.69 ,12.45 ,19.80 ,-37.12 
1717,長興化學,1517139,1538937,-1.42 ,1548649,-2.03 ,14054817,14084559,-0.21 ,23.50 ,32.70 ,-28.13 
1718,中纖,1394931,1550445,-10.03 ,1063388,31.18 ,13039707,12825349,1.67 ,10.10 ,11.50 ,-12.17 
1720,生達化學,156595,164278,-4.68 ,206490,-24.16 ,1513245,1586254,-4.60 ,23.40 ,30.25 ,-22.64 
1721,三晃,136161,146895,-7.31 ,140642,-3.19 ,1293583,1301404,-0.60 ,8.24 ,13.50 ,-38.96 
1722,台肥,1658938,1473277,12.60 ,1206962,37.45 ,12588281,10620309,18.53 ,75.10 ,97.60 ,-23.05 
1723,中碳,722070,758207,-4.77 ,754437,-4.29 ,6846857,5795541,18.14 ,128.50 ,108.00 ,18.98 
1724,台硝,216436,254769,-15.05 ,188474,14.84 ,1946875,1363031,42.83 ,26.35 ,13.60 ,93.75 
1725,元禎,647987,688927,-5.94 ,925878,-30.01 ,7174487,7815896,-8.21 ,16.80 ,23.35 ,-28.05 
1726,永記造漆,482179,697542,-30.87 ,371965,29.63 ,4782985,4331159,10.43 ,41.00 ,44.70 ,-8.28 
1727,中華化學,159844,188046,-15.00 ,143162,11.65 ,1539152,1291317,19.19 ,17.80 ,28.90 ,-38.41 
1729,必翔實業,92825,118132,-21.42 ,133208,-30.32 ,927028,1060650,-12.60 ,36.60 ,50.90 ,-28.09 
1730,花仙子,102336,94468,8.33 ,89230,14.69 ,764578,712223,7.35 ,17.00 ,19.40 ,-12.37 
1731,美吾華,192084,177692,8.10 ,141188,36.05 ,1696965,1587688,6.88 ,12.85 ,17.70 ,-27.40 
1732,毛寶,49611,56404,-12.04 ,53474,-7.22 ,546443,555712,-1.67 ,16.10 ,16.70 ,-3.59 
1733,五鼎,192605,172136,11.89 ,150394,28.07 ,1378717,1311703,5.11 ,58.60 ,70.70 ,-17.11 
1734,杏輝藥品,133733,132336,1.06 ,132301,1.08 ,1178980,1165943,1.12 ,24.95 ,39.35 ,-36.59 
1735,日勝化,139971,168543,-16.95 ,166557,-15.96 ,1456619,1769367,-17.68 ,9.93 ,16.50 ,-39.82 
1736,喬山健康,995866,850548,17.09 ,959609,3.78 ,5557395,5410965,2.71 ,56.60 ,48.70 ,16.22 
1737,臺鹽,185384,195847,-5.34 ,197714,-6.24 ,1765557,1612340,9.50 ,23.50 ,26.10 ,-9.96 
1762,中化合成,103038,97439,5.75 ,84571,21.84 ,863524,917937,-5.93 ,58.80 ,0.00 ,NA
1773,勝一化工,568480,576965,-1.47 ,532200,6.82 ,5021863,4681092,7.28 ,37.55 ,40.90 ,-8.19 
1789,台灣神隆,362691,271002,33.83 ,330935,9.60 ,2821300,2772168,1.77 ,43.70 ,0.00 ,NA
1802,台玻,1148625,1222859,-6.07 ,1266728,-9.32 ,11130458,12218674,-8.91 ,35.40 ,31.70 ,11.67 
1805,寶徠,124362,431471,-71.18 ,45642,172.47 ,920023,202552,354.22 ,14.60 ,11.60 ,25.86 
1806,冠軍,278719,263153,5.92 ,228493,21.98 ,2135404,1871417,14.11 ,16.30 ,25.05 ,-34.93 
1808,潤隆,378250,295000,28.22 ,72744,419.97 ,1421171,1083808,31.13 ,29.90 ,31.70 ,-5.68 
1809,中釉,126238,147243,-14.27 ,183838,-31.33 ,1189469,1183382,0.51 ,15.25 ,29.70 ,-48.65 
1810,和成,224580,251381,-10.66 ,271228,-17.20 ,2145958,2058480,4.25 ,8.99 ,11.35 ,-20.79 
1902,台紙,715786,346182,106.77 ,439343,62.92 ,3999091,3781983,5.74 ,10.25 ,16.60 ,-38.25 
1903,士紙,187774,224778,-16.46 ,183814,2.15 ,1794079,1567442,14.46 ,48.60 ,73.30 ,-33.70 
1904,正隆,2080165,2146516,-3.09 ,2061539,0.90 ,17866383,17037363,4.87 ,11.75 ,13.65 ,-13.92 
1905,華紙,529119,441182,19.93 ,566787,-6.65 ,4728221,5199658,-9.07 ,10.35 ,15.10 ,-31.46 
1906,寶隆,60720,31020,95.74 ,12525,384.79 ,305861,237571,28.75 ,6.78 ,7.65 ,-11.37 
1907,永豐餘,1457859,1439954,1.24 ,1550459,-5.97 ,13500332,13340067,1.20 ,11.80 ,14.35 ,-17.77 
1909,榮成,560276,598093,-6.32 ,527253,6.26 ,5214484,4654377,12.03 ,9.59 ,10.75 ,-10.79 
2002,中鋼,20440627,20695928,-1.23 ,20704309,-1.27 ,181951874,177466771,2.53 ,29.90 ,32.30 ,-7.43 
2006,東和鋼鐵,3232903,3190615,1.33 ,2483216,30.19 ,28870190,23705521,21.79 ,27.60 ,29.20 ,-5.48 
2007,燁興公司,680297,756617,-10.09 ,473709,43.61 ,8325423,7876389,5.70 ,6.36 ,8.18 ,-22.25 
2008,高興昌,392556,516119,-23.94 ,575452,-31.78 ,4173997,5212875,-19.93 ,4.85 ,9.25 ,-47.57 
2009,第一伸銅,429933,585383,-26.56 ,496259,-13.37 ,4537091,5157786,-12.03 ,9.62 ,14.30 ,-32.73 
2010,春源鋼鐵,1487314,1547477,-3.89 ,1250056,18.98 ,13091201,10912361,19.97 ,12.30 ,15.00 ,-18.00 
2012,春雨,392487,360527,8.86 ,285101,37.67 ,3499376,2625839,33.27 ,9.00 ,9.73 ,-7.50 
2013,中鋼構,1298057,1221262,6.29 ,679985,90.89 ,10289442,6468268,59.08 ,27.00 ,22.90 ,17.90 
2014,中鴻,4589462,3900062,17.68 ,3817674,20.22 ,35339820,31840662,10.99 ,10.50 ,14.50 ,-27.59 
2015,豐興鋼鐵,3153801,3023840,4.30 ,2914540,8.21 ,28489613,24479717,16.38 ,52.20 ,51.50 ,1.36 
2017,官田鋼,529014,552348,-4.22 ,476391,11.05 ,4922912,4069052,20.98 ,7.86 ,11.40 ,-31.05 
2020,美亞鋼管,459950,481031,-4.38 ,462666,-0.59 ,4247097,4070183,4.35 ,15.15 ,26.40 ,-42.61 
2022,聚亨,163309,171695,-4.88 ,131543,24.15 ,1945932,1647646,18.10 ,7.16 ,9.13 ,-21.58 
2023,燁輝,2765832,2465431,12.18 ,2602892,6.26 ,25023446,25397157,-1.47 ,10.25 ,11.45 ,-10.48 
2024,志聯工業,140453,163191,-13.93 ,135859,3.38 ,1550472,1347801,15.04 ,8.81 ,7.12 ,23.74 
2025,千興,390972,487989,-19.88 ,277033,41.13 ,5475378,3367870,62.58 ,5.16 ,6.36 ,-18.87 
2027,大成鋼,958098,855753,11.96 ,725350,32.09 ,8289820,7082603,17.04 ,16.00 ,21.15 ,-24.35 
2028,威致鋼鐵,754840,744092,1.44 ,820225,-7.97 ,8062185,5046416,59.76 ,6.29 ,8.86 ,-29.01 
2029,盛餘,1461082,1556889,-6.15 ,1384908,5.50 ,13497395,12358363,9.22 ,18.40 ,22.40 ,-17.86 
2030,彰源,1297184,1373573,-5.56 ,998522,29.91 ,11838157,8984645,31.76 ,13.35 ,16.75 ,-20.30 
2031,新光鋼,662702,725804,-8.69 ,619986,6.89 ,5865939,6545347,-10.38 ,23.30 ,30.20 ,-22.85 
2032,新鋼工業,391792,372931,5.06 ,465847,-15.90 ,3806956,3896952,-2.31 ,11.05 ,18.75 ,-41.07 
2033,佳大世界,92320,77359,19.34 ,65112,41.79 ,813564,786750,3.41 ,11.25 ,17.75 ,-36.62 
2034,允強,2250901,2575682,-12.61 ,2030133,10.87 ,20760432,16134934,28.67 ,19.65 ,23.50 ,-16.38 
2038,海光企業,1043045,1270154,-17.88 ,677347,53.99 ,10744966,8517304,26.15 ,14.60 ,15.75 ,-7.30 
2049,上銀科技,1354030,1335939,1.35 ,785023,72.48 ,10339460,5545463,86.45 ,212.00 ,73.70 ,187.65 
2059,川湖,147305,159563,-7.68 ,146676,0.43 ,1316614,1476853,-10.85 ,107.50 ,155.50 ,-30.87 
2062,橋椿,396684,432374,-8.25 ,317645,24.88 ,3218391,3228949,-0.33 ,29.10 ,39.20 ,-25.77 
2101,南港輪胎,532343,572114,-6.95 ,508192,4.75 ,4792871,4183455,14.57 ,49.20 ,42.35 ,16.17 
2102,泰豐輪胎,619535,651296,-4.88 ,551579,12.32 ,5427921,4478797,21.19 ,15.15 ,19.25 ,-21.30 
2103,台橡,1875426,1805633,3.87 ,1331400,40.86 ,15481155,10982472,40.96 ,67.90 ,48.20 ,40.87 
2104,中橡,620299,586113,5.83 ,495526,25.18 ,4636494,4302556,7.76 ,24.10 ,29.75 ,-18.99 
2105,正新,2288278,2158867,5.99 ,1806967,26.64 ,17864982,15162760,17.82 ,64.10 ,68.80 ,-6.83 
2106,建大,498653,493394,1.07 ,492890,1.17 ,4594841,3985780,15.28 ,33.10 ,34.00 ,-2.65 
