公  司  編  號,公    司           名    稱,營        業        額        (單位：仟元),,,,,累 計 營 業 額 (單位：仟元),,,各 股 月 底 股 價 (單位：元),,
,,100,100,與上月比較增減%,99,與去年同月比較增減%,100,99,與去年同期比較增減%,100.07 ,99.07 ,與去年同期比較增減%
1101,台泥,1947777,2041524,-4.59 ,1825812,6.68 ,13931196,12677698,9.89 ,45.60 ,29.80 ,53.02 
1102,亞泥,1000629,867762,15.31 ,785932,27.32 ,6079486,5359004,13.44 ,44.50 ,31.70 ,40.38 
1103,嘉泥,21754,26530,-18.00 ,186045,-88.31 ,622015,1131130,-45.01 ,18.80 ,15.40 ,22.08 
1104,環球水泥,259270,272765,-4.95 ,260629,-0.52 ,1918916,1796014,6.84 ,17.80 ,15.35 ,15.96 
1108,幸福水泥,276115,241100,14.52 ,222334,24.19 ,1828738,1542420,18.56 ,7.18 ,7.66 ,-6.27 
1109,信大水泥,126314,135569,-6.83 ,99329,27.17 ,874113,691007,26.50 ,11.40 ,9.85 ,15.74 
1110,東泥,109222,129529,-15.68 ,124873,-12.53 ,830915,819642,1.38 ,12.50 ,12.00 ,4.17 
1201,味全公司,1272576,1179454,7.90 ,1227124,3.70 ,7904127,7561203,4.54 ,38.30 ,37.00 ,3.51 
1203,味王公司,170501,137763,23.76 ,172572,-1.20 ,1168099,1108965,5.33 ,24.40 ,26.85 ,-9.12 
1210,大成長城,1868950,1636893,14.18 ,1674661,11.60 ,12933636,11955500,8.18 ,38.15 ,32.05 ,19.03 
1213,大飲,84742,66172,28.06 ,85344,-0.71 ,399827,388200,3.00 ,30.55 ,33.05 ,-7.56 
1215,卜蜂企業,1218860,1128987,7.96 ,1218078,0.06 ,8335610,7909157,5.39 ,17.80 ,19.70 ,-9.64 
1216,統一,5175560,4493538,15.18 ,4832865,7.09 ,30538093,27722241,10.16 ,47.30 ,38.05 ,24.31 
1217,愛之味,372036,265414,40.17 ,405479,-8.25 ,1825661,2127186,-14.17 ,13.75 ,13.80 ,-0.36 
1218,泰山企業,706176,583749,20.97 ,657980,7.32 ,4254552,4026488,5.66 ,22.00 ,18.75 ,17.33 
1219,福壽實業,907913,803544,12.99 ,794728,14.24 ,5552299,5003786,10.96 ,16.35 ,14.05 ,16.37 
1220,台榮,293700,265366,10.68 ,279411,5.11 ,1737862,1502294,15.68 ,13.85 ,15.45 ,-10.36 
1225,福懋油,814179,761770,6.88 ,658934,23.56 ,5371811,4580596,17.27 ,15.35 ,15.75 ,-2.54 
1227,佳格,1045427,861812,21.31 ,902803,15.80 ,7176267,6476483,10.81 ,134.00 ,93.30 ,43.62 
1229,聯華實業,292551,337241,-13.25 ,247929,18.00 ,2320150,1720354,34.86 ,23.60 ,18.80 ,25.53 
1231,聯華食品,503725,466280,8.03 ,452475,11.33 ,3089832,2500370,23.57 ,46.50 ,25.25 ,84.16 
1232,大統益,1374208,1332696,3.11 ,1282322,7.17 ,9569790,8499349,12.59 ,52.40 ,38.90 ,34.70 
1233,天仁,162945,170335,-4.34 ,157672,3.34 ,1179814,1081888,9.05 ,57.10 ,52.20 ,9.39 
1234,黑松,506502,509363,-0.56 ,498791,1.55 ,3277445,2515838,30.27 ,35.00 ,25.05 ,39.72 
1235,興泰,23443,26368,-11.09 ,31002,-24.38 ,185867,222779,-16.57 ,28.00 ,40.05 ,-30.09 
1236,宏亞食品,158619,125899,25.99 ,154515,2.66 ,1269829,1101946,15.24 ,26.15 ,28.45 ,-8.08 
1301,台塑,16981645,13830494,22.78 ,16086655,5.56 ,117966765,112664272,4.71 ,108.50 ,66.90 ,62.18 
1303,南亞塑膠,14163371,11686993,21.19 ,18110977,-21.80 ,119968892,124935752,-3.98 ,79.70 ,56.40 ,41.31 
1304,台聚,1068323,980455,8.96 ,1036904,3.03 ,7912147,7092603,11.55 ,39.50 ,21.90 ,80.37 
1305,華夏,817576,837574,-2.39 ,698674,17.02 ,5800501,4891568,18.58 ,13.45 ,11.10 ,21.17 
1307,三芳化工,494542,525643,-5.92 ,389403,27.00 ,3980339,3257686,22.18 ,31.90 ,33.30 ,-4.20 
1308,亞聚,501403,487877,2.77 ,505369,-0.78 ,4110334,3659992,12.30 ,58.00 ,29.10 ,99.31 
1309,台達化工,875583,902614,-2.99 ,868301,0.84 ,6643759,6181571,7.48 ,19.15 ,12.95 ,47.88 
1310,台苯,790806,1038697,-23.87 ,1012755,-21.92 ,7446378,7497021,-0.68 ,12.95 ,13.95 ,-7.17 
1312,國喬石化,1761985,1579343,11.56 ,1411699,24.81 ,11483379,9623061,19.33 ,20.20 ,14.10 ,43.26 
1313,聯成,524967,600001,-12.51 ,793856,-33.87 ,4340579,4905098,-11.51 ,22.80 ,18.95 ,20.32 
1314,中石化,4209010,3992505,5.42 ,3148659,33.68 ,25340894,22169087,14.31 ,44.80 ,17.25 ,159.71 
1315,達新工業,243282,217077,12.07 ,250526,-2.89 ,1406918,1288093,9.22 ,30.80 ,21.70 ,41.94 
1316,上曜,10919,15454,-29.35 ,12454,-12.33 ,104902,112858,-7.05 ,28.50 ,12.30 ,131.71 
1319,東陽,1095784,985404,11.20 ,830904,31.88 ,7350130,5469337,34.39 ,38.25 ,49.00 ,-21.94 
1321,大洋,435199,428809,1.49 ,469081,-7.22 ,3118429,3106657,0.38 ,22.50 ,22.40 ,0.45 
1323,永裕,129456,145218,-10.85 ,134566,-3.80 ,950151,893470,6.34 ,26.60 ,24.00 ,10.83 
1324,地球工業,139804,122632,14.00 ,112263,24.53 ,923853,769490,20.06 ,16.55 ,24.25 ,-31.75 
1325,恒大,72877,78674,-7.37 ,79219,-8.01 ,646050,621968,3.87 ,21.50 ,22.85 ,-5.91 
1326,台化,23459922,21255146,10.37 ,22345397,4.99 ,176473951,165074794,6.91 ,104.50 ,69.70 ,49.93 
1402,遠東新,5008405,5181151,-3.33 ,4441590,12.76 ,36447377,30294770,20.31 ,46.25 ,37.15 ,24.50 
1409,新纖,2201784,2469003,-10.82 ,2150982,2.36 ,16306713,14923898,9.27 ,12.80 ,11.30 ,13.27 
1410,南染,29290,34250,-14.48 ,33692,-13.07 ,213752,176002,21.45 ,18.35 ,16.35 ,12.23 
1413,宏洲化工,331220,359434,-7.85 ,386568,-14.32 ,2712774,2411132,12.51 ,7.55 ,6.09 ,23.97 
1414,東和,95759,93157,2.79 ,222796,-57.02 ,704016,2354297,-70.10 ,13.30 ,5.38 ,147.21 
1416,廣豐,12151,15736,-22.78 ,13619,-10.78 ,94330,141226,-33.21 ,12.80 ,8.13 ,57.44 
1417,嘉裕,112217,106787,5.08 ,105405,6.46 ,709208,674126,5.20 ,10.60 ,9.40 ,12.77 
1418,東華,199652,120369,65.87 ,204336,-2.29 ,1800262,1805206,-0.27 ,9.91 ,10.75 ,-7.81 
1419,新紡,71542,50694,41.13 ,44365,61.26 ,459615,367778,24.97 ,45.80 ,37.10 ,23.45 
1423,利華羊毛,97961,151665,-35.41 ,84492,15.94 ,944649,614642,53.69 ,9.05 ,8.18 ,10.64 
1432,大魯閣,1099,949,15.81 ,60,1731.67 ,9836,854214,-98.85 ,14.25 ,8.65 ,64.74 
1434,福懋興業,3026818,3097433,-2.28 ,2909874,4.02 ,21622937,18783514,15.12 ,32.60 ,24.40 ,33.61 
1435,中福,1942,3022,-35.74 ,4689,-58.58 ,14436,23789,-39.32 ,4.97 ,7.04 ,-29.40 
1436,福益,793,765,3.66 ,2957,-73.18 ,5335,7885,-32.34 ,9.90 ,8.28 ,19.57 
1437,勤益,112438,107577,4.52 ,165532,-32.07 ,796129,1045499,-23.85 ,21.60 ,20.50 ,5.37 
1438,裕豐,0,0,NA,11784,-100.00 ,32963,60663,-45.66 ,2.91 ,1.75 ,66.29 
1439,中和羊毛,60262,60351,-0.15 ,41762,44.30 ,343186,299637,14.53 ,31.80 ,45.80 ,-30.57 
1440,南紡,1270217,1296824,-2.05 ,1150733,10.38 ,10108236,8331328,21.33 ,19.40 ,14.15 ,37.10 
1441,大東紡織,140851,122575,14.91 ,146258,-3.70 ,1112085,916712,21.31 ,19.10 ,7.28 ,162.36 
1442,名軒,158023,146690,7.73 ,52722,199.73 ,1224449,1076689,13.72 ,30.90 ,19.70 ,56.85 
1443,立益紡織,78136,46722,67.24 ,145347,-46.24 ,640952,931368,-31.18 ,3.81 ,3.34 ,14.07 
1444,力麗,1040851,1117985,-6.90 ,922245,12.86 ,7789947,5640532,38.11 ,16.60 ,12.65 ,31.23 
1445,大宇紡織,206380,197958,4.25 ,201830,2.25 ,1359656,1221556,11.31 ,8.40 ,8.98 ,-6.46 
1446,宏和,23354,44451,-47.46 ,89244,-73.83 ,409782,562804,-27.19 ,22.10 ,16.80 ,31.55 
1447,力鵬,2771343,2173134,27.53 ,1426489,94.28 ,14601349,12577776,16.09 ,15.30 ,14.55 ,5.15 
1449,佳和實業,142515,201678,-29.34 ,169862,-16.10 ,1279258,1168434,9.48 ,3.48 ,2.72 ,27.94 
1451,年興紡織,927797,976761,-5.01 ,1034967,-10.35 ,6515911,5369870,21.34 ,23.50 ,18.80 ,25.00 
1452,宏益,186102,190948,-2.54 ,163672,13.70 ,1376515,1169418,17.71 ,13.40 ,11.95 ,12.13 
1453,大將,3022,4406,-31.41 ,23158,-86.95 ,163764,161557,1.37 ,9.50 ,12.40 ,-23.39 
1454,台富,208239,224709,-7.33 ,232274,-10.35 ,1603808,1410054,13.74 ,9.98 ,8.11 ,23.06 
1455,集盛,1944042,1594329,21.93 ,1262588,53.97 ,11231042,9454200,18.79 ,18.20 ,14.00 ,30.00 
1456,怡華,162968,178974,-8.94 ,162563,0.25 ,1293334,1192422,8.46 ,2.90 ,1.31 ,121.37 
1457,宜進,518639,459665,12.83 ,329078,57.60 ,3751115,2329105,61.05 ,10.00 ,8.91 ,12.23 
1459,聯發紡織,182913,156891,16.59 ,273887,-33.22 ,1512883,1722475,-12.17 ,15.05 ,10.40 ,44.71 
1460,宏遠,451424,428750,5.29 ,406608,11.02 ,3308389,2549453,29.77 ,6.60 ,6.99 ,-5.58 
1463,強盛染整,41045,39754,3.25 ,46198,-11.15 ,335374,332133,0.98 ,11.10 ,9.02 ,23.06 
1464,得力實業,141252,180074,-21.56 ,153687,-8.09 ,1081019,955872,13.09 ,9.42 ,15.65 ,-39.81 
1465,偉全實業,163516,211198,-22.58 ,130729,25.08 ,1112113,794797,39.92 ,18.10 ,14.50 ,24.83 
1466,聚隆,586980,488494,20.16 ,420476,39.60 ,3464932,2885105,20.10 ,34.90 ,18.50 ,88.65 
1467,南緯實業,296487,317893,-6.73 ,340104,-12.82 ,1880938,2132284,-11.79 ,11.40 ,13.45 ,-15.24 
1468,昶和纖維,44145,73353,-39.82 ,53928,-18.14 ,469750,408672,14.95 ,10.85 ,16.80 ,-35.42 
1469,理隆纖維,86555,106390,-18.64 ,82231,5.26 ,590081,472168,24.97 ,10.90 ,12.80 ,-14.84 
1470,大統染,47810,63178,-24.32 ,63253,-24.41 ,505591,463213,9.15 ,12.40 ,9.90 ,25.25 
1471,首利,523104,475463,10.02 ,855829,-38.88 ,3725596,5100040,-26.95 ,13.50 ,25.90 ,-47.88 
1472,三洋纖,103758,119850,-13.43 ,68731,50.96 ,812315,473948,71.39 ,9.15 ,4.86 ,88.27 
1473,台南企業,672923,541140,24.35 ,623525,7.92 ,4409938,4205715,4.86 ,40.00 ,41.00 ,-2.44 
1474,弘裕,277337,295409,-6.12 ,268778,3.18 ,2259122,1798227,25.63 ,11.15 ,9.10 ,22.53 
1475,本盟光電,25742,34710,-25.84 ,93833,-72.57 ,273581,448904,-39.06 ,7.70 ,14.75 ,-47.80 
