公  司  編  號,公    司           名    稱,營        業        額        (單位：仟元),,,,,累 計 營 業 額 (單位：仟元),,,各 股 月 底 股 價 (單位：元),,
,,101,100,與上月比較增減%,100,與去年同月比較增減%,101,100,與去年同期比較增減%,101.01 ,100.01 ,與去年同期比較增減%
1101,台泥,1752202,2072570,-15.46 ,2337946,-25.05 ,1752202,2337946,-25.05 ,36.90 ,31.35 ,17.70 
1102,亞泥,849543,1006050,-15.56 ,870505,-2.41 ,849543,870505,-2.41 ,35.50 ,32.10 ,10.59 
1103,嘉泥,71381,84001,-15.02 ,186073,-61.64 ,71381,186073,-61.64 ,12.75 ,16.80 ,-24.11 
1104,環球水泥,227507,305778,-25.60 ,326488,-30.32 ,227507,326488,-30.32 ,13.45 ,18.85 ,-28.65 
1108,幸福水泥,226636,273250,-17.06 ,290613,-22.01 ,226636,290613,-22.01 ,5.31 ,7.78 ,-31.75 
1109,信大水泥,105552,160548,-34.26 ,121737,-13.30 ,105552,121737,-13.30 ,10.35 ,10.20 ,1.47 
1110,東泥,115318,173302,-33.46 ,127459,-9.53 ,115318,127459,-9.53 ,10.50 ,12.45 ,-15.66 
1201,味全公司,1115106,1127058,-1.06 ,1110017,0.46 ,1115106,1110017,0.46 ,33.40 ,34.85 ,-4.16 
1203,味王公司,177912,181302,-1.87 ,187490,-5.11 ,177912,187490,-5.11 ,20.10 ,24.20 ,-16.94 
1210,大成長城,1857729,1993411,-6.81 ,2047391,-9.26 ,1857729,2047391,-9.26 ,29.40 ,31.40 ,-6.37 
1213,大飲,82266,51716,59.07 ,62895,30.80 ,82266,62895,30.80 ,18.75 ,25.65 ,-26.90 
1215,卜蜂企業,1270520,1401975,-9.38 ,1335440,-4.86 ,1270520,1335440,-4.86 ,14.65 ,19.75 ,-25.82 
1216,統一,4079804,3687244,10.65 ,4784154,-14.72 ,4079804,4784154,-14.72 ,43.70 ,39.90 ,9.52 
1217,愛之味,180185,342088,-47.33 ,323491,-44.30 ,180185,323491,-44.30 ,10.40 ,13.70 ,-24.09 
1218,泰山企業,586036,695261,-15.71 ,623159,-5.96 ,586036,623159,-5.96 ,14.85 ,17.65 ,-15.86 
1219,福壽實業,777964,922393,-15.66 ,783323,-0.68 ,777964,783323,-0.68 ,15.65 ,14.75 ,6.10 
1220,台榮,206418,235559,-12.37 ,216950,-4.85 ,206418,216950,-4.85 ,9.55 ,13.80 ,-30.80 
1225,福懋油,700701,882361,-20.59 ,840809,-16.66 ,700701,840809,-16.66 ,12.50 ,15.65 ,-20.13 
1227,佳格,1242961,1323201,-6.06 ,1474833,-15.72 ,1242961,1474833,-15.72 ,100.50 ,70.20 ,43.16 
1229,聯華實業,286114,367752,-22.20 ,364717,-21.55 ,286114,364717,-21.55 ,18.80 ,23.05 ,-18.44 
1231,聯華食品,551920,623068,-11.42 ,621015,-11.13 ,551920,621015,-11.13 ,37.30 ,27.10 ,37.64 
1232,大統益,1187742,1389819,-14.54 ,1490420,-20.31 ,1187742,1490420,-20.31 ,47.70 ,51.10 ,-6.65 
1233,天仁,231366,189696,21.97 ,233783,-1.03 ,231366,233783,-1.03 ,47.60 ,50.20 ,-5.18 
1234,黑松,513396,374715,37.01 ,584521,-12.17 ,513396,584521,-12.17 ,26.50 ,26.20 ,1.15 
1235,興泰,21042,62232,-66.19 ,27678,-23.98 ,21042,27678,-23.98 ,24.25 ,35.65 ,-31.98 
1236,宏亞食品,256873,324372,-20.81 ,420437,-38.90 ,256873,420437,-38.90 ,23.40 ,24.30 ,-3.70 
1301,台塑,13394420,13912169,-3.72 ,17417871,-23.10 ,13394420,17417871,-23.10 ,86.20 ,99.30 ,-13.19 
1303,南亞塑膠,14821158,16517071,-10.27 ,19407090,-23.63 ,14821158,19407090,-23.63 ,62.50 ,80.50 ,-22.36 
1304,台聚,856707,1012266,-15.37 ,1169433,-26.74 ,856707,1169433,-26.74 ,27.65 ,38.50 ,-28.18 
1305,華夏,588418,719212,-18.19 ,713003,-17.47 ,588418,713003,-17.47 ,10.70 ,12.85 ,-16.73 
1307,三芳化工,386761,608310,-36.42 ,623696,-37.99 ,386761,623696,-37.99 ,23.35 ,35.45 ,-34.13 
1308,亞聚,359988,454032,-20.71 ,583020,-38.25 ,359988,583020,-38.25 ,38.00 ,50.00 ,-24.00 
1309,台達化工,750360,832954,-9.92 ,1039914,-27.84 ,750360,1039914,-27.84 ,12.55 ,14.10 ,-10.99 
1310,台苯,1263762,1272173,-0.66 ,1181301,6.98 ,1263762,1181301,6.98 ,7.19 ,14.40 ,-50.07 
1312,國喬石化,1473686,1582460,-6.87 ,1616402,-8.83 ,1473686,1616402,-8.83 ,15.05 ,21.50 ,-30.00 
1313,聯成,516018,616531,-16.30 ,654071,-21.11 ,516018,654071,-21.11 ,17.40 ,24.30 ,-28.40 
1314,中石化,3161444,3287396,-3.83 ,3309424,-4.47 ,3161444,3309424,-4.47 ,33.00 ,33.05 ,-0.15 
1315,達新工業,193633,208156,-6.98 ,224616,-13.79 ,193633,224616,-13.79 ,27.30 ,28.95 ,-5.70 
1316,上曜,9289,18614,-50.10 ,8313,11.74 ,9289,8313,11.74 ,16.55 ,20.15 ,-17.87 
1319,東陽,885416,1176325,-24.73 ,1054117,-16.00 ,885416,1054117,-16.00 ,34.30 ,38.50 ,-10.91 
1321,大洋,276400,377290,-26.74 ,459258,-39.82 ,276400,459258,-39.82 ,19.40 ,22.75 ,-14.73 
1323,永裕,128520,149025,-13.76 ,141854,-9.40 ,128520,141854,-9.40 ,18.30 ,25.00 ,-26.80 
1324,地球工業,97442,98251,-0.82 ,120721,-19.28 ,97442,120721,-19.28 ,12.00 ,18.85 ,-36.34 
1325,恒大,67405,90591,-25.59 ,113219,-40.46 ,67405,113219,-40.46 ,18.45 ,25.40 ,-27.36 
1326,台化,24236785,20952871,15.67 ,26099195,-7.14 ,24236785,26099195,-7.14 ,85.00 ,106.00 ,-19.81 
1402,遠東新,4366612,4989265,-12.48 ,5133766,-14.94 ,4366612,5133766,-14.94 ,36.35 ,49.55 ,-26.64 
1409,新纖,1775653,2309814,-23.13 ,2284246,-22.27 ,1775653,2284246,-22.27 ,9.24 ,15.10 ,-38.81 
1410,南染,18256,29539,-38.20 ,26508,-31.13 ,18256,26508,-31.13 ,17.00 ,20.70 ,-17.87 
1413,宏洲化工,262743,301243,-12.78 ,442506,-40.62 ,262743,442506,-40.62 ,4.72 ,10.70 ,-55.89 
1414,東和,92361,109709,-15.81 ,111153,-16.91 ,92361,111153,-16.91 ,12.15 ,13.80 ,-11.96 
1416,廣豐,13679,15745,-13.12 ,12971,5.46 ,13679,12971,5.46 ,10.50 ,14.55 ,-27.84 
1417,嘉裕,193137,168604,14.55 ,139731,38.22 ,193137,139731,38.22 ,8.76 ,11.05 ,-20.72 
1418,東華,235020,369480,-36.39 ,106221,121.26 ,235020,106221,121.26 ,7.70 ,9.68 ,-20.45 
1419,新紡,59300,91768,-35.38 ,63104,-6.03 ,59300,63104,-6.03 ,35.70 ,45.95 ,-22.31 
1423,利華羊毛,82386,94123,-12.47 ,129244,-36.26 ,82386,129244,-36.26 ,7.48 ,8.92 ,-16.14 
1432,大魯閣,1149,1699,-32.37 ,651,76.50 ,1149,651,76.50 ,8.79 ,17.50 ,-49.77 
1434,福懋興業,2743102,2959823,-7.32 ,2916966,-5.96 ,2743102,2916966,-5.96 ,28.40 ,29.00 ,-2.07 
1435,中福,1972,2100,-6.10 ,1944,1.44 ,1972,1944,1.44 ,3.48 ,8.04 ,-56.72 
1436,福益,257,1374906,-99.98 ,763,-66.32 ,257,763,-66.32 ,12.35 ,9.85 ,25.38 
1437,勤益,56300,60665,-7.20 ,117740,-52.18 ,56300,117740,-52.18 ,14.60 ,23.65 ,-38.27 
1438,裕豐,318,0,NA,0,NA,318,0,NA,1.75 ,3.00 ,-41.67 
1439,中和羊毛,64196,56444,13.73 ,44229,45.14 ,64196,44229,45.14 ,19.70 ,36.55 ,-46.10 
1440,南紡,998992,1408016,-29.05 ,1896151,-47.31 ,998992,1896151,-47.31 ,11.80 ,20.65 ,-42.86 
1441,大東紡織,109219,134007,-18.50 ,183979,-40.64 ,109219,183979,-40.64 ,10.80 ,9.26 ,16.63 
1442,名軒,65065,234024,-72.20 ,402800,-83.85 ,65065,402800,-83.85 ,23.00 ,27.20 ,-15.44 
1443,立益紡織,52325,117348,-55.41 ,69090,-24.27 ,52325,69090,-24.27 ,5.27 ,3.88 ,35.82 
1444,力麗,911353,1051558,-13.33 ,1257716,-27.54 ,911353,1257716,-27.54 ,12.15 ,17.85 ,-31.93 
1445,大宇紡織,148517,184604,-19.55 ,209332,-29.05 ,148517,209332,-29.05 ,7.43 ,9.67 ,-23.16 
1446,宏和,22879,21983,4.08 ,73309,-68.79 ,22879,73309,-68.79 ,13.20 ,17.35 ,-23.92 
1447,力鵬,2225463,2239308,-0.62 ,2031995,9.52 ,2225463,2031995,9.52 ,11.40 ,18.45 ,-38.21 
1449,佳和實業,158082,190145,-16.86 ,180944,-12.63 ,158082,180944,-12.63 ,2.40 ,3.50 ,-31.43 
1451,年興紡織,717168,906714,-20.90 ,866828,-17.27 ,717168,866828,-17.27 ,21.05 ,24.50 ,-14.08 
1452,宏益,156464,188598,-17.04 ,229044,-31.69 ,156464,229044,-31.69 ,9.40 ,18.30 ,-48.63 
1453,大將,8289,8142,1.81 ,31950,-74.06 ,8289,31950,-74.06 ,8.80 ,10.20 ,-13.73 
1454,台富,155796,174643,-10.79 ,215551,-27.72 ,155796,215551,-27.72 ,7.32 ,9.02 ,-18.85 
1455,集盛,1454966,1534419,-5.18 ,1552820,-6.30 ,1454966,1552820,-6.30 ,13.35 ,19.45 ,-31.36 
1456,怡華,143313,189980,-24.56 ,192893,-25.70 ,143313,192893,-25.70 ,1.96 ,2.79 ,-29.75 
1457,宜進,424104,440208,-3.66 ,480506,-11.74 ,424104,480506,-11.74 ,7.63 ,13.75 ,-44.51 
1459,聯發紡織,186976,311078,-39.89 ,310729,-39.83 ,186976,310729,-39.83 ,10.75 ,18.70 ,-42.51 
1460,宏遠,478725,582427,-17.81 ,427306,12.03 ,478725,427306,12.03 ,6.24 ,7.70 ,-18.96 
1463,強盛染整,19767,43592,-54.65 ,50182,-60.61 ,19767,50182,-60.61 ,8.69 ,13.25 ,-34.42 
1464,得力實業,129861,179363,-27.60 ,123681,5.00 ,129861,123681,5.00 ,9.12 ,12.60 ,-27.62 
1465,偉全實業,113469,130507,-13.06 ,130164,-12.83 ,113469,130164,-12.83 ,13.80 ,17.30 ,-20.23 
1466,聚隆,520399,494983,5.13 ,596440,-12.75 ,520399,596440,-12.75 ,20.30 ,35.20 ,-42.33 
1467,南緯實業,308049,330267,-6.73 ,216005,42.61 ,308049,216005,42.61 ,8.48 ,12.35 ,-31.34 
1468,昶和纖維,38000,57768,-34.22 ,50180,-24.27 ,38000,50180,-24.27 ,11.45 ,15.80 ,-27.53 
1469,理隆纖維,19780,14332,38.01 ,69057,-71.36 ,19780,69057,-71.36 ,8.89 ,12.40 ,-28.31 
1470,大統染,46574,49542,-5.99 ,78607,-40.75 ,46574,78607,-40.75 ,12.40 ,11.30 ,9.73 
1471,首利,441803,582812,-24.19 ,518317,-14.76 ,441803,518317,-14.76 ,11.40 ,19.65 ,-41.98 
1472,三洋紡,69466,57472,20.87 ,115305,-39.75 ,69466,115305,-39.75 ,8.81 ,6.89 ,27.87 
1473,台南企業,715241,800233,-10.62 ,721934,-0.93 ,715241,721934,-0.93 ,39.60 ,40.50 ,-2.22 
1474,弘裕,234544,268268,-12.57 ,314409,-25.40 ,234544,314409,-25.40 ,7.89 ,11.55 ,-31.69 
1475,本盟光電,18465,29765,-37.96 ,41987,-56.02 ,18465,41987,-56.02 ,6.89 ,11.70 ,-41.11 
1476,儒鴻,903802,816577,10.68 ,681954,32.53 ,903802,681954,32.53 ,52.70 ,35.20 ,49.72 
1477,聚陽實業,1478989,913311,61.94 ,1475676,0.22 ,1478989,1475676,0.22 ,73.00 ,68.40 ,6.73 
1503,士電,1321514,1366545,-3.30 ,1448331,-8.76 ,1321514,1448331,-8.76 ,32.20 ,38.60 ,-16.58 
1504,東元電機,2007893,2279528,-11.92 ,2162319,-7.14 ,2007892,2162319,-7.14 ,19.55 ,18.20 ,7.42 
1506,正道,84032,95838,-12.32 ,77335,8.66 ,84032,77335,8.66 ,26.30 ,26.90 ,-2.23 
1507,永大機電,295555,341580,-13.47 ,303240,-2.53 ,295555,303240,-2.53 ,47.10 ,41.15 ,14.46 
1512,瑞利,178766,286465,-37.60 ,221538,-19.31 ,178766,221538,-19.31 ,7.58 ,10.15 ,-25.32 
1513,中興電,634172,516385,22.81 ,548530,15.61 ,634172,548530,15.61 ,15.45 ,17.95 ,-13.93 
1514,亞力電機,260452,358910,-27.43 ,205461,26.76 ,260452,205461,26.76 ,7.25 ,11.45 ,-36.68 
1515,力山,205036,174676,17.38 ,202164,1.42 ,205036,202164,1.42 ,4.62 ,9.83 ,-53.00 
1516,川飛,4958,24583,-79.83 ,0,NA,4958,0,NA,5.15 ,2.95 ,74.58 
1517,利奇機械,183085,230369,-20.53 ,204352,-10.41 ,183085,204352,-10.41 ,12.15 ,15.50 ,-21.61 
1519,華城電機,72367,614089,-88.22 ,232322,-68.85 ,72367,232322,-68.85 ,13.60 ,21.35 ,-36.30 
1521,大億,322890,415953,-22.37 ,378384,-14.67 ,322890,378384,-14.67 ,58.00 ,62.00 ,-6.45 
1522,堤維西,644218,755627,-14.74 ,708606,-9.09 ,644218,708606,-9.09 ,11.90 ,18.75 ,-36.53 
1524,耿鼎公司,203519,286827,-29.04 ,292251,-30.36 ,203519,292251,-30.36 ,7.15 ,10.20 ,-29.90 
1525,江申工業,90935,118040,-22.96 ,106945,-14.97 ,90935,106945,-14.97 ,43.40 ,53.20 ,-18.42 
1526,日馳,35637,57863,-38.41 ,43435,-17.95 ,35637,43435,-17.95 ,7.80 ,7.46 ,4.56 
1527,鑽全,225776,223841,0.86 ,276138,-18.24 ,225776,276138,-18.24 ,21.25 ,25.95 ,-18.11 
1528,恩德,160234,157643,1.64 ,177806,-9.88 ,160234,177806,-9.88 ,14.10 ,16.25 ,-13.23 
1529,樂士,3825,3748,2.05 ,5217,-26.68 ,3825,5217,-26.68 ,3.07 ,4.61 ,-33.41 
1530,亞崴機電,202491,372759,-45.68 ,167531,20.87 ,202491,167531,20.87 ,33.55 ,38.10 ,-11.94 
1531,高林股,156542,165133,-5.20 ,313015,-49.99 ,156542,313015,-49.99 ,21.80 ,28.40 ,-23.24 
1532,勤美,378813,450557,-15.92 ,369401,2.55 ,378813,369401,2.55 ,20.15 ,32.30 ,-37.62 
1533,車王電,117859,128092,-7.99 ,142845,-17.49 ,117859,142845,-17.49 ,17.50 ,22.35 ,-21.70 
1535,中宇,585377,945644,-38.10 ,606197,-3.43 ,585377,606197,-3.43 ,57.50 ,49.40 ,16.40 
1536,和大工業,272146,245303,10.94 ,200022,36.06 ,272146,200022,36.06 ,12.55 ,15.50 ,-19.03 
1537,廣隆光電,309909,378024,-18.02 ,367135,-15.59 ,309909,367135,-15.59 ,43.00 ,62.30 ,-30.98 
1538,正峰新,62523,75282,-16.95 ,75976,-17.71 ,62523,75976,-17.71 ,19.40 ,36.85 ,-47.35 
1539,巨庭機械,106830,77399,38.03 ,130497,-18.14 ,106830,130497,-18.14 ,5.72 ,8.85 ,-35.37 
1540,喬福機械,144095,166167,-13.28 ,113918,26.49 ,144095,113918,26.49 ,18.50 ,24.10 ,-23.24 
1541,錩泰,137834,118236,16.58 ,96363,43.04 ,137834,96363,43.04 ,8.99 ,17.30 ,-48.03 
1560,中砂,302006,293922,2.75 ,318045,-5.04 ,302006,318045,-5.04 ,41.85 ,58.00 ,-27.84 
1582,信錦,80799,106340,-24.02 ,131697,-38.65 ,80799,131697,-38.65 ,35.45 ,48.70 ,-27.21 
1583,程泰,209060,342827,-39.02 ,132501,57.78 ,209060,132501,57.78 ,45.15 ,39.30 ,14.89 
1603,華電,131466,184153,-28.61 ,138470,-5.06 ,131466,138470,-5.06 ,7.56 ,13.10 ,-42.29 
1604,聲寶,876259,960210,-8.74 ,909107,-3.61 ,876259,909107,-3.61 ,8.54 ,10.20 ,-16.27 
1605,華新,5110910,5163622,-1.02 ,6079791,-15.94 ,5110910,6079791,-15.94 ,10.45 ,17.60 ,-40.63 
1608,華榮,327498,928444,-64.73 ,715600,-54.23 ,327498,715600,-54.23 ,7.50 ,11.80 ,-36.44 
1609,大亞電線,621130,1002798,-38.06 ,731606,-15.10 ,621130,731606,-15.10 ,7.83 ,8.93 ,-12.32 
1611,中電,549081,663469,-17.24 ,537559,2.14 ,549081,537559,2.14 ,19.65 ,23.90 ,-17.78 
1612,宏泰,312086,399093,-21.80 ,512897,-39.15 ,312086,512897,-39.15 ,9.17 ,14.55 ,-36.98 
1613,台一,375249,441754,-15.05 ,485848,-22.76 ,375249,485848,-22.76 ,4.67 ,5.99 ,-22.04 
1614,三洋電,746208,456147,63.59 ,658114,13.39 ,746208,658114,13.39 ,27.65 ,37.00 ,-25.27 
1615,大山,269362,244358,10.23 ,281947,-4.46 ,269362,281947,-4.46 ,11.25 ,14.80 ,-23.99 
