公  司  編  號,公    司           名    稱,營        業        額        (單位：仟元),,,,,累 計 營 業 額 (單位：仟元),,,各 股 月 底 股 價 (單位：元),,
,,100,100,與上月比較增減%,99,與去年同月比較增減%,100,99,與去年同期比較增減%,100.05 ,99.05 ,與去年同期比較增減%
1101,台泥,1969578,2137908,-7.87 ,1790788,9.98 ,9941895,9156512,8.58 ,41.70 ,27.35 ,52.47 
1102,亞泥,853139,926706,-7.94 ,798378,6.86 ,4211095,3918736,7.46 ,39.55 ,27.80 ,42.27 
1103,嘉泥,53645,89735,-40.22 ,166298,-67.74 ,573732,791824,-27.54 ,17.75 ,13.30 ,33.46 
1104,環球水泥,260462,286879,-9.21 ,272962,-4.58 ,1386880,1287223,7.74 ,18.40 ,14.15 ,30.04 
1108,幸福水泥,256817,316469,-18.85 ,228733,12.28 ,1311523,1109325,18.23 ,7.78 ,7.07 ,10.04 
1109,信大水泥,156628,142568,9.86 ,100393,56.01 ,612230,505516,21.11 ,10.90 ,9.67 ,12.72 
1110,東泥,116926,122392,-4.47 ,127040,-7.96 ,592165,588027,0.70 ,12.70 ,10.70 ,18.69 
1201,味全公司,1226863,1123263,9.22 ,1180106,3.96 ,5452097,5177760,5.30 ,32.50 ,34.30 ,-5.25 
1203,味王公司,159538,179230,-10.99 ,142084,12.28 ,859836,768984,11.81 ,22.90 ,23.00 ,-0.43 
1210,大成長城,1820511,1894525,-3.91 ,1656972,9.87 ,9427793,8552330,10.24 ,33.10 ,26.20 ,26.34 
1213,大飲,47741,49441,-3.44 ,44636,6.96 ,248913,256399,-2.92 ,28.85 ,11.80 ,144.49 
1215,卜蜂企業,1191362,1242025,-4.08 ,1126634,5.75 ,5987764,5585880,7.19 ,18.15 ,15.15 ,19.80 
1216,統一,4365390,4192389,4.13 ,4066771,7.34 ,20868995,18761779,11.23 ,41.25 ,33.20 ,24.25 
1217,愛之味,222869,210202,6.03 ,234766,-5.07 ,1188211,1407021,-15.55 ,13.30 ,11.40 ,16.67 
1218,泰山企業,609534,584656,4.26 ,587068,3.83 ,2964628,2810482,5.48 ,16.85 ,13.90 ,21.22 
1219,福壽實業,774530,771072,0.45 ,686146,12.88 ,3840843,3485375,10.20 ,15.85 ,11.55 ,37.23 
1220,台榮,266464,230095,15.81 ,233430,14.15 ,1178796,975246,20.87 ,13.15 ,9.24 ,42.32 
1225,福懋油,795671,740853,7.40 ,635581,25.19 ,3795862,3290518,15.36 ,14.90 ,13.20 ,12.88 
1227,佳格,958312,1013557,-5.45 ,896374,6.91 ,5269028,4726913,11.47 ,107.00 ,77.90 ,37.36 
1229,聯華實業,385077,350722,9.80 ,227526,69.25 ,1690358,1245875,35.68 ,22.40 ,15.50 ,44.52 
1231,聯華食品,385451,394780,-2.36 ,299131,28.86 ,2119827,1712284,23.80 ,36.15 ,15.50 ,133.23 
1232,大統益,1388283,1388025,0.02 ,1145363,21.21 ,6862885,6043475,13.56 ,52.80 ,40.05 ,31.84 
1233,天仁,164567,152515,7.90 ,151417,8.68 ,846533,782267,8.22 ,56.10 ,46.35 ,21.04 
1234,黑松,463857,382091,21.40 ,368871,25.75 ,2261580,1662485,36.04 ,25.95 ,22.65 ,14.57 
1235,興泰,27077,24593,10.10 ,24672,9.75 ,136056,149783,-9.16 ,30.30 ,33.55 ,-9.69 
1236,宏亞食品,166322,145430,14.37 ,109513,51.87 ,985311,850071,15.91 ,23.95 ,23.95 ,0.00 
1301,台塑,16802319,18220577,-7.78 ,16918837,-0.69 ,87154625,81506727,6.93 ,110.00 ,64.60 ,70.28 
1303,南亞塑膠,16394496,19135226,-14.32 ,18515484,-11.46 ,94118528,88755869,6.04 ,79.70 ,52.90 ,50.66 
1304,台聚,1080629,1289775,-16.22 ,1054715,2.46 ,5863369,5070686,15.63 ,35.15 ,20.20 ,74.01 
1305,華夏,831675,918915,-9.49 ,720827,15.38 ,4145351,3518055,17.83 ,13.70 ,9.76 ,40.37 
1307,三芳化工,572068,663190,-13.74 ,498629,14.73 ,2960154,2402115,23.23 ,35.00 ,34.50 ,1.45 
1308,亞聚,578932,678845,-14.72 ,490122,18.12 ,3121054,2624745,18.91 ,50.30 ,27.25 ,84.59 
1309,台達化工,954938,1045075,-8.62 ,919647,3.84 ,4865562,4284139,13.57 ,17.70 ,10.50 ,68.57 
1310,台苯,1191584,1003766,18.71 ,1238903,-3.82 ,5616875,5634616,-0.31 ,12.75 ,12.45 ,2.41 
