公  司  編  號,公    司           名    稱,營        業        額        (單位：仟元),,,,,累 計 營 業 額 (單位：仟元),,,各 股 月 底 股 價 (單位：元),,
,,100,100,與上月比較增減%,99,與去年同月比較增減%,100,99,與去年同期比較增減%,100.08 ,99.08 ,與去年同期比較增減%
1101,台泥,1984646,1947777,1.89 ,1861703,6.60 ,15915842,14539401,9.47 ,38.75 ,29.45 ,31.58 
1102,亞泥,871181,1000629,-12.94 ,625133,39.36 ,6950667,5984136,16.15 ,38.25 ,28.80 ,32.81 
1103,嘉泥,21831,21754,0.35 ,197136,-88.93 ,643846,1328266,-51.53 ,17.90 ,15.10 ,18.54 
1104,環球水泥,270906,259270,4.49 ,253093,7.04 ,2189822,2049106,6.87 ,15.25 ,16.00 ,-4.69 
1108,幸福水泥,285623,276115,3.44 ,244985,16.59 ,2114361,1787405,18.29 ,6.73 ,7.57 ,-11.10 
1109,信大水泥,118585,126314,-6.12 ,91604,29.45 ,992698,782611,26.84 ,10.45 ,9.61 ,8.74 
1110,東泥,95690,109222,-12.39 ,114473,-16.41 ,926605,934115,-0.80 ,11.15 ,11.85 ,-5.91 
1201,味全公司,1263103,1272576,-0.74 ,1241194,1.77 ,9167230,8802397,4.14 ,35.10 ,32.70 ,7.34 
1203,味王公司,180603,170501,5.92 ,188248,-4.06 ,1348702,1297213,3.97 ,22.70 ,25.20 ,-9.92 
1210,大成長城,2013621,1868950,7.74 ,1835507,9.70 ,14947257,13791007,8.38 ,31.60 ,28.95 ,9.15 
1213,大飲,102626,84742,21.10 ,89813,14.27 ,502453,478013,5.11 ,23.35 ,23.20 ,0.65 
1215,卜蜂企業,1307175,1218860,7.25 ,1253699,4.27 ,9642786,9162856,5.24 ,16.00 ,17.20 ,-6.98 
1216,統一,4875928,5175560,-5.79 ,4859664,0.33 ,35414021,32581905,8.69 ,42.75 ,37.05 ,15.38 
1217,愛之味,445076,372036,19.63 ,542025,-17.89 ,2270737,2669211,-14.93 ,11.45 ,12.20 ,-6.15 
1218,泰山企業,784931,706176,11.15 ,689915,13.77 ,5039482,4716404,6.85 ,18.15 ,15.75 ,15.24 
1219,福壽實業,913024,907913,0.56 ,800517,14.05 ,6465324,5804303,11.39 ,16.70 ,12.30 ,35.77 
1220,台榮,302007,293700,2.83 ,276939,9.05 ,2039869,1779233,14.65 ,11.70 ,12.35 ,-5.26 
1225,福懋油,862646,814179,5.95 ,679113,27.03 ,6234457,5259709,18.53 ,13.35 ,13.85 ,-3.61 
1227,佳格,981117,1045427,-6.15 ,904822,8.43 ,8157384,7381305,10.51 ,103.50 ,75.80 ,36.54 
1229,聯華實業,341131,292551,16.61 ,278829,22.34 ,2661281,1999183,33.12 ,19.85 ,19.25 ,3.12 
1231,聯華食品,417931,503725,-17.03 ,408931,2.20 ,3507763,2909301,20.57 ,45.75 ,23.80 ,92.23 
1232,大統益,1523877,1374208,10.89 ,1365156,11.63 ,11093667,9864505,12.46 ,50.40 ,39.55 ,27.43 
1233,天仁,182535,162945,12.02 ,151723,20.31 ,1362349,1233612,10.44 ,52.20 ,52.00 ,0.38 
1234,黑松,601250,506502,18.71 ,561556,7.07 ,3878695,3077394,26.04 ,33.60 ,22.70 ,48.02 
1235,興泰,29666,23443,26.55 ,39786,-25.44 ,215533,262565,-17.91 ,25.00 ,67.80 ,-63.13 
1236,宏亞食品,160035,158619,0.89 ,131894,21.34 ,1429864,1233840,15.89 ,24.85 ,22.60 ,9.96 
1301,台塑,15821342,16981645,-6.83 ,17978721,-12.00 ,133788107,130642993,2.41 ,90.10 ,71.00 ,26.90 
1303,南亞塑膠,15598114,14163371,10.13 ,18862607,-17.31 ,135567006,143798359,-5.72 ,69.10 ,61.80 ,11.81 
1304,台聚,1318462,1068323,23.41 ,1024649,28.67 ,9230609,8117252,13.72 ,32.80 ,19.95 ,64.41 
1305,華夏,742042,817576,-9.24 ,744004,-0.26 ,6542543,5635572,16.09 ,11.40 ,10.90 ,4.59 
1307,三芳化工,636183,494542,28.64 ,545161,16.70 ,4616522,3802847,21.40 ,26.50 ,35.90 ,-26.18 
1308,亞聚,576173,501403,14.91 ,552406,4.30 ,4686507,4212398,11.26 ,45.00 ,27.35 ,64.53 
1309,台達化工,741924,875583,-15.27 ,1006348,-26.28 ,7385684,7187918,2.75 ,16.05 ,11.15 ,43.95 
1310,台苯,636216,790806,-19.55 ,1077774,-40.97 ,8082594,8574795,-5.74 ,11.05 ,13.20 ,-16.29 
1312,國喬石化,1766291,1761985,0.24 ,1380548,27.94 ,13249670,11003609,20.41 ,17.15 ,14.25 ,20.35 
1313,聯成,631903,524967,20.37 ,870221,-27.39 ,4972482,5775319,-13.90 ,17.25 ,18.85 ,-8.49 
1314,中石化,4151953,4209010,-1.36 ,3627550,14.46 ,29492847,25796637,14.33 ,42.70 ,18.90 ,125.93 
1315,達新工業,275860,243282,13.39 ,258999,6.51 ,1682778,1547092,8.77 ,31.25 ,22.15 ,41.08 
1316,上曜,15290,10919,40.03 ,11699,30.69 ,120192,124557,-3.50 ,28.95 ,10.80 ,168.06 
1319,東陽,1035638,1095784,-5.49 ,785622,31.82 ,8385767,6254959,34.07 ,32.00 ,50.50 ,-36.63 
1321,大洋,438828,435199,0.83 ,529187,-17.08 ,3557257,3635843,-2.16 ,20.70 ,22.40 ,-7.59 
1323,永裕,134383,129456,3.81 ,149302,-9.99 ,1084534,1042772,4.00 ,22.20 ,20.90 ,6.22 
1324,地球工業,153278,139804,9.64 ,131802,16.29 ,1077131,901293,19.51 ,13.65 ,23.55 ,-42.04 
1325,恒大,63198,72877,-13.28 ,74984,-15.72 ,709248,696952,1.76 ,18.45 ,25.25 ,-26.93 
1326,台化,21638189,23459922,-7.77 ,22472957,-3.71 ,198112140,187547750,5.63 ,88.10 ,71.20 ,23.74 
1402,遠東新,5120241,5008405,2.23 ,4693723,9.09 ,41567618,34988493,18.80 ,38.00 ,37.40 ,1.60 
1409,新纖,2184470,2201784,-0.79 ,2101988,3.92 ,18491183,17025886,8.61 ,11.15 ,12.30 ,-9.35 
1410,南染,32252,29290,10.11 ,31691,1.77 ,246004,207693,18.45 ,16.15 ,15.35 ,5.21 
1413,宏洲化工,320909,331220,-3.11 ,379781,-15.50 ,3033684,2790913,8.70 ,6.55 ,7.50 ,-12.67 
1414,東和,146159,95759,52.63 ,156983,-6.90 ,850175,2511279,-66.15 ,12.50 ,5.92 ,111.15 
1416,廣豐,12001,12151,-1.23 ,33322,-63.98 ,106331,174547,-39.08 ,10.70 ,8.33 ,28.45 
1417,嘉裕,117565,112217,4.77 ,104218,12.81 ,826773,778344,6.22 ,10.30 ,10.15 ,1.48 
1418,東華,205487,199652,2.92 ,169594,21.16 ,2005749,1974800,1.57 ,9.43 ,9.85 ,-4.26 
1419,新紡,62906,71542,-12.07 ,42353,48.53 ,522521,410132,27.40 ,36.80 ,35.60 ,3.37 
1423,利華羊毛,85898,97961,-12.31 ,86342,-0.51 ,1030547,700984,47.01 ,8.43 ,7.99 ,5.51 
1432,大魯閣,461,1099,-58.05 ,60,668.33 ,10297,854274,-98.79 ,13.40 ,10.40 ,28.85 
1434,福懋興業,2940187,3026818,-2.86 ,2724805,7.90 ,24563124,21508319,14.20 ,29.50 ,23.95 ,23.17 
1435,中福,1981,1942,2.01 ,2908,-31.88 ,16417,26697,-38.51 ,4.06 ,9.11 ,-55.43 
1436,福益,803,793,1.26 ,1366,-41.22 ,6138,9251,-33.65 ,12.35 ,8.19 ,50.79 
1437,勤益,110657,112438,-1.58 ,167047,-33.76 ,906786,1212546,-25.22 ,17.30 ,19.90 ,-13.07 
1438,裕豐,5075,0,NA,11774,-56.90 ,38038,72437,-47.49 ,2.46 ,1.90 ,29.47 
1439,中和羊毛,48400,60262,-19.68 ,27424,76.49 ,391586,327061,19.73 ,24.40 ,41.90 ,-41.77 
1440,南紡,1474403,1270217,16.07 ,1260697,16.95 ,11582639,9592025,20.75 ,15.05 ,14.60 ,3.08 
1441,大東紡織,149125,140851,5.87 ,132791,12.30 ,1261209,1049503,20.17 ,18.80 ,7.30 ,157.53 
1442,名軒,78327,158023,-50.43 ,44219,77.13 ,1302776,1120908,16.23 ,25.90 ,20.50 ,26.34 
1443,立益紡織,42894,78136,-45.10 ,106426,-59.70 ,683846,1037794,-34.11 ,3.30 ,3.64 ,-9.34 
1444,力麗,1237648,1040851,18.91 ,835421,48.15 ,9027595,6475953,39.40 ,13.35 ,14.00 ,-4.64 
1445,大宇紡織,210549,206380,2.02 ,179182,17.51 ,1570205,1400738,12.10 ,8.16 ,8.31 ,-1.81 
1446,宏和,25193,23354,7.87 ,78755,-68.01 ,434975,641559,-32.20 ,19.85 ,16.80 ,18.15 
1447,力鵬,3097630,2771343,11.77 ,2364273,31.02 ,17698978,14942050,18.45 ,12.10 ,14.00 ,-13.57 
1449,佳和實業,156386,142515,9.73 ,162777,-3.93 ,1435644,1331211,7.84 ,3.10 ,4.46 ,-30.49 
1451,年興紡織,949120,927797,2.30 ,973199,-2.47 ,7465031,6343069,17.69 ,23.75 ,20.75 ,14.46 
1452,宏益,189264,186102,1.70 ,179582,5.39 ,1565778,1349000,16.07 ,11.05 ,12.35 ,-10.53 
1453,大將,12646,3022,318.46 ,128728,-90.18 ,176410,290285,-39.23 ,8.50 ,11.10 ,-23.42 
1454,台富,239468,208239,15.00 ,254460,-5.89 ,1843276,1664514,10.74 ,9.25 ,7.68 ,20.44 
1455,集盛,1880396,1944042,-3.27 ,1521444,23.59 ,13111438,10975644,19.46 ,18.05 ,14.80 ,21.96 
1456,怡華,146956,162968,-9.83 ,152892,-3.88 ,1440290,1345314,7.06 ,2.53 ,2.47 ,2.43 
1457,宜進,494580,518639,-4.64 ,321688,53.75 ,4245694,2650793,60.17 ,9.05 ,8.62 ,4.99 
1459,聯發紡織,340872,182913,86.36 ,313464,8.74 ,1853755,2035939,-8.95 ,13.00 ,11.15 ,16.59 
1460,宏遠,534460,451424,18.39 ,410655,30.15 ,3842850,2960108,29.82 ,5.80 ,6.55 ,-11.45 
1463,強盛染整,48759,41045,18.79 ,53978,-9.67 ,384133,386111,-0.51 ,10.15 ,9.08 ,11.78 
1464,得力實業,141078,137422,2.66 ,138374,1.95 ,1197465,1094246,9.43 ,9.81 ,14.10 ,-30.43 
1465,偉全實業,202949,163516,24.12 ,152522,33.06 ,1315062,947319,38.82 ,15.50 ,14.90 ,4.03 
