公  司  編  號,公    司           名    稱,營        業        額        (單位：仟元),,,,,累 計 營 業 額 (單位：仟元),,,各 股 月 底 股 價 (單位：元),,
,,99,99,與上月比較增減%,98,與去年同月比較增減%,99,98,與去年同期比較增減%,99.11,98.11,與去年同期比較增減%
1101,台泥,1878685,1703128,10.31,1563521,20.16,19926019,19096234,4.35,31.35,33.55,-6.56
1102,亞泥,1210075,769693,57.22,738877,63.77,8706071,9128756,-4.63,30.2,34.2,-11.7
1103,嘉泥,176504,164160,7.52,156693,12.64,1800050,2084926,-13.66,15.8,17,-7.06
1104,環球水泥,274073,271021,1.13,288365,-4.96,2821926,2971586,-5.04,18,17.2,4.65
1108,幸福水泥,246254,226055,8.94,231253,6.49,2504646,2561910,-2.24,7.61,8.2,-7.2
1109,信大水泥,110327,119621,-7.77,116678,-5.44,1121097,1290869,-13.15,9.98,10.05,-0.7
1110,東泥,137734,126547,8.84,132969,3.58,1298294,1514159,-14.26,12.35,11.05,11.76
1201,味全公司,1061007,1108691,-4.3,1008451,5.21,12162206,11482785,5.92,34,45.3,-24.94
1203,味王公司,162877,144402,12.79,174134,-6.46,1752681,2539578,-30.99,23.65,25.2,-6.15
1210,大成長城,1862010,1716555,8.47,1649760,12.87,19073316,18350381,3.94,31.2,35.2,-11.36
1213,大飲,42353,42954,-1.4,40051,5.75,625732,615775,1.62,26.8,9.13,193.54
1215,卜蜂企業,1267199,1157070,9.52,1090600,16.19,12788662,11638041,9.89,18.9,15.55,21.54
1216,統一,3922178,4186848,-6.32,3497997,12.13,44919359,41351106,8.63,42.15,37.7,11.8
1217,愛之味,201061,308734,-34.88,257505,-21.92,3441304,3714285,-7.35,14.3,12.6,13.49
1218,泰山企業,638696,612818,4.22,553873,15.31,6661499,6541877,1.83,18.2,13.2,37.88
1219,福壽實業,843109,772320,9.17,806767,4.5,8213339,8371201,-1.89,14.25,12.5,14
1220,台榮,240101,223469,7.44,163676,46.69,2476628,2037178,21.57,12.95,7.58,70.84
1225,福懋油,852832,852977,-0.02,653283,30.55,7630083,7046650,8.28,14.85,14.05,5.69
1227,佳格,1022898,960483,6.5,775507,31.9,10326028,8772670,17.71,77.1,38,102.89
1229,聯華實業,335286,316777,5.84,260570,28.67,2922177,2739713,6.66,23.05,15.3,50.65
1231,聯華食品,327549,341931,-4.21,246091,33.1,3937077,3315254,18.76,27.65,13.35,107.12
1232,大統益,1461876,1425314,2.57,1303765,12.13,14107748,13330161,5.83,50.3,37.5,34.13
1233,天仁,161328,139562,15.6,136786,17.94,1712137,1606687,6.56,50.2,33,52.12
1234,黑松,355513,275603,28.99,263532,34.9,4012866,3764952,6.58,26.2,18.8,39.36
1235,興泰,30131,31511,-4.38,45157,-33.28,368391,379034,-2.81,39.9,33.15,20.36
1236,宏亞食品,190877,147844,29.11,157919,20.87,1828253,1541663,18.59,23.3,17.2,35.47
1301,台塑,16540521,15194584,8.86,14461411,14.38,177929154,141384959,25.85,90.7,63.9,41.94
